gene_id	LAU125_TPM	LAU125_FPKM	LAU355_TPM	LAU355_FPKM	LAU1255_TPM	LAU1255_FPKM	LAU1314_TPM	LAU1314_FPKM
ENSG00000246084	0	0	0.7	0.63	0.27	0.25	0.62	0.54
ENSG00000246089	2.01	1.49	1.11	0.98	0.71	0.66	1.04	0.9
ENSG00000246090	1.52	1.13	0.8	0.71	0.86	0.79	1.24	1.07
ENSG00000246095	0.15	0.11	0	0	0.32	0.3	0	0
ENSG00000246096	0.3	0.22	0.43	0.38	0.75	0.69	0.33	0.29
ENSG00000246099	8.12	6.02	4.55	4.04	5.55	5.13	3.93	3.39
ENSG00000246100	3.65	2.71	0.17	0.15	0.36	0.33	0.19	0.17
ENSG00000246115	1.05	0.78	13.53	12	1.11	1.02	14.39	12.39
ENSG00000246121	1.08	0.8	1.31	1.16	0.82	0.76	1.54	1.32
ENSG00000246125	0.08	0.06	0.33	0.29	0.07	0.07	0.11	0.1
ENSG00000246129	0.1	0.07	0.1	0.09	0.09	0.09	0.14	0.12
ENSG00000246130	0.07	0.05	0.01	0.01	0.01	0.01	0.02	0.02
ENSG00000246133	0.41	0.31	0.07	0.07	0.09	0.08	0.18	0.16
ENSG00000246134	0.03	0.03	0	0	0.01	0.01	0.01	0.01
ENSG00000246139	0.14	0.11	0.09	0.08	0.04	0.04	0.07	0.06
ENSG00000246145	0.09	0.06	0.06	0.05	0.05	0.05	0.03	0.03
ENSG00000246147	0.05	0.04	0.03	0.03	0.08	0.08	0.21	0.18
ENSG00000246151	0.1	0.08	0.15	0.13	0.06	0.05	0.13	0.11
ENSG00000246154	0.04	0.03	0.03	0.03	0.05	0.05	0.06	0.05
ENSG00000246156	0.3	0.22	0.02	0.02	0	0	0	0
ENSG00000246165	0	0	0	0	3.45	3.19	0	0
ENSG00000246170	1.98	1.47	0.9	0.8	0.77	0.71	1.06	0.91
ENSG00000246174	5.34	3.96	1.03	0.91	8.77	8.1	4.96	4.27
ENSG00000246181	0.01	0.01	0.36	0.32	0.01	0.01	0.12	0.1
ENSG00000246203	0.05	0.04	0.26	0.23	0.05	0.05	0.14	0.12
ENSG00000246211	0.03	0.02	0	0	0	0	0.03	0.03
ENSG00000246214	0.06	0.05	0.19	0.17	0.12	0.11	0.05	0.04
ENSG00000246220	0.29	0.22	0.19	0.17	0.15	0.13	0.33	0.28
ENSG00000246221	0.06	0.04	0.16	0.14	0	0	0.11	0.1
ENSG00000246223	0.32	0.24	7.09	6.29	1.26	1.17	4.7	4.05
ENSG00000246225	0.34	0.25	0.45	0.4	0.3	0.27	0.37	0.32
ENSG00000246228	0.03	0.02	0.07	0.06	0.05	0.05	0	0
ENSG00000246237	0.19	0.14	0.41	0.37	0	0	0.11	0.09
ENSG00000246247	0.2	0.15	0.51	0.46	0.53	0.49	0.95	0.82
ENSG00000246250	0.41	0.3	0.59	0.53	0.03	0.03	0.75	0.65
ENSG00000246260	3.63	2.7	0.14	0.12	0.21	0.19	0.05	0.04
ENSG00000246263	2.77	2.05	4.04	3.58	1.41	1.3	4.07	3.5
ENSG00000246273	5.71	4.24	4.33	3.84	4.68	4.32	4.3	3.7
ENSG00000246279	0.63	0.47	0.4	0.36	1.14	1.06	0.51	0.44
ENSG00000246283	2.73	2.03	2.67	2.37	1.93	1.78	3.03	2.61
ENSG00000246290	0.06	0.04	0	0	0.01	0.01	0.07	0.06
ENSG00000246294	0.02	0.02	0.31	0.28	0.13	0.12	0.85	0.74
ENSG00000246302	0	0	0	0	0	0	0.01	0.01
ENSG00000246306	0.04	0.03	0.15	0.13	0.01	0.01	0.17	0.15
ENSG00000246308	0.23	0.17	0.7	0.62	0.19	0.18	1.04	0.89
ENSG00000246316	0.05	0.03	0.23	0.2	0.04	0.04	0.01	0.01
ENSG00000246321	0.88	0.66	0.36	0.32	0.45	0.42	0.48	0.41
ENSG00000246323	0	0	0.07	0.06	0	0	0	0
ENSG00000246324	0	0	0	0	0.17	0.16	0	0
ENSG00000246328	0.12	0.09	0.29	0.26	0.13	0.12	0.47	0.41
ENSG00000246331	0.03	0.02	0	0	0.01	0.01	0	0
ENSG00000246332	0.17	0.13	0.45	0.4	0.2	0.19	0.35	0.3
ENSG00000246334	1.02	0.76	2.85	2.53	1.25	1.16	3.02	2.6
ENSG00000246338	1.29	0.96	1.53	1.35	0.21	0.2	1.69	1.45
ENSG00000246339	1.06	0.78	0.34	0.31	0.04	0.04	0.09	0.07
ENSG00000246343	0.45	0.33	0.21	0.19	0.53	0.49	0	0
ENSG00000246348	0.36	0.27	0.47	0.42	0.26	0.24	0.47	0.4
ENSG00000246350	0	0	0	0	0	0	0	0
ENSG00000246352	0.08	0.06	0.07	0.07	0.08	0.07	0.09	0.07
ENSG00000246355	0.22	0.16	0.74	0.65	0	0	0.45	0.39
ENSG00000246363	0.05	0.03	0.03	0.03	0	0	0.25	0.22
ENSG00000246366	8.72	6.47	14.65	12.99	5.48	5.06	13.18	11.35
ENSG00000246375	0.03	0.02	0.01	0.01	0.01	0.01	0.04	0.04
ENSG00000246379	0.19	0.14	0.02	0.02	0	0	0.02	0.02
ENSG00000246393	0.04	0.03	1.11	0.98	0.6	0.56	1.11	0.95
ENSG00000246394	0.19	0.14	0.33	0.29	0	0	0.21	0.18
ENSG00000246397	0	0	0.05	0.04	0	0	0.02	0.01
ENSG00000246407	0.88	0.65	0.49	0.43	0.45	0.41	0.32	0.28
ENSG00000246422	0	0	0	0	0.02	0.02	0.02	0.02
ENSG00000246430	0.05	0.04	0.03	0.02	0.12	0.11	0.12	0.1
ENSG00000246432	0.01	0.01	0.03	0.03	0.03	0.03	0.07	0.06
ENSG00000246442	0	0	0	0	0	0	0.05	0.04
ENSG00000246446	0.95	0.71	1.46	1.29	0.46	0.43	0.95	0.82
ENSG00000246448	0.1	0.07	0	0	0	0	0.05	0.04
ENSG00000246451	0.52	0.39	1.48	1.31	0.43	0.4	1.75	1.51
ENSG00000246458	0.03	0.02	0.06	0.05	0.02	0.02	0.09	0.08
ENSG00000246463	3.51	2.6	4.45	3.95	1.85	1.71	3.26	2.81
ENSG00000246465	0.17	0.13	0.32	0.28	0.1	0.09	0.29	0.25
ENSG00000246477	0.23	0.17	0.49	0.44	0.07	0.07	0.65	0.56
ENSG00000246493	63.24	46.92	73.09	64.83	52.56	48.56	48.93	42.13
ENSG00000246515	0.09	0.07	0.07	0.06	0	0	0	0
ENSG00000246516	0.01	0.01	0	0	0	0	0	0
ENSG00000246523	1.72	1.27	0	0	1.98	1.83	0	0
ENSG00000246526	1.32	0.98	1.55	1.37	0.41	0.38	0.88	0.76
ENSG00000246528	0	0	2.32	2.06	0.26	0.24	3.98	3.42
ENSG00000246532	0.96	0.71	1.86	1.65	0.49	0.46	0.81	0.69
ENSG00000246541	0	0	0	0	0	0	0	0
ENSG00000246548	0.14	0.11	0.13	0.12	0.08	0.08	0	0
ENSG00000246549	1.03	0.77	0.92	0.81	0.46	0.42	1.32	1.13
ENSG00000246553	0.32	0.24	0.41	0.36	0.37	0.34	0.35	0.3
ENSG00000246560	1.45	1.08	0.32	0.28	1.96	1.81	0.66	0.57
ENSG00000246567	2.01	1.49	1.57	1.4	0.69	0.64	1.01	0.87
ENSG00000246569	0	0	0	0	0.09	0.08	0.01	0.01
ENSG00000246575	0.01	0.01	1.11	0.99	0.86	0.79	1.54	1.33
ENSG00000246576	0.06	0.04	0.09	0.08	0.02	0.02	0.08	0.07
ENSG00000246581	1.75	1.3	0	0	0.11	0.1	0.04	0.03
ENSG00000246582	0.23	0.17	6.57	5.83	0.67	0.62	7.93	6.83
ENSG00000246596	1.56	1.16	4.21	3.73	1.41	1.3	4.03	3.47
ENSG00000246597	1.71	1.27	0.1	0.09	0.08	0.07	0.15	0.13
ENSG00000246604	0.23	0.17	0.47	0.42	0.21	0.2	0.58	0.5
ENSG00000246609	0.54	0.4	3.07	2.73	1.74	1.61	2.53	2.18
ENSG00000246627	0.21	0.16	0.16	0.14	0.04	0.03	0.25	0.21
ENSG00000246628	0.15	0.11	0.66	0.58	0.11	0.1	0.33	0.29
ENSG00000246629	0.21	0.16	0.47	0.42	0.1	0.09	0.53	0.45
ENSG00000246631	0.35	0.26	2.24	1.99	2.43	2.24	2.45	2.11
ENSG00000246634	6.72	4.99	3.79	3.36	2.38	2.2	5.6	4.82
ENSG00000246638	0.03	0.02	0.14	0.12	0.04	0.04	0.15	0.13
ENSG00000246640	0.07	0.05	0	0	0.01	0.01	0.04	0.03
ENSG00000246646	0.06	0.05	0	0	0.41	0.38	0	0
ENSG00000246649	0.15	0.11	0.49	0.44	0.15	0.14	0.29	0.25
ENSG00000246650	0	0	0	0	0	0	0	0
ENSG00000246653	0.46	0.34	0.59	0.53	0.26	0.24	0.84	0.72
ENSG00000246654	2.06	1.53	4.48	3.97	1.53	1.41	4.71	4.06
ENSG00000246657	2.66	1.98	2.78	2.46	1.01	0.93	2.43	2.09
ENSG00000246662	0.02	0.02	0.08	0.07	0.04	0.03	0	0
ENSG00000246664	0	0	0	0	0	0	0	0
ENSG00000246665	0.17	0.13	0.35	0.31	0.02	0.02	0.31	0.26
ENSG00000246674	0.35	0.26	0.61	0.54	0.33	0.31	0.62	0.54
ENSG00000246675	0.18	0.13	0.39	0.34	0.04	0.04	0.41	0.35
ENSG00000246695	8.94	6.63	0.1	0.09	1.52	1.4	0.18	0.15
ENSG00000246705	3.62	2.68	0.98	0.87	0.13	0.12	0.71	0.61
ENSG00000246710	0.49	0.36	2.61	2.32	0.7	0.65	2.72	2.35
ENSG00000246715	0.02	0.02	0.15	0.13	0.06	0.05	0.09	0.08
ENSG00000246716	0	0	0	0	0.02	0.02	0.06	0.05
ENSG00000246731	2.97	2.2	0.36	0.32	4.08	3.77	0.51	0.44
ENSG00000246732	3.12	2.31	1.68	1.49	0.79	0.73	2.58	2.22
ENSG00000246738	0.01	0.01	0.24	0.22	0.03	0.02	0.3	0.26
ENSG00000246740	0	0	0.01	0.01	0	0	0.04	0.03
ENSG00000246741	0.41	0.3	0.94	0.83	0.58	0.54	0.69	0.6
ENSG00000246747	1.29	0.96	0.49	0.43	1.13	1.04	0.22	0.19
ENSG00000246755	0.19	0.14	0.12	0.1	0.12	0.11	0.09	0.08
ENSG00000246762	0.77	0.57	0.65	0.57	0.63	0.58	0.84	0.73
ENSG00000246763	0.42	0.31	0.14	0.12	0.76	0.7	0.02	0.02
ENSG00000246774	0.08	0.06	0	0	0	0	0.04	0.03
ENSG00000246777	0.26	0.19	0.03	0.02	0.19	0.18	0.07	0.06
ENSG00000246790	0.06	0.05	0.73	0.65	0.02	0.01	0.41	0.35
ENSG00000246792	0.14	0.1	0.1	0.09	0.09	0.08	0.06	0.05
ENSG00000246803	5.43	4.03	1.73	1.53	2.82	2.61	1.57	1.35
ENSG00000246806	0.01	0.01	0.02	0.01	0	0	0	0
ENSG00000246811	0.01	0.01	0.05	0.04	0.02	0.01	0.02	0.01
ENSG00000246813	0.11	0.08	0.25	0.22	0.11	0.1	0.3	0.26
ENSG00000246820	0	0	0	0	0	0	0	0
ENSG00000246832	0.29	0.22	0.8	0.71	0.17	0.16	0.48	0.41
ENSG00000246837	0.02	0.02	0.05	0.04	0.03	0.03	0	0
ENSG00000246838	0.11	0.08	0.46	0.41	0.17	0.16	0.16	0.13
ENSG00000246840	0	0	0	0	0	0	0.01	0.01
ENSG00000246844	0	0	0	0	0	0	0	0
ENSG00000246849	0	0	0	0	0	0	0	0
ENSG00000246851	0.04	0.03	0.28	0.25	0.1	0.09	0.21	0.18
ENSG00000246859	0.08	0.06	0.14	0.12	0.14	0.13	0.19	0.17
ENSG00000246863	0.03	0.02	0	0	0.01	0.01	0	0
ENSG00000246866	0	0	0	0	0	0	0	0
ENSG00000246870	1.21	0.9	2.51	2.22	1.6	1.48	2.02	1.74
ENSG00000246873	0	0	0.65	0.57	0.08	0.07	0.62	0.54
ENSG00000246876	0	0	0	0	0.02	0.02	0	0
ENSG00000246877	0.9	0.67	0.02	0.02	0.17	0.16	0.06	0.05
ENSG00000246885	1.78	1.32	3.28	2.91	1.32	1.22	3.03	2.61
ENSG00000246889	0.5	0.37	0.01	0.01	0.19	0.17	0.16	0.14
ENSG00000246892	4.77	3.54	2.13	1.89	5.51	5.09	2.8	2.41
ENSG00000246896	2.36	1.75	1.75	1.56	0.85	0.78	1.91	1.64
ENSG00000246898	24.41	18.11	2.34	2.08	4.16	3.85	1.84	1.58
ENSG00000246900	0.41	0.31	0.99	0.87	0.82	0.76	0.39	0.34
ENSG00000246901	4.72	3.5	2.64	2.34	5.95	5.5	3.96	3.41
ENSG00000246907	11.95	8.86	21.53	19.1	7.23	6.68	20.3	17.48
ENSG00000246914	0.02	0.01	0.11	0.1	0.04	0.03	0.12	0.11
ENSG00000246920	0.04	0.03	0.16	0.14	0.09	0.09	0.32	0.27
ENSG00000246921	1.58	1.17	1.64	1.46	0.46	0.42	1.56	1.34
ENSG00000246922	0.26	0.19	0.45	0.4	0.15	0.14	0.37	0.32
ENSG00000246923	0	0	0	0	0	0	0	0
ENSG00000246929	1.04	0.77	1.1	0.98	0.31	0.28	1.15	0.99
ENSG00000246935	0	0	0	0	0	0	0	0
ENSG00000246943	0.56	0.42	0.13	0.12	0.43	0.4	0.07	0.06
ENSG00000246946	0.56	0.42	0.41	0.36	0.17	0.16	0	0
ENSG00000246952	7.16	5.31	7.14	6.34	3.21	2.97	10.22	8.8
ENSG00000246966	0.06	0.04	0.87	0.77	0.07	0.06	0.89	0.76
ENSG00000246974	1.5	1.12	1.35	1.2	0.59	0.54	1.26	1.08
ENSG00000246977	0	0	0	0	0	0	0	0
ENSG00000246979	0.04	0.03	0.01	0.01	0	0	0	0
ENSG00000246981	3.24	2.4	2.2	1.95	1.68	1.56	1.32	1.13
ENSG00000246982	0.85	0.63	1.42	1.26	0.52	0.48	1.18	1.01
ENSG00000246985	2.39	1.77	0.38	0.34	0.14	0.13	0.5	0.43
ENSG00000246987	2.78	2.06	3.39	3.01	1.86	1.72	3.23	2.78
ENSG00000246990	0	0	0.18	0.16	0.01	0.01	0.08	0.07
ENSG00000247006	0.1	0.07	0	0	0	0	0	0
ENSG00000247008	1.84	1.37	0.58	0.52	0.36	0.33	0.96	0.83
ENSG00000247011	0.11	0.08	0.02	0.02	0.08	0.07	0	0
ENSG00000247017	0	0	0	0	0.58	0.54	0	0
ENSG00000247019	0	0	0	0	0.06	0.06	0	0
ENSG00000247033	0	0	0	0	0	0	0	0
ENSG00000247034	0	0	0	0	0	0	0	0
ENSG00000247039	0	0	0	0	0	0	0	0
ENSG00000247043	0	0	0.03	0.03	0.02	0.02	0.06	0.06
ENSG00000247049	0	0	0	0	0.11	0.11	0	0
ENSG00000247051	0.32	0.24	1.24	1.1	0.31	0.28	0.85	0.73
ENSG00000247055	0	0	0.08	0.07	0	0	0	0
ENSG00000247056	0.24	0.18	0.43	0.38	0.09	0.08	0.25	0.22
ENSG00000247061	0.94	0.69	3.45	3.06	0.85	0.78	2.97	2.56
ENSG00000247072	1.82	1.35	0.35	0.31	1.06	0.98	0.39	0.34
ENSG00000247073	20.06	14.88	16.29	14.45	17.1	15.8	11.27	9.71
ENSG00000247075	3.76	2.79	1.63	1.44	1.91	1.76	4.03	3.47
ENSG00000247077	0.02	0.01	0.07	0.07	0.03	0.03	0.12	0.11
ENSG00000247079	1.83	1.36	0.13	0.12	0.76	0.71	0	0
ENSG00000247081	4.94	3.66	0.29	0.26	2.95	2.73	0.53	0.45
ENSG00000247085	0	0	0.01	0.01	0	0	0	0
ENSG00000247092	0.71	0.53	0.63	0.56	0.56	0.52	1.03	0.89
ENSG00000247095	4.99	3.7	0.06	0.06	2.24	2.07	0.29	0.25
ENSG00000247097	0	0	0	0	0	0	0	0
ENSG00000247100	0.16	0.12	0.6	0.53	0.15	0.14	0.64	0.55
ENSG00000247103	0.09	0.07	0.11	0.1	0.07	0.06	0.05	0.04
ENSG00000247111	0	0	0	0	0.02	0.02	0	0
ENSG00000247118	0.08	0.06	0.08	0.07	0.03	0.03	0.09	0.08
ENSG00000247121	1.22	0.91	0.84	0.74	0.49	0.45	1.19	1.02
ENSG00000247130	0.36	0.26	1.02	0.91	0.3	0.28	0.45	0.39
ENSG00000247131	0.07	0.05	0.03	0.03	0	0	0	0
ENSG00000247134	46.63	34.59	5.08	4.51	5.11	4.72	4.14	3.57
ENSG00000247137	1.26	0.93	1.23	1.09	6.05	5.59	1.34	1.16
ENSG00000247143	0.15	0.11	0.42	0.37	2.35	2.18	0.67	0.58
ENSG00000247148	0.06	0.05	0.12	0.11	0.07	0.07	0	0
ENSG00000247151	0.08	0.06	0.29	0.26	0.07	0.06	0.23	0.19
ENSG00000247157	0.92	0.68	0.61	0.54	0.3	0.28	0.47	0.4
ENSG00000247165	0.18	0.13	0.59	0.52	0.13	0.12	0.32	0.27
ENSG00000247170	0.29	0.22	0.29	0.25	0.1	0.09	0.41	0.36
ENSG00000247180	0.08	0.06	0.36	0.32	0.05	0.05	0.08	0.07
ENSG00000247181	0.79	0.59	2.4	2.13	0.93	0.86	3.15	2.71
ENSG00000247185	5.04	3.74	5.53	4.9	2.04	1.89	6.46	5.56
ENSG00000247193	0.33	0.24	0.51	0.46	0.38	0.35	0.67	0.58
ENSG00000247196	0	0	0	0	0.02	0.02	0.02	0.02
ENSG00000247199	0.13	0.09	0.07	0.06	0.03	0.03	0.08	0.07
ENSG00000247203	0.45	0.33	0.22	0.2	0.27	0.25	0.44	0.38
ENSG00000247207	2.78	2.06	2.75	2.44	0.63	0.58	1.97	1.7
ENSG00000247213	0	0	0	0	0	0	0	0
ENSG00000247217	1.46	1.08	14.45	12.82	3.38	3.12	20.22	17.41
ENSG00000247223	0	0	0	0	0.01	0.01	0	0
ENSG00000247225	0.22	0.16	0	0	0	0	0.02	0.02
ENSG00000247228	5.91	4.39	3.9	3.46	3.38	3.13	4.18	3.6
ENSG00000247239	0	0	0	0	0.36	0.34	0	0
ENSG00000247240	2.03	1.51	3.65	3.24	3.38	3.12	4.76	4.1
ENSG00000247264	1.09	0.81	1.78	1.58	0.94	0.87	1.32	1.13
ENSG00000247270	0.09	0.06	0.85	0.76	0.25	0.23	0.46	0.4
ENSG00000247271	12.17	9.02	10.7	9.49	5.46	5.04	12.38	10.66
ENSG00000247275	0.21	0.16	0.15	0.14	0.07	0.06	0.43	0.37
ENSG00000247276	0.22	0.17	0.16	0.14	0.07	0.06	0.13	0.12
ENSG00000247285	0	0	0	0	0	0	0	0
ENSG00000247287	0	0	0.11	0.1	0.07	0.06	0.16	0.14
ENSG00000247291	0.36	0.27	0.29	0.25	0.15	0.14	0.36	0.31
ENSG00000247296	0.01	0.01	0.62	0.55	0.03	0.02	1.22	1.05
ENSG00000247306	0	0	0	0	0.03	0.02	0	0
ENSG00000247309	0.2	0.15	0.51	0.45	0.21	0.2	0.44	0.38
ENSG00000247311	1.36	1.01	2.24	1.98	0.46	0.42	1.55	1.33
ENSG00000247313	0.42	0.31	0.66	0.59	0.15	0.14	1.05	0.9
ENSG00000247315	0	0	0.84	0.75	1.16	1.07	0	0
ENSG00000247317	3.77	2.8	0.53	0.47	4.17	3.85	0.69	0.6
ENSG00000247324	0.01	0.01	0.06	0.05	0.02	0.02	0.06	0.05
ENSG00000247329	0.48	0.36	0.02	0.02	0.34	0.32	0.05	0.04
ENSG00000247330	0.79	0.58	0.82	0.73	0.6	0.55	0.8	0.68
ENSG00000247333	0.24	0.18	0.06	0.05	0.09	0.09	0.11	0.1
ENSG00000247345	0.04	0.03	0	0	0	0	0.04	0.03
ENSG00000247349	0.46	0.34	0.39	0.34	0.41	0.38	0.75	0.64
ENSG00000247363	0.63	0.47	3.11	2.76	0.53	0.49	1.67	1.44
ENSG00000247365	0	0	0	0	0.08	0.07	0	0
ENSG00000247368	0	0	0	0	0	0	0	0
ENSG00000247372	0	0	0	0	0	0	0	0
ENSG00000247373	0.02	0.02	0.13	0.11	0.04	0.04	0.04	0.03
ENSG00000247377	1.02	0.76	1.7	1.5	0.68	0.63	1.3	1.12
ENSG00000247379	0.47	0.35	0.89	0.79	0.29	0.26	1.15	0.99
ENSG00000247381	0	0	0	0	0	0	0	0
ENSG00000247386	5.34	3.96	6.47	5.74	1.16	1.07	3.97	3.41
ENSG00000247392	0.2	0.15	0.37	0.33	0.04	0.04	0.5	0.43
ENSG00000247393	0.09	0.07	0.35	0.31	0.11	0.1	0.57	0.49
ENSG00000247396	0.37	0.27	0.53	0.47	0.22	0.2	0.26	0.23
ENSG00000247397	5.19	3.85	1.55	1.38	0.86	0.8	3.61	3.11
ENSG00000247400	0.79	0.58	0.52	0.46	0.44	0.41	0.52	0.45
ENSG00000247402	0	0	0.22	0.19	0.39	0.36	0.17	0.15
ENSG00000247416	3.08	2.28	0.05	0.04	0.01	0.01	0.12	0.11
ENSG00000247418	18.51	13.73	37.09	32.9	42.31	39.1	25.15	21.66
ENSG00000247421	0.01	0.01	0.12	0.11	0.05	0.05	0.23	0.2
ENSG00000247431	0	0	0	0	0	0	0	0
ENSG00000247433	4.2	3.11	3.19	2.83	1.4	1.29	1.95	1.68
ENSG00000247439	0.58	0.43	1.16	1.03	1.33	1.23	1.02	0.88
ENSG00000247445	7.72	5.73	0.72	0.64	0.96	0.89	0.72	0.62
ENSG00000247448	5.31	3.94	0.53	0.47	1.89	1.75	0.25	0.22
ENSG00000247471	6.22	4.61	2.7	2.39	2.39	2.21	2.53	2.18
ENSG00000247473	0	0	0	0	0	0	0.03	0.02
ENSG00000247474	0.09	0.07	0.09	0.08	0.04	0.04	0.07	0.06
ENSG00000247476	0	0	0.22	0.2	0.14	0.13	0.61	0.52
ENSG00000247484	0.02	0.02	0.08	0.07	0.06	0.06	0.04	0.03
ENSG00000247487	0.18	0.13	0.3	0.26	0.23	0.21	0.19	0.17
ENSG00000247498	0.19	0.14	0.83	0.74	0.08	0.07	0.49	0.42
ENSG00000247499	0.08	0.06	0.31	0.28	0.06	0.06	0.23	0.2
ENSG00000247501	0.05	0.04	0.05	0.05	0.04	0.04	0.13	0.11
ENSG00000247502	0.01	0.01	0	0	0	0	0	0
ENSG00000247508	0.48	0.36	0.25	0.22	0.34	0.31	0.24	0.21
ENSG00000247513	0.19	0.14	0.23	0.21	0.02	0.02	0.23	0.2
ENSG00000247516	3.25	2.41	1.26	1.11	5.91	5.46	1.02	0.88
ENSG00000247530	1.49	1.1	1.5	1.33	0.32	0.3	1.38	1.19
ENSG00000247534	31.02	23.01	72.36	64.19	51.18	47.29	56.01	48.22
ENSG00000247544	0	0	0.01	0.01	0.01	0.01	0.03	0.03
ENSG00000247546	0	0	0.04	0.04	0.02	0.01	0	0
ENSG00000247547	0.03	0.02	0.17	0.15	0.05	0.05	0.13	0.11
ENSG00000247548	1.62	1.2	0.43	0.38	1.21	1.12	0.98	0.85
ENSG00000247550	12.92	9.58	1.44	1.27	4.84	4.47	3.19	2.74
ENSG00000247556	39.92	29.61	24.92	22.1	12.7	11.73	30.17	25.97
ENSG00000247570	0	0	0.02	0.02	0	0	0	0
ENSG00000247572	9.26	6.87	4.93	4.37	4.29	3.97	6.02	5.18
ENSG00000247581	0.34	0.26	0.39	0.35	0.03	0.03	0.28	0.24
ENSG00000247585	0.6	0.44	0.75	0.67	1.22	1.13	0.46	0.4
ENSG00000247586	0.03	0.03	0.04	0.03	0.04	0.04	0.11	0.1
ENSG00000247595	0.39	0.29	0.29	0.25	0.22	0.2	0.14	0.12
ENSG00000247596	7.67	5.69	26.08	23.13	22.14	20.46	37.12	31.96
ENSG00000247603	0.01	0.01	0	0	0	0	0	0
ENSG00000247609	0.03	0.02	0.09	0.08	0.06	0.06	0.11	0.09
ENSG00000247613	0.23	0.17	0.06	0.05	0.2	0.19	0.02	0.02
ENSG00000247614	27.84	20.65	9.66	8.57	2.81	2.6	7.68	6.61
ENSG00000247624	0	0	0	0	0	0	0	0
ENSG00000247626	0	0	0.36	0.32	0	0	0	0
ENSG00000247627	28224.55	20938.79	15541.78	13785.93	33227.16	30701.28	14609.63	12578.89
ENSG00000247629	0.21	0.16	0.2	0.18	0.16	0.14	0.45	0.39
ENSG00000247634	0.37	0.27	0.79	0.7	0.44	0.41	0.85	0.73
ENSG00000247638	0.02	0.01	0.1	0.08	0	0	0.02	0.02
ENSG00000247645	0.21	0.16	0.15	0.13	0.08	0.07	0.22	0.19
ENSG00000247652	0.36	0.27	2.69	2.38	0.51	0.47	2.92	2.52
ENSG00000247654	0	0	0	0	0	0	0	0
ENSG00000247658	0.55	0.41	1.16	1.03	0.39	0.36	1.21	1.04
ENSG00000247665	0.05	0.03	0	0	0	0	0	0
ENSG00000247670	0.91	0.67	1.44	1.28	0.88	0.81	1.2	1.03
ENSG00000247675	0.37	0.28	0.07	0.06	0.05	0.05	0	0
ENSG00000247679	0.97	0.72	1.22	1.08	0.36	0.33	1.2	1.03
ENSG00000247683	0.22	0.17	0.89	0.79	0	0	0.51	0.44
ENSG00000247687	1.68	1.25	0.64	0.57	1.5	1.39	1.21	1.05
ENSG00000247689	0.41	0.31	0.36	0.32	0.21	0.19	0.36	0.31
ENSG00000247694	1.04	0.77	0.58	0.52	0.33	0.31	0.73	0.62
ENSG00000247699	0	0	0	0	0	0	0.01	0.01
ENSG00000247708	0.93	0.69	1.65	1.46	1.69	1.57	2.27	1.96
ENSG00000247727	0.1	0.07	0.54	0.48	0.16	0.15	0.27	0.23
ENSG00000247728	1.57	1.17	3.03	2.69	1.04	0.96	3.34	2.88
ENSG00000247732	10.18	7.55	0.94	0.83	0	0	0.88	0.75
ENSG00000247735	0.92	0.68	0.07	0.06	0.28	0.26	0.42	0.36
ENSG00000247743	8.72	6.47	4.16	3.69	1.4	1.29	4.22	3.63
ENSG00000247746	5.31	3.94	0.48	0.43	2.03	1.88	0.88	0.76
ENSG00000247749	0.04	0.03	0.07	0.07	0.02	0.02	0.1	0.09
ENSG00000247761	9.26	6.87	18.39	16.31	4.47	4.13	13.82	11.9
ENSG00000247763	0	0	0.02	0.01	0.03	0.03	0	0
ENSG00000247765	0.13	0.1	0.12	0.11	0.11	0.11	0.21	0.18
ENSG00000247767	0.15	0.11	0.28	0.25	0.17	0.16	0.49	0.42
ENSG00000247772	0.23	0.17	0.5	0.44	0.2	0.19	0.49	0.42
ENSG00000247774	0.3	0.22	13.69	12.14	3.17	2.93	15.03	12.94
ENSG00000247775	0.39	0.29	0.02	0.02	0.26	0.24	0	0
ENSG00000247783	1.18	0.88	0.09	0.08	0.18	0.17	0.07	0.06
ENSG00000247790	45.99	34.12	34.88	30.94	76.34	70.53	0	0
ENSG00000247796	3.65	2.71	1.53	1.36	0.89	0.82	1.64	1.41
ENSG00000247801	0.14	0.11	0.6	0.53	0.24	0.22	0.16	0.14
ENSG00000247809	2.18	1.62	0	0	0.25	0.23	0.06	0.05
ENSG00000247810	0	0	0	0	0	0	0	0
ENSG00000247823	0.15	0.11	0.17	0.15	0.07	0.06	0.21	0.18
ENSG00000247828	4.26	3.16	7.42	6.58	4.41	4.07	5.96	5.13
ENSG00000247829	0.2	0.15	0.98	0.87	0.23	0.21	0.53	0.46
ENSG00000247843	0.15	0.11	1.87	1.65	0.5	0.46	1.08	0.93
ENSG00000247844	0.01	0.01	0.04	0.03	0.02	0.02	0.03	0.03
ENSG00000247853	0.59	0.43	0.91	0.81	0.16	0.15	0.71	0.61
ENSG00000247855	0.16	0.12	0	0	0	0	0.28	0.24
ENSG00000247862	0.13	0.09	0	0	0.17	0.16	0.03	0.02
ENSG00000247866	0.09	0.07	0.06	0.05	0.06	0.06	0.05	0.04
ENSG00000247867	0	0	0	0	0	0	0	0
ENSG00000247872	0	0	0	0	0	0	0	0
ENSG00000247877	0.82	0.61	0.45	0.4	0.1	0.09	0.13	0.12
