Bleh	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
CCDC115	24.14057143	31.21185714	14.71545714	26.96114286	7.038942857	25.03707143	14.41836735	27.43914286
CCNT2	34.55114286	18.35914286	15.97408571	14.29242857	24.05444286	16.46807143	36.79612245	18.75871429
CDK12	27.14771429	24.24085714	20.68914286	16.93757143	24.19871429	18.55271429	28.63930612	20.57007143
SMARCD1	32.49314286	34.37557143	12.92425714	20.92178571	15.84748571	21.3255	21.25022449	19.24228571
SMS	7.847857143	16.85328571	25.24554286	12.59357143	17.51901429	16.67928571	6.632163265	15.63757143
ICAM1	0.559142857	1.678142857	100.8882	3.6365	48.3128	1.260571429	0.504857143	2.0315
N4BP2L1	38.95271429	29.91842857	22.41125714	15.08207143	8.362785714	19.36192857	29.13040816	19.80857143
GTF2IP1	33.94857143	8.946	20.92065714	14.9375	59.03922857	6.502142857	21.89210204	10.96171429
ABHD5	1.859285714	1.107714286	20.97888571	4.129142857	140.8904571	2.332428571	2.390673469	2.474285714
PRPF19	17.63071429	33.08571429	16.9384	26.74921429	2.798857143	30.83328571	16.03955102	30.75485714
STOML2	16.98085714	33.30171429	13.51957143	25.38064286	5.937714286	28.38885714	15.2392449	26.9715
TREM2	0.132	0	0.183457143	0	1.158942857	0	0	0
SH3GLB2	21.67857143	43.30028571	12.59262857	12.08157143	8.937785714	28.311	27.09887755	22.36221429
ZNHIT3	21.5	21.66857143	10.70751429	18.56114286	12.78307143	29.26657143	32.51093878	26.96878571
CEP57	25.06657143	20.05228571	13.60231429	18.30085714	10.81354286	30.45	36.05089796	24.08007143
TM2D1	30.202	22.79571429	17.84282857	17.34057143	14.25705714	13.91307143	23.18753061	19.40842857
FLT3LG	3.502571429	3.570571429	2.098371429	6.491857143	2.971342857	64.81942857	76.25038776	29.03592857
HNRNPAB	13.49028571	20.15585714	21.06762857	31.90314286	7.360871429	22.27671429	19.47893878	21.62935714
FUNDC2	12.22971429	17.82285714	24.97648571	25.08185714	3.621528571	22.36671429	27.27359184	23.39864286
SLMAP	22.88271429	13.96985714	22.02282857	17.80378571	39.20245714	15.02385714	27.66338776	17.63157143
MBD1	22.11228571	19.91085714	16.91777143	20.388	23.09958571	21.73528571	27.25302041	22.92057143
NBPF15	23.22771429	24.81528571	9.083257143	3.949142857	8.194242857	30.62714286	70.35334694	15.07771429
MIR6866	20.41285714	15.443	15.86348571	17.017	59.97898571	14.21214286	21.93438776	17.31257143
ECH1	17.59614286	30.56	26.0088	28.94085714	6.087242857	17.48042857	21.2697551	16.39678571
PLXDC2	0.044857143	0.029428571	52.10114286	1.379928571	35.16094286	0.018571429	0.074653061	0.037857143
SUPT20H	22.90342857	12.58714286	13.98597143	13.40792857	40.73422857	19.56371429	34.85171429	16.60214286
C10orf12	31.768	15.90042857	20.98888571	16.19614286	35.00191429	14.22728571	27.01538776	16.3395
RBX1	17.54685714	21.94871429	19.90014286	20.80821429	7.5324	24.15557143	16.05479592	25.983
NDUFS1	14.03828571	12.39771429	20.1872	22.17292857	15.24801429	19.80778571	20.97759184	23.05742857
SDHAF2	15.15971429	17.12485714	15.05562857	30.87578571	22.11202857	25.185	20.13573469	26.49314286
FAM133B	33.99928571	17.60328571	17.65025714	15.47171429	16.02831429	19.76021429	41.38416327	19.09064286
GRASP	68.89771429	58.84657143	15.85457143	3.094857143	0.936385714	27.402	10.31336735	2.411428571
ZNF131	24.00442857	18.65514286	13.19002857	21.09992857	13.70115714	26.20835714	37.02930612	26.58292857
RNF126	21.36228571	26.37757143	10.76237143	35.94714286	8.964671429	27.50614286	18.73836735	32.28771429
SETD5	35.76014286	22.93942857	15.34865714	14.29721429	27.16327143	15.05214286	27.18222449	18.49642857
MED15	17.06928571	11.75228571	20.5742	20.36571429	26.84498571	23.29471429	21.28981633	38.36585714
JPX	39.03342857	23.52557143	12.09642857	12.70542857	24.59867143	21.27314286	33.39846939	11.22
AGO4	7.741142857	4.519142857	37.41888571	12.852	85.38271429	8.267285714	3.781204082	15.243
UBE2Z	27.28285714	24.03514286	15.63491429	18.73514286	17.13588571	19.41942857	17.15569388	22.39192857
CD58	1.837428571	7.122571429	34.39225714	19.264	50.43292857	20.93185714	1.227857143	18.98835714
RGL2	21.31371429	14.15942857	16.95671429	11.915	76.38274286	9.765857143	14.28904082	12.05407143
TRIM27	19.32257143	26.738	16.397	18.86321429	27.93428571	14.14807143	21.7147551	19.85542857
TUBGCP2	16.99857143	21.21285714	28.2356	20.00471429	17.95084286	20.94242857	18.31755102	18.95114286
ERO1A	9.729571429	8.468857143	17.86308571	7.961	37.6312	29.08785714	26.58377551	16.61514286
RBM15	35.01228571	43.48128571	11.5504	18.36071429	17.5671	16.6525	14.4914898	22.5855
FAR1	13.69342857	6.943428571	41.45877143	16.38628571	44.63548571	5.352571429	12.11646939	8.715285714
IL17RA	1.982857143	1.491428571	49.02142857	5.438357143	71.44294286	8.193071429	10.64822449	5.777357143
CHRM3-AS2	0	0	0.225371429	1.371714286	0.271385714	16.90857143	164.3472653	4.423
SENP7	33.76742857	14.46742857	14.84517143	14.8325	26.06927143	15.12621429	49.21097959	15.77614286
EGLN1	8.723428571	10.04157143	13.53845714	11.75871429	96.8582	14.72571429	10.06483673	13.65442857
ARHGEF7	52.777	25.93971429	16.95302857	15.91742857	12.24915714	12.52528571	27.43926531	11.02378571
GTF2A2	13.46814286	20.86885714	22.86348571	18.27464286	11.33487143	20.64064286	20.79873469	20.95635714
HEATR5B	55.67371429	23.11742857	12.65451429	18.14321429	9.948042857	19.50285714	26.43565306	15.97764286
CAMK2D	72.50485714	19.48971429	18.95785714	11.05557143	0.257371429	11.75292857	19.7632449	14.00314286
XPC	19.45442857	23.57942857	10.0434	14.76114286	27.46392857	27.591	27.84963265	21.16678571
ARHGAP17	64.02114286	50.83085714	18.604	8.482714286	8.198457143	5.279142857	8.664306123	7.8025
INTS6	22.09514286	12.65857143	12.91548571	26.11785714	29.88704286	21.8895	26.79779592	21.10921429
MIR378I	96.28685714	87.994	0.036714286	0.095214286	0.009585714	0.879857143	0.620142857	1.009571429
PSMD1	15.97171429	15.443	22.10034286	20.81478571	12.08888571	20.25721429	17.7692449	25.07335714
SKIV2L2	27.68628571	24.79714286	16.43445714	21.90314286	7.889242857	21.83892857	24.42506122	22.61064286
MRPL3	23.65742857	22.672	16.81508571	18.92257143	0.938385714	26.17457143	29.02179592	26.58371429
PPP3CA	33.41228571	34.06957143	15.45402857	22.22878571	35.43098571	15.43971429	5.810346939	16.17142857
TGFBR3	0.066	0.105	0.568085714	105.6255	0.540614286	15.86228571	4.326612245	59.315
MID1IP1	17.37571429	13.87657143	43.37637143	3.293857143	40.51152857	11.50685714	3.598285714	9.940928572
GTF3C6	9.295142857	19.51614286	19.19608571	25.16907143	3.708257143	23.19557143	13.66191837	25.4085
FCGR2B	48.69014286	92.539	10.65268571	1.615428572	27.45894286	0.056857143	0.051918367	0.439142857
ATG4B	20.394	18.292	18.71834286	22.41928571	23.89677143	16.17557143	17.24877551	18.68771429
ANAPC2	25.16828571	23.63057143	18.43722857	23.46578571	15.7194	25.51857143	18.20577551	30.062
KMT2D	22.32114286	15.95942857	21.06722857	13.34685714	65.69741429	12.58157143	13.1452449	19.05728571
KCMF1	13.054	16.73514286	23.375	21.55142857	30.62708571	18.89885714	17.15367347	14.999
STRIP1	35.09285714	24.376	13.00825714	18.25335714	24.61358571	15.43028571	24.31971429	19.58171429
PSMA5	9.895714286	12.10085714	20.20345714	28.67035714	11.10538571	22.75892857	21.75228571	29.63514286
REPIN1	28.066	46.73771429	24.94031429	19.446	11.88515714	10.965	17.67273469	10.68242857
MPHOSPH9	17.06928571	17.33457143	10.71071429	28.38557143	3.329042857	17.23271429	61.33577551	23.12142857
DYRK2	16.63971429	8.497	3.954228571	24.42628571	3.347314286	21.81471429	50.67589796	30.03285714
PEF1	16.40828571	20.23228571	19.41142857	26.66671429	24.06822857	21.68564286	12.14887755	20.41028571
ASH1L	34.80842857	21.44971429	15.90894286	14.21592857	26.33801429	16.60635714	35.50018367	15.83642857
PAK2	15.29028571	13.289	28.6686	12.79907143	56.20881429	15.08142857	12.07253061	15.30471429
WDR61	13.65457143	24.181	19.75314286	20.48971429	4.670528571	27.04614286	23.9387551	28.64171429
XAF1	16.88857143	10.74485714	23.82991429	25.23057143	43.19124286	14.583	25.71563265	17.11585714
SAE1	12.16514286	19.81971429	12.74074286	30.43564286	4.532357143	33.86528571	26.8914898	24.42885714
SESN3	27.074	22.43414286	8.999057143	2.507428571	11.64057143	36.99414286	63.94293878	10.90071429
C11orf98	13.90314286	23.78285714	12.8664	36.60985714	15.1542	20.15621429	20.32314286	27.83885714
ITPK1	3.639428571	10.05542857	29.67025714	13.78257143	83.23694286	5.807428571	4.212387755	6.323428571
ABHD3	8.174142857	7.806	17.86671429	14.96014286	70.73457143	17.65742857	19.03134694	17.56007143
NUP205	30.40642857	26.05571429	10.12225714	22.7585	1.804085714	25.266	28.79328571	29.44592857
SIDT1	45.72628571	52.30257143	0.984685714	22.53957143	0.405442857	14.01185714	27.58863265	20.747
TACC3	7.273714286	8.115285714	23.31457143	5.447	59.81987143	28.499	30.53779592	17.17471429
SLC43A2	18.36314286	14.04114286	54.45642857	1.266	91.28797143	0.347857143	0.899510204	0.426214286
MICAL2	0.099142857	0	43.36697143	10.19585714	91.01227143	8.985642857	1.385326531	20.01985714
COBLL1	97.79742857	86.17514286	0.126457143	0.107	0.2385	0.03	0.230387755	0
ARIH1	13.98585714	11.61542857	26.82334286	11.31021429	34.36368571	15.05714286	41.8764898	12.57807143
SMARCA4	17.27285714	19.19457143	21.31945714	27.23492857	8.114657143	26.6265	23.79104082	30
COQ10B	10.07657143	14.584	22.6636	20.24457143	39.1087	25.52028571	18.02161224	18.99964286
WDR45	16.19085714	20.102	22.26988571	26.84285714	37.45472857	15.69607143	17.64614286	16.56428571
ENTPD1	27.80742857	16.046	40.11734286	0.150428572	79.79668571	0.687285714	0.200469388	0.434142857
PCIF1	29.01114286	25.21271429	13.4754	18.74964286	25.84265714	26.20935714	22.1017551	20.07457143
TFIP11	24.10771429	23.19371429	12.00245714	26.01885714	26.25197143	19.66314286	23.07853061	16.9895
RAB4B	24.81528571	29.58142857	20.34328571	30.09821429	24.21354286	15.01178571	8.474163265	18.71214286
MIR4651	12.65742857	16.31314286	32.79531429	22.73714286	31.31102857	16.85892857	10.37204082	20.453
PHIP	28.98571429	13.08	22.45708571	14.98185714	28.6303	18.28671429	31.33706122	18.64571429
CDC14A	6.285571429	3.988714286	7.5732	8.570428571	12.28372857	59.46485714	43.94365306	41.00671429
ARFGAP1	20.616	19.93614286	22.8824	19.04242857	19.15024286	23.416	17.67140816	23.21942857
DDX50	19.73171429	25.672	10.86045714	24.04885714	8.173385714	31.42907143	29.12304082	28.54157143
AKIRIN2	18.56657143	18.59057143	29.47754286	14.08771429	47.12802857	14.85271429	9.910510204	16.02392857
TIMP2	1.859285714	1.107714286	36.22034286	0.073428572	40.9228	0.240714286	0.710571429	0.086214286
MAU2	28.13342857	18.35914286	18.88305714	13.28728571	47.38351429	11.65514286	25.07818367	13.54414286
NIPA2	24.81528571	29.66685714	15.38314286	20.84021429	20.62894286	12.78557143	8.147142857	15.75728571
TSN	16.21642857	24.112	13.92688571	24.06471429	10.99112857	25.63071429	24.4182449	23.59185714
DNAJC5	7.357285714	13.22057143	29.37411429	17.50292857	29.83027143	21.55635714	10.48971429	22.27014286
ZBTB38	9.230857143	10.443	7.211771429	33.08428571	8.646614286	29.59207143	15.81606122	57.35014286
VTI1A	28.80971429	21.52114286	19.55925714	15.13771429	26.98857143	14.81257143	20.41846939	16.93557143
CFD	0.306571429	0.948857143	73.48222857	0.380357143	80.9823	0.328928572	0.109040816	3.409428572
SMARCC1	27.14771429	28.492	13.92825714	20.92457143	20.46808571	21.46542857	23.1695102	20.04021429
QPCT	0.111428571	0.056857143	43.53414286	0	86.62671429	0.055071429	0.037122449	0.094071429
PMAIP1	29.52342857	47.83085714	44.37034286	15.15928571	21.61451429	10.09157143	2.388734694	7.782642857
SLC4A7	32.99114286	12.45385714	10.0614	13.07528571	3.624042857	28.73385714	37.18897959	29.82785714
WIPI2	23.31128571	16.30028571	20.97985714	14.13071429	35.66351429	13.564	23.20495918	11.96385714
TNFRSF10B	14.23057143	18.26242857	55.3036	1.748214286	29.89897143	15.96885714	15.63389796	9.969142857
FAM45A	3.869857143	5.081	41.01257143	9.970285714	54.25611429	19.67207143	10.30577551	14.42742857
C1orf123	17.91542857	20.81485714	15.3002	25.62357143	9.551957143	22.95328571	26.07418367	28.85021429
PROK2	0	0	7.795171429	0.217642857	171.3365429	0.222428572	0.025061225	3.193571429
ILKAP	29.65457143	20.96914286	11.07282857	29.20642857	12.61417143	20.46107143	31.6232449	17.78971429
HSD17B10	15.376	32.26614286	23.0548	31.54564286	3.084557143	25.40285714	12.45242857	28.23357143
EIF1B	32.00614286	14.73828571	39.84588571	10.79692857	22.88341429	15.06407143	19.51589796	12.10957143
SCAP	22.22542857	16.552	14.29162857	20.9975	44.86501429	19.604	16.08602041	21.05628571
OAT	7.909142857	9.129142857	27.43231429	19.89242857	26.27081429	18.59064286	15.88132653	20.12642857
TDRD3	11.55471429	9.616285714	8.040142857	12.53685714	3.0385	12.09428571	15.498	14.93435714
ABHD14B	19.76514286	39.07057143	9.349371429	16.16385714	0.406357143	33.97335714	23.20342857	24.07285714
ZBTB44	21.76328571	17.23571429	12.13437143	39.25814286	15.45082857	19.96157143	24.12132653	25.63257143
TOPBP1	29.632	22.79571429	15.50634286	22.01928571	20.83185714	16.37807143	22.86761224	18.2315
PITPNM1	15.87614286	21.14514286	29.15865714	19.81514286	30.15067143	24.52414286	9.070897959	23.96771429
CLSTN1	17.75857143	25.35071429	10.08237143	26.36928571	2.585928571	36.469	18.0565102	32.81014286
TOR1AIP1	10.55657143	12.07128571	25.81768571	22.21121429	34.99157143	19.65378571	20.55008163	18.34235714
TAPBPL	15.376	12.034	18.82968571	41.50114286	21.76232857	24.22357143	13.02065306	18.31035714
C18orf32	11.91957143	12.05914286	19.84388571	18.60107143	35.58181429	12.96657143	16.62818367	10.68171429
CLIP1	8.317142857	11.488	27.56294286	16.48357143	33.59312857	20.33035714	17.89271429	19.21578571
ACOX1	5.408857143	5.518	20.25788571	8.401142857	97.07228571	5.5505	6.994204082	9.262142857
GRSF1	11.20328571	13.33657143	28.6308	20.00007143	5.188785714	25.15957143	29.513	20.82157143
BLOC1S6	18.74285714	16.13142857	30.9144	14.66678571	15.36562857	17.18142857	21.36193878	17.06285714
POLR2I	13.53657143	28.03671429	10.9258	22.6995	7.391585714	30.89071429	14.7372449	27.14335714
INPP5K	17.30114286	14.11985714	14.74711429	27.57	39.35244286	19.09078571	22.05665306	18.70285714
TSR3	16.098	29.42685714	11.6636	29.46364286	11.84285714	32.06135714	7.10544898	29.24807143
PFKFB3	2.969142857	2.357571429	91.74411429	2.548642857	50.81654286	12.06535714	3.432163265	5.877714286
ADGRE3	0.032857143	0	13.22348571	0.010714286	163.3194857	0.008428572	0.003346939	0
KLF10	2.449142857	8.103714286	110.902	11.56321429	10.75025714	5.194642857	1.151346939	9.967428572
POLR3E	27.18814286	21.97	7.900714286	12.6985	2.502042857	26.57378571	59.09457143	18.40371429
EML3	18.25485714	17.77	17.84274286	23.24342857	17.65237143	24.34085714	28.86608163	25.62628571
CD93	0.032857143	0	105.3587429	3.019714286	72.22411429	0.159857143	0.348163265	0.111357143
PTPA	13.07714286	17.12485714	19.00685714	32.48557143	5.194957143	22.01885714	9.789877551	24.37078571
HMG20B	7.693	14.28314286	17.22031429	18.20835714	13.40042857	15.0995	7.238408163	12.63042857
SH2D1B	0.189714286	0.143428571	0.064285714	180.0262857	0.615557143	0	0.105367347	0.009214286
MAN1B1	15.437	23.71771429	15.39985714	23.30614286	10.6285	22.62135714	16.18422449	20.23035714
COPS2	16.40828571	12.25028571	19.65385714	12.33321429	13.4914	19.97857143	49.54661224	13.48714286
DPP8	24.10771429	17.60328571	18.1192	21.94928571	22.01711429	17.25535714	20.9477551	25.48657143
SFSWAP	31.06142857	23.95228571	16.99977143	15.68357143	18.2922	18.27671429	31.83828571	18.26021429
SNRPA	20.51442857	26.85714286	17.1768	14.53	5.338128571	26.19707143	20.04553061	34.12485714
TRABD	6.213428571	14.10171429	27.15848571	24.73664286	23.61171429	35.47257143	18.3677551	21.437
GTF3C2	29.86942857	22.34428571	18.85068571	16.99657143	11.11452857	18.119	26.89314286	18.12835714
LOC102724023	27.488	31.60485714	15.98902857	24.28085714	5.718	25.23285714	14.81293878	20.52507143
DOCK9	5.484571429	7.342571429	0.469914286	15.42264286	2.892914286	51.20514286	57.44132653	40.12414286
MRPS7	16.11171429	24.61257143	16.49865714	22.67371429	2.928642857	25.24985714	16.05955102	26.59121429
TMEM33	6.687571429	5.630571429	26.58408571	9.096785714	35.2885	8.563357143	10.84757143	8.989571429
ATP5D	17.35057143	25.51028571	19.04288571	24.17892857	6.858671429	21.77271429	12.54457143	23.20807143
MCM5	34.23057143	56.69514286	13.93545714	21.11978571	9.226714286	9.875571429	9.123489796	11.97078571
RSRC1	25.61428571	22.76871429	22.06317143	16.23892857	10.36597143	19.126	26.83918367	14.67807143
SH3YL1	20.98042857	15.06028571	2.908771429	11.22257143	3.506157143	48.21457143	58.85061224	11.45014286
MEF2A	30.85771429	24.91571429	36.46822857	5.088785714	21.88574286	5.359857143	15.99195918	4.958785714
SLK	12.58528571	7.775571429	21.10551429	27.32092857	39.38371429	17.791	17.73967347	23.36957143
MED10	24.58185714	24.30742857	10.0066	21.19828571	8.304071429	30.19692857	25.79265306	24.92371429
FAM30A	90.626	88.55485714	0.080257143	0.033214286	0.095385714	0.051714286	0.630510204	0.045428572
PPIF	4.372	7.462714286	81.7668	3.009928571	55.99987143	4.434857143	5.039469388	3.374642857
CPSF6	29.14314286	15.443	14.36891429	13.89178571	12.12801429	15.41257143	51.53077551	14.46464286
LMBR1	33.04285714	21.33714286	16.58508571	14.27142857	21.97304286	14.82128571	30.41528571	16.19335714
CDC27	24.00442857	18.13942857	15.04922857	19.28585714	15.68335714	22.86414286	22.07118367	21.73685714
SCAF8	26.78942857	20.08142857	15.07342857	18.37442857	22.22167143	17.27778571	32.77442857	19.25978571
CPNE3	17.41885714	19.36	21.49097143	25.74014286	18.42607143	19.97164286	20.08304082	20.84921429
RELT	12.54014286	25.71157143	50.05817143	2.773642857	68.12297143	3.346142857	2.616469388	2.592142857
PPP3R1	22.19828571	14.46742857	21.98705714	18.07978571	41.4472	16.07371429	15.50655102	16.73992857
PHF12	16.43285714	15.34742857	15.4746	16.23214286	57.81968571	17.87114286	16.4744898	20.93457143
CLIP4	1.636857143	1.063428571	20.08651429	21.38907143	1.704328571	15.05078571	29.45461224	28.72285714
TESPA1	2.725142857	2.274	0.473085714	12.41278571	0.760528571	45.46228571	98.74722449	16.59785714
CBLB	19.54171429	18.23971429	4.876085714	27.11485714	2.553414286	11.03278571	45.31412245	32.80814286
RNF216	24.87228571	16.83857143	15.92108571	13.89307143	17.9888	18.12028571	47.18267347	16.58642857
PKN2	23.82771429	12.85428571	24.4118	7.094857143	68.18575714	8.5255	20.04777551	9.233357143
FCRL3	71.38828571	46.92028571	0.119828571	39.79471429	0.1294	1.337	0.89422449	18.549
LOC100996763	23.06914286	36.81457143	46.05691429	6.1175	40.61454286	4.129214286	10.87753061	2.859642857
UPF1	18.71457143	22.87342857	12.8618	18.43207143	49.32274286	17.36471429	15.13483673	17.35014286
MAGT1	10.72728571	11.797	19.22017143	29.01921429	12.20604286	27.69378571	17.77493878	23.85014286
CMTR1	26.25614286	23.34514286	13.5926	17.19642857	16.80332857	19.91278571	29.97210204	23.09678571
MIR1236	17.91542857	22.74628571	18.47408571	22.461	20.86904286	19.95692857	15.40930612	20.7045
2-Mar	6.326857143	8.218142857	24.70125714	14.78228571	16.56052857	14.89492857	5.668877551	14.09492857
TMEM173	0.055428571	0.056857143	32.95002857	23.876	5.750057143	54.49628571	26.93612245	33.30792857
PPIH	23.85428571	31.718	9.780885714	26.59271429	3.092585714	25.51864286	22.42128571	24.37071429
MRPS15	11.97142857	17.30371429	20.737	17.36642857	9.620585714	23.64	21.48169388	20.10864286
ATP5G1	17.41885714	31.31571429	15.62628571	17.76807143	1.112671429	16.56671429	19.56055102	20.05128571
VKORC1	9.050428571	10.42028571	11.72325714	28.00657143	9.684585714	20.92571429	11.07377551	26.71857143
CCSER2	6.575714286	5.237	5.888028572	30.43528571	10.88282857	32.46185714	43.60293878	36.62557143
UBE2J2	24.755	22.31542857	17.30102857	22.443	26.28048571	19.36821429	13.66132653	20.65671429
EXOSC1	17.37571429	22.07257143	13.4238	26.79442857	10.89894286	24.9695	17.75959184	28.54385714
CHMP5	8.927714286	13.17842857	18.16674286	16.09842857	37.80777143	16.09907143	10.68902041	13.39471429
ZNF274	34.87857143	29.35571429	6.973057143	11.11492857	28.96695714	14.07571429	26.4652449	16.152
CD244	0.099142857	0.179142857	30.77805714	116.3632857	0.732657143	0.524214286	0.356571429	29.12914286
DERL2	19.86114286	13.70671429	14.236	21.72285714	24.11894286	16.73042857	24.16422449	16.77121429
C19orf66	14.30942857	16.627	13.07114286	29.38142857	22.10357143	24.35185714	22.79187755	28.45278571
TRPC4AP	17.74885714	15.98857143	20.1184	16.01614286	36.55554286	12.57292857	21.87559184	15.475
ALCAM	13.51542857	14.49228571	7.390257143	0.277285714	15.22404286	5.070428571	1.19477551	3.255142857
IER5	10.87657143	36.426	64.57674286	12.25357143	16.64861429	21.65721429	0.892816327	6.522428571
ING4	21.41714286	24.24685714	12.75388571	22.00407143	20.58477143	18.51221429	24.30071429	22.66592857
LONP1	16.098	19.696	9.871371429	14.48385714	2.823971429	21.4175	11.74377551	21.5115
HIST1H2AL	17.528	46.672	8.167485714	37.66035714	6.971071429	13.668	2.201489796	17.62557143
SS18L2	12.51014286	32.41	9.585285714	21.83071429	12.88125714	34.70871429	11.55640816	30.38671429
SNRNP27	27.96357143	21.59514286	16.27397143	23.34585714	10.16774286	20.70378571	23.9212449	18.12585714
ARFGAP3	10.30171429	10.30971429	20.32208571	35.27428571	29.87752857	21.23257143	9.730816327	21.03471429
MIR4707	11.33957143	17.73171429	24.48674286	10.56085714	49.30661429	14.2	14.23369388	7.556428571
TMEM167A	10.57328571	9.496714286	47.94825714	11.72085714	24.01554286	15.89107143	18.24022449	12.83671429
RAP2C	16.38085714	17.08742857	34.79822857	19.54628571	27.03957143	15.95235714	12.42961224	16.24942857
MIR6748	15.75028571	17.39914286	23.85374286	25.64	17.43924286	16.31464286	11.91	21.36842857
RMDN1	29.77114286	16.77485714	18.62157143	16.333	11.1333	14.6145	24.92914286	14.9735
MPC1	9.550285714	10.82285714	23.44842857	17.01435714	13.91	13.932	13.61163265	16.92742857
HARS	12.90142857	17.17971429	11.09585714	25.95171429	12.70725714	27.29621429	27.40759184	25.08142857
PXK	42.222	41.13742857	23.7562	12.44471429	29.39678571	5.246428572	6.445285714	6.867214286
MRPL43	15.80614286	23.37842857	15.92328571	22.393	5.991742857	24.46107143	18.43259184	24.43914286
VPS11	22.29257143	21.23828571	18.27377143	22.29842857	10.64345714	21.29685714	23.04385714	19.99235714
DPM1	13.67328571	18.27514286	14.74334286	17.18228571	22.69068571	23.32528571	19.65626531	22.04585714
FAM50A	8.941142857	14.66342857	23.73385714	21.11985714	12.63618571	25.90071429	13.0585102	19.76914286
COX17	19.25542857	25.86671429	18.73042857	21.7875	9.664028571	19.68335714	13.69344898	18.396
SSFA2	9.166142857	6.998285714	45.42274286	7.935642857	48.91918571	7.075857143	14.04191837	8.628428572
REXO2	10.41514286	14.90742857	5.489914286	17.08192857	4.360314286	36.2855	45.02657143	24.58771429
MFN1	43.21657143	23.87742857	11.89308571	8.868857143	25.16861429	9.884571429	19.88667347	9.400785714
PDE4DIP	21.45828571	12.43771429	15.78457143	4.036285714	3.3538	19.105	21.91283673	7.112357143
TTC32	23.126	13.02685714	13.53265714	11.49285714	22.01631429	24.12842857	46.19642857	18.11042857
HIST1H2BL	2.222	11.61542857	3.057942857	59.557	4.152957143	25.17864286	5.555265306	40.11885714
PDAP1	11.65257143	16.15171429	16.96851429	26.73685714	15.5674	21.59857143	19.14318367	23.93357143
ECHDC2	17.67928571	22.558	3.014942857	12.27757143	0.6812	28.05607143	58.37136735	23.386
SLAIN2	14.744	13.96985714	16.299	18.73314286	31.3467	17.247	32.53106122	17.10171429
FAM78A	12.126	12.113	17.36562857	32.94685714	9.049828572	24.37071429	25.38855102	30.2845
CLPP	15.58257143	18.55514286	8.925342857	19.6725	11.32711429	40.09771429	18.49371429	27.16942857
SLC25A39	12.862	26.53685714	14.1964	23.73514286	1.811557143	23.81671429	18.02791837	26.97042857
CUL1	22.49457143	20.61185714	17.38105714	23.08157143	4.7829	22.80071429	29.16016327	21.93742857
PSMC2	10.95142857	11.44857143	18.8034	16.81564286	5.136228571	21.7635	23.75142857	16.42628571
YKT6	14.744	19.86114286	16.72857143	21.98371429	23.38838571	18.38271429	12.92634694	19.97278571
VPS13D	31.58685714	22.46457143	15.77351429	14.44	17.83328571	19.52292857	24.43455102	21.44185714
THEMIS	0.021142857	0	0.385285714	0.373714286	0.143071429	50.89457143	45.75467347	78.52557143
STAG1	34.40285714	21.86485714	12.03845714	17.7875	24.65255714	16.79257143	25.29253061	15.46928571
KIAA0368	9.812571429	19.51614286	23.78548571	19.11092857	11.30445714	22.23671429	15.52514286	25.2875
TMOD3	13.784	11.25428571	24.10565714	18.32464286	30.49062857	15.16407143	24.1452449	15.183
THOC7	13.59828571	16.38828571	17.88674286	19.92685714	12.67064286	25.26042857	18.56522449	23.98742857
PNPLA8	25.09214286	20.01657143	34.75522857	9.951571429	35.41624286	10.47221429	15.65657143	9.387
CLIC4	44.29228571	23.43857143	24.90928571	0.453285714	4.183557143	0.406285714	0.52244898	0.098571429
RYK	37.10857143	21.89671429	13.70245714	17.95185714	9.237385714	14.58592857	35.02065306	13.15628571
NSUN5P1	41.44085714	37.37685714	2.798171429	9.469071429	3.038714286	21.41978571	36.22326531	19.38121429
TMUB2	18.89742857	22.61014286	20.98248571	12.47707143	39.80752857	17.52871429	13.44763265	14.55821429
OTUD1	26.49057143	15.10171429	79.60348571	3.389714286	17.31597143	10.359	13.32079592	6.447857143
FURIN	5.484571429	9.383142857	29.79562857	37.75514286	41.95115714	13.53878571	3.491163265	8.748785714
ATP2A2	16.11914286	13.16185714	34.38828571	18.88878571	8.208885714	15.81371429	18.27338776	16.29342857
PLEKHG3	0.066	0.069	8.255857143	53.51721429	86.96377143	12.22228571	0.598040816	13.363
REV1	25.05628571	20.52142857	14.90085714	11.02214286	14.16191429	18.78957143	46.0417551	17.32014286
STN1	7.847857143	10.443	9.317	28.97471429	16.84068571	38.81735714	25.41969388	33.34942857
SNX19	29.41028571	19.21257143	14.9572	17.54228571	18.42392857	20.83185714	22.3164898	15.27885714
RGS18	0.430571429	0.242	43.31328571	0.393785714	121.66	2.444	0.532591837	0.376357143
ZDHHC6	24.48142857	19.75728571	14.90388571	15.043	14.74525714	19.92828571	23.83083673	20.24614286
STRN4	12.8	15.15971429	35.19977143	11.91828571	51.9609	13.04242857	9.837959184	12.89071429
ZBTB18	39.49685714	37.05114286	15.94934286	2.3025	43.70825714	9.196285714	19.60191837	5.603928572
PNP	13.63314286	14.584	27.53491429	20.69285714	2.333757143	24.94892857	10.03593878	24.78871429
