Gene	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
MUC1	21.15940953	25.36014392	24.30944778	20.35956079	25.78892901	16.51917612	31.79798346	31.92419418	29.01863265	27.32527963	61.02910562	27.57268355	33.5833771	29.69477858	24.00227852	31.13808126	43.88365422	38.70461044	31.15045789	168.4478729
MYLIP	131.3911025	118.916417	97.70121741	307.9021861	225.3320848	131.5082242	266.9578082	150.0150301	131.2137904	49.44986925	105.4791333	111.7434398	45.35543024	684.6693635	123.0912131	84.54222967	126.1833165	196.0252619	40.0185743	37.04467753
NAGA	56.91808615	64.64153099	193.4523314	253.9119606	44.32925356	40.04588602	39.67814193	53.57259922	40.30828893	103.2735677	82.30194765	150.5933048	164.8621681	31.44666242	29.90405946	65.50689227	82.70444996	99.47618317	77.75844065	68.61492274
NBN	71.55835333	105.0491688	87.18340308	73.59558453	169.8097567	102.7631609	169.7808264	64.77969197	81.17406274	75.7572301	107.383916	69.55819286	61.54908607	57.85617397	178.2442919	92.43644319	114.3973441	79.74063481	50.55054852	28.48162307
NBR1	61.07990054	66.6063616	63.47841164	21.86992434	73.09144794	54.01534483	71.62665701	58.81069426	69.58273107	35.00807043	20.301084	32.99776817	87.73088964	26.12003973	128.5778845	87.39335693	35.37472384	27.35279153	129.4946349	28.17176755
NDRG2	29.1725599	26.73085506	26.94037659	27.40159218	29.6999487	31.90470195	32.03729203	39.61226074	26.81456841	41.41162015	48.46157906	52.43067174	37.5518117	27.17990304	28.73225801	19.00415429	23.71418416	97.85402246	32.15503253	37.38001855
NEFL	13.41266956	14.10050093	13.46444923	17.56371234	14.75623551	13.72333368	24.83212512	29.24769675	14.19207094	18.32673125	14.49480313	13.27825852	40.63866386	19.86067026	13.8183414	12.55535105	8.745381944	18.8451213	9.933653425	20.62659094
NGFRAP1	23.25826167	28.73775429	45.90343994	39.26563497	27.12350394	32.46341485	40.08861757	95.37075221	85.7695015	77.23543584	55.07321777	71.0260706	329.1389036	44.10285777	37.10318777	29.2525574	1322.700388	74.62237763	87.72498286	18.97948314
NME1	176.1862467	233.5281896	82.86861481	123.7898164	53.05675147	54.00266122	43.1976046	110.4531213	121.3829507	135.4819185	91.86655108	106.0579619	351.9189762	40.35959092	38.17391106	454.4322734	636.1541749	99.924562	509.0722503	285.7921777
NOTCH4	35.38610358	29.44693273	30.03392263	82.35065983	40.02536952	27.00917151	25.00426124	26.04926333	22.24507761	22.83736638	25.50793987	16.45733236	31.51670631	21.50201957	27.59095444	17.9584548	24.79795111	20.09832583	27.61047236	29.0777003
NOV	18.68579879	13.59326158	18.18954012	22.75398417	20.27226746	15.79635968	116.4208383	18.72601959	14.6829381	33.42813701	24.62132334	28.34607644	19.46977623	32.71164211	45.3278159	14.89624816	23.09389505	19.12263911	16.94994661	22.84985064
NPEPPS	70.26796034	77.23940015	81.25409804	70.58367738	241.1978712	61.61760305	113.2371582	80.70966512	81.31942699	31.24625266	59.87116737	74.87993051	54.3692389	129.1853598	140.2037988	106.9695321	82.53316622	102.6086012	42.28214746	33.22362169
NR2E3	20.03518548	18.80540383	16.86250434	14.62544322	27.86025597	17.40389773	19.89899243	18.57041274	15.03250604	24.62518793	10.35070628	10.20628873	11.68802416	9.62469982	24.8497204	12.49188321	13.42715788	14.58698816	12.09732459	20.16845545
NR4A2	48.23055105	60.67680721	44.37856755	237.0473623	937.6631016	87.9594746	179.0937793	97.48089096	170.0973233	19.62066538	49.37321622	34.24965368	49.64215973	179.5333547	103.1894067	121.0234048	147.6916231	112.9270036	69.09756653	12.65263509
NRG1	15.55800841	14.29776407	41.97409244	20.08432168	20.30695762	15.01071836	21.69112162	18.19652847	16.36535625	13.30854302	11.22497064	11.92937246	20.29660035	14.26631417	17.3261289	12.0925177	12.90127271	21.64954745	15.27618361	14.44231314
NRGN	23.02412522	20.87575488	183.1562184	129.2336011	34.19915545	29.18640595	72.85989994	41.33990717	29.90204555	32.36783867	24.0883387	47.57365438	61.24103689	27.20095809	19.74443402	22.55561068	47.94949847	27.73791628	33.35273335	62.37413468
NUDT1	69.0775237	78.8452126	55.35500161	129.6974599	73.51446503	52.2868293	21.41630814	78.87652511	86.94464827	181.8272433	40.58678191	64.72885211	57.0174401	62.90128839	12.66110659	78.90710216	279.6540922	125.8953968	23.26528484	312.4891873
NUDT18	39.32100194	34.30207126	54.24460724	119.0920061	35.35678601	48.60511	46.2659202	56.65081803	52.85544508	96.44229575	105.1662328	81.77349721	25.22853047	78.09180057	21.37622312	50.22002605	43.9173416	75.49766069	34.97146518	93.72564937
NXT1	116.4704663	97.11042173	93.77289101	225.2499083	156.1548961	98.9993326	105.740605	164.1503968	224.0567431	50.34835974	187.9016481	191.3591698	79.75647628	155.1276135	89.82722144	220.9565384	243.7954668	217.3228601	163.3383389	79.60057513
NXT2	47.13085851	70.97196189	64.94703883	110.4360863	90.64629384	66.08612451	55.637105	58.75690524	59.64845766	35.52610128	94.35147694	85.26560457	220.7561155	53.75236102	29.75977866	79.54870969	79.10475704	93.79684895	36.44381377	100.7763011
OLFM1	13.01591221	13.60352868	37.20237527	55.5957251	13.39205588	17.61282462	18.55587107	19.50176482	15.3121072	23.47824018	23.83663611	21.1287977	17.24737082	11.50268106	18.03449606	12.70192945	19.20638549	24.96536326	18.23940408	25.8238208
OR2F1	14.70546546	11.75854504	18.7656117	13.92144304	15.63838727	15.28803819	18.94028207	18.14242915	12.85605776	20.78210991	9.727019217	9.947481062	24.35262857	10.10019425	20.9229567	13.35120623	15.19851763	12.76177066	18.95969402	17.30337756
OR2J2	12.48202156	10.83052045	13.32759872	14.86394249	7.645069	11.62689815	15.81221445	14.17546853	9.688608305	23.93691937	8.206224718	8.262144095	14.47780873	12.4292015	7.961651798	9.119287361	9.134079698	13.68101859	10.81701846	31.45358737
ORM1	15.92259276	16.18297629	24.14276185	22.19614204	12.49927039	15.94540881	185.8752815	17.52609902	16.91123006	43.18347009	71.60749912	15.63406617	16.81012589	21.49014731	12.71525584	8.145658442	14.88787102	15.72267769	15.69659922	50.76156167
OSBPL10	105.278523	104.8699386	16.34026917	11.22948289	20.49008645	18.60900888	21.34756121	19.38783891	18.37111616	20.36400213	16.20182115	23.09335702	16.26291861	11.48639431	22.97718188	19.38056682	23.42019456	16.47322303	48.38286194	14.93852522
PALLD	25.6123872	25.64908807	52.11078669	43.40409736	34.00971986	60.39619946	20.77189965	25.14299248	22.00001842	90.71793262	64.22008231	322.8395319	59.61767951	660.4177086	10.13306968	17.98311753	22.75823824	127.0726754	14.17094478	55.39097873
PANX1	25.54239171	34.66678104	49.18379799	50.36965466	80.0505484	50.00250853	24.17130176	46.19916789	44.61534081	48.91950256	93.92697878	38.53615581	57.91975227	23.51653451	29.98267906	63.78553443	36.4783395	53.39759651	33.60799796	22.64545543
PAX5	212.0252857	169.2611704	23.44412571	15.45840118	21.44556405	20.57807518	24.08132606	18.67527116	22.34666715	22.05220768	12.4321526	10.26064263	23.5336748	9.27833823	35.31888936	20.0274864	38.73478535	16.97249207	43.32905652	40.0094805
PCGF2	28.85880246	29.00033023	24.94240962	42.00222808	24.75964543	23.907789	34.70816385	27.85059059	24.07973792	25.26857461	54.52115796	38.41658523	29.88309749	15.03170345	21.87178019	28.47440649	30.25808365	21.75402178	47.62778536	179.9496031
PDGFB	23.89904124	18.27973208	23.78580125	19.34862476	14.80261054	21.25407142	21.9189289	23.7937757	22.10112584	32.43057645	31.8521799	39.57795118	21.49769608	21.54749317	18.79803383	15.18291415	22.14019211	29.78351443	24.15883884	132.1503551
PDK4	21.1842502	14.58106362	68.80269998	123.6134415	15.18466476	20.58184344	36.61101496	22.07451304	14.73371552	26.7538026	32.03913265	41.87291518	15.14337441	19.41077844	125.2055514	10.27405397	22.5850627	32.80072283	14.62072152	23.45818026
PGLYRP1	16.89847601	14.74840073	26.52875101	21.39776609	17.98748159	20.27613905	169.4718449	21.15320561	18.57870452	45.07745201	16.97330489	17.56493873	20.66092822	30.70316897	53.20463715	8.959321575	23.01378118	16.8930252	22.09728054	21.54389933
PHEX	22.60471451	21.86549945	18.76270199	15.9330515	14.80531229	17.64635366	30.84258428	23.68828349	22.57833869	16.4550605	13.08565754	13.12320247	15.99427773	16.70863357	19.50160238	22.02460674	9.92504091	17.80845306	31.3345758	116.5278916
PI3	25.14356735	20.63204272	33.5527768	14.96900275	16.04271171	34.37545545	486.9529895	18.8127959	16.40221621	30.77306968	18.59026808	12.49185591	15.01960892	12.86817384	15.99317704	14.58419096	13.12819707	14.66668139	17.40704535	21.85155233
PIK3CG	73.09466473	68.21191522	42.0216535	143.0564556	146.0602813	102.4660155	121.6946636	58.97877543	50.71206659	36.37157682	85.42099389	81.71273906	31.68181283	184.5952155	66.9416155	65.66423761	34.45161099	88.26276714	25.78917122	53.97223125
PLAT	15.91152026	13.03553058	12.76716727	11.08317432	18.94461796	18.63013775	21.21183441	17.8518733	11.14766743	13.37695735	14.3895543	11.15707718	312.2982025	16.17231682	17.53934316	15.80489158	11.08147186	23.92163336	11.26631383	19.29740761
POU2AF1	793.3270891	579.4564008	18.19229778	9.69272773	22.35308831	23.04809206	22.95444767	41.10526208	26.71265193	25.8795455	13.44185424	16.7214804	12.96041945	17.65271669	80.29676955	20.44317757	23.85556406	14.44251622	1310.106229	22.61048894
PPA1	277.6064137	419.289092	427.7470604	362.7888701	142.9054878	137.4205704	69.69378202	369.0317681	423.1915341	241.3422967	883.8645712	284.5844176	322.1897951	93.88382712	123.4163002	793.8150404	1293.448964	890.9252615	802.6122967	88.07950632
PRKCDBP	14.32704851	13.25320744	28.742332	14.32247315	23.98678137	21.20868645	21.07436128	28.40170096	19.85858748	62.96382517	86.78218429	61.96776256	14.1273478	25.91365983	33.74527771	19.71296118	10.96387114	81.66744545	17.86275446	43.09487711
PROM1	10.99974881	12.13655489	12.4050491	11.00532787	13.18317826	20.42375543	25.80653389	17.04839034	13.77568838	20.76327924	8.904686647	12.97496505	16.3859681	50.30324612	39.67224775	16.29332891	482.3235481	14.40471409	12.70867275	22.29824295
PRR5	26.36985905	40.28044582	24.58993605	48.47880774	56.89975476	53.61295555	26.15900106	53.46178404	103.0902471	30.94439013	39.21815577	35.8926021	25.90992153	22.28709304	16.69814432	52.24102049	68.20687458	20.41652552	53.66891558	52.80824792
PSAT1	30.48060763	57.12170462	25.69185751	13.44209951	14.38952964	40.84733565	24.81061926	47.40817501	46.89314084	51.90489237	27.61712448	24.65170473	159.2756845	13.27270986	15.19005951	168.1741603	28.71463061	19.25409634	207.3784957	39.00566045
PTPN13	11.16301959	13.44507121	11.92741301	27.80487824	18.40420915	18.93554451	18.83161524	28.35163486	9.517158609	29.56970397	10.59644796	11.97720998	9.772316003	13.26801011	25.72464229	13.95728358	9.740782049	17.11620666	7.50366005	15.67946297
PTPRK	83.3268931	50.56437725	11.04197364	9.916378979	9.662547653	15.27371825	19.19531589	19.68798458	33.09116584	14.19534452	9.348226197	7.011989311	34.87729913	13.77015221	39.12435725	14.33174847	10.06262312	18.4687391	43.84426488	16.03423348
PTPRS	17.82709281	20.31651839	20.21085827	20.14172728	19.4100669	17.75584348	24.4306265	19.67726039	17.89881682	26.28942443	14.62403384	15.11661763	16.8589686	24.13040619	12.61532795	13.23973115	20.91890834	21.05177115	13.93502441	91.55954099
PTTG2	20.32234439	17.33305667	13.24100657	13.21179343	9.337961832	34.94482618	26.94273621	27.90648458	26.15085808	23.54152693	47.70592128	43.38671748	18.64063061	25.44243448	12.82290071	17.98514338	8.546223392	20.54781947	9.55103472	45.21404696
QPRT	16.62845877	20.06874114	26.07350879	56.57070479	28.56441514	28.99579625	30.65533091	28.50476833	26.64745261	41.05349201	47.82858953	262.2195692	93.17808369	29.60114877	17.24969996	29.60997978	82.68079796	43.40439873	100.2792326	71.91527891
RAB9A	112.6560829	117.6899621	202.1099626	230.4590459	193.0434135	164.4978571	136.1018168	115.5462833	168.4145525	210.0232278	334.0773054	314.4834704	94.81800353	231.1462732	142.7202766	213.0015105	213.2617836	759.2464686	198.7262441	159.4117157
RAMP1	20.7638077	22.0824959	27.56631678	20.23627547	48.18629307	60.14600509	35.90370903	30.16397238	29.83861422	33.58639292	22.13847068	192.5926091	29.20721	15.524146	22.90449525	43.1231342	42.53700947	149.7213396	44.59227288	124.1676548
RARRES2	19.15199898	21.00016901	17.36619803	24.32616325	26.54872603	13.93728094	36.1118421	18.25109405	14.93854033	22.8004139	17.23022641	14.77529764	9.304641076	18.60401972	20.66263073	11.14548953	19.95755335	23.10602964	13.3930145	265.7376514
RETN	15.52906917	17.07861424	89.1250216	76.80643688	24.12848528	23.91568441	41.7696246	30.15636884	23.79798307	25.83344078	15.70253271	13.80782354	22.38537105	24.07131459	15.55151179	18.60933256	30.80805707	24.32723479	22.40102666	31.96371749
RNASE1	19.07772968	14.86287016	22.78342966	20.36525666	19.81050121	16.3624904	21.783092	20.19513756	14.83435711	535.9002635	98.18999294	293.2965946	18.63683172	16.39812	18.88088996	12.99346317	25.75848108	54.14938109	19.09953841	48.52735534
RNASE4	15.30665176	34.98040623	71.0216947	28.6183543	17.12555643	16.63778553	19.33838641	24.32127794	14.12522889	34.55304377	40.49425713	42.01000477	12.08074218	22.21503062	8.283444473	19.94593058	20.17916031	38.03240114	39.58695187	22.32229364
RNF122	48.46965891	33.31944712	54.71556386	121.3380482	39.72723432	39.72706585	92.69415809	38.80654871	37.63997544	60.20054263	33.33754806	31.9262277	35.36693635	52.94285885	62.40676909	35.78510974	38.82806479	41.32786713	148.0699682	32.21021005
RPL7	1033.574633	504.5586973	164.1361825	248.2016049	852.5950874	96.48985148	87.50627636	393.3765809	420.3726686	63.05588815	121.9572102	185.192881	126.8657874	298.8231918	98.33919218	118.7687505	330.1201538	388.134499	217.995344	79.76058618
RRAS	27.64082708	21.46215476	108.6019515	388.5406403	43.2836451	41.63677616	21.89782529	73.41138729	38.42751712	129.8714139	271.2748252	203.6275942	37.19503144	44.86925503	12.84206082	31.23514311	34.671722	99.03144573	43.16693504	102.0122779
S100A12	14.04455284	14.82133631	655.9390706	103.5363811	29.62623346	71.47967761	617.9793152	46.03084801	27.25970063	20.0165161	31.09564885	13.01220354	20.56001744	19.98157608	43.82159575	14.75430043	58.42535615	39.9950359	123.8185103	11.83432212
S100B	9.971537007	10.04302728	9.601537557	10.45242634	18.79017869	34.35659843	11.65674329	11.9424836	22.32865451	20.23880087	10.35864253	11.89971653	11.87389916	9.762508622	10.50355428	9.271948943	8.389109121	29.67431074	10.10568108	15.51415331
S100P	15.49439491	17.96181247	117.6682209	91.22763488	25.23122407	28.55151545	741.1481276	34.51133428	28.0683052	30.92007051	27.52959187	20.79830149	43.58655064	702.5883218	1026.492039	25.05194594	46.27061954	16.1208751	35.42363289	16.09520425
SCRN1	126.5826759	230.9243204	85.13756859	225.9672477	141.0246584	67.68914445	42.81546148	33.9151586	43.23882517	30.8746285	73.29363702	90.38533447	33.31417754	99.02090425	84.31811583	30.40107914	196.3909825	134.783702	168.317944	114.8149179
SDC1	24.79887536	24.55698924	20.62648574	24.60396927	23.52050294	16.40288943	26.78966508	24.60514239	19.21975703	37.53327009	25.55445913	31.127249	19.10655488	28.0420809	16.31651468	15.83297508	21.86168772	31.55905337	996.5638323	47.38932123
SEC63	101.0408738	95.0505003	52.20434746	64.64920698	227.4743361	53.77087671	55.63381994	77.73097269	78.17603793	40.25424723	39.46644409	44.34027112	61.14275729	65.95037539	80.92044487	70.50209807	78.21718559	65.93820057	149.4175287	63.67380627
SERPINF2	25.16540725	19.5227153	22.717928	18.71683726	15.75362721	23.07100574	21.02777312	20.76616794	17.82347812	26.42707497	22.96898361	27.10046304	24.25168476	15.27016209	8.418959037	16.92337491	20.48424203	37.78375838	29.91532246	178.7805912
SETBP1	149.4771373	157.6850312	25.12551429	79.18072748	140.0161993	86.3251283	26.22690449	28.08892499	36.94103439	21.24400537	17.20597783	20.8123127	11.29997341	32.28710002	31.01293257	67.90329807	45.55513197	27.93847032	77.95595932	62.1369964
SF3A3	96.65835861	95.60065853	109.4477111	273.0136464	188.1798452	106.4306596	90.56251197	191.0306861	191.0686657	115.0015053	146.5464829	184.9975743	76.56541215	263.91632	70.53653489	165.7063708	220.0323518	221.12181	54.31549281	77.45222366
SFTPD	12.11587979	10.95413588	26.13515207	111.0084149	27.51034975	15.6863971	21.00697561	19.8149713	13.73656666	21.63785091	11.76085403	17.67920709	16.93120236	15.24977373	10.32077039	9.69617852	13.40810572	32.91346824	9.981406747	25.89405827
SFXN3	22.73172352	32.31937286	79.38692925	104.4240825	146.8795385	65.45767325	59.41154885	62.79976	70.13717378	163.6813683	49.67508072	52.54945777	140.562714	52.21506655	77.07277448	67.00425913	59.28246158	60.78431495	26.16782193	53.82566177
SH3BP2	78.16843296	44.21399353	61.60903233	78.31425495	77.29127281	73.51030774	89.69965897	42.02231674	46.30160147	34.94195231	29.56256603	28.18426908	25.02761861	24.31878561	64.2292617	37.37467214	25.43850357	36.8881831	26.65636336	28.25098807
SIDT1	252.9932429	167.5136467	23.93276043	30.60171078	141.0752992	65.24252936	37.5601137	80.33372021	87.95419742	40.83841306	14.04863542	13.89062684	17.86586064	50.33296301	34.09960061	120.1096966	54.58116778	27.39794137	66.13331421	56.19183935
SIGLEC6	31.38116573	65.9137514	22.01117651	30.17146993	28.75293007	28.08615245	33.3182282	27.61972835	21.34147429	34.51673153	17.20765678	20.74255624	149.1954657	39.9843241	27.31516211	21.01843001	14.95776794	22.48688783	18.94621693	77.82897254
SLC12A3	18.57336278	22.50197068	21.13235793	26.68072967	16.30817715	14.65392851	24.89258946	19.16114417	17.72120515	24.52304192	11.62131228	11.10072089	19.6686118	13.58494953	15.88387902	13.10768268	20.47778277	17.95753916	22.91767962	64.93547822
SLC15A3	86.77486694	68.71479309	258.0951101	457.1806371	40.41397955	29.0927985	331.8926128	45.33917472	24.4990451	550.0792844	1508.414675	1224.507916	28.37516421	31.65117833	17.18803762	10.07325113	54.45014237	371.4928175	50.34093343	47.54733366
SLC17A5	42.4173104	44.36986911	52.41159961	55.07440991	44.43196429	33.76025522	70.25304705	53.27645106	40.91283072	204.9202752	23.01127293	37.03866607	62.59054172	18.66699069	28.40714177	53.97866768	58.73791045	36.06450385	105.096643	30.65665919
SLC1A4	68.94065372	80.55255659	40.32569773	74.90067158	55.31910111	48.35570754	34.5222468	37.77641149	40.88737035	84.87987704	117.3956521	53.08853683	61.84667402	88.17576233	31.88443757	134.1914708	75.41653039	62.48319618	392.219417	100.4738569
SLC38A1	488.0248689	298.4439711	28.94731445	24.70920625	377.6814612	139.4567178	62.96139994	310.1665763	424.8822757	24.95566815	21.82657743	21.15317647	40.40203338	67.82363086	224.9806249	264.4554388	153.1676682	104.8000415	306.8821288	71.19978035
SLC4A1AP	83.46892136	84.07982632	72.04207187	54.33381457	250.1006308	66.83547484	72.0946286	77.11608869	92.181389	69.75160247	73.52901396	71.10155677	48.25521981	91.59722285	57.71279037	105.2142122	71.12117244	66.33744133	64.39329416	27.3635157
SLC6A13	20.43557106	24.56967211	28.77147671	22.9546016	20.98048738	36.72781145	33.08536183	25.76961056	26.84066539	29.19264529	41.5794298	36.11468841	33.84390423	35.26491365	26.5296149	25.03798517	15.49410112	19.43795951	75.4196905	123.9946539
SLC7A7	169.2379734	135.1840478	1028.398024	1426.352821	59.04458899	55.35578722	181.1256905	71.83399353	30.82272146	209.8148735	1257.300977	647.2501265	47.5934651	33.28578265	39.20794451	21.64762569	97.77639273	161.7636614	275.0393351	16.82074145
SLC9A3R1	83.40758499	90.71579525	156.9022663	398.1280846	225.6541487	248.7955009	240.0971138	267.3826495	345.9535607	55.52518649	115.4442625	97.94434693	87.58446838	652.3208141	249.9117764	366.1769561	149.0533338	100.564206	196.4708115	20.25712935
SLCO2B1	13.72861198	14.80060061	22.33152831	24.06692566	13.85957825	17.75770185	24.28052761	17.74458853	14.83308881	357.9874636	144.3793028	353.0585678	66.41143104	18.11556493	17.58736698	16.0216243	28.0210232	39.63364045	25.39271507	31.15884859
SMARCD3	18.0179342	19.66572008	75.88483791	51.76341548	30.65510083	22.9671045	33.63024944	34.85050651	30.18821879	19.71619006	38.19507047	36.75771791	36.32844285	21.40466007	13.84586795	17.44480141	32.23351203	23.89704804	19.4542021	29.06320708
SOCS2	19.53820151	25.22670744	20.3634828	16.48904758	66.63586309	55.13392378	40.24582493	64.01038969	41.69195392	27.15809645	51.89447017	30.66296175	71.35249174	1285.060803	54.29909603	114.5561208	119.3934799	46.50550782	38.50433528	17.14811583
SPAG4	11.32572542	11.47859838	15.26493638	12.15739033	19.15843805	19.83457906	28.81217412	20.48666382	19.66929555	24.24990077	21.61516788	18.60677815	39.70781115	28.45162391	14.24973469	27.39845078	19.14333467	17.24085919	371.1807181	35.86771048
STAB2	18.30632885	15.571111	18.54074989	22.52860939	12.84953871	13.71361601	17.77187838	19.76825935	14.39231432	26.62120556	9.210146887	7.147535614	18.5867732	14.86971552	17.79125416	11.60347219	19.26575369	16.84271987	29.25120147	28.82701388
STEAP4	9.119141213	10.5765404	36.08464011	16.20142401	11.64729396	13.53627795	197.0155245	14.14938737	10.47547468	15.49536105	12.78131722	13.02981205	15.95645585	20.37249483	13.2621408	10.16470144	9.008593655	17.82686339	5.982149635	15.17291997
SYNE1	69.68297964	40.6319927	17.81834697	13.06274478	163.1145958	39.49714884	27.90377716	23.5586851	40.11504631	18.08501148	15.6416583	19.55822944	17.4266933	16.34278474	192.2720732	21.12865864	14.25676321	19.4517262	21.16610358	17.01751459
TAGLN	48.64693621	37.70992937	48.99305197	122.8996579	29.54196098	30.25344916	36.82738238	28.87251715	22.63423102	23.94711213	47.4739683	43.97621193	23.93099376	51.77785704	29.13997087	26.53080029	27.38973668	38.59437912	25.70323704	28.32661106
TBC1D8	27.25407856	26.30226433	73.24456967	184.5374778	40.43529137	28.48446048	41.41484482	32.1559919	22.74865063	47.22490517	89.97544048	75.58508799	41.93875143	38.65269808	34.0793691	22.83924449	29.30490737	122.2180099	22.52971963	31.02895417
TCL1A	793.8900315	67.19269731	27.08883589	20.95840734	15.08949856	22.5362612	35.25030004	30.97811047	26.96561613	26.76142603	14.62698365	13.34296302	18.97489925	16.79054365	34.23857187	22.28994956	51.30437947	18.18706028	58.3929452	257.2627461
TFEC	15.14647828	34.27391711	85.96938494	24.0011959	13.3963332	22.69556948	29.90247021	15.63079984	13.69592199	54.29770312	44.37445657	53.03923273	14.94053634	15.1007722	16.88009107	17.10101483	53.59001135	49.78004418	13.19970005	54.63374413
TGM3	18.67200244	16.30063354	20.78456768	20.90621959	16.16513523	17.6013214	155.5047555	18.1101542	19.16833433	27.69601381	18.64341549	15.84948908	19.60227373	31.52757041	18.45937232	20.61682635	13.56061022	24.39119979	26.35515017	37.607696
TLL1	9.806158861	9.853894485	8.570943646	13.93196273	12.20677876	11.96126022	19.52987237	11.44631224	9.165693467	12.45295201	7.33620354	7.513473094	8.211164121	14.31112465	14.59818183	11.29938822	5.551838292	13.33837563	8.011406034	95.11036613
TLR5	19.84317429	17.4607716	131.5470643	130.5966791	23.75718605	29.17292635	95.83301736	40.44773288	23.71397596	89.1178512	42.20772028	96.71957721	21.43373872	16.36655878	24.18734649	21.28508766	22.254458	39.30633621	22.17960179	19.80917782
TLR8	9.326644171	10.19707074	213.8319909	197.1090526	24.18852316	31.48149777	292.4206308	25.79374896	12.25340312	69.95458141	160.3547892	88.42653754	12.39062873	16.06999782	14.26815465	12.1038411	19.19850427	82.84229597	10.64546478	22.79954036
TM4SF5	13.14428075	13.51446334	16.79563909	13.75433829	14.89283198	10.95124472	19.07099699	17.05315871	17.36524199	18.94142667	7.056286677	7.145807287	21.41556376	8.325164759	11.55338412	13.47750978	15.18266013	16.98661602	48.57676424	22.37972203
TMC6	156.0082141	112.4773439	76.38328978	219.0220999	75.47694769	145.3284358	69.3111774	151.5296969	143.6807561	115.2101893	141.064862	189.3974561	67.44198208	119.9789094	68.32025467	80.44863084	54.38144684	105.8935472	69.49461658	80.23014412
TMEM9B	293.1013468	228.5730278	262.3187706	521.7194662	362.0249888	166.9378872	131.5888342	173.9289963	182.808903	378.3296862	338.7091206	403.590934	165.6579102	397.3707829	319.5457695	211.2558294	153.4639673	343.4770663	237.8066605	81.12536719
TMF1	70.62512117	60.70641159	61.09001584	47.03119543	268.2541723	67.25367823	89.35249607	80.81724307	78.48457076	45.29441897	45.74835077	45.81718493	42.78416871	81.46069321	65.8901759	83.92135096	83.07641938	60.81043523	48.96569667	44.23138143
TNFRSF10C	20.97788111	20.5374743	33.96841504	32.96000977	13.24339375	22.24537473	134.5211505	21.22750855	18.58356558	22.55646373	29.83333772	28.72174597	27.0545521	37.38596198	52.48941974	11.92483251	21.04968923	23.67207938	12.03169188	33.320605
TNFRSF13B	124.1332068	338.8951923	33.1073582	23.64943658	40.93534615	31.21117013	34.02311437	29.12585726	25.75276089	30.73016212	16.40633848	15.62748624	21.17189535	10.10382964	21.09229493	29.89024112	37.18065122	20.34730111	179.71401	28.44422168
