Gene,CD14_positive_monocyte,CD16_positive_monocyte,CD4_positive_alpha_beta_T_cell,CD56bright_natural_killer_cell,CD56dim_natural_killer_cell,CD8_positive_alpha_beta_T_cell,MAST_cell,basophil,eosinophil,gamma_delta_T_cell,hematopoietic_progenitor,macrophage_m0,macrophage_m1,macrophage_m2,memory_B_cell,myeloid_dendritic_cell,naive_B_cell,neutrophil,plasma_cell,plasmacytoid_dendritic_cell
ULK2,34.8462745359,105.2756955566,33.9002961051,42.807535656,63.0113890801,32.038608043,24.0667748779,42.1407107126,25.3512108491,22.748980844,27.0007541005,21.9780490278,43.4458317271,37.4281742412,18.548793175,42.9289654943,16.3826090719,27.0772871881,16.1247158673,30.017961401
WEE1,18.3155315775,16.8983476278,43.8903613358,45.8969399786,52.7142244597,52.2143718615,104.0608245624,67.8902950979,88.5031802955,110.0918455155,123.5622923217,27.5844764606,29.4939183927,22.9059621441,162.4926037871,37.6317516351,70.3753519531,40.3949701048,36.6929713918,24.3067551009
YTHDF3,137.7057601933,178.3100203525,107.5264164437,93.153564547,448.823763203,105.5709978871,92.3685093125,138.9261545012,152.1381500457,195.4109530534,127.9294896209,117.0376528163,96.0371273927,98.9436231437,106.9180513716,147.1427163523,89.4916497388,199.934036932,54.0707670651,74.9771083063
ZC3H12A,76.6062324695,85.4412896803,90.6226883645,101.9730179457,93.6169987918,102.7194459654,53.0903217811,146.3930147723,27.3508032174,110.1094516239,32.2538774471,93.0984215277,324.6611914954,132.9781256965,72.1806316321,103.5675780929,92.8736222451,215.8209126946,135.9857057718,48.2720528439
ZDHHC13,25.5841187077,26.4539105306,47.2751073164,44.3164249019,49.2929336599,53.7469345902,47.1821259567,47.2638167416,130.803086296,48.4727291084,31.561259147,29.5814469127,44.3267292221,37.3778748828,46.4376120623,54.6534961096,48.1392169532,44.7596529315,32.5606963781,36.075263885
ZNF180,42.6840865333,29.3860680823,37.4903839551,28.4626332015,48.3761869725,26.0460024951,42.5096754997,13.8993264623,38.8097498629,54.2853327708,41.7489697728,44.6697623933,11.1598993498,10.3636904125,23.6720592925,21.2496471169,21.9479547047,36.9448211874,15.4870634227,15.1017200388
ZNF189,67.0202948939,32.6841239116,48.392426035,49.6419242128,44.1430786814,41.5991721091,67.814207993,64.5275454822,48.3197120154,103.4665381148,145.8562104294,52.9262440872,51.8752131748,47.8745994295,52.4312550199,65.0419424745,50.6135826406,71.1670587378,49.1400347201,38.5482245122
ZNF34,37.692188732,86.5182371771,35.8392760812,42.7391998351,35.5281305961,34.6931686583,26.2728829382,86.3707009927,12.8547950726,36.1276241237,34.8583067818,57.5161478241,42.1272018808,48.465927876,21.9309319561,46.6044822932,23.0907662064,33.7378552088,25.2918551185,20.9670108741
ZNF552,29.8275234835,25.6118683586,38.8255433987,38.5245917708,44.5225056114,46.3936982053,29.4272768746,37.8810230964,181.4223655459,27.5581308609,25.5523836837,25.0466786103,21.1359237774,18.7150375477,52.5760107129,26.7631971055,54.9073886357,31.5171250646,29.0384168287,35.4070142131
ZNF593,54.503882458,155.782646073,77.2470550195,37.5698880804,51.3974721095,77.2655046931,69.7590195812,58.616339686,10.9445331955,83.1256499211,75.5466266253,63.230451571,113.0783291759,95.5995428756,57.6275382435,98.7865851595,45.7270839269,24.8223340797,127.3755952188,64.5873924459
