AGENE	CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT
CTA-85E5.10	0	0	0.0001785077	0	0	0.0002643754	0.0003638569	0	0
CTA-989H11.1	0	0	0	0.0001166181	0.0001914608	0	0	0.0002164034	0.000083703
CTAGE1	0.000408998	0.0001192464	0.0001785077	0	9.57304231284702E-005	0	0	0.0002164034	0
CTAGE5	0.0028629857	0.0053660863	0.0021420921	0.0029154519	0.0022017997	0.0013218771	0.0137052759	0.0059510928	0.0019251695
CTAGE9	0	0.0001192464	8.92538379150304E-005	0.0002332362	9.57304231284702E-005	0	0	0.0001082017	0
CTB-102L5.4	0	0.0007154782	0.0010710461	0.0008163265	0.0011487651	0.0002643754	0	0.0012984203	0.0014229514
CTB-113I20.2	0.0040899796	0.0033388982	0.0074080685	0.0083965015	0.0076584339	0.0068737607	0.0072771377	0.0093053452	0.0069473508
CTB-113P19.4	0	0	0	0.0001166181	0	0	0	0	0
CTB-113P19.5	0.000408998	0.0003577391	0.0003570154	0.0002332362	0.0001914608	0	0.000970285	0.0003246051	0.0002511091
CTB-114C7.3	0.000408998	0	0.0002677615	0.0004664723	0.0004786521	0.0002643754	0.0006064281	0.0001082017	0.0002511091
CTB-118N6.3	0.000408998	0.0008347245	0.000535523	0.0001166181	0.0003829217	0.0007931262	0.0008489994	0.0004328068	0.0004185151
CTB-119C2.1	0.000408998	0.0001192464	8.92538379150304E-005	0	9.57304231284702E-005	0.0002643754	0.0002425713	0.0003246051	0.000083703
CTB-11I22.1	0.0008179959	0	0.0001785077	0.0001166181	0.0001914608	0.0001321877	0	0.0002164034	0.000167406
CTB-129O4.1	0	0.00131171	0.0018743306	0.0034985423	0.0012444955	0.0018506279	0.0015767132	0.0033542523	0.0025947937
CTB-129P6.11	0.000408998	0.0007154782	0.0001785077	0.0001166181	0.0003829217	0.0001321877	0	0.0003246051	0.000167406
CTB-129P6.4	0.000408998	0.0023849273	0.000535523	0.0006997085	0.0004786521	0.0007931262	0.0010915706	0.0007574118	0.0015903574
CTB-12A17.3	0	0.0005962318	0.0001785077	0	0.0002871913	0.0002643754	0	0.0005410084	0.0002511091
CTB-12O2.1	0	0	0	0	0	0.0001321877	0	0	0
CTB-131K11.1	0.000408998	0.0001192464	8.92538379150304E-005	0.0006997085	9.57304231284702E-005	0	0.0002425713	0.0001082017	0.0002511091
CTB-133G6.1	0.0008179959	0.009539709	0.0052659764	0.0053644315	0.0061267471	0.0038334435	0.0037598545	0.0046526726	0.0046873692
CTB-133G6.2	0	0.0001192464	8.92538379150304E-005	0.0001166181	9.57304231284702E-005	0.0001321877	0	0.0002164034	0.000083703
CTB-134H23.2	0	0	8.92538379150304E-005	0	9.57304231284702E-005	0	0	0	0
CTB-138E5.1	0.000408998	0	0	0	0	0	0	0	0
CTB-13F3.1	0.000408998	0.0002384927	0	0.0002332362	0.0001914608	0.0001321877	0	0.0003246051	0
CTB-152G17.6	0	0.0014309564	0.0004462692	0.0025655977	0.0010530347	0.0003965631	0.0030321407	0.0016230253	0.0012555453
CTB-161C1.1	0.0016359918	0	0	0	0	0.0001321877	0.0004851425	0	0
CTB-161K23.1	0	0.0010732173	0.0007140307	0.0009329446	0.0002871913	0.0006609385	0.0031534263	0.0006492101	0.0006696242
CTB-161M19.4	0	0	0	0.0001166181	0.0002871913	0	0	0.0001082017	0.0004185151
CTB-167B5.1	0	0	0	0	0	0	0	0.0001082017	0
CTB-171A8.1	0	0.0001192464	0	0	0	0	0	0	0
CTB-175E5.7	0	0	8.92538379150304E-005	0	9.57304231284702E-005	0	0	0.0002164034	0.000083703
CTB-179K24.3	0	0.0003577391	0.0002677615	0	9.57304231284702E-005	0	0.0006064281	0.0001082017	0.0003348121
CTB-17P3.4	0	0	8.92538379150304E-005	0	0	0	0.0001212856	0.0001082017	0
CTB-180A7.3	0	0	0.0002677615	0.0003498542	0.0003829217	0	0	0.0001082017	0.0002511091
CTB-186G2.1	0	0	0	0	0	0	0.0001212856	0	0
CTB-186H2.3	0	0	0	0	0	0	0	0.0001082017	0
CTB-191K22.6	0	0	0	0	0	0	0	0.0001082017	0
CTB-25B13.9	0	0	0.0001785077	0.0001166181	0.0003829217	0.0003965631	0.0001212856	0.0005410084	0.0003348121
CTB-27N1.1	0	0	8.92538379150304E-005	0	0	0	0	0	0.000083703
CTB-31O20.2	0.0200408998	0.0238492726	0.046233488	0.0377842566	0.0560022975	0.0503635162	0.0426925409	0.0663276347	0.0477944254
CTB-31O20.3	0.000408998	0	8.92538379150304E-005	0	0	0	0	0	0
CTB-31O20.6	0	0	0	0	9.57304231284702E-005	0.0001321877	0	0.0001082017	0
CTB-31O20.8	0	0	0	0	9.57304231284702E-005	0	0	0	0
CTB-31O20.9	0	0.0001192464	0.0004462692	0.0004664723	9.57304231284702E-005	0.0002643754	0.0007277138	0.0005410084	0.000167406
CTB-32O4.2	0.000408998	0.0004769855	0.0016065691	0.0025655977	0.0010530347	0.0023793787	0.005215282	0.0008656135	0.0010044363
CTB-33G10.11	0	0	0	0	0	0	0.0001212856	0	0
CTB-35F21.1	0	0	0	0	0	0	0.0003638569	0	0.000083703
CTB-35F21.2	0	0	0	0	0	0	0.0001212856	0	0
CTB-35F21.4	0	0	0	0	0	0	0.0001212856	0	0.000083703
CTB-35F21.5	0	0.0001192464	0	0	0	0	0	0	0
CTB-37A13.1	0	0	0	0.0001166181	0	0	0	0	0.000083703
CTB-40H15.4	0.000408998	0	8.92538379150304E-005	0.0002332362	0	0.0001321877	0.0004851425	0.0001082017	0.000167406
CTB-41I6.1	0.0016359918	0.0004769855	0.0002677615	0.0001166181	9.57304231284702E-005	0.0003965631	0.0013341419	0.0003246051	0.000083703
CTB-41I6.2	0	0.0004769855	0.0004462692	0	0.0002871913	0.0002643754	0.0006064281	0.0001082017	0.0002511091
CTB-43E15.4	0	0.0001192464	0	0	0	0	0	0	0
CTB-43P18.1	0	0.0005962318	0.0016958229	0.0009329446	0.0007658434	0.0017184402	0.0012128563	0.0005410084	0.0015066544
CTB-46B19.2	0	0	0.0001785077	0.0003498542	0.0001914608	0.0001321877	0	0.0002164034	0
CTB-47B11.3	0	0.0002384927	0	0.0002332362	0	0	0.0001212856	0	0.000083703
CTB-49A3.5	0	0.0001192464	0	0	0	0	0	0	0
CTB-50L17.14	0.000408998	0	8.92538379150304E-005	0.0001166181	0	0.0001321877	0	0	0
CTB-50L17.16	0.000408998	0.0004769855	0	0.0008163265	9.57304231284702E-005	0.0001321877	0.0012128563	0.0003246051	0.000083703
CTB-50L17.9	0	0	0	0	0	0	0	0.0001082017	0
CTB-51J22.1	0	0	0	0.0001166181	0	0	0.0010915706	0	0
CTB-55O6.10	0.0012269939	0	8.92538379150304E-005	0	0	0	0.0001212856	0.0001082017	0
CTB-55O6.12	0.0233128834	0.00393513	0.0041949304	0.0047813411	0.0039249473	0.0040978189	0.0073984233	0.0045444709	0.0046036662
CTB-55O6.4	0.0040899796	0.0003577391	0.0034808997	0.0051311953	0.0004786521	0.0046265697	0.0092177077	0.0029214456	0.0013392483
CTB-58E17.1	0.008997955	0.0073932745	0.0124062835	0.0088629738	0.0108175378	0.0116325182	0.0276531231	0.0089807401	0.011467314
CTB-58E17.3	0.000408998	0.0004769855	0.0008925384	0.0017492711	0.0003829217	0.0006609385	0.0026682838	0.0010820169	0.0010044363
CTB-58E17.5	0	0	0	0	0	0	0.0001212856	0	0
CTB-58E17.9	0	0	0	0	0	0	0.0008489994	0	0
CTB-59C6.3	0	0	0	0.0001166181	0.0002871913	0	0.0001212856	0.0003246051	0.000083703
CTB-5E10.3	0	0	8.92538379150304E-005	0.0001166181	0.0001914608	0.0002643754	0	0.0002164034	0.000167406
CTB-60E11.9	0	0	8.92538379150304E-005	0	0	0	0	0	0
CTB-61M7.2	0.0118609407	0	0	0	0	0	0	0	0
CTB-75G16.3	0.000408998	0.0015502027	0.0003570154	0.0006997085	0.0011487651	0.0009253139	0.0006064281	0.0009738152	0.0010044363
CTB-83J4.1	0	0	0	0	0	0	0	0.0001082017	0
CTB-83J4.2	0.0008179959	0	0	0	0	0	0	0	0
CTB-91J4.1	0	0	0	0	0	0	0.0002425713	0.0003246051	0
CTB-92J24.3	0	0	0	0	0	0	0.0001212856	0	0
CTB-96E2.7	0	0	8.92538379150304E-005	0	9.57304231284702E-005	0	0.0001212856	0	0.000167406
CTBP1	0.0294478528	0.0234915335	0.0189218136	0.0278717201	0.0153168677	0.0181097158	0.0761673742	0.0268340186	0.0218464887
CTBP1-AS2	0.0028629857	0.013474839	0.0151731524	0.0171428571	0.0140723722	0.0155981494	0.0196482717	0.015256438	0.0132250774
CTBP2	0.0126789366	0	8.92538379150304E-005	0	0	0	0.1005457853	0.0006492101	0
CTBS	0.008997955	0.025280229	0.0257051053	0.0166763848	0.0234539537	0.0224719101	0.0314129776	0.0268340186	0.0184146648
CTC-1337H24.1	0	0.0001192464	0	0	9.57304231284702E-005	0	0.0001212856	0	0
CTC-1337H24.2	0	0	0.0001785077	0.0002332362	9.57304231284702E-005	0	0	0	0.000167406
CTC-203F4.2	0.000408998	0.0001192464	0.0003570154	0	0.0002871913	0.0001321877	0.0004851425	0.0005410084	0.000167406
CTC-209H22.3	0	0.0001192464	0.0016958229	0.0025655977	0.0005743825	0.0015862525	0.00194057	0.0008656135	0.0010044363
CTC-228N24.1	0	0	8.92538379150304E-005	0.0002332362	9.57304231284702E-005	0	0.0001212856	0.0002164034	0.000083703
CTC-228N24.3	0.0057259714	0.0320772716	0.0342734738	0.0297376093	0.0306337354	0.0325181758	0.0282595512	0.035381952	0.0344856449
CTC-232P5.1	0.0024539877	0.0008347245	0.000535523	0.0009329446	9.57304231284702E-005	0.0005287508	0.000970285	0.0015148236	0.0002511091
CTC-232P5.3	0.0020449898	0	0	0	0	0	0	0.0001082017	0
CTC-236F12.4	0	0	0	0.0004664723	0	0.0001321877	0	0	0
CTC-241F20.3	0.0040899796	0.0066777963	0.003837915	0.0065306122	0.0041164082	0.003172505	0.0070345664	0.0038952608	0.0023436846
CTC-241F20.4	0	0.0001192464	0	0	0	0	0.0001212856	0	0
CTC-241N9.1	0	0.0017886954	0.0017850768	0.0024489796	0.0016274172	0.002247191	0.0024257126	0.0016230253	0.0030970118
CTC-246B18.10	0.0081799591	0.0005962318	0.0013388076	0.0037317784	0.0022975302	0.0014540648	0.0016979988	0.0009738152	0.0030970118
CTC-248O19.1	0	0.0002384927	0.0001785077	0.0001166181	9.57304231284702E-005	0.0002643754	0.0003638569	0.0002164034	0.0002511091
CTC-250I14.3	0	0	0	0	0	0	0.0001212856	0	0
CTC-250I14.6	0.0298568507	0.0029811591	0.0115137451	0.0124781341	0.0127321463	0.0218109716	0.0115221346	0.0072495131	0.0118021261
CTC-251D13.1	0.000408998	0	0	0.0002332362	9.57304231284702E-005	0.0001321877	0.0001212856	0.0002164034	0.0002511091
CTC-254B4.1	0	0	0	0	0	0	0.0001212856	0	0
CTC-260E6.6	0	0.0011924636	0.0002677615	0.0002332362	0.000670113	0.0002643754	0.0015767132	0.0014066219	0.0002511091
CTC-265F19.3	0	0	0	0	0	0.0001321877	0	0	0.000167406
CTC-273B12.10	0	0.0014309564	0.0036594074	0.0066472303	0.0050737124	0.0048909451	0.0002425713	0.0053018827	0.0046873692
CTC-273B12.6	0.000408998	0.0003577391	0	0.0003498542	0	0	0	0	0
CTC-281F24.1	0	0.0001192464	0	0.0002332362	0.0001914608	0.0001321877	0	0	0
CTC-297N7.1	0	0.0001192464	8.92538379150304E-005	0	9.57304231284702E-005	0	0	0.0001082017	0.000083703
CTC-297N7.5	0.000408998	0.00393513	0.0006247769	0.0006997085	0.0027761823	0.0011896894	0.0025469982	0.0018394287	0.004017745
CTC-297N7.8	0.0008179959	0.0015502027	0.0006247769	0.0018658892	0.0002871913	0.0002643754	0.0010915706	0.0005410084	0.0009207332
CTC-301O7.4	0.0016359918	0.0032196518	0.0013388076	0.0011661808	0.0007658434	0.0011896894	0.0025469982	0.0015148236	0.0015066544
CTC-308K20.1	0	0.0001192464	0	0.0001166181	0	0.0001321877	0.0002425713	0.0001082017	0.0002511091
CTC-308K20.2	0	0	0	0	0	0.0001321877	0	0	0
CTC-325H20.2	0	0	0	0	0	0	0	0	0.000167406
CTC-325J23.2	0	0	0	0	0	0.0001321877	0	0	0
CTC-325J23.3	0	0	0.0002677615	0	0	0.0001321877	0	0	0
CTC-329D1.2	0	0.0003577391	8.92538379150304E-005	0.0001166181	9.57304231284702E-005	0.0003965631	0.0002425713	0	0.0004185151
CTC-332L22.1	0	0.0011924636	0.0020528383	0.0008163265	0.0011487651	0.0014540648	0.0006064281	0.0007574118	0.0006696242
CTC-338M12.1	0	0	8.92538379150304E-005	0	0	0	0	0	0
CTC-338M12.2	0.000408998	0.0001192464	0	0.0005830904	0.0002871913	0.0002643754	0.0003638569	0	0.000167406
CTC-338M12.4	0.0020449898	0.0064393036	0.0050874688	0.0062973761	0.0041164082	0.0043621943	0.004244997	0.0033542523	0.0033481209
CTC-338M12.5	0.0057259714	0.0044121154	0.005533738	0.0106122449	0.0059352862	0.0055518837	0.0098241358	0.011793984	0.011718423
CTC-338M12.6	0.0008179959	0.0002384927	0.0003570154	0.0001166181	0.0001914608	0.0002643754	0.0002425713	0	0.0003348121
CTC-338M12.9	0	0.0001192464	0	0	0	0	0	0	0
CTC-350I8.1	0.0008179959	0.0015502027	0.0011602999	0.0016326531	0.0010530347	0.0003965631	0.0007277138	0.0006492101	0.0005022181
CTC-360G5.6	0	0.0001192464	8.92538379150304E-005	0.0004664723	0.0002871913	0.0001321877	0.0001212856	0	0.000083703
CTC-365E16.1	0	0.0001192464	0.0001785077	0.0002332362	0	0.0001321877	0.0002425713	0.0001082017	0.000167406
CTC-366B18.2	0	0	0	0	9.57304231284702E-005	0	0.0002425713	0.0001082017	0
CTC-366B18.4	0.000408998	0.0002384927	8.92538379150304E-005	0.0004664723	9.57304231284702E-005	0.0003965631	0.0002425713	0.0002164034	0.0005022181
CTC-367J11.1	0.000408998	0	0	0	0	0	0	0	0
CTC-378H22.1	0.0049079755	0.0159790126	0.002766869	0.0038483965	0.0026804518	0.0047587574	0.0066707095	0.0029214456	0.003682933
CTC-378H22.2	0.0044989775	0.0128786072	0.0037486612	0.0034985423	0.002488991	0.0059484468	0.0067919951	0.0029214456	0.0031807148
CTC-379B2.4	0	0	0	0.0001166181	0	0	0	0	0
CTC-425F1.4	0.0012269939	0.0002384927	0.0004462692	0.0003498542	0.0004786521	0.0005287508	0.0003638569	0	0.0002511091
CTC-428G20.3	0	0.0009539709	0.000535523	0.0003498542	0	0.0003965631	0.0008489994	0.0004328068	0.0002511091
CTC-428G20.6	0.0016359918	0.0027426663	0.0001785077	0.0001166181	0.0001914608	0	0	0.0001082017	0.0003348121
CTC-428H11.2	0.0012269939	0.0007154782	0.0008925384	0.0010495627	0.0004786521	0.0005287508	0.0010915706	0.0006492101	0.0007533272
CTC-429P9.1	0	0.0001192464	8.92538379150304E-005	0.0001166181	0	0	0.0001212856	0	0
CTC-429P9.2	0	0	8.92538379150304E-005	0	0	0	0	0	0
CTC-429P9.4	0	0	0	0	9.57304231284702E-005	0	0.0001212856	0	0
CTC-431G16.2	0	0	0	0	0	0	0.0001212856	0	0
CTC-435M10.3	0	0	0	0	0	0	0.0001212856	0	0
CTC-444N24.11	0.0016359918	0.00524684	0.0014280614	0.0057142857	0.0013402259	0.0009253139	0.0043662826	0.0041116641	0.0035992299
CTC-444N24.13	0.000408998	0.0001192464	8.92538379150304E-005	0.0005830904	0.0002871913	0	0.0002425713	0.0002164034	0.000167406
CTC-444N24.6	0	0.0009539709	0.0012495537	0.0004664723	0.0004786521	0.0003965631	0.0004851425	0.0008656135	0.0017577635
CTC-444N24.8	0	0.0007154782	0.0001785077	0.0008163265	0.0010530347	0.0005287508	0.0018192844	0.0007574118	0.0016740604
CTC-448D22.1	0	0.0003577391	8.92538379150304E-005	0	9.57304231284702E-005	0	0.0002425713	0.0001082017	0.000167406
CTC-453G23.8	0	0	0	0.0001166181	0.0001914608	0	0	0	0
CTC-454I21.3	0	0.0001192464	0.0003570154	0.0006997085	0.0001914608	0.0005287508	0.0006064281	0.0004328068	0.0006696242
CTC-458I2.2	0	0	0	0	9.57304231284702E-005	0.0001321877	0	0	0.000083703
CTC-459F4.1	0	0.0005962318	8.92538379150304E-005	0.0005830904	0.0001914608	0	0	0.0001082017	0.0007533272
CTC-459F4.3	0.0024539877	0.00787026	0.0041949304	0.0064139942	0.0041164082	0.0060806345	0.0041237113	0.0037870591	0.0062777266
CTC-459I6.1	0	0	0.0009817922	0.0003498542	0.0010530347	0.0015862525	0.0001212856	0.0014066219	0.0021762786
CTC-461F20.1	0	0.0002384927	8.92538379150304E-005	0.0005830904	0.0002871913	0	0	0.0002164034	0.0004185151
CTC-462L7.1	0	0.0002384927	0.000535523	0	0	0	0.0002425713	0	0.000083703
CTC-467M3.1	0	0.0001192464	0	0	0	0	0	0	0
CTC-471F3.6	0	0.0001192464	0	0	0	0	0	0	0
CTC-479C5.10	0.000408998	0.0001192464	0.0001785077	0.0001166181	0.0002871913	0	0	0.0001082017	0
CTC-479C5.12	0.0871165644	0.0345814453	0.0382898965	0.0296209913	0.0295807007	0.0383344349	0.0642813827	0.0321359013	0.0235205491
CTC-482H14.5	0	0.0002384927	0	0	0	0	0	0.0001082017	0
CTC-487M23.5	0	0.0002384927	0	0	9.57304231284702E-005	0	0.0002425713	0	0
CTC-487M23.8	0	0.0004769855	0.0001785077	0.0002332362	9.57304231284702E-005	0.0001321877	0.0013341419	0.0008656135	0.000083703
CTC-490G23.2	0	0	8.92538379150304E-005	0	0	0	0	0	0
CTC-492K19.4	0.000408998	0	0	0.0001166181	9.57304231284702E-005	0	0.0006064281	0	0.000167406
CTC-493L21.2	0	0.0001192464	0	0	0	0	0	0	0
CTC-498J12.3	0	0	8.92538379150304E-005	0.0001166181	0	0	0.0003638569	0.0003246051	0.0003348121
CTC-501O10.1	0	0	8.92538379150304E-005	0	0	0	0	0.0002164034	0.000083703
CTC-503J8.4	0	0.0001192464	8.92538379150304E-005	0.0001166181	0	0.0002643754	0.0001212856	0	0.000083703
CTC-503J8.6	0.0106339468	0.0064393036	0.0041056765	0.0097959184	0.0045950603	0.0034368804	0.0084899939	0.006924908	0.0061940236
CTC-505O3.3	0	0	0	0.0001166181	0	0	0.0001212856	0	0
CTC-506B8.1	0	0	8.92538379150304E-005	0	0	0.0001321877	0	0	0
CTC-507E2.1	0	0	0	0.0001166181	0	0	0	0	0
CTC-508F8.1	0	0.0003577391	0.0006247769	0.0004664723	0.0009573042	0.0005287508	0.0003638569	0.0001082017	0.0005022181
CTC-518P12.6	0	0	8.92538379150304E-005	0	0	0.0001321877	0.0001212856	0	0
CTC-523E23.1	0	0	0.0001785077	0	9.57304231284702E-005	0	0.0008489994	0.0002164034	0
CTC-523E23.11	0	0.0298115907	0.0712245627	0.0781341108	0.0681600613	0.0771976206	0.0600363857	0.071413114	0.061940236
CTC-523E23.4	0	0.0003577391	0.0006247769	0.0005830904	0.0004786521	0.0007931262	0.0014554275	0.0001082017	0.0007533272
CTC-523E23.8	0	0.0001192464	0	0	9.57304231284702E-005	0	0	0	0.0002511091
CTC-524C5.2	0.0065439673	0.0176484617	0.0312388433	0.0218075802	0.0215393452	0.0245869134	0.0190418435	0.0246699849	0.0279568092
CTC-527H23.3	0.0008179959	0	8.92538379150304E-005	0.0004664723	0.0003829217	0	0.0001212856	0.0009738152	0.0004185151
CTC-534A2.2	0.0008179959	0.0029811591	0.0045519457	0.0052478134	0.0035420257	0.0042300066	0.0129775622	0.006600303	0.0031807148
CTC-537E7.3	0	0	0	0	0	0	0.0006064281	0.0001082017	0
CTC-548K16.1	0	0	0.0001785077	0.0002332362	0	0	0	0.0001082017	0
CTC-548K16.2	0	0.0003577391	8.92538379150304E-005	0.0002332362	0	0.0001321877	0.0008489994	0.0005410084	0.0002511091
CTC-548K16.5	0.000408998	0.0001192464	8.92538379150304E-005	0.0001166181	9.57304231284702E-005	0.0002643754	0.0004851425	0	0.000083703
CTC-550B14.7	0	0.0008347245	0.0003570154	0.0006997085	0.0005743825	0.0001321877	0.00194057	0.0007574118	0.000167406
CTC-550B14.8	0	0	0	0	0	0	0.0004851425	0	0
CTC-559E9.4	0	0	0	0.0001166181	0	0	0	0	0
CTC-564N23.2	0	0	0	0	0	0	0.0001212856	0	0
CTC-756D1.2	0	0	8.92538379150304E-005	0	0	0	0	0	0
CTC1	0.0012269939	0.0075125209	0.0083006069	0.0095626822	0.0090943902	0.0088565763	0.0082474227	0.0099545553	0.0093747384
CTCF	0.0073619632	0.0352969234	0.0191003213	0.0219241983	0.0158912502	0.0190350297	0.0577319588	0.035706557	0.0165731983
CTD-2001C12.1	0	0.0004769855	0	0	0	0	0.0001212856	0	0.000083703
CTD-2002J20.1	0	0	8.92538379150304E-005	0	0	0.0001321877	0	0.0001082017	0
CTD-2006H14.2	0	0	0.0002677615	0.0003498542	0.0003829217	0.0001321877	0.0003638569	0.0003246051	0.000167406
CTD-2006K23.1	0.0171779141	0	0	0	0	0	0	0	0
CTD-2006K23.2	0	0.0004769855	8.92538379150304E-005	0.0003498542	0.0002871913	0.0006609385	0	0	0.000167406
CTD-2007H13.3	0.0085889571	0.0004769855	0.000535523	0.0011661808	0.0004786521	0.0005287508	0.0076409945	0.0004328068	0.0012555453
CTD-2007L18.5	0.000408998	0	0	0	0	0	0	0	0
CTD-2008L17.2	0	0	0	0	0	0	0	0.0001082017	0
CTD-2012J19.3	0.0012269939	0.0002384927	0	0.0002332362	0.0001914608	0.0001321877	0.0003638569	0	0.0002511091
CTD-2012K14.2	0.0008179959	0	0	0	0	0	0	0	0
CTD-2012K14.3	0.000408998	0.0001192464	0	0.0001166181	0	0	0	0	0.000083703
CTD-2012K14.6	0.000408998	0.0007154782	0.0021420921	0.0020991254	0.0009573042	0.0010575017	0.0026682838	0.0010820169	0.0012555453
CTD-2012K14.7	0.0024539877	0.0025041736	0.0017850768	0.0025655977	0.0025847214	0.0019828156	0.0014554275	0.0015148236	0.0019251695
CTD-2013N24.2	0	0	0.0006247769	0.0002332362	0	0.0007931262	0.0006064281	0.0001082017	0.000167406
CTD-2014B16.3	0	0	0	0	0	0.0001321877	0	0.0001082017	0.000083703
CTD-2015H6.3	0.0012269939	0	0.0024098536	0.0018658892	0.0022975302	0.0013218771	0	0.0015148236	0.0020088725
CTD-2017C7.1	0	0	8.92538379150304E-005	0	0	0.0002643754	0.0002425713	0	0
CTD-2017C7.2	0	0.0005962318	0	0	9.57304231284702E-005	0.0001321877	0.0001212856	0	0
CTD-2017D11.1	0.000408998	0.0031004054	0.0018743306	0.0020991254	0.0014359563	0.0005287508	0.0023044269	0.0022722354	0.0015903574
CTD-2020K17.1	0.0159509202	0.0083472454	0.00883613	0.0143440233	0.0113919204	0.0080634501	0.0107944209	0.0153646397	0.0171591194
CTD-2020K17.3	0	0.0003577391	0.0007140307	0.0008163265	0.0014359563	0.0010575017	0.0003638569	0.0015148236	0.0014229514
CTD-2020K17.4	0	0.0062008109	0.0153516601	0.0191253644	0.0219222669	0.0132187707	0.0057004245	0.0240207747	0.0297982757
CTD-2021H9.3	0	0.0001192464	0.0002677615	0.0011661808	0.0008615738	0.0015862525	0.0008489994	0.0006492101	0.0006696242
CTD-2023M8.1	0	0.0001192464	0	0.0001166181	0	0	0.0001212856	0.0001082017	0.000083703
CTD-2024I7.13	0	0	0	0	9.57304231284702E-005	0	0.0001212856	0	0
CTD-2026D20.2	0	0.0001192464	8.92538379150304E-005	0.0001166181	0	0.0001321877	0	0	0
CTD-2026G6.3	0	0	0	0.0001166181	0	0.0001321877	0	0	0
CTD-2026K11.2	0	0.0001192464	0	0.0001166181	9.57304231284702E-005	0.0001321877	0.0001212856	0.0001082017	0.0003348121
CTD-2026K11.3	0	0.0001192464	0	0	0	0.0001321877	0.0003638569	0	0
CTD-2031P19.3	0.0020449898	0.0005962318	0.0008925384	0.0012827988	0.0019146085	0.0018506279	0.0012128563	0.001731227	0.0022599816
CTD-2031P19.5	0	0	8.92538379150304E-005	0.0001166181	0	0	0	0	0.000167406
CTD-2033A16.1	0	0.0001192464	0	0	0	0	0	0	0
CTD-2033A16.3	0	0	0.0002677615	0.0003498542	0	0.0006609385	0.0001212856	0.0003246051	0.000083703
CTD-2033C11.1	0	0.0005962318	0.0008032845	0	0.0009573042	0.0001321877	0.0008489994	0.0006492101	0.0005022181
CTD-2033D15.1	0	0	8.92538379150304E-005	0	0	0	0.0003638569	0	0
CTD-2034I4.2	0	0.0005962318	0	0	9.57304231284702E-005	0	0.0001212856	0.0001082017	0.000167406
CTD-2035E11.3	0.0732106339	0.0292153589	0.0381113888	0.0813994169	0.0228795711	0.0700594845	0.2492419648	0.054100844	0.0290449485
CTD-2035E11.4	0	0.0007154782	0.0018743306	0.0025655977	0.0022017997	0.0019828156	0.0013341419	0.0009738152	0.0018414665
CTD-2035E11.5	0	0.0008347245	0.0008032845	0.0006997085	0.0016274172	0.0006609385	0.0003638569	0.0004328068	0.0012555453
CTD-2036P10.3	0	0.0001192464	0	0	9.57304231284702E-005	0.0001321877	0.0002425713	0	0.000167406
CTD-2037K23.2	0.0085889571	0.0288576198	0.0340057122	0.0290379009	0.0310166571	0.0318572373	0.0423286841	0.0386280026	0.030886415
CTD-2044J15.1	0	0	0	0	0	0.0002643754	0	0	0
CTD-2044J15.2	0.000408998	0.0001192464	0	0	0	0	0	0.0001082017	0
CTD-2047H16.4	0	0	8.92538379150304E-005	0.0001166181	0	0.0001321877	0.0001212856	0.0004328068	0
CTD-2054N24.2	0	0.0005962318	0.0001785077	0.0002332362	0.0004786521	0	0.0003638569	0.0005410084	0.0005022181
CTD-2066L21.3	0	0	0	0	9.57304231284702E-005	0	0.0001212856	0	0.000167406
CTD-2072I24.1	0	0	0	0	9.57304231284702E-005	0	0	0.0001082017	0
CTD-2081C10.7	0	0.0001192464	0	0.0002332362	0.0001914608	0	0	0	0.000083703
CTD-2083E4.6	0	0.0002384927	0	0	0	0.0002643754	0.0006064281	0	0.000083703
CTD-2085J24.4	0.000408998	0.0001192464	0.0001785077	0.0002332362	9.57304231284702E-005	0.0001321877	0	0.0001082017	0.000083703
CTD-2086O20.3	0	0.0001192464	0	0.0001166181	0.0001914608	0.0002643754	0.0008489994	0.0001082017	0.0003348121
CTD-2090I13.1	0.000408998	0.0003577391	0.0004462692	0.0005830904	9.57304231284702E-005	0.0002643754	0.0001212856	0.0001082017	0.0005022181
CTD-2105E13.13	0	0.0003577391	0.0001785077	0	9.57304231284702E-005	0.0001321877	0.0003638569	0.0003246051	0.000167406
CTD-2113L7.1	0	0	0	0.0002332362	0	0.0001321877	0.0001212856	0	0.000167406
CTD-2116F7.1	0	0	8.92538379150304E-005	0.0001166181	0	0.0001321877	0.0001212856	0	0
CTD-2116N17.1	0	0.0002384927	0	0	0	0	0.0001212856	0	0
CTD-2116N20.1	0	0	0.0002677615	0.0001166181	0.0008615738	0.0002643754	0	0.0004328068	0.0005022181
CTD-2118P12.1	0	0	0	0	9.57304231284702E-005	0	0	0	0
CTD-2126E3.3	0.000408998	0	8.92538379150304E-005	0	0	0.0002643754	0.0003638569	0.0001082017	0.000083703
CTD-2126E3.4	0	0	0	0	0	0	0	0	0.000083703
CTD-2134A5.3	0	0	0	0	0	0.0001321877	0	0	0
CTD-2135D7.2	0	0	0	0.0001166181	0.0001914608	0	0	0	0.000083703
CTD-2135D7.5	0.0008179959	0	0	0	0	0	0	0	0
CTD-2145A24.3	0	0	8.92538379150304E-005	0	0	0	0	0	0
