0.15	0.32	0.42	0.11
0.05	0.38	0.31	0.26
0.13	0.79	0.08	0.0
0.18	0.66	0.06	0.1
0.28	0.54	0.01	0.17
0.14	0.05	0.6	0.21
0.74	0.0	0.16	0.1
0.26	0.2	0.54	0.0
0.02	0.28	0.0	0.7
0.66	0.23	0.11	0.0
0.02	0.35	0.47	0.16
0.56	0.08	0.19	0.17
0.1	0.05	0.74	0.11
0.88	0.06	0.03	0.03
0.04	0.15	0.61	0.2
0.56	0.06	0.32	0.06
0.25	0.2	0.02	0.53
0.51	0.23	0.18	0.08
0.07	0.3	0.58	0.05
0.52	0.08	0.23	0.17
0.04	0.92	0.01	0.03
0.63	0.28	0.01	0.08
0.42	0.0	0.01	0.57
0.03	0.2	0.16	0.61
0.08	0.29	0.37	0.26
0.04	0.8	0.01	0.15
0.05	0.88	0.06	0.01
0.01	0.4	0.53	0.06
0.02	0.97	0.0	0.01
0.14	0.0	0.2	0.66
0.35	0.11	0.13	0.41
0.39	0.51	0.03	0.07
0.01	0.05	0.08	0.86
0.13	0.78	0.0	0.09
0.15	0.0	0.14	0.71
0.46	0.4	0.05	0.09
0.34	0.33	0.15	0.18
0.1	0.0	0.01	0.89
0.17	0.47	0.31	0.05
0.2	0.0	0.01	0.79
0.23	0.06	0.65	0.06
0.64	0.04	0.2	0.12
0.05	0.59	0.25	0.11
0.18	0.24	0.31	0.27
0.54	0.22	0.12	0.12
0.03	0.17	0.04	0.76
0.1	0.44	0.4	0.06
0.07	0.02	0.05	0.86
0.04	0.63	0.29	0.04
0.16	0.04	0.02	0.78
0.18	0.03	0.04	0.75
0.02	0.04	0.06	0.88
0.05	0.86	0.01	0.08
0.06	0.6	0.15	0.19
0.45	0.38	0.05	0.12
0.13	0.27	0.51	0.09
0.04	0.12	0.6	0.24
0.55	0.41	0.02	0.02
0.01	0.16	0.29	0.54
0.49	0.18	0.24	0.09
0.46	0.29	0.03	0.22
0.47	0.15	0.11	0.27
0.33	0.06	0.33	0.28
0.68	0.03	0.1	0.19
0.03	0.75	0.17	0.05
0.0	0.0	0.99	0.01
0.67	0.21	0.09	0.03
0.35	0.14	0.44	0.07
0.02	0.27	0.08	0.63
0.5	0.37	0.02	0.11
0.4	0.27	0.28	0.05
0.08	0.06	0.25	0.61
0.31	0.03	0.63	0.03
0.0	0.12	0.22	0.66
0.06	0.5	0.23	0.21
0.78	0.02	0.19	0.01
0.07	0.14	0.28	0.51
0.02	0.05	0.89	0.04
0.04	0.19	0.16	0.61
0.12	0.57	0.04	0.27
0.04	0.03	0.52	0.41
0.3	0.02	0.0	0.68
0.01	0.0	0.0	0.99
0.21	0.26	0.44	0.09
0.21	0.28	0.1	0.41
0.13	0.37	0.36	0.14
0.32	0.18	0.41	0.09
0.52	0.19	0.19	0.1
0.78	0.04	0.13	0.05
0.06	0.47	0.21	0.26
0.95	0.02	0.01	0.02
0.06	0.05	0.53	0.36
0.0	0.15	0.77	0.08
0.01	0.29	0.05	0.65
0.04	0.13	0.43	0.4
0.44	0.1	0.36	0.1
0.44	0.22	0.07	0.27
0.24	0.41	0.1	0.25
0.01	0.74	0.15	0.1
0.1	0.28	0.61	0.01
0.38	0.26	0.14	0.22
0.29	0.35	0.35	0.01
0.06	0.1	0.08	0.76
0.75	0.02	0.22	0.01
0.99	0.0	0.0	0.01
0.3	0.04	0.45	0.21
0.39	0.4	0.1	0.11
0.63	0.08	0.01	0.28
0.02	0.8	0.13	0.05
0.07	0.2	0.01	0.72
0.29	0.51	0.07	0.13
0.23	0.74	0.0	0.03
0.19	0.02	0.02	0.77
0.4	0.47	0.1	0.03
0.0	0.05	0.79	0.16
0.6	0.38	0.0	0.02
0.19	0.01	0.53	0.27
0.07	0.68	0.19	0.06
0.18	0.76	0.04	0.02
0.66	0.13	0.05	0.16
0.24	0.14	0.02	0.6
0.02	0.01	0.83	0.14
0.82	0.02	0.09	0.07
0.12	0.87	0.0	0.01
0.28	0.03	0.0	0.69
