Gene	HD30PBMC0	HD30PBMC1	HD30PBMC3	HD30PBMC7	HD31PBMC0	HD31PBMC1	HD31PBMC3	HD31PBMC7
LIME1	0.714099	0.665714	0.831361	0.868577	0.763173	0.647658	0.853304	1.0
LRMP	0.11273	0.085192	0.098419	0.093432	0.111042	0.121566	0.099801	0.084669
LST1	1.0	0.989146	0.923717	0.91715	0.935092	0.899213	0.923717	0.918204
LTA	0.026685	0.027904	0.027842	0.029733	0.027416	0.031202	0.029478	0.033196
LTB	0.622094	0.63391	0.691156	0.709617	0.78051	0.723052	0.739803	0.783443
LTC4S	0.013544	0.025342	0.021055	0.029276	0.018928	0.021919	0.024264	0.013428
LY86	0.307224	0.269425	0.269201	0.218618	0.347569	0.401364	0.366308	0.359784
LY9	0.615001	0.5165	0.780531	0.860443	0.633527	0.722996	0.779696	0.842867
MAGEA11	0.1134	0.111632	0.1136	0.106126	0.099067	0.113964	0.112552	0.108207
MAK	0.026886	0.022707	0.025765	0.025225	0.037598	0.029067	0.033748	0.026759
MAN1A1	0.02635	0.022448	0.023942	0.028027	0.02749	0.023892	0.016195	0.024903
MANEA	0.11253	0.10197	0.120178	0.114197	0.098012	0.100792	0.10096	0.109026
MAP3K13	0.197056	0.179475	0.166215	0.187609	0.154906	0.166258	0.179611	0.194985
MAP4K1	0.489764	0.442957	0.546314	0.618365	0.412884	0.404454	0.472003	0.515598
MAP4K2	0.925422	0.756077	0.914524	1.0	0.707629	0.700097	0.884952	0.936376
MAP9	0.423723	0.391219	0.452421	0.461442	0.461442	0.44433	0.454739	0.423532
MARCO	0.100215	0.218672	0.095625	0.086832	0.097184	0.104137	0.076329	0.078382
MAST1	0.075522	0.065839	0.070999	0.070454	0.073564	0.066634	0.066383	0.058249
MBL2	0.090227	0.09125	0.090414	0.090185	0.083755	0.086562	0.091742	0.087048
MEFV	0.63536	1.0	0.577082	0.431175	0.655297	0.490939	0.646421	0.556221
MEP1A	0.00863	0.012255	0.01104	0.0	0.007922	0.010188	0.000697	0.008736
MGAM	0.010064	0.011497	0.010331	0.010561	0.017465	0.013127	0.013662	0.013298
MICAL3	0.265577	0.266241	0.277984	0.301298	0.29244	0.28395	0.255698	0.288584
MMP12	5.2e-05	3.5e-05	3.5e-05	3.4e-05	0.0	9e-06	7.5e-05	0.0
MMP25	0.064382	0.088106	0.0582	0.081528	0.212768	0.079968	0.078514	0.132388
MMP9	5.5e-05	0.000141	0.0	0.000121	0.000702	0.000441	0.000449	0.000513
MNDA	0.493288	0.493288	0.446497	0.403328	0.519286	0.493847	0.526113	0.442339
MROH7	0.060984	0.044956	0.034431	0.038149	0.021448	0.020188	0.042468	0.017695
MS4A1	0.037588	0.023877	0.036552	0.074044	0.168267	0.207133	0.104517	0.09508
MS4A2	0.012919	0.010472	0.014966	0.018061	0.020037	0.018686	0.022283	0.022789
MS4A3	0.065142	0.066674	0.072048	0.070252	0.102288	0.123911	0.093696	0.108071
MS4A6A	0.523022	0.474802	0.471887	0.401237	0.462501	0.482852	0.510948	0.467271
MSC	0.0	0.003343	0.00263	0.001979	0.002394	0.002092	0.002999	0.001979
MXD1	0.202058	0.208397	0.115645	0.112229	0.284412	0.164387	0.110981	0.123813
MYB	0.001453	0.000543	0.001562	0.000102	0.0	0.00181	0.002272	0.00194
MZB1	0.013434	0.013969	0.013594	0.09692	0.019193	0.01964	0.010228	0.031141
NAALADL1	0.290111	0.36992	0.320829	0.350898	0.236474	0.231493	0.302551	0.300561
NCF2	0.417305	0.443326	0.380581	0.326504	0.427738	0.398732	0.419607	0.385062
NCR3	0.141791	0.191499	0.130403	0.162712	0.103491	0.100224	0.104873	0.153684
NFE2	0.315123	0.513093	0.274548	0.29131	0.444576	0.335739	0.552509	0.414869
NIPSNAP3B	0.007065	0.006873	0.00376	0.00436	0.007933	0.011101	0.007055	0.009421
NKG7	0.976883	1.0	0.958788	0.969919	0.646745	0.595098	0.679795	0.755452
NLRP3	0.316506	0.377611	0.285076	0.243799	0.388184	0.391356	0.295725	0.241187
NMBR	0.008215	0.008375	0.007686	0.008975	0.007179	0.00961	0.010455	0.010076
NME8	0.190104	0.162026	0.179811	0.172115	0.172388	0.166491	0.181135	0.168334
NOD2	0.642515	1.0	0.584436	0.517084	0.583423	0.498946	0.762532	0.570759
NOX3	0.039641	0.038069	0.036204	0.039522	0.035097	0.041317	0.043514	0.043446
NPAS1	0.103086	0.08355	0.093735	0.093132	0.093905	0.098744	0.066653	0.073898
NPL	0.145047	0.149554	0.110856	0.094608	0.177554	0.170697	0.198983	0.140242
NR4A3	0.000541	0.00039	0.00029	0.000463	0.000216	0.0	0.000279	0.000865
NTN3	0.016939	0.085578	0.067013	0.016945	0.093972	0.068064	0.098538	0.068196
NTRK1	0.024494	0.028658	0.028401	0.02703	0.028619	0.026619	0.028451	0.026764
ORC1	0.049121	0.050694	0.055622	0.050724	0.042526	0.049223	0.064276	0.046723
OSM	0.038259	0.041721	0.040338	0.03353	0.102308	0.079016	0.038011	0.06097
P2RX1	0.136445	0.132538	0.103043	0.115623	0.249611	0.221381	0.25206	0.253929
P2RX5	0.03068	0.030673	0.035492	0.062121	0.10018	0.098051	0.064702	0.067813
P2RY10	0.085759	0.071316	0.080715	0.097996	0.12479	0.130488	0.135106	0.143046
P2RY13	0.07564	0.094198	0.074607	0.064799	0.192905	0.147721	0.170885	0.1243
P2RY14	0.00532	0.004295	0.004503	0.00532	0.00572	0.005285	0.004199	0.004677
P2RY2	0.089765	0.133501	0.084023	0.081133	0.084792	0.079978	0.078682	0.082738
PADI4	0.479794	0.328403	0.329452	0.363822	0.723311	0.472153	1.0	0.830623
PAQR5	0.055628	0.062594	0.062526	0.066532	0.065077	0.062865	0.067854	0.067444
PASK	0.011464	0.008094	0.017278	0.023301	0.024525	0.032362	0.040819	0.038762
PAX7	3e-05	7.4e-05	0.00302	0.0	0.001597	0.000201	0.001549	0.000858
PBXIP1	0.812019	0.657856	0.876735	0.992085	0.890652	0.869151	0.909959	1.0
PCDHA5	0.04378	0.042574	0.042533	0.043762	0.046322	0.04443	0.045505	0.044182
PDCD1	0.005128	0.005682	0.0	0.009058	0.000353	6e-06	0.003736	0.003257
PDCD1LG2	0.020894	0.026897	0.020777	0.020502	0.034416	0.021886	0.018897	0.026307
PDE6C	0.71796	0.712118	0.695801	0.759012	0.724846	0.733375	0.716754	0.632044
PDK1	0.083903	0.086248	0.100214	0.103481	0.103757	0.105	0.11761	0.116399
PGLYRP1	0.042252	0.047786	0.051772	0.052698	0.114044	0.099596	0.061446	0.079364
PIK3IP1	0.893581	0.609338	0.940234	1.0	0.653185	0.758309	0.849526	0.890051
PKD2L2	0.073832	0.076207	0.090697	0.073489	0.073495	0.100672	0.087344	0.087261
PLA1A	0.0	0.002968	0.003015	0.00388	0.005316	0.002984	9e-06	0.004574
PLA2G7	0.024739	0.030676	0.016965	0.015667	0.020151	0.021426	0.021723	0.02204
PLCH2	0.305046	0.260982	0.288367	0.33071	0.179636	0.158741	0.199703	0.252815
PLEKHF1	0.13555	0.194047	0.127012	0.1434	0.063577	0.056199	0.10507	0.088734
PLEKHG3	0.281669	0.302682	0.223798	0.222486	0.140717	0.110969	0.127609	0.159584
PMCH	7.8e-05	0.001513	0.000202	7.8e-05	0.001916	0.000103	0.000219	8.2e-05
PNOC	0.012355	0.011318	0.010868	0.01466	0.013175	0.011141	0.011281	0.012711
PPBP	0.198925	0.164096	0.395277	0.191469	0.243904	0.356125	0.087457	0.061744
PPFIBP1	0.253772	0.236518	0.246912	0.234781	0.250761	0.253049	0.236602	0.257309
PRF1	0.414578	0.423241	0.361342	0.357021	0.162825	0.113333	0.15498	0.196744
PRG2	0.001868	0.001849	0.002036	0.001608	0.001885	0.00202	0.001722	0.001838
PRR5L	0.220179	0.204143	0.167201	0.164524	0.113617	0.092781	0.091245	0.104843
PSG2	0.000505	0.000505	0.000183	0.0005	0.0	0.000538	0.000863	0.000639
PTGDR	0.126038	0.143754	0.114191	0.1184	0.035684	0.034983	0.042489	0.048427
PTGER2	0.245543	0.209174	0.222644	0.204551	0.211988	0.26122	0.169784	0.244784
PTGIR	0.100456	0.135012	0.08828	0.090624	0.076078	0.083117	0.095979	0.102464
PTPRCAP	0.797879	0.954389	0.872766	1.0	0.864856	0.847852	0.899731	0.97229
PTPRG	0.166012	0.180792	0.157682	0.179295	0.157726	0.14641	0.151362	0.149279
PVRIG	0.200248	0.21229	0.1973	0.228458	0.123456	0.106339	0.176685	0.199645
QPCT	0.067683	0.077637	0.067156	0.053778	0.137395	0.094783	0.150095	0.12113
RAB27B	0.076526	0.071614	0.071347	0.066072	0.060367	0.071403	0.063226	0.051189
RALGPS2	0.057537	0.046561	0.058469	0.069268	0.100001	0.115083	0.072351	0.080848
RASA3	0.929177	0.741533	0.965508	1.0	0.685145	0.709749	0.754409	0.85226
RASGRP2	0.897426	0.875486	0.942317	1.0	0.895328	0.861626	0.901173	0.970174
RASGRP3	0.033633	0.027636	0.026274	0.029837	0.034642	0.035539	0.029309	0.029328
RASSF4	0.982421	1.0	0.757034	0.708113	0.733662	0.668597	0.795788	0.690537
RCAN3	0.629833	0.400623	0.920367	0.830594	0.709096	1.0	0.8896	0.744994
REN	0.000571	0.000745	0.000931	0.000571	0.0	0.000667	0.001912	0.000661
RENBP	0.392761	0.631795	0.249496	0.332694	0.223696	0.22652	0.21821	0.35527
REPS2	0.029229	0.03	0.030875	0.029411	0.031949	0.033364	0.032337	0.032732
RGS1	0.003497	0.003336	0.002472	0.003934	0.006481	0.00702	0.0	0.001409
RGS13	0.003943	0.003847	0.004723	0.005758	0.00586	0.004914	0.004908	0.005754
RNASE2	0.126754	0.150961	0.081326	0.066961	0.239868	0.242285	0.306573	0.247523
RNASE6	0.332274	0.23037	0.269882	0.231768	0.215618	0.188862	0.255999	0.213388
RPL10L	0.000666	0.00045	0.001153	0.000666	0.001078	0.027131	0.0	0.021122
RRP12	0.15141	0.240992	0.167166	0.169427	0.3374	0.324031	0.280567	0.259341
RRP9	0.314308	0.390667	0.335322	0.36182	0.33914	0.291812	0.313159	0.345471
RSAD2	0.000563	0.001721	0.001919	0.00014	0.003795	0.003389	0.00048	0.0
RYR1	0.012592	0.012988	0.009939	0.010913	0.009369	0.009933	0.010096	0.00888
S100A12	0.786924	0.858137	0.786924	0.667554	0.987323	0.896034	0.970802	0.830576
S1PR5	0.856329	1.0	0.612996	0.684739	0.211459	0.13625	0.198535	0.271048
SAMSN1	0.022591	0.008341	0.015308	0.010092	0.020285	0.020881	0.021605	0.017775
SCN9A	0.093502	0.085378	0.076961	0.088981	0.093086	0.086589	0.083836	0.091011
SEC31B	0.798149	0.714756	0.904649	1.0	0.538044	0.596901	0.616133	0.586132
SELL	0.865157	0.78531	0.925383	0.893573	0.896283	0.921765	0.965523	0.899822
SERGEF	0.667436	0.818045	0.780071	0.787615	0.617453	0.637569	0.635272	0.714533
SH2D1A	0.113401	0.065391	0.103503	0.103019	0.091713	0.097099	0.101427	0.097704
SIGLEC1	0.009727	0.01664	0.010064	0.007685	0.009698	0.010184	0.006359	0.005558
SIK1	0.010821	0.013212	0.008934	0.009815	0.013296	0.013689	0.002755	0.005019
SIRPG	0.125624	0.129454	0.175416	0.19714	0.165913	0.212591	0.242154	0.238245
SIT1	0.096987	0.088942	0.131754	0.147178	0.12236	0.130902	0.168084	0.193413
SKA1	0.190924	0.185935	0.167889	0.167163	0.188232	0.184571	0.172215	0.168848
SKAP1	0.187106	0.134389	0.220464	0.213433	0.174869	0.178155	0.178072	0.21286
SLAMF1	0.019381	0.016046	0.021713	0.030339	0.036113	0.039311	0.036972	0.038282
SLAMF8	0.016116	0.030439	0.015842	0.016178	0.017703	0.019629	0.015517	0.016913
SLC12A1	0.261339	0.341982	0.314978	0.295669	0.416813	0.310539	0.308958	0.319876
SLC12A8	0.074456	0.065021	0.071703	0.066141	0.067535	0.071847	0.074811	0.069546
SLC15A3	0.137211	0.2525	0.124146	0.112942	0.166834	0.145704	0.153469	0.176821
SLC2A6	0.135737	0.211086	0.10353	0.106146	0.1334	0.109008	0.10574	0.117524
SLC7A10	0.013154	0.006997	0.009306	0.013036	0.017877	0.012263	0.016781	0.007706
SLCO5A1	0.004675	0.003159	0.001799	0.004325	0.003511	0.004537	0.001662	0.004313
SMPD3	0.052789	0.054492	0.05245	0.060419	0.044451	0.045436	0.043672	0.048779
SMPDL3B	0.175202	0.176688	0.152446	0.177624	0.136932	0.16123	0.181821	0.1612
SOCS1	0.025893	0.026034	0.024262	0.032911	0.040279	0.035398	0.030731	0.034433
SP140	0.120684	0.116803	0.127048	0.151308	0.164923	0.16436	0.121541	0.133751
SPAG4	0.005521	0.006848	0.00667	0.004616	0.007329	0.006393	0.006079	0.006048
SPIB	0.028054	0.029081	0.029444	0.04173	0.04389	0.04348	0.031528	0.039191
SPOCK2	0.711788	0.605603	0.819496	0.907435	0.80904	0.784699	0.869004	1.0
SSX1	0.051079	0.132054	0.132318	0.050773	0.12568	0.136406	0.148154	0.050931
ST3GAL6	0.069085	0.064818	0.06058	0.056995	0.076764	0.076866	0.085911	0.070587
ST6GALNAC4	0.042959	0.045796	0.031007	0.051207	0.009365	0.009635	0.012511	0.025522
ST8SIA1	0.012188	0.012157	0.012238	0.01271	0.013505	0.01358	0.012977	0.013662
STAP1	0.022111	0.01773	0.024454	0.031294	0.027442	0.032485	0.023034	0.019907
STEAP4	0.180817	0.203375	0.16578	0.135253	0.297642	0.249597	0.339039	0.205766
STXBP6	0.046896	0.000187	0.040334	0.000191	0.002376	0.038844	0.0	0.029729
TBX21	0.378036	0.380521	0.313855	0.285599	0.077307	0.045609	0.083076	0.0968
TCF7	0.799956	0.653169	0.936929	0.909456	0.850631	0.965812	1.0	0.993884
TCL1A	0.015274	0.01535	0.016161	0.029036	0.016577	0.015319	0.011239	0.011546
TEC	0.237945	0.22237	0.236455	0.220937	0.202163	0.219295	0.211813	0.228096
TEP1	0.834889	1.0	0.829006	0.814202	0.853266	0.868833	0.81486	0.6629
TGM5	0.003822	0.002304	0.000771	0.00593	0.008861	0.0	0.002038	0.00554
TLR2	0.707165	0.700183	0.677146	0.661996	0.791557	0.802321	1.0	0.730377
TLR7	0.085768	0.103876	0.095943	0.087867	0.103852	0.114464	0.097017	0.082668
TLR8	0.233301	0.238063	0.182384	0.156793	0.239188	0.247465	0.26945	0.212097
TMEM156	0.111621	0.113175	0.12201	0.153746	0.167792	0.181558	0.172237	0.1659
TMEM255A	0.030224	0.028013	0.027407	0.035064	0.036925	0.036102	0.03777	0.034559
TNFAIP6	0.000101	0.000377	5e-06	0.0	0.002296	0.001276	0.001273	0.001488
TNFRSF10C	0.024878	0.035165	0.022987	0.023724	0.121543	0.038955	0.02979	0.033467
TNFRSF11A	0.042364	0.04062	0.041483	0.050456	0.021757	0.026476	0.031805	0.028066
TNFRSF13B	0.003461	0.012886	0.0	0.025974	0.03124	0.028179	0.015383	0.028154
TNFRSF17	0.006176	0.006422	0.00708	0.012628	0.009424	0.010466	0.008817	0.009632
TNFRSF4	0.043426	0.064475	0.04135	0.04604	0.041833	0.037281	0.048317	0.049066
TNFSF14	0.044127	0.049811	0.046769	0.052288	0.045316	0.039758	0.06416	0.05171
TNIP3	0.026115	0.02339	0.030668	0.028815	0.033772	0.032259	0.033334	0.030998
TPSAB1	0.000313	0.000724	0.000486	0.000598	0.00051	0.000295	0.000569	0.000936
TRAF4	0.161432	0.196377	0.196547	0.2189	0.185838	0.175927	0.18989	0.178072
TRAT1	0.245725	0.140178	0.290113	0.242579	0.373879	0.40309	0.358833	0.307195
TREM1	0.051927	0.045638	0.036032	0.032282	0.235596	0.151551	0.047508	0.066362
TREM2	0.002566	0.002389	0.002527	0.001713	0.000129	7.4e-05	0.0	0.001945
TREML2	0.055555	0.064883	0.056787	0.065203	0.069895	0.066382	0.056362	0.059232
TRIB2	0.315931	0.203192	0.36743	0.37502	0.285051	0.30898	0.363381	0.346874
TRPM4	0.171937	0.194429	0.170889	0.160706	0.141516	0.123714	0.152122	0.15678
TRPM6	0.041724	0.049283	0.047054	0.048779	0.06825	0.056938	0.047688	0.049901
TSHR	0.06109	0.082328	0.059976	0.089182	0.056466	0.038549	0.067689	0.08138
TTC38	0.329927	0.372765	0.259993	0.232369	0.065487	0.050209	0.080721	0.103325
TXK	0.951652	0.613857	1.0	0.952252	0.411349	0.582362	0.665029	0.492167
TYR	0.002486	0.002468	0.002416	0.0024	0.002197	0.002504	0.002793	0.002536
UBASH3A	0.207751	0.187268	0.280805	0.346006	0.182295	0.227287	0.241886	0.280374
UGT1A8	0.000662	0.000598	0.000449	0.000637	0.0	0.000706	0.001517	0.000752
UPK3A	0.346435	0.353624	0.38888	0.295216	0.329239	0.294906	0.344763	0.333698
VILL	0.553833	0.566523	0.562219	0.650804	0.50973	0.444479	0.491166	0.627498
VNN1	0.095603	0.075722	0.073194	0.073289	0.095065	0.090536	0.096768	0.086049
VNN2	0.148535	0.123015	0.112656	0.085085	0.247374	0.213407	0.222882	0.199083
VNN3	0.040988	0.035017	0.029612	0.031306	0.049245	0.039727	0.037336	0.037675
VPREB3	0.011945	0.018293	0.019118	0.024083	0.030406	0.022293	0.014985	0.021144
WNT5B	0.04402	0.05824	0.05473	0.061565	0.046385	0.047077	0.053581	0.049427
WNT7A	0.230777	0.199857	0.227517	0.228415	0.236989	0.240356	0.217417	0.233414
ZAP70	0.929109	0.956227	0.941844	1.0	0.77446	0.737578	0.821013	0.873081
ZBP1	0.778046	1.0	0.845251	0.752408	0.657898	0.434718	0.378077	0.444344
ZBTB10	0.048059	0.047296	0.052002	0.048939	0.048609	0.052624	0.048895	0.049178
ZBTB32	0.188097	0.191395	0.175095	0.23571	0.259753	0.267344	0.255558	0.281081
ZFP36L2	0.918232	0.832558	0.83621	0.943125	0.857227	0.887129	0.887129	1.0
ZNF135	0.36784	0.39227	0.370523	0.383526	0.259544	0.26923	0.241639	0.234766
ZNF165	0.004494	0.00363	0.003428	0.004292	0.00511	0.004171	0.004013	0.00521
ZNF222	0.18565	0.157122	0.174075	0.177696	0.161168	0.154663	0.185103	0.171462
ZNF286A	0.099071	0.087619	0.091623	0.094762	0.098081	0.105199	0.094002	0.095908
ZNF324	0.201586	0.219639	0.197486	0.223204	0.203614	0.18081	0.189618	0.21121
ZNF442	0.144095	0.127264	0.180261	0.126079	0.182479	0.134005	0.189196	0.156796
