Symbol	Monocytes_CD14+CD16-	Dendritic_cells_(BDCA1+)	Dendritic_cells_(BDCA3+)	Dendritic_cells_(plasmacytoid+)	T_cells_(CD4+)	T_cells_(CD8+)	NK_cells	Neutrophils	B_cells
NPC1	177.6875	155.75	311.166667	3656.166667	201.909091	260.884615	403.25	159.8	87.75
NRP1	16.0625	12.416667	28.083333	802.833333	11.045455	11.038462	11.833333	11.6	10.5
NT5E	17.75	19.833333	18.75	18.666667	40.818182	92.115385	17.333333	22.6	365.75
OASL	217.875	61.25	50.583333	32.5	113.454546	1265.884615	399.666667	831.8	76.25
OCIAD2	105.3125	263.416667	428.25	899.666667	1678.5	2218.384615	862.5	150.0	610.75
ODF2L	32.75	21.5	26.416667	36.666667	153.136364	395.730769	127.083333	33.4	186.5
OLFM4	9.375	8.75	8.5	9.333333	59.0	59.307692	9.75	34.4	9.5
OLIG1	766.875	13.083333	9.0	11.833333	15.136364	12.5	10.25	266.6	13.0
OXNAD1	96.4375	85.583333	87.75	107.5	1396.636364	1642.384615	231.416667	88.6	156.75
P2RX5	90.875	243.75	130.083333	150.833333	320.272727	219.153846	176.333333	84.4	2812.0
P2RY10	35.1875	97.333333	133.166667	73.833333	315.409091	783.346154	115.5	628.2	1405.0
PACSIN1	34.25	33.25	139.833333	2159.5	61.545455	37.0	307.083333	42.6	31.75
PADI4	295.3125	26.083333	22.0	22.333333	22.454545	30.576923	22.833333	252.0	39.25
PAPD5	351.9375	314.166667	208.083333	163.833333	526.590909	924.923077	5399.833333	470.8	231.25
PDGFC	449.125	281.25	212.333333	386.166667	15.045455	15.653846	13.083333	31.8	20.75
PDK4	408.375	587.5	83.833333	15.833333	16.045455	13.730769	33.75	117.6	29.25
PDLIM1	99.4375	1081.166667	1001.5	137.333333	69.227273	137.615385	380.25	285.6	2296.75
PFKFB2	43.8125	56.833333	95.0	1894.666667	34.136364	26.0	50.333333	97.6	34.75
PFN2	45.8125	33.166667	42.583333	32.833333	205.272727	301.538462	132.666667	51.6	96.0
PGAP1	23.0625	28.583333	118.333333	17.666667	81.409091	362.692308	31.416667	35.2	20.0
PHLDA2	62.625	372.75	203.0	17.5	12.909091	8.730769	46.833333	21.4	8.0
PI3	96.8125	41.083333	39.25	30.833333	31.318182	38.153846	29.833333	2519.8	47.0
PIK3IP1	385.625	175.0	109.416667	149.833333	3818.727273	3296.730769	2244.5	326.4	458.25
PKHD1L1	10.5625	14.166667	12.833333	14.0	9.045455	10.038462	10.416667	14.0	128.25
PKIB	9.5625	227.583333	98.583333	9.833333	8.045455	9.269231	9.666667	8.8	9.75
PKP2	13.0625	21.166667	99.833333	8.0	9.045455	8.692308	10.0	10.6	9.25
PLA2G7	435.25	211.333333	123.166667	22.5	15.590909	20.0	15.166667	21.0	24.75
PLCB1	441.6875	34.083333	18.166667	49.666667	63.045455	55.461538	415.75	42.6	36.5
PLS3	11.0	71.666667	201.416667	495.333333	13.363636	10.769231	13.25	12.4	11.5
PNOC	78.0	34.5	76.166667	662.333333	25.954545	40.538462	27.5	36.4	1281.75
PON2	151.125	1787.166667	1690.666667	1152.833333	72.636364	73.692308	370.333333	24.2	36.75
POU2AF1	26.5	108.333333	32.416667	24.833333	74.909091	45.615385	21.166667	27.2	2027.0
PPBP	785.9375	17.416667	16.0	28.166667	118.136364	175.807692	48.5	1238.2	1705.5
PPM1J	55.1875	119.166667	681.916667	1081.833333	45.181818	47.538462	49.416667	57.6	70.5
PROK2	354.375	11.25	12.083333	13.5	21.681818	96.384615	45.333333	3864.2	20.5
PRSS23	30.25	22.333333	34.083333	22.666667	33.954545	165.153846	787.416667	32.4	38.25
PTGDS	162.875	166.333333	1103.75	8398.0	290.454546	259.769231	3047.25	149.4	139.25
PTGS1	234.8125	1344.25	745.25	186.333333	53.318182	58.615385	60.083333	189.4	110.5
PTGS2	150.125	117.833333	55.0	17.833333	12.045455	12.961538	13.25	4525.6	13.0
PVRIG	58.8125	46.333333	40.75	49.333333	1431.272727	804.615385	352.0	109.0	552.75
PYHIN1	8.625	9.083333	8.083333	7.833333	295.863636	267.230769	704.583333	12.4	39.75
RAB30	36.125	34.666667	36.583333	32.166667	39.909091	148.846154	51.583333	32.6	335.75
RAB7B	41.9375	44.083333	734.5	51.5	35.772727	37.807692	24.916667	49.8	44.25
RARRES3	699.4375	359.666667	189.166667	83.333333	1885.363636	3490.230769	1450.583333	213.2	942.75
RASD1	103.375	197.333333	404.083333	4110.166667	81.818182	100.307692	106.75	84.2	93.5
RASGRP1	29.0	27.333333	34.166667	19.666667	2632.227273	1817.346154	1690.666667	140.6	325.25
RASGRP3	19.75	80.166667	142.5	33.666667	32.0	28.5	23.833333	20.6	275.75
RASSF4	878.0625	1839.666667	1081.416667	33.333333	25.636364	32.192308	395.75	24.6	26.25
RBMS3	9.3125	9.25	18.833333	162.833333	12.909091	10.230769	9.75	10.6	10.5
RBP7	1573.8125	35.25	31.083333	27.666667	33.454545	30.653846	42.916667	783.6	45.75
RGS7	10.625	8.083333	15.916667	290.5	10.363636	11.115385	8.666667	10.6	14.0
RHOH	54.0625	114.0	105.416667	238.0	1633.545455	1612.923077	1876.583333	268.0	1957.0
RIN2	863.625	227.916667	56.166667	30.333333	21.090909	21.038462	20.916667	34.8	25.0
RNASE2	1132.4375	392.5	37.416667	41.0	56.909091	72.307692	27.75	666.4	48.5
RNF165	9.625	8.833333	10.416667	38.833333	9.409091	11.115385	277.083333	8.8	10.5
ROBO1	20.375	128.75	454.5	27.166667	17.227273	22.5	17.166667	17.0	19.25
RORA	11.5	13.0	13.583333	42.0	312.090909	1898.461538	2176.0	25.0	28.5
RPL36	3924.75	1650.25	1447.583333	1039.333333	7666.909091	7893.5	5886.666667	392.0	7257.25
RRAS2	15.6875	25.166667	27.083333	43.166667	92.454545	166.615385	244.916667	22.0	488.0
RTN1	913.6875	2789.416667	458.916667	32.666667	17.772727	13.769231	32.083333	79.4	13.25
S100A12	9831.9375	191.583333	20.75	21.166667	470.681818	353.192308	195.416667	7258.4	237.75
S100A8	21463.6875	2911.0	335.666667	275.5	2894.590909	2695.653846	1372.5	21078.4	5939.25
S100A9	19279.0	1445.416667	214.583333	112.0	1135.090909	1030.153846	698.833333	15283.0	600.0
S100B	18.75	183.25	383.0	14.166667	14.636364	78.653846	25.75	16.4	19.25
S100P	626.125	33.25	29.583333	53.0	69.272727	122.038462	47.75	6481.2	37.75
S1PR1	24.3125	24.333333	21.833333	33.0	186.681818	365.230769	196.583333	34.6	52.75
S1PR5	38.5625	46.75	40.166667	40.666667	48.272727	275.038462	2677.0	57.2	37.0
SCML1	64.25	171.083333	252.75	49.833333	127.681818	489.384615	235.166667	51.4	63.5
SCML4	19.5	13.833333	13.916667	13.166667	1165.0	496.346154	303.916667	185.8	58.5
SCN3A	12.1875	9.416667	10.083333	12.833333	9.545455	13.730769	8.75	10.2	170.5
SCN9A	9.8125	25.833333	54.083333	282.833333	9.5	9.961538	10.75	12.4	11.5
SERPINF1	121.8125	713.416667	1826.083333	6939.333333	83.772727	74.5	55.916667	63.4	94.75
SH2D1A	62.5625	56.166667	57.833333	54.333333	405.5	2064.615385	398.666667	84.6	85.25
SIRPG	33.75	23.75	29.083333	39.5	585.954546	255.961539	21.0	41.2	49.5
SIRT2	58.8125	54.583333	46.5	50.333333	70.272727	69.076923	1066.5	147.2	38.5
SKAP1	49.0	37.833333	35.833333	33.0	1015.454545	477.961539	672.666667	61.6	233.5
SKI	61.125	33.416667	37.5	31.0	99.181818	1174.0	287.333333	323.0	80.0
SLAMF1	30.6875	25.0	20.416667	22.0	120.363636	213.307692	21.833333	27.2	194.25
SLAMF6	127.375	63.416667	61.0	68.0	663.772727	606.038462	75.333333	163.8	1278.0
SLAMF8	75.0625	508.916667	1032.833333	23.0	16.181818	27.538462	24.0	19.6	22.75
SLC22A4	227.4375	61.083333	30.916667	18.166667	25.227273	34.884615	17.416667	1306.4	26.5
SLC41A2	12.4375	315.5	398.083333	448.333333	11.636364	12.653846	12.333333	11.8	15.0
SLC46A2	522.3125	58.25	38.583333	29.833333	29.727273	29.192308	22.583333	33.6	35.75
SLC7A7	4668.875	1513.166667	608.166667	154.5	135.363636	106.461539	129.0	1049.2	540.0
SLFN13	9.75	12.833333	14.416667	9.666667	21.090909	18.269231	225.833333	14.4	10.0
SLFN5	60.0	32.666667	27.5	30.166667	347.181818	400.269231	43.333333	35.4	46.75
SMPD3	39.8125	48.166667	103.25	773.333333	37.772727	34.615385	30.583333	87.0	64.25
SMPDL3A	362.875	20.083333	15.5	18.166667	17.590909	16.653846	21.416667	43.0	14.0
SNX8	86.3125	365.083333	400.916667	83.0	26.590909	24.346154	32.75	30.2	60.0
SPATS2L	131.875	1681.583333	1726.25	433.666667	126.363636	92.884615	128.833333	64.0	44.25
SPIB	51.625	247.916667	294.833333	1746.5	47.545455	59.653846	33.5	56.8	1021.25
SPOCK2	121.875	113.166667	193.083333	139.333333	3460.090909	2125.730769	1757.916667	302.6	346.75
SPON2	83.6875	87.333333	104.583333	273.666667	102.363636	289.423077	3226.333333	85.0	89.25
SRPX	15.0	13.333333	52.916667	788.666667	16.318182	17.038462	14.583333	14.4	22.25
SSPN	15.1875	13.666667	19.25	12.5	13.227273	15.461538	10.0	55.4	147.25
ST7	34.875	159.333333	453.083333	161.166667	28.727273	56.230769	72.666667	14.0	20.0
ST8SIA1	8.375	12.833333	10.333333	8.833333	36.272727	128.0	11.583333	9.2	8.75
STAB1	868.6875	110.833333	64.5	43.333333	75.772727	85.846154	60.5	79.4	105.25
STAP1	18.8125	26.416667	25.5	92.333333	36.681818	30.769231	64.833333	24.8	1189.75
STAT4	35.9375	47.916667	65.583333	302.333333	962.181818	1914.384615	1379.25	72.6	61.75
STEAP4	59.875	13.666667	12.5	10.666667	11.045455	10.923077	10.916667	1139.4	13.5
STMN3	70.9375	170.75	174.416667	111.5	1722.227273	395.692308	269.583333	99.6	119.5
SWAP70	244.1875	803.75	525.5	211.166667	41.590909	40.269231	159.666667	145.2	1399.75
SYTL2	15.75	12.25	11.75	12.0	27.136364	85.923077	32.0	14.2	18.25
TACSTD2	52.5625	63.083333	1712.166667	23.166667	19.954545	32.961538	24.666667	70.4	18.0
TBC1D12	133.6875	373.916667	323.333333	52.333333	20.090909	20.230769	62.083333	20.2	31.25
TBC1D4	92.1875	130.75	128.666667	559.333333	1023.363636	165.0	27.833333	44.8	57.0
TBX21	53.9375	36.0	37.333333	32.666667	121.136364	418.576923	1527.75	76.6	80.25
TCF4	173.1875	414.166667	1327.333333	7055.666667	83.0	56.769231	481.5	60.4	2328.0
TCL1A	53.8125	106.666667	736.75	7120.166667	56.545455	121.615385	31.833333	53.8	4646.25
TGFBR3	52.0	49.0	49.583333	245.166667	564.863636	1462.923077	2851.166667	90.8	59.75
THEMIS	9.0	8.416667	8.416667	9.333333	569.0	459.769231	10.333333	20.4	9.25
THRB	20.6875	21.833333	210.083333	21.5	16.181818	20.692308	15.25	20.4	23.0
TIGIT	21.625	17.75	20.75	32.833333	126.090909	198.846154	86.5	31.4	42.5
TJP2	219.5	165.25	877.833333	278.5	83.045455	28.269231	65.083333	70.0	14.5
TKT	5251.4375	963.583333	456.666667	305.333333	630.727273	292.730769	480.666667	4618.8	558.0
TKTL1	24.375	21.0	19.25	22.5	134.5	182.5	1385.75	146.8	35.25
TLE1	24.375	63.166667	42.333333	167.0	43.590909	84.192308	2371.916667	67.6	121.25
TLR10	33.875	107.5	195.583333	165.333333	24.363636	33.269231	22.75	183.0	833.5
TLR3	10.4375	35.333333	189.0	9.166667	12.954545	18.730769	25.916667	10.6	10.75
TLR4	625.3125	69.166667	28.25	14.833333	18.636364	17.923077	11.0	1727.2	35.25
TLR7	195.875	108.5	183.083333	1324.166667	14.409091	12.038462	12.333333	13.2	90.75
TMEM14A	33.9375	323.5	2279.75	581.5	421.909091	233.384615	199.083333	46.6	474.5
TMEM170B	768.375	334.166667	67.583333	679.5	29.818182	22.884615	28.416667	225.6	17.0
TMEM176B	2826.8125	511.666667	280.666667	40.333333	135.227273	47.115385	30.666667	81.4	173.0
TNFAIP6	193.3125	24.75	19.083333	18.0	20.772727	27.923077	25.333333	2984.0	37.25
TNFRSF10C	87.3125	29.25	31.333333	28.666667	34.181818	32.038462	28.0	1834.6	45.0
TNFRSF17	13.0	15.083333	29.666667	483.833333	14.272727	18.884615	13.25	14.0	904.25
TNFRSF21	39.5625	230.75	653.916667	3448.5	35.681818	36.269231	96.833333	32.8	35.0
TOB1	508.75	5119.833333	1598.0	829.166667	990.045455	406.384615	426.916667	683.8	44.0
TOX2	14.375	11.916667	30.333333	419.666667	29.636364	15.461538	51.5	34.6	9.0
TPM2	29.0	70.166667	174.0	2436.5	165.727273	40.153846	137.083333	34.0	69.75
TRAC	136.875	97.583333	107.583333	97.0	7316.227273	5333.384615	117.75	405.0	990.5
TRAT1	11.3125	7.833333	8.5	9.5	1952.454545	633.038462	13.0	32.2	20.5
TREM1	1235.5625	350.583333	30.083333	29.666667	40.181818	41.038462	33.083333	9067.6	65.75
TRIB2	45.125	121.916667	37.833333	22.166667	2119.818182	300.115385	858.666667	67.4	540.0
TSPAN13	17.9375	312.833333	2099.083333	8597.833333	52.954545	28.461538	43.416667	134.2	874.5
TSPAN33	220.4375	1289.75	2604.5	299.666667	146.818182	129.423077	149.916667	181.4	321.25
TST	299.75	906.083333	756.666667	83.166667	41.863636	41.153846	65.083333	443.6	38.25
TTC39A	30.625	24.333333	33.0	581.0	27.0	33.384615	26.25	29.4	43.75
TXK	13.875	14.416667	11.166667	11.166667	693.727273	404.461539	928.25	25.6	20.5
UBASH3A	18.5625	21.666667	21.583333	19.333333	384.590909	111.846154	14.166667	25.0	20.25
UGCG	101.5	625.25	1144.75	6868.0	664.045455	390.230769	477.416667	432.2	329.0
VASH2	7.6875	7.75	24.166667	372.333333	7.772727	7.346154	8.166667	7.2	8.0
VCAN	5398.0	370.5	23.916667	28.333333	58.363636	85.961538	63.916667	150.8	89.75
VEGFA	333.125	1016.083333	132.083333	27.0	12.136364	17.576923	171.0	272.4	12.25
VNN2	1889.9375	111.916667	137.666667	80.333333	195.954546	194.923077	157.916667	9557.2	414.25
VNN3	195.25	37.916667	40.333333	38.833333	31.272727	38.423077	29.75	3165.2	46.5
VPREB3	50.4375	75.25	45.5	43.333333	36.863636	74.230769	29.916667	50.0	2955.0
VPS37B	162.75	46.916667	32.416667	21.833333	141.227273	80.461538	1301.083333	811.0	71.0
VSTM1	212.0625	20.583333	19.0	13.0	14.818182	15.653846	14.5	186.6	15.75
XCL1	38.0	27.0	27.583333	31.833333	76.272727	1361.653846	3842.083333	44.0	54.75
YES1	15.3125	11.666667	15.333333	43.333333	49.227273	141.846154	1475.833333	39.8	26.25
YPEL1	26.0625	20.916667	35.833333	151.0	50.318182	51.653846	603.5	29.8	25.0
ZAP70	37.625	26.416667	31.333333	35.166667	1905.454545	353.423077	1013.083333	66.8	33.0
ZBTB16	71.375	20.5	23.916667	17.0	65.5	45.538462	572.333333	36.8	40.25
ZBTB46	38.25	401.0	394.583333	54.5	24.545455	26.961538	29.75	44.8	24.25
ZEB1	7.8125	10.833333	27.416667	19.333333	50.909091	96.269231	14.583333	68.8	15.0
ZNF430	266.875	106.083333	108.166667	129.833333	872.181818	1257.961538	577.333333	412.2	933.0
ZNF503	158.375	387.5	304.25	21.0	15.0	19.769231	87.666667	24.6	21.25
ZNF711	10.8125	20.166667	518.583333	185.166667	29.227273	36.384615	116.666667	11.4	35.75
ZNF827	48.375	55.083333	174.166667	178.166667	159.227273	1829.846154	933.833333	49.8	396.0
ZNF836	56.8125	36.75	26.333333	30.333333	84.727273	375.807692	370.0	26.6	160.5
