Bleh	CD4.positive..alpha.beta.T.cell	CD14.positive..CD16.negative.classical.monocyte	mature.neutrophil	cytotoxic.CD56.dim.natural.killer.cell	memory.B.cell	CD38.negative.naive.B.cell	macrophage	memory.CD4.positive.alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
MS4A3	0.002379	0.008403	0.282626	0.00105	0.0	0.0	0.001073	0.0	0.0
MS4A6A	0.000434	1.0	0.055076	7.6e-05	0.0	0.00031	0.022653	0.000942	0.000331
MSR1	1.2e-05	0.019062	0.000151	7.5e-05	0.003252	9.2e-05	1.0	4.3e-05	0.0
MTMR11	0.008866	1.0	0.004797	0.007807	0.0	0.0	0.014583	0.001903	0.00389
MZB1	0.028907	0.000967	0.001292	0.009305	0.58829	0.239662	0.0	0.002438	0.008723
NCAM1	0.0	0.003619	0.004279	1.0	0.00026	0.001538	0.001226	0.000558	0.005323
NCAPH	1.5e-05	0.000713	0.003717	0.005074	0.000346	0.0	1.0	0.003562	0.010763
NCR1	0.000645	0.003177	0.053924	1.0	0.001284	0.000654	0.0	0.000305	0.011434
NCS1	0.001011	0.0	0.002621	0.025513	0.0	0.0	1.0	0.000737	0.005838
NEFL	0.105947	0.000939	0.002891	0.0	0.0	0.0	0.000584	1.0	0.011879
NELL2	1.0	0.005248	0.001011	0.002155	0.000933	0.0	0.0	0.300398	0.481908
NES	0.019989	0.000513	0.003313	0.0	0.0	0.007307	1.0	0.0	0.0
NID1	0.009235	0.37027	0.004096	0.0	0.0	0.001624	0.028306	0.000971	0.0
NKG7	0.002421	0.002708	0.001915	1.0	0.000648	0.000587	0.0	0.010041	0.282615
NLGN4Y	0.002491	0.003949	0.007047	0.036916	0.0	0.0	0.026073	0.0	1.0
NLRP3	0.000828	1.0	0.070053	0.001389	0.000173	0.0	0.011868	0.006434	0.00222
NMUR1	0.001101	0.000305	0.002477	1.0	0.0	0.000809	0.011966	0.004897	0.078889
NOG	0.797063	0.000773	0.000745	0.0	0.0	0.0	0.0	0.014612	0.007164
NPAS2	0.328281	0.002572	0.002345	0.0	0.0	0.0	0.0799	0.02836	0.007129
NPDC1	0.043418	0.00749	0.004827	0.00041	0.0	0.0	0.003618	0.628537	0.12116
NRCAM	0.442207	0.001809	0.032187	0.0	0.007636	0.017126	0.148784	0.0	0.017311
NRP1	0.004166	0.020302	0.000134	0.0	0.0	0.0	1.0	0.00026	0.0
NT5E	0.023372	0.00043	0.000645	0.001579	0.159073	1.0	0.0	0.04321	0.032746
NTN4	0.132409	0.001634	0.027042	0.005623	0.0	0.0	0.0	1.0	0.47168
NTNG1	0.003026	0.001856	0.007326	0.047658	1.0	0.179932	0.0	0.0	0.0
NUPR1	0.000202	0.000458	0.003979	0.0	0.0	0.0	1.0	0.00201	0.000426
NXPH4	0.006998	0.0	0.004129	0.012246	0.838133	0.104982	0.002277	0.0	0.0
OLFM1	0.000503	0.962148	0.0102	0.0	0.0	0.005014	0.00631	0.0	0.0
OLFM4	0.0	0.000921	0.751135	0.004112	0.007529	0.005409	0.0	0.0	0.0
OSBPL10	0.000683	0.001436	0.000122	0.002121	1.0	0.79585	0.0	0.000531	0.00032
OSR2	0.000434	1.0	0.057675	0.026678	0.0	0.0	0.0	0.0	0.061705
OTX1	0.000165	0.0	1.0	0.002701	0.020526	0.011307	0.0	0.0	0.0
PACSIN1	0.021783	0.0027	0.002852	0.012439	0.019928	0.0	0.0	0.033492	0.212278
PANX2	0.00048	0.025353	1.0	0.000664	0.0	0.0	0.000877	0.000585	0.0
PAQR5	0.000148	8.4e-05	0.048578	0.000791	0.0	0.0	1.0	0.0	0.0
PARM1	0.004878	0.018882	0.001356	0.001354	0.216862	1.0	0.015365	0.0	0.0
PAX5	2.5e-05	0.000416	0.000112	0.00151	0.679951	1.0	0.0	0.0	0.0
PCDH1	0.008642	0.000202	0.001058	1.0	0.0	0.0	0.025733	0.0	0.073056
PCDH9	0.007723	0.001367	0.001851	0.012138	0.087562	1.0	0.0	0.001485	0.001376
PCSK1N	0.047809	0.000581	0.005395	0.0	0.0	0.0	0.004625	0.28588	0.179013
PDCD1	0.01454	0.004885	0.004181	0.008758	0.021667	0.0	0.006767	0.427089	1.0
PDGFD	0.001756	0.000556	0.004422	1.0	0.002995	0.001786	0.0	0.004283	0.121176
PHOSPHO1	0.0	0.001764	1.0	0.003281	0.000819	0.000407	0.006517	0.000111	0.001
PI16	0.06311	0.00054	0.012346	0.010165	0.016264	0.060396	0.0	1.0	0.07608
PID1	0.0	1.0	0.003999	0.001424	0.0	0.00162	0.005896	0.0	0.0
PKIG	0.005642	0.001622	0.00066	0.0	1.0	0.985332	0.004611	0.000925	0.00228
PLD4	0.000626	0.057639	0.002834	0.000881	1.0	0.199299	0.010715	0.00027	0.0
PLEKHG1	0.002486	0.000651	0.009689	0.0014	1.0	0.892378	0.0	0.007785	0.033975
PLEKHG5	0.276413	0.000999	0.005003	0.011124	0.014619	0.007942	0.0	0.510466	0.133892
PLEKHG7	0.003732	0.000209	0.005843	0.013934	1.0	0.085953	0.001568	0.0	0.006706
PLEKHH2	0.483793	0.001041	0.00685	0.0	0.032971	0.031131	0.000426	0.075316	0.02216
PLIN4	0.0	0.003841	1.0	0.000594	0.002417	0.003264	0.023569	0.000784	0.000811
PLIN5	0.002871	0.027339	1.0	0.0	0.00384	0.0	0.000201	0.002184	0.005146
PLXDC1	1.0	0.006441	0.004682	0.060008	0.0	0.001279	0.001015	0.124376	0.130178
PNOC	0.000848	0.029927	0.001129	0.001134	1.0	0.769903	0.000176	0.000422	0.0
PNPLA3	0.009139	0.000362	0.003199	0.008938	0.0	0.0	0.847403	0.0	0.0
POU2AF1	0.008295	0.002346	0.000768	0.001578	0.945943	1.0	0.0	0.003808	0.000564
PPARG	0.000872	0.013526	0.003175	0.0	0.0	0.001247	1.0	0.004597	0.000646
PPP1R14A	0.00293	0.00485	0.002024	0.007179	0.9542	0.378555	0.0	0.0	0.0
PRF1	0.002475	0.000602	0.000557	1.0	0.000538	0.000495	0.0	0.010552	0.202972
PRLR	0.0	0.936537	0.027554	0.0	0.0238	0.017658	0.046371	0.0	0.0
PRSS23	0.003073	0.000849	0.002159	1.0	0.0	0.000351	0.004294	0.002173	0.149831
PRSS30P	0.001723	0.00144	0.001023	1.0	0.001606	0.0	0.007087	0.001263	0.054153
PRSS35	0.003683	0.000835	0.008238	0.008226	0.0	0.0	0.017188	0.045979	0.438613
PRSS57	0.013269	0.028116	0.041477	1.0	0.0	0.0	0.004024	0.002856	0.003096
PTGDR	0.003216	0.001183	0.00752	1.0	0.001121	0.000535	0.0	0.026581	0.145214
PTPN13	0.010526	0.050611	0.002785	0.0	0.0	0.002203	0.087617	1.0	0.035108
PTPRG	0.029937	0.0	0.011676	0.101367	1.0	0.098235	0.002748	0.003223	0.011352
PTPRK	0.027166	0.000266	0.000157	0.002699	0.483484	1.0	0.0	0.004007	0.004327
RAPGEF5	0.012327	0.0	0.002357	0.009913	0.198236	1.0	0.00531	0.003594	0.012883
RARRES1	0.00021	0.000385	0.025548	0.000713	0.0	0.0	1.0	0.004572	0.0
RCAN2	0.010385	0.006195	0.016925	0.338259	0.0	0.0	0.0	0.148941	1.0
RDM1	0.008588	0.0	0.002602	0.118562	0.0	0.0	0.020265	0.01689	0.258978
RETN	0.002461	0.753308	0.088469	0.0	0.0	0.0	0.001972	0.002766	0.0
RFPL2	0.126915	0.048965	0.008575	0.0	0.0	0.0	0.054501	0.526651	0.036317
RGS20	8.8e-05	0.0	0.001715	0.0	0.0	0.003227	1.0	0.002009	0.002066
RNASE2	0.000146	0.452205	0.044792	0.000441	0.0	0.0	0.00034	0.0	0.0
RNF128	0.000157	0.0	0.001023	0.0	0.0	0.002256	1.0	0.003949	0.0
RNF157	1.0	0.003767	0.005951	0.073618	0.000718	0.004537	0.0	0.343256	0.113765
RNF165	0.016392	0.00455	0.028368	1.0	0.0	0.0	0.004231	0.031736	0.007316
RNF175	0.432045	0.022037	0.109851	0.0	0.0	0.002578	6.1e-05	0.00689	0.0
RORC	0.017523	0.000515	0.002552	0.002075	0.0	0.0	0.000211	1.0	0.233836
S100P	0.000342	0.025203	1.0	0.000652	0.0	8.5e-05	0.014108	0.001174	0.000434
S1PR5	0.001128	0.000542	0.000508	1.0	0.000476	0.000149	0.0	0.002339	0.177054
SCGB3A1	0.284661	0.02265	0.001749	0.0	0.0	0.0	0.001081	1.0	0.044195
SCIN	0.006256	0.012859	0.002194	0.0	0.002693	0.002728	1.0	0.00113	0.001677
SCN3A	0.002546	1.1e-05	0.001023	0.000815	0.026722	1.0	0.0	0.0	0.0
SDS	5.7e-05	0.005799	0.000195	0.0	0.0	0.000911	1.0	0.000567	0.00047
SEMA3D	0.003741	0.001332	0.007707	0.0	1.0	0.588445	0.006317	0.0	0.0
SERPINB2	0.0	1.0	0.005328	0.000621	0.0	0.003909	0.000171	0.0	0.0
SEZ6L	0.001439	0.267352	0.003557	0.020673	0.01092	0.0	0.002823	0.0	0.0
SGCD	0.047815	0.002088	0.021148	0.54168	0.0	0.0	0.0	0.0	1.0
SH2D1A	0.248583	0.003737	0.003737	0.674682	0.000421	0.001271	0.0	0.292797	1.0
SH2D1B	0.000585	0.000357	0.003419	1.0	0.000797	0.001054	0.0	0.0	5.1e-05
SIGLEC12	0.002573	0.355043	0.062494	0.006452	0.0	0.0	0.004482	0.0	0.0
SIGLEC6	0.002577	0.001364	0.001201	0.006282	1.0	0.102029	0.000613	0.0	0.006156
SIRPG	0.337448	0.003091	0.005987	0.00345	0.0	0.0	0.0	0.532202	0.262006
SLC26A8	6.7e-05	0.050041	1.0	0.002351	0.0	0.0	0.003941	0.0	0.0
SLC28A3	0.0	0.006137	0.019625	0.001911	0.000418	0.0	1.0	0.0	0.0
SLC30A3	0.006344	0.0	0.010302	0.0	0.0	0.008513	1.0	0.008053	0.0
SLC35G2	0.020239	0.000735	0.037441	0.033651	0.0	0.0	0.174196	0.036409	0.596535
SLC38A11	2.6e-05	0.000255	0.00219	0.001199	0.207206	1.0	0.0	0.0	0.0
SLC4A10	0.015862	0.00073	0.006434	0.228496	0.0	0.0	0.0	0.109636	1.0
SOX5	0.002972	0.005989	0.006382	0.006788	1.0	0.148032	0.0	0.0	0.014633
SPARC	0.003047	0.009227	0.000451	0.000218	0.00015	0.000658	1.0	0.000788	0.0
SPIB	1.8e-05	0.002165	0.002269	0.000792	1.0	0.360634	0.0	0.000483	0.000285
SPOCD1	0.000402	0.00097	0.00018	0.000381	0.0	0.0	1.0	0.000933	0.0
ST18	0.000463	0.026119	0.005215	0.0	0.0	0.0	1.0	0.0	0.001224
ST6GALNAC1	0.133497	0.007609	0.023815	0.001584	0.0	0.0	0.0	1.0	0.003043
ST8SIA1	0.195411	0.005114	0.018715	0.008336	0.0	0.0	0.003674	1.0	0.676325
STAB1	0.002096	0.929569	0.002933	0.000812	0.0	0.001721	0.036199	0.0	0.0
STEAP1B	0.00384	0.0	0.001998	0.002363	0.578677	1.0	0.000327	0.001271	0.0
STYK1	0.011872	0.002171	0.098472	0.164222	0.0	0.014693	0.000445	0.009827	1.0
SYBU	0.006141	0.000123	0.003442	0.0	1.0	0.529701	0.004258	0.013799	0.010311
SYN3	0.000786	9.4e-05	0.000792	0.003718	0.007578	1.0	0.002426	0.0	0.0
SYNPO	0.008926	0.001903	0.048861	0.003065	0.915066	0.49511	0.001132	0.004048	0.0
SYT17	0.000276	0.047115	0.002849	0.004584	0.082987	1.0	0.046195	0.0	0.0
TCEA3	1.0	0.007225	0.001103	0.00507	0.000895	0.000442	0.0	0.460472	0.062823
TCL1A	3.4e-05	0.000189	6.8e-05	0.000717	0.019555	1.0	0.0	0.0	0.0
TCL1B	0.001163	0.0	0.001534	0.0	0.007089	1.0	0.0	0.003202	0.005511
TCL6	0.0037	0.001969	0.023227	0.00096	0.0063	1.0	0.0	0.004967	0.014041
TEAD2	0.007373	0.0	0.020097	0.00968	0.883903	0.470045	0.016216	0.002425	0.001479
TEK	0.030242	0.000633	1.0	0.0	0.0	0.0	0.000557	0.003459	0.0
TGFBI	0.000427	1.0	0.002142	0.000526	0.007506	0.0	0.143916	0.006783	0.009382
TGM2	0.00714	0.011691	0.000749	0.0	0.00629	0.000428	1.0	0.001006	0.000222
TGM3	0.0	4.1e-05	1.0	0.0	0.0	0.003048	0.000659	0.0	0.004469
THBS1	0.012079	1.0	0.001997	0.005143	0.000111	0.001085	0.0	0.001353	0.001215
THEMIS	0.582672	0.004906	0.001822	0.004759	0.0	0.000269	0.0	0.648127	1.0
THRB	0.004207	0.009972	0.003092	0.0	0.01834	1.0	0.512384	0.0	0.0
TIGIT	0.040716	0.003864	0.008293	0.991358	0.013718	0.005924	0.0	0.319736	1.0
TIMP3	0.000575	1.7e-05	0.000718	0.00019	0.000878	0.000889	1.0	0.0	0.0
TM4SF19	5e-06	3.1e-05	1.3e-05	0.0008	0.0	0.0	1.0	6e-06	0.000282
TMEM171	0.008626	0.000791	0.069959	0.343758	0.0	0.022176	0.001518	0.026448	0.382494
TNC	0.000209	0.011728	0.004461	0.0	0.0	0.0	1.0	0.004721	0.0
TNF	0.0	1.0	0.019138	0.000971	0.005681	0.000376	0.00044	0.006682	0.003156
TNFRSF13B	0.001986	0.000322	0.000212	0.000751	1.0	0.030055	0.0	0.0	0.0
TNFRSF21	0.000862	0.012667	0.000335	0.0	0.006266	0.003468	1.0	0.000355	0.0
TNFRSF25	0.42392	0.003793	0.001101	0.036463	0.001004	0.001601	0.0	0.635651	0.195582
TNFRSF4	0.017603	0.000534	0.051863	0.269797	0.001646	0.0	0.016774	1.0	0.031651
TNIP3	0.139592	0.086438	0.002771	0.093152	0.0	0.0	0.012243	0.078019	1.0
TPRG1	0.008512	0.015327	0.059259	0.05606	0.000796	0.0	0.581836	0.176326	1.0
TRIM54	0.0	0.000123	0.001874	0.014355	0.0	0.0	1.0	0.001648	0.0
TSHZ2	1.0	0.002295	0.002568	0.0	0.009424	0.039469	0.0	0.221696	0.008575
TSPAN13	0.000932	0.000388	0.062292	0.009944	0.206128	1.0	0.016831	0.000148	0.0
TSPAN18	0.638806	0.008561	0.015922	0.000662	0.028851	0.027996	0.0	0.939971	0.223108
TTC16	0.196993	0.004419	0.010548	0.292247	0.0	0.002099	0.0	0.16448	1.0
TUSC3	0.013089	0.0	0.017741	0.002678	0.0	0.0	0.011753	1.0	0.0
USP2	0.003569	0.000373	0.004616	0.001591	0.0	0.0	1.0	0.004046	0.00699
UTS2B	0.0	0.008302	0.005169	0.015967	0.548987	0.089579	0.005933	0.0085	0.013764
VCAM1	0.014658	0.00123	0.058657	0.016775	0.0	0.0	0.107779	0.029356	1.0
VCAN	5e-06	1.0	0.001376	0.000161	0.0	0.000211	0.000185	2e-05	0.0
VENTX	0.0	0.274683	0.035861	0.000901	0.001565	0.001131	0.002759	0.000464	0.001818
VNN3	0.000531	0.028631	1.0	0.000479	0.000766	0.001475	0.000386	0.0	0.000278
VPREB3	0.000626	0.000298	0.000131	0.000615	1.0	0.974673	0.000734	0.0	0.000494
WDR86	0.009913	0.007983	0.039018	0.021187	0.068527	0.061113	0.0	1.0	0.553514
WNT16	0.000177	0.000434	0.002602	0.002909	1.0	0.255662	0.0	0.0	0.002986
WNT7A	0.707019	0.001954	0.023171	0.0	0.0	0.0	0.0	0.969711	0.129745
WSCD2	0.009499	0.0	0.007911	0.016741	1.0	0.0	0.007074	0.0	0.016682
XCL1	0.020549	0.001009	0.001538	0.703954	0.0	0.0	8e-05	0.024252	1.0
XCL2	0.001751	0.000602	0.000974	1.0	0.0	0.0	0.0	0.000588	0.003953
ZBTB32	0.027568	0.0	0.003022	0.001665	1.0	0.024358	0.000762	0.022604	0.061598
ZNF462	0.248662	0.014673	0.009653	0.010789	0.0	0.0	0.151874	1.0	0.06646
ZNF503	0.003757	0.452595	0.021107	0.0	0.0	0.0	0.048393	0.00349	0.0
ZNF662	0.648981	0.002749	0.002554	0.060036	0.0	0.011954	0.001675	0.029808	0.047244
ZNF683	0.003514	0.00158	0.004858	0.11652	0.0	0.0	0.0	0.016538	0.719244
ZNF860	0.000586	0.000985	0.000863	0.002412	1.0	0.985025	0.000412	0.000913	0.0
