Gene symbol	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	Plasma cells	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	Dendritic cells resting	Dendritic cells activated	Eosinophils
CLC	0.011672	0.009673	0.003012	0.018921	0.0087	0.172818	0.000569	0.003902	0.006696	0.003193	0.002362	0.008279	0.006238	0.146975	0.116202	0.005707	0.003216	0.001207	0.012458	0.003472	0.003601	1.0
CLCA3P	0.666817	0.983642	0.095946	0.158855	0.059393	0.261786	0.435343	0.080872	0.028351	0.394582	0.06965	0.0	0.345221	0.225516	0.203288	0.460083	0.161822	0.401154	1.0	0.081031	0.019939	0.732859
CLEC10A	0.013081	0.010506	0.077803	0.003636	0.004615	0.01925	0.003791	0.007337	0.000295	0.007815	0.021685	0.005957	1.0	0.012551	0.020064	0.005607	0.005446	0.015365	0.020724	0.888378	0.019223	0.0
CLEC2D	0.167318	0.095382	0.008958	0.161534	0.052225	0.004764	0.24147	0.287687	0.315941	0.253074	0.006462	0.245307	0.025291	0.000759	0.0	0.016089	0.283853	0.476549	0.050129	0.00437	0.337676	0.008865
CLEC4A	0.037362	0.012751	0.41389	0.006949	0.002913	0.415693	0.011213	7.6e-05	0.002392	0.003598	0.166351	0.004788	1.0	0.044878	0.078695	0.0	0.007125	0.008338	0.045622	0.623213	0.080243	0.032042
CLEC7A	0.016079	0.014959	1.0	0.015146	0.006353	0.849813	0.009181	0.006452	0.0	0.005808	0.606627	0.038048	0.493984	0.095484	0.209236	0.001327	0.144856	0.007136	0.094484	0.868173	0.184448	0.017824
CLIC2	0.000649	0.000549	0.018865	0.003799	0.004887	0.001073	0.001197	0.0	0.000546	0.000294	0.082567	0.265246	0.42566	0.000617	0.006111	0.021288	0.000117	0.000298	0.001878	0.42774	1.0	0.000697
CMA1	0.03616	0.030012	0.024184	0.023288	0.020596	0.017622	0.013777	0.016612	0.035136	0.003251	0.016447	0.028549	0.027521	0.848134	1.0	0.034714	0.006074	0.012523	0.035815	0.015451	0.02066	0.09029
COL8A2	0.092326	0.041284	0.208545	0.053327	0.037161	0.13463	0.046225	0.031634	0.026323	0.030612	1.0	0.008557	0.105827	0.038496	0.029949	0.0	0.031975	0.08155	0.043885	0.087402	0.070822	0.054958
COLQ	0.022217	0.018487	0.034981	0.990534	0.848123	0.051984	0.119628	0.295173	0.041019	0.339904	0.011931	0.169185	0.276793	0.08072	0.042826	0.008629	0.07216	0.36805	1.0	0.029257	0.0	0.018762
CPA3	0.027293	0.022589	0.004254	0.015677	0.010372	0.017957	0.000366	0.008079	0.007492	0.004698	0.004404	0.008234	0.006792	1.0	0.789169	0.014749	0.004715	0.004621	0.009077	0.00416	0.004759	0.038074
CR2	0.135556	0.050622	0.001758	0.000837	0.004484	0.001563	0.0251	0.004748	0.00015	0.021334	0.001022	0.00367	0.002162	4e-05	4e-06	0.011518	0.000859	0.000855	0.000557	0.0	0.003268	0.009857
CREB5	0.01713	0.012473	0.256571	0.004114	0.005114	1.0	0.026144	0.0	0.002618	0.003657	0.011244	0.003188	0.037626	0.01204	0.011588	0.017889	0.001586	0.00145	0.00604	0.159788	0.181489	0.005652
CRISP3	0.037456	0.020653	0.002787	0.24946	0.059736	0.019706	0.001502	0.006744	0.010816	0.0	0.01251	0.011524	0.0036	0.212505	0.046966	0.005077	0.003064	1.0	0.048427	0.004212	0.003288	0.112562
CRTAM	0.02755	0.035406	0.137606	0.172006	0.446316	0.047912	0.2052	0.068988	0.452212	1.0	0.522072	0.015878	0.049134	0.0	0.063455	0.026967	0.018631	0.022564	0.570139	0.079199	0.096931	0.043966
CRYBB1	0.005599	0.009675	0.011155	0.011194	0.002222	0.014168	0.079136	0.018956	0.004132	0.007348	0.013106	0.028295	1.0	0.193039	0.057554	0.057464	0.016106	0.018413	0.0	0.008774	0.007389	0.011794
CSF1	0.011112	0.010678	0.014768	0.010537	0.014643	0.011736	0.010863	0.026208	0.328154	0.012429	1.0	0.03069	0.012619	0.020187	0.070134	0.0	0.014187	0.215524	0.036386	0.145495	0.117204	0.087585
CSF2	0.005812	0.002298	0.007478	0.019291	0.4255	0.003089	0.015588	0.006762	0.742805	0.005912	0.008318	0.002637	0.001156	0.009024	1.0	0.017001	0.00494	0.001138	0.028065	0.011557	0.013878	0.00389
CSF3R	0.008417	0.000752	0.252301	0.010152	0.002459	1.0	0.009215	0.001468	0.00032	0.000181	0.020935	0.091516	0.078134	0.017849	0.020708	0.0	0.00177	0.006852	0.034538	0.007621	0.004865	0.024656
CST7	0.001298	0.000605	0.004107	0.951363	0.840937	0.19305	0.015207	0.120447	0.060573	0.427475	0.019924	0.014293	0.023042	0.187891	0.20462	0.0	0.025482	0.108301	1.0	0.122133	0.334647	0.049815
CTLA4	0.002657	0.000854	0.002467	0.000598	0.00249	0.007401	0.067274	0.146852	0.456446	0.002583	0.00141	0.0	0.002324	0.002335	0.001529	0.000939	0.494328	1.0	0.00354	0.001942	0.000962	0.013134
CTSG	0.041108	0.033446	0.012708	0.052014	0.015766	0.029943	0.020957	0.011483	0.010141	0.017204	0.008651	0.012803	0.022126	1.0	0.971153	0.033566	0.003807	0.037052	0.024937	0.00948	0.004502	0.021434
CTSW	0.000354	0.000118	0.00038	0.645265	1.0	0.000709	0.043916	0.088016	0.00095	0.452039	0.000289	2.3e-05	0.00129	0.009875	0.024043	0.000323	0.000167	0.0	0.382566	0.000315	0.000281	0.002682
CXCL10	0.02086	0.009123	0.012501	0.00288	0.044912	0.012053	0.000293	0.001335	0.013419	0.001472	0.001663	1.0	0.005359	4.6e-05	0.0065	0.004328	0.000531	0.004661	0.012104	0.00168	0.359121	0.007104
CXCL11	0.009237	0.007198	0.003511	0.00242	0.019515	0.007466	0.0	0.00085	0.005012	0.001783	0.001135	1.0	0.00251	0.002343	0.002998	0.004215	0.001862	0.003963	0.003945	0.0016	0.436294	0.003008
CXCL13	0.004613	0.001749	0.000448	0.000418	0.001055	0.002483	0.0	0.000306	0.028675	0.001706	0.000598	0.064965	0.001121	0.002056	0.000514	0.001172	1.0	0.000781	0.000162	0.000699	0.001557	0.000531
CXCL3	0.007078	0.001425	0.02006	4.6e-05	0.001666	0.007418	0.0	0.001642	0.00124	0.001224	0.186857	0.032102	0.027314	0.016787	1.0	0.004979	0.001348	0.015103	0.003647	0.008083	0.017678	0.003407
CXCL5	0.01628	0.014185	0.004743	0.003263	0.004016	0.011654	0.0	0.006304	0.003237	0.002009	1.0	0.015868	0.007277	0.007878	0.115683	0.006709	0.002106	0.012454	0.013402	0.005583	0.07153	0.00405
CXCL9	0.013382	0.009282	0.004827	0.002816	0.013197	0.008377	0.0	0.001905	0.004683	0.001245	0.002342	1.0	0.003138	0.001186	0.000574	0.004913	0.001701	0.002104	0.003691	0.002638	0.073106	0.002996
CXCR1	0.0427	0.029551	0.010901	0.088367	0.070709	1.0	0.053499	0.041491	0.009751	0.034492	0.008973	0.007053	0.005614	0.043274	0.044021	0.022329	0.00888	0.034886	0.119812	0.007815	0.007563	0.038926
CXCR2	0.00123	0.000428	0.022905	0.054419	0.015614	1.0	0.0	0.000896	0.000144	0.003891	0.006273	0.0096	0.00335	0.006872	0.002944	0.000894	0.000344	0.003265	0.0191	0.009754	0.002461	0.024859
CXCR5	0.143572	0.115514	0.001787	0.002356	0.001995	0.003661	0.007864	0.068728	0.078857	0.009032	0.002889	0.080918	0.001715	0.001435	0.003498	0.0	1.0	0.008942	0.008724	0.002958	0.00671	0.018299
CXCR6	0.089144	0.083619	0.039701	0.117776	0.084742	0.109837	0.041889	0.131343	1.0	0.176553	0.012842	0.020207	0.008802	0.010707	0.006114	0.075844	0.128964	0.793401	0.906294	0.013797	0.043249	0.036821
CXORF57	0.121375	0.050294	0.009342	0.176407	0.258085	0.024168	0.829633	0.379499	0.527488	0.346968	0.021077	0.004571	0.018024	0.007101	0.004228	0.018669	0.031639	0.025386	1.0	0.007206	0.0	0.245465
CYP27A1	0.001006	0.001198	0.080784	0.001957	0.001249	0.003703	0.004151	0.0	0.000225	0.001762	1.0	0.005841	0.006177	0.077502	0.090727	0.002381	0.004501	0.004022	0.007535	0.085786	0.212241	0.005728
CYP27B1	0.122051	0.054739	0.010039	0.009912	0.013244	0.039355	0.008918	0.012444	0.033627	0.01407	0.173708	1.0	0.017434	0.008846	0.030376	0.077599	0.004922	0.063489	0.025458	0.026141	0.335169	0.022512
DAPK2	0.027931	0.02993	0.027817	0.050703	0.042213	0.437561	0.014512	0.030324	0.000799	0.015286	0.014841	0.01378	0.052057	0.221342	0.098074	0.004086	0.0	0.047605	0.032835	0.02808	0.034692	1.0
DCSTAMP	0.006163	5.4e-05	0.025759	0.006333	0.02097	0.022665	0.004622	0.0	0.013524	0.008468	1.0	0.048359	0.082422	0.033895	0.073422	0.036458	0.015637	0.013087	0.01854	0.28605	0.194747	0.040003
DEFA4	0.112087	0.079603	0.030468	1.0	0.067496	0.140385	0.015636	0.076223	0.048665	0.180727	0.014969	0.020161	0.024064	0.074542	0.051354	0.063821	0.024549	0.009554	0.088335	0.021249	0.029093	0.27781
DENND5B	0.080185	0.140617	0.005038	0.046573	0.004881	0.015624	0.005624	0.007054	0.011372	0.004893	0.021779	0.009918	0.060503	0.006948	0.018808	0.588764	0.0	0.058377	0.006628	0.018788	0.046036	0.012772
DEPDC5	0.0	0.013407	0.022049	0.066157	0.154389	0.005566	0.216986	0.024197	0.019939	0.024527	0.094508	0.186514	0.214642	0.112118	0.011571	0.008992	0.145704	0.088176	0.039338	0.10662	0.019481	0.70552
DGKA	0.082939	0.091764	0.049283	0.073982	0.049325	0.052815	0.787856	0.68737	0.194817	0.562639	0.014329	0.014046	0.026566	0.008568	0.003433	0.022486	1.0	0.757782	0.115872	0.021873	0.032006	0.083642
DHX58	0.000672	0.002652	0.035134	0.07466	0.011019	0.004759	0.187149	0.011904	0.001077	0.036149	0.00598	0.905724	0.144726	0.009544	0.005911	0.0	0.04834	0.04741	0.00405	0.013884	1.0	0.003423
DPEP2	0.158211	0.103797	0.337072	0.144523	0.003026	1.0	0.279174	0.143419	0.0	0.106022	0.024718	0.001656	0.55343	0.03435	0.028215	0.000496	0.073427	0.076681	0.112342	0.113832	0.006609	0.95018
DPP4	0.007429	0.00463	0.007627	0.030353	0.36894	0.00755	0.658126	1.0	0.854515	0.655251	0.005561	0.159061	0.020393	0.055294	0.01356	0.003868	0.010418	0.829557	0.360926	0.0	0.122682	0.006575
DSC1	0.096703	0.052883	0.015541	0.018573	0.021897	0.045341	1.0	0.011386	0.004493	0.514464	0.010535	0.00635	0.0	0.035587	0.037116	0.048742	0.001183	0.021278	0.097136	0.049782	0.010239	0.082371
DUSP2	0.0	0.027489	0.08545	0.10494	0.064288	0.016468	0.066492	0.434701	0.501674	0.888251	0.104113	0.120968	0.054159	0.005806	0.162647	0.004155	0.499036	0.066868	1.0	0.060885	0.114209	0.218213
EAF2	0.631167	0.39443	0.121896	0.022795	0.019957	0.031531	0.031558	0.010584	0.036491	0.027078	0.039721	0.040357	0.039804	0.064338	0.063962	1.0	0.022621	0.024846	0.019358	0.029484	0.077869	0.133841
EBI3	0.000104	0.000419	0.000202	8.1e-05	0.000415	0.000159	0.000327	0.000155	0.00542	0.000188	0.000236	1.0	0.014824	2.9e-05	0.006197	2.6e-05	0.00016	0.007619	0.0	0.000414	0.317577	5.5e-05
EFNA5	0.0	0.015705	0.048725	0.103972	0.163331	0.141158	0.474628	0.080335	0.036318	0.028114	0.039389	0.250468	0.218715	0.23206	0.028287	0.014922	0.303221	1.0	0.307789	0.061385	0.12815	0.325723
EGR2	0.022016	0.016671	0.098377	0.029313	0.290321	0.038815	0.002697	0.002917	0.460721	0.00273	0.864264	0.0	0.4775	0.059973	0.417825	0.006962	0.364722	0.023963	0.028427	1.0	0.243667	0.312237
ELANE	0.001846	0.001371	0.005827	0.162558	0.036705	0.006475	0.00222	0.002155	0.000926	0.022387	0.002744	0.022357	0.045236	1.0	0.991473	0.001464	0.001582	0.00299	0.003503	0.002211	0.002284	0.026042
EPB41	0.004507	0.018191	0.005455	0.029722	0.027549	0.002832	0.001561	0.115025	0.071013	0.069348	0.013603	3e-06	0.005592	0.000776	0.0	0.002448	0.02516	0.011647	0.000755	0.003269	0.020075	0.029625
EPHA1	0.015474	0.015116	0.038525	0.164937	0.087189	0.048995	1.0	0.353358	0.0	0.500636	0.030714	0.013537	0.004306	0.004664	0.00402	0.022352	0.030391	0.011218	0.035815	0.034466	0.031441	0.028813
EPN2	0.054119	0.045381	0.027166	0.026311	0.018862	0.062225	0.087108	0.145924	0.060097	0.025439	0.026771	0.02401	0.008627	0.048653	0.097604	0.170561	0.069955	0.0	0.082903	0.076894	0.025551	1.0
ETS1	0.070589	0.055395	0.000793	0.052881	0.047978	0.012999	0.016415	0.141167	0.091658	0.041581	0.00164	0.004228	0.0	0.005543	0.006251	0.025881	0.048385	0.073858	0.001875	0.003494	0.003114	0.012006
ETV3	0.011399	0.01085	0.012828	0.009098	0.011409	0.012732	0.003053	0.212239	0.003455	0.016741	0.004893	0.036602	0.009368	0.001696	0.003944	0.04274	0.008592	0.00352	0.0	0.012621	1.0	0.02239
FAM124B	0.02703	0.013533	0.043172	0.023485	0.019526	0.022848	0.017353	0.024509	0.015386	0.010602	0.021989	0.0	0.029446	1.0	0.253788	0.021104	0.014958	0.008732	0.003512	0.016136	0.004602	0.188422
FAM174B	0.096432	0.065968	0.002501	0.003086	0.0	0.078679	0.119709	0.079986	0.066501	0.068021	0.018851	0.024211	0.037174	1.0	0.425161	0.053697	0.151186	0.148172	0.038707	0.006056	0.003732	0.043439
FAM198B	0.009431	0.021302	0.913302	0.034396	0.010278	0.007793	0.046506	0.007019	0.001917	0.0	0.920924	0.057419	0.704034	0.054332	0.078381	0.008251	0.016281	0.028711	0.088965	1.0	0.07333	0.095915
FAM65B	0.562077	0.628569	0.284141	0.181968	0.073966	1.0	0.5299	0.33016	0.020584	0.399064	0.000722	0.012878	0.0	0.012204	0.010185	0.018285	0.070166	0.099973	0.277808	0.005985	0.004781	0.323717
FASLG	0.141341	0.110098	0.033983	0.688479	1.0	0.098918	0.050328	0.04885	0.203683	0.061839	0.030671	0.02122	0.023635	0.043132	0.051789	0.07087	0.04239	0.062882	0.259213	0.016705	0.030633	0.037337
FBXL8	0.013564	0.0	0.127899	0.030039	0.093988	0.016352	0.161398	1.0	0.202794	0.283249	0.03549	0.467516	0.359302	0.013732	0.009057	0.037287	0.160774	0.310287	0.141855	0.206263	0.168414	0.003509
FCER1A	0.017284	0.011589	0.134222	0.031511	0.015484	0.017457	0.009172	0.022617	0.007763	0.018455	0.003581	0.006049	0.174934	1.0	0.950034	0.01336	0.0	0.009829	0.058244	0.495215	0.013241	0.565564
FCER2	0.102837	0.021115	0.000423	0.000411	0.000497	0.000275	0.001126	0.000159	0.000966	0.0	0.021383	0.000199	0.036068	0.000515	0.0008	0.001859	0.000183	0.002341	0.00012	0.114764	0.009389	0.002399
FCGR2B	0.747208	1.0	0.061733	0.024679	0.038277	0.285897	0.0	0.004959	0.011416	0.012753	0.217364	0.066965	0.340434	0.13671	0.354013	0.585061	0.022163	0.026262	0.024915	0.336079	0.028493	0.140902
FCGR3B	0.01446	0.005636	0.013288	0.016643	0.012096	1.0	0.000893	0.003521	0.00253	0.005136	0.007976	0.00426	0.004318	0.009218	0.003152	0.003061	0.000989	0.006069	0.01488	0.004425	0.003206	0.010329
FCN1	0.003268	0.000993	1.0	0.013514	0.001965	0.178464	0.002731	0.001189	0.0	0.002243	0.044985	0.008187	0.017814	0.014127	0.016791	0.001566	0.00179	0.001981	0.169194	0.001962	0.001937	0.00353
FCRL2	1.0	0.789835	0.006846	0.008374	0.007157	0.022539	0.003759	0.008706	0.014079	0.012815	0.004221	0.00302	0.0	0.005676	0.003002	0.159579	0.006675	0.001552	0.031949	0.009936	0.004728	0.014788
FES	0.002581	0.002716	0.840542	0.210837	0.258987	0.541458	0.002056	0.0	0.001862	0.00358	0.036502	0.015281	1.0	0.118764	0.072604	0.004424	0.001268	0.00254	0.093297	0.347674	0.004811	0.392885
FFAR2	0.00179	0.002463	0.023735	0.016996	0.00194	1.0	0.001564	0.00255	0.002811	0.001526	0.006311	0.111666	0.020441	0.017586	0.020827	0.003611	0.002323	0.00563	0.004681	0.00301	0.002706	0.259309
FLT3LG	0.003254	0.015438	0.020676	0.084417	0.141325	0.003306	1.0	0.588049	0.087536	0.505396	0.000273	0.0	0.017071	0.001897	0.011858	0.00609	0.118001	0.253509	0.08249	5.7e-05	0.018034	0.055934
FLVCR2	0.01049	0.018156	0.22962	0.041776	0.018924	0.027781	0.019719	0.04425	0.086574	0.016738	0.482905	0.855788	0.398769	0.097537	0.067532	0.0	0.093135	0.075639	0.043783	1.0	0.445282	0.013407
FOSB	0.014239	0.017721	0.272732	0.000781	0.000742	0.004625	0.030407	0.002985	0.000775	0.001537	0.000549	5.4e-05	0.0	0.005641	0.0499	0.231731	0.466118	0.0002	0.001207	0.000508	0.001872	0.58583
FOXP3	0.056961	0.035511	0.026726	0.004404	0.016833	0.071464	0.053693	0.084361	0.230227	0.021163	0.019656	0.07503	0.020477	0.023362	0.0	0.009084	0.062451	1.0	0.040785	0.020219	0.020598	0.059399
FPR1	0.01016	0.011102	0.35262	0.011464	0.008058	1.0	0.002928	0.00577	0.002902	0.004678	0.029012	0.026144	0.011874	0.021028	0.023064	0.009529	0.006057	0.005123	0.030137	0.007249	0.00512	0.135262
FPR2	0.053837	0.036734	0.249113	0.016919	0.011853	1.0	0.009664	0.008664	0.0	0.00811	0.041875	0.066423	0.01885	0.045281	0.084838	0.020352	0.008516	0.01951	0.038303	0.0102	0.006435	0.03352
FPR3	0.042616	0.028145	0.021045	0.005029	0.00186	0.034102	0.002318	0.005724	0.002793	0.00382	0.515316	0.092484	0.401162	0.020456	0.043037	0.0	0.007821	0.012156	0.019901	1.0	0.725262	0.022402
FRK	1.0	0.904749	0.036785	0.008985	0.031352	0.432277	0.064877	0.023585	0.027503	0.176306	0.062191	0.009777	0.005117	0.0	0.024588	0.420771	0.005712	0.03057	0.405799	0.080861	0.114979	0.02931
FRMD4A	0.037734	0.052351	0.03302	0.026893	0.024177	0.004123	0.006367	0.050806	0.028929	0.029843	0.134343	0.221923	1.0	0.024863	0.037822	0.0	0.180204	0.020248	0.005547	0.196861	0.037234	0.054704
FRMD8	0.181867	0.135461	0.231502	0.233423	0.147475	0.156879	0.0	0.125892	0.233537	0.014286	0.110666	0.256078	0.155396	0.01645	0.119287	0.065266	0.21253	1.0	0.055861	0.225704	0.27473	0.116965
FZD2	0.04086	0.005191	0.543833	0.018224	0.006214	0.012018	0.020923	0.0	0.005352	0.008951	0.110923	0.488414	0.934163	0.246629	0.199998	0.022684	0.003612	0.009772	0.074758	1.0	0.278536	0.041186
FZD3	0.228918	0.26842	0.036251	0.012071	0.034178	0.114628	0.170202	0.034681	0.264166	0.061098	0.016547	0.019596	0.402578	0.081293	0.103393	0.369185	1.0	0.092497	0.081678	0.126099	0.0	0.008701
GAL3ST4	0.037371	0.041106	0.009303	0.0	0.000828	0.046001	1.0	0.22318	0.096743	0.330808	0.05355	0.005278	0.116253	0.179938	0.069636	0.014355	0.243316	0.147602	0.016148	0.116439	0.023933	0.303164
GALR1	0.005681	0.049425	0.045041	0.046269	0.032576	0.094088	1.0	0.097725	0.036418	0.037998	0.0	0.06365	0.169194	0.046184	0.409699	0.089716	0.118017	0.062049	0.419794	0.001315	0.026772	0.336931
GFI1	0.007535	0.005313	0.0	0.446832	0.342327	0.020137	0.026204	0.10371	0.622024	0.250404	0.008811	0.004824	0.006597	1.0	0.556453	0.019085	0.494673	0.518717	0.290328	0.013626	0.030938	0.019076
GGT5	0.01144	0.005461	0.010522	0.025049	0.016883	0.024646	0.043971	0.005861	0.01164	0.015185	0.009208	0.706699	1.0	0.020541	0.113414	0.02424	0.008046	0.0	0.019683	0.037564	0.014261	0.231459
GIPR	0.02885	0.033143	0.031325	0.078118	0.061797	0.045949	0.142762	0.0	0.038366	0.054047	0.019417	0.251	0.174581	0.112239	0.192151	0.003554	0.243223	0.260621	0.59008	0.032087	0.057419	1.0
GNG7	0.330613	0.665896	0.027986	0.003983	0.000583	0.18631	0.021972	0.024204	0.011146	0.037728	0.014119	0.019696	0.088477	0.05467	0.029326	1.0	0.005457	0.074995	0.0	0.062638	0.008755	0.067374
GNLY	0.0	0.000237	0.000471	0.936505	1.0	0.004703	0.005421	0.051207	0.009662	0.160315	0.000326	0.00049	0.00029	0.000739	0.000403	0.000441	0.000157	0.000661	0.352727	0.000575	0.000535	0.000668
GPC4	0.084779	0.0373	0.021913	0.040931	0.009829	0.071039	0.024813	0.04135	0.019787	0.010221	1.0	0.087121	0.101872	0.036251	0.042863	0.065916	0.025401	0.0262	0.053954	0.115581	0.04894	0.0
GPR1	0.04772	0.077471	0.085444	0.29948	0.025146	0.064377	0.782763	0.0141	0.0	0.019718	0.01089	0.009255	0.0	0.660161	0.210842	0.036368	0.297777	0.920549	0.259331	0.010203	0.045033	0.025253
GPR171	0.003099	0.001577	0.000378	0.062276	0.148689	0.002688	0.128193	0.138301	0.387446	0.131818	0.0	0.001944	0.006174	0.010411	0.004963	0.000261	0.031179	1.0	0.69947	0.001035	0.079229	0.155211
GPR18	0.801917	0.47635	0.024883	0.313454	0.530087	0.037181	0.323372	0.174795	0.109712	0.269396	0.002064	0.009578	0.010374	0.009759	0.00649	0.0	0.397127	0.052854	0.21766	0.001726	0.00492	0.066102
GPR183	0.011005	0.180734	0.004419	0.006027	0.004805	0.0	0.059297	0.23958	0.177138	0.040627	0.024479	0.124249	0.194621	0.01332	0.054409	0.012739	0.068578	0.025915	0.027716	0.024535	0.150441	0.415664
GPR19	0.042509	0.065897	0.023884	0.08209	0.142251	0.101795	0.162071	0.158272	0.935959	0.077591	0.023513	0.0	0.001135	0.017551	0.014068	0.174302	0.842774	1.0	0.049587	0.024016	0.010807	0.587166
GPR25	0.0	0.183769	0.07131	0.050264	0.125337	0.092264	0.047422	0.978986	0.06187	0.178591	0.030719	0.16866	0.074021	0.135445	0.084443	1.0	0.128206	0.273818	0.048554	0.054614	0.002986	0.102149
GPR65	0.053059	0.050883	0.174539	0.258223	0.258086	0.307524	0.061204	0.177907	0.096167	0.180252	0.077524	0.022384	0.1142	0.2032	0.178905	0.009686	0.020942	0.06575	0.305138	0.06563	0.008712	1.0
GRAP2	0.007317	0.011052	0.006056	0.303144	0.470593	0.004532	0.488919	0.410788	0.226404	0.429187	0.002309	0.012612	0.019112	0.356799	0.207807	0.005757	0.303936	0.285921	0.249696	0.0	0.003367	0.008973
GUSBP11	0.265861	0.343221	0.001227	0.010092	0.003043	0.008971	0.019214	0.004789	8.8e-05	0.017024	0.0	0.000272	0.009267	0.001499	0.000545	1.0	0.014592	0.008658	0.000287	8.7e-05	0.000106	0.012073
GYPE	0.227053	0.374132	0.018989	0.079147	0.136507	0.068323	0.027942	0.0	0.007356	0.150293	0.022661	0.021867	0.060906	0.035899	0.000299	0.207299	0.020794	0.46871	0.377306	0.010832	0.030393	0.028032
GZMA	0.006936	0.007484	0.003671	0.609506	1.0	0.012754	0.017504	0.178433	0.05033	0.279969	0.002029	0.002671	0.000804	0.0	0.000815	0.001871	0.003612	0.012007	0.633134	0.001935	0.003521	0.004501
GZMB	0.003085	0.001622	0.001338	0.65703	1.0	0.005329	0.002357	0.001217	0.945073	0.088345	0.004576	0.005543	0.003463	0.039492	0.240032	0.001381	0.001438	0.00099	0.258047	0.0	0.002219	0.008459
GZMH	0.000545	0.001606	0.001854	1.0	0.62362	0.002272	0.0155	0.051869	0.074265	0.71929	0.000837	8.5e-05	0.0	0.000261	0.000399	0.00222	0.000962	0.005426	0.876996	0.000242	0.000966	0.003167
GZMK	0.010037	0.015965	0.002675	0.122333	0.013163	0.024973	0.088103	0.23299	0.010268	0.553543	0.002826	0.00519	0.0	0.000852	0.003242	0.004795	0.005994	0.001712	1.0	0.00345	0.00361	0.007972
GZMM	0.0	0.002696	0.001833	1.0	0.693252	0.015809	0.321177	0.233124	0.138866	0.276942	0.002973	0.006129	0.00107	0.001116	0.006825	0.001594	0.271956	0.169386	0.235717	0.001063	0.003837	0.034855
HAL	0.115378	0.092091	0.276711	0.024271	0.023142	1.0	0.011936	0.016441	0.017464	0.019263	0.025305	0.021466	0.016687	0.034244	0.021628	0.027293	0.169883	0.017824	0.054106	0.016212	0.009504	0.054292
HCK	0.028361	0.05499	0.903912	0.04294	0.017327	0.913188	0.007839	0.004511	0.004693	0.007737	0.435948	1.0	0.588436	0.070639	0.09764	0.010714	0.0	0.003865	0.085604	0.53399	0.460161	0.455038
HDC	0.014964	0.018148	0.013001	0.020547	0.015266	0.015245	0.001136	0.011871	0.008008	0.012394	0.011371	0.020614	0.017556	0.990394	1.0	0.032246	0.001667	0.008989	0.00882	0.015113	0.010897	0.11856
HESX1	0.000457	0.0	0.001102	0.001134	0.00146	0.000636	0.001019	7e-05	0.000673	0.000533	0.000636	1.0	0.040761	0.000286	0.002396	0.001408	0.001104	0.013819	0.000791	0.002697	0.460944	0.001978
HHEX	1.0	0.613033	0.419126	0.042851	0.033142	0.200821	0.006204	0.011077	0.007378	0.018749	0.097754	0.00239	0.115125	0.284531	0.131007	0.008462	0.005184	0.0	0.046851	0.196995	0.00869	0.212798
HIC1	0.011891	0.0	0.034815	0.137985	0.449185	0.040277	0.175045	0.022358	0.035293	0.048412	0.027846	0.101009	0.025362	0.057671	0.047138	0.032166	0.030241	1.0	0.087579	0.041624	0.095984	0.104004
HK3	0.000944	0.0	0.835204	0.057519	0.006199	0.33648	0.0043	0.000909	0.00336	0.003339	1.0	0.006082	0.040408	0.007685	0.060685	0.00104	0.001598	0.002798	0.035433	0.292708	0.076867	0.32133
HLA-DOB	0.634828	0.463362	0.006271	0.018662	0.014594	0.005759	0.001648	0.001032	0.000649	0.016909	0.001197	0.148406	0.000415	0.002533	0.001105	0.410678	0.007825	0.007708	0.000664	0.0	0.190318	0.018413
HLA-DQA1	0.052075	0.078057	0.012333	0.00899	0.008735	0.00893	0.003243	0.002304	0.005885	0.006263	0.047994	0.244224	0.307113	0.007268	0.01916	0.005567	0.001247	0.03293	0.017179	0.455165	0.378058	0.0
HNMT	0.042014	0.037027	0.642378	0.014275	0.003658	0.016704	0.001573	0.001653	0.018096	0.008464	0.61012	0.121325	0.74865	0.09779	0.090409	0.015577	0.0	0.012434	0.056221	0.499592	0.215164	0.013478
HOXA1	0.008016	0.004465	0.005067	0.006501	0.003638	0.014266	0.008484	6.7e-05	0.005545	0.007945	0.008025	0.0	0.004011	1.0	0.588674	0.0037	0.01596	0.00602	0.010154	0.006181	0.001907	0.002448
HPGDS	0.007689	0.008645	0.0	0.006487	0.005137	0.008395	0.002365	0.006693	0.002579	0.002162	0.009346	0.001295	0.004692	1.0	0.815081	0.004106	0.000919	0.008421	0.003785	0.007305	0.004068	0.010116
HPSE	0.002473	0.001504	1.0	0.001814	0.021618	0.751674	0.083168	0.142727	0.370829	0.021982	0.02722	0.646509	0.688982	0.108898	0.060572	0.004018	0.164712	0.103212	0.218763	0.0	0.002504	0.009211
HRH1	0.08303	0.064086	0.02107	0.012724	0.007372	0.092868	0.0	0.034431	0.119126	0.022822	0.088157	0.054783	1.0	0.042714	0.041587	0.062252	0.023891	0.038031	0.085747	0.081182	0.046936	0.025332
