Gene symbol	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	Plasma cells	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	Dendritic cells resting	Dendritic cells activated	Eosinophils
LTB	10351.64143	12117.94539	321.356476	1009.906661	16862.16904	5458.249488	13247.62405	12009.36242	5257.453469	9829.724672	127.317149	116.286302	161.002021	222.258633	400.905779	106.629093	9725.14216	17485.2086	3372.608476	184.548105	112.060721	2136.992363
LTC4S	61.129592	25.943833	91.875512	162.856616	97.975526	114.192902	77.118909	78.408404	50.092245	132.35821	110.095275	145.924869	581.668952	1156.117714	1035.91691	66.325005	112.514838	13.488871	117.933867	224.328955	67.023003	595.916108
LY86	6947.982466	7763.972248	5218.063407	243.115897	224.075608	691.785121	398.871785	198.552094	176.74445	382.951912	1832.781159	1246.621776	6395.572444	297.421447	221.121219	815.008874	208.498091	379.336684	1584.314572	1997.214217	601.102045	654.470964
LY9	289.073204	607.833791	30.000877	271.972779	28.505775	59.938067	1851.721168	1298.433446	51.045837	1310.964334	34.01455	28.294121	252.279981	53.625953	25.983669	552.034418	979.013403	199.263325	1132.316757	74.177515	32.799673	71.609273
MAGEA11	21.999966	32.727343	5.932746	19.879712	10.009703	18.057639	9.272328	46.81934	31.49065	20.72781	8.165452	6.881696	5.473566	5.965271	28.690893	33.695204	14.267989	78.551972	84.085116	12.440816	7.14547	54.721372
MAK	20.113479	20.289018	24.814176	11.471525	14.957905	1120.128556	13.441268	9.822978	40.923915	8.152191	11.766968	40.723703	106.229954	27.909471	58.258913	15.057142	13.840666	9.960118	22.075004	13.830067	54.01242	356.324388
MAN1A1	293.525835	262.018767	205.525523	381.991177	308.663608	662.108156	96.364322	219.424686	337.677268	239.418279	541.541275	493.86577	534.806127	641.745247	519.595222	4141.039248	280.633453	242.051776	294.362322	366.548577	444.627041	169.353094
MANEA	3.43659	17.602247	67.099727	72.172101	132.972771	3.047542	48.364153	63.615466	343.196601	52.688775	120.265675	81.692701	117.008164	87.129004	34.128375	658.341017	85.74723	33.236291	24.982009	111.351923	130.219832	4.450198
MAP3K13	5.152513	4.887908	7.051783	7.176075	6.292627	7.993696	8.88663	6.38254	7.500777	7.381955	7.239321	37.084072	7.843078	5.545198	6.098718	10.458079	4.945112	9.244898	6.50203	7.964227	195.750733	7.766884
MAP4K1	48.650015	923.458522	317.966879	747.314919	451.449333	35.182347	2431.498593	1387.561664	1231.701055	1721.22046	25.608147	31.103853	367.271055	361.741886	310.297677	201.464571	4278.451524	2031.177327	1550.102008	58.983869	23.106835	272.972935
MAP4K2	10.650447	12.632424	12.042027	11.125388	10.43288	12.240767	144.696473	20.011502	85.193431	17.706034	15.053843	9.050872	11.599782	8.807533	10.133528	8.427361	16.981516	32.11508	10.779704	11.284137	11.226799	10.827783
MAP9	10.298408	13.083732	1.421007	37.636798	43.710213	2.7384	96.157338	25.305236	55.745234	93.400766	2.140729	2.38782	3.785241	2.77825	2.815666	8.288872	64.48081	22.311671	3.353566	2.574328	2.772556	8.739232
MARCO	9.029404	10.74173	236.736206	16.116002	13.72935	14.642735	38.560868	10.710251	14.4917	14.457925	2418.052513	48.772663	117.151135	14.228736	26.615449	14.468469	24.005109	27.256089	12.819764	17.520515	15.154886	21.062083
MAST1	9.251048	14.905839	8.492608	10.714806	7.644655	23.98635	10.184942	8.220261	11.146311	6.640168	7.333227	9.15145	8.533286	28.77445	20.847176	845.849186	19.180285	18.854518	8.103483	7.340034	7.654391	15.599974
MBL2	59.05367	96.126636	4.939369	14.152144	6.33289	21.754468	21.374679	6.171514	3.594013	2.661464	9.464931	5.3981	9.195677	4.872899	5.575592	15.691382	3.740216	133.631472	38.13538	8.240774	23.805136	2.332247
MEFV	27.283483	27.229903	552.712499	19.763344	14.768267	871.816434	7.225819	12.672063	8.232486	10.295781	12.495928	10.082345	9.173433	18.061947	16.275406	14.242426	11.657551	14.739893	44.281236	11.068995	10.864238	21.015302
MEP1A	939.626151	391.20045	98.261259	85.628497	89.410779	165.370473	22.429834	141.229052	43.130433	54.176256	171.932936	25.482354	66.466162	25.297721	96.702745	222.386297	54.922268	169.547289	136.174984	186.618067	321.883453	257.504434
MGAM	8.043976	5.311141	159.713285	314.541272	47.87522	5009.465768	4.929861	6.159428	5.092352	3.964325	14.133133	5.166818	5.665802	234.352858	137.716502	5.166818	5.783505	9.150127	48.513725	8.881689	6.625393	609.183045
MICAL3	328.982088	319.772812	15.570186	40.047735	117.911985	10.639271	19.306564	126.690227	131.451958	100.601097	19.845038	25.357851	17.811947	150.532049	127.629179	89.295054	93.586292	14.433187	38.760214	21.72024	22.585637	47.682406
MMP12	746.925879	488.893271	95.851095	98.16379	84.95365	296.412269	52.709036	114.874735	105.148939	79.271593	243.058639	399.189572	221.574063	207.793934	2823.785573	163.901045	81.692701	265.13929	233.258231	15992.46965	3929.353984	241.240634
MMP25	136.287566	125.533267	446.479697	149.937847	457.328331	4281.638501	232.462633	168.154022	115.672162	211.531949	119.31293	1099.921767	583.938486	147.124637	181.148605	196.22509	162.756912	370.10457	134.732973	563.305756	1130.6098	1253.630786
MMP9	338.94428	388.105649	335.429533	688.249095	284.130451	6429.776491	359.615352	395.420267	258.478386	286.913734	38944.01868	2727.981464	16386.05747	1191.482432	12655.47888	357.97457	424.479172	396.893894	338.894652	3188.623948	2899.726139	635.086291
MNDA	29.503235	276.079165	11447.56145	790.371601	301.320631	22598.07416	9.217386	8.750532	4.5257	50.818639	2609.874357	4016.523813	1867.617958	2154.019115	1279.186504	5.022708	13.500665	38.286224	2157.226727	4559.644609	2133.559627	3154.581987
MS4A1	18085.9446	17478.14564	128.633894	193.331622	177.386139	274.658993	52.228974	220.858171	125.466199	343.922311	31.978033	94.490578	64.190161	80.291224	52.093896	396.39139	112.287128	272.699996	505.155697	64.566133	122.189981	704.400501
MS4A2	151.202404	187.591437	52.17721	93.279676	69.180492	126.264012	99.135368	111.383372	94.920273	108.621879	70.503472	67.69994	68.774202	4441.180768	2673.250779	119.197327	79.200831	67.675982	124.424427	73.063146	95.080357	321.658636
MS4A3	121.291463	62.754688	23.553167	592.617161	191.13487	174.689708	8.750532	40.419542	20.881949	80.862162	7.818216	20.779041	38.222697	1963.692404	893.55158	60.998014	35.120863	36.539082	105.015473	15.873786	21.23223	1384.096932
MS4A6A	1102.971199	616.095724	8814.800982	222.709532	191.822788	1136.619238	167.864491	216.369492	177.716811	221.196264	268.508146	402.562324	16167.182	704.435585	501.772618	326.35208	149.251011	453.07621	2149.718655	3743.66762	167.436162	408.737555
MSC	28.934118	44.521654	47.467892	60.984757	42.303682	111.475341	42.412481	85.708983	243.574824	78.785183	631.845348	1562.138826	101.484341	63.763167	148.360624	115.153272	31.9551	172.576955	132.071702	573.36646	1844.921425	75.282388
MXD1	22.776506	22.406849	250.015817	201.822953	62.753278	2389.810861	255.887779	110.942725	65.292644	67.177804	83.193693	135.728617	26.568955	27.883471	51.877407	25.96026	148.910857	94.338652	100.622917	18.244113	247.664843	1552.584099
MYB	365.479856	297.354216	300.761935	615.521462	235.712592	505.081382	590.5897	269.624029	838.001121	647.999957	95.31276	78.102501	118.909918	4336.138621	5021.57244	123.903519	1793.189396	735.501768	250.061393	97.447395	366.991013	3653.922546
NAALADL1	11.623167	15.79396	31.523829	344.958469	228.018964	15.892516	207.959901	147.328012	20.454372	70.983059	14.377328	8.288872	10.286083	8.867943	11.214711	10.561548	150.750792	48.570253	62.468339	7.320373	17.660855	15.867942
NCF2	153.495583	345.135981	12280.85608	483.385065	168.835817	17226.82018	225.027831	88.178503	60.476086	62.342842	15650.12064	762.035112	11487.88902	956.167863	1619.076321	194.190923	68.811567	425.690238	1620.910475	11149.65069	3147.592954	20110.62767
NCR3	152.011839	792.851287	56.94572	1482.733424	3218.191907	223.272721	250.102342	411.610723	407.22257	1756.075472	30.833254	105.996401	55.947014	96.475431	83.516553	42.584452	201.40437	669.218153	1859.555439	86.335804	33.098682	146.729649
NFE2	6.094544	6.768979	1517.644033	134.363505	82.87063	2938.86897	48.985624	33.470013	7.618894	107.356395	30.550108	32.428804	110.075989	233.715617	148.195507	11.867132	56.380681	67.68355	79.045362	12.409937	11.959857	272.88674
NIPSNAP3B	1577.975004	744.7742	89.571722	152.772966	105.192818	331.760106	41.710795	137.605331	86.0562	128.037335	79.702671	105.236396	106.934999	207.153062	142.550369	349.550369	79.241795	106.126089	497.433932	69.482052	124.343472	153.990641
NKG7	6.99477	10.338503	34.654639	13911.17937	14574.73469	13.315655	106.538702	679.691047	947.372637	8640.630717	4.934667	217.224577	6.547728	429.352659	573.003437	7.726182	7.582194	18.512263	10086.41757	4.961303	6.557718	24.264302
NLRP3	22.141834	20.532699	636.629268	44.602571	88.895743	478.877482	18.456763	48.053213	14.178352	15.305762	32.505746	37.679105	322.062046	26.849883	423.072942	15.378429	11.657551	28.041179	51.585232	310.278078	19.688927	68.368008
NMBR	507.384036	573.646318	77.857282	29.155081	48.053213	201.752216	8.773662	31.059552	92.995396	45.638301	49.445156	16.421781	35.172248	11.198863	24.637978	242.527406	20.040596	117.852184	183.172845	81.803389	17.429864	103.947176
NOD2	6.93252	10.188501	1302.129171	178.25788	166.062104	689.375554	8.56837	124.141006	147.973679	8.398706	91.563652	2182.907505	811.253942	31.686642	7.939245	224.312525	116.112155	42.785405	146.631016	31.532021	249.207252	617.723214
NOX3	12.009663	6.682826	11.173059	7.475615	7.106612	15.129377	8.615517	9.107288	7.489071	7.382208	7.877967	9.706902	8.992613	133.311724	215.579262	6.670735	8.533286	5.486578	66.248897	6.581036	7.139098	6.271682
NPAS1	18.227676	16.195412	14.377971	12.180299	12.95561	23.07571	10.252739	20.72031	8.311325	24.542029	15.362658	12.49569	17.391618	22.049575	13.787383	27.899332	8.592903	159.759211	12.089771	15.606125	15.189465	19.271666
NPL	18.587232	15.431714	856.406195	98.033734	113.508158	2221.125735	16.80025	77.758384	115.435034	84.141203	1653.078338	501.961638	4287.536344	552.918904	434.39859	51.435575	26.321898	67.975374	151.155285	2046.531199	469.319855	1095.722226
NR4A3	136.961868	146.698529	91.300972	81.374804	142.726886	289.595035	117.489722	96.796746	315.267469	83.366469	198.742247	448.709159	100.485143	126.340664	1237.55158	133.939604	165.583501	462.391464	158.621241	479.801155	2205.779288	4000.433332
NTN3	6.560415	15.170155	8.728209	5.960533	6.670735	14.631187	23.290569	11.487333	28.151464	8.66871	6.387053	11.623167	15.716578	3.851996	5.968589	21.484279	7.668027	180.393804	39.584995	5.550003	7.932019	12.895604
NTRK1	13.569956	13.736596	11.914609	9.510069	13.609562	16.057846	22.842212	15.019566	21.081326	10.624338	8.11604	8.773662	8.957138	353.885845	1165.767806	28.054818	9.834897	11.270707	17.706407	14.874193	8.22009	24.836207
OSM	2.05303	2.708642	4.071676	2.264193	172.717075	188.237725	2.307902	4.818031	45.017521	3.823397	3.54071	3.129846	6.319098	13.946835	8.408928	2.05303	12.943644	142.650705	20.5538	10.910343	3.537	1657.870692
P2RX1	161.724611	37.909269	686.859206	133.765379	137.761379	1169.401245	168.409154	119.891114	110.766249	180.797878	198.678527	134.649005	356.213702	2865.596717	2193.457858	36.612268	142.885893	70.450156	184.552453	162.158759	57.630143	1302.716482
P2RX5	9725.14216	9116.674392	175.54095	507.746094	492.819997	35.464605	670.831186	770.017838	524.855088	784.988483	33.050273	21.687396	20.011502	174.366472	298.992498	2524.75311	2876.602126	725.343874	1108.125761	37.212783	35.535284	355.90217
P2RY10	436.580027	348.9026	20.957803	236.991435	207.498138	350.0245	340.883425	516.368744	293.210227	319.105042	11.369688	20.484816	16.643192	27.332604	59.537128	408.379947	313.289662	931.708583	107.441096	5.34076	142.707476	1812.068581
P2RY13	9.195677	35.59674	2786.279688	76.928198	13.814925	4885.264485	7.357243	6.469993	7.274663	7.47061	120.649326	473.333504	2965.888162	43.789825	60.881545	8.020483	6.982741	10.202544	233.21397	25.789577	8.194297	1447.836993
P2RY14	1638.857158	196.047738	51.710748	214.644847	215.228348	1604.23718	63.199607	75.403886	76.775943	154.861178	7.681017	21.358531	852.556374	2202.531209	1476.439279	30.698538	33.744354	102.953334	512.624542	214.752929	24.727565	9767.658851
P2RY2	11.657551	13.601895	172.18088	14.83439	11.91499	20.464906	11.669181	11.415459	13.355912	14.972571	86.580277	11.441462	9.46357	14.463545	89.765431	9.903063	20.632555	10.116956	12.421398	10.694023	14.593538	944.40785
PADI4	10.863845	14.724908	765.874027	117.711505	26.443951	834.17913	22.060148	15.944534	24.613382	54.813147	15.820689	17.759004	12.531005	110.348703	145.704153	16.993364	19.922871	9.858987	140.671837	21.137673	36.580222	609.722574
PAQR5	23.55278	20.525105	14.230474	16.925373	12.69617	21.350096	25.798529	15.95743	14.881733	14.179144	301.513631	18.280857	17.469058	367.639625	291.658959	15.540955	13.059076	36.937448	28.61895	19.081963	15.769453	16.339225
PASK	513.868512	628.040682	146.70898	194.694971	256.268401	260.125454	1036.993881	2312.349458	982.669436	1441.389436	114.193902	240.986393	221.420773	189.825041	170.798054	674.835391	7489.424599	1422.863691	232.667049	159.755219	188.639629	412.543096
PAX7	67.600224	81.267259	38.036782	13.997672	21.90775	43.894581	25.730255	42.554696	34.322446	23.311473	20.550629	24.248744	19.334878	22.885821	40.264347	281.520047	37.986623	107.19933	47.576785	32.208616	32.689144	82.859596
PBXIP1	399.906182	918.022479	253.474834	527.870097	195.07661	980.023115	1070.73357	3186.537019	192.08699	1520.324793	80.096742	197.57765	410.873542	173.22655	203.167925	803.585594	1612.60149	3045.590782	570.958397	290.732107	562.838958	835.091265
PCDHA5	5.122171	7.929426	10.289639	10.21122	11.390715	12.678032	25.924108	33.864671	7.736951	15.435919	10.555447	85.938604	8.255798	10.744383	6.114001	11.4291	11.021747	107.679789	43.813091	13.641708	6.045929	10.270648
PDCD1	103.873274	124.685259	153.262284	128.533806	122.4494	277.598827	130.69872	149.026134	234.767226	153.862235	114.240995	134.594921	133.071085	130.332615	95.276814	105.440367	2598.761593	263.948271	208.089362	111.798525	122.185867	223.738022
PDCD1LG2	17.247057	11.815204	14.0179	22.011082	12.920337	22.625159	15.105936	11.034745	14.416667	12.804997	55.045086	448.87437	343.439408	9.979747	18.439352	12.209187	8.147552	75.960032	15.668124	116.373996	813.789777	72.111622
PDE6C	0.972465	3.751283	4.556479	14.898756	2.38782	2.181431	21.419444	6.212037	1.658858	1.934004	3.190693	2.992189	3.505149	8.281616	1.119175	1.479085	6.606825	1.64625	6.317188	1.993538	10.57244	46.473928
PDK1	32.809679	24.866743	25.630979	32.925189	37.963199	43.652511	518.45255	121.152292	170.89865	231.294924	126.874165	131.257626	121.944598	23.677468	30.156393	1399.416902	117.296177	486.748873	23.370256	96.835836	22.473646	571.517306
PGLYRP1	18.908225	23.344617	13.979924	99.274217	30.427416	1587.726613	9.789026	15.629048	16.083959	9.95704	13.380444	12.649046	15.478694	237.888031	262.499003	20.113479	19.77039	12.625092	16.077934	11.051289	16.056713	752.182952
PIK3IP1	2462.087898	1132.15121	647.754492	1203.06945	322.610385	545.650078	5090.528151	4353.539533	461.309405	5245.606657	249.271088	209.464822	1631.804333	557.400039	310.247143	728.372021	2315.263539	4814.01712	1330.849657	295.078973	259.742076	780.145571
PKD2L2	9.706902	6.776683	13.396568	10.978729	7.924164	62.562282	52.063396	11.462631	23.122173	18.905342	9.864099	12.743186	20.113479	160.858478	48.320667	24.817189	6.039292	47.376341	47.678602	5.885376	14.50854	259.951262
PLA1A	35.620739	28.119284	59.355767	25.139475	12.848674	26.035236	16.45892	7.843078	14.267989	16.113926	26.250002	2799.769624	14.403984	48.997035	43.370845	15.156496	19.938772	16.468041	31.591161	38.040994	647.107435	53.155189
PLA2G7	100.732455	79.06119	1290.202807	73.099369	50.305659	59.092375	12.7667	36.512638	39.265425	24.318758	10066.60469	1679.064856	1569.463396	1067.947829	980.107544	69.940654	37.600631	108.845181	178.741766	5706.822398	5086.100024	43.515362
PLCH2	31.913472	14.444246	47.065774	152.093623	132.376501	101.446606	169.192728	136.854957	42.933848	26.926914	31.408271	44.50407	29.625678	36.27775	74.73916	32.270979	176.084258	981.148204	71.664072	18.775004	30.870918	102.882811
PLEKHF1	39.921449	32.663764	45.533329	1513.840196	982.200085	50.111762	341.007627	508.738562	485.644917	884.51125	292.520251	73.439523	33.492488	73.366886	281.00352	301.518706	919.884623	373.285033	1042.95957	40.58426	34.570766	61.666643
PLEKHG3	11.390715	10.805587	417.649899	855.491569	317.791004	1603.250854	76.734357	559.741979	106.629093	293.524752	137.042841	590.796944	180.272184	204.776358	37.683217	11.078864	26.013773	17.752853	927.802984	25.678758	21.421265	1449.679742
PMCH	12.39999	10.594973	9.491643	6.72716	11.090251	13.428577	12.966693	14.817985	138.142275	7.056096	8.822056	6.06637	7.417756	10.020002	32.337169	16.560202	9.800664	9232.536023	19.449094	9.76337	11.884909	10.810461
PNOC	4198.527432	4255.796399	230.847481	65.366459	78.13755	269.361329	64.693252	65.694165	83.023196	88.677896	93.57509	42.989948	92.995396	62.52678	105.351589	3031.838783	22.107875	82.80288	192.035399	68.461613	98.826868	156.274342
PPBP	112.730441	89.838522	80.466728	37.905351	17.495729	564.579901	65.621562	58.238809	20.895819	61.6725	3754.147483	230.145918	292.991822	78.213322	1402.0838	166.644304	63.646241	117.729181	476.66207	91.22599	211.939361	52.020646
PPFIBP1	68.774202	10.81398	24.45705	21.698143	9.753148	12.055794	45.863487	26.783476	19.756295	40.766201	36.424889	6.90617	11.475809	44.204208	30.45109	17.047077	5.459102	41.789616	11.9742	218.620576	76.727129	8.539654
PRF1	201.957367	236.135121	142.748789	26164.60132	27164.52012	422.669791	847.810439	2130.073632	1288.368436	8182.518825	88.716045	55.135745	23.154895	346.364608	285.22059	213.412478	953.501106	1643.00791	15440.12701	67.864909	103.921077	268.37176
PRG2	98.842812	125.310944	117.086355	70.819162	82.712362	59.652704	107.029045	139.10105	165.453735	126.646771	103.375212	295.678865	263.652915	19061.38442	20880.60329	157.529856	35.312827	68.525369	16.547006	85.478936	89.830628	189.2704
PSG2	1541.92252	1234.841312	170.069666	148.449122	136.134916	553.499282	109.531244	214.861544	99.135368	157.146245	156.968165	95.301438	126.992246	80.504823	42.869886	423.094446	80.926602	294.243307	352.744483	116.270557	146.260567	61.876609
PTGDR	84.748978	75.93104	36.258871	1627.918557	2044.535858	79.202656	59.438508	135.829414	56.51547	549.729747	25.255049	40.983185	26.783476	21.237704	29.11896	34.61104	38.93185	36.94548	407.858662	32.577608	29.800792	137.786843
PTGER2	47.378807	20.496403	1154.310555	2983.001501	5770.127086	183.697789	258.841965	4236.414392	1056.864994	2260.804067	619.162838	170.395389	1754.337137	460.429412	892.071825	21.500992	14.855891	2608.201318	2957.932915	584.124187	826.855744	501.022829
PTGIR	32.066152	21.655427	482.86175	31.063756	30.866414	47.106227	233.24624	59.604918	161.002021	46.510322	37.791243	1832.0701	1096.655917	196.252148	113.904524	30.36307	24.85041	1296.620335	31.977515	27.402479	1333.258674	26.61064
PTPRCAP	4113.169696	4036.430692	35.765737	3602.345527	3305.985414	40.983881	1887.920817	4607.979618	1493.347557	4378.93295	26.302095	18.444927	30.512187	42.240203	16.45955	905.816753	5576.724303	3413.915859	1703.230685	29.608785	51.696495	351.605278
PTPRG	106.582502	96.888812	6.373268	8.390632	5.598819	109.627803	4.273622	3.949271	12.602671	3.79883	9.600274	31.752648	4.706762	9.872675	2.978202	84.326153	12.988397	154.79189	67.01744	8.931399	18.243457	2.9929
PVRIG	874.708657	1156.813644	99.882812	4533.058778	4025.406714	357.654533	2515.245009	1786.799569	818.474367	3978.913368	68.656385	20.764451	113.369476	87.815323	17.22726	303.249976	3927.763769	2477.585452	4095.753219	57.362247	96.692103	164.346878
QPCT	15.589903	25.786108	1499.926054	69.392939	48.524604	3236.166445	3.411623	22.222697	65.086991	24.035213	2646.756425	113.835212	1278.360026	235.906212	247.865553	2273.276543	2.011801	12.203026	22.497904	1578.799624	420.580085	38.677804
RAB27B	7.83161	10.497479	6.931517	91.195463	82.18072	8.59015	23.271959	35.433549	10.79075	25.256171	6.062575	13.500665	31.340818	907.939002	649.757248	11.657551	22.513805	68.219568	40.139934	13.536323	29.733199	28.808155
RALGPS2	1597.105013	1305.477004	44.859952	54.563567	32.541298	109.429942	40.257073	23.422296	36.802147	57.026752	27.245771	22.031619	63.443593	44.088815	47.561827	112.819143	28.211994	98.901299	85.481543	37.703516	39.541446	56.927637
RASA3	10.561548	24.235002	93.343508	212.790493	65.331105	19.426492	156.481645	327.846671	24.574226	270.981306	21.36443	14.431145	115.940482	15.372122	19.098341	13.140173	71.228922	79.608261	68.967921	17.29897	12.322647	26.664497
RASGRP2	5911.213148	5135.507838	759.979183	1363.762146	256.537997	1260.173261	4016.523813	2855.39049	121.339966	2427.952654	41.209022	120.640212	102.042176	281.323554	209.592564	68.811567	169.598798	1173.438292	997.194203	65.880336	130.573531	1547.788877
RASGRP3	458.360043	575.453374	11.439177	15.511479	19.077684	15.892656	28.794899	13.668747	13.741791	16.226641	735.010301	552.034418	1320.702754	57.225007	90.185753	3254.10232	15.843424	93.148866	16.025049	986.071517	1037.512659	77.001587
RASSF4	22.677124	18.661019	672.103514	228.528155	146.195568	33.773878	29.255351	19.669499	23.487745	22.981938	591.626148	3036.440707	560.785394	39.530209	30.913408	15.117949	25.763052	67.821469	20.647215	657.841196	2481.685967	15.5773
RCAN3	46.666119	40.664506	41.683373	7.235605	25.011695	5.269931	219.643729	566.986273	193.093592	155.029818	54.988182	37.600631	28.671505	6.230148	35.072807	41.299483	28.81247	332.670453	28.35364	30.555121	106.627041	10.991416
REN	63.755707	51.280334	31.448912	26.148988	26.426319	43.293425	76.813394	42.47011	37.298675	30.749538	30.596958	29.943747	26.031114	87.85794	51.610659	391.964112	35.794866	74.051012	25.633744	25.36955	25.184464	33.524369
RENBP	53.605537	41.690534	215.088264	20.43862	34.345258	77.08759	37.113029	34.345258	40.614944	45.591033	433.093411	777.76966	1584.310866	101.64425	192.925961	23.154895	18.333639	33.375039	37.664591	205.937214	113.659609	306.390275
REPS2	40.362921	27.952714	153.287721	16.006164	21.717734	1345.638366	12.089508	18.952169	8.288872	13.887563	14.495808	9.789026	171.230898	108.24961	19.051956	23.920877	18.571284	22.280025	19.439016	46.403583	43.11556	735.572102
RGS1	180.199185	246.271589	64.441749	147.041979	255.510178	111.350348	215.673144	1496.611591	1321.498692	646.721666	147.148555	184.993973	63.823463	507.24048	474.484624	742.001782	1981.049393	1384.645326	110.307351	62.103611	3515.825678	6082.807012
RGS13	71.265745	70.491217	18.735996	36.27119	29.943747	19.834422	11.203305	22.222697	7.843078	26.92097	9.041317	5.136655	3.828608	2908.942653	3857.995451	269.912685	7.972777	27.721157	60.009925	4.083493	34.673678	1591.017083
RNASE2	186.47187	164.907335	3614.28076	663.054551	230.07536	672.190592	156.133494	98.763554	102.518893	216.873119	144.229252	407.22257	677.713898	1975.141115	2222.694963	350.767757	83.759744	107.053067	600.512299	143.263233	145.72096	6527.495415
RNASE6	1799.683549	1157.232625	4038.448716	84.587921	14.367663	2002.128163	28.131352	64.443849	8.863553	17.051347	2527.65046	306.169394	5075.103934	681.365435	506.467457	2281.114952	22.172754	11.373168	777.255408	8418.335804	853.615167	144.009219
RPL10L	36.038732	70.343023	95.704913	91.276692	98.928365	13.694518	328.074095	588.701563	346.941484	321.350347	57.315509	53.34938	70.333366	182.73391	140.712151	311.314882	160.244989	144.444843	184.475342	26.98167	75.523161	24.821497
RRP12	12.815153	12.572533	288.345169	20.597011	75.44492	274.093774	10.262937	14.317294	378.729357	10.832224	98.849734	11.728149	14.514662	26.914716	173.352761	546.135451	17.271842	28.968538	9.389333	35.497106	11.8487	930.230586
RRP9	9.544533	16.332149	36.132302	53.292348	186.60214	9.945088	116.424485	49.530859	524.281554	92.361517	164.95097	183.180886	91.163191	110.619747	173.366955	17.548541	82.563018	21.617058	72.639892	29.297454	16.43309	45.905795
RSAD2	215.228348	211.214873	334.986335	300.348148	666.803666	713.359366	230.680671	222.857745	149.425511	164.102181	78.872359	6976.481671	140.167353	399.435121	312.620352	215.517349	101.608326	852.591081	390.70767	115.74094	7545.527873	1070.378854
RYR1	108.557811	115.914122	128.591903	38.111412	76.734357	199.923873	13.310381	134.918639	161.98088	134.678668	205.797066	72.994882	102.30031	15.797055	55.488254	61.532042	214.171579	1289.511214	142.581278	117.169483	105.540251	75.751953
S100A12	190.663133	205.609612	11149.65069	1088.208915	220.626331	8781.768452	122.046411	78.968822	77.609072	103.089227	143.016136	258.300428	123.701236	1054.174516	976.508343	206.614297	114.326921	93.856191	2375.556565	132.831596	138.870231	374.451611
S1PR5	7.99712	7.027495	6.788453	587.658117	175.69752	9.35291	8.4517	6.547728	6.843334	41.049001	9.800629	6.633638	6.433694	8.974214	9.12493	7.656177	8.88663	5.615635	13.067061	6.920114	7.668039	8.091847
SAMSN1	197.088428	441.90059	1412.29406	1266.566015	2876.602126	1654.100485	609.276138	1660.128114	2859.409338	794.816235	645.688688	5090.528151	3133.89778	6327.078194	4360.895256	574.921687	577.400739	1973.849465	1571.696585	2070.552906	7507.176097	11409.47833
SCN9A	7.119286	7.905938	6.128985	11.245822	10.594126	15.238192	20.439352	6.409333	6.276977	5.599397	6.720862	111.604647	88.100357	61.225113	108.671045	8.439383	22.141834	39.749885	56.534564	304.808851	6.084883	17.760103
SEC31B	64.801363	51.08176	136.547862	248.319537	30.974254	40.56722	539.265603	63.790222	23.572098	423.472195	33.182589	58.508511	492.069202	207.472637	231.166306	101.238977	163.901045	1073.503244	58.503794	38.337744	29.751436	179.501583
SELL	11102.0298	8002.61479	7242.740165	5741.494585	1590.659482	13724.93946	9805.46284	7104.510327	2531.49842	7418.862396	103.920456	234.171636	287.219139	353.989976	288.716557	376.904993	4188.175594	5165.445456	10585.56882	121.953751	137.330101	3001.389383
SERGEF	15.691382	11.985968	20.421659	64.181943	41.576516	16.743912	264.235817	28.587893	16.22879	63.607871	24.060558	113.605451	103.011184	88.983225	39.40618	11.090251	189.143175	15.821189	17.270207	16.839759	19.061053	19.498429
SH2D1A	30.866414	23.745793	18.418016	1296.002366	844.708142	41.875099	910.037497	1354.892078	1484.478664	1249.210018	17.337961	17.534651	11.390715	22.171583	43.951589	17.020621	2984.358981	2057.444392	1522.337958	16.512518	27.628516	29.311505
SIGLEC1	258.300428	149.398654	279.322199	98.805829	88.815897	245.932105	55.544313	91.072628	46.572354	81.500526	116.429974	6220.794765	3457.591061	185.663052	145.666009	98.520073	55.135745	132.288224	181.1222	447.607928	2742.909524	126.374222
SIK1	5471.704926	5620.453994	544.809106	457.652328	248.295417	401.546565	494.426545	410.006561	162.040906	1219.200313	146.153135	292.991822	111.243926	59.706816	326.996037	7279.249666	4922.268476	942.261462	393.187007	104.811981	228.176812	2371.944991
SIRPG	74.414512	127.735543	54.862628	98.346376	57.883353	125.144697	1078.535981	1148.814515	293.210227	1310.139566	31.736968	80.849435	39.50876	13.595281	25.502367	55.745234	3092.334477	2278.399895	713.821219	30.070038	83.941178	81.769825
SIT1	759.159318	1505.448039	99.63796	115.126517	107.756992	286.525819	1418.51616	1612.60149	927.390616	1457.873439	121.974385	60.402939	107.756992	76.788111	51.409692	424.479172	1676.239317	4164.941026	1324.14278	411.730574	77.551699	76.988801
SKA1	4.914357	2.770473	3.19849	17.191498	41.356352	2.093797	15.893644	1.658858	353.188619	2.220632	4.375489	6.572288	15.603544	30.767667	18.081238	3.236184	53.827545	32.196962	20.960164	2.818893	4.751057	5.435241
