Bleh	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
PRAMENP	0.036846	0.606129	6.2e-05	0.0	0.001292	0.0	0.0	0.0
PRSS23	6.4e-05	0.0	0.000156	0.183319	0.000396	0.000398	0.000563	0.027467
PRSS30P	0.0	0.001606	0.00144	1.0	0.001023	0.001263	0.001723	0.054153
PRSS35	0.0	0.0	0.000171	0.001682	0.001685	0.009402	0.000753	0.089692
PRSS57	0.0	0.0	0.028116	1.0	0.041477	0.002856	0.013269	0.003096
PTPN13	0.001829	0.0	0.042011	0.0	0.002312	0.830075	0.008738	0.029142
RAPGEF5	0.270103	0.053544	0.0	0.002677	0.000637	0.000971	0.003329	0.00348
RASGRF1	0.013265	0.140169	0.00177	0.0	0.000814	0.0	0.0	0.0
RCAN2	0.0	0.0	0.000219	0.011944	0.000598	0.005259	0.000367	0.03531
RFPL2	0.0	0.0	0.048824	0.0	0.008551	0.525138	0.12655	0.036213
RGS7	0.131949	0.427006	0.0002	0.0	0.03192	0.0	0.0	0.0
RNF165	0.0	0.0	0.00455	1.0	0.028368	0.031736	0.016392	0.007316
RNF175	0.001211	0.0	0.010348	0.0	0.05158	0.003235	0.202867	0.0
RORC	0.0	0.0	0.000515	0.002075	0.002552	1.0	0.017523	0.233836
S100P	8.5e-05	0.0	0.025203	0.000652	1.0	0.001174	0.000342	0.000434
S1PR5	0.0	0.000327	0.000393	1.0	0.000359	0.002191	0.00098	0.176932
SCGB3A1	0.0	0.0	0.02265	0.0	0.001749	1.0	0.284661	0.044195
SCN3A	1.0	0.026722	1.1e-05	0.000815	0.001023	0.0	0.002546	0.0
SEMA3A	0.0	0.0	0.009088	0.004322	0.005695	0.001796	0.155867	0.002344
SEMA3D	0.084406	0.143439	0.000191	0.0	0.001106	0.0	0.000537	0.0
SERPINB2	0.003909	0.0	1.0	0.000621	0.005328	0.0	0.0	0.0
SGCD	0.0	0.0	1.6e-05	0.004179	0.000163	0.0	0.000369	0.007715
SH2D1B	0.001054	0.000797	0.000357	1.0	0.003419	0.0	0.000585	5.1e-05
SHTN1	0.000851	0.0	0.338867	0.0	0.005035	0.002119	0.002829	0.0
SIGLEC6	0.085148	0.834541	0.001138	0.005242	0.001002	0.0	0.002151	0.005138
SLC16A10	0.019307	0.001706	0.002053	0.0	0.005872	0.112622	0.439432	0.031991
SLC35G2	0.0	0.0	0.000173	0.007925	0.008817	0.008574	0.004766	0.140481
SLC38A11	1.0	0.207206	0.000255	0.001199	0.00219	0.0	2.6e-05	0.0
SLC4A10	0.0	0.0	0.00073	0.228496	0.006434	0.109636	0.015862	1.0
SLC9A7P1	0.0	0.002082	1.0	0.000758	0.009259	0.000596	0.00134	0.001698
SLC9A9-AS1	0.0	0.0	0.004517	0.513883	0.005226	0.0162	0.028172	0.0
SORCS3	0.0	0.0	0.000422	0.0	0.010728	0.047072	1.0	0.0
SOX5	0.039482	0.266711	0.001597	0.00181	0.001702	0.0	0.000793	0.003903
SPON2	0.000538	0.0	0.0	1.0	0.004138	0.004671	0.001841	0.084333
ST6GALNAC1	0.0	0.0	0.007609	0.001584	0.023815	1.0	0.133497	0.003043
ST8SIA1	0.0	0.0	0.002156	0.003514	0.00789	0.421566	0.082379	0.285115
STAB1	0.001851	0.0	1.0	0.000873	0.003155	0.0	0.002254	0.0
STEAP1B	1.0	0.578677	0.0	0.002363	0.001998	0.001271	0.00384	0.0
STYK1	0.014693	0.0	0.002171	0.164222	0.098472	0.009827	0.011872	1.0
SYBU	0.154437	0.291554	3.6e-05	0.0	0.001004	0.004023	0.00179	0.003006
SYN3	1.0	0.007578	9.4e-05	0.003718	0.000792	0.0	0.000786	0.0
SYT17	1.0	0.082987	0.047115	0.004584	0.002849	0.0	0.000276	0.0
TCEA3	0.0	0.000298	0.004462	0.003044	0.000435	0.302638	0.657575	0.041038
TCL1A	1.0	0.019555	0.000189	0.000717	6.8e-05	0.0	3.4e-05	0.0
TCL1B	1.0	0.007089	0.0	0.0	0.001534	0.003202	0.001163	0.005511
TCL6	1.0	0.005346	0.00101	0.0	0.022289	0.004011	0.002743	0.013094
TEK	0.0	0.0	0.000568	0.0	0.897021	0.003103	0.027128	0.0
TFPI	0.0	0.000322	0.001014	0.000121	0.000212	0.000336	0.006443	0.0
TGFBI	0.0	0.007506	1.0	0.000526	0.002142	0.006783	0.000427	0.009382
TGM3	0.003048	0.0	4.1e-05	0.0	1.0	0.0	0.0	0.004469
THBS1	0.000974	0.0	1.0	0.005033	0.001886	0.001242	0.01197	0.001104
THEMIS	0.000269	0.0	0.004906	0.004759	0.001822	0.648127	0.582672	1.0
THRB	0.473882	0.008691	0.004725	0.0	0.001465	0.0	0.001993	0.0
TIGIT	0.001428	0.006827	0.0	0.684132	0.003069	0.218835	0.025531	0.690119
TJP1	0.0	0.0	0.000182	0.0	0.000332	0.0	0.005021	0.000319
TMEM176A	0.001604	0.0	1.0	0.0	0.006796	0.000324	0.000678	0.0
TMEM176B	0.000674	0.000386	1.0	0.000109	0.003512	0.0	4.7e-05	0.0
TNF	0.000376	0.005681	1.0	0.000971	0.019138	0.006682	0.0	0.003156
TNFRSF13B	0.030055	1.0	0.000322	0.000751	0.000212	0.0	0.001986	0.0
TNFRSF4	0.0	0.001646	0.000534	0.269797	0.051863	1.0	0.017603	0.031651
TNIP3	0.0	0.0	0.039092	0.042128	0.001253	0.035284	0.063131	0.452251
TPO	0.0	0.0	0.0	0.0	0.020282	1.0	0.006089	0.005117
TPRG1	0.0	0.000796	0.015327	0.05606	0.059259	0.176326	0.008512	1.0
TSHZ2	0.039469	0.009424	0.002295	0.0	0.002568	0.221696	1.0	0.008575
TSPAN13	0.71723	0.147841	0.000278	0.007132	0.044678	0.000106	0.000669	0.0
TSPAN15	0.0	0.0	0.015013	0.034625	0.010241	0.51978	0.052899	0.124554
TTC16	0.002099	0.0	0.004419	0.292247	0.010548	0.16448	0.196993	1.0
TUSC3	0.0	0.0	0.0	6e-05	0.000394	0.022233	0.000291	0.0
UGT2B17	1.0	0.020341	8.7e-05	0.0	0.000969	0.0	0.001023	0.0
UTS2B	0.065152	0.399286	0.006038	0.011613	0.00376	0.006182	0.0	0.010011
VCAM1	0.0	0.0	3.9e-05	0.000527	0.001843	0.000922	0.00046	0.031413
VCAN	0.000211	0.0	1.0	0.000161	0.001376	2e-05	5e-06	0.0
VIT	0.0	0.0	0.000968	0.323919	0.009626	0.0	0.00117	0.018099
VNN3	0.001475	0.000766	0.028631	0.000479	1.0	0.0	0.000531	0.000278
VPREB3	0.167357	0.171706	5.1e-05	0.000106	2.3e-05	0.0	0.000108	8.5e-05
WDR86-AS1	0.0	0.0	0.002307	0.003989	0.001501	1.0	0.021757	0.503309
WNT16	0.141388	0.553026	0.00024	0.001609	0.001439	0.0	9.8e-05	0.001652
WNT7A	0.0	0.0	0.002015	0.0	0.023894	1.0	0.729103	0.133797
WSCD2	0.0	0.336768	0.0	0.005638	0.002664	0.0	0.003199	0.005618
XCL1	0.0	0.0	0.000416	0.290309	0.000634	0.010002	0.008474	0.412398
XCL2	0.0	0.0	0.000602	1.0	0.000974	0.000588	0.001751	0.003953
ZBTB32	0.024358	1.0	0.0	0.001665	0.003022	0.022604	0.027568	0.061598
ZNF462	0.0	0.0	0.001262	0.000928	0.00083	0.085999	0.021385	0.005716
ZNF662	0.007497	0.0	0.001724	0.037654	0.001602	0.018696	0.407037	0.029631
ZNF683	0.0	0.0	0.002196	0.162004	0.006755	0.022993	0.004886	1.0
ZNF860	0.838824	0.851577	0.000839	0.002054	0.000735	0.000778	0.000499	0.0
