TissueNames	Epithelial Cell Airway	Canonical Epithelial Cell	Epithelial Cell Placental	placental.pericyte	pulmonary.artery.endothelial.cell	vein.endothelial.cell	Glomerular Endothelial Cell	articular.chondrocyte.of.knee.joint	Canonical Endothelial	hair.follicular.keratinocyte	Cardiac Fibroblast	mononuclear.cell	myometrial.cell	kidney.epithelial.cell	subcutaneous.preadipocyte	Osteoblast	epithelial.cell.of.umbilical.artery	bronchus.fibroblast.of.lung	Smooth Muscle	hair.follicle.dermal.papilla.cell	thoracic.aorta.endothelial.cell	epithelial.cell.of.proximal.tubule	Endometrial or Mammary Endothelial	Skeletal Muscle Myoblast	skeletal.muscle.satellite.cell	Melanocyte	mesenchymal.stem.cell.of.Whartons.jelly	fibroblast.of.villous.mesenchyme
CYP1B1-AS1	0.04566	0.094163	0.056344	0.020708	0.003396	0.007217	0.005425	0.725354	0.010167	0.584458	0.32544	0.062736	0.028066	0.045047	0.449906	1.637807	0.011651	0.208774	0.177559	0.079741	0.00467	0.0	0.0	0.007689	0.315024	0.174976	0.491509	0.064245
CYP21A2	0.019292	0.00579	0.009387	0.00783	0.0	0.0	0.0	0.001557	0.003079	0.0	0.053829	0.0	0.113915	0.035802	0.0	0.019127	0.0	0.020708	0.006513	0.004481	0.002123	0.0	0.0	0.0	0.0	0.0	0.006792	0.0
CYP26B1	0.338443	0.058573	12.354906	0.186274	0.053184	0.032453	0.130047	0.05184	0.045506	0.437807	0.905236	0.0	0.071132	0.078821	0.462453	0.0	0.022288	0.0	0.058223	1.294245	0.057406	0.040142	1.599092	0.158208	0.35559	0.0	0.0	0.010849
CYP27B1	1.424151	0.322017	0.265566	0.135849	0.07033	0.026604	0.052123	0.017995	0.031214	9.374245	0.315692	0.087264	0.101722	0.321085	0.06066	0.01283	0.058302	0.141085	0.021899	0.101816	0.084717	0.208113	0.163325	0.007311	0.091014	0.070932	0.098302	0.13691
CYP2S1	2.807146	2.113768	0.077264	3.588797	0.017547	0.134693	0.451226	0.005873	0.055549	0.881934	0.042736	0.16566	0.092264	0.26967	0.004858	0.0	0.0	0.415519	0.348487	0.0	0.041816	1.44816	0.785236	0.0	0.0	0.034222	2.000802	0.113585
CYTH4	0.034528	0.024923	0.0	0.028231	0.005189	0.003726	0.039151	0.0	0.005266	0.017547	0.008679	11.97283	0.150236	0.0	0.019717	0.032311	0.011651	0.038703	0.016627	0.0	0.00434	0.00783	0.111427	0.0	0.092901	0.0	0.006792	0.0
CYTIP	0.0	0.006008	0.0	0.0	0.003066	0.011509	0.201392	0.02533	0.001226	0.0	0.0	69.418774	0.0	0.017217	0.0	0.076887	0.0	0.0	0.250708	0.0	0.00434	0.306557	0.0	0.035896	0.042453	0.0	0.006792	0.010849
CYYR1	0.458797	0.091616	0.012406	0.0	0.620873	1.686557	2.229835	0.0	1.380313	1.097429	0.064552	0.003113	0.0	0.44	0.004858	0.0	0.689882	0.490448	0.00522	0.517264	1.052429	0.239127	4.304021	0.085142	0.0	0.0	0.034104	0.0
DAW1	0.090755	0.216221	1.377594	0.177783	1.493821	0.167925	0.020377	0.005142	0.082474	0.286533	0.643664	0.0	0.728231	0.0	0.370613	0.0	1.556462	0.771368	0.096006	0.0	0.714953	0.167524	0.313514	0.203491	1.375094	0.012382	0.130967	0.018019
DCAF12L2	0.0	0.021468	0.0	0.0	0.001745	0.011509	0.016698	0.01941	0.001123	0.0125	0.034222	0.0	0.0	0.107736	0.025094	0.0	0.049882	0.0	0.003711	0.278066	0.0	0.152358	0.0	0.0	0.02533	0.0	0.0	0.0
DCBLD2	8.228679	27.945389	10.257028	41.33566	6.303915	11.314741	15.802925	7.062736	3.216192	18.377547	7.895307	0.062736	13.506745	59.589104	64.643113	24.417948	6.265849	11.821179	27.276466	7.811203	8.674245	61.369858	5.238066	15.815212	68.303066	22.846403	29.749151	27.301108
DCDC2	0.005566	9.881869	0.0	0.004198	0.0	0.0	1.121038	0.0	0.024305	0.0	0.0	0.003113	0.501392	3.446344	0.0	0.0	0.011651	0.0	0.006981	0.010943	0.0	11.628396	0.0	0.338184	0.0	0.010613	0.0	0.010849
DCN	0.98467	12.414086	5.977453	57.487193	0.106415	0.113396	0.868325	722.811698	0.340154	1.397901	173.877028	0.087264	28.148774	0.195991	60.170849	152.172689	2.580613	46.687642	80.615212	107.381179	0.855731	0.657193	0.287889	59.152783	52.773019	0.341993	36.301108	19.427972
DCSTAMP	0.0	0.003066	0.007123	0.140189	0.0	0.0	0.0	0.0	0.004528	0.0	0.008412	0.003113	0.043066	0.0	0.01217	0.036698	0.019623	0.0	0.055483	0.0	0.0	0.0	0.0	0.02309	0.150849	0.0	0.0	0.043349
DCT	0.0	0.001309	0.012406	0.0	0.0	0.003726	0.0	0.01316	0.0	0.0	0.009198	0.0	0.0	0.007123	0.012925	0.005	0.0	0.0	0.003318	0.002642	0.0	0.0	0.0	0.015236	0.02533	207.732052	0.004198	0.0
DDIT4L	0.029245	0.201356	0.0	0.837075	0.80908	0.684906	0.345189	0.991887	0.418602	0.0	0.167948	0.008962	0.36809	0.069104	0.997028	0.251722	0.463514	0.187854	0.509458	0.591792	1.813491	0.355118	1.057736	0.02717	0.497311	0.6452	1.58625	0.246745
DDX3Y	0.0	3.632052	3.419741	2.015896	7.477311	7.197854	0.0	3.212123	4.733962	2.561415	4.626156	0.0	0.0	2.763679	0.0	2.874599	3.832453	2.06566	5.25	0.0	5.327075	2.875849	0.0	6.706698	3.586934	4.992665	2.249009	0.162642
DEPTOR	0.438208	0.739298	0.046745	0.577925	0.021061	0.022264	0.051274	0.090896	0.298083	0.105495	8.626148	0.062736	0.49467	0.089151	0.429245	6.666038	0.04191	0.078349	1.805912	0.113986	0.022406	0.142217	0.057488	0.561887	0.036038	0.200873	3.656179	1.817052
DES	0.0	0.011333	0.0	0.379245	0.0	0.0	0.016698	0.059222	0.002959	0.0	5.079953	0.087264	9.258325	0.048844	0.042028	0.050967	0.07066	0.545991	6.483357	0.154623	0.00467	0.0	0.0	480.484057	27.008915	0.00559	0.11283	2.591179
DHDH	0.108042	0.766781	0.029057	0.018302	0.003066	0.0	0.0	0.007547	0.002959	0.118302	0.016635	0.008962	0.0	0.08717	0.0	0.01283	0.0	0.0	0.016525	0.0	0.0	0.03059	0.0	0.0	0.0	0.080071	0.016934	0.0
DHH	0.0	0.000755	0.005283	0.0	1.232453	0.264953	0.02092	0.0	0.211587	0.0	0.0	0.015283	0.0	0.0	0.0	0.0	0.803019	0.0	0.005016	0.0	0.684245	0.042123	0.60395	0.0	0.013019	0.012382	0.0	0.0
DHRS2	0.042453	0.000142	11.771934	0.0	0.014292	0.014575	0.003726	0.005142	0.168246	0.035566	0.147759	0.0	0.043066	0.319835	0.025094	0.005	0.0	0.0	0.0518	0.0	0.064481	0.082877	0.124198	0.059222	0.030896	0.028184	0.004198	0.01783
DHRS9	4.472028	0.858779	0.0	0.0	0.100472	0.172759	0.103915	0.0	0.002221	0.0	1.917917	0.021887	0.14408	0.0	0.0	0.0	0.260825	0.0	0.034517	0.002642	0.060991	0.035401	0.139552	0.301274	0.0	0.0	0.0	0.0
DIO2	0.0	0.023756	0.062217	1.133019	0.023137	0.0	0.022123	2.483538	0.033816	0.0	0.545755	0.0	5.600354	0.004434	0.0	0.036698	0.011651	0.077005	3.028113	1.558019	0.006462	0.00783	0.041958	0.162146	0.0	0.035342	0.22316	3.388019
DIRAS1	0.010142	0.011875	0.0175	0.056604	0.001745	0.010755	0.163726	1.006981	0.019108	0.0	0.357877	0.07934	0.041698	0.285873	0.21566	1.128726	0.0	0.087618	0.305381	0.283302	0.009009	0.053679	0.034646	0.395778	0.200307	0.224363	0.051462	0.006981
DKK2	0.08533	0.019829	1.496981	0.256156	0.618656	0.010755	0.028113	0.005991	0.025682	0.0	0.0	0.0	0.0	0.0	0.025094	0.0	0.290613	0.031415	0.15873	2.593066	0.565778	0.078679	0.006698	0.020849	0.036038	0.176781	0.824929	0.010849
DKKL1	0.029245	0.011969	0.007123	0.0	0.007311	0.03967	0.076415	0.005873	0.030382	0.0	0.046792	0.0	0.043066	0.031038	0.0	0.00783	0.0	0.270849	0.008695	0.015802	0.0	0.080991	0.017877	0.016981	0.013019	0.0	0.016981	0.006981
DLEC1	0.0	0.008302	0.016509	0.0	0.0	0.0	0.0	0.015943	0.0	0.0	0.027704	0.125849	0.028066	0.008585	0.0	0.005	0.0	0.0	0.005149	0.002642	0.00467	0.0	0.0	0.004434	0.0	0.002807	0.600094	0.0
DLGAP5	2.97092	0.395059	0.622264	1.68467	5.566533	3.230519	0.679528	2.012123	2.750227	3.057972	0.381934	0.054387	5.308962	0.330448	4.128278	0.337028	6.427406	6.135519	1.039996	0.26158	9.394811	5.851132	5.740696	0.275047	2.574458	3.074623	0.863797	2.263349
DLK2	1.850425	0.437111	0.795566	0.036274	0.021061	0.011509	0.083373	0.001533	0.069322	4.493302	0.189206	0.015283	0.227642	0.008255	0.004858	0.005	0.074245	0.199363	0.038003	0.002642	0.016675	0.032925	0.0	0.279127	0.081108	0.0	0.021321	0.075283
DLL4	0.023915	0.010955	0.009387	3.219717	3.275142	9.709741	15.067453	0.001533	11.40084	0.015094	0.278781	0.0	0.062406	0.039717	0.0	0.0	16.580425	0.038703	0.032763	0.006887	4.753656	0.044104	1.994434	0.017972	0.023726	0.013443	0.086226	0.625094
DLX1	0.0	0.013231	0.0	0.012877	0.008255	0.010755	0.027123	0.0	0.000703	0.262665	0.004937	0.0	0.0	0.008585	0.01217	0.132099	0.022288	0.0	0.101081	0.110189	0.002123	0.017311	0.0	0.176934	0.268184	0.08816	0.0	0.0
DLX2	0.11033	0.011403	0.0	0.008443	0.0	0.0	0.024741	0.003585	0.000137	0.134929	0.030621	0.0	0.0	0.005283	0.004858	0.021014	0.0	0.017995	0.032052	0.024245	0.0	0.011792	0.0	0.029528	0.149245	0.012382	0.0	0.0
DNAAF1	0.0	0.002606	0.0	0.0	0.003396	0.003726	0.0	0.003585	0.001458	0.0	0.003019	2.682925	0.097783	0.0	0.0	0.01283	0.0	0.0	0.001863	0.015802	0.00467	0.0	0.011722	0.004434	0.0	0.030283	0.0	0.0
DNAH9	0.029858	0.013467	0.0	0.0	0.012594	0.003726	0.0	0.007925	0.000617	0.189528	0.0	0.0	0.0	0.01441	0.0	0.0	0.0	0.0	3.9e-05	0.0	0.002123	0.00783	0.092783	0.0	0.0	0.137182	0.004198	0.0
DNASE1L3	0.014906	0.169328	0.0	0.0	0.016179	0.028962	0.09717	0.010425	0.50479	0.0	0.084638	0.116887	0.0	0.0	0.087075	0.0	0.011651	0.0	0.002775	0.0	0.023443	0.0	0.111828	0.0	0.0	0.0	0.0	0.0
DNER	0.47967	0.130283	0.87783	0.577099	0.006462	0.038113	0.811557	0.065802	0.017376	0.772925	0.369253	0.008962	0.531769	0.335425	0.171509	0.03967	0.0	0.442594	0.075998	0.004481	0.006462	0.19	0.375637	0.016981	1.443184	0.554387	0.110047	0.032311
DOC2B	0.043538	1.007465	0.0	0.0	0.018396	0.21316	1.184175	0.023868	2.398816	0.0	0.007956	0.003113	0.0	2.702736	0.0	0.0	0.011651	0.0	0.0	0.0	0.00467	2.336509	0.927795	0.350613	0.0	0.0	0.0	0.0
DOCK4	0.600967	1.334281	0.096274	3.740236	14.818585	17.859198	11.002005	2.139764	9.718654	1.203726	0.910833	0.57566	0.743255	1.639057	2.146486	2.664245	15.220802	0.844906	1.702956	4.890613	27.177783	0.975495	5.176545	0.362594	1.838349	0.894776	1.070802	2.377877
DOCK9	7.997075	7.543838	5.302005	3.844387	26.94033	40.198538	36.506368	3.663042	41.930214	5.777642	2.968829	4.789811	1.620613	21.708821	1.579906	3.087123	18.352736	1.907689	1.65581	3.547736	44.048302	5.078042	26.843019	5.963019	1.16533	2.35388	1.492807	1.592217
DOK2	0.0	0.0	0.0	0.0	0.011203	0.0	0.014953	0.0	0.001123	0.0	0.0	6.994387	0.0	0.0	0.0	0.01283	0.046651	0.020708	0.003947	0.002642	0.007382	0.017783	0.0	0.0	0.010708	0.042193	0.023774	0.0
DOK5	0.0	0.0527	0.120472	0.034057	1.558443	0.196604	0.079741	2.271014	0.021016	0.0	1.524253	0.0	0.084764	0.221226	0.741321	1.123821	0.160825	1.110849	3.118439	1.833467	0.512783	0.293726	0.032064	0.043302	2.397264	0.907075	1.622665	0.043019
DOK6	0.0	0.020507	0.0	0.038302	0.0	0.0225	0.105472	0.043396	0.070815	0.0	0.194898	0.177642	0.0	0.066085	0.012925	0.215448	0.0	0.038703	0.706824	0.50125	0.0	0.016274	0.0	0.0	0.0	0.0	0.576604	0.367759
DOK7	0.441722	0.752229	0.0	0.0	0.012783	0.0	0.0	0.005142	0.004468	0.619811	0.005157	0.036981	0.0	0.40625	0.0	0.0	0.011651	0.0	0.005008	0.002642	0.0	0.081816	0.0	6.912335	0.412382	0.0	0.0	0.0
DQX1	0.684316	0.281904	0.02	0.0	0.001745	0.003726	0.003726	0.0	0.004614	0.406934	0.0	0.0	0.062406	0.009127	0.0	0.0	0.0	0.0	0.003255	0.002642	0.00434	0.0	0.022689	0.0	0.02533	0.015401	0.0	0.0
DRC1	0.0	0.013927	0.0	0.0	0.017335	0.022264	0.005425	0.022358	0.017419	0.0	0.023601	0.0	0.062406	0.020519	0.0	0.00783	0.0	0.0	0.002846	0.008302	0.0	0.0	0.012264	0.004811	0.06309	0.03704	0.017123	0.018019
DSC2	10.338726	8.195873	7.456792	0.0	0.007807	0.0	0.100708	0.05342	0.016364	1.856887	0.122358	0.880849	0.0	2.511604	0.0	0.00783	0.022288	0.0	0.04296	0.011368	0.002123	1.549528	0.022665	0.0	0.0	0.0	0.214623	0.0
DSC3	13.91467	21.927925	44.43283	0.004198	0.136887	0.015236	0.198443	0.031651	0.014451	8.699693	1.66706	0.0	0.135991	0.220542	0.0	0.0	0.128915	0.052123	0.458388	0.044292	0.007382	0.053679	0.064151	0.0	0.0	0.0	3.928915	0.010849
DSCR9	0.0	0.011804	0.03434	0.00783	0.010377	0.015236	0.024575	0.013538	0.011767	0.0	0.0	0.054387	0.0	0.0	0.025094	0.005	0.127476	0.0	0.013428	0.004481	0.0	0.0	0.052524	0.0	0.020283	0.021344	0.023774	0.01783
DUSP2	0.634835	0.656456	0.147028	0.017972	0.063821	0.083491	0.020708	0.088373	0.083233	1.649481	0.419387	77.476509	0.401368	0.111509	0.04066	0.199222	0.082736	0.178679	0.148793	0.164292	0.042854	0.469646	0.043491	0.128962	0.185118	0.159481	0.075613	0.108066
EBF2	0.0	0.0	0.0	0.028231	0.0	0.007217	0.0	0.001533	0.000986	0.0	2.348569	0.0	0.0	0.0	5.21283	0.263632	0.0	0.065825	0.35737	0.124811	0.0	0.0	0.0	0.065943	4.883396	0.006792	0.010142	0.0
EBF3	0.0	0.003974	0.319269	0.004198	0.010377	1.810189	0.069057	0.792618	0.577333	0.0	2.666234	0.0	0.0	0.0	2.166344	2.973042	0.011651	0.199363	0.528058	0.129104	0.022406	0.0	0.749304	1.969269	1.581462	0.0	0.0	0.244316
ECM2	0.014906	0.194375	0.038019	0.086179	0.022311	0.0	0.0	5.018844	0.001767	0.134906	2.68798	0.015283	0.150236	0.0	0.251132	5.480024	0.022288	0.089528	0.787897	3.165425	0.011415	0.0	0.0	0.109009	0.284717	0.002807	0.023774	0.172335
ECSCR	0.0	0.026568	0.0	0.017075	43.447264	34.798042	34.075849	0.05184	42.901334	0.015094	1.234363	0.0	0.0	0.011557	0.012925	0.00783	32.557052	0.177665	0.237638	0.070778	25.77941	0.051651	43.73375	0.0	0.010708	0.0	0.0	0.006981
EDN1	0.923396	2.8974	6.423019	0.303608	36.442123	45.958797	23.048868	0.026014	20.093289	0.560542	4.031164	0.505519	0.043066	4.910189	0.0	0.067311	29.043679	0.038703	0.693318	0.481769	28.383443	1.795684	15.100165	1.397594	0.010708	0.0	0.586038	0.186179
EDN2	0.749599	1.214729	0.273632	0.0	0.0	0.0	0.059623	0.0	0.00223	0.027594	0.019497	0.003113	0.0	0.031698	0.0	0.0	0.0	0.042594	0.00445	0.0	0.0	0.395566	0.0	0.0	0.0	0.0	0.004198	0.006981
EDNRB	0.020519	0.023632	3.035071	0.810094	0.282028	1.755377	1.796486	0.001533	11.982277	0.0	2.349568	0.003113	0.0	0.019175	2.572123	0.005	0.027594	0.122146	2.754969	0.097736	0.058325	0.072028	0.512465	0.181462	0.702877	40.806215	0.121321	0.423774
EFCAB8	0.0	0.019045	0.0	0.004198	0.004811	0.0	0.009788	0.003585	0.004177	0.0	0.0	0.045943	0.0	0.0	0.0	0.045047	0.0	0.0	0.014159	0.0	0.015519	0.0	0.0	0.024269	0.0	0.030259	0.010991	0.047972
EFCC1	0.020519	5.9e-05	0.0	0.028231	0.031226	0.16875	0.198302	0.0	0.656947	0.0	0.006541	0.003113	0.0	0.00684	0.0	0.0	0.022288	0.0	0.04772	0.0	0.011722	0.0	0.052948	0.013774	0.0	0.026675	0.0	0.0
EFNA2	0.0	0.000342	0.007123	0.00783	0.006462	0.07684	0.32375	0.001533	0.007071	0.0	0.0	0.0	0.0	0.280307	0.0	0.0	0.070519	0.0	0.0	0.0	0.011415	0.042783	0.006698	0.0	0.013019	0.0	0.0	0.0
EFNB2	3.276651	2.938774	2.932052	0.999693	4.402807	9.832665	8.525189	0.31908	6.929846	3.204858	0.347995	0.003113	2.363042	3.46816	0.161509	0.970943	11.808066	3.07033	0.868597	1.001179	6.87158	3.367005	2.413844	1.321887	0.505849	1.029304	0.5525	0.649458
EGFL7	3.061533	1.616675	0.136344	1.086557	42.581415	67.516132	71.952075	0.578113	43.924957	1.751816	10.652995	0.16566	1.992075	4.978349	0.543726	0.343137	48.120849	0.3325	1.797024	0.48783	40.702075	2.478208	108.159764	2.556439	0.815684	1.009894	1.912146	0.730849
EHD4	5.723491	6.397146	9.59533	5.295708	33.77066	22.830802	33.115943	1.537476	14.359511	7.132264	1.961965	5.315047	5.709811	4.954033	2.096533	1.996745	20.945566	5.204057	3.357221	6.207901	19.486038	5.463561	23.079835	4.046557	2.264811	7.120307	4.389505	1.902948
EHF	13.065896	26.820861	0.0	0.158939	0.003396	0.0	0.0	0.0	0.001981	2.469104	0.01261	0.003113	0.0	3.988538	0.0	0.0	0.011651	0.017995	0.161891	0.0	0.0	1.943231	0.0	0.007311	0.0	0.0	0.543396	0.0
ELF3	4.463019	11.543261	0.570802	0.280472	0.008255	0.028962	0.092406	0.007547	0.011852	0.05783	0.0	0.247453	0.028066	13.192335	0.004858	0.0	0.04191	0.020708	0.1077	0.03684	0.006462	15.229811	0.016156	0.015236	0.020283	0.006769	0.295684	0.15059
ELMO3	3.894646	2.987117	4.720708	0.064552	0.122264	0.08467	0.110637	0.00309	0.128023	6.558585	0.077673	0.015283	0.173538	0.38559	0.032642	0.01283	0.181179	0.123396	0.029151	0.022925	0.063019	0.704906	0.152075	0.018113	0.033302	0.02217	0.016934	0.028868
ELOVL2	0.0	5.9e-05	0.0	1.555849	0.0	0.0	0.0	0.005142	0.0	0.0125	1.453522	0.0	0.0	0.042877	0.01217	0.005	0.0	0.020708	0.238801	0.04533	0.0	0.134363	0.006698	0.0	0.058939	0.93862	0.857028	0.14592
ELOVL7	0.404788	2.541521	0.077901	0.008443	0.0	0.003726	0.045	0.005142	0.063392	1.283585	0.017893	2.48533	0.0	2.80783	0.0	0.0	0.036085	0.03441	0.002681	0.041887	0.006462	0.657854	0.215236	0.007311	0.045613	0.04967	0.004198	0.0
EMCN	0.0	0.015012	0.0	0.0	9.903019	17.360519	4.361014	0.008868	8.045322	0.0	0.380071	0.003113	0.0	0.024858	0.004858	0.0	1.6575	0.0	0.145688	0.019434	4.437382	0.0	5.911698	0.010495	0.0	0.0	0.0	0.0
ENDOU	0.358373	0.004104	0.504387	0.0	0.0	0.003726	0.0	0.01941	0.001758	0.0125	0.010802	0.003113	0.0	0.0	0.07684	0.0	0.0	0.0	0.013585	0.015802	0.00434	0.0	0.0	0.0	0.023726	0.0	0.004198	0.0
ENPP1	0.053703	0.084452	39.244151	3.214764	0.303561	0.071368	0.074292	5.088585	0.070369	0.054764	0.219835	0.008962	0.635094	0.083679	0.562311	1.525637	0.355165	0.852783	1.282358	1.438208	0.487028	0.229528	0.200849	1.240094	0.646769	1.709399	0.680024	0.591108
ENPP2	0.005566	0.075159	0.038396	3.053325	0.195377	0.734057	1.951604	26.483349	1.687401	0.099575	2.772374	0.116887	2.135472	0.136675	12.520377	16.95816	0.158868	0.684811	2.562496	73.887406	0.097547	0.062075	0.229634	0.114151	5.770731	6.515189	0.181439	0.138656
ENPP3	0.0	0.008632	0.005283	0.008443	0.001745	0.032453	0.0	0.005142	0.07063	0.0	0.019497	0.045943	0.0	0.004434	0.0	0.0	0.0	0.113302	0.015472	0.004481	0.00434	0.015142	0.0	0.029528	0.0	0.053255	0.006792	0.0
ENTPD3	1.181274	1.308691	0.009387	0.016274	0.003396	0.0	0.021981	0.085094	0.001827	1.083255	0.019489	0.003113	0.0	0.021958	0.0	0.030094	0.0	0.0	0.007649	0.011368	0.006462	0.056179	0.0	0.004434	0.0	0.002807	0.016934	0.0
EPCAM	3.927075	4.936686	0.201368	0.018302	0.003066	0.038349	0.082406	0.005142	0.049991	1.187123	0.012327	0.0	0.129505	12.486085	0.017783	0.0	0.067146	0.098608	0.003954	0.0	0.002123	11.711722	0.032028	0.0	0.0	0.006792	0.054245	0.040991
EPGN	1.707925	4.928001	18.092382	0.0	0.007807	0.035991	0.009623	0.100849	0.004931	5.1075	0.044568	0.003113	0.0	0.441462	1.04809	0.063538	0.058373	0.0	1.407626	0.16191	0.019858	1.662335	0.0	0.036085	0.327429	0.014575	0.502877	0.01783
EPHA1	8.252075	3.239599	4.844033	0.012877	0.003396	0.011509	0.0	0.0	0.00729	3.948915	0.0	0.189528	0.0	1.408844	0.0	0.0	0.0	0.038703	0.004481	0.0	0.002123	0.896533	0.035425	0.0	0.030896	0.0	0.0	0.006981
EPHA3	0.005566	0.013408	0.005283	0.012028	0.0	0.0	0.062547	0.015943	0.004383	0.0	0.784686	0.0	0.176934	0.008255	0.012925	0.968396	0.011651	0.038703	0.35217	0.024245	0.0	0.008443	0.031392	0.018585	0.26941	0.009599	0.714835	0.018019
EPHA7	0.0	0.029009	0.005283	0.067123	0.007807	0.0	0.049858	0.0	0.012487	0.0	0.040173	0.0	0.0	0.063538	0.01217	0.005	0.070519	0.052406	0.014285	0.002642	0.032311	0.08217	0.0	0.017972	1.095118	0.0	0.027264	0.01783
EPHX3	0.922925	0.069257	0.005283	0.004198	0.003396	0.010755	0.0	0.00309	0.005137	0.015094	0.005566	0.003113	0.0	0.141344	0.0	0.005	0.011651	0.078349	0.004253	0.006887	0.002123	0.155448	0.080637	0.0	0.0	0.0	0.010142	0.0
EPN3	4.853703	0.800914	4.590613	0.0	0.004811	0.0	0.359009	0.0	0.004991	8.890377	0.022225	0.0	0.0	0.052123	0.0	0.0	0.011651	0.017995	0.002854	0.0	0.006462	0.293962	0.021439	0.0	0.0	0.0	0.0	0.0
EPPK1	13.552075	10.178443	1.177877	0.008443	0.016179	0.0	0.288821	0.003585	0.005609	2.053679	0.067744	0.135377	0.0	5.488042	0.0	0.0	0.044858	0.0	0.033058	0.011368	0.007382	0.96	0.087724	0.004434	0.0	0.0	0.006792	0.059009
ERBB4	0.019623	0.386675	0.0	0.004198	0.008255	0.0	0.017288	0.005142	0.002976	0.0	0.0	0.0	0.0	0.176557	0.0	0.0	0.0	0.0	0.273145	0.008302	0.009009	0.173514	0.008703	0.027877	0.010708	0.0	0.034104	0.0
ERG	0.010142	0.010295	0.0	0.034057	5.447925	14.62934	8.138656	7.918679	6.946612	0.041769	0.303884	0.097217	0.0	0.026226	0.01217	0.036698	4.376085	0.0	0.906105	0.0	11.695236	0.021132	5.62638	0.007689	0.0	0.006769	0.010142	0.0
ERICH5	0.047594	0.303243	0.009387	0.0	0.003396	0.0	0.030849	0.104646	0.001226	0.017547	0.019497	0.0	0.0	0.748538	0.0	0.01283	0.011651	0.038703	0.01956	0.34066	0.002123	1.045967	0.008703	0.010425	0.0	0.0	0.03684	0.0
ERICH6	0.014953	0.009057	0.02	0.012028	0.001745	0.003726	0.0	0.00908	0.00084	0.0	0.014104	0.008962	0.041698	0.004434	0.0	0.005	0.0	0.0	0.002351	0.022689	0.002123	0.00783	0.0	0.0	0.010708	0.00559	0.044693	0.01783
ERN2	0.067524	0.066374	0.033443	0.0	0.001745	0.0	0.0	0.00309	0.0	0.0	0.035094	0.0	0.171203	0.0	0.0	0.005	0.0	0.053208	0.01763	0.015613	0.0	0.059198	0.0	0.029528	0.0	0.0	0.004198	0.010849
ERP27	0.503231	0.091798	2.501038	0.008443	0.030472	0.06625	0.0	0.0	0.009185	0.044623	0.020503	0.920094	0.0	0.011557	0.0	0.0	0.033939	0.0	0.005625	0.0	0.050189	0.107476	0.218054	0.0	0.0	0.002807	0.0	0.0
ESAM	0.0	0.023267	0.009387	0.107877	8.347877	13.896509	33.65816	0.01316	4.789138	0.0	0.832068	1.064434	0.642005	0.772288	0.01217	0.005	6.529717	0.020708	0.237846	0.020094	11.521792	0.550778	25.9625	0.015236	0.013019	0.0	0.010991	0.040873
ESM1	0.062358	0.012771	0.009387	0.451887	54.224858	21.146179	20.643396	0.06967	20.03979	0.0	0.398357	0.0	0.479245	0.384835	0.37684	0.154764	35.44066	0.260967	8.572327	0.02717	37.637476	0.047759	35.440861	0.072382	1.183066	0.0	0.314882	0.02533
ESPN	1.474009	1.098025	0.0	0.0	0.113019	0.080943	0.045283	0.0	0.087783	0.340047	0.004937	0.029811	0.0	0.090142	0.004858	0.0	0.112453	0.0	0.004568	0.0	0.060802	0.0	0.172075	0.0	0.0	0.011533	0.0	0.0
ESR2	0.060613	0.004811	0.0	0.004198	0.066061	0.034009	0.013514	0.00309	0.0353	0.055731	0.009198	0.087264	0.0	0.015425	0.0	0.0	0.019623	0.0	0.019929	0.008302	0.027358	0.008443	0.191828	0.032948	0.02533	2.893691	0.010991	0.0
EVI2A	0.042453	0.000531	0.007123	0.131651	0.043019	0.018726	0.081981	3.120377	0.032114	0.074481	0.361305	15.340802	0.554575	0.0	1.06967	22.27566	0.128915	0.415613	0.35386	0.685071	0.076958	0.025	0.32	0.211203	0.493491	0.793255	0.334387	0.01783
EVPL	11.178443	4.083402	1.881745	0.008443	0.0	0.0	0.069575	0.00309	0.000369	1.945212	0.0	0.0	0.114858	0.634693	0.0	0.0	0.0	0.0	0.001675	0.0	0.0	2.302311	0.006698	0.0	0.0	0.0	0.0	0.010849
EXOC3L1	0.061698	0.009658	0.0	0.0	0.211226	0.397642	1.633066	0.0	4.430708	0.015094	0.133436	0.021887	0.0	0.02059	0.0	0.0	1.979009	0.0	0.01022	0.0	0.28	0.054057	1.23355	0.124906	0.0	0.0	0.004198	0.0
EXOC3L2	0.048019	0.011203	0.0	0.0	0.110849	0.046887	0.586462	0.0	0.13262	0.197901	0.04511	0.008962	0.0	0.009127	0.0	0.0	0.224575	0.0	0.000763	0.0	0.076958	0.011792	0.319151	0.0	0.010708	0.0	0.0	0.0
EXTL1	0.0	5.9e-05	0.475896	0.012877	0.0	0.003726	0.003726	0.037783	0.0	0.0	0.057862	0.0	1.638255	0.046651	0.0	0.153113	0.011651	0.065825	0.026305	0.124033	0.0	0.019623	0.0	0.266934	0.0	0.948561	0.010991	0.39309
EYA1	0.326132	0.050873	0.0	0.012877	0.0	0.0	0.009788	0.00908	0.01979	0.0	0.134819	0.0	0.028066	0.030377	0.042028	1.75375	0.0	0.038703	0.060656	0.78783	0.0	0.065943	0.008703	0.162193	0.030896	0.0	0.027264	0.006981
