Bleh	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
PRSS23	0.000351	0.0	0.000849	1.0	0.002159	0.002173	0.003073	0.149831
PRSS30P	0.0	0.001606	0.00144	1.0	0.001023	0.001263	0.001723	0.054153
PRSS35	0.0	0.0	0.000216	0.002131	0.002134	0.01191	0.000954	0.113611
PRSS57	0.0	0.0	0.028116	1.0	0.041477	0.002856	0.013269	0.003096
PTPN13	0.001936	0.0	0.04448	0.0	0.002448	0.878845	0.009251	0.030854
RAPGEF5	0.195436	0.038742	0.0	0.001937	0.000461	0.000702	0.002409	0.002518
RASGRF1	0.044318	0.468301	0.005915	0.0	0.002718	0.0	0.0	0.0
RCAN2	0.0	0.0	0.000358	0.019572	0.000979	0.008618	0.000601	0.05786
RDM1	0.0	0.0	0.0	0.090532	0.001987	0.012897	0.006558	0.197752
RFPL2	0.0	0.0	0.092974	0.0	0.016283	1.0	0.240985	0.068959
RGS7	0.18928	0.612539	0.000286	0.0	0.045789	0.0	0.0	0.0
RNF165	0.0	0.0	0.003831	0.841906	0.023883	0.026719	0.0138	0.00616
RNF175	0.002176	0.0	0.018596	0.0	0.092698	0.005814	0.364582	0.0
RORC	0.0	0.0	0.000515	0.002075	0.002552	1.0	0.017523	0.233836
S100P	8.5e-05	0.0	0.025203	0.000652	1.0	0.001174	0.000342	0.000434
S1PR5	0.0	0.000327	0.000393	1.0	0.000359	0.002191	0.00098	0.176932
SCGB3A1	0.0	0.0	0.02265	0.0	0.001749	1.0	0.284661	0.044195
SCN3A	1.0	0.026722	1.1e-05	0.000815	0.001023	0.0	0.002546	0.0
SEMA3A	0.0	0.0	0.005512	0.002621	0.003454	0.001089	0.094526	0.001421
SEMA3D	0.08851	0.150414	0.0002	0.0	0.001159	0.0	0.000563	0.0
SERPINB2	0.002428	0.0	0.621126	0.000385	0.003309	0.0	0.0	0.0
SGCD	0.0	0.0	0.000413	0.107079	0.004181	0.0	0.009452	0.19768
SH2D1B	0.001054	0.000797	0.000357	1.0	0.003419	0.0	0.000585	5.1e-05
SHTN1	0.001151	0.0	0.458638	0.0	0.006814	0.002868	0.003829	0.0
SIGLEC6	0.102029	1.0	0.001364	0.006282	0.001201	0.0	0.002577	0.006156
SIRPG	0.0	0.0	0.005807	0.006483	0.01125	1.0	0.63406	0.492306
SLC16A10	0.015906	0.001405	0.001692	0.0	0.004838	0.092785	0.362032	0.026356
SLC22A31	0.0	0.0	0.026137	0.0	0.032025	0.054097	0.345699	0.0
SLC35G2	0.0	0.0	0.000108	0.004956	0.005514	0.005362	0.00298	0.087847
SLC38A11	1.0	0.207206	0.000255	0.001199	0.00219	0.0	2.6e-05	0.0
SLC4A10	0.0	0.0	0.00073	0.228496	0.006434	0.109636	0.015862	1.0
SLC9A7P1	0.0	0.002082	1.0	0.000758	0.009259	0.000596	0.00134	0.001698
SORCS3	0.0	0.0	0.000422	0.0	0.010728	0.047072	1.0	0.0
SOX5	0.103392	0.698447	0.004183	0.004741	0.004457	0.0	0.002076	0.01022
SPIB	0.360622	1.0	0.002147	0.000774	0.002251	0.000465	0.0	0.000266
SPON2	0.000538	0.0	0.0	1.0	0.004138	0.004671	0.001841	0.084333
ST6GALNAC1	0.0	0.0	0.002644	0.00055	0.008275	0.347464	0.046385	0.001057
ST8SIA1	0.0	0.0	0.003417	0.005571	0.012507	0.668283	0.13059	0.451976
STAB1	0.000208	0.0	0.112621	9.8e-05	0.000355	0.0	0.000254	0.0
STEAP1B	0.796593	0.46097	0.0	0.001883	0.001591	0.001012	0.003059	0.0
STYK1	0.008082	0.0	0.001194	0.090328	0.054163	0.005405	0.00653	0.550035
SYBU	0.089905	0.169727	2.1e-05	0.0	0.000584	0.002342	0.001042	0.00175
SYN3	1.0	0.007578	9.4e-05	0.003718	0.000792	0.0	0.000786	0.0
SYT17	1.0	0.082987	0.047115	0.004584	0.002849	0.0	0.000276	0.0
TCEA3	0.0	0.000454	0.006786	0.00463	0.000662	0.460234	1.0	0.062408
TCL1A	1.0	0.019555	0.000189	0.000717	6.8e-05	0.0	3.4e-05	0.0
TCL1B	1.0	0.007089	0.0	0.0	0.001534	0.003202	0.001163	0.005511
TEK	0.0	0.0	0.000633	0.0	1.0	0.003459	0.030242	0.0
TFPI	0.0	0.004621	0.014553	0.00173	0.003036	0.004824	0.092452	0.0
TGFBI	0.0	0.000803	0.10704	5.6e-05	0.000229	0.000726	4.6e-05	0.001004
TGM3	0.003048	0.0	4.1e-05	0.0	1.0	0.0	0.0	0.004469
THBS1	0.000974	0.0	1.0	0.005033	0.001886	0.001242	0.01197	0.001104
THEMIS	0.000269	0.0	0.004906	0.004759	0.001822	0.648127	0.582672	1.0
THRB	0.225685	0.004139	0.002251	0.0	0.000698	0.0	0.000949	0.0
TIGIT	0.002069	0.009893	0.0	0.991325	0.004447	0.317098	0.036995	1.0
TJP1	0.0	0.0	0.00028	0.0	0.000511	0.0	0.007737	0.000491
TMEM176A	0.001604	0.0	1.0	0.0	0.006796	0.000324	0.000678	0.0
TMEM176B	0.000674	0.000386	1.0	0.000109	0.003512	0.0	4.7e-05	0.0
TNF	0.000376	0.005681	1.0	0.000971	0.019138	0.006682	0.0	0.003156
TNFRSF13B	0.030055	1.0	0.000322	0.000751	0.000212	0.0	0.001986	0.0
TNFRSF4	0.002126	0.003769	0.00266	0.27135	0.053879	1.0	0.019692	0.03371
TNIP3	0.0	0.0	0.043566	0.04695	0.001396	0.039322	0.070356	0.504012
TPO	0.0	0.0	0.0	0.0	0.014668	0.723235	0.004404	0.003701
TPRG1	0.0	0.000796	0.015327	0.05606	0.059259	0.176326	0.008512	1.0
TSHZ2	0.039469	0.009424	0.002295	0.0	0.002568	0.221696	1.0	0.008575
TSPAN13	1.0	0.206128	0.000388	0.009944	0.062292	0.000148	0.000932	0.0
TSPAN15	0.0	0.0	0.005759	0.013282	0.003928	0.199386	0.020292	0.047778
TUSC3	0.0	0.0	0.0	0.000607	0.004019	0.22653	0.002965	0.0
UGT2B17	1.0	0.020341	8.7e-05	0.0	0.000969	0.0	0.001023	0.0
UTS2B	0.048265	0.295793	0.004473	0.008603	0.002785	0.00458	0.0	0.007416
VCAM1	0.0	0.0	2.7e-05	0.000374	0.001307	0.000654	0.000327	0.022278
VCAN	0.000211	0.0	1.0	0.000161	0.001376	2e-05	5e-06	0.0
VIT	0.0	0.0	0.00125	0.418449	0.012436	0.0	0.001511	0.023381
VNN3	0.001475	0.000766	0.028631	0.000479	1.0	0.0	0.000531	0.000278
VPREB3	0.974673	1.0	0.000298	0.000615	0.000131	0.0	0.000626	0.000494
WNT16	0.255662	1.0	0.000434	0.002909	0.002602	0.0	0.000177	0.002986
WNT7A	0.0	0.0	0.000369	0.0	0.004379	0.183261	0.133616	0.02452
WSCD2	0.0	0.580343	0.0	0.009716	0.004591	0.0	0.005513	0.009682
XCL1	0.0	0.0	0.000818	0.570717	0.001247	0.019662	0.016659	0.810731
XCL2	0.0	0.0	0.000602	1.0	0.000974	0.000588	0.001751	0.003953
ZBTB32	0.024358	1.0	0.0	0.001665	0.003022	0.022604	0.027568	0.061598
ZNF462	0.0	0.0	0.001812	0.001332	0.001192	0.123474	0.030703	0.008206
ZNF662	0.005751	0.0	0.001322	0.028881	0.001229	0.01434	0.312202	0.022728
ZNF683	0.0	0.0	0.002196	0.162004	0.006755	0.022993	0.004886	1.0
ZNF860	0.985025	1.0	0.000985	0.002412	0.000863	0.000913	0.000586	0.0
