Bleh	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
PPP1R2P9	0.0	0.519006	0.0	0.051245	0.002571	0.874257	0.030159	0.014521
PRF1	0.0	1.4e-05	3.5e-05	0.331718	2e-05	0.003338	0.000657	0.067199
PRSS23	0.000126	0.0	0.000304	0.358391	0.000774	0.000779	0.001101	0.053698
PRSS35	0.0	0.0	8.2e-05	0.000804	0.000806	0.004496	0.00036	0.042886
PTGDR	0.0	0.000586	0.000649	1.0	0.006989	0.02606	0.002682	0.144756
PTPN13	0.001832	0.0	0.042096	0.0	0.002316	0.831742	0.008755	0.029201
PTPRG	0.026158	0.266282	0.0	0.026992	0.003109	0.000858	0.007972	0.003023
RAPGEF5	1.0	0.198236	0.0	0.009913	0.002357	0.003594	0.012327	0.012883
RASGRF1	0.035098	0.370869	0.004684	0.0	0.002153	0.0	0.0	0.0
RCAN2	0.0	0.0	0.000386	0.021078	0.001055	0.009281	0.000647	0.062312
RDM1	0.0	0.0	0.0	0.043629	0.000958	0.006215	0.00316	0.0953
RFPL2	0.0	0.0	0.0425	0.0	0.007443	0.457114	0.110158	0.031522
RGS7	0.208319	0.674151	0.000315	0.0	0.050394	0.0	0.0	0.0
RIN2	0.002059	0.001189	0.21898	0.000576	0.004631	0.000123	0.001277	0.000161
RMRP	0.0	0.0	0.127626	0.014498	0.061823	0.000838	1.0	0.010237
RNF165	0.0	0.0	0.000751	0.164991	0.00468	0.005236	0.002704	0.001207
RNF175	0.001782	0.0	0.015228	0.0	0.075909	0.004761	0.298552	0.0
RORC	0.0	0.0	0.000332	0.001337	0.001644	0.644281	0.01129	0.150656
S100P	6.8e-05	0.0	0.020327	0.000526	0.806516	0.000946	0.000276	0.00035
S1PR5	0.0	0.000106	0.000128	0.325574	0.000117	0.000713	0.000319	0.057604
SCGB3A1	0.0	0.0	0.006898	0.0	0.000533	0.304564	0.086697	0.01346
SCN3A	1.0	0.026722	1.1e-05	0.000815	0.001023	0.0	0.002546	0.0
SEMA3A	0.0	0.0	0.013285	0.006318	0.008325	0.002625	0.227846	0.003426
SEMA3D	0.078165	0.132834	0.000177	0.0	0.001024	0.0	0.000497	0.0
SERPINB2	0.003909	0.0	1.0	0.000621	0.005328	0.0	0.0	0.0
SGCD	0.0	0.0	0.000335	0.087029	0.003398	0.0	0.007682	0.160664
SH2D1B	0.000641	0.000485	0.000217	0.608533	0.002081	0.0	0.000356	3.1e-05
SIGLEC6	0.097623	0.956814	0.001305	0.00601	0.001149	0.0	0.002466	0.005891
SIRPG	0.0	0.0	0.002027	0.002263	0.003928	0.34911	0.221357	0.171869
SLC16A10	0.017668	0.001561	0.001879	0.0	0.005374	0.103061	0.402127	0.029275
SLC26A8	0.0	0.0	0.045314	0.002129	0.905525	0.0	6.1e-05	0.0
SLC38A11	1.0	0.207206	0.000255	0.001199	0.00219	0.0	2.6e-05	0.0
SLC4A10	0.0	0.0	0.00073	0.228496	0.006434	0.109636	0.015862	1.0
SNORA56	0.0	1.0	0.0	0.0	0.071847	0.0	0.008483	0.411556
SORCS3	0.0	0.0	0.000108	0.0	0.00274	0.012024	0.25543	0.0
SOX5	0.093322	0.630421	0.003776	0.004279	0.004023	0.0	0.001874	0.009225
SPIB	0.360622	1.0	0.002147	0.000774	0.002251	0.000465	0.0	0.000266
SPON2	0.000538	0.0	0.0	1.0	0.004138	0.004671	0.001841	0.084333
ST6GALNAC1	0.0	0.0	0.005213	0.001085	0.016317	0.685146	0.091465	0.002085
ST8SIA1	0.0	0.0	0.001207	0.001968	0.004418	0.236074	0.046132	0.159663
STAB1	0.001851	0.0	1.0	0.000873	0.003155	0.0	0.002254	0.0
STYK1	0.009335	0.0	0.001379	0.104335	0.062562	0.006243	0.007543	0.635327
SYN3	1.0	0.007578	9.4e-05	0.003718	0.000792	0.0	0.000786	0.0
SYT17	1.0	0.082987	0.047115	0.004584	0.002849	0.0	0.000276	0.0
TBC1D3F	0.0	0.0	0.000149	0.001631	0.034063	0.0	0.000192	0.0
TCEA3	0.0	0.000131	0.001954	0.001333	0.000191	0.13255	0.288006	0.017974
TCL1A	1.0	0.019555	0.000189	0.000717	6.8e-05	0.0	3.4e-05	0.0
TCL1B	0.437447	0.003101	0.0	0.0	0.000671	0.001401	0.000509	0.002411
TCL6	1.0	0.005346	0.00101	0.0	0.022289	0.004011	0.002743	0.013094
TEK	0.0	0.0	0.000189	0.0	0.297852	0.00103	0.009008	0.0
TFPI	0.0	0.00529	0.016659	0.00198	0.003476	0.005523	0.105829	0.0
TGFBI	0.0	0.001611	0.214672	0.000113	0.00046	0.001456	9.2e-05	0.002014
TGM3	0.000744	0.0	1e-05	0.0	0.244015	0.0	0.0	0.001091
THBS1	0.000974	0.0	1.0	0.005033	0.001886	0.001242	0.01197	0.001104
THRB	1.0	0.01834	0.009972	0.0	0.003092	0.0	0.004207	0.0
TIGIT	0.002069	0.009893	0.0	0.991325	0.004447	0.317098	0.036995	1.0
TJP1	0.0	0.0	0.00053	0.0	0.000966	0.0	0.014618	0.000928
TMEM176A	0.001124	0.0	0.700705	0.0	0.004762	0.000227	0.000475	0.0
TMEM176B	0.000674	0.000386	1.0	0.000109	0.003512	0.0	4.7e-05	0.0
TNF	0.000376	0.005681	1.0	0.000971	0.019138	0.006682	0.0	0.003156
TNFRSF13B	0.030055	1.0	0.000322	0.000751	0.000212	0.0	0.001986	0.0
TNFRSF25	0.000873	0.0	0.00408	0.05188	0.000141	0.928561	0.618773	0.284689
TNFRSF4	0.0	0.000706	0.000229	0.115732	0.022247	0.428961	0.007551	0.013577
TNIP3	0.0	0.0	0.030993	0.033401	0.000993	0.027975	0.050052	0.358561
TPO	0.0	0.0	0.0	0.0	0.009171	0.452176	0.002753	0.002314
TPRG1	0.002261	0.003055	0.017554	0.058195	0.061386	0.178189	0.010754	1.0
TSHZ2	0.022513	0.005375	0.001309	0.0	0.001465	0.126458	0.57041	0.004891
TSPAN13	1.0	0.206128	0.000388	0.009944	0.062292	0.000148	0.000932	0.0
TSPAN15	0.0	0.0	0.01173	0.027053	0.008002	0.406114	0.041331	0.097316
TTC16	0.001357	0.0	0.002856	0.188901	0.006818	0.106316	0.127331	0.646375
TUSC3	0.0	0.0	0.0	0.002678	0.017741	1.0	0.013089	0.0
UGT2B17	0.999364	0.020328	8.7e-05	0.0	0.000968	0.0	0.001022	0.0
VCAM1	0.0	0.0	0.000264	0.003595	0.012572	0.006292	0.003142	0.214329
VCAN	0.000211	0.0	1.0	0.000161	0.001376	2e-05	5e-06	0.0
VIT	0.0	0.0	0.000282	0.094362	0.002804	0.0	0.000341	0.005272
VNN3	0.001475	0.000766	0.028631	0.000479	1.0	0.0	0.000531	0.000278
VPREB3	0.974673	1.0	0.000298	0.000615	0.000131	0.0	0.000626	0.000494
WNT16	0.136687	0.534638	0.000232	0.001555	0.001391	0.0	9.5e-05	0.001597
WNT7A	0.0	0.0	0.000227	0.0	0.002691	0.112638	0.082125	0.015071
WSCD2	0.0	0.193055	0.0	0.003232	0.001527	0.0	0.001834	0.003221
XCL1	0.0	0.0	0.00038	0.26522	0.000579	0.009137	0.007742	0.376757
XCL2	0.0	0.0	0.000602	1.0	0.000974	0.000588	0.001751	0.003953
ZBTB32	0.014991	0.615444	0.0	0.001024	0.00186	0.013911	0.016967	0.03791
ZNF462	0.0	0.0	0.005656	0.004159	0.003721	0.385466	0.095851	0.025618
ZNF662	0.011446	0.0	0.002632	0.057483	0.002446	0.028541	0.621393	0.045236
ZNF683	0.0	0.0	0.000159	0.011724	0.000489	0.001664	0.000354	0.07237
ZNF860	0.985025	1.0	0.000985	0.002412	0.000863	0.000913	0.000586	0.0
