Gene	HD30PBMC0	HD30PBMC1	HD30PBMC3	HD30PBMC7	HD31PBMC0	HD31PBMC1	HD31PBMC3	HD31PBMC7
PLD4	0.2695	0.262409	0.233855	0.338305	0.188626	0.176898	0.1894	0.214527
PLEKHG7	0.641559	0.565266	0.634438	0.660931	0.588522	0.603327	0.454032	0.621702
PLIN4	0.096705	0.102061	0.112851	0.117817	0.133925	0.100989	0.114803	0.093992
PLS3	0.762099	1.0	0.676211	0.574259	0.748089	0.738183	0.595191	0.697248
PLXDC1	0.574412	0.570152	0.605727	0.719974	0.626272	0.651548	0.721078	0.751638
PLXNB2	0.683508	1.0	0.552642	0.573586	0.530096	0.52461	0.527048	0.528692
PNOC	0.155475	0.144836	0.139437	0.180832	0.164471	0.14316	0.144313	0.158842
PPP1R14A	0.491941	0.407367	0.634891	0.434462	1.0	0.977119	0.745235	0.971776
PPP1R14C	0.673156	0.658011	0.557876	0.338182	0.494614	1.0	0.733817	0.60228
PRF1	0.656378	0.702202	0.470941	0.439428	0.101336	0.070789	0.095306	0.137486
PRSS23	0.349235	0.31245	0.269254	0.264825	0.130073	0.115563	0.12392	0.137484
PRSS30P	0.167759	0.199397	0.167319	0.147274	0.127257	0.107232	0.124384	0.145846
PRSS35	0.645047	0.473309	0.485551	0.868189	0.901332	0.459254	0.899361	1.0
PRSS57	0.468685	0.603099	0.648637	0.563018	0.58464	0.572557	0.684126	0.814671
PTPN13	0.335091	0.329897	0.351602	0.293124	0.314275	0.349887	0.317851	0.340436
RAPGEF5	0.05499	0.063968	0.032689	0.105071	0.062638	0.038651	0.07687	0.071695
RASGRF1	1.0	0.9702	0.805529	0.981328	0.789482	0.700179	0.765748	0.758809
RCAN2	0.412137	0.259734	0.260285	0.261852	0.409927	0.422724	0.520313	0.354927
RDM1	0.809168	0.826934	0.815049	0.769032	0.675668	0.710282	0.91335	1.0
RFPL2	0.943241	0.963904	0.931353	1.0	0.613945	0.677423	0.780023	0.558434
RGS7	0.350579	0.242429	0.331912	0.556133	0.223876	0.19381	0.598408	0.408253
RNF165	0.734964	0.757401	0.773926	0.682163	0.423452	0.389089	0.444105	0.511801
RNF175	0.65988	0.629836	0.631506	0.618987	0.792007	0.823968	1.0	0.794238
RORC	0.283492	0.294863	0.278275	0.301182	0.34081	0.289009	0.337427	0.350136
S100P	0.01036	0.012983	0.014494	0.014643	0.015339	0.015015	0.010069	0.014367
S1PR5	0.196438	0.21514	0.156273	0.167686	0.077538	0.054727	0.073764	0.092866
SCGB3A1	0.312107	0.254325	0.254929	0.192623	0.416093	0.277054	0.00449	0.445533
SCN3A	0.036974	0.03092	0.036295	0.040242	0.05399	0.071164	0.039757	0.046777
SEMA3A	0.932048	0.731488	0.973427	1.0	0.741111	0.879264	0.85537	0.924137
SEMA3D	0.021422	0.199488	0.277168	0.263315	0.225231	0.198293	0.256203	0.184445
SERPINB2	0.045371	0.035019	0.04164	0.036897	0.053907	0.047831	0.050138	0.055181
SGCD	0.490905	0.836511	0.716363	0.513445	0.200022	0.317779	0.304034	0.248557
SH2D1B	0.229143	0.193585	0.182146	0.17321	0.067055	0.056252	0.063697	0.079498
SHTN1	0.93653	1.0	0.83071	0.741347	0.575829	0.662081	0.702266	0.508972
SIGLEC6	0.396818	0.468703	0.43213	0.554209	0.464869	0.457191	0.38657	0.462757
SIRPG	0.661636	0.67568	0.821089	0.880885	0.791894	0.930508	1.0	0.991099
SLC16A10	0.3889	0.366931	0.392545	0.396833	0.377105	0.542353	0.54431	0.454062
SLC35G2	0.311606	0.625263	0.621748	0.30626	0.321313	0.466463	0.556915	1.0
SLC38A11	0.093845	0.076286	0.074265	0.102192	0.107652	0.109256	0.094849	0.092462
SLC4A10	0.430036	0.39467	0.399175	0.433596	0.575658	0.537391	0.542396	0.586664
SORCS3	0.580919	0.654206	0.686476	0.811557	0.771922	0.718353	0.785744	0.833912
SOX5	0.07538	0.198473	0.067672	0.286202	0.459177	0.306211	0.444579	0.371833
SPIB	0.095222	0.098309	0.099203	0.129931	0.134858	0.133857	0.104029	0.124314
SPON2	0.650931	0.66191	0.470847	0.461645	0.117415	0.09112	0.132886	0.165808
ST6GALNAC1	0.32648	0.342371	0.378494	0.328627	0.268084	0.286902	0.313309	0.328051
ST8SIA1	0.390815	0.389534	0.393701	0.41323	0.450204	0.452878	0.426469	0.455752
STAB1	0.721623	1.0	0.572352	0.619244	0.88445	0.814424	0.944189	0.862799
STEAP1B	0.030974	0.04353	0.0	0.062156	0.093955	0.118149	0.001962	0.121929
STYK1	0.620248	0.478451	0.737951	0.543663	0.578742	0.506586	0.471693	0.717718
SYBU	0.39348	0.399169	0.506819	0.479434	0.476762	0.426955	0.390787	0.33274
SYN3	0.000248	0.02047	0.042384	0.027091	0.017388	0.021159	0.026353	0.02877
SYT17	0.269286	0.295458	0.219516	0.258209	0.260768	0.238304	0.262636	0.22655
TCEA3	0.365388	0.341089	0.457138	0.38895	0.538214	0.516187	0.633298	0.623159
TCL1A	0.034679	0.034761	0.035876	0.051745	0.036561	0.03473	0.028491	0.028995
TCL1B	0.265965	0.273875	0.12927	0.326153	0.161613	0.218049	0.248068	0.225462
TCL6	0.141288	0.123262	0.137392	0.144325	0.167994	0.14703	0.13353	0.121391
TEK	0.092868	0.108011	0.176694	0.127025	0.111625	0.114487	0.206185	0.000154
TFPI	0.606107	0.715673	0.456197	0.713332	0.520178	0.562927	0.540712	0.620108
TGFBI	0.890086	0.837537	0.70354	0.615546	0.590052	0.648678	0.822753	0.618242
TGM3	0.036682	0.004243	8.2e-05	0.036386	0.050023	0.037561	0.003048	0.038021
THBS1	0.031875	0.016627	0.017158	0.01705	0.010731	0.00973	0.00977	0.010287
THEMIS	0.111095	0.099904	0.122036	0.131861	0.139815	0.166939	0.150999	0.14258
THRB	0.155108	0.099529	0.284664	0.184227	0.172635	0.203893	0.141343	0.171789
TIGIT	0.260381	0.201889	0.257838	0.266848	0.267766	0.247475	0.277171	0.300257
TJP1	0.846967	0.0	0.0	0.0	0.707486	0.0	1.0	0.870352
TMEM176A	0.061179	0.062	0.053811	0.044073	0.196152	0.23589	0.257677	0.26639
TMEM176B	0.032828	0.037525	0.026975	0.024619	0.184583	0.189775	0.194225	0.198123
TNF	0.00621	0.007823	0.005859	0.007105	0.012108	0.010939	0.008552	0.009544
TNFRSF13B	0.085867	0.108536	0.07789	0.137892	0.149942	0.143095	0.115246	0.143003
TNFRSF25	0.674389	0.622774	0.827048	1.0	0.761324	0.650763	0.855792	0.986712
TNFRSF4	0.336767	0.469063	0.321504	0.352974	0.325505	0.293734	0.37046	0.375408
TNIP3	0.682757	0.604638	0.793608	0.750666	0.868427	0.830316	0.855049	0.801652
TPO	0.323765	0.380219	0.348069	0.287281	0.195569	0.34778	0.182518	0.250077
TPRG1	0.036528	0.040054	0.030947	0.038629	0.03983	0.040102	0.036758	0.041367
TSHZ2	0.203063	0.179105	0.212832	0.22025	0.16121	0.1617	0.189129	0.175007
TSPAN13	0.067406	0.064163	0.077848	0.092024	0.071923	0.086101	0.059593	0.068285
TSPAN15	0.57175	0.60849	0.518502	0.598948	0.571634	0.517847	0.483628	0.581968
TTC16	0.74349	0.795379	0.681456	0.785448	0.593741	0.527052	0.539337	0.643335
TUSC3	0.765109	0.645971	0.713412	0.737797	0.63403	0.687377	0.658445	0.607711
UTS2B	0.933013	0.92715	0.99669	0.963777	1.0	0.953543	0.860236	0.947489
VCAM1	0.558875	0.312854	0.239159	0.385266	0.27042	0.0	0.001566	0.003355
VCAN	0.287185	0.267856	0.187159	0.162504	0.335211	0.326311	0.419026	0.322304
VIT	1.0	0.669184	0.677744	0.867059	0.426956	0.311848	0.466428	0.5986
VNN3	0.021147	0.018152	0.015349	0.016375	0.02518	0.020438	0.019339	0.019444
VPREB3	0.072838	0.095174	0.098364	0.115151	0.136473	0.109316	0.083325	0.105466
WNT16	0.234475	0.230881	0.328708	0.248992	0.493252	0.536302	0.375605	0.440894
WNT7A	0.960814	0.83932	0.95104	0.954076	0.98905	1.0	0.90979	0.970048
WSCD2	0.219877	0.285013	0.502854	0.394721	0.339787	0.389965	0.280371	0.458841
XCL1	0.554578	0.691232	0.53208	0.728328	0.647106	0.545178	0.641838	0.580653
XCL2	0.226697	0.21694	0.206687	0.187679	0.130137	0.115642	0.12108	0.154091
ZBTB32	0.282423	0.288951	0.262625	0.358121	0.395321	0.409477	0.389686	0.4308
ZNF462	0.489917	0.578292	0.696177	0.882831	0.80666	0.690572	0.364443	0.530086
ZNF662	0.874767	0.779045	0.900302	1.0	0.819883	0.84758	0.925066	0.843423
ZNF683	0.940775	1.0	0.868763	0.899022	0.518247	0.426681	0.556493	0.620235
ZNF860	0.148874	0.130233	0.14173	0.181719	0.184567	0.167439	0.184999	0.138114
