Row	ascites7873R1	ascites7873R2	ascites7882R1	ascites7882R2	ascites7892R1	ascites7892R2
ST8SIA1	0.93298	1.0	0.634934	0.745279	0.984121	0.830976
STAB1	0.573654	1.0	0.248145	0.153298	0.113615	0.156921
STEAP1B	0.964286	0.819846	0.880074	1.0	0.917687	0.965893
STYK1	1.0	0.739223	0.745654	0.766148	0.604279	0.739223
SYBU	0.791278	0.730519	0.866346	1.0	0.896508	0.880114
SYN3	0.290365	0.291441	0.276276	0.20162	0.233279	0.325821
SYNPO	0.814346	0.714721	0.730117	0.825646	0.773093	0.781125
SYT17	0.533672	0.539903	0.556838	0.683841	0.5926	0.575308
TCEA3	0.288145	0.282354	0.271888	0.320253	0.294741	0.304399
TCL1A	0.028284	0.035168	0.025836	0.033924	0.030287	0.037437
TCL1B	0.0	0.0	0.139945	0.0	0.108535	0.112788
TEAD2	0.428509	0.436811	0.732404	1.0	0.878732	0.72947
TEK	0.425877	0.0	0.332736	0.311648	0.201812	0.424365
TGFBI	1.0	0.889486	0.272986	0.251733	0.152643	0.186917
TGM2	0.340641	0.388901	0.348049	0.368145	0.452528	0.433553
TGM3	0.24926	0.29037	0.26619	0.482716	0.401274	0.463877
THBS1	0.051146	0.04439	0.142767	0.044194	0.052836	0.044366
THEMIS	0.097308	0.096464	0.076869	0.076526	0.08158	0.090984
THRB	0.841436	0.587934	0.985582	1.0	0.904131	0.914477
TIGIT	0.190247	0.221895	0.196468	0.236583	0.211102	0.204751
TIMP3	0.115212	0.10401	0.144719	0.1026	0.133969	0.127092
TM4SF19	0.001787	0.001854	0.002186	0.001981	0.001777	0.001983
TMEM171	0.636971	0.66542	0.8237	0.9361	1.0	0.965977
TNC	0.522448	0.553019	0.920625	0.7508	1.0	0.808171
TNF	0.011928	0.012201	0.015884	0.017502	0.01542	0.016058
TNFRSF13B	0.057509	0.042821	0.032706	0.025603	0.059348	0.031194
TNFRSF21	0.616715	0.595593	0.762217	0.829937	1.0	0.823548
TNFRSF25	0.076636	0.082313	0.094099	0.080999	0.112481	0.117004
TNFRSF4	0.039075	0.0	0.126008	0.168813	0.13409	0.142681
TNIP3	0.902689	0.753337	0.756696	0.797615	0.886189	1.0
TPRG1	0.46841	0.548066	0.338978	0.332361	0.314931	0.345848
TRIM54	0.365543	0.454844	0.695242	1.0	0.787863	0.860038
TSHZ2	0.258065	0.273809	0.165543	0.196225	0.299519	0.248236
TSPAN13	0.732647	0.674822	0.646979	0.849778	0.78212	0.8516
TSPAN18	0.461247	0.414034	0.280108	0.399146	0.538669	0.405624
TTC16	0.295622	0.28014	0.240909	0.262114	0.276918	0.310781
TUSC3	0.714442	0.680014	1.0	0.535647	0.749274	0.758402
UGT2B17	0.588446	0.531257	0.501453	0.613368	0.510032	0.54827
USP2	0.361368	0.424854	0.366756	0.352848	0.403635	0.39025
UTS2B	1.0	0.885939	0.77674	0.841167	0.981446	0.92058
VCAM1	0.395221	0.292434	0.219124	0.247621	0.827992	1.0
VCAN	0.650718	0.552034	0.129212	0.143794	0.341514	0.163752
VENTX	0.942054	1.0	0.773259	0.850894	0.713047	0.76529
VNN3	0.035211	0.039898	0.035014	0.040456	0.049469	0.049807
VPREB3	0.022826	0.000615	0.048886	0.038891	0.036532	0.024442
WDR86	0.52831	0.547625	0.583424	0.51262	0.584012	0.624191
WNT16	0.585233	0.642132	0.908026	0.913978	0.702606	0.773791
WNT7A	0.562918	0.578636	0.850796	1.0	0.697543	0.623551
WSCD2	0.931081	0.521764	0.363284	1.0	0.80263	0.305675
XCL1	0.934256	1.0	0.699571	0.933736	0.822394	0.810659
XCL2	0.116845	0.148483	0.103531	0.129299	0.086142	0.100601
ZBTB32	0.256509	0.225707	0.433455	0.337291	0.229277	0.453987
ZNF462	0.698761	0.638335	0.816805	0.781244	1.0	0.774749
ZNF503	1.0	0.899522	0.725843	0.752515	0.75774	0.68794
ZNF662	1.0	0.690264	0.975226	0.874093	0.854552	0.847843
ZNF683	0.600886	0.592055	0.745811	0.682619	0.553773	0.464023
ZNF860	0.521781	0.515103	0.564287	0.611348	0.569426	0.591231
