Symbol	Monocytes_CD14+CD16-	Dendritic_cells_(BDCA1+)	Dendritic_cells_(BDCA3+)	Dendritic_cells_(plasmacytoid+)	T_cells_(CD4+)	T_cells_(CD8+)	NK_cells	Neutrophils	B_cells
MMP12	0.010628	1.0	0.817262	0.001472	0.004818	0.01325	0.006073	0.0053	0.015458
MPHOSPH6	0.171513	0.264257	0.141163	0.023715	0.003696	0.93715	0.910785	0.0	0.015246
MS4A1	0.004581	0.027026	0.00018	0.0	0.003948	0.049913	0.001651	0.004005	1.0
MS4A6A	1.0	0.485461	0.245003	0.664436	0.025447	0.014348	0.01311	0.164566	0.042184
MS4A7	1.0	0.545706	0.263578	0.044391	0.032511	0.024542	0.011213	0.034867	0.044945
MXD1	0.073594	0.030204	0.015419	0.019266	0.00458	0.00588	0.033538	1.0	0.0
MYBL1	0.001336	0.008483	0.008035	0.0	0.191977	0.258305	1.0	0.009723	0.000693
MYC	0.103298	0.016656	0.055169	0.0	1.0	0.349694	0.114939	0.016638	0.173835
MYOF	0.719303	1.0	0.69975	0.361412	0.019983	0.01363	0.0	0.005597	0.027894
NAP1L5	0.000849	0.0351	0.020494	0.075408	0.054904	0.055027	0.791331	0.016984	0.0
NAPSB	0.076531	0.580236	1.0	0.60766	0.000812	0.0	0.007716	0.000259	0.099054
NAV1	0.051597	0.594982	1.0	0.074135	0.028294	0.031403	0.009437	0.018747	0.059525
NCAM1	0.009127	0.006662	0.038423	0.011956	0.005219	0.01753	1.0	0.007867	0.013234
NELL2	0.006023	0.000748	0.003085	0.0	0.894747	1.0	0.053042	0.024146	0.015021
NFE2	0.389945	0.015722	0.002542	0.003403	0.001504	0.002265	0.0	1.0	0.006218
NKG7	0.001547	0.00143	0.0	0.003457	0.003111	0.25518	0.429178	0.000963	0.015246
NLRC3	0.004685	0.00992	0.0	0.030234	1.0	0.64152	0.799249	0.019715	0.131485
NLRC4	1.0	0.569815	0.235756	0.024837	0.015764	0.013791	0.002758	0.891058	0.041711
NLRP7	0.037648	0.041352	0.100324	1.0	0.021595	0.029856	0.034448	0.043452	0.041208
NOG	0.006655	0.003062	0.001178	0.0	1.0	0.193998	0.003298	0.01828	0.007538
NPC1	0.025204	0.019056	0.062609	1.0	0.031992	0.048519	0.088415	0.020191	0.0
NRP1	0.00702	0.002419	0.022192	1.0	0.000688	0.00068	0.001683	0.001388	0.0
NT5E	0.001196	0.007175	0.004066	0.003827	0.067404	0.214634	0.0	0.015116	1.0
OASL	0.150298	0.02331	0.014662	0.0	0.065636	1.0	0.29769	0.648054	0.035471
OCIAD2	0.0	0.074822	0.152828	0.375924	0.744503	1.0	0.358335	0.021148	0.239196
ODF2L	0.030062	0.0	0.013138	0.040528	0.351752	1.0	0.282134	0.031799	0.440904
OLFM4	0.015909	0.004545	0.0	0.015152	0.918182	0.923776	0.022727	0.470909	0.018182
OLIG1	1.0	0.005388	0.0	0.003739	0.008097	0.004618	0.001649	0.339898	0.005278
OXNAD1	0.029467	0.022653	0.024013	0.036412	0.845721	1.0	0.114206	0.024547	0.067331
P2RX5	0.011264	0.066812	0.025511	0.03305	0.094617	0.057875	0.042316	0.008911	1.0
P2RY10	0.0	0.045368	0.071527	0.028212	0.204569	0.546176	0.05863	0.432915	1.0
PACSIN1	0.005498	0.00503	0.054906	1.0	0.018271	0.006785	0.13317	0.009406	0.004328
PADI4	0.178626	0.002669	0.0	0.000218	0.000297	0.005606	0.000545	0.150319	0.011274
PAPD5	0.035925	0.028711	0.008451	0.0	0.069281	0.145357	1.0	0.058626	0.012876
PDGFC	1.0	0.615002	0.456952	0.855614	0.0045	0.005895	0.0	0.042924	0.017582
PDK4	0.68781	1.0	0.122179	0.003664	0.004034	0.0	0.034891	0.18103	0.027048
PDLIM1	0.013562	0.454289	0.418524	0.030575	0.0	0.030701	0.139627	0.097136	1.0
PFKFB2	0.015503	0.022429	0.04273	1.0	0.010356	0.006028	0.018972	0.044113	0.010683
PFN2	0.048303	0.001241	0.036285	0.0	0.641742	1.0	0.371535	0.069841	0.235078
PGAP1	0.015639	0.03164	0.291766	0.0	0.184747	1.0	0.039852	0.050817	0.006763
PHLDA2	0.14976	1.0	0.534613	0.026045	0.013459	0.002003	0.106466	0.036737	0.0
PI3	0.03482	0.012621	0.011891	0.008538	0.008731	0.011454	0.008139	1.0	0.014978
PIK3IP1	0.063752	0.015137	0.0	0.009329	0.856146	0.735664	0.492799	0.050082	0.080514
PKHD1L1	0.012726	0.042962	0.031776	0.041563	0.0	0.00833	0.011503	0.041563	1.0
PKIB	0.00691	1.0	0.412402	0.008144	0.0	0.005574	0.007385	0.003437	0.007764
PLA2G7	0.472004	0.220412	0.121348	0.00824	0.000477	0.005431	0.0	0.006554	0.010768
PLCB1	1.0	0.037582	0.0	0.074377	0.105966	0.088059	0.938757	0.057691	0.043288
PLS3	0.000476	0.125675	0.393441	1.0	0.005354	0.0	0.00512	0.003365	0.001508
PNOC	0.041444	0.006805	0.039984	0.506754	0.0	0.011613	0.001231	0.008318	1.0
PON2	0.071995	1.0	0.945263	0.64019	0.027474	0.028073	0.196336	0.0	0.007119
POU2AF1	0.002659	0.043457	0.005609	0.001828	0.026793	0.012189	0.0	0.003008	1.0
PPAPDC1B	0.024031	0.069339	0.080854	0.054144	0.03055	0.093118	0.143159	0.0	1.0
PPBP	0.455719	0.000839	0.0	0.007201	0.060454	0.094589	0.019236	0.723409	1.0
PROK2	0.089055	0.0	0.000216	0.000584	0.002707	0.022096	0.008846	1.0	0.002401
PRSS23	0.005244	0.0	0.007783	0.000221	0.007698	0.094608	0.506811	0.006668	0.010544
PTGDS	0.009835	0.010251	0.122963	1.0	0.025175	0.021485	0.356643	0.008215	0.006995
PTGS1	0.146094	1.0	0.538965	0.108781	0.006402	0.010479	0.011609	0.111141	0.050414
PTGS2	0.020941	0.016044	0.006515	0.000878	0.0	0.000139	0.000183	0.684529	0.000145
PVRIG	0.009544	0.00295	0.0	0.004535	0.734702	0.403599	0.164453	0.036061	0.270522
PYHIN1	0.000528	0.000834	0.000167	0.0	0.192252	0.173141	0.465061	0.003048	0.021303
RAB30	0.013039	0.008235	0.014548	0.0	0.025503	0.384341	0.063958	0.001427	1.0
RAB7B	0.047042	0.049994	1.0	0.0602	0.038559	0.041359	0.023621	0.05786	0.050224
RARRES3	0.152121	0.068229	0.026131	0.0	0.444936	0.841191	0.337585	0.032065	0.212197
RASD1	0.005351	0.028676	0.079999	1.0	0.0	0.00459	0.006189	0.000591	0.0029
RASGRP1	0.003572	0.002935	0.00555	0.0	1.0	0.688091	0.639602	0.046289	0.116967
RASGRP3	0.0	0.236003	0.479492	0.054362	0.047852	0.03418	0.015951	0.00332	1.0
RASSF4	0.472178	1.0	0.583798	0.008508	0.004283	0.007882	0.207438	0.003714	0.00462
RBMS3	0.000407	0.0	0.062398	1.0	0.023825	0.006386	0.003256	0.00879	0.008139
RBP7	1.0	0.004905	0.00221	0.0	0.003743	0.001932	0.009863	0.488915	0.011696
RGS7	0.009	0.0	0.027737	1.0	0.008074	0.010736	0.002066	0.008911	0.02095
RHOH	0.0	0.031497	0.026987	0.09666	0.830024	0.819186	0.957741	0.112425	1.0
RIN2	0.958084	0.244949	0.05228	0.023301	0.012933	0.012874	0.012737	0.028311	0.017318
RNASE2	0.589594	0.194674	0.005159	0.007072	0.015563	0.023781	0.0	0.34086	0.011075
RNF165	0.002161	8.7e-05	0.004235	0.078683	0.001596	0.006066	0.702864	0.0	0.004454
ROBO1	0.007714	0.255429	1.0	0.023238	0.000519	0.012571	0.000381	0.0	0.005143
RORA	0.0	0.000693	0.000963	0.014091	0.138873	0.871777	1.0	0.006237	0.007854
RRAS2	0.0	0.02007	0.024128	0.05818	0.162534	0.319551	0.485334	0.013365	1.0
RTN1	0.325434	1.0	0.161885	0.008593	0.003237	0.001797	0.008383	0.0254	0.00161
S100A12	1.0	0.018704	0.001315	0.001357	0.047114	0.035154	0.019094	0.738038	0.023403
S100A8	1.0	0.130826	0.010174	0.007355	0.130057	0.120737	0.058749	0.98195	0.272696
S100A9	1.0	0.069568	0.005352	0.0	0.053378	0.047903	0.030617	0.791517	0.02546
S100B	0.027802	0.466859	1.0	0.015569	0.016823	0.187688	0.046486	0.02153	0.029137
S100P	0.092464	0.000568	0.0	0.00363	0.006152	0.014331	0.002816	1.0	0.001266
S1PR1	0.003352	0.00338	0.0	0.015099	0.222903	0.464331	0.236291	0.017263	0.041804
S1PR5	0.000413	0.002576	0.000837	0.000969	0.002979	0.062896	0.697562	0.005337	0.0
SCML4	0.005498	0.000579	0.000651	0.0	1.0	0.419487	0.252424	0.149877	0.039358
SCN3A	0.021252	0.004122	0.008243	0.025245	0.004918	0.030793	0.0	0.008964	1.0
SCN9A	0.001143	0.059756	0.16311	1.0	0.0	0.001689	0.004573	0.01061	0.007317
SERPINF1	0.016243	0.10161	0.262166	1.0	0.010754	0.009415	0.006734	0.007814	0.012338
SH2D1A	0.004094	0.000912	0.001741	0.0	0.174685	1.0	0.171286	0.015056	0.015379
SIRPG	0.020165	0.004349	0.012784	0.029259	0.893502	0.371603	0.0	0.031947	0.045074
SIRT2	0.019759	0.015645	0.007782	0.011511	0.030907	0.029744	1.0	0.105739	0.0
SKAP1	0.008737	0.002639	0.001547	0.0	0.53647	0.242971	0.34929	0.015617	0.109483
SKI	0.026356	0.002114	0.005687	0.0	0.059652	1.0	0.224264	0.255468	0.04287
SLAMF1	0.020465	0.009132	0.0	0.003155	0.199144	0.384334	0.002823	0.013516	0.346362
SLAMF6	0.036347	0.001323	0.0	0.003833	0.330077	0.298462	0.007849	0.056293	0.666427
SLAMF8	0.063444	0.487688	1.0	0.012534	0.005867	0.016972	0.013512	0.00921	0.01229
SLC41A2	0.002042	0.695886	0.884956	1.0	0.000208	0.002538	0.001804	0.000583	0.007909
SLC46A2	1.0	0.071372	0.032017	0.014508	0.014296	0.013225	0.0	0.022045	0.026348
SLC7A7	1.0	0.311601	0.11418	0.015216	0.011041	0.004736	0.009653	0.210389	0.09931
SLFN13	0.000312	0.011856	0.017785	0.0	0.042774	0.032209	0.80936	0.017722	0.001248
SLFN5	0.087185	0.01386	0.0	0.007154	0.857586	1.0	0.042475	0.021193	0.051641
SMPD3	0.027194	0.038273	0.111326	1.0	0.024489	0.020301	0.014954	0.089775	0.059603
SMPDL3A	0.400112	0.006977	0.00172	0.004779	0.004118	0.003044	0.008506	0.033259	0.0
SNHG9	0.064212	0.00414	0.0	0.0076	0.07715	0.589559	0.550957	0.029077	0.122833
SPATS2L	0.052096	0.973444	1.0	0.23152	0.048819	0.028915	0.050287	0.011742	0.0
SPOCK2	0.001787	0.0	0.016398	0.005369	0.686756	0.412959	0.337487	0.03887	0.047929
SPON2	0.01273	0.013875	0.019294	0.072412	0.018597	0.077362	1.0	0.013142	0.014477
SRPX	0.01034	0.008208	0.058842	1.0	0.012026	0.012948	0.009807	0.009573	0.019614
SSPN	0.047406	0.036436	0.07671	0.028021	0.033266	0.049383	0.009988	0.337467	1.0
ST8SIA1	0.0	0.017317	0.007606	0.00178	0.108358	0.464638	0.012462	0.003204	0.001457
STAB1	1.0	0.113297	0.059086	0.034321	0.072275	0.084061	0.054406	0.076519	0.106764
STAP1	0.0	0.006494	0.005711	0.062788	0.015261	0.010211	0.039303	0.005113	1.0
STAT4	0.0	0.006377	0.015782	0.141817	0.49309	1.0	0.715119	0.019517	0.013741
STEAP4	0.045692	0.004844	0.003812	0.002192	0.002526	0.002418	0.002413	1.0	0.004696
STMN3	0.0	0.04363	0.045233	0.017731	0.721814	0.141957	0.086832	0.012529	0.021228
SWAP70	0.149997	0.561597	0.356924	0.125708	0.000972	0.0	0.087826	0.077184	1.0
TACSTD2	0.025766	0.031942	1.0	0.00851	0.006625	0.01426	0.009391	0.036237	0.005477
TBX21	0.014227	0.00223	0.003121	0.0	0.059174	0.25812	1.0	0.029385	0.031827
TCF4	0.02342	0.057613	0.187186	1.0	0.010623	0.006901	0.067167	0.007416	0.329174
TCL1A	0.003101	0.010557	0.099447	1.0	0.003486	0.012666	0.0	0.003099	0.650988
TGFBR3	0.000811	0.0	0.000158	0.053048	0.139501	0.382356	0.757767	0.011304	0.002907
THRB	0.064808	0.070466	1.0	0.06882	0.04256	0.064832	0.037959	0.063389	0.076227
TIGIT	0.012834	0.0	0.009936	0.049956	0.358822	0.599785	0.227698	0.045208	0.081971
TJP2	0.237452	0.174614	1.0	0.305792	0.079396	0.015949	0.058591	0.064286	0.0
TKT	0.940653	0.127259	0.031098	0.002391	0.064117	0.0	0.035651	0.820643	0.050321
TKTL1	0.00375	0.001281	0.0	0.002378	0.08434	0.119466	1.0	0.093341	0.011709
TLE1	0.0	0.016524	0.00765	0.060755	0.008186	0.025481	1.0	0.018413	0.041267
TLR10	0.013722	0.104533	0.213177	0.175866	0.00199	0.012975	0.0	0.197656	1.0
TLR3	0.007067	0.145505	1.0	0.0	0.021063	0.053183	0.093142	0.00797	0.008804
TLR4	0.359163	0.035719	0.011922	0.00412	0.006331	0.005916	0.00189	1.0	0.015993
TLR7	0.14084	0.074307	0.1311	1.0	0.002659	0.000854	0.001079	0.001739	0.060791
TMEM14A	0.0	0.128934	1.0	0.243815	0.172753	0.088808	0.073535	0.005638	0.196171
TMEM170B	0.485868	0.205092	0.032709	0.428398	0.008289	0.003805	0.007382	0.134889	0.0
TMEM176B	1.0	0.176782	0.094643	0.009186	0.042928	0.011597	0.005749	0.023788	0.056359
TNFAIP6	0.059107	0.002276	0.000365	0.0	0.000935	0.003346	0.002472	1.0	0.00649
TNFRSF10C	0.032831	0.000692	0.001845	0.000369	0.003422	0.002235	0.0	1.0	0.00941
TNFRSF17	0.0	0.002338	0.0187	0.528284	0.001428	0.006603	0.000281	0.001122	1.0
TNFRSF21	0.00198	0.057953	0.181842	1.0	0.000844	0.001016	0.018747	0.0	0.000644
TOX2	0.013088	0.007102	0.051948	1.0	0.050251	0.015734	0.10349	0.062338	0.0
TPM2	0.0	0.017099	0.060228	1.0	0.056792	0.004633	0.044894	0.002077	0.016926
TRAT1	0.001789	0.0	0.000343	0.000857	1.0	0.321505	0.002657	0.01253	0.006514
TREM1	0.134543	0.036751	0.001335	0.001289	0.002451	0.002546	0.001667	1.0	0.005276
TRIB2	0.010945	0.047553	0.007469	0.0	1.0	0.132505	0.398779	0.021564	0.246863
TSPAN13	0.0	0.034371	0.242561	1.0	0.004081	0.001227	0.00297	0.013551	0.099834
TSPAN33	0.036772	0.468804	1.0	0.068783	0.007028	0.0	0.00828	0.021	0.077503
TTC39A	0.031234	0.020159	0.035414	1.0	0.024853	0.036091	0.023533	0.029078	0.054336
TXK	0.002953	0.003544	0.0	0.0	0.744273	0.428854	1.0	0.015738	0.010177
UBASH3A	0.006588	0.01124	0.011115	0.007743	0.555144	0.146389	0.0	0.016236	0.009117
UGCG	0.0	0.077403	0.154179	1.0	0.083137	0.042671	0.055556	0.048873	0.033622
VASH2	0.001335	0.001506	0.046467	1.0	0.001569	0.0004	0.002647	0.0	0.002191
VCAN	1.0	0.06654	0.00219	0.00301	0.008586	0.01371	0.009617	0.025749	0.014413
VEGFA	0.319727	1.0	0.119475	0.014805	0.0	0.005419	0.158239	0.25924	0.000113
VNN2	0.19095	0.003333	0.00605	0.0	0.0122	0.012092	0.008187	1.0	0.035235
VNN3	0.053644	0.003511	0.004281	0.003803	0.001394	0.003673	0.000909	1.0	0.006246
VPREB3	0.009611	0.018072	0.007928	0.007189	0.004983	0.017724	0.002614	0.009462	1.0
VSTM1	0.593264	0.022601	0.017882	0.0	0.005419	0.007909	0.00447	0.517378	0.008196
XCL1	0.005555	0.00268	0.002832	0.003943	0.01556	0.351578	1.0	0.007124	0.009934
YES1	0.00249	0.0	0.002504	0.021628	0.025653	0.08891	1.0	0.019215	0.00996
YPEL1	0.007242	0.0	0.020992	0.183066	0.041377	0.043256	0.819866	0.012501	0.005746
ZAK	0.275652	1.0	0.722735	0.023089	0.000311	0.0	0.020495	0.012071	0.005159
ZAP70	0.005965	0.0	0.002617	0.004657	1.0	0.174029	0.525091	0.021491	0.003504
ZBTB16	0.043345	0.00279	0.005514	0.0	0.038662	0.022749	0.442683	0.015784	0.018534
ZBTB46	0.073238	1.0	0.983607	0.114754	0.038226	0.044398	0.051522	0.089972	0.037471
ZEB1	0.012621	0.04634	0.231448	0.14122	0.493677	1.0	0.088199	0.693381	0.09285
ZNF430	0.052853	0.0	0.000685	0.007807	0.251823	0.378632	0.154904	0.100623	0.271814
ZNF503	0.384899	1.0	0.77651	0.016107	0.0	0.012803	0.195078	0.025772	0.016779
ZNF711	0.002382	0.02076	1.0	0.344936	0.038562	0.052624	0.210354	0.003536	0.051377
ZNF827	0.0	0.003766	0.070611	0.072856	0.062225	1.0	0.497038	0.0008	0.195134
ZNF836	0.087214	0.029807	0.0	0.011446	0.167091	1.0	0.983382	0.000763	0.38391
