Bleh	CD4.positive..alpha.beta.T.cell	CD14.positive..CD16.negative.classical.monocyte	mature.neutrophil	cytotoxic.CD56.dim.natural.killer.cell	memory.B.cell	CD38.negative.naive.B.cell	macrophage	memory.CD4.positive.alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
MSR1	0.004449	6.812229	0.053957	0.026786	1.162286	0.032857	357.374071	0.015286	0.0
MTMR11	0.209673	23.650343	0.113443	0.184643	0.0	0.0	0.344893	0.045	0.092
MZB1	1.77002	0.061771	0.081614	0.571571	35.971	14.655714	0.002643	0.151714	0.536
NCAM1	0.017347	0.185629	0.216329	46.514143	0.029429	0.088857	0.074357	0.043286	0.264857
NCAPH	0.080633	0.213114	0.783043	1.040643	0.143429	0.077714	189.8475	0.753643	2.120214
NCR1	0.087714	0.397657	6.609986	122.424571	0.166	0.088857	0.008786	0.046143	1.408429
NCS1	0.013918	0.0	0.036071	0.351143	0.0	0.0	13.763429	0.010143	0.080357
NDUFC2-KCTD14	0.018163	0.147286	0.009586	0.432286	0.0	0.0	0.009643	0.899286	0.036143
NEFL	1.335306	0.011829	0.036443	0.0	0.0	0.0	0.007357	12.603571	0.149714
NELL2	166.919061	0.875943	0.168786	0.359643	0.155714	0.0	0.0	50.142143	80.439571
NES	0.057837	0.001486	0.009586	0.0	0.0	0.021143	2.8935	0.0	0.0
NID1	0.120265	4.821686	0.053343	0.0	0.0	0.021143	0.368607	0.012643	0.0
NKG7	4.777898	5.341657	3.783129	1966.328	1.291429	1.172286	0.0175	19.760571	555.726
NLGN4Y	0.003388	0.005371	0.009586	0.050214	0.0	0.0	0.035464	0.0	1.360214
NLRP3	0.299755	254.780571	17.9309	0.442643	0.132857	0.088857	3.111464	1.727429	0.654357
NMUR1	0.028776	0.007971	0.064743	26.139714	0.0	0.021143	0.312786	0.128	2.062143
NOG	10.251551	0.009943	0.009586	0.0	0.0	0.0	0.0	0.187929	0.092143
NPAS2	1.341918	0.010514	0.009586	0.0	0.0	0.0	0.326607	0.115929	0.029143
NPDC1	1.134959	0.1958	0.126186	0.010714	0.0	0.0	0.094571	16.43	3.167143
NRCAM	1.704204	0.006971	0.124043	0.0	0.029429	0.066	0.573393	0.0	0.066714
NRP1	0.297776	1.451286	0.009586	0.0	0.0	0.0	71.4845	0.018571	0.0
NT5E	1.177653	0.021657	0.032486	0.079571	8.015429	50.388286	0.0	2.177286	1.65
NTN4	0.252306	0.003114	0.051529	0.010714	0.0	0.0	0.0	1.9055	0.898786
NTNG1	0.003959	0.002429	0.009586	0.062357	1.308429	0.235429	0.0	0.0	0.0
NUPR1	0.005224	0.011829	0.102771	0.0	0.0	0.0	25.829643	0.051929	0.011
NXPH4	0.016245	0.0	0.009586	0.028429	1.945714	0.243714	0.005286	0.0	0.0
OLFM1	0.002122	4.057286	0.043014	0.0	0.0	0.021143	0.026607	0.0	0.0
OLFM4	0.0	0.0036	2.935971	0.016071	0.029429	0.021143	0.0	0.0	0.0
OSBPL10	0.081837	0.149657	0.031243	0.211357	90.101143	71.711143	0.020286	0.068143	0.049143
OSR2	0.000816	1.882229	0.108557	0.050214	0.0	0.0	0.0	0.0	0.116143
OTX1	0.000653	0.0	3.967143	0.010714	0.081429	0.044857	0.0	0.0	0.0
PACSIN1	0.145224	0.018	0.019014	0.082929	0.132857	0.0	0.0	0.223286	1.415214
PANX2	0.006918	0.365429	14.413871	0.009571	0.0	0.0	0.012643	0.008429	0.0
PAQR5	0.002	0.001143	0.658171	0.010714	0.0	0.0	13.548786	0.0	0.0
PARM1	0.03449	0.133514	0.009586	0.009571	1.533429	7.071	0.108643	0.0	0.0
PAX5	0.002122	0.035657	0.009586	0.129429	58.269429	85.696571	0.0	0.0	0.0
PCDH1	0.078306	0.001829	0.009586	9.061571	0.0	0.0	0.233179	0.0	0.662
PCDH9	0.107204	0.020086	0.026729	0.167714	1.201429	13.706714	0.001357	0.021714	0.020214
PCSK1N	0.202306	0.002457	0.022829	0.0	0.0	0.0	0.019571	1.209714	0.7575
PDCD1	0.128082	0.043029	0.036829	0.077143	0.190857	0.0	0.059607	3.762071	8.808643
PDGFD	0.054776	0.028971	0.112129	21.53	0.081429	0.055429	0.017	0.109143	2.623857
PHOSPHO1	0.023122	0.259543	134.065714	0.462857	0.132857	0.077714	0.896714	0.038	0.157143
PI16	1.292755	0.011057	0.2529	0.208214	0.333143	1.237143	0.0	20.484	1.558429
PID1	0.0	27.693257	0.110743	0.039429	0.0	0.044857	0.163286	0.0	0.0
PKIG	0.769959	0.388257	0.296943	0.234286	95.171714	93.779143	0.672036	0.322071	0.450714
PLD4	0.043122	3.967771	0.195114	0.060643	68.838571	13.719429	0.737607	0.018571	0.0
PLEKHG1	0.097367	0.026514	0.375614	0.055429	38.628571	34.471429	0.001357	0.302071	1.313714
PLEKHG7	0.006122	0.000343	0.009586	0.022857	1.640429	0.141	0.002571	0.0	0.011
PLEKHH2	1.540714	0.003314	0.021814	0.0	0.105	0.099143	0.001357	0.239857	0.070571
PLIN4	0.012469	0.063029	13.175771	0.020286	0.044286	0.055429	0.322714	0.022786	0.023143
PLIN5	0.07849	0.747514	27.342671	0.0	0.105	0.0	0.0055	0.059714	0.140714
PLXDC1	16.533429	0.106486	0.077414	0.992143	0.0	0.021143	0.016786	2.056357	2.152286
PNOC	0.025429	0.897571	0.033857	0.034	29.992286	23.091143	0.005286	0.012643	0.0
PNPLA3	0.027388	0.001086	0.009586	0.026786	0.0	0.0	2.539393	0.0	0.0
POU2AF1	0.297469	0.084143	0.027529	0.056571	33.922857	35.861429	0.0	0.136571	0.020214
PPARG	0.038735	0.601029	0.1411	0.0	0.0	0.055429	44.434893	0.204286	0.028714
PPP1R14A	0.013878	0.022971	0.009586	0.034	4.519143	1.792857	0.0	0.0	0.0
PPP1R2P9	0.112449	0.0	0.009586	0.191071	1.935143	0.0	0.0	3.259714	0.054143
PRF1	3.169633	0.770743	0.713871	1280.535714	0.689429	0.634857	0.0005	13.513	259.913714
PRLR	0.0	1.742686	0.051271	0.0	0.044286	0.032857	0.086286	0.0	0.0
PRSS23	0.164367	0.066714	0.124229	43.943143	0.029429	0.044857	0.218	0.124857	6.609071
PRSS30P	0.087388	0.073029	0.051886	50.717857	0.081429	0.0	0.359429	0.064071	2.7465
PRSS35	0.004286	0.000971	0.009586	0.009571	0.0	0.0	0.02	0.0535	0.510357
PRSS57	0.07102	0.150486	0.222	5.352357	0.0	0.0	0.021536	0.015286	0.016571
PTGDR	0.12702	0.046743	0.297029	39.496429	0.044286	0.021143	0.0	1.049857	5.735429
PTPN13	0.10102	0.485714	0.026729	0.0	0.0	0.021143	0.840857	9.596929	0.336929
PTPRG	0.062653	0.001886	0.025586	0.207643	2.031714	0.201286	0.007464	0.008429	0.024929
PTPRK	0.860265	0.013029	0.009586	0.089643	15.232571	31.500857	0.004643	0.130857	0.140929
RAB44	0.005347	4.922829	0.397957	0.0	0.0	0.021143	0.005714	0.018571	0.0
RAPGEF5	0.094571	0.010686	0.026729	0.078143	1.359714	6.815857	0.046821	0.035143	0.098357
RARRES1	0.002816	0.005171	0.342871	0.009571	0.0	0.0	13.420679	0.061357	0.0
RCAN2	0.009388	0.0056	0.0153	0.305786	0.0	0.0	0.0	0.134643	0.904
RDM1	0.031633	0.0	0.009586	0.436714	0.0	0.0	0.074643	0.062214	0.953929
RETN	0.050265	15.388114	1.807186	0.0	0.0	0.0	0.040286	0.0565	0.0
RFPL2	0.370429	0.142914	0.025029	0.0	0.0	0.0	0.159071	1.537143	0.106
RGS20	0.001224	0.0	0.023843	0.0	0.0	0.044857	13.900143	0.027929	0.028714
RNASE2	0.009429	29.143486	2.886743	0.028429	0.0	0.0	0.021929	0.0	0.0
RNF128	0.001469	0.0	0.009586	0.0	0.0	0.021143	9.369964	0.037	0.0
RNF157	26.868878	0.111314	0.169971	1.987429	0.029429	0.132	0.010143	9.229571	3.065714
RNF165	0.084816	0.023543	0.146786	5.174357	0.0	0.0	0.021893	0.164214	0.037857
RNF175	3.542918	0.180714	0.900814	0.0	0.0	0.021143	0.0005	0.0565	0.0
RORC	0.225592	0.006629	0.032857	0.026714	0.0	0.0	0.002714	12.873786	3.010357
S100P	0.18098	13.3524	529.794857	0.345214	0.0	0.044857	7.474179	0.621714	0.229857
S1PR5	0.249102	0.119686	0.112186	220.769143	0.105	0.032857	0.0	0.516429	39.088071
SCGB3A1	1.560551	0.124171	0.009586	0.0	0.0	0.0	0.005929	5.482143	0.242286
SCIN	0.102857	0.211429	0.036071	0.0	0.044286	0.044857	16.441714	0.018571	0.027571
SCN3A	0.066531	0.000286	0.026729	0.021286	0.698143	26.126571	0.0	0.0	0.0
SDS	0.002816	0.2856	0.009586	0.0	0.0	0.044857	49.251929	0.027929	0.023143
SEMA3D	0.004653	0.001657	0.009586	0.0	1.243714	0.731857	0.007857	0.0	0.0
SERPINB2	0.0	72.513086	0.386343	0.045	0.0	0.283429	0.012429	0.0	0.0
SEZ6L	0.003878	0.720514	0.009586	0.055714	0.029429	0.0	0.007607	0.0	0.0
SGCD	0.043184	0.001886	0.0191	0.489214	0.0	0.0	0.0	0.0	0.903143
SH2D1A	17.382898	0.261343	0.261286	47.179071	0.029429	0.088857	0.0	20.474643	69.927857
SH2D1B	0.105367	0.064286	0.615557	180.026286	0.143429	0.189714	0.0	0.0	0.009214
SIGLEC12	0.00849	1.171314	0.206171	0.021286	0.0	0.0	0.014786	0.0	0.0
SIGLEC6	0.020571	0.010886	0.009586	0.050143	7.982286	0.814429	0.004893	0.0	0.049143
SIRPG	11.031102	0.101029	0.195729	0.112786	0.0	0.0	0.0	17.397571	8.564929
SLC22A31	0.671898	0.0508	0.062243	0.0	0.0	0.0	0.002714	0.105143	0.0
SLC26A8	0.000653	0.486571	9.723371	0.022857	0.0	0.0	0.038321	0.0	0.0
SLC28A3	0.0	0.431886	1.380986	0.1345	0.029429	0.0	70.370357	0.0	0.0
SLC30A3	0.015755	0.0	0.025586	0.0	0.0	0.021143	2.483571	0.02	0.0
SLC35G2	0.020449	0.000743	0.037829	0.034	0.0	0.0	0.176	0.036786	0.602714
SLC38A11	0.000816	0.007943	0.068243	0.037357	6.457143	31.162857	0.0	0.0	0.0
SLC4A10	0.090653	0.004171	0.036771	1.305857	0.0	0.0	0.0	0.626571	5.715
SOX5	0.012449	0.025086	0.026729	0.028429	4.188286	0.62	0.0	0.0	0.061286
SPARC	2.048265	6.035657	0.373643	0.223	0.179143	0.507286	645.257286	0.591	0.0825
SPIB	0.012694	0.253429	0.265043	0.099429	112.14	40.448286	0.010643	0.064857	0.042571
SPOCD1	0.021429	0.051657	0.009586	0.020286	0.0	0.0	53.268071	0.049714	0.0
ST18	0.004163	0.234771	0.046871	0.0	0.0	0.0	8.9885	0.0	0.011
ST6GALNAC1	1.444633	0.082343	0.257714	0.017143	0.0	0.0	0.0	10.8215	0.032929
ST8SIA1	1.044878	0.027343	0.100071	0.044571	0.0	0.0	0.019643	5.347071	3.616357
STAB1	0.218143	96.765371	0.305343	0.0845	0.0	0.179143	3.768214	0.0	0.0
STEAP1B	0.046184	0.0	0.024029	0.028429	6.960571	12.028429	0.003929	0.015286	0.0
STYK1	0.036245	0.006629	0.300629	0.501357	0.0	0.044857	0.001357	0.03	3.052929
SYBU	0.017102	0.000343	0.009586	0.0	2.784857	1.475143	0.011857	0.038429	0.028714
SYN3	0.00951	0.001143	0.009586	0.045	0.091714	12.102	0.029357	0.0	0.0
SYNPO	0.027878	0.005943	0.1526	0.009571	2.857857	1.546286	0.003536	0.012643	0.0
SYT17	0.00302	0.515343	0.031157	0.050143	0.907714	10.938	0.505286	0.0	0.0
TCEA3	25.22751	0.203829	0.049529	0.1495	0.044286	0.032857	0.021714	11.628286	1.605214
TCL1A	0.014082	0.0792	0.028557	0.300143	8.181143	418.368857	0.0	0.0	0.0
TCL1B	0.007265	0.0	0.009586	0.0	0.044286	6.246857	0.0	0.02	0.034429
TEAD2	0.030571	0.003857	0.076671	0.038929	3.206286	1.706857	0.062607	0.012643	0.009214
TEK	0.073694	0.001543	2.436814	0.0	0.0	0.0	0.001357	0.008429	0.0
TGFBI	0.240633	254.687257	0.677371	0.265929	2.042571	0.132	36.766679	1.858571	2.520286
TGM2	0.35302	0.578	0.037043	0.0	0.311	0.021143	49.44	0.049714	0.011
TGM3	0.0	0.000286	6.935971	0.0	0.0	0.021143	0.004571	0.0	0.031
THBS1	6.022714	495.584229	1.026314	2.585286	0.091714	0.574286	0.036857	0.707357	0.638929
THEMIS	45.754673	0.385286	0.143071	0.373714	0.0	0.021143	0.0	50.894571	78.525571
THRB	0.013041	0.030914	0.009586	0.0	0.056857	3.100143	1.588464	0.0	0.0
TIGIT	2.161918	0.206371	0.441429	52.606857	0.729286	0.315714	0.001357	16.967857	53.065429
TIMP3	0.029	0.000857	0.036214	0.009571	0.044286	0.044857	50.448571	0.0	0.0
TM4SF19	0.013816	0.082829	0.0335	2.131214	0.0	0.0	2662.594714	0.015286	0.749857
TMEM171	0.017449	0.0016	0.141514	0.695357	0.0	0.044857	0.003071	0.0535	0.773714
TNC	0.000449	0.0252	0.009586	0.0	0.0	0.0	2.148679	0.010143	0.0
TNF	0.459143	428.122343	8.643643	0.874429	2.888857	0.62	0.647429	3.316786	1.809
TNFRSF13B	0.089898	0.014571	0.009586	0.034	45.274714	1.360714	0.0	0.0	0.0
TNFRSF21	0.024653	0.362143	0.009586	0.0	0.179143	0.099143	28.588857	0.010143	0.0
TNFRSF25	74.113347	0.6666	0.195986	6.378	0.179143	0.283429	0.003536	111.128429	34.195286
TNFRSF4	0.559408	0.103143	1.475214	7.300857	0.132857	0.088857	0.53725	26.820071	0.934929
TNIP3	0.482959	0.299057	0.009586	0.322286	0.0	0.0	0.042357	0.269929	3.459786
TPRG1	0.369571	0.603286	2.109686	2.0	0.105	0.077714	20.028607	6.123857	34.367286
TRIM54	0.0	0.000629	0.009586	0.073429	0.0	0.0	5.115036	0.008429	0.0
TSHZ2	19.009592	0.043629	0.048814	0.0	0.179143	0.750286	0.0	4.214357	0.163
TSPAN13	0.103061	0.067429	4.122329	0.693357	13.544	65.544857	1.1445	0.051714	0.042
TSPAN18	7.791612	0.107029	0.196786	0.010714	0.354429	0.344	0.002643	11.463714	2.723
TTC16	1.984531	0.044514	0.106257	2.944143	0.0	0.021143	0.0	1.657	10.074143
TUSC3	0.046776	0.0	0.0634	0.009571	0.0	0.0	0.042	3.573571	0.0
UGT2B17	0.010122	0.000857	0.009586	0.0	0.201286	9.895714	0.0	0.0	0.0
USP2	0.060102	0.006286	0.077743	0.026786	0.0	0.0	16.840536	0.068143	0.117714
UTS2B	0.001265	0.033029	0.021043	0.062357	2.101714	0.344	0.023964	0.033786	0.053929
VCAM1	0.01498	0.001257	0.059943	0.017143	0.0	0.0	0.110143	0.03	1.021929
VCAN	0.006898	1258.3044	1.731314	0.203143	0.0	0.265429	0.233214	0.025357	0.0
VENTX	0.003061	7.236857	0.947471	0.026786	0.044286	0.032857	0.075714	0.015286	0.050929
VNN3	0.178857	8.979971	313.221543	0.162571	0.252714	0.474571	0.133429	0.012643	0.099857
VPREB3	0.045796	0.021829	0.009586	0.045	73.134857	71.282571	0.053714	0.0	0.036143
WDR86	0.10002	0.084914	0.327714	0.188214	0.558571	0.500571	0.022464	7.845786	4.352786
WNT16	0.000653	0.0016	0.009586	0.010714	3.683429	0.941714	0.0	0.0	0.011
WNT7A	2.708306	0.007486	0.088757	0.0	0.0	0.0	0.0	3.714571	0.497
WSCD2	0.01151	0.0	0.009586	0.020286	1.211714	0.0	0.008571	0.0	0.020214
XCL1	0.128061	0.006286	0.009586	4.387143	0.0	0.0	0.0005	0.151143	6.232143
XCL2	0.135694	0.046629	0.075457	77.488571	0.0	0.0	0.0	0.045571	0.306286
ZBTB32	0.274959	0.006657	0.036071	0.022857	9.738857	0.243714	0.014071	0.226643	0.606143
ZNF462	0.246939	0.014571	0.009586	0.010714	0.0	0.0	0.150821	0.993071	0.066
ZNF503	0.010918	1.315371	0.061343	0.0	0.0	0.0	0.140643	0.010143	0.0
ZNF662	2.435327	0.010314	0.009586	0.225286	0.0	0.044857	0.006286	0.111857	0.177286
ZNF683	0.02949	0.013257	0.040771	0.977857	0.0	0.0	0.0	0.138786	6.036
ZNF860	0.00651	0.010943	0.009586	0.026786	11.104286	10.938	0.004571	0.010143	0.0
