Bleh	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
PRSS35	0.0	0.0	0.000838	0.008252	0.008264	0.046126	0.003695	0.440012
PRSS57	0.0	0.0	0.028116	1.0	0.041477	0.002856	0.013269	0.003096
PTPN13	0.002203	0.0	0.050611	0.0	0.002785	1.0	0.010526	0.035108
RAPGEF5	1.0	0.198236	0.0	0.009913	0.002357	0.003594	0.012327	0.012883
RASGRF1	0.090743	0.958859	0.01211	0.0	0.005566	0.0	0.0	0.0
RCAN2	0.0	0.0	0.006195	0.338259	0.016925	0.148941	0.010385	1.0
RDM1	0.0	0.0	0.0	0.118571	0.002603	0.016892	0.008588	0.258999
RFPL2	0.0	0.0	0.049083	0.0	0.008596	0.527917	0.12722	0.036405
RGS7	0.30901	1.0	0.000468	0.0	0.074752	0.0	0.0	0.0
RNF165	0.0	0.0	0.00455	1.0	0.028368	0.031736	0.016392	0.007316
RNF175	0.002581	0.0	0.022057	0.0	0.109948	0.006896	0.432427	0.0
RORC	0.0	0.0	0.000515	0.002075	0.002552	1.0	0.017523	0.233836
S100P	8.5e-05	0.0	0.025203	0.000652	1.0	0.001174	0.000342	0.000434
S1PR5	0.0	0.000327	0.000393	1.0	0.000359	0.002191	0.00098	0.176932
SCGB3A1	0.0	0.0	0.02265	0.0	0.001749	1.0	0.284661	0.044195
SCN3A	1.0	0.026722	1.1e-05	0.000815	0.001023	0.0	0.002546	0.0
SEMA3A	0.0	0.0	0.04526	0.021523	0.028359	0.008943	0.776202	0.011671
SEMA3D	0.588445	1.0	0.001332	0.0	0.007707	0.0	0.003741	0.0
SERPINB2	0.003909	0.0	1.0	0.000621	0.005328	0.0	0.0	0.0
SGCD	0.0	0.0	0.002088	0.54168	0.021148	0.0	0.047815	1.0
SH2D1B	0.001054	0.000797	0.000357	1.0	0.003419	0.0	0.000585	5.1e-05
SHTN1	0.001712	0.0	0.682124	0.0	0.010135	0.004266	0.005695	0.0
SIGLEC6	0.102029	1.0	0.001364	0.006282	0.001201	0.0	0.002577	0.006156
SIRPG	0.0	0.0	0.003089	0.003448	0.005984	0.531887	0.337248	0.261851
SLC16A10	0.043936	0.003881	0.004672	0.0	0.013364	0.256289	1.0	0.0728
SLC35G2	0.0	0.0	0.000737	0.033718	0.037515	0.036481	0.020279	0.597717
SLC38A11	1.0	0.207206	0.000255	0.001199	0.00219	0.0	2.6e-05	0.0
SLC4A10	0.0	0.0	0.00073	0.228496	0.006434	0.109636	0.015862	1.0
SORCS3	0.0	0.0	0.000422	0.0	0.010728	0.047072	1.0	0.0
SOX5	0.148032	1.0	0.005989	0.006788	0.006382	0.0	0.002972	0.014633
SPIB	0.360622	1.0	0.002147	0.000774	0.002251	0.000465	0.0	0.000266
SPON2	0.000538	0.0	0.0	1.0	0.004138	0.004671	0.001841	0.084333
ST6GALNAC1	0.0	0.0	0.007609	0.001584	0.023815	1.0	0.133497	0.003043
ST8SIA1	0.0	0.0	0.005114	0.008336	0.018715	1.0	0.195411	0.676325
STAB1	0.001722	0.0	0.930235	0.000812	0.002935	0.0	0.002097	0.0
STEAP1B	1.0	0.578677	0.0	0.002363	0.001998	0.001271	0.00384	0.0
STYK1	0.014693	0.0	0.002171	0.164222	0.098472	0.009827	0.011872	1.0
SYBU	0.529701	1.0	0.000123	0.0	0.003442	0.013799	0.006141	0.010311
SYN3	1.0	0.007578	9.4e-05	0.003718	0.000792	0.0	0.000786	0.0
SYT17	1.0	0.082987	0.047115	0.004584	0.002849	0.0	0.000276	0.0
TCEA3	0.0	0.000454	0.006786	0.00463	0.000662	0.460234	1.0	0.062408
TCL1A	1.0	0.019555	0.000189	0.000717	6.8e-05	0.0	3.4e-05	0.0
TCL1B	1.0	0.007089	0.0	0.0	0.001534	0.003202	0.001163	0.005511
TCL6	1.0	0.005346	0.00101	0.0	0.022289	0.004011	0.002743	0.013094
TEK	0.0	0.0	0.000633	0.0	1.0	0.003459	0.030242	0.0
TFPI	0.0	0.049986	0.157417	0.018713	0.032842	0.052184	1.0	0.0
TGFBI	0.0	0.007506	1.0	0.000526	0.002142	0.006783	0.000427	0.009382
TGM3	0.003048	0.0	4.1e-05	0.0	1.0	0.0	0.0	0.004469
THBS1	0.000974	0.0	1.0	0.005033	0.001886	0.001242	0.01197	0.001104
THEMIS	0.000269	0.0	0.004906	0.004759	0.001822	0.648127	0.582672	1.0
THRB	1.0	0.01834	0.009972	0.0	0.003092	0.0	0.004207	0.0
TIGIT	0.002069	0.009893	0.0	0.991325	0.004447	0.317098	0.036995	1.0
TJP1	0.0	0.0	0.018907	0.0	0.034475	0.0	0.521786	0.033139
TMEM176A	0.001604	0.0	1.0	0.0	0.006796	0.000324	0.000678	0.0
TMEM176B	0.000674	0.000386	1.0	0.000109	0.003512	0.0	4.7e-05	0.0
TNF	0.000376	0.005681	1.0	0.000971	0.019138	0.006682	0.0	0.003156
TNFRSF13B	0.030055	1.0	0.000322	0.000751	0.000212	0.0	0.001986	0.0
TNFRSF25	0.000599	0.0	0.0028	0.035604	9.7e-05	0.637245	0.424646	0.195374
TNFRSF4	0.0	0.001646	0.000534	0.269797	0.051863	1.0	0.017603	0.031651
TNIP3	0.0	0.0	0.086438	0.093152	0.002771	0.078019	0.139592	1.0
TPO	0.0	0.0	0.0	0.0	0.020282	1.0	0.006089	0.005117
TPRG1	0.0	0.000796	0.015327	0.05606	0.059259	0.176326	0.008512	1.0
TSHZ2	0.039469	0.009424	0.002295	0.0	0.002568	0.221696	1.0	0.008575
TSPAN13	1.0	0.206128	0.000388	0.009944	0.062292	0.000148	0.000932	0.0
TSPAN15	0.0	0.0	0.028883	0.066615	0.019703	1.0	0.101773	0.239628
TTC16	0.002099	0.0	0.004419	0.292247	0.010548	0.16448	0.196993	1.0
TUSC3	0.0	0.0	0.0	0.002678	0.017741	1.0	0.013089	0.0
UTS2B	0.089652	0.549435	0.008309	0.01598	0.005173	0.008507	0.0	0.013776
VCAM1	0.0	0.0	0.00123	0.016775	0.058657	0.029356	0.014658	1.0
VCAN	0.000211	0.0	1.0	0.000161	0.001376	2e-05	5e-06	0.0
VIT	0.0	0.0	0.002618	0.876385	0.026045	0.0	0.003165	0.048968
VNN3	0.001475	0.000766	0.028631	0.000479	1.0	0.0	0.000531	0.000278
VPREB3	0.974673	1.0	0.000298	0.000615	0.000131	0.0	0.000626	0.000494
WNT16	0.255662	1.0	0.000434	0.002909	0.002602	0.0	0.000177	0.002986
WNT7A	0.0	0.0	0.001957	0.0	0.023203	0.971057	0.708001	0.129925
WSCD2	0.0	1.0	0.0	0.016741	0.007911	0.0	0.009499	0.016682
XCL1	0.0	0.0	0.001009	0.703954	0.001538	0.024252	0.020549	1.0
XCL2	0.0	0.0	0.000602	1.0	0.000974	0.000588	0.001751	0.003953
ZBTB32	0.024358	1.0	0.0	0.001665	0.003022	0.022604	0.027568	0.061598
ZNF462	0.0	0.0	0.014673	0.010789	0.009653	1.0	0.248662	0.06646
ZNF662	0.011956	0.0	0.002749	0.060046	0.002555	0.029814	0.649099	0.047253
ZNF683	0.0	0.0	0.001582	0.116661	0.004864	0.016558	0.003518	0.720113
ZNF860	0.985025	1.0	0.000985	0.002412	0.000863	0.000913	0.000586	0.0
