Row	ascites7873R1	ascites7873R2	ascites7882R1	ascites7882R2	ascites7892R1	ascites7892R2
PNOC	0.008532	0.010773	0.00698	0.012282	0.013079	0.013968
PPBP	0.003399	0.011556	0.002772	0.009604	0.011373	0.01051
PPFIBP1	0.487416	0.415325	0.907855	0.594631	1.0	0.666457
PRF1	0.003958	0.005336	0.004908	0.006471	0.005464	0.005365
PRG2	0.002224	0.001999	0.000947	0.000951	0.001491	0.001522
PRR5L	0.356812	0.303243	0.256426	0.471727	0.382068	0.405422
PSG2	0.038878	0.037477	0.025717	0.009185	0.0284	0.030235
PTGDR	0.033671	0.035733	0.030418	0.033021	0.031106	0.029937
PTGER2	0.162064	0.156981	0.057278	0.080809	0.067057	0.089432
PTGIR	0.037938	0.040534	0.03763	0.034306	0.035165	0.039675
PTPRCAP	0.014744	0.018263	0.016747	0.022891	0.017564	0.018953
PTPRG	0.720041	0.64239	0.745809	0.81847	1.0	0.916966
PVRIG	0.027752	0.024251	0.024483	0.017417	0.022494	0.023498
QPCT	0.106409	0.099121	0.052187	0.071454	0.081652	0.097993
RAB27B	0.234534	0.200802	0.290355	0.467484	0.362121	0.388931
RALGPS2	0.207249	0.18997	0.219253	0.218044	0.345982	0.241303
RASA3	0.456973	0.490097	0.425649	0.465908	0.495337	0.485776
RASGRP2	0.028486	0.039433	0.036691	0.032995	0.036957	0.045435
RASGRP3	0.158237	0.146074	0.092675	0.100391	0.108986	0.104743
RASSF4	0.376596	0.614215	0.161819	0.18469	0.09898	0.139076
RCAN3	0.607013	0.535137	0.520686	0.675963	1.0	0.868019
REN	0.0	0.048983	0.076729	0.046537	0.070646	0.062481
RENBP	0.167096	0.311603	0.285455	0.235008	0.123835	0.162989
REPS2	0.127443	0.117617	0.079343	0.096215	0.095575	0.082938
RGS1	0.082661	0.07526	0.091361	0.099663	0.034186	0.074004
RGS13	0.0134	0.011741	0.009397	0.010323	0.009161	0.01045
RNASE2	0.487026	0.457426	0.067904	0.107488	0.032508	0.078159
RNASE6	0.508792	0.491514	0.101909	0.141974	0.05778	0.102508
RPL10L	0.002166	0.022601	1.0	0.001819	0.001058	0.0
RPL3P7	0.0	0.000561	7e-06	0.005345	0.005007	0.006693
RRP12	0.338325	0.378521	0.509806	0.439651	0.436311	0.411275
RRP9	0.251626	0.28727	0.425137	0.433673	0.319699	0.379217
RSAD2	0.026398	0.022096	0.011783	0.017177	0.014877	0.018527
RYR1	0.059009	0.064953	0.064976	0.072043	0.045457	0.058621
S100A12	0.221111	0.199015	0.031087	0.078551	0.081211	0.156528
S1PR5	0.055092	0.065633	0.086577	0.088116	0.068955	0.081922
SAMSN1	0.382723	0.372612	0.142609	0.193583	0.254395	0.342496
SCN9A	0.277992	0.29308	0.219489	0.231393	0.233866	0.221467
SEC31B	0.105113	0.105152	0.068297	0.069178	0.095418	0.084403
SELL	0.280126	0.319225	0.129995	0.157521	0.343094	0.328748
SERGEF	0.975612	1.0	0.502728	0.598429	0.584836	0.6248
SH2D1A	0.041561	0.048957	0.037834	0.043288	0.041798	0.04292
SIGLEC1	0.040261	0.043263	0.018847	0.016649	0.017754	0.014984
SIK1	0.005248	0.006635	0.004087	0.004413	0.003944	0.005785
SIRPG	0.020777	0.026809	0.015797	0.022357	0.028521	0.024568
SIT1	0.010809	0.013811	0.011548	0.01341	0.011412	0.011049
SKA1	0.300961	0.330968	0.284242	0.279239	0.239428	0.277542
SKAP1	0.011087	0.015354	0.001829	0.009064	0.017629	0.010919
SLAMF1	0.011764	0.009142	0.004862	0.007658	0.012964	0.009757
SLAMF8	0.038663	0.048811	0.030826	0.028536	0.030023	0.033589
SLC12A1	0.615593	0.817761	0.333644	0.324325	0.738055	0.51745
SLC12A8	0.274142	0.273504	0.282568	0.308505	0.345827	0.377829
SLC15A3	0.296021	0.571539	0.376048	0.371291	0.451717	0.509598
SLC2A6	0.010755	0.012193	0.012739	0.013872	0.014271	0.015694
SLC7A10	0.0	0.00124	0.037784	0.000974	0.003445	0.028468
SLCO5A1	0.044097	0.035188	0.038199	0.053574	0.039407	0.049453
SMPD3	0.081466	0.100503	0.090323	0.088382	0.090549	0.08512
SMPDL3B	0.265536	0.295636	0.732608	1.0	0.788612	0.684333
SOCS1	0.026872	0.02137	0.023845	0.029266	0.026174	0.026764
SP140	0.097377	0.105616	0.052561	0.060852	0.063461	0.067104
SPAG4	0.029957	0.037288	0.044569	0.051236	0.040577	0.037669
SPIB	0.025111	0.027238	0.025032	0.025036	0.026632	0.027334
SPOCK2	0.033194	0.05889	0.060542	0.089039	0.224401	0.213034
SSX1	0.269054	0.24698	0.307063	0.395537	0.20966	0.187231
ST3GAL6	0.65974	0.666864	0.310753	0.273614	0.227622	0.265821
ST6GALNAC4	0.0	0.013868	0.051439	0.026146	0.021338	0.015185
ST8SIA1	0.037756	0.040328	0.025853	0.030243	0.039738	0.033658
STAP1	0.023034	0.020163	0.016068	0.015259	0.013464	0.016352
STEAP4	0.241738	0.236256	0.148196	0.163385	0.246743	0.230836
STXBP6	0.438564	0.374004	0.754578	1.0	0.466807	0.556308
TARDBPP1	0.052365	0.051617	0.657902	0.037111	0.058278	0.063927
TBX21	0.0	0.003071	0.000628	0.003779	0.00055	0.001821
TCF7	0.033118	0.045251	0.030646	0.044028	0.09806	0.056793
TCL1A	0.01108	0.015636	0.009507	0.014704	0.012321	0.017258
TEC	0.805531	0.80562	0.772312	0.661248	0.655407	0.585324
TEP1	1.0	0.804995	0.38865	0.366899	0.369197	0.365036
TGM5	0.136088	0.126667	0.147193	0.152503	0.161973	0.148061
TLR2	0.570597	0.553773	0.214405	0.239855	0.330874	0.409927
TLR7	0.432069	0.351919	0.144232	0.158309	0.149918	0.137295
TLR8	0.227086	0.208298	0.074063	0.083407	0.065014	0.076783
TMEM156	0.199023	0.195482	0.131802	0.145946	0.166851	0.195559
TMEM255A	0.063307	0.063802	0.044573	0.045571	0.059501	0.0595
TNFAIP6	0.006021	0.005577	0.005677	0.007285	0.018414	0.036608
TNFRSF10C	0.067705	0.089444	0.041308	0.048644	0.039449	0.045076
TNFRSF11A	1.0	0.968984	0.331065	0.355182	0.171581	0.196829
TNFRSF13B	0.012195	0.006476	0.00258	0.0	0.013123	0.002109
TNFRSF17	0.00927	0.011634	0.005817	0.008679	0.006773	0.008338
TNFRSF4	0.006185	0.0	0.016781	0.022288	0.017969	0.019136
TNFSF14	0.032553	0.034266	0.031224	0.035419	0.033062	0.036422
TNIP3	0.071133	0.058307	0.058555	0.062288	0.069428	0.079136
TPSAB1	0.000205	0.000869	0.0	4.9e-05	0.000728	2.3e-05
TRAC	0.041353	0.059016	0.035243	0.071146	0.04205	0.069958
TRAF4	0.200235	0.338321	0.794287	0.866766	0.837209	1.0
TRAT1	0.098002	0.107047	0.063958	0.072936	0.064557	0.071451
TRAV12-2	0.289185	0.392463	0.311911	0.430159	0.370875	0.405914
TRAV13-1	0.181698	0.158142	0.155875	0.138328	0.146293	0.172452
TRAV13-2	0.153117	0.163267	0.081899	0.120093	0.13437	0.138972
TRAV21	0.040428	0.038519	0.030934	0.031016	0.039658	0.036171
TRAV8-6	0.113028	0.069696	0.100369	0.115175	0.086194	0.089028
TRAV9-2	0.046625	0.043354	0.040332	0.046362	0.057599	0.041637
TRDC	0.036098	0.041156	0.019531	0.027229	0.026834	0.036846
TREM1	0.626794	0.676955	0.471553	0.556156	0.683725	0.853403
TREM2	0.687816	0.927331	0.457981	0.478601	0.13247	0.250222
TREML2	0.062769	0.06541	0.063737	0.073363	0.074881	0.068233
TRIB2	0.07907	0.070677	0.21598	0.209775	0.223395	0.191209
TRPM4	0.546398	0.656202	0.835677	0.889765	1.0	0.921746
TRPM6	0.148498	0.150559	0.093502	0.108105	0.128664	0.116942
TSHR	0.103792	0.250953	0.195112	0.112844	0.117477	0.119567
TTC38	0.163352	0.168139	0.148094	0.141764	0.13531	0.145071
TXK	0.084586	0.091169	0.053837	0.064968	0.089003	0.066063
TYR	0.019619	0.018261	0.020409	0.020386	0.02048	0.019663
UBASH3A	0.036711	0.035796	0.030844	0.037683	0.038185	0.0389
UGT1A8	0.004493	0.004097	0.0	0.009909	0.00112	0.001372
UGT2B17	0.280884	0.254508	0.242259	0.292664	0.245319	0.262129
UPK3A	0.116541	0.178298	0.25414	0.132516	0.181797	0.288528
VILL	0.12559	0.119548	0.125214	0.119909	0.127675	0.121023
VNN1	0.134081	0.121661	0.073273	0.086702	0.096875	0.106867
VNN2	0.022247	0.019892	0.011559	0.015804	0.015904	0.021003
VNN3	0.070989	0.083407	0.070439	0.084708	0.110436	0.111136
VPREB3	0.006347	0.0	0.013167	0.010427	0.009796	0.006767
WNT5B	0.041864	0.061306	0.036538	0.059161	0.026255	0.048201
WNT7A	0.464651	0.485027	0.793918	1.0	0.61035	0.530305
ZAP70	0.017845	0.026423	0.032522	0.030394	0.037975	0.038628
ZBP1	0.340088	0.35794	0.276265	0.228294	0.354615	0.317708
ZBTB10	0.694996	0.484454	0.681991	0.712669	1.0	0.811735
ZBTB32	0.170005	0.153289	0.281949	0.221738	0.155226	0.292984
ZFP36L2	0.093129	0.079411	0.077958	0.067242	0.153813	0.087536
ZNF135	0.676483	0.610424	0.664683	0.676362	0.62885	0.63506
ZNF165	0.037847	0.03208	0.050372	0.065788	0.05554	0.056915
ZNF204P	0.205013	0.184359	0.194548	0.205013	0.186425	0.213916
ZNF222	0.333867	0.290061	0.310014	0.349564	0.310596	0.330218
ZNF324	0.218992	0.237398	0.295884	0.306304	0.27033	0.26062
ZNF442	0.488158	0.436702	0.350106	0.387004	0.441589	0.401512
