Gene	HD30PBMC0	HD30PBMC1	HD30PBMC3	HD30PBMC7	HD31PBMC0	HD31PBMC1	HD31PBMC3	HD31PBMC7
ULK2	0.281921	0.303313	0.274919	0.293176	0.244109	0.224345	0.251066	0.234206
WEE1	0.067389	0.059366	0.06993	0.071642	0.07491	0.081409	0.075473	0.070529
YTHDF3	0.019143	0.006523	0.011904	0.002101	0.011947	0.018487	0.015672	0.003004
ZC3H12A	0.052787	0.07094	0.058011	0.054228	0.071613	0.057251	0.052821	0.083316
ZDHHC13	0.0984	0.103833	0.100183	0.09259	0.096864	0.098234	0.103952	0.112879
ZNF180	0.455127	0.44031	0.47934	0.47176	0.472298	0.47934	0.466466	0.451629
ZNF189	0.014659	0.0	0.01176	0.009276	0.007581	0.026957	0.026178	0.011871
ZNF34	0.223299	0.229156	0.225902	0.240083	0.204712	0.232958	0.21037	0.195818
ZNF552	0.110731	0.109142	0.105962	0.109506	0.095302	0.09815	0.110468	0.099881
ZNF593	0.224069	0.25153	0.187471	0.219993	0.225699	0.206874	0.184272	0.19251
