Gene	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
IFNB1	0.021396	0.009445	0.048908	0.012419	0.008546	0.023005	0.048205	0.039558	0.035491	0.034817	0.026742	0.003963	0.068561	0.000984	0.053347	0.0	0.027182	0.072859	0.027982	1.0
IFT20	0.368627	0.628268	0.65268	0.783365	0.865815	0.368342	0.365859	0.325639	0.401697	0.370853	0.0	0.119142	0.126805	0.168075	0.583636	0.601969	1.0	0.585722	0.844426	0.044491
IGFBP2	0.00024	0.000328	0.017264	0.014983	0.060721	0.012362	0.014698	0.01874	0.027965	0.053448	0.027876	0.043078	0.739051	0.014633	0.041044	0.0	0.029997	0.014521	0.001372	0.037176
IL15RA	0.248114	0.405714	0.497639	0.396101	0.585427	0.420255	0.454596	0.270464	0.390735	0.0	0.620098	0.002842	0.174324	0.044971	0.013887	1.0	0.350175	0.154999	0.903286	0.25759
IL1R2	0.0	0.002292	0.107672	0.054986	0.038182	0.011634	1.0	0.030799	0.007402	0.101151	0.057272	0.123325	0.021492	0.026764	0.023426	0.01191	0.011468	0.377627	0.012603	0.030274
IL1RAP	0.057238	0.039979	0.092514	0.1074	0.151958	0.063051	0.648127	0.096865	0.062925	0.064868	0.073361	0.106884	0.150189	0.200552	0.236741	0.12907	0.101258	0.09896	0.0	0.02309
IL1RL1	0.028871	0.017594	0.041958	0.027561	0.0	0.063304	0.190442	0.024382	0.017832	0.040403	0.006257	0.003972	0.896153	1.0	0.371967	0.043252	0.046876	0.051616	0.048696	0.081328
IL2RA	0.051452	0.258117	0.039735	0.0	0.00905	0.155505	0.087844	0.395128	0.135624	0.095372	0.30684	0.022601	0.070504	0.31187	0.039111	1.0	0.006638	0.103582	0.008122	0.128509
IL32	0.004376	0.014967	0.012525	0.0	0.121688	0.363815	0.021092	0.60038	0.896741	0.004485	0.093442	0.012534	0.054763	0.058659	0.011611	0.937507	0.014499	0.024961	0.004125	0.020523
IL4R	0.863454	0.124994	0.239799	0.188137	0.127261	0.130271	0.314504	0.263103	0.280855	0.289178	0.219181	0.224769	0.25037	0.176691	0.246138	0.286667	0.088505	0.149384	0.036768	0.083971
IL5RA	0.031147	0.052324	0.022177	0.035676	0.001015	0.054495	0.371029	0.031941	0.039514	0.086215	0.0941	0.086245	0.122238	0.811968	1.0	0.0	0.019186	0.101263	0.220234	0.088704
IL6ST	0.147976	0.094377	0.101627	0.013758	0.197586	0.061191	0.081383	0.224871	0.14685	0.067319	0.097711	0.089921	0.167996	0.0	0.053042	0.092654	0.06966	0.072559	0.483432	0.074213
ING2	0.063879	0.149271	0.133814	0.657107	0.399852	0.180792	0.335692	0.279369	0.352093	0.386217	0.865788	1.0	0.177752	0.951372	0.40197	0.104122	0.359097	0.6001	0.001879	0.0
IRS1	0.787215	0.595638	0.26057	0.0	0.154582	0.335142	0.312987	0.414493	0.450364	0.142388	0.158029	0.119938	0.195858	0.117275	0.368505	0.501362	0.134728	0.201417	0.624715	0.357954
JRKL	0.122425	0.234831	0.232354	0.0	0.151453	0.313489	0.285416	0.286305	0.200138	0.10051	0.167893	0.151987	0.44438	0.150846	0.327329	0.358323	0.407471	0.023798	0.000974	0.800068
KCNJ15	0.017736	0.021835	0.142519	0.039684	0.038502	0.05954	1.0	0.024848	0.012432	0.066204	0.026832	0.0	0.072753	0.022264	0.046489	0.000678	0.004959	0.028594	0.049785	0.072428
KIF1A	0.13973	0.081505	0.040598	0.068529	0.130057	0.101154	0.121655	0.093075	0.094636	0.088499	0.010757	0.0	0.021023	0.041277	0.106915	0.047419	0.048744	0.071598	0.050131	1.0
KIF22	0.195485	0.239971	0.100301	0.387836	0.283331	0.144428	0.136953	0.405696	0.431929	0.079813	0.012217	0.0	0.140946	1.0	0.094413	0.361539	0.222498	0.358142	0.076485	0.020272
KIR3DL1	0.028662	0.010781	0.040707	0.052015	0.493022	1.0	0.118318	0.048023	0.088134	0.055768	0.010168	0.00248	0.043618	0.034404	0.004253	0.312633	0.0	0.013896	0.032771	0.077328
KLHL18	0.330529	0.410962	0.311685	1.0	0.460826	0.154372	0.451675	0.1769	0.170872	0.625726	0.272015	0.260312	0.028299	0.611099	0.184184	0.180743	0.193659	0.164192	0.265406	0.0
KLRC3	0.020376	0.026982	0.018993	0.017345	0.586236	1.0	0.043087	0.02848	0.326795	0.017308	0.020432	0.01498	0.01627	0.017778	0.023424	0.342037	0.0	0.032615	0.008214	0.044359
KLRD1	0.015267	0.024725	0.026669	0.033745	0.808714	1.0	0.090296	0.046834	0.45536	0.007564	0.012578	0.002855	0.010939	0.005455	0.015607	0.634835	0.000786	0.010431	0.031668	0.0
KLRF1	0.008247	0.010974	0.019883	0.041109	1.0	0.837278	0.049596	0.023103	0.119055	0.01383	0.017029	0.024548	0.0	0.049715	0.011227	0.047262	0.010769	0.018453	0.002168	0.025049
KRT19	0.021334	0.023168	0.025212	0.027503	0.062459	0.021874	0.048406	0.036533	0.03395	0.033054	0.023656	0.021649	1.0	0.050995	0.037236	0.0	0.033276	0.06547	0.003563	0.223945
KRT5	0.173957	0.117477	0.160594	0.12351	0.182493	0.104147	0.220245	0.14035	0.084342	0.163416	0.03211	0.028025	0.228127	0.0	0.224051	0.082726	0.125546	0.091418	0.355384	1.0
KSR1	0.003493	0.04072	0.056939	0.168292	0.109652	0.076665	0.093764	0.063764	0.069752	0.048335	0.024462	0.0	0.023249	0.07967	1.0	0.033689	0.060707	0.015886	0.024468	0.050846
LAIR1	0.265886	0.045898	0.19631	0.36942	0.062958	0.163072	0.070295	0.094559	0.086751	0.152909	0.749499	0.528874	0.105924	1.0	0.068792	0.044778	0.177471	0.221631	0.011287	0.048927
LAMP3	0.005325	0.0	0.059604	0.021126	0.005381	0.047154	0.134864	0.109764	0.060406	0.135939	0.343812	0.098289	0.020737	0.093758	0.108225	0.067874	0.004011	1.0	0.326204	0.075409
LGALS13	0.470052	0.371739	0.342457	0.607283	0.0	0.799424	0.7675	0.37037	0.318672	1.0	0.71851	0.829455	0.247403	0.357162	0.368424	0.437478	0.384701	0.205818	0.607146	0.720844
LILRA4	0.229695	0.234006	0.087521	0.098619	0.094489	0.088853	0.133593	0.061012	0.075899	0.104621	0.109776	0.146621	0.057202	0.094999	0.140371	0.0	0.116484	0.076431	0.046753	1.0
LILRA5	0.050581	0.034852	0.373151	1.0	0.052095	0.101566	0.503266	0.13479	0.031742	0.123927	0.628269	0.211162	0.021024	0.054136	0.0	0.023194	0.025274	0.206593	0.043737	0.084097
LILRB1	0.221096	0.213792	0.760487	1.0	0.102019	0.152808	0.270558	0.067331	0.067363	0.161244	0.828514	0.588184	0.009267	0.781526	0.0	0.010006	0.05467	0.370068	0.148114	0.178665
LIMA1	0.109	0.136093	0.046897	0.015484	0.072427	0.159451	0.013013	0.350356	0.199677	0.210526	0.346391	0.798968	1.0	0.029345	0.0	0.183149	0.166373	0.167141	0.182418	0.001685
LIMK2	0.214607	0.141971	0.152675	0.062986	0.049024	0.162648	1.0	0.125387	0.106364	0.084184	0.198954	0.0	0.13287	0.132543	0.216809	0.165678	0.131483	0.029314	0.010972	0.110772
LIPF	0.131058	0.093523	0.115789	0.173306	0.006553	0.239563	0.311451	0.099561	0.126582	0.123806	0.278215	0.233995	0.036458	0.376276	0.038213	0.111758	0.016139	0.186995	0.090391	1.0
LRP5L	0.017318	0.011141	0.036079	0.099091	0.032568	0.050941	0.04352	0.041532	0.031028	0.107272	0.050625	0.065234	0.01564	1.0	0.025348	0.024913	0.066844	0.073679	0.0	0.044495
LRRC8D	0.3561	0.340945	0.579017	0.570463	0.279689	0.228032	0.20445	0.370277	0.370056	0.536824	0.158307	0.186883	0.108518	0.0	0.126443	0.428864	1.0	0.196674	0.325316	0.108539
LSM4	0.305998	0.405732	0.219594	0.938723	0.401314	0.305563	0.0	0.496124	0.581702	0.526833	0.919665	1.0	0.086223	0.631964	0.106166	0.28796	0.283786	0.752552	0.064575	0.63313
MAG	0.115963	0.132111	0.097602	0.260458	0.073251	0.156759	0.164551	0.122113	0.064288	0.17839	0.050458	0.043126	0.099986	0.183092	0.129951	0.002049	0.058296	0.08765	0.0	1.0
MAL	0.047605	0.030958	0.02898	0.012808	0.011184	0.03674	0.069714	1.0	0.552034	0.0	0.009615	0.03808	0.128942	0.022878	0.010924	0.372117	0.053463	0.025732	0.129681	0.011018
MAOA	0.0	0.005083	0.015303	0.000512	0.00319	0.008483	0.016893	0.012117	0.00564	0.076673	0.128831	1.0	0.143121	0.04987	0.014412	0.01077	0.019008	0.061282	0.000183	0.047071
MAPK7	0.16513	0.152744	0.522255	1.0	0.175651	0.188923	0.161375	0.243213	0.251523	0.142913	0.452836	0.413297	0.17405	0.351921	0.0	0.155748	0.050736	0.236735	0.108818	0.090308
MAT2B	0.611626	0.531102	0.083418	0.06863	0.123658	0.140471	0.088286	0.103803	0.184832	0.010526	0.066076	0.109677	0.134632	0.115751	1.0	0.104707	0.052202	0.095849	0.363354	0.0
MEST	0.036045	0.03034	0.035694	0.01691	0.011756	0.020618	0.039531	0.025744	0.038051	0.030009	0.000498	0.0	0.014956	0.002197	0.031238	0.019999	1.0	0.015386	0.065902	0.047672
MME	0.009583	0.008993	0.013113	0.007895	0.001487	0.005737	0.267632	0.008245	0.004991	0.016194	0.008893	0.008172	0.013925	0.004142	0.024291	0.0	0.0309	0.006424	0.013989	0.02752
MMP25	0.047291	0.032922	0.151407	0.069751	0.04197	0.088699	0.584104	0.077225	0.08247	0.046246	0.131297	0.098459	0.051723	1.0	0.183997	0.102562	0.053766	0.147657	0.121063	0.051794
MMP8	0.272438	0.199782	0.214997	0.085848	0.062979	0.256233	0.90689	0.17581	0.118437	1.0	0.011836	0.0	0.454787	0.081033	0.448428	0.187518	0.281402	0.133536	0.766578	0.412075
MMP9	0.001964	0.00208	0.01483	0.001204	0.004207	0.006995	0.122089	0.004401	0.00257	0.280209	1.0	0.626636	0.007537	0.0	0.003915	0.008278	0.00685	0.052135	0.017384	0.006728
MOCS3	0.520952	0.35293	0.598631	0.062293	0.185661	0.416699	0.645866	0.717951	0.37815	0.899077	0.381905	0.467452	1.0	0.148466	0.0	0.864599	0.33348	0.145444	0.951882	0.36392
MPO	0.001532	0.0	0.034568	0.02497	0.003239	0.018432	0.032215	0.011779	0.003919	0.0372	0.037634	0.034201	0.016983	0.068825	0.020468	0.002163	1.0	0.009333	0.011815	0.009199
MPPED2	0.173887	0.096122	0.080851	0.124123	0.162155	0.314426	0.22652	0.186463	0.116644	0.198111	0.0	0.002474	0.241917	0.064235	0.228814	0.103938	0.466363	0.174894	0.099908	0.425352
MRPL3	0.244198	0.34601	0.119466	0.222509	0.120062	0.116225	0.0	0.185008	0.188991	0.064518	0.076633	0.140032	0.307785	0.02072	0.03314	1.0	0.898621	0.145276	0.467694	0.039435
MRPL4	0.458296	0.520168	0.348862	0.375877	0.33019	0.288021	0.07417	0.523065	0.60944	0.415341	0.398714	0.418177	0.97885	0.115745	0.0	0.944054	0.477581	0.272425	1.0	0.24648
MS4A1	1.0	0.938528	0.007429	0.002615	0.003087	0.007412	0.012617	0.008799	0.01106	0.003812	0.0	0.000791	0.002222	0.008267	0.029705	0.00486	0.004385	0.004519	0.04384	0.001111
MS4A6A	0.016145	0.013618	0.653336	0.411657	0.013854	0.039369	0.110868	0.074508	0.010132	0.147403	0.107622	1.0	0.03521	0.306492	0.038866	0.0	0.107905	0.223303	0.028637	0.046432
MT1X	0.010305	0.058872	0.191123	0.251218	0.112906	0.053338	0.082772	0.161701	0.212635	0.275779	1.0	0.185662	0.278603	0.038901	0.051206	0.314045	0.14015	0.071298	0.053648	0.0
MTMR11	0.022458	0.011427	0.914236	1.0	0.106052	0.062433	0.089368	0.120868	0.038587	0.172941	0.160858	0.095295	0.054013	0.110077	0.0	0.001633	0.03944	0.202998	0.130448	0.069099
MTSS1	0.407591	0.3094	0.154387	0.638331	0.354747	0.397647	0.015593	0.071431	0.057278	0.093155	0.101568	0.221807	0.176042	0.07918	0.021934	0.00733	0.036593	0.288111	0.0	0.070482
MUC1	0.030542	0.058192	0.051276	0.025278	0.061014	0.0	0.100566	0.101396	0.082272	0.071126	0.292966	0.072755	0.112317	0.086722	0.049254	0.096222	0.180114	0.146025	0.096304	1.0
MYLIP	0.145681	0.126418	0.09366	0.418232	0.290735	0.145862	0.35501	0.174438	0.145407	0.019155	0.10567	0.115343	0.012833	1.0	0.132865	0.073341	0.137639	0.245483	0.004592	0.0
NAGA	0.120594	0.155073	0.7301	1.0	0.064396	0.045274	0.043633	0.105659	0.046446	0.327531	0.233911	0.538772	0.60247	0.006886	0.0	0.158936	0.235708	0.310579	0.213628	0.17281
NBN	0.238249	0.42348	0.324668	0.249516	0.781657	0.410836	0.781497	0.200757	0.291431	0.261472	0.436393	0.227186	0.182889	0.162465	0.828307	0.353721	0.475183	0.283503	0.122059	0.0
NBR1	0.224707	0.25516	0.237924	0.008645	0.290896	0.185779	0.282824	0.212203	0.271561	0.081041	0.0	0.069964	0.371565	0.032065	0.596648	0.369705	0.083062	0.038858	0.6017	0.043371
NME1	0.230797	0.32669	0.074743	0.143175	0.024889	0.02647	0.008401	0.120872	0.13915	0.162728	0.08979	0.113522	0.524675	0.003655	0.0	0.696107	1.0	0.103265	0.787481	0.414091
NOTCH4	0.287264	0.197131	0.206039	1.0	0.35767	0.160135	0.129709	0.145568	0.087835	0.096824	0.137352	0.0	0.228542	0.076558	0.168964	0.022781	0.126578	0.055256	0.169261	0.191527
NOV	0.049525	0.0	0.044699	0.089088	0.064953	0.021425	1.0	0.049916	0.010597	0.192895	0.107248	0.143471	0.057149	0.185927	0.308619	0.012672	0.092394	0.053773	0.032644	0.09002
NPEPPS	0.18586	0.219065	0.238187	0.187364	1.0	0.144659	0.390523	0.235594	0.238499	0.0	0.136341	0.207827	0.110135	0.466484	0.518965	0.36067	0.24428	0.339899	0.052564	0.009418
NR4A2	0.038462	0.051917	0.034298	0.242586	1.0	0.081412	0.179934	0.091705	0.170209	0.007533	0.039697	0.023348	0.039988	0.18041	0.097876	0.117156	0.145986	0.108403	0.061021	0.0
NRG1	0.140916	0.099931	1.0	0.288117	0.295358	0.123117	0.340372	0.226724	0.167172	0.06776	0.0	0.022908	0.295021	0.098908	0.198417	0.028214	0.054515	0.33902	0.131751	0.104632
NRGN	0.02007	0.006923	1.0	0.67002	0.088456	0.05778	0.325041	0.132154	0.06216	0.077249	0.026583	0.170301	0.253939	0.04563	0.0	0.017203	0.172601	0.048916	0.083276	0.260873
NUDT1	0.188163	0.22074	0.142395	0.390345	0.202961	0.132161	0.029201	0.220845	0.247754	0.56421	0.093139	0.173659	0.147939	0.167563	0.0	0.220947	0.890487	0.377664	0.035368	1.0
NXT1	0.34181	0.24173	0.224478	0.904131	0.546953	0.251495	0.286343	0.588285	0.897963	0.0	0.711064	0.728937	0.152021	0.541643	0.204081	0.881937	1.0	0.863153	0.584087	0.151216
NXT2	0.09095	0.215775	0.18423	0.422397	0.318784	0.190194	0.135486	0.15182	0.156488	0.030191	0.338183	0.290612	1.0	0.125618	0.0	0.26068	0.258356	0.335279	0.034996	0.371821
OLFM1	0.034319	0.047646	0.582851	1.0	0.04285	0.138574	0.159962	0.181414	0.086395	0.271597	0.279726	0.218314	0.130286	0.0	0.148137	0.027198	0.174715	0.305324	0.152784	0.324794
OR2F1	0.340392	0.138902	0.617998	0.286786	0.404179	0.380225	0.62994	0.575389	0.213942	0.755872	0.0	0.015074	1.0	0.025515	0.765502	0.247797	0.374104	0.207496	0.631268	0.51802
OR2J2	0.203161	0.133795	0.238676	0.303205	0.0	0.167244	0.343035	0.274288	0.085832	0.684287	0.02357	0.025918	0.286987	0.200942	0.013297	0.06192	0.062541	0.253521	0.133228	1.0
ORM1	0.043757	0.045222	0.090008	0.079055	0.024496	0.043885	1.0	0.052779	0.04932	0.197141	0.35707	0.042134	0.048751	0.075083	0.025711	0.0	0.037935	0.042632	0.042486	0.239779
OSBPL10	0.794609	0.791157	0.04318	0.0	0.078242	0.062349	0.085486	0.068929	0.060339	0.077176	0.042011	0.100236	0.042527	0.002171	0.099255	0.068867	0.102998	0.044304	0.313904	0.031337
PALLD	0.023804	0.02386	0.064553	0.051164	0.036717	0.077294	0.01636	0.023082	0.018249	0.123922	0.083174	0.480876	0.076097	1.0	0.0	0.012072	0.019415	0.179828	0.006209	0.069597
PANX1	0.038012	0.157736	0.34822	0.36378	0.753234	0.358962	0.020021	0.309057	0.288275	0.344752	0.935312	0.208508	0.462847	0.01143	0.096274	0.539815	0.181506	0.40351	0.143844	0.0
PAX5	0.775009	0.611541	0.054149	0.023624	0.04651	0.043194	0.056585	0.03592	0.049954	0.048829	0.012056	0.003755	0.054492	0.0	0.099541	0.041089	0.112598	0.029411	0.13016	0.117471
PDGFB	0.077517	0.029631	0.076552	0.03874	0.0	0.054977	0.060643	0.07662	0.062196	0.15022	0.145291	0.211128	0.057053	0.057478	0.034048	0.003241	0.062529	0.127662	0.079731	1.0
PDK4	0.07563	0.029856	0.405721	0.785669	0.03404	0.071454	0.182568	0.081801	0.030914	0.114238	0.150876	0.219044	0.033754	0.063336	0.796706	0.0	0.08534	0.156155	0.030131	0.091392
PGLYRP1	0.049461	0.036066	0.109458	0.077492	0.056246	0.070504	1.0	0.075968	0.059929	0.225018	0.049927	0.053613	0.072902	0.135465	0.27565	0.0	0.08756	0.049427	0.08185	0.078402
PHEX	0.118943	0.112009	0.082903	0.056359	0.04578	0.072431	0.196219	0.129108	0.118696	0.061256	0.029649	0.030001	0.056933	0.063634	0.089834	0.113501	0.0	0.073951	0.200835	1.0
PI3	0.031486	0.022025	0.049122	0.010148	0.0124	0.050847	1.0	0.018209	0.013154	0.043292	0.017743	0.004953	0.010254	0.005742	0.012296	0.009341	0.006287	0.009514	0.015261	0.024582
PIK3CG	0.305699	0.275294	0.11221	0.741343	0.760047	0.488591	0.608325	0.217801	0.166325	0.077028	0.382453	0.359362	0.047825	1.0	0.267384	0.25943	0.065073	0.400149	0.011133	0.186625
PLAT	0.011945	0.004832	0.004169	4e-06	0.019445	0.018668	0.025052	0.016743	0.000164	0.005677	0.008181	0.000187	0.744898	0.012589	0.01597	0.011681	0.0	0.031753	0.000457	0.020318
POU2AF1	0.602604	0.43814	0.006536	0.0	0.009736	0.01027	0.010198	0.024156	0.013088	0.012447	0.002883	0.005405	0.002513	0.006121	0.054294	0.008267	0.010891	0.003653	1.0	0.009934
PPA1	0.169897	0.285674	0.292586	0.239505	0.059825	0.055343	0.0	0.244606	0.288863	0.140264	0.665305	0.175599	0.206329	0.019767	0.0439	0.591721	1.0	0.671075	0.598909	0.015024
PRKCDBP	0.044358	0.030195	0.234488	0.044298	0.171765	0.135123	0.133352	0.229995	0.117316	0.68585	1.0	0.672712	0.041724	0.197179	0.300474	0.115395	0.0	0.93254	0.090992	0.42379
PROM1	0.004425	0.006827	0.007394	0.004437	0.009037	0.024332	0.035702	0.017202	0.010289	0.025049	0.0	0.008598	0.015803	0.087446	0.06499	0.015607	1.0	0.011618	0.008035	0.028291
PRR5	0.111951	0.272968	0.091349	0.367865	0.465339	0.427294	0.109511	0.425544	1.0	0.164902	0.260672	0.222178	0.106628	0.064693	0.0	0.411413	0.59622	0.043041	0.427942	0.417979
PSAT1	0.088652	0.225903	0.063981	0.000873	0.005754	0.14206	0.059441	0.17586	0.173207	0.199026	0.0739	0.058623	0.752182	0.0	0.009878	0.798026	0.079554	0.030815	1.0	0.132572
PTPN13	0.088222	0.143239	0.106651	0.489435	0.262798	0.275607	0.273102	0.502617	0.048543	0.531983	0.074563	0.107851	0.054694	0.138971	0.439283	0.155588	0.053934	0.231746	0.0	0.197108
PTPRK	1.0	0.570693	0.052807	0.038058	0.034732	0.108258	0.159645	0.166101	0.341731	0.094128	0.030613	0.0	0.365136	0.088556	0.420788	0.095915	0.039974	0.150125	0.482635	0.118224
PTPRS	0.066018	0.097552	0.096214	0.095338	0.08607	0.065116	0.149666	0.089455	0.066927	0.173212	0.025445	0.031684	0.053755	0.145863	0.0	0.007909	0.105183	0.106866	0.016717	1.0
PTTG2	0.30072	0.224385	0.119888	0.119142	0.020218	0.674127	0.469782	0.494393	0.44956	0.382927	1.0	0.889703	0.257775	0.431469	0.109211	0.241037	0.0	0.306478	0.025659	0.936366
QPRT	0.0	0.014008	0.038458	0.162637	0.048601	0.050357	0.057115	0.048358	0.040795	0.099454	0.127041	1.0	0.311695	0.052822	0.00253	0.052858	0.268952	0.109027	0.34061	0.225117
RAB9A	0.026847	0.034424	0.16148	0.204147	0.147834	0.104872	0.062134	0.031197	0.110767	0.17339	0.360098	0.330608	0.0	0.205181	0.072095	0.177872	0.178264	1.0	0.156387	0.097217
RAMP1	0.054008	0.061268	0.091459	0.051104	0.204981	0.270824	0.13736	0.10576	0.103969	0.124602	0.061576	1.0	0.100493	0.025161	0.065793	0.177106	0.173879	0.763975	0.185194	0.623291
RARRES2	0.038401	0.045609	0.031437	0.058579	0.067246	0.018066	0.104539	0.034888	0.02197	0.052629	0.030907	0.021334	0.0	0.036264	0.044292	0.007179	0.041543	0.053821	0.015943	1.0
RETN	0.022853	0.043427	1.0	0.836444	0.137029	0.134204	0.371254	0.217063	0.132641	0.159666	0.025156	0.0	0.113886	0.13627	0.023151	0.06375	0.225715	0.139668	0.114094	0.241059
RNASE1	0.00415	0.001275	0.006678	0.005028	0.00465	0.002298	0.005995	0.004912	0.001256	0.356669	0.058112	0.191192	0.003849	0.002322	0.004016	0.0	0.008707	0.028072	0.004165	0.024237
RNF122	0.142439	0.011996	0.196217	0.769838	0.067167	0.067165	0.523213	0.05924	0.049195	0.243442	0.012151	0.0	0.029625	0.180954	0.262438	0.033225	0.059425	0.080948	1.0	0.002445
RPL7	0.293181	0.133372	0.030535	0.05593	0.23851	0.0101	0.007386	0.099786	0.107941	0.0	0.017793	0.036896	0.019276	0.071222	0.010659	0.01683	0.080677	0.098202	0.046805	0.005046
RRAS	0.03939	0.022944	0.254885	1.0	0.081027	0.076643	0.024104	0.161218	0.068101	0.311498	0.687873	0.507815	0.064821	0.085247	0.0	0.048957	0.058104	0.229411	0.080716	0.237345
S100A12	0.003431	0.004637	1.0	0.142371	0.027623	0.092602	0.941066	0.053092	0.023949	0.012703	0.029904	0.001829	0.013547	0.012649	0.049662	0.004533	0.072335	0.043721	0.17386	0.0
S100B	0.000615	0.000643	0.000471	0.000802	0.004041	0.010088	0.001269	0.00138	0.005415	0.004603	0.000765	0.001364	0.001354	0.000534	0.000821	0.000343	0.0	0.008269	0.000667	0.002768
S100P	0.000759	0.003198	0.101745	0.075612	0.010383	0.013665	0.717974	0.019555	0.013187	0.016006	0.012655	0.006002	0.028525	0.679863	1.0	0.010206	0.031178	0.001379	0.020457	0.001353
SCRN1	0.483873	1.0	0.278865	0.97548	0.555311	0.192556	0.069518	0.025493	0.071612	0.010453	0.220278	0.304823	0.02252	0.347539	0.274811	0.00811	0.829181	0.52444	0.690317	0.425664
SDC1	0.009142	0.008895	0.004888	0.008943	0.007839	0.000581	0.011172	0.008945	0.003453	0.022127	0.009912	0.015595	0.003338	0.012449	0.000493	0.0	0.006147	0.016035	1.0	0.032176
SEC63	0.159	0.143531	0.032892	0.065028	0.485481	0.036937	0.041748	0.098808	0.099957	0.002034	0.0	0.012585	0.055973	0.068388	0.107044	0.080141	0.100064	0.068356	0.28392	0.062509
SERPINF2	0.098299	0.065178	0.083933	0.060447	0.043054	0.086006	0.074012	0.072476	0.055203	0.105705	0.085407	0.109658	0.092936	0.040216	0.0	0.04992	0.070822	0.172367	0.126181	1.0
SETBP1	0.943929	1.0	0.094446	0.463714	0.879299	0.512519	0.10197	0.11469	0.175162	0.067931	0.040346	0.064982	0.0	0.143369	0.134665	0.386674	0.234007	0.113663	0.455347	0.347283
SF3A3	0.132044	0.128746	0.171927	0.681999	0.417449	0.162518	0.113034	0.426339	0.426458	0.189246	0.287617	0.407525	0.069385	0.653629	0.050584	0.347367	0.516779	0.520177	0.0	0.072151
SFTPD	0.023884	0.012417	0.16226	1.0	0.175834	0.059126	0.111643	0.099877	0.039881	0.11787	0.020379	0.078796	0.071413	0.054817	0.006165	0.0	0.036638	0.229166	0.002815	0.159881
SFXN3	0.0	0.068022	0.401954	0.579585	0.880796	0.303129	0.260234	0.284272	0.336329	1.0	0.191156	0.211549	0.835979	0.209176	0.385535	0.314102	0.259318	0.269973	0.024378	0.220603
SH3BP2	0.738643	0.272898	0.511502	0.740643	0.726611	0.674749	0.896814	0.242835	0.301533	0.145716	0.071928	0.053022	0.009723	0.0	0.547443	0.179085	0.015359	0.172412	0.032064	0.053937
SIDT1	1.0	0.642498	0.041999	0.069891	0.531925	0.214769	0.098993	0.277885	0.309756	0.112704	0.000661	0.0	0.016626	0.152413	0.08452	0.444241	0.17018	0.056492	0.218495	0.176917
SIGLEC6	0.122346	0.379595	0.052544	0.113334	0.102767	0.0978	0.136776	0.094325	0.047555	0.145704	0.01676	0.043094	1.0	0.186435	0.092056	0.045149	0.0	0.056088	0.029712	0.468357
SLC12A3	0.138807	0.211782	0.186341	0.289404	0.09673	0.066002	0.256189	0.149725	0.122978	0.249324	0.00967	0.0	0.159152	0.046145	0.088849	0.03728	0.174182	0.127368	0.219504	1.0
SLC15A3	0.051191	0.039138	0.165531	0.298402	0.02025	0.012694	0.214784	0.023537	0.009628	0.360403	1.0	0.810519	0.012215	0.014401	0.004748	0.0	0.029617	0.241213	0.026875	0.02501
SLC17A5	0.127516	0.138	0.181176	0.195473	0.138333	0.081036	0.276967	0.185819	0.119439	1.0	0.023325	0.098638	0.235827	0.0	0.052295	0.18959	0.215142	0.093408	0.464044	0.064373
SLC1A4	0.102838	0.135064	0.023426	0.119378	0.065036	0.045711	0.00732	0.016351	0.024985	0.147073	0.23731	0.058846	0.083151	0.156219	0.0	0.283922	0.12081	0.084918	1.0	0.190349
SLC38A1	1.0	0.593934	0.016694	0.007617	0.763654	0.253396	0.08955	0.619042	0.864754	0.008145	0.001442	0.0	0.041229	0.099964	0.436581	0.521133	0.282764	0.179165	0.612007	0.107196
SLC4A1AP	0.251891	0.254633	0.200589	0.121086	1.0	0.177213	0.200825	0.223369	0.291006	0.190305	0.207265	0.196366	0.093795	0.288383	0.136256	0.349518	0.196454	0.174977	0.166249	0.0
SLC6A13	0.045543	0.083645	0.122372	0.06876	0.050566	0.195701	0.162131	0.094705	0.104576	0.126253	0.240417	0.190051	0.169122	0.182219	0.101709	0.087962	0.0	0.036349	0.552307	1.0
SLC7A7	0.108133	0.083973	0.717669	1.0	0.029956	0.027339	0.116567	0.039029	0.009934	0.136921	0.880065	0.447261	0.021832	0.011681	0.015883	0.003424	0.057434	0.102831	0.183195	0.0
SLCO2B1	0.0	0.003114	0.02499	0.030031	0.00038	0.011704	0.030651	0.011666	0.003208	1.0	0.379513	0.985683	0.153033	0.012743	0.011209	0.006661	0.041516	0.075249	0.033882	0.050631
SMARCD3	0.067249	0.09381	1.0	0.611189	0.270946	0.147024	0.318902	0.338572	0.263421	0.094623	0.392482	0.369314	0.362394	0.121839	0.0	0.058011	0.296389	0.162014	0.0904	0.245287
SOCS2	0.002404	0.006888	0.003054	0.0	0.03953	0.030463	0.018727	0.037461	0.019867	0.00841	0.02791	0.011173	0.043248	1.0	0.029805	0.077305	0.081118	0.023662	0.017354	0.00052
