Gene	HD30PBMC0	HD30PBMC1	HD30PBMC3	HD30PBMC7	HD31PBMC0	HD31PBMC1	HD31PBMC3	HD31PBMC7
NT5E	0.088958	0.07916	0.085295	0.097738	0.0928	0.111035	0.111307	0.105719
NTN4	0.336844	0.401273	0.511749	0.43643	0.552673	0.580942	0.430696	0.624283
NTNG1	0.327765	0.201332	0.284747	0.187903	0.323285	0.394803	0.220646	0.209692
NUPR1	0.001139	0.017213	8.8e-05	0.001037	0.01545	0.001105	0.000824	0.001139
NXPH4	0.452803	0.611185	0.605555	0.595493	1.0	0.961037	0.74472	0.606486
OLFM1	0.780631	1.0	0.697674	0.725122	0.378781	0.438677	0.244381	0.474454
OLFM4	0.307119	0.327404	0.453713	0.337918	1.0	0.990059	0.73115	0.857136
OSBPL10	0.032047	0.037872	0.03245	0.045135	0.051548	0.048328	0.037905	0.044955
OSR2	0.009867	0.010546	0.005844	0.008935	0.244231	0.009959	0.0	0.0
OTX1	0.004595	0.005329	0.002898	0.069417	0.058275	0.005113	0.0	0.072375
PACSIN1	0.865825	0.749928	0.890854	1.0	0.562767	0.5619	0.610475	0.69312
PANX2	0.15943	0.209432	0.125514	0.146585	0.206953	0.164028	0.173594	0.185589
PAQR5	0.114079	0.128616	0.128479	0.136844	0.133798	0.128968	0.138914	0.138311
PARM1	0.239253	0.256945	0.209644	0.334176	0.248742	0.265572	0.249874	0.261318
PAX5	0.07144	0.07813	0.09546	0.116065	0.090095	0.103711	0.099183	0.083849
PCDH1	0.291031	0.329891	0.311551	0.268154	0.075262	0.073741	0.091189	0.127591
PCDH9	0.109136	0.113765	0.090863	0.120153	0.107053	0.138528	0.11556	0.102233
PCSK1N	0.814985	0.910745	0.671863	0.942079	0.858248	0.718738	0.975547	1.0
PDCD1	0.578817	0.588663	0.463157	0.656068	0.468848	0.463311	0.541897	0.532026
PDGFD	0.238217	0.207761	0.201472	0.198717	0.147039	0.140663	0.144268	0.157598
PHOSPHO1	0.06319	0.089545	0.053922	0.063515	0.06853	0.043009	0.040241	0.043133
PI16	0.234989	0.241596	0.293507	0.275122	0.256973	0.246035	0.285176	0.308865
PID1	0.633385	0.823977	0.501081	0.471339	0.300706	0.31217	0.319232	0.321369
PKIG	0.039062	0.045658	0.044161	0.053281	0.07183	0.062254	0.050573	0.058745
PLD4	0.269612	0.26265	0.233868	0.338306	0.188716	0.176898	0.189538	0.214478
PLEKHG1	0.048328	0.052964	0.047581	0.053739	0.068462	0.076357	0.057076	0.060605
PLEKHG5	0.758089	0.679034	0.714089	0.775361	0.86536	0.849382	1.0	0.99974
PLEKHG7	0.643592	0.567118	0.636591	0.663317	0.590179	0.606442	0.455935	0.623428
PLEKHH2	0.783803	0.777662	0.820763	0.792852	0.836444	0.943452	0.992598	1.0
PLIN4	0.097033	0.102386	0.112984	0.118065	0.134264	0.101328	0.115024	0.09422
PLIN5	0.1619	0.164298	0.153788	0.149317	0.180311	0.147942	0.159198	0.157544
PLXDC1	0.575191	0.570764	0.606463	0.71984	0.626693	0.651717	0.721041	0.75123
PNOC	0.155679	0.14508	0.139757	0.181085	0.164695	0.143427	0.14458	0.159033
PNPLA3	0.819218	0.683455	0.798155	0.810327	0.931032	1.0	0.946578	0.797121
POU2AF1	0.228026	0.248208	0.25475	0.392701	0.396482	0.410619	0.296921	0.368221
PPARG	0.075443	0.081393	0.068231	0.086606	0.0874	0.080179	0.089351	0.07982
PPP1R14A	0.493675	0.408598	0.63561	0.435869	1.0	0.977352	0.745679	0.973244
PRF1	0.661604	0.704884	0.475872	0.445046	0.10197	0.071278	0.09609	0.138268
PRLR	0.666327	0.920139	0.815789	0.869684	0.850384	0.75161	0.859282	1.0
PRSS23	0.349072	0.312609	0.269165	0.264847	0.130255	0.115672	0.124008	0.137532
PRSS30P	0.1681	0.199627	0.167533	0.147381	0.127312	0.107357	0.124414	0.145979
PRSS35	0.643708	0.472437	0.485	0.867649	0.902536	0.459603	0.898465	1.0
PRSS57	0.470314	0.603873	0.649221	0.564237	0.584982	0.573982	0.684291	0.816399
PTGDR	0.41736	0.459302	0.389693	0.400618	0.153392	0.151064	0.178251	0.199037
PTPN13	0.335413	0.330248	0.351956	0.293939	0.315019	0.350373	0.318734	0.340942
PTPRG	0.578884	0.661519	0.534303	0.65367	0.535138	0.468958	0.497917	0.486632
PTPRK	0.078327	0.049748	0.060496	0.068625	0.063519	0.077715	0.061693	0.067214
RAPGEF5	0.05542	0.064178	0.03275	0.105324	0.062809	0.038935	0.077193	0.071987
RARRES1	0.000713	0.068615	0.073742	0.000605	0.054458	0.052435	0.002786	0.049939
RCAN2	0.414827	0.26043	0.260677	0.263503	0.41182	0.423831	0.522914	0.355262
RDM1	0.811085	0.828828	0.816841	0.771021	0.677816	0.711976	0.913993	1.0
RETN	0.757387	0.747603	0.51045	0.665116	0.830016	0.728264	1.0	0.917536
RFPL2	0.943018	0.964283	0.930057	1.0	0.614263	0.67779	0.781403	0.558528
RGS20	0.00069	0.022747	0.031075	0.032965	0.041068	0.035299	0.030015	0.00069
RNASE2	0.565071	0.62715	0.44174	0.397702	0.852085	0.857183	1.0	0.868487
RNF128	0.0	0.03422	0.026826	0.0	0.001251	0.0	0.0	0.0
RNF157	0.44907	0.433268	0.532623	0.562927	0.510737	0.573429	0.549618	0.547188
RNF165	0.735917	0.757913	0.77497	0.68279	0.42498	0.390131	0.445906	0.513398
RNF175	0.659773	0.629711	0.631143	0.618852	0.791464	0.82376	1.0	0.793891
RORC	0.283614	0.295219	0.27848	0.30151	0.341307	0.289217	0.337995	0.35078
S100P	0.010372	0.013001	0.01451	0.014655	0.015351	0.015031	0.010075	0.014374
S1PR5	0.196565	0.215379	0.156399	0.167907	0.07771	0.054867	0.073907	0.093071
SCGB3A1	0.313152	0.255115	0.255765	0.193214	0.417798	0.277394	0.004378	0.447069
SCIN	0.122493	0.127545	0.118949	0.116218	0.087304	0.10758	0.068751	0.098426
SCN3A	0.037089	0.031079	0.036383	0.040386	0.054157	0.071308	0.039927	0.046967
SDS	0.018537	0.022821	0.017754	0.018114	0.022917	0.022935	0.02445	0.021203
SEMA3D	0.02102	0.201088	0.278767	0.264702	0.226749	0.200036	0.257807	0.185332
SERPINB2	0.045467	0.035126	0.041759	0.036978	0.054003	0.047863	0.050147	0.055245
SEZ6L	0.976705	1.0	0.872667	0.860052	0.578508	0.78283	0.48462	0.64019
SGCD	0.493515	0.839501	0.719709	0.514711	0.20057	0.321061	0.305995	0.249921
SH2D1A	0.281739	0.186779	0.264787	0.262866	0.241455	0.252229	0.260166	0.253401
SH2D1B	0.229409	0.193653	0.182051	0.173195	0.067041	0.056319	0.063702	0.079499
SIGLEC12	0.843479	1.0	0.90578	0.503453	0.581345	0.478111	0.537683	0.570498
SIGLEC6	0.397788	0.468786	0.432619	0.554995	0.465353	0.4572	0.387382	0.463007
SIRPG	0.661857	0.675886	0.822529	0.882938	0.793039	0.931131	1.0	0.991286
SLC26A8	0.246693	0.295954	0.226645	0.213036	0.35818	0.303657	0.320106	0.256183
SLC28A3	0.026027	0.025104	0.019558	0.031582	0.037987	0.035041	0.041215	0.029521
SLC30A3	0.165163	0.00046	0.125322	0.173921	0.135815	0.228057	0.004314	0.1468
SLC35G2	0.312478	0.626645	0.623225	0.307812	0.321668	0.467868	0.557228	1.0
SLC38A11	0.094045	0.076629	0.074495	0.102343	0.107766	0.109369	0.095058	0.092711
SLC4A10	0.431471	0.396283	0.401075	0.434727	0.576651	0.538408	0.543902	0.587471
SOX5	0.075761	0.199388	0.067706	0.287321	0.461781	0.307047	0.446381	0.372247
SPARC	0.009975	0.010458	0.011659	0.009421	0.01456	0.016865	0.012442	0.008176
SPIB	0.095301	0.098388	0.099368	0.12994	0.134904	0.133945	0.104062	0.124364
SPOCD1	0.049682	0.048005	0.038273	0.040634	0.056221	0.055472	0.053656	0.043921
ST18	0.064532	0.060084	0.043765	0.044244	0.048362	0.034107	0.034886	0.047256
ST6GALNAC1	0.326792	0.342427	0.379046	0.328916	0.268765	0.287457	0.313529	0.328334
ST8SIA1	0.392434	0.390815	0.395063	0.415051	0.451943	0.454436	0.428348	0.457718
STAB1	0.721836	1.0	0.572218	0.618784	0.883922	0.813587	0.943703	0.862989
STEAP1B	0.031093	0.0437	0.0	0.062269	0.094253	0.118536	0.001904	0.122221
STYK1	0.622915	0.479818	0.741443	0.544255	0.579997	0.507125	0.47275	0.720638
SYBU	0.394357	0.400431	0.508236	0.480712	0.478072	0.428461	0.392103	0.333297
SYN3	0.000314	0.020658	0.042574	0.027228	0.017456	0.021319	0.026532	0.028966
SYNPO	0.585754	0.647934	0.636681	0.806022	0.912617	0.97476	0.797906	1.0
SYT17	0.270024	0.295936	0.220411	0.259124	0.261306	0.238969	0.263292	0.227141
TCEA3	0.366186	0.341718	0.457492	0.389517	0.538538	0.516777	0.633535	0.62317
TCL1A	0.034679	0.034761	0.035887	0.051728	0.036554	0.034729	0.028488	0.028995
TCL1B	0.266639	0.274662	0.129974	0.327113	0.162288	0.218959	0.248704	0.225817
TCL6	0.142213	0.124109	0.138314	0.145271	0.169046	0.148048	0.134479	0.122234
TEAD2	0.826953	0.829673	0.826374	1.0	0.961045	0.848049	0.91299	0.924607
TEK	0.093524	0.108573	0.177768	0.127626	0.112207	0.115316	0.207187	0.00068
TGFBI	0.894237	0.839474	0.704824	0.615535	0.591017	0.648952	0.827375	0.618251
TGM2	0.089404	0.093624	0.086601	0.087214	0.084043	0.084223	0.085274	0.077053
TGM3	0.036991	0.004243	0.000259	0.036435	0.050297	0.037847	0.003048	0.038145
THBS1	0.031982	0.016759	0.01729	0.017188	0.010848	0.009849	0.009894	0.010404
THEMIS	0.111232	0.100044	0.122218	0.131949	0.139894	0.167042	0.150979	0.142655
THRB	0.15573	0.100223	0.285901	0.184735	0.173351	0.204691	0.142021	0.172382
TIGIT	0.263238	0.20515	0.260911	0.269685	0.270586	0.250479	0.279966	0.303036
TIMP3	0.008099	0.005662	0.005731	0.00715	0.006625	0.010609	0.007401	0.010846
TM4SF19	0.001264	0.001513	0.001447	0.001338	0.001038	0.001065	0.000911	0.001114
TMEM171	0.580207	0.785779	0.5702	0.693997	0.635246	0.812077	0.983896	1.0
TNC	0.170595	0.177185	0.236458	0.192244	0.201607	0.14474	0.181086	0.206339
TNF	0.006221	0.007831	0.005872	0.007115	0.012125	0.010945	0.008563	0.009556
TNFRSF13B	0.08594	0.108674	0.078003	0.13793	0.150065	0.143141	0.115278	0.143033
TNFRSF21	0.115673	0.116314	0.122896	0.141893	0.076283	0.088674	0.074789	0.094922
TNFRSF25	0.673874	0.622221	0.82553	1.0	0.762358	0.649736	0.85466	0.984362
TNFRSF4	0.33731	0.469019	0.321882	0.353328	0.325855	0.294249	0.37091	0.375879
TNIP3	0.684791	0.607503	0.795165	0.752469	0.870437	0.831848	0.856989	0.803465
TPRG1	0.036635	0.040116	0.031076	0.038794	0.039983	0.040221	0.036913	0.041416
TRIM54	0.211663	0.082484	0.083982	0.102645	0.120583	0.133006	0.16272	0.095377
TSHZ2	0.20323	0.179292	0.21316	0.220675	0.161611	0.161932	0.1892	0.175212
TSPAN13	0.067513	0.064279	0.077891	0.092039	0.072026	0.086179	0.059686	0.06835
TSPAN18	0.847751	0.741075	0.968075	1.0	0.846411	0.823463	0.898964	0.941728
TTC16	0.74407	0.796068	0.681898	0.786764	0.59382	0.52712	0.53985	0.643381
TUSC3	0.76682	0.648785	0.715257	0.739169	0.637126	0.689564	0.661233	0.610274
USP2	0.020669	0.0	0.026604	0.023185	0.029901	0.021479	0.022123	0.020251
UTS2B	0.932897	0.927371	0.996959	0.963386	1.0	0.953268	0.861018	0.946983
VCAM1	0.560416	0.314252	0.241002	0.387083	0.272314	0.0	0.002656	0.004074
VCAN	0.289316	0.270131	0.188078	0.163173	0.336893	0.32871	0.422643	0.325199
VENTX	0.948251	1.0	0.763992	0.727565	0.718848	0.648856	0.674846	0.723441
VNN3	0.021155	0.018176	0.015359	0.016383	0.025214	0.020443	0.019349	0.019451
VPREB3	0.072867	0.095253	0.098436	0.115322	0.136634	0.109559	0.083349	0.10557
WDR86	0.412293	0.465764	0.425244	0.442884	0.434499	0.400209	0.426395	0.506688
WNT16	0.234908	0.231788	0.329767	0.250003	0.494803	0.538069	0.376768	0.442057
WNT7A	0.959846	0.839444	0.949721	0.953162	0.988357	1.0	0.909183	0.969713
WSCD2	0.221465	0.286581	0.50422	0.395661	0.341056	0.39157	0.281358	0.460415
XCL1	0.554978	0.69226	0.533192	0.729077	0.648098	0.545662	0.642705	0.580849
XCL2	0.226865	0.217037	0.206726	0.187676	0.130285	0.115739	0.121203	0.154076
ZBTB32	0.282971	0.289441	0.263244	0.358491	0.395573	0.4105	0.389943	0.43149
ZNF462	0.491713	0.578833	0.698187	0.886244	0.810185	0.692369	0.365736	0.531252
ZNF503	0.855734	1.0	0.90138	0.651871	0.798584	0.677599	0.665068	0.716521
ZNF662	0.875981	0.780051	0.90135	1.0	0.820805	0.849284	0.925392	0.843809
ZNF683	0.94145	1.0	0.868487	0.898493	0.518493	0.426496	0.556538	0.619559
ZNF860	0.149227	0.130554	0.142004	0.182259	0.185092	0.167966	0.1856	0.138286
