Gene	HD30PBMC0	HD30PBMC1	HD30PBMC3	HD30PBMC7	HD31PBMC0	HD31PBMC1	HD31PBMC3	HD31PBMC7
PFKFB2	0.027694	0.026668	0.02376	0.026971	0.021807	0.021203	0.0207	0.019789
PFN2	0.075051	0.045589	0.065071	0.070709	0.090107	0.092794	0.085286	0.102343
PGAP1	0.067386	0.059657	0.074004	0.062277	0.067628	0.072267	0.079221	0.069077
PHLDA2	0.061229	0.067398	0.036737	0.057117	0.071282	0.05666	0.050377	0.059173
PI3	0.001302	0.009049	0.001302	0.007994	0.018493	0.008242	0.002523	0.0
PIK3IP1	0.729997	0.504685	0.762574	0.825065	0.551156	0.634215	0.698789	0.727357
PKHD1L1	0.112869	0.114442	0.118742	0.120613	0.136463	0.133143	0.119968	0.111725
PKIB	0.105697	0.105679	0.090893	0.100288	0.115491	0.102631	0.129156	0.104766
PKIG	0.076937	0.091804	0.088497	0.109459	0.1553	0.130769	0.102893	0.12234
PKP2	0.310345	0.328494	0.267695	0.269719	0.266112	0.244102	0.238154	0.252632
PLA2G7	0.379382	0.462798	0.264283	0.247322	0.312041	0.330887	0.334061	0.338425
PLCB1	0.101333	0.102553	0.097358	0.091495	0.117074	0.106331	0.095824	0.10983
PLS3	0.074942	0.092105	0.068966	0.062149	0.07396	0.073222	0.063607	0.070563
PNOC	0.02559	0.023598	0.022651	0.030561	0.02731	0.023284	0.023527	0.026314
PON2	0.038198	0.033211	0.036236	0.042262	0.029571	0.033542	0.030744	0.02946
POU2AF1	0.03383	0.037408	0.038554	0.065426	0.066182	0.06928	0.046282	0.060324
PPBP	0.233748	0.203315	0.38603	0.226526	0.270547	0.358315	0.122028	0.088761
PPM1J	0.00682	0.010835	0.008745	0.014057	0.0	0.001765	0.000481	0.002947
PROK2	0.010057	0.010187	0.008989	0.009062	0.022964	0.015962	0.013994	0.014599
PRSS23	0.19072	0.165233	0.136151	0.133639	0.058381	0.051411	0.055441	0.061976
PTGDS	0.152617	0.135503	0.119136	0.141957	0.003454	0.0	0.008319	0.014927
PTGS1	0.064335	0.060465	0.051396	0.047329	0.044166	0.046619	0.041923	0.037388
PTGS2	0.007966	0.009162	0.007486	0.008049	0.066401	0.043844	0.008043	0.00756
PVRIG	0.308384	0.322473	0.304142	0.342377	0.21233	0.187519	0.28089	0.307429
PYHIN1	0.767803	0.594068	0.730535	0.676532	0.34516	0.357987	0.357254	0.455807
RAB30	0.085095	0.075213	0.106712	0.106493	0.124348	0.131485	0.113094	0.102114
RARRES3	0.406158	0.437096	0.525223	0.472228	0.449676	0.424036	0.399702	0.385676
RASD1	0.002616	0.002268	0.003037	0.002305	0.0	0.001246	5.7e-05	0.000654
RASGRP1	0.131913	0.097129	0.160055	0.139965	0.133259	0.159869	0.143665	0.1381
RASGRP3	0.262044	0.212815	0.201823	0.231445	0.269791	0.276367	0.226758	0.226888
RASSF4	0.730856	0.74501	0.58769	0.555374	0.566866	0.538217	0.621313	0.548247
RBMS3	0.099044	0.131308	0.1172	0.110541	0.064026	0.092784	0.068367	0.009767
RBP7	0.337655	0.377721	0.316486	0.300155	0.367958	0.282638	0.478286	0.324301
RGS7	0.060865	0.051048	0.059578	0.076719	0.049277	0.046031	0.079374	0.065565
RHOH	0.156355	0.118388	0.198996	0.222991	0.25383	0.277715	0.222161	0.267348
RIN2	0.065464	0.074103	0.062517	0.047802	0.068232	0.067441	0.075721	0.070606
RNASE2	0.393385	0.444872	0.290877	0.255781	0.626723	0.631177	0.744216	0.639019
RNF165	0.158144	0.161645	0.164441	0.149842	0.111014	0.105423	0.114121	0.124371
ROBO1	0.055297	0.052952	0.057714	0.058667	0.050667	0.056571	0.053612	0.04378
RORA	0.075268	0.048649	0.076423	0.063987	0.072597	0.085278	0.070571	0.069993
RPL36	0.83011	0.782072	0.866552	0.866552	1.0	0.922723	0.902985	0.880321
RRAS2	0.112523	0.104003	0.111654	0.1061	0.130872	0.109876	0.118698	0.105561
RTN1	0.073873	0.096896	0.061055	0.054744	0.049229	0.057904	0.055987	0.058737
S100A12	0.317726	0.352619	0.317726	0.271063	0.410243	0.373276	0.405112	0.343033
S100A8	0.61008	0.643948	0.542477	0.438067	0.704273	0.670684	0.698637	0.670684
S100A9	0.820081	0.870833	0.780839	0.769493	0.903078	0.870833	0.903078	0.903078
S100B	0.414577	0.361274	0.340714	0.376073	0.08197	0.087664	0.076548	0.089923
S100P	0.005477	0.007359	0.008501	0.008628	0.009158	0.008925	0.005273	0.008405
S1PR1	0.711641	0.549227	0.788403	0.730647	0.779399	0.775937	1.0	0.958441
S1PR5	0.198422	0.221445	0.151042	0.164743	0.058333	0.035038	0.054324	0.075379
SCML1	0.080575	0.05991	0.115459	0.105031	0.099912	0.113184	0.114906	0.112197
SCML4	0.246998	0.205084	0.286518	0.314206	0.255101	0.321744	0.323749	0.313963
SCN3A	0.11798	0.107883	0.116692	0.123648	0.14374	0.167233	0.122617	0.133436
SCN9A	0.089468	0.082458	0.075305	0.085976	0.089024	0.083814	0.080716	0.087639
SERPINF1	0.020496	0.017845	0.018469	0.025363	0.008184	0.007566	0.008995	0.010666
SH2D1A	0.084674	0.042904	0.076838	0.076051	0.066193	0.070968	0.074651	0.071466
SIRPG	0.407702	0.420388	0.542092	0.590762	0.519068	0.630139	0.687813	0.679406
SIRT2	0.499591	0.494621	0.455757	0.450157	0.351573	0.386011	0.371689	0.439363
SKAP1	0.54201	0.42565	0.601137	0.589387	0.511267	0.519997	0.519362	0.587813
SKI	0.246865	0.230693	0.280767	0.244447	0.223535	0.229732	0.268916	0.272827
SLAMF1	0.525664	0.456648	0.564222	0.726749	0.835618	0.899173	0.850221	0.876869
SLAMF6	0.648214	0.45279	0.619125	0.65585	0.546235	0.560462	0.567796	0.588312
SLAMF8	0.046707	0.071134	0.046113	0.046789	0.048841	0.052199	0.045597	0.047609
SLC22A4	0.031485	0.034523	0.028123	0.026636	0.034653	0.030951	0.031609	0.030638
SLC41A2	0.066324	0.055791	0.058462	0.064378	0.056707	0.060943	0.056554	0.052165
SLC46A2	0.246967	0.376537	0.201109	0.142449	0.17853	0.165423	0.176929	0.185934
SLC7A7	0.349111	0.374984	0.305245	0.257828	0.314511	0.34045	0.320977	0.297736
SLFN13	0.506554	0.401407	0.432691	0.4468	0.367001	0.377409	0.380108	0.395682
SLFN5	0.917342	0.692747	1.0	0.878197	0.611338	0.692148	0.721111	0.679331
SMPD3	0.06081	0.063278	0.060249	0.071693	0.049454	0.050544	0.048112	0.05501
SMPDL3A	0.138149	0.144464	0.126779	0.123731	0.162809	0.15774	0.176568	0.157172
SNX8	0.153988	0.213976	0.152571	0.151111	0.140489	0.128539	0.1458	0.161069
SPATS2L	0.001437	0.001746	0.001635	0.000743	0.002031	0.002348	0.000941	0.000941
SPIB	0.047285	0.049329	0.049949	0.072971	0.077058	0.076299	0.053269	0.068544
SPOCK2	0.507762	0.427759	0.59555	0.658679	0.589381	0.568161	0.632548	0.711321
SPON2	0.727668	0.735223	0.58705	0.582131	0.15135	0.108482	0.177259	0.229547
SRPX	0.01666	0.016982	0.018272	0.016015	0.006986	0.011178	0.009888	0.011128
SSPN	0.133576	0.108682	0.11949	0.149362	0.177778	0.157642	0.148775	0.182149
ST7	0.089391	0.095654	0.102686	0.084836	0.082674	0.076204	0.082087	0.081609
ST8SIA1	0.245559	0.245077	0.246509	0.253918	0.26698	0.267851	0.258225	0.269244
STAB1	0.728316	1.0	0.572548	0.621505	0.893927	0.824853	0.95208	0.872497
STAP1	0.046135	0.038591	0.050903	0.063686	0.056525	0.066133	0.047985	0.042133
STAT4	0.363719	0.269483	0.3627	0.316234	0.291143	0.299943	0.31166	0.319628
STEAP4	0.08198	0.092906	0.075437	0.061795	0.1328	0.112781	0.150736	0.094085
STMN3	0.519885	0.469077	0.680264	0.735524	0.544737	0.484168	0.595459	0.669241
SWAP70	0.051706	0.045408	0.044242	0.045224	0.06392	0.060671	0.049269	0.048718
SYTL2	1.0	0.6481	0.812464	0.655632	0.772231	0.680491	0.764081	0.907368
TACSTD2	0.003108	0.004525	0.005362	0.004464	0.014351	0.014875	0.017354	0.016073
TBC1D12	0.085044	0.084531	0.076269	0.075345	0.055562	0.061214	0.057681	0.058529
TBC1D4	0.421467	0.24861	0.550457	0.516977	0.40347	0.515832	0.487847	0.45495
TBX21	0.463075	0.464774	0.397609	0.374353	0.147882	0.099518	0.156193	0.175422
TCF4	0.001149	0.001855	0.001676	0.002364	0.000771	0.001077	4e-06	0.000223
TCL1A	0.017715	0.017799	0.018646	0.030975	0.019139	0.017764	0.013473	0.013814
TGFBR3	0.025338	0.021115	0.020431	0.019092	0.013383	0.009873	0.010193	0.014453
THEMIS	0.15356	0.138641	0.168367	0.182637	0.194411	0.236956	0.210806	0.198603
THRB	0.035811	0.022327	0.060308	0.041916	0.039778	0.045937	0.032592	0.039457
TIGIT	0.735797	0.54483	0.728434	0.757885	0.76115	0.691655	0.796538	0.881481
TJP2	0.101158	0.126102	0.086293	0.085618	0.100425	0.09556	0.09305	0.09417
TKT	0.776705	0.8185	0.724338	0.672448	0.669449	0.65435	0.685391	0.681745
TKTL1	0.020279	0.020978	0.022503	0.023088	0.019759	0.020307	0.018722	0.021039
TLE1	0.026535	0.025559	0.021299	0.024888	0.017817	0.016283	0.017057	0.020442
TLR10	0.04502	0.043787	0.042077	0.050673	0.082537	0.074762	0.0616	0.05756
TLR3	0.142135	0.161724	0.146432	0.141219	0.13253	0.120019	0.116775	0.130677
TLR4	0.175154	0.164802	0.151497	0.112603	0.200684	0.218907	0.174401	0.142228
TLR7	0.042173	0.050444	0.046587	0.043031	0.050414	0.055351	0.047095	0.040744
TMEM14A	0.013119	0.012162	0.015316	0.014499	0.012495	0.017171	0.012317	0.014314
TMEM170B	0.217032	0.165253	0.161371	0.141075	0.229912	0.263722	0.154183	0.15628
TMEM176B	0.010312	0.012338	0.007838	0.006825	0.107557	0.111644	0.114682	0.117662
TNFAIP6	0.00531	0.00649	0.004861	0.004812	0.013683	0.009868	0.009862	0.010641
TNFRSF10C	0.031366	0.04581	0.028826	0.029683	0.150524	0.051109	0.038193	0.043106
TNFRSF17	0.036007	0.037307	0.040463	0.069565	0.052641	0.058065	0.049582	0.053857
TNFRSF21	0.004211	0.004249	0.004718	0.005987	0.00165	0.002474	0.001561	0.002869
TOB1	0.071088	0.056246	0.072659	0.087802	0.072074	0.075505	0.056966	0.075209
TOX2	0.080844	0.076049	0.076705	0.083401	0.064529	0.063718	0.066964	0.077816
TPM2	0.127899	0.113083	0.136906	0.183048	0.220699	0.221727	0.238629	0.244162
TRAT1	0.182405	0.115789	0.204788	0.180584	0.245836	0.259659	0.239055	0.21406
TREM1	0.03028	0.027448	0.022719	0.020834	0.08974	0.065037	0.028417	0.036069
TRIB2	0.367435	0.264596	0.410181	0.418003	0.341276	0.362326	0.407156	0.394454
TSPAN13	0.004495	0.0043	0.005136	0.006039	0.004776	0.005648	0.004017	0.004547
TSPAN33	0.020679	0.029846	0.012934	0.021661	0.001996	0.008851	0.0	0.000799
TST	0.049549	0.071993	0.051827	0.042547	0.041771	0.049837	0.04542	0.062704
TTC39A	0.02515	0.018114	0.01988	0.02515	0.010479	0.007322	0.014521	0.013024
TXK	0.948617	0.663626	1.0	0.949857	0.50447	0.647755	0.710497	0.574112
UBASH3A	0.680689	0.619596	0.857817	1.0	0.602685	0.730155	0.769475	0.856992
UGCG	0.002739	0.001626	0.004434	0.007752	0.004434	0.007286	0.000296	0.000899
VASH2	0.063356	0.060389	0.065638	0.065182	0.055596	0.05823	0.056053	0.056053
VCAN	0.536965	0.520963	0.434612	0.397277	0.575227	0.567162	0.634268	0.563068
VEGFA	0.077309	0.079861	0.063613	0.063498	0.066402	0.063945	0.069029	0.071699
VNN2	0.102207	0.088515	0.081901	0.065374	0.170395	0.141798	0.149065	0.133574
VNN3	0.014379	0.011741	0.009462	0.010286	0.018139	0.013741	0.012765	0.012837
VPREB3	0.011494	0.016381	0.017122	0.021015	0.026324	0.019686	0.013703	0.018767
VPS37B	0.2906	0.281264	0.276529	0.286431	0.215738	0.214514	0.226513	0.231664
VSTM1	0.292718	0.316484	0.24113	0.300833	0.443328	0.405651	0.424992	0.451103
XCL1	0.005614	0.007411	0.005313	0.007898	0.006848	0.005504	0.006771	0.005963
YES1	0.028785	0.026181	0.026044	0.025498	0.025498	0.0251	0.027092	0.025896
YPEL1	0.222858	0.18252	0.195589	0.21213	0.132513	0.122157	0.127163	0.13754
ZAP70	0.879485	0.941289	0.909971	1.0	0.727638	0.687586	0.779807	0.830713
ZBTB16	0.208321	0.24886	0.208526	0.194943	0.115359	0.119175	0.110924	0.125805
ZBTB46	0.073656	0.073435	0.090113	0.087913	0.073554	0.088476	0.083661	0.078965
ZEB1	0.714332	0.606935	0.719985	0.901995	0.830208	0.957389	0.803468	0.787815
ZNF430	0.017991	0.0	0.010155	0.010494	0.015035	0.022394	0.021746	0.014187
ZNF503	0.069489	0.077852	0.07226	0.056544	0.065772	0.058166	0.057271	0.060738
ZNF711	0.058302	0.062604	0.066344	0.070119	0.061585	0.062405	0.059123	0.062763
ZNF827	0.004	0.003391	0.004459	0.007929	0.003158	0.002924	0.003485	0.004421
ZNF836	0.109689	0.101343	0.096907	0.121552	0.107602	0.098546	0.118905	0.108353
