Symbol	Monocytes_CD14+CD16-	Dendritic_cells_(BDCA1+)	Dendritic_cells_(BDCA3+)	Dendritic_cells_(plasmacytoid+)	T_cells_(CD4+)	T_cells_(CD8+)	NK_cells	Neutrophils	B_cells
NKG7	0.003605	0.003332	0.0	0.008054	0.00725	0.594578	1.0	0.002244	0.035524
NLRC3	0.004685	0.00992	0.0	0.030234	1.0	0.64152	0.799249	0.019715	0.131485
NLRC4	1.0	0.568626	0.233642	0.02214	0.013042	0.011063	0.0	0.890757	0.03906
NLRP7	0.016408	0.020194	0.080467	1.0	0.0	0.008444	0.013137	0.02234	0.020047
NOG	0.006655	0.003062	0.001178	0.0	1.0	0.193998	0.003298	0.01828	0.007538
NPC1	0.025204	0.019056	0.062609	1.0	0.031992	0.048519	0.088415	0.020191	0.0
NRP1	0.00702	0.002419	0.022192	1.0	0.000688	0.00068	0.001683	0.001388	0.0
NT5E	0.001196	0.007175	0.004066	0.003827	0.067404	0.214634	0.0	0.015116	1.0
OASL	0.150298	0.02331	0.014662	0.0	0.065636	1.0	0.29769	0.648054	0.035471
OCIAD2	0.0	0.074822	0.152828	0.375924	0.744503	1.0	0.358335	0.021148	0.239196
ODF2L	0.030062	0.0	0.013138	0.040528	0.351752	1.0	0.282134	0.031799	0.440904
OLFM4	0.017222	0.004921	0.0	0.016402	0.993944	1.0	0.024603	0.509765	0.019682
OLIG1	1.0	0.005388	0.0	0.003739	0.008097	0.004618	0.001649	0.339898	0.005278
OXNAD1	0.006972	0.0	0.001392	0.014078	0.842145	1.0	0.093675	0.001938	0.045713
P2RX5	0.002374	0.058421	0.016749	0.024356	0.086476	0.049404	0.033705	0.0	1.0
P2RY10	0.0	0.045368	0.071527	0.028212	0.204569	0.546176	0.05863	0.432915	1.0
PACSIN1	0.001175	0.000705	0.050797	1.0	0.014003	0.002467	0.129401	0.005099	0.0
PADI4	0.290488	0.00434	0.0	0.000354	0.000483	0.009116	0.000886	0.244453	0.018334
PAPD5	0.051667	0.044571	0.024642	0.016329	0.084479	0.159312	1.0	0.073998	0.028994
PDGFC	1.0	0.615002	0.456952	0.855614	0.0045	0.005895	0.0	0.042924	0.017582
PDK4	0.68781	1.0	0.122179	0.003664	0.004034	0.0	0.034891	0.18103	0.027048
PDLIM1	0.013562	0.454289	0.418524	0.030575	0.0	0.030701	0.139627	0.097136	1.0
PFKFB2	0.009532	0.0165	0.036925	1.0	0.004354	0.0	0.013022	0.038316	0.004682
PFN2	0.048303	0.001241	0.036285	0.0	0.641742	1.0	0.371535	0.069841	0.235078
PGAP1	0.015639	0.03164	0.291766	0.0	0.184747	1.0	0.039852	0.050817	0.006763
PHLDA2	0.14976	1.0	0.534613	0.026045	0.013459	0.002003	0.106466	0.036737	0.0
PI3	0.029077	0.006745	0.006011	0.002638	0.002832	0.005571	0.002237	1.0	0.009116
PIK3IP1	0.074464	0.017681	0.0	0.010896	1.0	0.859274	0.575601	0.058497	0.094043
PKHD1L1	0.012726	0.042962	0.031776	0.041563	0.0	0.00833	0.011503	0.041563	1.0
PKIB	0.00691	1.0	0.412402	0.008144	0.0	0.005574	0.007385	0.003437	0.007764
PKIG	0.0	0.097813	0.297776	0.263334	0.01235	0.056338	0.043053	0.011188	1.0
PKP2	0.055127	0.143376	1.0	0.0	0.011384	0.007539	0.021779	0.028312	0.013612
PLA2G7	1.0	0.466971	0.257092	0.017457	0.00101	0.011506	0.0	0.013886	0.022813
PLCB1	1.0	0.037582	0.0	0.074377	0.105966	0.088059	0.938757	0.057691	0.043288
PLS3	0.000476	0.125675	0.393441	1.0	0.005354	0.0	0.00512	0.003365	0.001508
PNOC	0.041444	0.006805	0.039984	0.506754	0.0	0.011613	0.001231	0.008318	1.0
PON2	0.071995	1.0	0.945263	0.64019	0.027474	0.028073	0.196336	0.0	0.007119
POU2AF1	0.002659	0.043457	0.005609	0.001828	0.026793	0.012189	0.0	0.003008	1.0
PPBP	0.455719	0.000839	0.0	0.007201	0.060454	0.094589	0.019236	0.723409	1.0
PPM1J	0.011573	0.073171	0.614971	1.0	0.00194	0.004209	0.006017	0.013896	0.026316
PROK2	0.089055	0.0	0.000216	0.000584	0.002707	0.022096	0.008846	1.0	0.002401
PRSS23	0.010347	0.0	0.015358	0.000436	0.015189	0.186673	1.0	0.013158	0.020804
PTGDS	0.004739	0.005157	0.118449	1.0	0.020157	0.016449	0.353332	0.00311	0.001883
PTGS1	0.140592	1.0	0.535994	0.103038	0.0	0.004103	0.005241	0.105414	0.044295
PTGS2	0.030592	0.023438	0.009517	0.001282	0.0	0.000203	0.000267	1.0	0.000211
PVRIG	0.01299	0.004015	0.0	0.006173	1.0	0.549337	0.223837	0.049082	0.368207
PYHIN1	0.001136	0.001794	0.000359	0.0	0.413391	0.372296	1.0	0.006554	0.045808
RAB30	0.013039	0.008235	0.014548	0.0	0.025503	0.384341	0.063958	0.001427	1.0
RARRES3	0.18084	0.08111	0.031064	0.0	0.528936	1.0	0.401318	0.038119	0.252258
RASD1	0.017502	0.040541	0.091238	1.0	0.012216	0.01675	0.018329	0.0128	0.01508
RASGRP1	0.003572	0.002935	0.00555	0.0	1.0	0.688091	0.639602	0.046289	0.116967
RASGRP3	0.0	0.236003	0.479492	0.054362	0.047852	0.03418	0.015951	0.00332	1.0
RASSF4	0.47021	1.0	0.582247	0.004812	0.000571	0.004183	0.204483	0.0	0.000909
RBMS3	0.000407	0.0	0.062398	1.0	0.023825	0.006386	0.003256	0.00879	0.008139
RBP7	1.0	0.004905	0.00221	0.0	0.003743	0.001932	0.009863	0.488915	0.011696
RGS7	0.009	0.0	0.027737	1.0	0.008074	0.010736	0.002066	0.008911	0.02095
RHOH	0.0	0.031497	0.026987	0.09666	0.830024	0.819186	0.957741	0.112425	1.0
RIN2	1.0	0.245637	0.041829	0.011174	0.000207	0.000145	0.0	0.016475	0.004845
RNASE2	1.0	0.330184	0.008751	0.011994	0.026396	0.040335	0.0	0.578127	0.018784
RNF165	0.003075	0.000124	0.006026	0.111946	0.00227	0.00863	1.0	0.0	0.006337
ROBO1	0.007714	0.255429	1.0	0.023238	0.000519	0.012571	0.000381	0.0	0.005143
RORA	0.0	0.000693	0.000963	0.014091	0.138873	0.871777	1.0	0.006237	0.007854
RPL36	0.37491	0.133531	0.112023	0.068698	0.772044	0.79609	0.583117	0.0	0.728569
RRAS2	0.0	0.02007	0.024128	0.05818	0.162534	0.319551	0.485334	0.013365	1.0
RTN1	0.324346	1.0	0.160533	0.006994	0.001629	0.000187	0.006784	0.023828	0.0
S100A12	1.0	0.017412	0.0	4.2e-05	0.045859	0.033884	0.017803	0.737694	0.022118
S100A8	1.0	0.124385	0.00284	0.0	0.123611	0.114222	0.051774	0.981816	0.267307
S100A9	1.0	0.069568	0.005352	0.0	0.053378	0.047903	0.030617	0.791517	0.02546
S100B	0.012427	0.458427	1.0	0.0	0.001273	0.174841	0.031405	0.006055	0.013782
S100P	0.092464	0.000568	0.0	0.00363	0.006152	0.014331	0.002816	1.0	0.001266
S1PR1	0.003434	0.003463	0.0	0.015468	0.228346	0.47567	0.242062	0.017684	0.042825
S1PR5	0.000592	0.003693	0.001199	0.001389	0.00427	0.090166	1.0	0.007652	0.0
SCML1	0.032799	0.275849	0.461645	0.0	0.177109	1.0	0.421642	0.003564	0.031092
SCML4	0.005498	0.000579	0.000651	0.0	1.0	0.419487	0.252424	0.149877	0.039358
SCN3A	0.021252	0.004122	0.008243	0.025245	0.004918	0.030793	0.0	0.008964	1.0
SCN9A	0.001143	0.059756	0.16311	1.0	0.0	0.001689	0.004573	0.01061	0.007317
SERPINF1	0.009573	0.095519	0.257164	1.0	0.004047	0.0027	0.0	0.001087	0.005642
SH2D1A	0.004094	0.000912	0.001741	0.0	0.174685	1.0	0.171286	0.015056	0.015379
SIRPG	0.022568	0.004868	0.014308	0.032746	1.0	0.415895	0.0	0.035755	0.050447
SIRT2	0.019759	0.015645	0.007782	0.011511	0.030907	0.029744	1.0	0.105739	0.0
SKAP1	0.016286	0.00492	0.002884	0.0	1.0	0.452908	0.65109	0.029111	0.204081
SKI	0.026356	0.002114	0.005687	0.0	0.059652	1.0	0.224264	0.255468	0.04287
SLAMF1	0.053247	0.023761	0.0	0.008208	0.518153	1.0	0.007344	0.035167	0.9012
SLAMF6	0.05454	0.001986	0.0	0.005752	0.495294	0.447854	0.011778	0.08447	1.0
SLAMF8	0.057916	0.484664	1.0	0.006707	0.0	0.011171	0.00769	0.003362	0.006461
SLC22A4	0.162935	0.033877	0.010473	0.000582	0.00606	0.013552	0.0	1.0	0.007047
SLC41A2	0.001835	0.695823	0.884932	1.0	0.0	0.00233	0.001596	0.000375	0.007702
SLC46A2	1.0	0.071372	0.032017	0.014508	0.014296	0.013225	0.0	0.022045	0.026348
SLC7A7	1.0	0.308325	0.109965	0.010529	0.006335	0.0	0.00494	0.206632	0.095024
SLFN13	0.000386	0.014649	0.021974	0.0	0.052849	0.039796	1.0	0.021897	0.001542
SLFN5	0.03843	0.006109	0.0	0.003153	0.378015	0.440789	0.018722	0.009342	0.022763
SMPD3	0.012426	0.023673	0.097835	1.0	0.009679	0.005429	0.0	0.075956	0.045327
SMPDL3A	1.0	0.017437	0.0043	0.011943	0.010293	0.007607	0.021259	0.083124	0.0
SNX8	0.164554	0.904843	1.0	0.155758	0.005961	0.0	0.022317	0.015545	0.09468
SPATS2L	0.052096	0.973444	1.0	0.23152	0.048819	0.028915	0.050287	0.011742	0.0
SPIB	0.010581	0.12517	0.152559	1.0	0.008199	0.015268	0.0	0.013602	0.57662
SPOCK2	0.002602	0.0	0.023878	0.007818	1.0	0.601317	0.491421	0.056599	0.06979
SPON2	0.0	0.00116	0.006649	0.060452	0.005943	0.065466	1.0	0.000418	0.00177
SRPX	0.00215	0.0	0.051053	1.0	0.00385	0.004779	0.001612	0.001376	0.0115
SSPN	0.037796	0.026715	0.067395	0.018215	0.023514	0.039793	0.0	0.330783	1.0
ST7	0.047542	0.330993	1.0	0.335168	0.033541	0.096179	0.133612	0.0	0.013665
ST8SIA1	0.0	0.037269	0.016371	0.003831	0.23321	1.0	0.02682	0.006897	0.003135
STAB1	0.636223	0.052032	0.016316	0.0	0.025006	0.032771	0.013233	0.027802	0.047728
STAP1	0.0	0.006494	0.005711	0.062788	0.015261	0.010211	0.039303	0.005113	1.0
STAT4	0.0	0.006377	0.015782	0.141817	0.49309	1.0	0.715119	0.019517	0.013741
STEAP4	0.043596	0.002658	0.001624	0.0	0.000336	0.000227	0.000221	1.0	0.00251
STMN3	0.0	0.060445	0.062666	0.024564	1.0	0.196667	0.120297	0.017358	0.029409
SWAP70	0.149997	0.561597	0.356924	0.125708	0.000972	0.0	0.087826	0.077184	1.0
SYTL2	0.013289	0.001661	0.0	0.000831	0.051116	0.246416	0.067274	0.008139	0.021594
TACSTD2	0.020401	0.026611	1.0	0.00305	0.001154	0.008831	0.003935	0.03093	0.0
TBC1D12	0.321052	1.0	0.857039	0.091125	0.0	0.000395	0.118681	0.000308	0.031538
TBC1D4	0.064643	0.103379	0.101286	0.533886	1.0	0.137783	0.0	0.017043	0.029298
TBX21	0.014227	0.00223	0.003121	0.0	0.059174	0.25812	1.0	0.029385	0.031827
TCF4	0.016634	0.051065	0.181538	1.0	0.003748	0.0	0.060685	0.000519	0.324513
TCL1A	0.003101	0.010557	0.099447	1.0	0.003486	0.012666	0.0	0.003099	0.650988
TGFBR3	0.001071	0.0	0.000208	0.070005	0.184095	0.504582	1.0	0.014917	0.003836
THEMIS	0.001041	0.0	0.0	0.001635	1.0	0.805148	0.003419	0.021377	0.001487
THRB	0.027908	0.03379	1.0	0.032079	0.004783	0.027933	0.0	0.026433	0.039778
TIGIT	0.021397	0.0	0.016566	0.083289	0.598251	1.0	0.379633	0.075374	0.136668
TJP2	0.237452	0.174614	1.0	0.305792	0.079396	0.015949	0.058591	0.064286	0.0
TKT	1.0	0.135288	0.03306	0.002542	0.068162	0.0	0.0379	0.872419	0.053496
TKTL1	0.00375	0.001281	0.0	0.002378	0.08434	0.119466	1.0	0.093341	0.011709
TLE1	0.0	0.016524	0.00765	0.060755	0.008186	0.025481	1.0	0.018413	0.041267
TLR10	0.013722	0.104533	0.213177	0.175866	0.00199	0.012975	0.0	0.197656	1.0
TLR3	0.007067	0.145505	1.0	0.0	0.021063	0.053183	0.093142	0.00797	0.008804
TLR4	0.357949	0.033893	0.010051	0.002234	0.00445	0.004034	0.0	1.0	0.01413
TLR7	0.140106	0.073515	0.130357	1.0	0.001807	0.0	0.000225	0.000885	0.059988
TMEM14A	0.0	0.128934	1.0	0.243815	0.172753	0.088808	0.073535	0.005638	0.196171
TMEM170B	1.0	0.422115	0.067321	0.881717	0.01706	0.007832	0.015194	0.277624	0.0
TMEM176B	1.0	0.172023	0.089409	0.003457	0.037395	0.005883	0.0	0.018144	0.050903
TNFAIP6	0.059107	0.002276	0.000365	0.0	0.000935	0.003346	0.002472	1.0	0.00649
TNFRSF10C	0.032831	0.000692	0.001845	0.000369	0.003422	0.002235	0.0	1.0	0.00941
TNFRSF17	0.0	0.002338	0.0187	0.528284	0.001428	0.006603	0.000281	0.001122	1.0
TNFRSF21	0.00198	0.057953	0.181842	1.0	0.000844	0.001016	0.018747	0.0	0.000644
TOB1	0.091561	1.0	0.306157	0.154687	0.186382	0.071394	0.075439	0.126048	0.0
TOX2	0.013088	0.007102	0.051948	1.0	0.050251	0.015734	0.10349	0.062338	0.0
TPM2	0.0	0.017099	0.060228	1.0	0.056792	0.004633	0.044894	0.002077	0.016926
TRAT1	0.001789	0.0	0.000343	0.000857	1.0	0.321505	0.002657	0.01253	0.006514
TREM1	0.133426	0.035508	4.6e-05	0.0	0.001163	0.001258	0.000378	1.0	0.003992
TRIB2	0.010945	0.047553	0.007469	0.0	1.0	0.132505	0.398779	0.021564	0.246863
TSPAN13	0.0	0.034371	0.242561	1.0	0.004081	0.001227	0.00297	0.013551	0.099834
TSPAN33	0.048088	0.475045	1.0	0.079723	0.018694	0.011748	0.019931	0.032501	0.088341
TST	0.301325	1.0	0.827828	0.051757	0.004164	0.003346	0.03092	0.467083	0.0
TTC39A	0.011302	0.0	0.015569	1.0	0.00479	0.01626	0.003443	0.009102	0.03488
TXK	0.002253	0.002704	0.0	0.0	0.567922	0.327239	0.763055	0.012009	0.007766
UBASH3A	0.011151	0.019025	0.018814	0.013106	0.939666	0.247786	0.0	0.027481	0.015432
UGCG	0.0	0.077403	0.154179	1.0	0.083137	0.042671	0.055556	0.048873	0.033622
VASH2	0.001335	0.001506	0.046467	1.0	0.001569	0.0004	0.002647	0.0	0.002191
VCAN	1.0	0.064492	0.0	0.000822	0.00641	0.011545	0.007443	0.02361	0.01225
VEGFA	0.319727	1.0	0.119475	0.014805	0.0	0.005419	0.158239	0.25924	0.000113
VNN2	0.19095	0.003333	0.00605	0.0	0.0122	0.012092	0.008187	1.0	0.035235
VNN3	0.052783	0.002605	0.003375	0.002897	0.000486	0.002766	0.0	1.0	0.005342
VPREB3	0.007015	0.015498	0.005327	0.004587	0.002375	0.01515	0.0	0.006866	1.0
VPS37B	0.110156	0.019608	0.008273	0.0	0.093331	0.04583	1.0	0.616898	0.038434
VSTM1	1.0	0.038095	0.030141	0.0	0.009134	0.013332	0.007535	0.872088	0.013815
XCL1	0.002883	0.0	0.000153	0.001267	0.012915	0.349836	1.0	0.004456	0.007274
YES1	0.00249	0.0	0.002504	0.021628	0.025653	0.08891	1.0	0.019215	0.00996
YPEL1	0.008833	0.0	0.025604	0.223287	0.050467	0.05276	1.0	0.015248	0.007009
ZAP70	0.002427	0.0	0.001065	0.001895	0.406935	0.070818	0.213678	0.008746	0.001426
ZBTB16	0.097914	0.006303	0.012455	0.0	0.087335	0.05139	1.0	0.035654	0.041867
ZBTB46	0.03716	1.0	0.982968	0.080292	0.000784	0.007197	0.014599	0.054545	0.0
ZEB1	0.0	0.03415	0.221624	0.130243	0.487205	1.0	0.076544	0.689461	0.081254
ZNF430	0.158615	0.022111	0.023879	0.042273	0.672492	1.0	0.422179	0.281989	0.724123
ZNF503	0.384899	1.0	0.77651	0.016107	0.0	0.012803	0.195078	0.025772	0.016779
ZNF711	0.0	0.018422	1.0	0.343372	0.036266	0.050362	0.208468	0.001157	0.049112
ZNF827	0.0	0.003766	0.070611	0.072856	0.062225	1.0	0.497038	0.0008	0.195134
ZNF836	0.087214	0.029807	0.0	0.011446	0.167091	1.0	0.983382	0.000763	0.38391
