Gene	CD14_positive_monocyte	CD16_positive_monocyte	CD4_positive_alpha_beta_T_cell	CD56bright_natural_killer_cell	CD56dim_natural_killer_cell	CD8_positive_alpha_beta_T_cell	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	macrophage_m0	macrophage_m1	macrophage_m2	memory_B_cell	myeloid_dendritic_cell	naive_B_cell	neutrophil	plasma_cell	plasmacytoid_dendritic_cell
ICOS	0.025793	0.038225	0.776596	0.073173	0.025157	0.367763	0.0132	0.059769	0.013923	0.58778	0.015908	0.045945	0.045547	0.031335	0.013564	0.04594	0.005257	0.031732	0.0	0.085919
IFI27	0.017343	0.021506	0.039161	0.017068	0.027449	0.029394	0.040894	0.0	0.004598	0.008181	0.090413	0.030369	1.0	0.041433	0.014108	0.062852	0.008675	0.024603	0.111436	0.217986
IFNB1	0.054661	0.018392	0.045367	0.028914	0.014542	0.041325	0.074195	0.007026	0.059072	0.006048	0.033066	0.040655	0.032629	0.009987	0.015436	0.078467	0.027315	0.053961	0.033861	1.0
IFT20	0.65268	0.783365	0.325639	0.368342	0.865815	0.401697	0.126805	0.168075	0.583636	0.601969	1.0	0.370853	0.0	0.119142	0.628268	0.585722	0.368627	0.365859	0.844426	0.044491
IGFBP2	0.023359	0.020274	0.025357	0.016727	0.08216	0.037839	1.0	0.0198	0.055537	0.0	0.040589	0.07232	0.037719	0.058289	0.000444	0.019649	0.000325	0.019888	0.001856	0.050303
IL15RA	0.497639	0.396101	0.270464	0.420255	0.585427	0.390735	0.174324	0.044971	0.013887	1.0	0.350175	0.0	0.620098	0.002842	0.405714	0.154999	0.248114	0.454596	0.903286	0.25759
IL1R2	0.107672	0.054986	0.030799	0.011634	0.038182	0.007402	0.021492	0.026764	0.023426	0.01191	0.011468	0.101151	0.057272	0.123325	0.002292	0.377627	0.0	1.0	0.012603	0.030274
IL1RAP	0.14274	0.165709	0.149454	0.097283	0.234458	0.097088	0.231728	0.309434	0.365269	0.199143	0.156232	0.100085	0.113189	0.164912	0.061683	0.152686	0.088314	1.0	0.0	0.035626
IL1RL1	0.041958	0.027561	0.024382	0.063304	0.0	0.017832	0.896153	1.0	0.371967	0.043252	0.046876	0.040403	0.006257	0.003972	0.017594	0.051616	0.028871	0.190442	0.048696	0.081328
IL2RA	0.039735	0.0	0.395128	0.155505	0.00905	0.135624	0.070504	0.31187	0.039111	1.0	0.006638	0.095372	0.30684	0.022601	0.258117	0.103582	0.051452	0.087844	0.008122	0.128509
IL32	0.010823	0.0	0.518784	0.31437	0.10515	0.774867	0.04732	0.050686	0.010033	0.810093	0.012528	0.003876	0.080743	0.010831	0.012933	0.021569	0.003781	0.018225	0.003564	0.017734
IL4R	0.245596	0.183103	0.273786	0.113106	0.109464	0.295259	0.258383	0.169258	0.253264	0.302289	0.062584	0.305327	0.220655	0.227415	0.106721	0.136226	1.0	0.335962	0.0	0.057098
IL5RA	0.022177	0.035676	0.031941	0.054495	0.001015	0.039514	0.122238	0.811968	1.0	0.0	0.019186	0.086215	0.0941	0.086245	0.052324	0.101263	0.031147	0.371029	0.220234	0.088704
IL6ST	0.21022	0.02846	0.465156	0.126577	0.408715	0.303766	0.347508	0.0	0.10972	0.191659	0.144095	0.139252	0.20212	0.186006	0.195222	0.150091	0.306096	0.168344	1.0	0.153513
ING2	0.108475	0.532682	0.226469	0.146559	0.324139	0.285423	0.144094	0.771226	0.325855	0.084406	0.291101	0.313085	0.701848	0.810646	0.121006	0.486469	0.051783	0.272127	0.001523	0.0
IRS1	0.202865	0.0	0.322702	0.260924	0.12035	0.35063	0.152484	0.091304	0.286899	0.390333	0.104892	0.110856	0.123033	0.093378	0.463732	0.156813	0.612883	0.243675	0.486369	0.278684
JRKL	0.339552	0.069244	0.402316	0.43394	0.245436	0.302074	0.586211	0.24473	0.450041	0.486097	0.543273	0.186172	0.264561	0.246057	0.342433	0.096929	0.211666	0.401281	0.070376	1.0
KCNJ15	0.142519	0.039684	0.024848	0.05954	0.038502	0.012432	0.072753	0.022264	0.046489	0.000678	0.004959	0.066204	0.026832	0.0	0.021835	0.028594	0.017736	1.0	0.049785	0.072428
KIF1A	0.040598	0.068529	0.093075	0.101154	0.130057	0.094636	0.021023	0.041277	0.106915	0.047419	0.048744	0.088499	0.010757	0.0	0.081505	0.071598	0.13973	0.121655	0.050131	1.0
KIF22	0.100301	0.387836	0.405696	0.144428	0.283331	0.431929	0.140946	1.0	0.094413	0.361539	0.222498	0.079813	0.012217	0.0	0.239971	0.358142	0.195485	0.136953	0.076485	0.020272
KIR3DL1	0.02731	0.034897	0.032218	0.6709	0.330768	0.059129	0.029263	0.023082	0.002853	0.209745	0.0	0.037415	0.006822	0.001664	0.007233	0.009323	0.019229	0.079379	0.021986	0.051879
KLHL18	0.311685	1.0	0.1769	0.154372	0.460826	0.170872	0.028299	0.611099	0.184184	0.180743	0.193659	0.625726	0.272015	0.260312	0.410962	0.164192	0.330529	0.451675	0.265406	0.0
KLRC3	0.018993	0.017345	0.02848	1.0	0.586236	0.326795	0.01627	0.017778	0.023424	0.342037	0.0	0.017308	0.020432	0.01498	0.026982	0.032615	0.020376	0.043087	0.008214	0.044359
KLRD1	0.016055	0.020315	0.028196	0.602028	0.486869	0.274139	0.006586	0.003284	0.009396	0.382189	0.000473	0.004554	0.007572	0.001719	0.014885	0.00628	0.009191	0.054361	0.019065	0.0
KLRF1	0.019883	0.041109	0.023103	0.837278	1.0	0.119055	0.0	0.049715	0.011227	0.047262	0.010769	0.01383	0.017029	0.024548	0.010974	0.018453	0.008247	0.049596	0.002168	0.025049
KRT19	0.025212	0.027503	0.036533	0.021874	0.062459	0.03395	1.0	0.050995	0.037236	0.0	0.033276	0.033054	0.023656	0.021649	0.023168	0.06547	0.021334	0.048406	0.003563	0.223945
KRT5	0.173232	0.136706	0.153293	0.117635	0.194802	0.098128	0.239748	0.015056	0.235733	0.096537	0.138712	0.176012	0.046682	0.042659	0.130764	0.105097	0.186393	0.231985	0.365089	1.0
KSR1	0.10075	0.206931	0.107259	0.11956	0.151015	0.112969	0.068626	0.122426	1.0	0.078581	0.104343	0.092546	0.069782	0.046457	0.085285	0.061605	0.049788	0.135866	0.069788	0.094941
LAIR1	0.027729	0.053673	0.01248	0.022748	0.007744	0.01131	0.014183	0.148178	0.008618	0.005019	0.024906	0.021225	0.110636	0.077571	0.005187	0.031524	0.038157	0.008843	0.0	0.005641
LAMP3	0.059604	0.021126	0.109764	0.047154	0.005381	0.060406	0.020737	0.093758	0.108225	0.067874	0.004011	0.135939	0.343812	0.098289	0.0	1.0	0.005325	0.134864	0.326204	0.075409
LGALS13	0.342457	0.607283	0.37037	0.799424	0.0	0.318672	0.247403	0.357162	0.368424	0.437478	0.384701	1.0	0.71851	0.829455	0.371739	0.205818	0.470052	0.7675	0.607146	0.720844
LILRA3	0.490311	0.513434	0.04655	0.048193	0.021075	0.023045	0.028386	0.027767	0.012165	0.0	0.050689	0.068172	0.822545	0.25021	0.013025	0.170299	0.020739	0.227114	0.013881	0.004767
LILRA4	0.087521	0.098619	0.061012	0.088853	0.094489	0.075899	0.057202	0.094999	0.140371	0.0	0.116484	0.104621	0.109776	0.146621	0.234006	0.076431	0.229695	0.133593	0.046753	1.0
LILRA5	0.13353	0.357845	0.048234	0.036345	0.018642	0.011359	0.007523	0.019372	0.0	0.0083	0.009044	0.044347	0.224823	0.075563	0.012472	0.073928	0.0181	0.180091	0.015651	0.030094
LILRB1	0.585084	0.769355	0.051802	0.117564	0.078489	0.051826	0.00713	0.601271	0.0	0.007698	0.042061	0.124054	0.637421	0.452522	0.164482	0.284714	0.170101	0.208155	0.113952	0.137456
LIMA1	0.046897	0.015484	0.350356	0.159451	0.072427	0.199677	1.0	0.029345	0.0	0.183149	0.166373	0.210526	0.346391	0.798968	0.136093	0.167141	0.109	0.013013	0.182418	0.001685
LIMK2	0.152675	0.062986	0.125387	0.162648	0.049024	0.106364	0.13287	0.132543	0.216809	0.165678	0.131483	0.084184	0.198954	0.0	0.141971	0.029314	0.214607	1.0	0.010972	0.110772
LIPF	0.109956	0.167853	0.093621	0.234547	0.0	0.120821	0.030102	0.372161	0.031868	0.105899	0.009649	0.118026	0.273454	0.228942	0.087543	0.181632	0.125326	0.306909	0.084391	1.0
LRP5L	0.036079	0.099091	0.041532	0.050941	0.032568	0.031028	0.01564	1.0	0.025348	0.024913	0.066844	0.107272	0.050625	0.065234	0.011141	0.073679	0.017318	0.04352	0.0	0.044495
LRRC8D	0.579017	0.570463	0.370277	0.228032	0.279689	0.370056	0.108518	0.0	0.126443	0.428864	1.0	0.536824	0.158307	0.186883	0.340945	0.196674	0.3561	0.20445	0.325316	0.108539
LSM4	0.196858	0.841532	0.444758	0.273927	0.359764	0.521475	0.077296	0.566533	0.095174	0.258146	0.254404	0.472287	0.824447	0.896465	0.363725	0.674636	0.274317	0.0	0.057889	0.567579
MAG	0.097602	0.260458	0.122113	0.156759	0.073251	0.064288	0.099986	0.183092	0.129951	0.002049	0.058296	0.17839	0.050458	0.043126	0.132111	0.08765	0.115963	0.164551	0.0	1.0
MAL	0.011418	0.005047	0.394008	0.014476	0.004407	0.217506	0.050804	0.009014	0.004304	0.146617	0.021065	0.0	0.003788	0.015004	0.012198	0.010139	0.018757	0.027468	0.051095	0.004341
MAOA	0.017125	0.002361	0.013945	0.010317	0.005034	0.007479	0.144706	0.051628	0.016235	0.012601	0.020823	0.078381	0.130443	1.0	0.006924	0.063019	0.00185	0.018712	0.002033	0.048834
MAPK7	0.259975	0.497794	0.12107	0.094045	0.087438	0.125207	0.086641	0.175184	0.0	0.07753	0.025256	0.071141	0.225419	0.205737	0.076035	0.117845	0.082201	0.080331	0.054169	0.044955
MAT2B	0.083418	0.06863	0.103803	0.140471	0.123658	0.184832	0.134632	0.115751	1.0	0.104707	0.052202	0.010526	0.066076	0.109677	0.531102	0.095849	0.611626	0.088286	0.363354	0.0
MEST	0.042344	0.023689	0.032462	0.027372	0.018571	0.044684	0.021748	0.009078	0.037919	0.026757	1.0	0.036698	0.007391	0.006896	0.037026	0.022176	0.042692	0.046154	0.072344	0.054239
MME	0.04338	0.026119	0.027276	0.018979	0.004918	0.01651	0.046066	0.013702	0.080359	0.0	0.102222	0.053571	0.029418	0.027035	0.029751	0.021252	0.031702	0.885367	0.046277	0.091041
MMP25	0.073154	0.022739	0.027354	0.034438	0.005586	0.030592	0.011608	0.597089	0.093276	0.042997	0.01287	0.008226	0.060738	0.040463	0.0	0.070839	0.008872	0.340308	0.05442	0.011652
MMP8	0.224917	0.0974	0.186225	0.265631	0.07482	0.129577	0.461677	0.092646	0.455398	0.197786	0.290483	1.0	0.024324	0.012637	0.209894	0.144485	0.281632	0.908066	0.769528	0.419504
MMP9	0.01483	0.001204	0.004401	0.006995	0.004207	0.00257	0.007537	0.0	0.003915	0.008278	0.00685	0.280209	1.0	0.626636	0.00208	0.052135	0.001964	0.122089	0.017384	0.006728
MOCS3	0.636649	0.151114	0.744667	0.471949	0.262796	0.437053	1.0	0.229124	0.094721	0.877425	0.396614	0.908637	0.440452	0.517895	0.414221	0.226389	0.566328	0.67941	0.956439	0.42417
MPO	0.034568	0.02497	0.011779	0.018432	0.003239	0.003919	0.016983	0.068825	0.020468	0.002163	1.0	0.0372	0.037634	0.034201	0.0	0.009333	0.001532	0.032215	0.011815	0.009199
MPPED2	0.173365	0.266151	0.399824	0.674208	0.347702	0.250114	0.518732	0.137736	0.490636	0.222869	1.0	0.424801	0.0	0.005304	0.20611	0.375018	0.372858	0.485715	0.214229	0.912062
MRPL3	0.119466	0.222509	0.185008	0.116225	0.120062	0.188991	0.307785	0.02072	0.03314	1.0	0.898621	0.064518	0.076633	0.140032	0.34601	0.145276	0.244198	0.0	0.467694	0.039435
MRPL4	0.348862	0.375877	0.523065	0.288021	0.33019	0.60944	0.97885	0.115745	0.0	0.944054	0.477581	0.415341	0.398714	0.418177	0.520168	0.272425	0.458296	0.07417	1.0	0.24648
MS4A1	0.007429	0.002615	0.008799	0.007412	0.003087	0.01106	0.002222	0.008267	0.029705	0.00486	0.004385	0.003812	0.0	0.000791	0.938528	0.004519	1.0	0.012617	0.04384	0.001111
MS4A6A	0.557628	0.351353	0.063593	0.033602	0.011824	0.008648	0.030052	0.261594	0.033173	0.0	0.092098	0.12581	0.091856	0.853509	0.011623	0.190591	0.01378	0.094627	0.024442	0.03963
MT1X	0.191123	0.251218	0.161701	0.053338	0.112906	0.212635	0.278603	0.038901	0.051206	0.314045	0.14015	0.275779	1.0	0.185662	0.058872	0.071298	0.010305	0.082772	0.053648	0.0
MTMR11	0.543299	0.594265	0.071828	0.037102	0.063023	0.022931	0.032098	0.065415	0.0	0.00097	0.023438	0.102773	0.095592	0.056631	0.006791	0.120635	0.013346	0.053108	0.077521	0.041063
MTSS1	0.180619	0.74679	0.083568	0.465211	0.415023	0.067011	0.205954	0.092634	0.025661	0.008576	0.04281	0.108983	0.118826	0.259494	0.36197	0.337064	0.476845	0.018242	0.0	0.082458
MUC1	0.051276	0.025278	0.101396	0.0	0.061014	0.082272	0.112317	0.086722	0.049254	0.096222	0.180114	0.071126	0.292966	0.072755	0.058192	0.146025	0.030542	0.100566	0.096304	1.0
MYLIP	0.09366	0.418232	0.174438	0.145862	0.290735	0.145407	0.012833	1.0	0.132865	0.073341	0.137639	0.019155	0.10567	0.115343	0.126418	0.245483	0.145681	0.35501	0.004592	0.0
NAGA	0.739414	1.0	0.136522	0.078221	0.096683	0.079352	0.616189	0.041158	0.034509	0.18796	0.262083	0.350737	0.260348	0.554689	0.18423	0.33437	0.150942	0.076636	0.240765	0.201356
NBN	0.391965	0.301236	0.242371	0.495995	0.943681	0.35184	0.220799	0.196141	1.0	0.427041	0.573679	0.31567	0.526849	0.274278	0.511259	0.342268	0.287633	0.943487	0.147359	0.0
NBR1	0.39542	0.014368	0.352673	0.308757	0.483457	0.451324	0.617526	0.05329	0.991604	0.614434	0.138045	0.134687	0.0	0.116277	0.424066	0.06458	0.373454	0.470042	1.0	0.07208
NDRG2	0.10065	0.106499	0.261359	0.163609	0.135648	0.099054	0.235228	0.103688	0.123375	0.0	0.059734	0.284179	0.373589	0.423926	0.097993	1.0	0.128959	0.165291	0.166784	0.233049
NEFL	0.099947	0.186768	0.434228	0.10543	0.127307	0.115358	0.675483	0.235416	0.107443	0.080693	0.0	0.202928	0.12177	0.096004	0.113419	0.213907	0.098851	0.340709	0.025167	0.251638
NGFRAP1	0.020652	0.01556	0.058595	0.010343	0.006247	0.05123	0.237903	0.019271	0.013902	0.00788	1.0	0.044684	0.027685	0.039922	0.007485	0.04268	0.003282	0.016191	0.05273	0.0
NME1	0.074743	0.143175	0.120872	0.02647	0.024889	0.13915	0.524675	0.003655	0.0	0.696107	1.0	0.162728	0.08979	0.113522	0.32669	0.103265	0.230797	0.008401	0.787481	0.414091
NOTCH4	0.266701	1.0	0.21085	0.224305	0.406747	0.157529	0.287485	0.147114	0.232459	0.097445	0.193311	0.16583	0.203263	0.076405	0.258474	0.127439	0.34172	0.196203	0.232733	0.253298
NOV	0.044699	0.089088	0.049916	0.021425	0.064953	0.010597	0.057149	0.185927	0.308619	0.012672	0.092394	0.192895	0.107248	0.143471	0.0	0.053773	0.049525	1.0	0.032644	0.09002
NPEPPS	0.238187	0.187364	0.235594	0.144659	1.0	0.238499	0.110135	0.466484	0.518965	0.36067	0.24428	0.0	0.136341	0.207827	0.219065	0.339899	0.18586	0.390523	0.052564	0.009418
NR2E3	0.457826	0.347542	0.542023	0.484516	1.0	0.367609	0.202731	0.101012	0.851585	0.24236	0.288468	0.840516	0.136803	0.129683	0.553608	0.345646	0.614235	0.60752	0.222909	0.620805
NR4A2	0.034298	0.242586	0.091705	0.081412	1.0	0.170209	0.039988	0.18041	0.097876	0.117156	0.145986	0.007533	0.039697	0.023348	0.051917	0.108403	0.038462	0.179934	0.061021	0.0
NRG1	0.3054	0.099505	0.081749	0.051783	0.101599	0.064525	0.101502	0.044781	0.073562	0.024335	0.031942	0.035773	0.016175	0.0228	0.045077	0.114228	0.056931	0.114619	0.05428	0.046437
NRGN	0.921333	0.617311	0.121758	0.053235	0.081497	0.05727	0.233962	0.042041	0.0	0.01585	0.159023	0.071172	0.024491	0.156904	0.006379	0.045068	0.018491	0.29947	0.076725	0.240351
NUDT1	0.142395	0.390345	0.220845	0.132161	0.202961	0.247754	0.147939	0.167563	0.0	0.220947	0.890487	0.56421	0.093139	0.173659	0.22074	0.377664	0.188163	0.029201	0.035368	1.0
NUDT18	0.287603	0.855026	0.308657	0.238256	0.122332	0.275447	0.033708	0.496269	0.0	0.252387	0.197238	0.656838	0.733174	0.528484	0.113103	0.47357	0.157019	0.217788	0.11896	0.633067
NXT1	0.150886	0.607725	0.395425	0.169046	0.367643	0.603579	0.102183	0.364073	0.137176	0.592807	0.672165	0.0	0.477952	0.489966	0.162483	0.580181	0.229752	0.19247	0.392603	0.101642
NXT2	0.18423	0.422397	0.15182	0.190194	0.318784	0.156488	1.0	0.125618	0.0	0.26068	0.258356	0.030191	0.338183	0.290612	0.215775	0.335279	0.09095	0.135486	0.034996	0.371821
OLFM1	0.535321	0.913393	0.171489	0.132662	0.045905	0.085371	0.12515	0.007069	0.141329	0.031719	0.165417	0.253224	0.260591	0.204932	0.050251	0.283792	0.038173	0.152046	0.145541	0.301437
OR2F1	0.632072	0.313064	0.591033	0.40306	0.426132	0.242904	1.0	0.061419	0.774142	0.275512	0.397165	0.764867	0.036844	0.051363	0.170628	0.236695	0.364695	0.643575	0.644853	0.535778
OR2J2	0.238676	0.303205	0.274288	0.167244	0.0	0.085832	0.286987	0.200942	0.013297	0.06192	0.062541	0.684287	0.02357	0.025918	0.133795	0.253521	0.203161	0.343035	0.133228	1.0
ORM1	0.090008	0.079055	0.052779	0.043885	0.024496	0.04932	0.048751	0.075083	0.025711	0.0	0.037935	0.197141	0.35707	0.042134	0.045222	0.042632	0.043757	1.0	0.042486	0.239779
OSBPL10	0.054342	0.0	0.086746	0.078465	0.098466	0.075935	0.053519	0.002732	0.12491	0.086668	0.129621	0.097125	0.05287	0.126146	0.995656	0.055755	1.0	0.107583	0.395043	0.039437
PALLD	0.064553	0.051164	0.023082	0.077294	0.036717	0.018249	0.076097	1.0	0.0	0.012072	0.019415	0.123922	0.083174	0.480876	0.02386	0.179828	0.023804	0.01636	0.006209	0.069597
PANX1	0.372303	0.388939	0.330432	0.383789	0.805329	0.308213	0.494859	0.01222	0.102933	0.577149	0.19406	0.368595	1.0	0.222929	0.168646	0.431418	0.040641	0.021406	0.153792	0.0
PAX5	0.072357	0.033075	0.048899	0.058259	0.062526	0.066959	0.072798	0.002675	0.13077	0.055551	0.147573	0.06551	0.018189	0.007507	0.789641	0.040523	1.0	0.075492	0.170173	0.153843
PCGF2	0.070513	0.172811	0.087952	0.064309	0.069417	0.06534	0.100139	0.011084	0.0521	0.091692	0.102388	0.072469	0.247879	0.15131	0.094846	0.051394	0.093997	0.129072	0.206544	1.0
PDGFB	0.076552	0.03874	0.07662	0.054977	0.0	0.062196	0.057053	0.057478	0.034048	0.003241	0.062529	0.15022	0.145291	0.211128	0.029631	0.127662	0.077517	0.060643	0.079731	1.0
PDK4	0.509248	0.986147	0.102674	0.089686	0.042726	0.038803	0.042367	0.079497	1.0	0.0	0.107116	0.143388	0.189374	0.274936	0.037475	0.196001	0.094928	0.229154	0.03782	0.114713
PGLYRP1	0.07917	0.056049	0.054947	0.050995	0.040682	0.043346	0.052729	0.097981	0.199375	0.0	0.063331	0.162753	0.036112	0.038778	0.026086	0.03575	0.035775	0.723291	0.059201	0.056708
PHEX	0.082903	0.056359	0.129108	0.072431	0.04578	0.118696	0.056933	0.063634	0.089834	0.113501	0.0	0.061256	0.029649	0.030001	0.112009	0.073951	0.118943	0.196219	0.200835	1.0
PI3	0.048369	0.009364	0.017431	0.050096	0.011617	0.012372	0.00947	0.004954	0.011513	0.008556	0.0055	0.042535	0.016964	0.004165	0.02125	0.008729	0.030719	1.0	0.014481	0.023809
PIK3CG	0.102216	0.738431	0.208995	0.482833	0.757346	0.156939	0.037106	1.0	0.259137	0.251093	0.054547	0.066637	0.375501	0.35215	0.267136	0.393396	0.297882	0.603916	0.0	0.177468
PLAT	0.005596	6e-06	0.022477	0.025061	0.026105	0.00022	1.0	0.016901	0.021439	0.015681	0.0	0.007621	0.010982	0.000251	0.006487	0.042628	0.016035	0.033631	0.000614	0.027276
POU2AF1	0.006536	0.0	0.024156	0.01027	0.009736	0.013088	0.002513	0.006121	0.054294	0.008267	0.010891	0.012447	0.002883	0.005405	0.43814	0.003653	0.602604	0.010198	1.0	0.009934
PPA1	0.292586	0.239505	0.244606	0.055343	0.059825	0.288863	0.206329	0.019767	0.0439	0.591721	1.0	0.140264	0.665305	0.175599	0.285674	0.671075	0.169897	0.0	0.598909	0.015024
PRKCDBP	0.222902	0.042109	0.218631	0.128447	0.163278	0.11152	0.039663	0.187437	0.285628	0.109694	0.0	0.651963	0.950592	0.639475	0.028703	0.886465	0.042167	0.126763	0.086497	0.402851
PROM1	0.007394	0.004437	0.017202	0.024332	0.009037	0.010289	0.015803	0.087446	0.06499	0.015607	1.0	0.025049	0.0	0.008598	0.006827	0.011618	0.004425	0.035702	0.008035	0.028291
PRR5	0.037777	0.152129	0.175982	0.176706	0.192439	0.413546	0.044095	0.026753	0.0	0.170138	0.246565	0.068195	0.1078	0.091881	0.112885	0.017799	0.046297	0.045288	0.176974	0.172854
PSAT1	0.063981	0.000873	0.17586	0.14206	0.005754	0.173207	0.752182	0.0	0.009878	0.798026	0.079554	0.199026	0.0739	0.058623	0.225903	0.030815	0.088652	0.059441	1.0	0.132572
PTPN13	0.107099	0.491491	0.504728	0.276765	0.263901	0.048747	0.054924	0.139554	0.441129	0.156242	0.054161	0.534217	0.074876	0.108304	0.143841	0.232719	0.088593	0.274249	0.0	0.197936
PTPRK	0.052807	0.038058	0.166101	0.108258	0.034732	0.341731	0.365136	0.088556	0.420788	0.095915	0.039974	0.094128	0.030613	0.0	0.570693	0.150125	1.0	0.159645	0.482635	0.118224
PTPRS	0.096214	0.095338	0.089455	0.065116	0.08607	0.066927	0.053755	0.145863	0.0	0.007909	0.105183	0.173212	0.025445	0.031684	0.097552	0.106866	0.066018	0.149666	0.016717	1.0
PTTG2	0.119888	0.119142	0.494393	0.674127	0.020218	0.44956	0.257775	0.431469	0.109211	0.241037	0.0	0.382927	1.0	0.889703	0.224385	0.306478	0.30072	0.469782	0.025659	0.936366
QPRT	0.039318	0.163386	0.049209	0.051206	0.049451	0.041653	0.312311	0.053669	0.003421	0.053705	0.269606	0.100259	0.127821	1.0	0.014889	0.109823	0.000894	0.057957	0.341199	0.22581
RAB9A	0.16148	0.204147	0.031197	0.104872	0.147834	0.110767	0.0	0.205181	0.072095	0.177872	0.178264	0.17339	0.360098	0.330608	0.034424	1.0	0.026847	0.062134	0.156387	0.097217
RAMP1	0.102332	0.06246	0.116462	0.279551	0.214495	0.114692	0.111258	0.036828	0.076974	0.186954	0.183766	0.135079	0.072807	1.0	0.072503	0.7668	0.06533	0.147684	0.194946	0.627799
RARRES2	0.031437	0.058579	0.034888	0.018066	0.067246	0.02197	0.0	0.036264	0.044292	0.007179	0.041543	0.052629	0.030907	0.021334	0.045609	0.053821	0.038401	0.104539	0.015943	1.0
RETN	0.640567	0.535798	0.139043	0.085967	0.087776	0.084966	0.072951	0.08729	0.01483	0.040836	0.144586	0.102277	0.016114	0.0	0.027818	0.089467	0.014639	0.237813	0.073085	0.154414
RNASE1	0.018722	0.014098	0.013772	0.006443	0.013037	0.003521	0.010792	0.006511	0.011259	0.0	0.024412	1.0	0.162929	0.536048	0.003575	0.078706	0.011635	0.016809	0.011677	0.067955
RNASE4	0.718513	0.232887	0.183674	0.095679	0.101265	0.066903	0.043489	0.159552	0.0	0.133565	0.136236	0.300854	0.368896	0.386255	0.305748	0.340702	0.080434	0.126607	0.358505	0.160781
RNF122	0.196217	0.769838	0.05924	0.067165	0.067167	0.049195	0.029625	0.180954	0.262438	0.033225	0.059425	0.243442	0.012151	0.0	0.011996	0.080948	0.142439	0.523213	1.0	0.002445
RPL7	0.104151	0.19077	0.340355	0.03445	0.813523	0.368171	0.065748	0.242929	0.036355	0.057405	0.275177	0.0	0.060691	0.125847	0.454914	0.334953	1.0	0.025193	0.159646	0.017212
RRAS	0.254885	1.0	0.161218	0.076643	0.081027	0.068101	0.064821	0.085247	0.0	0.048957	0.058104	0.311498	0.687873	0.507815	0.022944	0.229411	0.03939	0.024104	0.080716	0.237345
S100A12	1.0	0.146835	0.05802	0.097325	0.032683	0.029028	0.018681	0.017788	0.054608	0.009714	0.077163	0.017842	0.034953	0.007024	0.009818	0.048698	0.008618	0.941373	0.17816	0.005205
S100B	0.04669	0.079458	0.136839	1.0	0.400542	0.536808	0.134198	0.052889	0.081427	0.033998	0.0	0.456328	0.075846	0.135192	0.063692	0.819687	0.060939	0.125836	0.066105	0.274383
S100P	0.101062	0.074909	0.01881	0.012915	0.009631	0.012437	0.027787	0.67962	1.0	0.009454	0.030441	0.015258	0.011904	0.005246	0.002441	0.00062	0.0	0.71776	0.019712	0.000594
SCRN1	0.272968	0.975279	0.017525	0.185954	0.551675	0.064021	0.014527	0.342204	0.268882	0.0	0.827784	0.002362	0.213903	0.299139	1.0	0.520551	0.479653	0.06191	0.687785	0.420968
SDC1	0.004888	0.008943	0.008945	0.000581	0.007839	0.003453	0.003338	0.012449	0.000493	0.0	0.006147	0.022127	0.009912	0.015595	0.008895	0.016035	0.009142	0.011172	1.0	0.032176
SEC63	0.067752	0.133945	0.203526	0.076084	1.0	0.205893	0.115295	0.140866	0.220491	0.165076	0.206112	0.00419	0.0	0.025924	0.295647	0.140801	0.32751	0.085993	0.584822	0.128757
SERPINF2	0.083933	0.060447	0.072476	0.086006	0.043054	0.055203	0.092936	0.040216	0.0	0.04992	0.070822	0.105705	0.085407	0.109658	0.065178	0.172367	0.098299	0.074012	0.126181	1.0
SETBP1	0.094446	0.463714	0.11469	0.512519	0.879299	0.175162	0.0	0.143369	0.134665	0.386674	0.234007	0.067931	0.040346	0.064982	1.0	0.113663	0.943929	0.10197	0.455347	0.347283
SF3A3	0.225693	0.895279	0.559667	0.213342	0.547997	0.559823	0.091084	0.858037	0.066404	0.455998	0.678391	0.248429	0.377564	0.53497	0.169008	0.682851	0.173338	0.148383	0.0	0.094714
SFTPD	0.16226	1.0	0.099877	0.059126	0.175834	0.039881	0.071413	0.054817	0.006165	0.0	0.036638	0.11787	0.020379	0.078796	0.012417	0.229166	0.023884	0.111643	0.002815	0.159881
SFXN3	0.401954	0.579585	0.284272	0.303129	0.880796	0.336329	0.835979	0.209176	0.385535	0.314102	0.259318	1.0	0.191156	0.211549	0.068022	0.269973	0.0	0.260234	0.024378	0.220603
SH3BP2	0.583626	0.83124	0.293301	0.760033	0.816076	0.356731	0.041397	0.03089	0.622464	0.224411	0.047487	0.188352	0.108616	0.088186	0.325787	0.2172	0.829078	1.0	0.065539	0.089175
SIDT1	0.041999	0.069891	0.277885	0.214769	0.531925	0.309756	0.016626	0.152413	0.08452	0.444241	0.17018	0.112704	0.000661	0.0	0.642498	0.056492	1.0	0.098993	0.218495	0.176917
SIGLEC6	0.052544	0.113334	0.094325	0.0978	0.102767	0.047555	1.0	0.186435	0.092056	0.045149	0.0	0.145704	0.01676	0.043094	0.379595	0.056088	0.122346	0.136776	0.029712	0.468357
SLC12A3	0.186341	0.289404	0.149725	0.066002	0.09673	0.122978	0.159152	0.046145	0.088849	0.03728	0.174182	0.249324	0.00967	0.0	0.211782	0.127368	0.138807	0.256189	0.219504	1.0
