Bleh	CD4.positive..alpha.beta.T.cell	CD14.positive..CD16.negative.classical.monocyte	mature.neutrophil	cytotoxic.CD56.dim.natural.killer.cell	memory.B.cell	CD38.negative.naive.B.cell	macrophage	memory.CD4.positive.alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
MOXD1	0.006661	7.6e-05	0.004916	0.002369	0.149931	0.418707	0.002733	0.0	0.002433
MS4A1	0.000113	0.00132	0.000183	0.001177	0.81396	1.0	0.0	0.000671	0.010007
MS4A3	0.000752	0.002657	0.089368	0.000332	0.0	0.0	0.000339	0.0	0.0
MS4A6A	0.000192	0.442045	0.024346	3.4e-05	0.0	0.000137	0.010014	0.000417	0.000146
MSR1	1.2e-05	0.019062	0.000151	7.5e-05	0.003252	9.2e-05	1.0	4.3e-05	0.0
MTMR11	0.001619	0.182574	0.000876	0.001425	0.0	0.0	0.002662	0.000347	0.00071
NCAM1	0.0	0.003619	0.004279	1.0	0.00026	0.001538	0.001226	0.000558	0.005323
NCAPH	0.000425	0.001123	0.004125	0.005481	0.000755	0.000409	1.0	0.00397	0.011168
NCR1	0.000716	0.003248	0.053992	1.0	0.001356	0.000726	7.2e-05	0.000377	0.011504
NEFL	0.096594	0.000856	0.002636	0.0	0.0	0.0	0.000532	0.911724	0.01083
NELL2	0.602353	0.003161	0.000609	0.001298	0.000562	0.0	0.0	0.180946	0.290279
NES	0.011319	0.000291	0.001876	0.0	0.0	0.004138	0.566287	0.0	0.0
NID1	0.009938	0.398421	0.004408	0.0	0.0	0.001747	0.030458	0.001045	0.0
NKG7	2.2e-05	2.4e-05	1.7e-05	0.008955	6e-06	5e-06	0.0	9e-05	0.002531
NLGN4Y	0.001103	0.001749	0.003122	0.016354	0.0	0.0	0.01155	0.0	0.443005
NLRP3	0.000219	0.264643	0.018539	0.000368	4.6e-05	0.0	0.003141	0.001703	0.000588
NMUR1	0.000897	0.000248	0.002018	0.814705	0.0	0.000659	0.009749	0.003989	0.064271
NOG	0.649409	0.00063	0.000607	0.0	0.0	0.0	0.0	0.011905	0.005837
NPAS2	0.236682	0.001854	0.001691	0.0	0.0	0.0	0.057606	0.020447	0.00514
NPDC1	0.069078	0.011917	0.00768	0.000652	0.0	0.0	0.005756	1.0	0.192766
NRCAM	0.109298	0.000447	0.007955	0.0	0.001887	0.004233	0.036774	0.0	0.004279
NRP1	0.004166	0.020302	0.000134	0.0	0.0	0.0	1.0	0.00026	0.0
NT5E	0.023372	0.00043	0.000645	0.001579	0.159073	1.0	0.0	0.04321	0.032746
NTN4	0.021942	0.000271	0.004481	0.000932	0.0	0.0	0.0	0.165716	0.078165
NTNG1	0.000634	0.000389	0.001535	0.009988	0.209582	0.037711	0.0	0.0	0.0
NUPR1	0.000202	0.000458	0.003979	0.0	0.0	0.0	1.0	0.00201	0.000426
NXPH4	0.002138	0.0	0.001261	0.003741	0.256039	0.032071	0.000696	0.0	0.0
OLFM1	0.000143	0.27382	0.002903	0.0	0.0	0.001427	0.001796	0.0	0.0
OLFM4	0.0	0.000675	0.550707	0.003015	0.00552	0.003966	0.0	0.0	0.0
OSBPL10	0.000683	0.001436	0.000122	0.002121	1.0	0.79585	0.0	0.000531	0.00032
OSR2	7.1e-05	0.163921	0.009454	0.004373	0.0	0.0	0.0	0.0	0.010115
OTX1	0.000165	0.0	1.0	0.002701	0.020526	0.011307	0.0	0.0	0.0
P2RX5	0.018423	0.004204	0.004007	0.005381	1.0	0.831998	0.0	0.017234	0.022284
PACSIN1	0.00841	0.001042	0.001101	0.004803	0.007694	0.0	0.0	0.012931	0.081958
PANX2	0.000167	0.008812	0.347564	0.000231	0.0	0.0	0.000305	0.000203	0.0
PAQR5	0.000148	8.4e-05	0.048578	0.000791	0.0	0.0	1.0	0.0	0.0
PARM1	0.002271	0.008793	0.000631	0.00063	0.100991	0.465691	0.007155	0.0	0.0
PAX5	2.5e-05	0.000416	0.000112	0.00151	0.679951	1.0	0.0	0.0	0.0
PCDH1	0.008244	0.000193	0.001009	0.953995	0.0	0.0	0.024549	0.0	0.069695
PCDH9	0.007723	0.001367	0.001851	0.012138	0.087562	1.0	0.0	0.001485	0.001376
PCSK1N	0.012303	0.000149	0.001388	0.0	0.0	0.0	0.00119	0.073564	0.046065
PDCD1	0.004712	0.001583	0.001355	0.002838	0.007022	0.0	0.002193	0.138408	0.324074
PDGFD	0.000913	0.000289	0.002299	0.519932	0.001557	0.000929	0.0	0.002227	0.063003
PHOSPHO1	0.0	0.001764	1.0	0.003281	0.000819	0.000407	0.006517	0.000111	0.001
PI16	0.037017	0.000317	0.007242	0.005962	0.009539	0.035425	0.0	0.586545	0.044625
PID1	0.0	0.633372	0.002533	0.000902	0.0	0.001026	0.003735	0.0	0.0
PKIG	0.005642	0.001622	0.00066	0.0	1.0	0.985332	0.004611	0.000925	0.00228
PLD4	0.000626	0.057639	0.002834	0.000881	1.0	0.199299	0.010715	0.00027	0.0
PLEKHG1	0.002486	0.000651	0.009689	0.0014	1.0	0.892378	0.0	0.007785	0.033975
PLEKHG5	0.146203	0.000528	0.002646	0.005884	0.007732	0.004201	0.0	0.270002	0.07082
PLEKHG7	0.001184	6.6e-05	0.001854	0.004421	0.317297	0.027273	0.000497	0.0	0.002128
PLEKHH2	1.0	0.002151	0.014159	0.0	0.06815	0.064349	0.000881	0.155679	0.045804
PLIN5	0.002871	0.027339	1.0	0.0	0.00384	0.0	0.000201	0.002184	0.005146
PLXDC1	1.0	0.006441	0.004682	0.060008	0.0	0.001279	0.001015	0.124376	0.130178
PNOC	0.000848	0.029927	0.001129	0.001134	1.0	0.769903	0.000176	0.000422	0.0
PNPLA3	0.006073	0.000241	0.002126	0.00594	0.0	0.0	0.563123	0.0	0.0
POU2AF1	0.008295	0.002346	0.000768	0.001578	0.945943	1.0	0.0	0.003808	0.000564
PPARG	0.000872	0.013526	0.003175	0.0	0.0	0.001247	1.0	0.004597	0.000646
PPP1R14A	0.000691	0.001144	0.000477	0.001693	0.224986	0.089258	0.0	0.0	0.0
PPP1R2P9	0.030154	0.0	0.00257	0.051237	0.518924	0.0	0.0	0.874119	0.014519
PRF1	0.00081	0.000197	0.000182	0.327408	0.000176	0.000162	0.0	0.003455	0.066455
PRLR	0.0	0.147654	0.004344	0.0	0.003752	0.002784	0.007311	0.0	0.0
PROK2	9e-05	0.027906	0.613362	0.000779	0.0	0.0	1e-05	0.000796	0.011433
PRSS23	0.001099	0.000304	0.000772	0.357628	0.0	0.000126	0.001536	0.000777	0.053584
PRSS35	0.00036	8.2e-05	0.000806	0.000804	0.0	0.0	0.001681	0.004496	0.042886
PTGDR	0.003216	0.001183	0.00752	1.0	0.001121	0.000535	0.0	0.026581	0.145214
PTPN13	0.008755	0.042094	0.002316	0.0	0.0	0.001832	0.072873	0.831715	0.0292
PTPRG	0.007974	0.0	0.00311	0.026998	0.266344	0.026164	0.000732	0.000859	0.003024
PTPRK	0.027166	0.000266	0.000157	0.002699	0.483484	1.0	0.0	0.004007	0.004327
PTX3	0.003581	1.0	0.052876	0.001509	0.00257	0.005328	0.140508	0.000374	0.000269
RAPGEF5	0.012327	0.0	0.002357	0.009913	0.198236	1.0	0.00531	0.003594	0.012883
RARRES1	0.00021	0.000385	0.025548	0.000713	0.0	0.0	1.0	0.004572	0.0
RCAN2	0.000647	0.000386	0.001055	0.021076	0.0	0.0	0.0	0.00928	0.062306
RDM1	0.003156	0.0	0.000957	0.043577	0.0	0.0	0.007448	0.006208	0.095188
RETN	0.001261	0.38606	0.045339	0.0	0.0	0.0	0.001011	0.001417	0.0
RFPL2	0.110062	0.042463	0.007437	0.0	0.0	0.0	0.047263	0.456718	0.031495
RGS20	8.8e-05	0.0	0.001715	0.0	0.0	0.003227	1.0	0.002009	0.002066
RMRP	1.0	0.127626	0.061823	0.014498	0.0	0.0	0.067055	0.000838	0.010237
RNASE2	5.6e-05	0.174388	0.017274	0.00017	0.0	0.0	0.000131	0.0	0.0
RNF128	0.000157	0.0	0.001023	0.0	0.0	0.002256	1.0	0.003949	0.0
RNF157	1.0	0.004143	0.006326	0.073968	0.001095	0.004913	0.000377	0.343504	0.114099
RNF165	0.002704	0.000751	0.00468	0.164991	0.0	0.0	0.000698	0.005236	0.001207
RNF175	0.298649	0.015233	0.075934	0.0	0.0	0.001782	4.2e-05	0.004763	0.0
RORC	0.011284	0.000332	0.001643	0.001336	0.0	0.0	0.000136	0.643919	0.150572
S100P	0.000274	0.020207	0.801776	0.000522	0.0	6.8e-05	0.011311	0.000941	0.000348
S1PR5	0.000362	0.000174	0.000163	0.320852	0.000153	4.8e-05	0.0	0.000751	0.056808
SCGB3A1	0.086643	0.006894	0.000532	0.0	0.0	0.0	0.000329	0.304373	0.013452
SCIN	0.006256	0.012859	0.002194	0.0	0.002693	0.002728	1.0	0.00113	0.001677
SCN3A	0.002546	1.1e-05	0.001023	0.000815	0.026722	1.0	0.0	0.0	0.0
SDS	5.7e-05	0.005799	0.000195	0.0	0.0	0.000911	1.0	0.000567	0.00047
SEMA3D	0.000497	0.000177	0.001023	0.0	0.132731	0.078105	0.000839	0.0	0.0
SERPINB2	0.0	1.0	0.005328	0.000621	0.0	0.003909	0.000171	0.0	0.0
SEZ6L	0.001145	0.21272	0.00283	0.016449	0.008688	0.0	0.002246	0.0	0.0
SGCD	0.007677	0.000335	0.003395	0.086966	0.0	0.0	0.0	0.0	0.160548
SH2D1A	0.156476	0.002353	0.002352	0.424694	0.000265	0.0008	0.0	0.184307	0.629473
SH2D1B	0.000355	0.000217	0.002074	0.606662	0.000483	0.000639	0.0	0.0	3.1e-05
SIGLEC12	0.000955	0.131691	0.02318	0.002393	0.0	0.0	0.001662	0.0	0.0
SIGLEC6	0.002463	0.001304	0.001148	0.006005	0.955864	0.097526	0.000586	0.0	0.005885
SIRPG	0.221493	0.002029	0.00393	0.002265	0.0	0.0	0.0	0.349325	0.171975
SLC26A8	6.1e-05	0.045262	0.9045	0.002126	0.0	0.0	0.003565	0.0	0.0
SLC28A3	0.0	0.006137	0.019625	0.001911	0.000418	0.0	1.0	0.0	0.0
SLC30A3	0.001906	0.0	0.003096	0.0	0.0	0.002558	0.30052	0.00242	0.0
SLC38A11	2.6e-05	0.000255	0.00219	0.001199	0.207206	1.0	0.0	0.0	0.0
SLC4A10	0.015862	0.00073	0.006434	0.228496	0.0	0.0	0.0	0.109636	1.0
SLC5A9	0.000163	0.006955	0.324517	0.002387	0.003462	0.003866	0.000698	0.000992	0.0
SMPDL3B	0.001743	0.007967	0.394346	0.019112	0.0	0.0	0.000361	0.0	0.0
SOX5	0.001872	0.003772	0.00402	0.004275	0.62985	0.093238	0.0	0.0	0.009216
SPARC	0.003158	0.009338	0.000563	0.000329	0.000261	0.00077	1.0	0.0009	0.000112
SPIB	1.8e-05	0.002165	0.002269	0.000792	1.0	0.360634	0.0	0.000483	0.000285
SPOCD1	0.000402	0.00097	0.00018	0.000381	0.0	0.0	1.0	0.000933	0.0
ST18	0.000463	0.026119	0.005215	0.0	0.0	0.0	1.0	0.0	0.001224
ST6GALNAC1	0.091395	0.005209	0.016304	0.001085	0.0	0.0	0.0	0.684627	0.002083
ST8SIA1	0.046169	0.001208	0.004422	0.001969	0.0	0.0	0.000868	0.236268	0.159794
ST8SIA6	0.023412	0.00428	0.007281	1.0	0.003499	0.0	0.008004	0.037018	0.133736
STAB1	0.002254	1.0	0.003155	0.000873	0.0	0.001851	0.038942	0.0	0.0
STYK1	0.007543	0.001379	0.062562	0.104335	0.0	0.009335	0.000282	0.006243	0.635327
SUSD4	0.27244	0.013613	0.001075	0.000753	0.0	0.0	0.001438	0.237435	0.056342
SYN3	0.000786	9.4e-05	0.000792	0.003718	0.007578	1.0	0.002426	0.0	0.0
SYNPO	0.004748	0.001012	0.025992	0.00163	0.486763	0.26337	0.000602	0.002153	0.0
SYT17	0.000276	0.047115	0.002849	0.004584	0.082987	1.0	0.046195	0.0	0.0
TCEA3	0.28802	0.002081	0.000318	0.00146	0.000258	0.000127	0.0	0.132625	0.018094
TCL1A	3.4e-05	0.000189	6.8e-05	0.000717	0.019555	1.0	0.0	0.0	0.0
TCL1B	0.000509	0.0	0.000672	0.0	0.003102	0.437632	0.0	0.001401	0.002412
TCL6	0.0037	0.001969	0.023227	0.00096	0.0063	1.0	0.0	0.004967	0.014041
TEAD2	0.002231	0.0	0.006082	0.002929	0.267475	0.142239	0.004907	0.000734	0.000447
TEK	0.008992	0.000188	0.297346	0.0	0.0	0.0	0.000166	0.001028	0.0
TGFBI	9e-05	0.211717	0.000454	0.000111	0.001589	0.0	0.030469	0.001436	0.001986
TGM2	0.00714	0.011691	0.000749	0.0	0.00629	0.000428	1.0	0.001006	0.000222
TGM3	0.0	1e-05	0.243535	0.0	0.0	0.000742	0.000161	0.0	0.001088
THBS1	0.012079	1.0	0.001997	0.005143	0.000111	0.001085	0.0	0.001353	0.001215
THRB	0.004207	0.009972	0.003092	0.0	0.01834	1.0	0.512384	0.0	0.0
TIGIT	0.040716	0.003864	0.008293	0.991358	0.013718	0.005924	0.0	0.319736	1.0
TIMP3	0.000575	1.7e-05	0.000718	0.00019	0.000878	0.000889	1.0	0.0	0.0
TM4SF19	5e-06	3.1e-05	1.3e-05	0.0008	0.0	0.0	1.0	6e-06	0.000282
TMEM171	0.001224	0.000112	0.00993	0.048792	0.0	0.003148	0.000216	0.003754	0.05429
TMEM176A	0.000475	0.700271	0.004759	0.0	0.0	0.001123	0.2522	0.000227	0.0
TNC	2.3e-05	0.00131	0.000498	0.0	0.0	0.0	0.111659	0.000527	0.0
TNF	0.0	1.0	0.019138	0.000971	0.005681	0.000376	0.00044	0.006682	0.003156
TNFRSF13B	0.001986	0.000322	0.000212	0.000751	1.0	0.030055	0.0	0.0	0.0
TNFRSF21	0.000457	0.00672	0.000178	0.0	0.003324	0.00184	0.530508	0.000188	0.0
TNFRSF25	0.617476	0.005525	0.001603	0.053111	0.001463	0.002332	0.0	0.925882	0.284882
TNFRSF4	0.007543	0.000229	0.022222	0.115603	0.000705	0.0	0.007187	0.428482	0.013562
TNIP3	0.050009	0.030967	0.000993	0.033372	0.0	0.0	0.004386	0.02795	0.358253
TPPP3	0.001097	0.517533	0.146993	0.000894	0.003163	0.0	0.000151	0.002273	0.001105
TPRG1	0.010754	0.017554	0.061386	0.058195	0.003055	0.002261	0.582781	0.178189	1.0
TRIM54	0.0	9.6e-05	0.001471	0.011267	0.0	0.0	0.784869	0.001293	0.0
TSHZ2	0.570829	0.00131	0.001466	0.0	0.005379	0.02253	0.0	0.126551	0.004895
TSPAN13	0.000932	0.000388	0.062292	0.009944	0.206128	1.0	0.016831	0.000148	0.0
TSPAN18	0.208797	0.002798	0.005204	0.000216	0.00943	0.009151	0.0	0.307234	0.072924
TTC16	0.127334	0.002856	0.006818	0.188906	0.0	0.001357	0.0	0.106319	0.646392
TUSC3	0.013089	0.0	0.017741	0.002678	0.0	0.0	0.011753	1.0	0.0
UGT2B17	0.00102	8.6e-05	0.000966	0.0	0.020291	0.997562	0.0	0.0	0.0
USP2	0.003569	0.000373	0.004616	0.001591	0.0	0.0	1.0	0.004046	0.00699
VCAM1	0.003137	0.000263	0.012553	0.00359	0.0	0.0	0.023065	0.006282	0.214004
VCAN	5e-06	1.0	0.001376	0.000161	0.0	0.000211	0.000185	2e-05	0.0
VENTX	6.8e-05	0.159897	0.020934	0.000592	0.000978	0.000726	0.001673	0.000338	0.001125
VNN3	0.000531	0.028631	1.0	0.000479	0.000766	0.001475	0.000386	0.0	0.000278
VPREB3	0.000626	0.000298	0.000131	0.000615	1.0	0.974673	0.000734	0.0	0.000494
WDR86	0.004057	0.003267	0.015967	0.00867	0.028043	0.025009	0.0	0.40922	0.226509
WNT16	9.5e-05	0.000232	0.001391	0.001555	0.534539	0.136661	0.0	0.0	0.001596
WNT7A	0.082149	0.000227	0.002692	0.0	0.0	0.0	0.0	0.112672	0.015075
WSCD2	0.001834	0.0	0.001527	0.003232	0.19307	0.0	0.001366	0.0	0.003221
XCL1	0.007743	0.00038	0.00058	0.265244	0.0	0.0	3e-05	0.009138	0.376792
XCL2	0.001751	0.000602	0.000974	1.0	0.0	0.0	0.0	0.000588	0.003953
ZBTB32	0.016964	0.0	0.00186	0.001024	0.615328	0.014988	0.000469	0.013909	0.037903
ZNF462	0.095584	0.00564	0.00371	0.004147	0.0	0.0	0.058379	0.384393	0.025547
ZNF503	0.000649	0.078129	0.003644	0.0	0.0	0.0	0.008354	0.000602	0.0
ZNF662	0.620929	0.00263	0.002444	0.057441	0.0	0.011437	0.001603	0.02852	0.045202
ZNF683	0.000354	0.000159	0.000489	0.011734	0.0	0.0	0.0	0.001665	0.072428
ZNF860	0.000586	0.000985	0.000863	0.002412	1.0	0.985025	0.000412	0.000913	0.0
