Row	ascites7873R1	ascites7873R2	ascites7882R1	ascites7882R2	ascites7892R1	ascites7892R2
TBC1D12	0.343839	0.322407	0.22284	0.242133	0.208943	0.226314
TBC1D4	0.164569	0.19765	0.131756	0.113077	0.187819	0.144061
TBX21	0.019085	0.024023	0.020155	0.025138	0.020066	0.021926
TCF4	0.056268	0.060059	0.036229	0.02568	0.042123	0.029835
TCL1A	0.013341	0.018081	0.011815	0.017195	0.014696	0.01981
TGFBR3	0.030732	0.019182	0.027211	0.02539	0.050704	0.035211
THEMIS	0.13483	0.133789	0.108964	0.108477	0.114761	0.126802
THRB	0.555924	0.374377	0.672113	0.684595	0.604363	0.613345
TIGIT	0.498354	0.596368	0.517681	0.644685	0.563237	0.543634
TJP2	0.260425	0.275872	0.445174	0.446292	0.622973	0.51174
TKT	0.076656	0.160944	0.34575	0.340039	0.339801	0.281984
TKTL1	0.012136	0.016709	0.014453	0.016892	0.019576	0.021039
TLE1	0.209494	0.170551	0.389863	0.421201	0.355166	0.357211
TLR10	0.090143	0.089214	0.056837	0.064447	0.068763	0.070202
TLR3	0.492238	0.424467	0.303522	0.326399	0.333828	0.359476
TLR4	0.864903	0.813579	0.397522	0.454032	0.3432	0.426687
TLR7	0.190456	0.16045	0.068816	0.076095	0.071801	0.066275
TMEM14A	0.093313	0.090589	0.097142	0.134432	0.118383	0.158026
TMEM170B	0.18566	0.158376	0.115455	0.127233	0.111019	0.107035
TMEM176B	0.038467	0.047446	0.02426	0.029321	0.030628	0.033707
TNFAIP6	0.030037	0.028119	0.028386	0.035349	0.076326	0.129256
TNFRSF10C	0.088287	0.114857	0.053471	0.063655	0.051797	0.058628
TNFRSF17	0.051837	0.064049	0.034409	0.048859	0.039046	0.047125
TNFRSF21	0.076295	0.072372	0.099806	0.111056	0.139138	0.109911
TOB1	0.084323	0.080471	0.091145	0.100033	0.122028	0.098769
TOX2	0.068791	0.068791	0.058644	0.082183	0.071104	0.069196
TPM2	0.051194	0.069016	0.126893	0.075055	0.076809	0.100185
TRAC	0.053942	0.071257	0.047801	0.082635	0.054933	0.081819
TRAT1	0.083864	0.090797	0.056813	0.063594	0.057295	0.062341
TREM1	0.210835	0.230453	0.157036	0.189176	0.233819	0.279314
TRIB2	0.130225	0.118189	0.274951	0.269795	0.283484	0.253442
TSPAN13	0.071191	0.064803	0.061627	0.08305	0.076368	0.083216
TSPAN33	0.039389	0.035788	0.007809	0.016556	0.004778	0.004665
TST	0.050324	0.059011	0.054638	0.070194	0.045307	0.045804
TTC39A	0.264957	0.255838	0.321407	0.437493	0.377994	0.540641
TXK	0.155847	0.163598	0.116311	0.129577	0.161199	0.131031
UBASH3A	0.13588	0.132973	0.114958	0.13858	0.140099	0.143243
UGCG	0.127582	0.127632	0.066197	0.065501	0.098335	0.127488
VASH2	0.290853	0.299114	0.384517	0.33029	0.389207	0.29706
VCAN	0.770962	0.713446	0.343337	0.365836	0.580044	0.398347
VEGFA	0.318526	0.4309	1.0	0.618878	0.539	0.528135
VNN2	0.019041	0.01669	0.007316	0.012223	0.01233	0.017605
VNN3	0.028138	0.033249	0.027936	0.033923	0.044829	0.045241
VPREB3	0.007176	0.0	0.012329	0.01038	0.009921	0.007513
VPS37B	0.120756	0.126181	0.177939	0.222001	0.210931	0.183571
VSTM1	0.083775	0.073277	0.069722	0.0	0.001455	0.145307
XCL1	0.013872	0.015072	0.009698	0.013849	0.011805	0.011586
YES1	0.318725	0.242897	0.409795	0.499679	0.506843	0.497896
YPEL1	0.100326	0.115884	0.096267	0.115577	0.094836	0.108282
ZAP70	0.040118	0.061343	0.075748	0.070559	0.08863	0.090073
ZBTB16	0.065276	0.07533	0.062125	0.070828	0.063588	0.066327
ZBTB46	0.07985	0.080071	0.093121	0.094227	0.086397	0.088014
ZEB1	0.814432	0.739807	0.585085	0.604919	0.930877	1.0
ZNF430	0.07126	0.052605	0.045071	0.051737	0.054838	0.093471
ZNF503	0.226577	0.202237	0.162416	0.168289	0.169664	0.153859
ZNF711	0.159234	0.137242	0.135929	0.16761	0.152012	0.155951
ZNF827	0.019436	0.015226	0.015809	0.018875	0.039644	0.015881
ZNF836	0.289216	0.300928	0.291628	0.289005	0.320178	0.257042
