Symbol	Monocytes_CD14+CD16-	Dendritic_cells_(BDCA1+)	Dendritic_cells_(BDCA3+)	Dendritic_cells_(plasmacytoid+)	T_cells_(CD4+)	T_cells_(CD8+)	NK_cells	Neutrophils	B_cells
NLRC3	0.004685	0.00992	0.0	0.030234	1.0	0.64152	0.799249	0.019715	0.131485
NLRC4	1.0	0.568626	0.233642	0.02214	0.013042	0.011063	0.0	0.890757	0.03906
NLRP7	0.032709	0.036432	0.095706	1.0	0.016573	0.024877	0.029493	0.038543	0.036287
NOG	0.006655	0.003062	0.001178	0.0	1.0	0.193998	0.003298	0.01828	0.007538
NPC1	0.025204	0.019056	0.062609	1.0	0.031992	0.048519	0.088415	0.020191	0.0
NRP1	0.00702	0.002419	0.022192	1.0	0.000688	0.00068	0.001683	0.001388	0.0
NT5E	0.00056	0.003361	0.001905	0.001793	0.031573	0.100536	0.0	0.00708	0.468406
OASL	0.150298	0.02331	0.014662	0.0	0.065636	1.0	0.29769	0.648054	0.035471
OCIAD2	0.016473	0.090063	0.166784	0.386204	0.748711	1.0	0.368905	0.037273	0.251729
ODF2L	0.030062	0.0	0.013138	0.040528	0.351752	1.0	0.282134	0.031799	0.440904
OLFM4	0.017222	0.004921	0.0	0.016402	0.993944	1.0	0.024603	0.509765	0.019682
OLIG1	1.0	0.005388	0.0	0.003739	0.008097	0.004618	0.001649	0.339898	0.005278
OXNAD1	0.006972	0.0	0.001392	0.014078	0.842145	1.0	0.093675	0.001938	0.045713
P2RX5	0.012797	0.068259	0.027022	0.03455	0.096021	0.059336	0.043801	0.010448	1.0
P2RY10	0.0	0.03166	0.049916	0.019688	0.14276	0.381152	0.040915	0.302112	0.697856
PACSIN1	0.001175	0.000705	0.050797	1.0	0.014003	0.002467	0.129401	0.005099	0.0
PADI4	1.0	0.01494	0.0	0.00122	0.001663	0.031381	0.003049	0.841528	0.063115
PAK1	0.221985	0.583873	0.458362	0.0624	0.009501	0.009377	0.027615	0.15748	0.0
PAPD5	0.050091	0.042983	0.023021	0.014694	0.082957	0.157915	1.0	0.072458	0.02738
PDGFC	1.0	0.615002	0.456952	0.855614	0.0045	0.005895	0.0	0.042924	0.017582
PDK4	0.620908	0.902732	0.110295	0.003308	0.003642	0.0	0.031497	0.163421	0.024417
PDLIM1	0.012421	0.416051	0.383297	0.028001	0.0	0.028117	0.127875	0.08896	0.915829
PFKFB2	0.009532	0.0165	0.036925	1.0	0.004354	0.0	0.013022	0.038316	0.004682
PFN2	0.005195	0.000133	0.003902	0.0	0.069013	0.107541	0.039955	0.007511	0.02528
PGAP1	0.015441	0.03124	0.288077	0.0	0.182411	0.987358	0.039348	0.050175	0.006677
PHLDA2	0.14976	1.0	0.534613	0.026045	0.013459	0.002003	0.106466	0.036737	0.0
PI3	0.034974	0.012778	0.012048	0.008696	0.008889	0.011611	0.008297	1.0	0.015135
PIK3IP1	0.087057	0.031047	0.013606	0.024354	1.0	0.861189	0.581376	0.071307	0.106369
PKHD1L1	0.008626	0.029119	0.021538	0.028171	0.0	0.005646	0.007797	0.028171	0.677795
PKIB	0.00691	1.0	0.412402	0.008144	0.0	0.005574	0.007385	0.003437	0.007764
PKIG	0.0	0.024135	0.073474	0.064975	0.003047	0.013901	0.010623	0.00276	0.246742
PKP2	0.055127	0.143376	1.0	0.0	0.011384	0.007539	0.021779	0.028312	0.013612
PLA2G7	1.0	0.466971	0.257092	0.017457	0.00101	0.011506	0.0	0.013886	0.022813
PLCB1	1.0	0.037582	0.0	0.074377	0.105966	0.088059	0.938757	0.057691	0.043288
PLS3	6e-05	0.015769	0.049366	0.125472	0.000672	0.0	0.000642	0.000422	0.000189
PNOC	0.041444	0.006805	0.039984	0.506754	0.0	0.011613	0.001231	0.008318	1.0
PON2	0.054104	0.751495	0.71036	0.481099	0.020647	0.021097	0.147545	0.0	0.00535
POU2AF1	0.002219	0.036261	0.00468	0.001525	0.022356	0.01017	0.0	0.00251	0.834409
PPBP	0.457432	0.003983	0.003147	0.010325	0.06341	0.097438	0.022323	0.72428	1.0
PPM1J	0.009652	0.071369	0.614223	1.0	0.0	0.002273	0.004085	0.011979	0.024423
PPP1R14A	0.013524	0.639976	1.0	0.957824	0.000667	0.007053	0.048289	0.040342	0.231968
PRKCQ	0.042859	0.009737	0.017114	0.0	1.0	0.719999	0.336825	0.047861	0.048392
PROK2	0.089055	0.0	0.000216	0.000584	0.002707	0.022096	0.008846	1.0	0.002401
PRSS23	0.003348	0.0	0.00497	0.000141	0.004915	0.060406	0.323592	0.004258	0.006732
PTGDS	0.002861	0.003279	0.116785	1.0	0.018308	0.014593	0.352111	0.001229	0.0
PTGS1	0.145217	1.0	0.538491	0.107865	0.005382	0.009463	0.010594	0.110228	0.049438
PTGS2	0.030592	0.023438	0.009517	0.001282	0.0	0.000203	0.000267	1.0	0.000211
PVRIG	0.01299	0.004015	0.0	0.006173	1.0	0.549337	0.223837	0.049082	0.368207
PYHIN1	0.001136	0.001794	0.000359	0.0	0.413391	0.372296	1.0	0.006554	0.045808
RAB30	0.006833	0.004316	0.007625	0.0	0.013366	0.20143	0.03352	0.000748	0.524093
RARRES3	0.18084	0.08111	0.031064	0.0	0.528936	1.0	0.401318	0.038119	0.252258
RASD1	0.012315	0.035476	0.08644	1.0	0.007001	0.011559	0.013147	0.007588	0.009881
RASGRP1	0.003572	0.002935	0.00555	0.0	1.0	0.688091	0.639602	0.046289	0.116967
RASGRP3	0.0	0.070781	0.143807	0.016304	0.014351	0.010251	0.004784	0.000996	0.299914
RASSF4	0.47021	1.0	0.582247	0.004812	0.000571	0.004183	0.204483	0.0	0.000909
RBMS3	0.000162	0.0	0.024774	0.397027	0.009459	0.002535	0.001293	0.00349	0.003231
RBP7	1.0	0.004905	0.00221	0.0	0.003743	0.001932	0.009863	0.488915	0.011696
RGS7	0.009	0.0	0.027737	1.0	0.008074	0.010736	0.002066	0.008911	0.02095
RHOH	0.0	0.020662	0.017703	0.063409	0.544496	0.537387	0.628279	0.073751	0.656001
RIN2	1.0	0.245637	0.041829	0.011174	0.000207	0.000145	0.0	0.016475	0.004845
RNASE2	1.0	0.330184	0.008751	0.011994	0.026396	0.040335	0.0	0.578127	0.018784
RNF165	0.003075	0.000124	0.006026	0.111946	0.00227	0.00863	1.0	0.0	0.006337
ROBO1	0.006053	0.200415	0.784624	0.018233	0.000408	0.009864	0.000299	0.0	0.004035
RORA	0.0	0.000693	0.000963	0.014091	0.138873	0.871777	1.0	0.006237	0.007854
RPL36	0.470939	0.167733	0.140716	0.086294	0.969794	1.0	0.732476	0.0	0.915184
RRAS2	0.0	0.008277	0.00995	0.023993	0.067029	0.131782	0.200151	0.005512	0.412399
RTN1	0.324346	1.0	0.160533	0.006994	0.001629	0.000187	0.006784	0.023828	0.0
S100A12	1.0	0.017412	0.0	4.2e-05	0.045859	0.033884	0.017803	0.737694	0.022118
S100A8	1.0	0.13222	0.011762	0.008948	0.131453	0.122148	0.060259	0.981979	0.273863
S100A9	1.0	0.069568	0.005352	0.0	0.053378	0.047903	0.030617	0.791517	0.02546
S100B	0.000292	0.010761	0.023473	0.0	3e-05	0.004104	0.000737	0.000142	0.000324
S100P	0.094427	0.00273	0.002163	0.005784	0.008301	0.016462	0.004972	1.0	0.003426
S1PR1	0.002938	0.002962	0.0	0.013232	0.195338	0.406909	0.20707	0.015128	0.036635
S1PR5	0.002406	0.005501	0.003012	0.003201	0.006077	0.091817	1.0	0.009453	0.001815
SCML1	0.032799	0.275849	0.461645	0.0	0.177109	1.0	0.421642	0.003564	0.031092
SCML4	0.005498	0.000579	0.000651	0.0	1.0	0.419487	0.252424	0.149877	0.039358
SCN3A	0.021252	0.004122	0.008243	0.025245	0.004918	0.030793	0.0	0.008964	1.0
SCN9A	0.001143	0.059756	0.16311	1.0	0.0	0.001689	0.004573	0.01061	0.007317
SERPINF1	0.009573	0.095519	0.257164	1.0	0.004047	0.0027	0.0	0.001087	0.005642
SH2D1A	0.004176	0.000995	0.001824	8.3e-05	0.174754	1.0	0.171355	0.015138	0.015461
SIRPG	0.015886	0.003426	0.010072	0.023051	0.703918	0.292756	0.0	0.025169	0.03551
SIRT2	0.019759	0.015645	0.007782	0.011511	0.030907	0.029744	1.0	0.105739	0.0
SKAP1	0.016286	0.00492	0.002884	0.0	1.0	0.452908	0.65109	0.029111	0.204081
SKI	0.026356	0.002114	0.005687	0.0	0.059652	1.0	0.224264	0.255468	0.04287
SLAMF1	0.02384	0.010638	0.0	0.003675	0.231986	0.447717	0.003288	0.015745	0.403483
SLAMF6	0.043528	0.006624	0.005229	0.009268	0.353034	0.319721	0.0135	0.064546	0.707448
SLAMF8	0.057916	0.484664	1.0	0.006707	0.0	0.011171	0.00769	0.003362	0.006461
SLC22A4	0.162935	0.033877	0.010473	0.000582	0.00606	0.013552	0.0	1.0	0.007047
SLC41A2	0.001835	0.695823	0.884932	1.0	0.0	0.00233	0.001596	0.000375	0.007702
SLC46A2	1.0	0.071372	0.032017	0.014508	0.014296	0.013225	0.0	0.022045	0.026348
SLC7A7	1.0	0.311325	0.113826	0.014822	0.010645	0.004338	0.009257	0.210073	0.09895
SLFN13	0.000274	0.010422	0.015634	0.0	0.0376	0.028313	0.711465	0.015579	0.001097
SLFN5	0.087185	0.01386	0.0	0.007154	0.857586	1.0	0.042475	0.021193	0.051641
SMPD3	0.012426	0.023673	0.097835	1.0	0.009679	0.005429	0.0	0.075956	0.045327
SMPDL3A	1.0	0.017437	0.0043	0.011943	0.010293	0.007607	0.021259	0.083124	0.0
SNHG9	0.108916	0.007022	0.0	0.012891	0.13086	1.0	0.934523	0.04932	0.208347
SPATS2L	0.052096	0.973444	1.0	0.23152	0.048819	0.028915	0.050287	0.011742	0.0
SPOCK2	0.019307	0.016749	0.040227	0.024436	1.0	0.607995	0.49994	0.0724	0.085371
SPON2	0.00599	0.007143	0.012599	0.06608	0.011897	0.071063	1.0	0.006405	0.007749
SRPX	0.00131	0.0	0.031115	0.609459	0.002346	0.002912	0.000983	0.000838	0.007009
SSPN	0.031187	0.022044	0.055611	0.01503	0.019402	0.032835	0.0	0.272946	0.82515
ST8SIA1	0.0	0.034888	0.015324	0.003587	0.218306	0.936094	0.025106	0.006456	0.002934
STAB1	1.0	0.081783	0.025646	0.0	0.039304	0.051509	0.020799	0.043698	0.075018
STAP1	0.0	0.00375	0.003298	0.036255	0.008812	0.005896	0.022694	0.002953	0.577419
STAT4	0.0	0.006377	0.015782	0.141817	0.49309	1.0	0.715119	0.019517	0.013741
STEAP4	0.043596	0.002658	0.001624	0.0	0.000336	0.000227	0.000221	1.0	0.00251
STMN3	0.0	0.060445	0.062666	0.024564	1.0	0.196667	0.120297	0.017358	0.029409
SWAP70	0.069695	0.260942	0.165842	0.058409	0.000452	0.0	0.040808	0.035863	0.464643
TACSTD2	0.020401	0.026611	1.0	0.00305	0.001154	0.008831	0.003935	0.03093	0.0
TBC1D12	0.321052	1.0	0.857039	0.091125	0.0	0.000395	0.118681	0.000308	0.031538
TBC1D4	0.064643	0.103379	0.101286	0.533886	1.0	0.137783	0.0	0.017043	0.029298
TBX21	0.014227	0.00223	0.003121	0.0	0.059174	0.25812	1.0	0.029385	0.031827
TCF4	0.01804	0.052421	0.182708	1.0	0.005172	0.001429	0.062028	0.001948	0.325478
TCL1A	0.003101	0.010557	0.099447	1.0	0.003486	0.012666	0.0	0.003099	0.650988
TGFBR3	0.001071	0.0	0.000208	0.070005	0.184095	0.504582	1.0	0.014917	0.003836
THEMIS	0.001041	0.0	0.0	0.001635	1.0	0.805148	0.003419	0.021377	0.001487
THRB	0.027908	0.03379	1.0	0.032079	0.004783	0.027933	0.0	0.026433	0.039778
TIGIT	0.003892	0.0	0.003013	0.01515	0.108818	0.181893	0.069052	0.01371	0.024859
TJP2	0.237452	0.174614	1.0	0.305792	0.079396	0.015949	0.058591	0.064286	0.0
TKT	1.0	0.135288	0.03306	0.002542	0.068162	0.0	0.0379	0.872419	0.053496
TKTL1	0.00375	0.001281	0.0	0.002378	0.08434	0.119466	1.0	0.093341	0.011709
TLE1	0.0	0.016524	0.00765	0.060755	0.008186	0.025481	1.0	0.018413	0.041267
TLR10	0.005382	0.041001	0.083615	0.068981	0.000781	0.005089	0.0	0.077528	0.392234
TLR3	0.007067	0.145505	1.0	0.0	0.021063	0.053183	0.093142	0.00797	0.008804
TLR4	0.357949	0.033893	0.010051	0.002234	0.00445	0.004034	0.0	1.0	0.01413
TLR7	0.140106	0.073515	0.130357	1.0	0.001807	0.0	0.000225	0.000885	0.059988
TMEM14A	0.0	0.128934	1.0	0.243815	0.172753	0.088808	0.073535	0.005638	0.196171
TMEM170B	1.0	0.422115	0.067321	0.881717	0.01706	0.007832	0.015194	0.277624	0.0
TMEM176B	1.0	0.172023	0.089409	0.003457	0.037395	0.005883	0.0	0.018144	0.050903
TNFAIP6	0.059107	0.002276	0.000365	0.0	0.000935	0.003346	0.002472	1.0	0.00649
TNFRSF17	0.0	0.002338	0.0187	0.528284	0.001428	0.006603	0.000281	0.001122	1.0
TNFRSF21	0.00198	0.057953	0.181842	1.0	0.000844	0.001016	0.018747	0.0	0.000644
TOB1	0.091561	1.0	0.306157	0.154687	0.186382	0.071394	0.075439	0.126048	0.0
TOX2	0.013088	0.007102	0.051948	1.0	0.050251	0.015734	0.10349	0.062338	0.0
TPM2	0.0	0.017099	0.060228	1.0	0.056792	0.004633	0.044894	0.002077	0.016926
TRAT1	0.001789	0.0	0.000343	0.000857	1.0	0.321505	0.002657	0.01253	0.006514
TREM1	0.133426	0.035508	4.6e-05	0.0	0.001163	0.001258	0.000378	1.0	0.003992
TRIB2	0.010945	0.047553	0.007469	0.0	1.0	0.132505	0.398779	0.021564	0.246863
TSPAN13	0.0	0.034371	0.242561	1.0	0.004081	0.001227	0.00297	0.013551	0.099834
TSPAN33	0.036772	0.468804	1.0	0.068783	0.007028	0.0	0.00828	0.021	0.077503
TST	0.301325	1.0	0.827828	0.051757	0.004164	0.003346	0.03092	0.467083	0.0
TTC39A	0.011302	0.0	0.015569	1.0	0.00479	0.01626	0.003443	0.009102	0.03488
TXK	0.002953	0.003544	0.0	0.0	0.744273	0.428854	1.0	0.015738	0.010177
UBASH3A	0.011867	0.020247	0.020022	0.013948	1.0	0.263696	0.0	0.029246	0.016423
UGCG	0.0	0.077403	0.154179	1.0	0.083137	0.042671	0.055556	0.048873	0.033622
VASH2	0.001335	0.001506	0.046467	1.0	0.001569	0.0004	0.002647	0.0	0.002191
VCAM1	0.001621	0.257371	0.443505	0.051285	0.0	0.023073	0.003743	0.008752	0.002257
VCAN	1.0	0.064492	0.0	0.000822	0.00641	0.011545	0.007443	0.02361	0.01225
VEGFA	0.048674	0.152235	0.018188	0.002254	0.0	0.000825	0.02409	0.039465	1.7e-05
VNN2	0.193211	0.006118	0.008828	0.002795	0.014961	0.014853	0.010959	1.0	0.037931
VNN3	0.053672	0.00354	0.00431	0.003832	0.001423	0.003701	0.000938	1.0	0.006275
VPREB3	0.006609	0.014601	0.005019	0.004321	0.002238	0.014273	0.0	0.006469	0.942127
VPS37B	0.110156	0.019608	0.008273	0.0	0.093331	0.04583	1.0	0.616898	0.038434
VSTM1	1.0	0.049633	0.041774	0.011995	0.021019	0.025166	0.01944	0.873622	0.025644
XCL1	0.002883	0.0	0.000153	0.001267	0.012915	0.349836	1.0	0.004456	0.007274
YES1	0.00249	0.0	0.002504	0.021628	0.025653	0.08891	1.0	0.019215	0.00996
YPEL1	0.008833	0.0	0.025604	0.223287	0.050467	0.05276	1.0	0.015248	0.007009
ZAK	0.275652	1.0	0.722735	0.023089	0.000311	0.0	0.020495	0.012071	0.005159
ZAP70	0.005965	0.0	0.002617	0.004657	1.0	0.174029	0.525091	0.021491	0.003504
ZBTB16	0.097914	0.006303	0.012455	0.0	0.087335	0.05139	1.0	0.035654	0.041867
ZBTB46	0.03716	1.0	0.982968	0.080292	0.000784	0.007197	0.014599	0.054545	0.0
ZEB1	0.0	0.012426	0.080641	0.047391	0.177276	0.363863	0.027852	0.25087	0.029566
ZNF430	0.151923	0.014333	0.016116	0.034656	0.669887	1.0	0.417584	0.276278	0.721929
ZNF503	0.384899	1.0	0.77651	0.016107	0.0	0.012803	0.195078	0.025772	0.016779
ZNF675	0.044333	0.0	0.001021	0.006127	0.123584	0.279835	0.019741	0.027638	0.497958
ZNF711	0.0	0.018422	1.0	0.343372	0.036266	0.050362	0.208468	0.001157	0.049112
ZNF827	0.0	0.003766	0.070611	0.072856	0.062225	1.0	0.497038	0.0008	0.195134
ZNF836	0.087214	0.029807	0.0	0.011446	0.167091	1.0	0.983382	0.000763	0.38391
