Symbol	Monocytes_CD14+CD16-	Dendritic_cells_(BDCA1+)	Dendritic_cells_(BDCA3+)	Dendritic_cells_(plasmacytoid+)	T_cells_(CD4+)	T_cells_(CD8+)	NK_cells	Neutrophils	B_cells
NKG7	0.003605	0.003332	0.0	0.008054	0.00725	0.594578	1.0	0.002244	0.035524
NLRC3	0.004685	0.00992	0.0	0.030234	1.0	0.64152	0.799249	0.019715	0.131485
NLRC4	1.0	0.568626	0.233642	0.02214	0.013042	0.011063	0.0	0.890757	0.03906
NLRP7	0.016408	0.020194	0.080467	1.0	0.0	0.008444	0.013137	0.02234	0.020047
NOG	0.006951	0.003359	0.001475	0.000298	1.0	0.194238	0.003595	0.018572	0.007834
NPC1	0.025204	0.019056	0.062609	1.0	0.031992	0.048519	0.088415	0.020191	0.0
NRP1	0.00266	0.000917	0.008409	0.378926	0.000261	0.000258	0.000638	0.000526	0.0
NT5E	0.001196	0.007175	0.004066	0.003827	0.067404	0.214634	0.0	0.015116	1.0
OASL	0.150298	0.02331	0.014662	0.0	0.065636	1.0	0.29769	0.648054	0.035471
OCIAD2	0.0	0.074822	0.152828	0.375924	0.744503	1.0	0.358335	0.021148	0.239196
ODF2L	0.020246	0.0	0.008848	0.027294	0.236896	0.673475	0.19001	0.021416	0.296938
OLFM4	0.017222	0.004921	0.0	0.016402	0.993944	1.0	0.024603	0.509765	0.019682
OLIG1	1.0	0.005388	0.0	0.003739	0.008097	0.004618	0.001649	0.339898	0.005278
OXNAD1	0.006972	0.0	0.001392	0.014078	0.842145	1.0	0.093675	0.001938	0.045713
P2RX5	0.010073	0.065687	0.024336	0.031885	0.093526	0.05674	0.041162	0.007717	1.0
P2RY10	0.0	0.045368	0.071527	0.028212	0.204569	0.546176	0.05863	0.432915	1.0
PACSIN1	0.001175	0.000705	0.050797	1.0	0.014003	0.002467	0.129401	0.005099	0.0
PADI4	1.0	0.01494	0.0	0.00122	0.001663	0.031381	0.003049	0.841528	0.063115
PAPD5	0.041917	0.034749	0.014614	0.006216	0.075066	0.150669	1.0	0.064477	0.019011
PDGFC	1.0	0.615002	0.456952	0.855614	0.0045	0.005895	0.0	0.042924	0.017582
PDK4	0.68781	1.0	0.122179	0.003664	0.004034	0.0	0.034891	0.18103	0.027048
PDLIM1	0.013562	0.454289	0.418524	0.030575	0.0	0.030701	0.139627	0.097136	1.0
PFKFB2	0.009532	0.0165	0.036925	1.0	0.004354	0.0	0.013022	0.038316	0.004682
PFN2	0.006472	0.000166	0.004862	0.0	0.085991	0.133996	0.049784	0.009358	0.0315
PGAP1	0.015639	0.03164	0.291766	0.0	0.184747	1.0	0.039852	0.050817	0.006763
PHLDA2	0.14976	1.0	0.534613	0.026045	0.013459	0.002003	0.106466	0.036737	0.0
PI3	0.0269	0.004518	0.003782	0.000402	0.000596	0.003342	0.0	1.0	0.006894
PIK3IP1	0.074464	0.017681	0.0	0.010896	1.0	0.859274	0.575601	0.058497	0.094043
PKHD1L1	0.012726	0.042962	0.031776	0.041563	0.0	0.00833	0.011503	0.041563	1.0
PKIB	0.003243	0.469344	0.193559	0.003822	0.0	0.002616	0.003466	0.001613	0.003644
PKP2	0.046986	0.122203	0.852326	0.0	0.009703	0.006425	0.018562	0.024131	0.011602
PLA2G7	0.792859	0.370242	0.203838	0.013841	0.000801	0.009122	0.0	0.01101	0.018087
PLCB1	1.0	0.037582	0.0	0.074377	0.105966	0.088059	0.938757	0.057691	0.043288
PLS3	0.000197	0.051926	0.162561	0.413178	0.002212	0.0	0.002115	0.001391	0.000623
PNOC	0.041444	0.006805	0.039984	0.506754	0.0	0.011613	0.001231	0.008318	1.0
PON2	0.071995	1.0	0.945263	0.64019	0.027474	0.028073	0.196336	0.0	0.007119
POU2AF1	0.002659	0.043457	0.005609	0.001828	0.026793	0.012189	0.0	0.003008	1.0
PPBP	0.455719	0.000839	0.0	0.007201	0.060454	0.094589	0.019236	0.723409	1.0
PPM1J	0.009652	0.071369	0.614223	1.0	0.0	0.002273	0.004085	0.011979	0.024423
PROK2	0.089055	0.0	0.000216	0.000584	0.002707	0.022096	0.008846	1.0	0.002401
PRSS23	0.010347	0.0	0.015358	0.000436	0.015189	0.186673	1.0	0.013158	0.020804
PTGDS	0.010172	0.010587	0.123261	1.0	0.025506	0.021818	0.356862	0.008552	0.007332
PTGS1	0.140592	1.0	0.535994	0.103038	0.0	0.004103	0.005241	0.105414	0.044295
PTGS2	0.030592	0.023438	0.009517	0.001282	0.0	0.000203	0.000267	1.0	0.000211
PVRIG	0.01299	0.004015	0.0	0.006173	1.0	0.549337	0.223837	0.049082	0.368207
PYHIN1	0.001136	0.001794	0.000359	0.0	0.413391	0.372296	1.0	0.006554	0.045808
RAB30	0.013039	0.008235	0.014548	0.0	0.025503	0.384341	0.063958	0.001427	1.0
RAB7B	0.023987	0.027011	1.0	0.037463	0.015299	0.018167	0.0	0.035068	0.027246
RARRES3	0.18084	0.08111	0.031064	0.0	0.528936	1.0	0.401318	0.038119	0.252258
RASD1	0.00779	0.031057	0.082255	1.0	0.002452	0.007031	0.008626	0.003042	0.005345
RASGRP1	0.003572	0.002935	0.00555	0.0	1.0	0.688091	0.639602	0.046289	0.116967
RASGRP3	0.0	0.20486	0.416219	0.047188	0.041537	0.029669	0.013846	0.002882	0.868042
RASSF4	0.47021	1.0	0.582247	0.004812	0.000571	0.004183	0.204483	0.0	0.000909
RBMS3	0.000407	0.0	0.062398	1.0	0.023825	0.006386	0.003256	0.00879	0.008139
RBP7	1.0	0.004905	0.00221	0.0	0.003743	0.001932	0.009863	0.488915	0.011696
RGS7	0.009	0.0	0.027737	1.0	0.008074	0.010736	0.002066	0.008911	0.02095
RHOH	0.0	0.031497	0.026987	0.09666	0.830024	0.819186	0.957741	0.112425	1.0
RIN2	0.988	0.242689	0.041327	0.01104	0.000204	0.000143	0.0	0.016277	0.004787
RNASE2	0.9152	0.302184	0.008009	0.010977	0.024157	0.036915	0.0	0.529102	0.017191
RNF165	0.003075	0.000124	0.006026	0.111946	0.00227	0.00863	1.0	0.0	0.006337
ROBO1	0.007714	0.255429	1.0	0.023238	0.000519	0.012571	0.000381	0.0	0.005143
RORA	0.0	0.000693	0.000963	0.014091	0.138873	0.871777	1.0	0.006237	0.007854
RPL36	0.470939	0.167733	0.140716	0.086294	0.969794	1.0	0.732476	0.0	0.915184
RRAS2	0.0	0.006011	0.007226	0.017425	0.048679	0.095705	0.145356	0.004003	0.299497
RTN1	0.324346	1.0	0.160533	0.006994	0.001629	0.000187	0.006784	0.023828	0.0
S100A12	1.0	0.017412	0.0	4.2e-05	0.045859	0.033884	0.017803	0.737694	0.022118
S100A8	1.0	0.124385	0.00284	0.0	0.123611	0.114222	0.051774	0.981816	0.267307
S100A9	1.0	0.069568	0.005352	0.0	0.053378	0.047903	0.030617	0.791517	0.02546
S100B	0.012427	0.458427	1.0	0.0	0.001273	0.174841	0.031405	0.006055	0.013782
S100P	0.092464	0.000568	0.0	0.00363	0.006152	0.014331	0.002816	1.0	0.001266
S1PR1	0.00722	0.00728	0.0	0.032518	0.480052	1.0	0.508886	0.037178	0.090032
S1PR5	0.000767	0.003867	0.001374	0.001563	0.004444	0.090325	1.0	0.007825	0.000175
SCML1	0.032799	0.275849	0.461645	0.0	0.177109	1.0	0.421642	0.003564	0.031092
SCML4	0.005498	0.000579	0.000651	0.0	1.0	0.419487	0.252424	0.149877	0.039358
SCN3A	0.021252	0.004122	0.008243	0.025245	0.004918	0.030793	0.0	0.008964	1.0
SCN9A	0.001143	0.059756	0.16311	1.0	0.0	0.001689	0.004573	0.01061	0.007317
SERPINF1	0.009573	0.095519	0.257164	1.0	0.004047	0.0027	0.0	0.001087	0.005642
SH2D1A	0.004094	0.000912	0.001741	0.0	0.174685	1.0	0.171286	0.015056	0.015379
SIRPG	0.022568	0.004868	0.014308	0.032746	1.0	0.415895	0.0	0.035755	0.050447
SIRT2	0.019759	0.015645	0.007782	0.011511	0.030907	0.029744	1.0	0.105739	0.0
SKAP1	0.016286	0.00492	0.002884	0.0	1.0	0.452908	0.65109	0.029111	0.204081
SKI	0.026356	0.002114	0.005687	0.0	0.059652	1.0	0.224264	0.255468	0.04287
SLAMF1	0.053247	0.023761	0.0	0.008208	0.518153	1.0	0.007344	0.035167	0.9012
SLAMF6	0.05454	0.001986	0.0	0.005752	0.495294	0.447854	0.011778	0.08447	1.0
SLAMF8	0.057916	0.484664	1.0	0.006707	0.0	0.011171	0.00769	0.003362	0.006461
SLC22A4	0.162935	0.033877	0.010473	0.000582	0.00606	0.013552	0.0	1.0	0.007047
SLC41A2	0.001835	0.695823	0.884932	1.0	0.0	0.00233	0.001596	0.000375	0.007702
SLC46A2	1.0	0.071372	0.032017	0.014508	0.014296	0.013225	0.0	0.022045	0.026348
SLC7A7	1.0	0.308325	0.109965	0.010529	0.006335	0.0	0.00494	0.206632	0.095024
SLFN13	0.000386	0.014649	0.021974	0.0	0.052849	0.039796	1.0	0.021897	0.001542
SLFN5	0.086216	0.013706	0.0	0.007074	0.848049	0.988879	0.042003	0.020957	0.051066
SMPD3	0.012426	0.023673	0.097835	1.0	0.009679	0.005429	0.0	0.075956	0.045327
SMPDL3A	0.272489	0.004751	0.001172	0.003254	0.002805	0.002073	0.005793	0.02265	0.0
SNX8	0.164554	0.904843	1.0	0.155758	0.005961	0.0	0.022317	0.015545	0.09468
SPATS2L	0.052096	0.973444	1.0	0.23152	0.048819	0.028915	0.050287	0.011742	0.0
SPIB	0.010581	0.12517	0.152559	1.0	0.008199	0.015268	0.0	0.013602	0.57662
SPOCK2	0.002602	0.0	0.023878	0.007818	1.0	0.601317	0.491421	0.056599	0.06979
SPON2	0.007481	0.008632	0.01408	0.067481	0.013379	0.072457	1.0	0.007896	0.009238
SRPX	0.00215	0.0	0.051053	1.0	0.00385	0.004779	0.001612	0.001376	0.0115
SSPN	0.037796	0.026715	0.067395	0.018215	0.023514	0.039793	0.0	0.330783	1.0
ST7	0.047542	0.330993	1.0	0.335168	0.033541	0.096179	0.133612	0.0	0.013665
ST8SIA1	0.0	0.037269	0.016371	0.003831	0.23321	1.0	0.02682	0.006897	0.003135
STAB1	0.19477	0.015929	0.004995	0.0	0.007655	0.010032	0.004051	0.008511	0.014611
STAP1	0.0	0.006494	0.005711	0.062788	0.015261	0.010211	0.039303	0.005113	1.0
STAT4	0.0	0.006377	0.015782	0.141817	0.49309	1.0	0.715119	0.019517	0.013741
STEAP4	0.043596	0.002658	0.001624	0.0	0.000336	0.000227	0.000221	1.0	0.00251
STMN3	0.003132	0.063388	0.065601	0.027619	1.0	0.199183	0.123052	0.020435	0.032448
SWAP70	0.149997	0.561597	0.356924	0.125708	0.000972	0.0	0.087826	0.077184	1.0
SYTL2	0.007445	0.000931	0.0	0.000465	0.028636	0.138046	0.037688	0.00456	0.012097
TACSTD2	0.009093	0.011861	0.445714	0.001359	0.000514	0.003936	0.001754	0.013786	0.0
TBC1D12	0.321052	1.0	0.857039	0.091125	0.0	0.000395	0.118681	0.000308	0.031538
TBC1D4	0.064643	0.103379	0.101286	0.533886	1.0	0.137783	0.0	0.017043	0.029298
TBX21	0.014227	0.00223	0.003121	0.0	0.059174	0.25812	1.0	0.029385	0.031827
TCF4	0.016634	0.051065	0.181538	1.0	0.003748	0.0	0.060685	0.000519	0.324513
TCL1A	0.003101	0.010557	0.099447	1.0	0.003486	0.012666	0.0	0.003099	0.650988
TGFBR3	0.001071	0.0	0.000208	0.070005	0.184095	0.504582	1.0	0.014917	0.003836
THEMIS	0.001041	0.0	0.0	0.001635	1.0	0.805148	0.003419	0.021377	0.001487
THRB	0.027908	0.03379	1.0	0.032079	0.004783	0.027933	0.0	0.026433	0.039778
TIGIT	0.021397	0.0	0.016566	0.083289	0.598251	1.0	0.379633	0.075374	0.136668
TJP2	0.237452	0.174614	1.0	0.305792	0.079396	0.015949	0.058591	0.064286	0.0
TKT	1.0	0.135288	0.03306	0.002542	0.068162	0.0	0.0379	0.872419	0.053496
TKTL1	0.00375	0.001281	0.0	0.002378	0.08434	0.119466	1.0	0.093341	0.011709
TLE1	0.0	0.016524	0.00765	0.060755	0.008186	0.025481	1.0	0.018413	0.041267
TLR10	0.013722	0.104533	0.213177	0.175866	0.00199	0.012975	0.0	0.197656	1.0
TLR3	0.007067	0.145505	1.0	0.0	0.021063	0.053183	0.093142	0.00797	0.008804
TLR4	0.357949	0.033893	0.010051	0.002234	0.00445	0.004034	0.0	1.0	0.01413
TLR7	0.140106	0.073515	0.130357	1.0	0.001807	0.0	0.000225	0.000885	0.059988
TMEM14A	0.0	0.128934	1.0	0.243815	0.172753	0.088808	0.073535	0.005638	0.196171
TMEM170B	1.0	0.422115	0.067321	0.881717	0.01706	0.007832	0.015194	0.277624	0.0
TMEM176B	1.0	0.172023	0.089409	0.003457	0.037395	0.005883	0.0	0.018144	0.050903
TNFAIP6	0.059107	0.002276	0.000365	0.0	0.000935	0.003346	0.002472	1.0	0.00649
TNFRSF10C	0.032831	0.000692	0.001845	0.000369	0.003422	0.002235	0.0	1.0	0.00941
TNFRSF17	0.0	0.002338	0.0187	0.528284	0.001428	0.006603	0.000281	0.001122	1.0
TNFRSF21	0.00198	0.057953	0.181842	1.0	0.000844	0.001016	0.018747	0.0	0.000644
TOB1	0.091561	1.0	0.306157	0.154687	0.186382	0.071394	0.075439	0.126048	0.0
TOX2	0.013088	0.007102	0.051948	1.0	0.050251	0.015734	0.10349	0.062338	0.0
TPM2	0.0	0.017099	0.060228	1.0	0.056792	0.004633	0.044894	0.002077	0.016926
TRAC	0.005523	8.1e-05	0.001466	0.0	1.0	0.725339	0.002874	0.042664	0.123767
TRAT1	0.001789	0.0	0.000343	0.000857	1.0	0.321505	0.002657	0.01253	0.006514
TREM1	0.133426	0.035508	4.6e-05	0.0	0.001163	0.001258	0.000378	1.0	0.003992
TRIB2	0.010945	0.047553	0.007469	0.0	1.0	0.132505	0.398779	0.021564	0.246863
TSPAN13	0.0	0.034371	0.242561	1.0	0.004081	0.001227	0.00297	0.013551	0.099834
TSPAN33	0.036772	0.468804	1.0	0.068783	0.007028	0.0	0.00828	0.021	0.077503
TST	0.301325	1.0	0.827828	0.051757	0.004164	0.003346	0.03092	0.467083	0.0
TTC39A	0.011302	0.0	0.015569	1.0	0.00479	0.01626	0.003443	0.009102	0.03488
TXK	0.002953	0.003544	0.0	0.0	0.744273	0.428854	1.0	0.015738	0.010177
UBASH3A	0.011867	0.020247	0.020022	0.013948	1.0	0.263696	0.0	0.029246	0.016423
UGCG	0.0	0.077403	0.154179	1.0	0.083137	0.042671	0.055556	0.048873	0.033622
VASH2	0.001335	0.001506	0.046467	1.0	0.001569	0.0004	0.002647	0.0	0.002191
VCAN	1.0	0.064492	0.0	0.000822	0.00641	0.011545	0.007443	0.02361	0.01225
VEGFA	0.235116	0.735364	0.087858	0.010887	0.0	0.003985	0.116363	0.190636	8.3e-05
VNN2	0.19095	0.003333	0.00605	0.0	0.0122	0.012092	0.008187	1.0	0.035235
VNN3	0.052783	0.002605	0.003375	0.002897	0.000486	0.002766	0.0	1.0	0.005342
VPREB3	0.012704	0.021138	0.011026	0.010289	0.00809	0.020792	0.005729	0.012556	1.0
VPS37B	0.110156	0.019608	0.008273	0.0	0.093331	0.04583	1.0	0.616898	0.038434
VSTM1	1.0	0.044694	0.036795	0.00686	0.015931	0.0201	0.014344	0.872965	0.02058
XCL1	0.002883	0.0	0.000153	0.001267	0.012915	0.349836	1.0	0.004456	0.007274
YES1	0.00249	0.0	0.002504	0.021628	0.025653	0.08891	1.0	0.019215	0.00996
YPEL1	0.008833	0.0	0.025604	0.223287	0.050467	0.05276	1.0	0.015248	0.007009
ZAP70	0.005965	0.0	0.002617	0.004657	1.0	0.174029	0.525091	0.021491	0.003504
ZBTB16	0.097914	0.006303	0.012455	0.0	0.087335	0.05139	1.0	0.035654	0.041867
ZBTB46	0.03716	1.0	0.982968	0.080292	0.000784	0.007197	0.014599	0.054545	0.0
ZEB1	0.0	0.016843	0.109304	0.064235	0.240288	0.493196	0.037751	0.340039	0.040074
ZNF430	0.139591	0.0	0.001809	0.020618	0.665086	1.0	0.409114	0.265754	0.717886
ZNF503	0.384899	1.0	0.77651	0.016107	0.0	0.012803	0.195078	0.025772	0.016779
ZNF711	0.0	0.018422	1.0	0.343372	0.036266	0.050362	0.208468	0.001157	0.049112
ZNF827	0.0	0.003766	0.070611	0.072856	0.062225	1.0	0.497038	0.0008	0.195134
ZNF836	0.087214	0.029807	0.0	0.011446	0.167091	1.0	0.983382	0.000763	0.38391
