Bleh	CD4.positive..alpha.beta.T.cell	CD14.positive..CD16.negative.classical.monocyte	mature.neutrophil	cytotoxic.CD56.dim.natural.killer.cell	memory.B.cell	CD38.negative.naive.B.cell	macrophage	memory.CD4.positive.alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
MS4A6A	5.3e-05	0.122286	0.006735	9e-06	0.0	3.8e-05	0.00277	0.000115	4.1e-05
MSR1	3e-06	0.005297	4.2e-05	2.1e-05	0.000904	2.6e-05	0.277901	1.2e-05	0.0
MTMR11	0.008866	1.0	0.004797	0.007807	0.0	0.0	0.014583	0.001903	0.00389
MZB1	0.049137	0.001644	0.002196	0.015817	1.0	0.407388	0.0	0.004145	0.014829
NCAM1	0.0	0.003619	0.004279	1.0	0.00026	0.001538	0.001226	0.000558	0.005323
NCAPH	1.5e-05	0.000713	0.003717	0.005074	0.000346	0.0	1.0	0.003562	0.010763
NCR1	0.000716	0.003248	0.053992	1.0	0.001356	0.000726	7.2e-05	0.000377	0.011504
NCS1	0.001011	0.0	0.002621	0.025513	0.0	0.0	1.0	0.000737	0.005838
NDUFC2-KCTD14	0.004173	0.033836	0.002202	0.09931	0.0	0.0	0.002215	0.206596	0.008303
NEFL	0.105947	0.000939	0.002891	0.0	0.0	0.0	0.000584	1.0	0.011879
NELL2	1.0	0.005248	0.001011	0.002155	0.000933	0.0	0.0	0.300398	0.481908
NES	0.004925	0.000127	0.000816	0.0	0.0	0.001801	0.246408	0.0	0.0
NID1	0.024943	1.0	0.011063	0.0	0.0	0.004385	0.076448	0.002622	0.0
NKG7	0.002421	0.002708	0.001915	1.0	0.000648	0.000587	0.0	0.010041	0.282615
NLGN4Y	0.001734	0.00275	0.004908	0.025709	0.0	0.0	0.018157	0.0	0.696397
NLRP3	0.000828	1.0	0.070053	0.001389	0.000173	0.0	0.011868	0.006434	0.00222
NMUR1	0.001101	0.000305	0.002477	1.0	0.0	0.000809	0.011966	0.004897	0.078889
NOG	1.0	0.00097	0.000935	0.0	0.0	0.0	0.0	0.018332	0.008988
NPAS2	0.058086	0.000455	0.000415	0.0	0.0	0.0	0.014138	0.005018	0.001261
NPDC1	0.069078	0.011917	0.00768	0.000652	0.0	0.0	0.005756	1.0	0.192766
NRCAM	0.136185	0.000557	0.009912	0.0	0.002352	0.005274	0.04582	0.0	0.005331
NRP1	0.001516	0.007391	4.9e-05	0.0	0.0	0.0	0.364039	9.5e-05	0.0
NT5E	0.023372	0.00043	0.000645	0.001579	0.159073	1.0	0.0	0.04321	0.032746
NTN4	0.009308	0.000115	0.001901	0.000395	0.0	0.0	0.0	0.070299	0.033159
NTNG1	0.000705	0.000433	0.001707	0.011105	0.233018	0.041927	0.0	0.0	0.0
NUPR1	0.000202	0.000458	0.003979	0.0	0.0	0.0	1.0	0.00201	0.000426
NXPH4	0.001832	0.0	0.001081	0.003206	0.219408	0.027482	0.000596	0.0	0.0
OLFM1	0.000269	0.514911	0.005459	0.0	0.0	0.002683	0.003377	0.0	0.0
OLFM4	0.0	0.000993	0.809789	0.004433	0.008117	0.005832	0.0	0.0	0.0
OSBPL10	0.000683	0.001436	0.000122	0.002121	1.0	0.79585	0.0	0.000531	0.00032
OSR2	4.1e-05	0.095166	0.005489	0.002539	0.0	0.0	0.0	0.0	0.005872
OTX1	0.000154	0.0	0.93718	0.002531	0.019236	0.010597	0.0	0.0	0.0
PACSIN1	0.019617	0.002431	0.002568	0.011202	0.017946	0.0	0.0	0.030161	0.191167
PANX2	0.00048	0.025353	1.0	0.000664	0.0	0.0	0.000877	0.000585	0.0
PAQR5	0.000148	8.4e-05	0.048578	0.000791	0.0	0.0	1.0	0.0	0.0
PARM1	0.004878	0.018882	0.001356	0.001354	0.216862	1.0	0.015365	0.0	0.0
PAX5	2.5e-05	0.000416	0.000112	0.00151	0.679951	1.0	0.0	0.0	0.0
PCDH1	0.008642	0.000202	0.001058	1.0	0.0	0.0	0.025733	0.0	0.073056
PCDH9	0.007723	0.001367	0.001851	0.012138	0.087562	1.0	0.0	0.001485	0.001376
PCSK1N	0.058224	0.000707	0.00657	0.0	0.0	0.0	0.005633	0.348156	0.218009
PDCD1	0.01454	0.004885	0.004181	0.008758	0.021667	0.0	0.006767	0.427089	1.0
PDGFD	0.001756	0.000556	0.004422	1.0	0.002995	0.001786	0.0	0.004283	0.121176
PHOSPHO1	0.0	0.001764	1.0	0.003281	0.000819	0.000407	0.006517	0.000111	0.001
PI16	0.06311	0.00054	0.012346	0.010165	0.016264	0.060396	0.0	1.0	0.07608
PID1	0.0	1.0	0.003999	0.001424	0.0	0.00162	0.005896	0.0	0.0
PKIG	0.005642	0.001622	0.00066	0.0	1.0	0.985332	0.004611	0.000925	0.00228
PLD4	0.000626	0.057639	0.002834	0.000881	1.0	0.199299	0.010715	0.00027	0.0
PLEKHG1	0.002486	0.000651	0.009689	0.0014	1.0	0.892378	0.0	0.007785	0.033975
PLEKHG7	0.002271	0.000127	0.003555	0.008478	0.608426	0.052296	0.000954	0.0	0.00408
PLEKHH2	0.141954	0.000305	0.00201	0.0	0.009674	0.009135	0.000125	0.022099	0.006502
PLIN4	0.0	0.003841	1.0	0.000594	0.002417	0.003264	0.023569	0.000784	0.000811
PLIN5	0.002871	0.027339	1.0	0.0	0.00384	0.0	0.000201	0.002184	0.005146
PLXDC1	1.0	0.006441	0.004682	0.060008	0.0	0.001279	0.001015	0.124376	0.130178
PNOC	0.000848	0.029927	0.001129	0.001134	1.0	0.769903	0.000176	0.000422	0.0
PNPLA3	0.003349	0.000133	0.001172	0.003276	0.0	0.0	0.310534	0.0	0.0
POU2AF1	0.008295	0.002346	0.000768	0.001578	0.945943	1.0	0.0	0.003808	0.000564
PPARG	0.000872	0.013526	0.003175	0.0	0.0	0.001247	1.0	0.004597	0.000646
PPP1R14A	0.002973	0.004922	0.002054	0.007285	0.96823	0.384121	0.0	0.0	0.0
PPP1R2P9	0.034497	0.0	0.002941	0.058616	0.593654	0.0	0.0	1.0	0.01661
PRF1	0.002475	0.000602	0.000557	1.0	0.000538	0.000495	0.0	0.010552	0.202972
PRLR	0.0	0.20532	0.006041	0.0	0.005218	0.003871	0.010166	0.0	0.0
PRSS23	0.003073	0.000849	0.002159	1.0	0.0	0.000351	0.004294	0.002173	0.149831
PRSS30P	0.001723	0.00144	0.001023	1.0	0.001606	0.0	0.007087	0.001263	0.054153
PRSS35	0.000952	0.000216	0.00213	0.002127	0.0	0.0	0.004444	0.011888	0.113409
PRSS57	0.013269	0.028116	0.041477	1.0	0.0	0.0	0.004024	0.002856	0.003096
PTGDR	0.003216	0.001183	0.00752	1.0	0.001121	0.000535	0.0	0.026581	0.145214
PTPN13	0.009243	0.044439	0.002445	0.0	0.0	0.001934	0.076933	0.878051	0.030827
PTPRG	0.00449	0.0	0.001751	0.015202	0.149972	0.014733	0.000412	0.000483	0.001703
PTPRK	0.027166	0.000266	0.000157	0.002699	0.483484	1.0	0.0	0.004007	0.004327
RAB44	0.001086	1.0	0.080839	0.0	0.0	0.004295	0.001161	0.003773	0.0
RAPGEF5	0.002408	0.0	0.00046	0.001936	0.03872	0.195321	0.001037	0.000702	0.002516
RARRES1	0.00019	0.000349	0.023108	0.000645	0.0	0.0	0.904497	0.004135	0.0
RCAN2	0.000601	0.000359	0.00098	0.019582	0.0	0.0	0.0	0.008622	0.057891
RDM1	0.00655	0.0	0.001985	0.090431	0.0	0.0	0.015456	0.012883	0.197532
RETN	0.002322	0.710952	0.083495	0.0	0.0	0.0	0.001861	0.00261	0.0
RFPL2	0.240985	0.092974	0.016283	0.0	0.0	0.0	0.103485	1.0	0.068959
RGS20	8.8e-05	0.0	0.001715	0.0	0.0	0.003227	1.0	0.002009	0.002066
RNASE2	0.0001	0.307981	0.030506	0.0003	0.0	0.0	0.000232	0.0	0.0
RNF128	0.000157	0.0	0.001023	0.0	0.0	0.002256	1.0	0.003949	0.0
RNF157	1.0	0.003767	0.005951	0.073618	0.000718	0.004537	0.0	0.343256	0.113765
RNF165	0.0138	0.003831	0.023883	0.841906	0.0	0.0	0.003562	0.026719	0.00616
RNF175	0.364139	0.018574	0.092585	0.0	0.0	0.002173	5.1e-05	0.005807	0.0
RORC	0.017523	0.000515	0.002552	0.002075	0.0	0.0	0.000211	1.0	0.233836
S100P	0.000342	0.025203	1.0	0.000652	0.0	8.5e-05	0.014108	0.001174	0.000434
S1PR5	0.001128	0.000542	0.000508	1.0	0.000476	0.000149	0.0	0.002339	0.177054
SCGB3A1	0.284661	0.02265	0.001749	0.0	0.0	0.0	0.001081	1.0	0.044195
SCIN	0.004947	0.010168	0.001735	0.0	0.00213	0.002157	0.790749	0.000893	0.001326
SCN3A	0.002546	1.1e-05	0.001023	0.000815	0.026722	1.0	0.0	0.0	0.0
SDS	5.7e-05	0.005799	0.000195	0.0	0.0	0.000911	1.0	0.000567	0.00047
SEMA3D	0.000562	0.0002	0.001158	0.0	0.150237	0.088406	0.000949	0.0	0.0
SERPINB2	0.0	0.618358	0.003295	0.000384	0.0	0.002417	0.000106	0.0	0.0
SEZ6L	0.001205	0.223981	0.00298	0.017319	0.009148	0.0	0.002365	0.0	0.0
SGCD	0.009434	0.000412	0.004173	0.106879	0.0	0.0	0.0	0.0	0.19731
SH2D1A	0.248583	0.003737	0.003737	0.674682	0.000421	0.001271	0.0	0.292797	1.0
SH2D1B	0.000585	0.000357	0.003419	1.0	0.000797	0.001054	0.0	0.0	5.1e-05
SIGLEC12	0.003782	0.521804	0.091846	0.009482	0.0	0.0	0.006587	0.0	0.0
SIGLEC6	0.002577	0.001364	0.001201	0.006282	1.0	0.102029	0.000613	0.0	0.006156
SIRPG	0.63406	0.005807	0.01125	0.006483	0.0	0.0	0.0	1.0	0.492306
SLC22A31	0.344361	0.026036	0.031901	0.0	0.0	0.0	0.001391	0.053888	0.0
SLC26A8	6.7e-05	0.050041	1.0	0.002351	0.0	0.0	0.003941	0.0	0.0
SLC28A3	0.0	0.006137	0.019625	0.001911	0.000418	0.0	1.0	0.0	0.0
SLC30A3	0.004998	0.0	0.008116	0.0	0.0	0.006707	0.787797	0.006344	0.0
SLC35G2	0.002978	0.000108	0.005509	0.004951	0.0	0.0	0.02563	0.005357	0.08777
SLC38A11	2.6e-05	0.000255	0.00219	0.001199	0.207206	1.0	0.0	0.0	0.0
SLC4A10	0.015862	0.00073	0.006434	0.228496	0.0	0.0	0.0	0.109636	1.0
SOX5	0.002075	0.004181	0.004455	0.004738	0.698097	0.103341	0.0	0.0	0.010215
SPARC	0.003047	0.009227	0.000451	0.000218	0.00015	0.000658	1.0	0.000788	0.0
SPIB	1.8e-05	0.002165	0.002269	0.000792	1.0	0.360634	0.0	0.000483	0.000285
SPOCD1	0.000402	0.00097	0.00018	0.000381	0.0	0.0	1.0	0.000933	0.0
ST18	0.000463	0.026119	0.005215	0.0	0.0	0.0	1.0	0.0	0.001224
ST6GALNAC1	0.046397	0.002645	0.008277	0.000551	0.0	0.0	0.0	0.347552	0.001058
ST8SIA1	0.130358	0.003411	0.012485	0.005561	0.0	0.0	0.002451	0.667097	0.451175
STAB1	0.000251	0.111532	0.000352	9.7e-05	0.0	0.000206	0.004343	0.0	0.0
STEAP1B	0.003058	0.0	0.001591	0.001883	0.460952	0.796562	0.00026	0.001012	0.0
STYK1	0.006525	0.001193	0.054118	0.090252	0.0	0.008075	0.000244	0.0054	0.549576
SYBU	0.001042	2.1e-05	0.000584	0.0	0.169703	0.089892	0.000723	0.002342	0.00175
SYN3	0.000786	9.4e-05	0.000792	0.003718	0.007578	1.0	0.002426	0.0	0.0
SYNPO	0.009755	0.002079	0.053397	0.003349	1.0	0.541065	0.001237	0.004424	0.0
SYT17	0.000276	0.047115	0.002849	0.004584	0.082987	1.0	0.046195	0.0	0.0
TCEA3	1.0	0.007225	0.001103	0.00507	0.000895	0.000442	0.0	0.460472	0.062823
TCL1A	3.4e-05	0.000189	6.8e-05	0.000717	0.019555	1.0	0.0	0.0	0.0
TCL1B	0.001163	0.0	0.001534	0.0	0.007089	1.0	0.0	0.003202	0.005511
TEAD2	0.000538	0.0	0.001467	0.000707	0.064538	0.03432	0.001184	0.000177	0.000108
TEK	0.030242	0.000633	1.0	0.0	0.0	0.0	0.000557	0.003459	0.0
TGFBI	4.4e-05	0.10283	0.00022	5.4e-05	0.000772	0.0	0.014799	0.000697	0.000965
TGM2	0.00714	0.011691	0.000749	0.0	0.00629	0.000428	1.0	0.001006	0.000222
TGM3	0.0	4.1e-05	1.0	0.0	0.0	0.003048	0.000659	0.0	0.004469
THBS1	0.012079	1.0	0.001997	0.005143	0.000111	0.001085	0.0	0.001353	0.001215
THEMIS	0.582672	0.004906	0.001822	0.004759	0.0	0.000269	0.0	0.648127	1.0
THRB	0.000949	0.002249	0.000697	0.0	0.004136	0.225524	0.115555	0.0	0.0
TIGIT	0.040716	0.003864	0.008293	0.991358	0.013718	0.005924	0.0	0.319736	1.0
TIMP3	0.000575	1.7e-05	0.000718	0.00019	0.000878	0.000889	1.0	0.0	0.0
TM4SF19	5e-06	3.1e-05	1.3e-05	0.0008	0.0	0.0	1.0	6e-06	0.000282
TMEM171	0.002012	0.000185	0.016321	0.080196	0.0	0.005173	0.000354	0.00617	0.089233
TNC	2.7e-05	0.001495	0.000568	0.0	0.0	0.0	0.127429	0.000602	0.0
TNF	0.0	1.0	0.019138	0.000971	0.005681	0.000376	0.00044	0.006682	0.003156
TNFRSF13B	0.001986	0.000322	0.000212	0.000751	1.0	0.030055	0.0	0.0	0.0
TNFRSF21	0.000623	0.009146	0.000242	0.0	0.004524	0.002504	0.721989	0.000256	0.0
TNFRSF25	0.666906	0.005967	0.001732	0.057363	0.00158	0.002519	0.0	1.0	0.307688
TNFRSF4	0.019695	0.002663	0.053882	0.271352	0.003772	0.002129	0.018868	1.0	0.033713
TNIP3	0.070309	0.043536	0.001395	0.046918	0.0	0.0	0.006166	0.039296	0.503671
TPRG1	0.008512	0.015327	0.059259	0.05606	0.000796	0.0	0.581836	0.176326	1.0
TRIM54	0.0	0.000103	0.001567	0.012003	0.0	0.0	0.836113	0.001378	0.0
TSHZ2	1.0	0.002295	0.002568	0.0	0.009424	0.039469	0.0	0.221696	0.008575
TSPAN13	0.000932	0.000388	0.062292	0.009944	0.206128	1.0	0.016831	0.000148	0.0
TSPAN18	0.679602	0.009108	0.016939	0.000704	0.030694	0.029784	0.0	1.0	0.237356
TTC16	0.196993	0.004419	0.010548	0.292247	0.0	0.002099	0.0	0.16448	1.0
TUSC3	0.002965	0.0	0.004019	0.000607	0.0	0.0	0.002662	0.226532	0.0
UGT2B17	0.001023	8.7e-05	0.000969	0.0	0.020341	1.0	0.0	0.0	0.0
USP2	0.003569	0.000373	0.004616	0.001591	0.0	0.0	1.0	0.004046	0.00699
UTS2B	0.0	0.004472	0.002784	0.0086	0.295693	0.048249	0.003195	0.004578	0.007414
VCAM1	0.000326	2.7e-05	0.001306	0.000373	0.0	0.0	0.002399	0.000653	0.022259
VCAN	5e-06	1.0	0.001376	0.000161	0.0	0.000211	0.000185	2e-05	0.0
VENTX	0.0	0.899797	0.117473	0.002951	0.005128	0.003706	0.009037	0.001521	0.005954
VNN3	0.000531	0.028631	1.0	0.000479	0.000766	0.001475	0.000386	0.0	0.000278
VPREB3	0.000626	0.000298	0.000131	0.000615	1.0	0.974673	0.000734	0.0	0.000494
WDR86	0.009913	0.007983	0.039018	0.021187	0.068527	0.061113	0.0	1.0	0.553514
WNT16	0.000177	0.000434	0.002602	0.002909	1.0	0.255662	0.0	0.0	0.002986
WNT7A	0.133455	0.000369	0.004374	0.0	0.0	0.0	0.0	0.18304	0.02449
WSCD2	0.005493	0.0	0.004575	0.009682	0.578308	0.0	0.004091	0.0	0.009648
XCL1	0.016649	0.000817	0.001246	0.570347	0.0	0.0	6.5e-05	0.019649	0.810205
XCL2	0.001751	0.000602	0.000974	1.0	0.0	0.0	0.0	0.000588	0.003953
ZBTB32	0.027568	0.0	0.003022	0.001665	1.0	0.024358	0.000762	0.022604	0.061598
ZNF462	0.030662	0.001809	0.00119	0.00133	0.0	0.0	0.018727	0.123309	0.008195
ZNF503	0.001182	0.142347	0.006638	0.0	0.0	0.0	0.01522	0.001098	0.0
ZNF662	0.311819	0.001321	0.001227	0.028846	0.0	0.005744	0.000805	0.014322	0.0227
ZNF683	0.004886	0.002196	0.006755	0.162004	0.0	0.0	0.0	0.022993	1.0
ZNF860	0.000586	0.000985	0.000863	0.002412	1.0	0.985025	0.000412	0.000913	0.0
