Gene	CD14_positive_monocyte	CD16_positive_monocyte	CD4_positive_alpha_beta_T_cell	CD56bright_natural_killer_cell	CD56dim_natural_killer_cell	CD8_positive_alpha_beta_T_cell	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	macrophage_m0	macrophage_m1	macrophage_m2	memory_B_cell	myeloid_dendritic_cell	naive_B_cell	neutrophil	plasma_cell	plasmacytoid_dendritic_cell
SLC12A3	21.132358	26.68073	19.161144	14.653929	16.308177	17.721205	19.668612	13.58495	15.883879	13.107683	20.477783	24.523042	11.621312	11.100721	22.501971	17.957539	18.573363	24.892589	22.91768	64.935478
SLC15A3	258.09511	457.180637	45.339175	29.092799	40.41398	24.499045	28.375164	31.651178	17.188038	10.073251	54.450142	550.079284	1508.414675	1224.507916	68.714793	371.492818	86.774867	331.892613	50.340933	47.547334
SLC17A5	52.4116	55.07441	53.276451	33.760255	44.431964	40.912831	62.590542	18.666991	28.407142	53.978668	58.73791	204.920275	23.011273	37.038666	44.369869	36.064504	42.41731	70.253047	105.096643	30.656659
SLC1A4	40.325698	74.900672	37.776411	48.355708	55.319101	40.88737	61.846674	88.175762	31.884438	134.191471	75.41653	84.879877	117.395652	53.088537	80.552557	62.483196	68.940654	34.522247	392.219417	100.473857
SLC38A1	28.947314	24.709206	310.166576	139.456718	377.681461	424.882276	40.402033	67.823631	224.980625	264.455439	153.167668	24.955668	21.826577	21.153176	298.443971	104.800042	488.024869	62.9614	306.882129	71.19978
SLC4A1AP	72.042072	54.333815	77.116089	66.835475	250.100631	92.181389	48.25522	91.597223	57.71279	105.214212	71.121172	69.751602	73.529014	71.101557	84.079826	66.337441	83.468921	72.094629	64.393294	27.363516
SLC6A13	28.771477	22.954602	25.769611	36.727811	20.980487	26.840665	33.843904	35.264914	26.529615	25.037985	15.494101	29.192645	41.57943	36.114688	24.569672	19.43796	20.435571	33.085362	75.419691	123.994654
SLC7A7	1028.398024	1426.352821	71.833994	55.355787	59.044589	30.822721	47.593465	33.285783	39.207945	21.647626	97.776393	209.814874	1257.300977	647.250126	135.184048	161.763661	169.237973	181.12569	275.039335	16.820741
SLC9A3R1	156.902266	398.128085	267.38265	248.795501	225.654149	345.953561	87.584468	652.320814	249.911776	366.176956	149.053334	55.525186	115.444262	97.944347	90.715795	100.564206	83.407585	240.097114	196.470811	20.257129
SLCO2B1	22.331528	24.066926	17.744589	17.757702	13.859578	14.833089	66.411431	18.115565	17.587367	16.021624	28.021023	357.987464	144.379303	353.058568	14.800601	39.63364	13.728612	24.280528	25.392715	31.158849
SMARCD3	75.884838	51.763415	34.850507	22.967105	30.655101	30.188219	36.328443	21.40466	13.845868	17.444801	32.233512	19.71619	38.19507	36.757718	19.66572	23.897048	18.017934	33.630249	19.454202	29.063207
SOCS2	20.363483	16.489048	64.01039	55.133924	66.635863	41.691954	71.352492	1285.060803	54.299096	114.556121	119.39348	27.158096	51.89447	30.662962	25.226707	46.505508	19.538202	40.245825	38.504335	17.148116
SPAG4	15.264936	12.15739	20.486664	19.834579	19.158438	19.669296	39.707811	28.451624	14.249735	27.398451	19.143335	24.249901	21.615168	18.606778	11.478598	17.240859	11.325725	28.812174	371.180718	35.86771
STAB2	18.54075	22.528609	19.768259	13.713616	12.849539	14.392314	18.586773	14.869716	17.791254	11.603472	19.265754	26.621206	9.210147	7.147536	15.571111	16.84272	18.306329	17.771878	29.251201	28.827014
STEAP4	36.08464	16.201424	14.149387	13.536278	11.647294	10.475475	15.956456	20.372495	13.262141	10.164701	9.008594	15.495361	12.781317	13.029812	10.57654	17.826863	9.119141	197.015524	5.98215	15.17292
SYNE1	17.818347	13.062745	23.558685	39.497149	163.114596	40.115046	17.426693	16.342785	192.272073	21.128659	14.256763	18.085011	15.641658	19.558229	40.631993	19.451726	69.68298	27.903777	21.166104	17.017515
TAGLN	48.993052	122.899658	28.872517	30.253449	29.541961	22.634231	23.930994	51.777857	29.139971	26.5308	27.389737	23.947112	47.473968	43.976212	37.709929	38.594379	48.646936	36.827382	25.703237	28.326611
TBC1D8	73.24457	184.537478	32.155992	28.48446	40.435291	22.748651	41.938751	38.652698	34.079369	22.839244	29.304907	47.224905	89.97544	75.585088	26.302264	122.21801	27.254079	41.414845	22.52972	31.028954
TCL1A	27.088836	20.958407	30.97811	22.536261	15.089499	26.965616	18.974899	16.790544	34.238572	22.28995	51.304379	26.761426	14.626984	13.342963	67.192697	18.18706	793.890031	35.2503	58.392945	257.262746
TFEC	85.969385	24.001196	15.6308	22.695569	13.396333	13.695922	14.940536	15.100772	16.880091	17.101015	53.590011	54.297703	44.374457	53.039233	34.273917	49.780044	15.146478	29.90247	13.1997	54.633744
TGM3	20.784568	20.90622	18.110154	17.601321	16.165135	19.168334	19.602274	31.52757	18.459372	20.616826	13.56061	27.696014	18.643415	15.849489	16.300634	24.3912	18.672002	155.504755	26.35515	37.607696
TLL1	8.570944	13.931963	11.446312	11.96126	12.206779	9.165693	8.211164	14.311125	14.598182	11.299388	5.551838	12.452952	7.336204	7.513473	9.853894	13.338376	9.806159	19.529872	8.011406	95.110366
TLR5	131.547064	130.596679	40.447733	29.172926	23.757186	23.713976	21.433739	16.366559	24.187346	21.285088	22.254458	89.117851	42.20772	96.719577	17.460772	39.306336	19.843174	95.833017	22.179602	19.809178
TLR8	213.831991	197.109053	25.793749	31.481498	24.188523	12.253403	12.390629	16.069998	14.268155	12.103841	19.198504	69.954581	160.354789	88.426538	10.197071	82.842296	9.326644	292.420631	10.645465	22.79954
TM4SF5	16.795639	13.754338	17.053159	10.951245	14.892832	17.365242	21.415564	8.325165	11.553384	13.47751	15.18266	18.941427	7.056287	7.145807	13.514463	16.986616	13.144281	19.070997	48.576764	22.379722
TMC6	76.38329	219.0221	151.529697	145.328436	75.476948	143.680756	67.441982	119.978909	68.320255	80.448631	54.381447	115.210189	141.064862	189.397456	112.477344	105.893547	156.008214	69.311177	69.494617	80.230144
TMEM9B	262.318771	521.719466	173.928996	166.937887	362.024989	182.808903	165.65791	397.370783	319.54577	211.255829	153.463967	378.329686	338.709121	403.590934	228.573028	343.477066	293.101347	131.588834	237.80666	81.125367
TMF1	61.090016	47.031195	80.817243	67.253678	268.254172	78.484571	42.784169	81.460693	65.890176	83.921351	83.076419	45.294419	45.748351	45.817185	60.706412	60.810435	70.625121	89.352496	48.965697	44.231381
TNFRSF10C	33.968415	32.96001	21.227509	22.245375	13.243394	18.583566	27.054552	37.385962	52.48942	11.924833	21.049689	22.556464	29.833338	28.721746	20.537474	23.672079	20.977881	134.521151	12.031692	33.320605
TNFRSF13B	33.107358	23.649437	29.125857	31.21117	40.935346	25.752761	21.171895	10.10383	21.092295	29.890241	37.180651	30.730162	16.406338	15.627486	338.895192	20.347301	124.133207	34.023114	179.71401	28.444222
TNFRSF25	28.864617	33.156779	216.573247	47.508162	52.951485	131.381049	17.918993	13.188372	10.26021	66.391757	37.763779	20.802744	13.7575	18.546814	17.451847	26.443589	18.995314	29.25071	19.723471	31.992937
TNNI2	32.202723	89.57081	19.372397	15.385139	19.939048	14.147284	15.470233	49.549443	17.239503	8.243401	30.354557	75.772995	36.851402	42.340209	16.359424	34.952897	16.102059	62.88622	13.257698	90.998102
TOMM22	98.182643	283.978538	129.369659	110.385209	92.057883	112.30081	97.004875	89.980878	18.947199	116.932793	133.710211	64.217611	126.506229	134.698281	129.372456	204.709071	100.576434	50.822614	103.887267	57.787875
TOMM34	71.872539	117.270555	88.149934	50.046656	33.665272	77.745914	86.604014	130.427354	39.187759	125.419841	100.268802	86.374166	113.789171	97.693357	59.490119	346.509197	80.379447	70.406795	133.883525	68.193609
TRAF3IP2	35.081902	15.748095	48.639992	30.006094	37.040323	35.132365	27.026936	62.792291	32.183553	25.540992	32.52301	31.0978	53.077523	29.147313	60.215861	45.146253	76.053841	39.107844	22.867023	25.92959
TRAK1	71.061341	128.523418	53.641504	54.649855	80.691011	51.151459	37.641573	77.644816	45.834056	47.265315	72.653979	79.817529	95.151292	93.652984	109.652149	102.732659	154.95303	61.096939	71.532559	39.435003
TRAT1	12.37832	13.7525	233.619902	29.139072	16.3826	167.224774	7.90875	85.34811	21.43144	204.139124	8.327837	22.332863	13.846022	10.402862	10.179532	17.831877	7.602024	34.052008	13.586566	45.77862
TREM1	189.038658	138.306372	27.585641	26.904589	16.857379	22.57252	21.372804	18.433463	31.077328	13.067561	36.339881	21.731906	60.239799	36.983424	20.021537	72.967739	30.079688	769.950144	29.709965	31.584105
TREML2	30.880067	38.213187	27.612468	26.363851	17.296613	24.340533	26.484259	52.631172	61.241102	25.736811	30.542854	22.517845	24.994337	30.28352	33.622569	22.12558	59.04704	164.560937	31.455028	33.772779
TRIB1	121.463386	206.812509	72.855255	27.74017	36.198403	30.539571	90.7217	147.058398	587.531068	36.756787	35.724998	80.262626	351.065142	440.992267	35.533092	249.75382	25.602814	145.082925	1094.112287	127.108803
TSPAN7	11.478765	15.329422	17.00232	12.502929	15.337593	14.055431	17.792821	13.094569	21.433891	22.85325	40.930453	12.812273	10.389817	42.686842	11.847036	17.215214	12.981302	28.079896	46.690806	20.178509
TUBB6	84.652872	56.615364	33.205838	29.116678	47.479817	32.226433	172.222695	25.16917	24.110248	32.497326	170.881843	103.75001	174.303105	203.20431	81.367522	175.122667	49.540871	24.681594	50.835865	125.387001
TULP2	25.525752	31.476398	20.5217	13.930949	22.228108	16.024883	18.850074	10.511064	18.530229	19.193374	19.341453	34.022782	8.486431	10.022635	21.118409	14.938388	38.289484	35.925752	26.313281	45.671166
TYRO3	21.301592	12.410238	19.319012	16.951365	12.9492	15.128492	22.00658	15.92271	10.252365	15.932346	17.711974	26.941883	21.34569	18.537986	13.564413	17.042779	17.435112	21.001576	23.143497	39.316333
UBE2J1	133.782872	365.069793	98.398444	92.658411	196.047608	96.246187	93.390708	289.346478	119.907104	94.232789	158.806213	70.893536	225.380084	187.877026	316.486268	162.939558	168.249447	142.908453	755.396137	92.266391
ULK2	34.846275	105.275696	33.900296	42.807536	63.011389	32.038608	24.066775	42.140711	25.351211	22.748981	27.000754	21.978049	43.445832	37.428174	18.548793	42.928965	16.382609	27.077287	16.124716	30.017961
WEE1	18.315532	16.898348	43.890361	45.89694	52.714224	52.214372	104.060825	67.890295	88.50318	110.091846	123.562292	27.584476	29.493918	22.905962	162.492604	37.631752	70.375352	40.39497	36.692971	24.306755
YTHDF3	137.70576	178.31002	107.526416	93.153565	448.823763	105.570998	92.368509	138.926154	152.13815	195.410953	127.92949	117.037653	96.037127	98.943623	106.918051	147.142716	89.49165	199.934037	54.070767	74.977108
ZC3H12A	76.606232	85.44129	90.622688	101.973018	93.616999	102.719446	53.090322	146.393015	27.350803	110.109452	32.253877	93.098422	324.661191	132.978126	72.180632	103.567578	92.873622	215.820913	135.985706	48.272053
ZDHHC13	25.584119	26.453911	47.275107	44.316425	49.292934	53.746935	47.182126	47.263817	130.803086	48.472729	31.561259	29.581447	44.326729	37.377875	46.437612	54.653496	48.139217	44.759653	32.560696	36.075264
ZNF180	42.684087	29.386068	37.490384	28.462633	48.376187	26.046003	42.509676	13.899326	38.80975	54.285333	41.74897	44.669762	11.159899	10.36369	23.672059	21.249647	21.947955	36.944821	15.487063	15.10172
ZNF189	67.020295	32.684124	48.392426	49.641924	44.143079	41.599172	67.814208	64.527545	48.319712	103.466538	145.85621	52.926244	51.875213	47.874599	52.431255	65.041942	50.613583	71.167059	49.140035	38.548225
ZNF34	37.692189	86.518237	35.839276	42.7392	35.528131	34.693169	26.272883	86.370701	12.854795	36.127624	34.858307	57.516148	42.127202	48.465928	21.930932	46.604482	23.090766	33.737855	25.291855	20.967011
ZNF552	29.827523	25.611868	38.825543	38.524592	44.522506	46.393698	29.427277	37.881023	181.422366	27.558131	25.552384	25.046679	21.135924	18.715038	52.576011	26.763197	54.907389	31.517125	29.038417	35.407014
ZNF593	54.503882	155.782646	77.247055	37.569888	51.397472	77.265505	69.75902	58.61634	10.944533	83.12565	75.546627	63.230452	113.078329	95.599543	57.627538	98.786585	45.727084	24.822334	127.375595	64.587392
