TissueNames	Epithelial Cell Airway	Canonical Epithelial Cell	Epithelial Cell Placental	placental.pericyte	pulmonary.artery.endothelial.cell	vein.endothelial.cell	Glomerular Endothelial Cell	articular.chondrocyte.of.knee.joint	Canonical Endothelial	hair.follicular.keratinocyte	Cardiac Fibroblast	mononuclear.cell	myometrial.cell	kidney.epithelial.cell	subcutaneous.preadipocyte	Osteoblast	epithelial.cell.of.umbilical.artery	bronchus.fibroblast.of.lung	Smooth Muscle	hair.follicle.dermal.papilla.cell	thoracic.aorta.endothelial.cell	epithelial.cell.of.proximal.tubule	Endometrial or Mammary Endothelial	Skeletal Muscle Myoblast	skeletal.muscle.satellite.cell	Melanocyte	mesenchymal.stem.cell.of.Whartons.jelly	fibroblast.of.villous.mesenchyme
CD9	0.410645	0.464741	0.032294	0.112158	1.0	0.784885	0.679803	0.262013	0.668835	0.315542	0.037527	0.004344	0.074809	0.16122	0.08649	0.002403	0.622443	0.104954	0.248193	0.134606	0.605668	0.197909	0.553181	0.0	0.02442	0.235015	0.082076	0.099624
CD93	0.0	0.000225	0.0	0.000176	0.52221	0.444191	1.0	0.00018	0.307376	0.0	0.019228	0.112338	0.0	0.001068	0.0	0.0	0.635388	0.0	0.005529	0.000311	0.502509	0.000223	0.504867	0.0	0.0	0.0	0.0	0.0
CDH1	0.826947	1.0	0.110309	0.000742	0.000262	0.0	0.000133	5.5e-05	8.9e-05	0.39411	0.0	0.012434	0.0	0.276057	0.0	0.001608	0.0	0.001877	0.000348	0.006788	0.0	0.146802	0.0	0.000262	0.0	0.416645	0.007782	0.0
CDH10	0.001482	0.000854	1.0	0.002248	0.00172	0.003064	0.04263	0.0	0.000902	0.006894	0.002076	0.000829	0.0111	0.009417	0.0	0.0	0.0	0.00479	0.021618	0.001896	0.0	0.016148	0.0	0.0	0.0	0.0	0.034123	0.027581
CDH11	0.020937	0.023205	0.116012	0.510028	0.149328	0.05046	0.046544	0.279191	0.011763	0.035985	0.311793	0.0	0.07961	0.089405	0.01082	1.0	0.002609	0.055336	0.383819	0.937584	0.063984	0.010611	0.008133	0.071261	0.011754	0.007467	0.627539	0.220216
CDH15	0.0	0.000448	0.0	0.001801	0.000254	0.000608	0.000197	0.000589	0.000226	0.000798	0.003613	0.0	0.0	0.001062	0.000257	0.006075	0.0	0.001661	0.001739	0.000601	0.0	0.0	0.0	1.0	0.05616	0.002263	0.009624	0.000369
CDH2	0.00562	0.124005	0.053878	0.879347	0.134025	0.025715	0.2758	0.001108	0.039927	0.000651	0.150423	0.0	0.105343	0.783279	0.013722	0.313757	0.412739	0.066782	0.640358	0.007237	0.093214	0.30261	0.163208	0.178015	0.065837	0.029788	1.0	0.335416
CDH23	0.013541	0.000801	1.0	0.002377	0.001736	0.0	0.0	0.190222	0.001447	0.024143	0.033046	0.29362	0.0	0.006036	0.002751	0.007264	0.0	0.0	0.004278	0.011003	0.0	0.0	0.012846	0.009615	0.013434	0.0	0.0	0.0
CDH3	0.840693	1.0	0.082778	0.000131	0.000148	0.0	0.00644	8e-05	0.000155	0.968893	0.00054	4.8e-05	0.001643	0.275804	7.5e-05	0.000325	0.0	0.000321	0.000391	0.001234	0.0	0.190848	0.000142	0.001025	0.0	0.389359	0.0	0.001248
CDH5	6.6e-05	0.000194	0.0	0.000118	0.318097	0.954881	1.0	0.000414	0.313345	0.000181	0.014471	0.000143	0.000273	0.000607	8.5e-05	0.000467	0.218573	0.0	0.001737	0.0	0.470028	0.000688	0.388653	0.0	8.5e-05	0.00015	0.0	0.0
CDH8	0.010243	0.104647	0.0	0.01235	0.0	0.0	0.051021	0.007099	0.002133	0.0	0.0	0.0	0.0	0.032026	0.0	0.0	0.0	0.0	0.000816	0.809335	0.0	0.035543	0.018363	1.0	0.0	0.0	0.004668	0.004797
CDHR1	0.231003	1.0	0.0	0.0	0.0	0.002705	0.043653	0.004263	0.02646	0.249783	0.017016	0.011093	0.045297	0.218506	0.003527	0.0	0.0	0.0	0.001495	0.003253	0.004691	0.124968	0.013764	0.0	0.0	0.0	0.017256	0.012942
CDON	0.006043	0.007744	0.343143	0.0039	0.003073	0.006652	0.012312	0.111665	0.00655	0.00344	0.104264	0.0	0.002557	0.015146	0.07	0.026838	0.004964	0.007094	0.040494	1.0	0.004874	0.007754	0.004917	0.093696	0.01445	0.144396	0.012198	0.002312
CDS1	0.72613	0.999297	0.644366	0.0	0.0	0.001508	0.012064	0.00063	0.002256	0.894859	0.014415	0.008857	0.011357	0.614312	0.001966	0.002023	0.0	0.013925	0.00559	0.0	0.000859	0.43454	0.0	0.0	0.008208	0.0	0.02783	0.0
CEACAM1	0.187356	0.053185	0.0	0.00122	0.012953	0.122811	1.0	0.002193	0.65421	0.068067	0.005739	0.04234	0.0	0.054621	0.0	0.0	0.014495	0.0	0.00042	0.028811	0.023987	0.024521	0.335552	0.0	0.0	0.291803	0.004975	0.008724
CEMIP	0.00261	0.001197	0.010577	0.06956	6.8e-05	7.5e-05	0.000613	1.0	0.000173	0.000682	0.152871	2.4e-05	0.001535	0.0	0.002629	0.386247	0.000122	0.002105	0.193759	0.48315	0.000297	6.2e-05	0.000645	0.02467	0.001954	0.002188	0.028984	0.066846
CEND1	0.008378	0.005378	0.0	0.08712	0.022756	0.005609	0.101392	0.01555	0.010495	0.0	0.223871	0.0	0.445932	0.017254	0.159898	0.0	0.033549	1.0	0.12603	0.149034	0.103451	0.019029	0.106362	0.076328	0.280389	0.0	0.296436	0.043454
CFAP221	0.0	0.239746	0.0	0.0	0.065929	0.0	0.188756	1.0	0.006366	0.0	0.01138	0.015689	0.0	0.097768	0.0	0.040724	0.034841	0.0	0.004237	0.019176	0.009539	0.047843	0.034454	0.057334	0.0	0.0	0.024067	0.0
CFAP54	0.012572	0.03538	0.002119	0.069112	0.419462	0.290072	0.17621	0.037833	0.307821	0.017728	0.034162	0.0	0.072382	0.009369	0.024516	0.044929	0.717763	0.020543	0.043948	0.041991	1.0	0.012332	0.161636	0.01466	0.029794	0.002205	0.026074	0.008981
CFAP61	0.030494	0.049901	0.035689	0.0	0.0	0.0	0.0	0.003174	0.001801	0.030783	0.0	0.0	0.0	0.02174	0.024818	0.0	0.045452	0.0	0.012089	0.009139	0.004329	0.0	0.0	0.049541	0.0	0.594007	0.008561	0.022125
CFD	0.009176	0.008268	0.001456	0.046845	0.003846	0.000623	0.000968	0.001771	0.003604	0.001016	1.0	0.227358	0.007138	0.001373	0.135103	0.018396	0.00176	0.014961	0.102	0.050869	0.00197	0.00625	0.00369	0.035501	0.130296	0.000503	0.002562	0.004686
CFP	0.001089	0.000301	0.0	0.001514	0.001267	0.003965	0.004887	0.000114	0.002915	0.0	0.003418	1.0	0.003834	0.000838	0.000889	0.000938	0.0	0.001315	0.000963	0.000831	0.000658	0.001882	0.003569	0.000676	0.001734	0.001562	0.001558	0.00051
CGN	0.30933	0.230915	0.057367	0.007931	0.035171	0.013186	0.015359	0.0	0.01527	0.01793	0.016395	0.043273	0.0	0.747327	0.0	0.0	0.006747	0.006188	0.000622	0.001541	0.033655	0.320651	0.030731	0.002644	0.0	0.01643	0.0	0.0
CGNL1	0.02331	0.17063	0.003067	0.03579	1.0	0.447323	0.36038	0.102833	0.660198	0.0	0.157971	0.0	0.0	0.038666	0.0	0.020726	0.626903	0.004286	0.053442	0.00756	0.787269	0.065998	0.087223	0.086527	0.00483	0.001584	0.061212	0.006875
CH25H	0.006295	0.000241	0.0	0.001403	0.029848	0.086715	0.0	0.033972	0.070601	0.0	0.017802	0.006146	0.004664	0.004359	0.006758	0.125908	0.0	0.01094	0.005559	1.0	0.008357	0.008588	0.054284	0.001733	0.012077	0.009325	0.0	0.002995
CHD5	0.045971	0.133725	0.0	0.034673	0.039738	0.030777	0.080839	0.025518	0.0	0.124667	1.0	0.0	0.0	0.043634	0.0	0.0	0.0	0.387637	0.024154	0.058827	0.017531	0.0	0.0	0.039738	0.350627	0.0	0.090773	0.0
CHI3L1	7.1e-05	0.00017	6.2e-05	0.072912	0.0	0.0	6.5e-05	1.0	4e-06	5.9e-05	0.144375	0.000102	0.000165	0.000188	0.007701	0.112875	0.000219	0.000163	0.009718	0.000849	0.000287	7e-05	0.0	0.013315	0.006093	0.0	0.01026	0.011174
CHI3L2	0.001978	0.007466	0.034407	0.0	0.0	0.0	0.0	1.0	0.000418	0.001799	0.482613	0.147122	0.005377	0.037894	0.03367	0.017844	0.0	0.012005	0.040656	0.001992	0.0	0.0	0.0	0.258122	0.04626	0.009598	0.000696	0.0
CHL1	0.007976	0.017141	0.0	0.0	0.0	0.0	0.0	0.0	0.000446	0.007451	0.003099	0.015689	0.0	0.003105	0.096025	0.064357	0.0	0.020431	0.027949	0.0	0.0	0.001755	0.0	0.002083	0.043328	1.0	0.0	0.0
CHODL	0.023404	0.018095	0.015958	0.111754	0.001611	0.001958	0.001958	0.000805	0.00492	0.007929	0.003932	0.0	0.0	0.043946	0.0	0.0	0.0	0.009453	0.001817	0.003742	0.003395	0.028199	0.0	0.0	0.0	0.00202	0.015883	0.0
CHRDL1	0.0	0.235966	0.0	0.0	0.0	0.0	0.058608	0.018275	0.000212	0.0	0.286993	0.000855	0.119741	0.127351	0.122073	0.398016	0.0	0.02786	0.047788	0.019033	0.0	1.0	0.0	0.0	0.192836	0.006651	0.0	0.0
CHRFAM7A	0.068205	0.055292	0.019647	0.005294	0.454152	0.147222	0.057249	0.147525	0.139544	0.160872	0.026833	0.350641	0.066116	0.23485	0.003285	0.012933	0.59128	0.012167	0.066966	0.063373	0.289373	0.008548	0.081393	0.0	0.008803	0.05457	0.04454	0.017127
CHRM2	0.004166	0.001228	0.000929	0.210827	0.0	0.00127	0.033046	0.0	0.000136	0.0	0.009495	0.0	0.160548	0.0	0.0	0.005602	0.0	0.099071	0.191003	0.000465	0.0	0.002863	0.0	0.0	0.0	0.0	1.0	0.865124
CHRM3	0.0	0.033581	0.0	0.0	0.03031	0.032988	0.046933	0.002715	0.017741	0.0	0.024638	0.000811	0.0	0.010671	0.0	0.001302	0.0	0.0	0.020586	0.00285	0.026305	0.004239	0.0	0.012108	0.0	0.006346	1.0	0.0
CHRM4	0.005903	0.0	0.0	0.0	0.057879	0.003952	0.016133	0.003802	0.010674	0.0	0.017359	0.092546	0.044222	0.025313	0.0	0.013607	0.02081	0.0	0.003393	0.002801	0.006853	0.0	0.024037	1.0	0.0	0.023512	0.0	0.0
CHRNA1	0.000346	9.2e-05	0.0	0.001535	0.000634	0.005304	0.009509	0.0	0.001205	0.0	0.000245	3.3e-05	0.0	0.00014	0.0	0.0	0.001838	0.000548	0.000165	2.8e-05	0.000497	0.0	0.000187	1.0	0.019819	0.000201	0.001062	7.3e-05
CHRNA5	0.310899	0.211547	0.023087	0.05937	0.475449	0.357436	0.101828	0.0	0.245099	0.231991	0.06385	0.012529	0.307182	0.440622	0.131225	0.001608	0.532863	0.247675	0.023067	0.024088	0.816079	0.747865	0.594221	0.091619	0.282943	0.401775	0.098172	0.052272
CHRNA7	0.141938	0.059492	0.0	0.02637	1.0	0.036219	0.372597	0.014615	0.146855	0.0	0.101403	0.124543	0.0	0.354408	0.0	0.0	0.151072	0.0	0.163212	0.122955	0.291342	0.244241	0.088324	0.0	0.03606	0.132248	0.136616	0.0
CHST1	0.000431	0.005525	0.0	0.013475	0.109118	0.477677	1.0	0.002995	0.104486	0.036046	0.322735	0.0	0.015264	0.007974	0.044997	0.005705	0.298627	0.00953	0.006105	0.005943	0.312275	0.008324	0.027092	0.002345	0.018548	0.000433	0.009539	0.003165
CHST2	0.019939	0.075934	0.81126	0.254699	0.046539	0.153792	0.196297	0.087671	0.030847	0.087167	0.658441	0.178077	0.158781	0.081933	0.605461	0.0882	0.047272	0.208587	0.056154	0.393087	0.039891	0.0	0.094009	0.184564	1.0	0.080001	0.060234	0.20742
CHST5	0.0	0.000465	0.0	0.0	0.0	0.090799	0.042794	0.040562	0.020839	0.138431	0.032375	0.0	0.0	0.03498	0.273884	0.0	0.0	0.0	0.017738	0.087822	0.034236	0.0	0.0	0.0	0.0	0.097497	0.080007	0.0
CITED1	0.044517	0.011948	0.0	0.030412	0.025242	0.014441	0.007221	0.002004	0.023264	0.008108	0.001958	0.009913	0.034023	0.004436	0.075327	0.0	0.0	0.013432	0.005716	0.026573	0.004788	0.016216	0.0	0.083527	0.03823	1.0	0.006578	0.004528
CLCA2	0.597094	0.304964	0.006452	0.000902	0.001228	0.001428	0.001839	0.001914	8.7e-05	1.0	0.005737	0.0	0.0	0.0	0.004886	0.01303	0.0	0.000887	0.011646	0.02573	0.001623	0.0	0.0	0.000517	0.000528	0.000614	0.001344	0.000535
CLCNKB	0.0	0.043334	0.152586	0.025899	0.010141	0.0	0.0	0.097512	0.017814	0.0	0.044881	0.0	0.367579	0.2398	0.0	0.042437	0.0	0.0	0.016096	0.050238	0.0	0.157189	0.158281	0.091037	0.0	0.0	0.013886	0.035884
CLDN1	0.103656	0.253211	0.000101	0.150449	0.000199	0.001389	0.068161	0.001609	0.001366	0.022414	0.000707	6e-05	0.008934	0.591052	9.3e-05	0.000702	0.0	0.002361	0.002876	0.000694	0.000218	0.284642	0.051794	0.001598	0.00408	0.008414	0.07192	0.01374
CLDN14	0.0	0.140682	0.009169	0.014654	0.188695	0.018665	1.0	0.0	0.054007	0.0	0.020302	0.005403	0.0	0.277066	0.0	0.022267	0.995416	0.0	0.024027	0.0	0.020343	0.639393	0.446257	0.058368	0.0	0.0	0.0	0.0
CLDN16	0.008935	0.107437	0.0	0.001848	0.000198	0.0	0.014367	0.0	0.000453	0.0	0.0	0.000354	0.01584	0.098301	0.0	0.0	0.0	0.0	0.00033	0.0	0.0	0.207484	0.003934	0.00083	0.0	0.0	0.004299	0.001232
CLDN4	0.13565	0.172038	0.238186	8.1e-05	6.7e-05	0.0	0.004904	0.000398	0.000227	0.001722	0.000261	3.2e-05	0.007538	1.0	0.003851	0.000219	0.000287	0.002291	0.005266	0.000114	0.0	0.354673	0.000754	0.000143	0.005266	0.0	0.000601	0.000264
CLDN5	0.000334	0.001671	0.0	0.000106	0.249532	0.361135	1.0	0.000126	0.587017	0.0	0.020384	0.006859	0.006402	0.000721	8.4e-05	0.0	0.585535	0.001208	0.001682	0.0	0.236101	0.000505	0.451211	0.014463	0.00432	0.0	2.7e-05	0.0
CLDN6	0.002318	0.00876	0.005774	0.00027	3.9e-05	0.000162	0.013388	0.0	3e-05	0.000338	0.000609	0.0	0.0	0.771561	0.0	0.0	0.000261	0.000868	0.000125	0.00016	0.0	1.0	0.000263	0.0	0.0	0.0	0.0	0.0
CLEC14A	0.00033	0.000188	0.0	0.000187	0.635289	0.867591	0.687244	0.000291	0.400725	0.0	0.106872	0.0	0.010793	0.000753	0.000107	0.00011	1.0	0.020107	0.003345	0.020055	0.461703	0.00064	0.521459	0.000232	0.000796	8.5e-05	0.000971	0.003455
CLEC18B	0.002055	0.01982	0.01319	0.0	0.000143	0.00445	0.001843	0.0	0.001518	0.020928	0.003329	0.0	0.0	1.0	0.000398	0.00339	0.0	0.0	0.006812	0.000216	0.00213	0.075631	0.001251	0.003537	0.003736	0.002899	0.001387	0.0
CLEC18C	0.012526	0.042287	0.017141	0.0	0.000871	0.003602	0.0	0.002566	0.002102	0.008759	0.002574	0.007629	0.067881	1.0	0.002425	0.006404	0.005816	0.0	0.007636	0.0	0.0	0.0878	0.024569	0.027972	0.021921	0.011255	0.0	0.005415
CLEC1A	0.0	0.0	0.85224	0.0	0.260484	0.570464	0.354527	0.0	0.506744	0.003271	0.022765	0.000815	0.0	0.001	0.0	0.0	0.563465	0.0	0.001103	0.008381	0.567236	0.0	1.0	0.0	0.0	0.002512	0.0	0.0
CLEC3B	0.005139	0.000315	0.004236	0.000323	0.001781	0.013305	0.0	0.474303	0.00823	0.0	1.0	0.000689	0.043249	0.0	0.339607	0.359425	0.004488	0.205723	0.113324	0.055368	0.000334	0.000649	0.0035	0.215643	0.47315	0.00134	0.0	0.002219
CLEC7A	0.002237	0.000465	0.065019	7.9e-05	0.000121	0.0	0.000595	0.0	0.0007	0.0	0.0	0.33302	0.0	0.000217	0.0	0.000147	0.000518	0.0	1.1e-05	0.0	0.0	0.0	0.001013	0.0	0.0	0.000128	0.000128	0.0
CLIC3	0.478511	0.018806	1.0	0.020685	0.001289	0.000577	0.002707	0.03357	0.000405	0.01913	0.054443	0.008038	0.068425	0.000667	0.0009	0.003356	0.000578	0.009979	0.012353	0.002584	0.000362	0.005799	0.004246	0.014299	0.001182	0.0	0.018448	0.070205
CLIC6	0.004121	0.032667	0.0	0.0	0.0	0.0	0.012363	1.0	0.0	0.016746	0.0	0.002305	0.0	0.381662	0.025704	0.0	0.0	0.013323	0.011446	0.003318	0.0	0.070353	0.0	0.077932	0.009639	0.0	0.007509	0.0
CMKLR1	0.0	0.0	0.000618	0.039992	0.000913	0.000436	0.001581	1.0	0.002232	0.004989	0.028472	0.003488	0.0	0.005596	0.092879	0.076874	0.0	0.006888	0.028466	0.179398	0.000248	0.00138	0.0	0.749516	0.012037	0.000778	0.005519	0.014841
CMPK2	0.0	0.009506	0.000615	0.013045	0.006089	0.014928	0.114656	0.009094	0.009783	0.004648	0.012792	0.093243	0.00184	0.045347	0.00552	0.00891	0.203155	0.005137	0.004314	0.02167	0.007132	0.028191	0.139427	0.0	0.004764	1.0	0.012912	0.008316
CNFN	0.8179	0.436732	0.685704	0.0	0.015294	0.049441	0.0	0.011736	0.00326	0.762406	0.131396	0.0	0.0	0.0	0.03484	0.0	0.0	0.0	0.001248	0.0	0.0	1.0	0.10304	0.2436	0.0	0.056926	0.0	0.013677
CNIH3	0.0	0.016146	0.003629	1.0	0.032639	0.007233	0.043604	0.020666	0.039497	0.03966	0.03478	0.012126	0.002391	0.043905	0.786731	0.087407	0.039037	0.03035	0.279852	0.110298	0.010273	0.024409	0.016224	0.042162	0.036523	0.202725	0.377864	0.113457
CNN1	0.00411	0.019221	0.063653	0.164461	0.00222	0.0	0.102522	0.005124	0.007494	0.0	0.104682	0.002886	0.083734	0.098147	0.004069	0.064759	0.013196	0.114184	0.20835	0.085531	0.00042	0.10068	0.011221	0.033037	0.005706	0.0	0.090226	1.0
CNNM1	0.027568	0.05435	0.0	0.151045	0.004744	0.01013	0.059751	0.008399	0.0	0.041031	0.22255	0.024362	0.0	0.149506	0.134761	0.034876	0.0	0.0	0.037654	0.102962	0.012694	0.138864	0.084177	0.012053	0.0	0.973811	0.478779	1.0
CNR1	0.0	0.095701	0.0	0.0	0.110019	0.073026	0.020493	0.001158	0.018785	0.0	1.0	0.016537	0.334656	0.053976	0.009765	0.0	0.008803	0.032183	0.011137	0.0	0.001604	0.211699	0.023843	0.125291	0.994488	0.074469	0.0	0.0
CNTD1	0.013736	0.000495	0.043186	0.019323	0.004307	0.0	0.060181	0.040392	0.009672	0.0	0.0	0.0	0.223263	0.024794	0.0	0.054943	0.055001	0.0	0.043651	0.0	0.0	0.0	0.074615	0.03399	0.0	0.009487	0.01036	0.017228
CNTNAP3	0.114242	0.104697	0.735439	0.006489	0.8493	1.0	0.172483	0.004596	0.801191	0.101468	0.037692	0.000349	0.010709	0.028102	0.0	0.007546	0.119681	0.048552	0.156698	0.000502	0.657584	0.122441	0.071951	0.010534	0.0	0.020882	0.014062	0.00202
CNTNAP3B	0.019718	0.042408	0.017575	0.001015	0.640439	1.0	0.165613	0.005144	0.734297	0.01924	0.024025	0.0	0.034508	0.021966	0.0	0.112142	0.181663	0.036692	0.103309	0.0	0.885062	0.057231	0.093919	0.006273	0.002399	0.028204	0.055542	0.001696
COCH	0.055264	0.172314	0.005586	0.074973	0.047703	0.014612	0.059851	0.001391	0.304206	0.01645	0.02548	0.013423	0.0	0.86079	0.046301	0.016524	0.037253	0.050782	0.004616	0.014782	0.028588	0.883739	0.045764	0.001996	0.013911	0.014007	0.010704	0.173925
COL10A1	0.001201	0.000363	0.0	0.517506	0.0	0.0	0.0	0.0	0.0	0.302	0.0	0.001809	0.005099	0.0	0.082418	0.661341	0.0	0.002452	0.016568	1.0	0.0	0.0	0.0	0.02984	0.098882	0.000455	0.068278	0.076766
COL14A1	0.000382	0.002799	0.000308	0.050343	0.0	5.7e-05	0.000503	0.321195	0.000736	0.001097	0.308361	4e-05	0.081129	0.004223	0.028157	0.43487	0.001488	0.006031	1.0	0.028125	0.00021	0.002674	0.000466	0.006686	0.011688	0.087495	0.195951	0.195423
COL15A1	0.00502	0.003416	0.007365	0.491899	0.0	0.028337	0.027705	1.0	0.077026	0.001192	0.047198	0.0	0.009927	0.084909	0.041445	0.150319	0.001871	0.031535	0.750958	0.143275	0.0	0.002456	0.058823	0.173112	0.009835	0.004473	0.036038	0.090713
COL1A1	0.015845	0.005335	0.358313	0.456522	0.0	0.002765	0.050946	0.220441	0.002278	0.003462	0.589901	0.000267	0.268935	0.021038	0.139125	1.0	0.004119	0.111438	0.312977	0.756788	6e-06	0.007833	0.005755	0.061926	0.213659	0.002273	0.429107	0.684408
COL1A2	0.002094	0.003524	0.473916	0.403638	0.001564	0.001646	0.003658	0.685906	0.002413	0.002589	0.659893	0.0	0.215285	0.000846	0.171877	1.0	0.00416	0.109059	0.604417	0.817913	0.000338	0.000554	0.003737	0.108215	0.193868	0.007394	0.381815	0.470346
COL21A1	0.00899	0.106507	0.0	0.006514	0.013193	0.042543	0.007446	0.020286	0.027742	0.008401	1.0	0.000444	0.035444	0.0	0.125588	0.160575	0.021652	0.007473	0.122197	0.122232	0.003437	0.0	0.029504	0.020084	0.041676	0.0	0.039257	0.002569
COL22A1	0.068852	0.049646	0.0	0.0	0.000246	0.010214	0.016957	0.0	0.003391	0.266086	0.036818	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.055679	0.000372	0.002409	0.015497	0.008578	0.016565	0.007632	0.053649	0.0	0.0
COL23A1	0.032109	0.020623	0.0	0.0	0.0	0.0	0.005754	0.0	0.011341	0.013296	0.039725	0.00183	0.0	0.010412	0.0	0.0	0.006849	0.0	0.000619	1.0	0.0	0.0	0.0	0.040303	0.013947	0.003979	0.0	0.0
COL24A1	0.0	0.002352	0.0	0.159575	0.007241	0.0	0.004176	0.134257	0.000692	0.0	0.08961	0.060944	0.140547	0.016227	0.005444	0.094032	0.0	0.058724	0.076717	1.0	0.012791	0.018236	0.0	0.020297	0.0	0.058698	0.012316	0.253634
COL2A1	0.071478	0.042771	0.147625	0.010261	0.0	0.0	0.013258	0.48997	0.0	0.240316	0.0	0.0	0.0	0.459592	0.0	0.0	0.0	0.287641	0.004131	0.006456	0.0	0.51199	0.0	0.06041	0.0	0.044789	0.0	0.0
COL4A4	0.006018	0.13614	0.109976	0.003528	0.023505	0.0	0.001591	0.00045	0.000762	0.004427	1.0	0.002629	0.0	0.044636	0.0	0.0	0.0	0.0	0.148016	0.0	0.013046	0.089494	0.0	0.246929	0.006959	0.0	0.002974	0.003182
COL9A3	0.029344	0.006212	0.067932	0.002096	0.002364	0.005282	0.021921	0.007577	0.019064	0.130321	1.0	0.000507	0.042476	0.095369	0.010732	0.0	0.01467	0.063917	0.007276	0.001351	0.003147	0.058021	0.010245	0.017303	0.060362	0.053847	0.0	0.001766
COLCA2	0.573025	0.03968	0.0	0.066319	0.0	0.0	0.15462	0.02459	0.0	0.0	0.262792	0.0	0.0	0.228763	0.0	0.123696	0.0	1.0	0.045951	0.07079	0.0	0.608793	0.0	0.076006	0.0	0.0	0.066319	0.0
COLEC10	0.0	0.034303	0.0	1.0	0.0	0.0	0.053877	0.000776	0.037189	0.0	0.007646	0.0	0.0	0.035169	0.0	0.0	0.011289	0.0	0.965091	0.070853	0.0	0.024824	0.090319	0.139089	0.0	0.0	0.097588	0.154607
COLEC11	0.0	0.003918	0.003542	0.042624	0.013758	0.014403	0.005536	0.002979	0.024032	0.017688	1.0	0.0	0.036595	0.0	0.016233	0.003894	0.0	0.049802	0.026895	0.001314	0.0	0.074785	0.012363	0.0	0.0	0.004762	0.002088	0.033405
CORIN	0.009869	0.007167	0.0	0.008844	0.008043	0.002606	0.006035	0.003824	0.003186	0.005122	0.011465	0.000705	1.0	0.001004	0.006761	0.006815	0.0	0.070656	0.008793	0.063788	0.001057	0.00267	0.024821	0.187178	0.011178	0.000636	0.002489	0.077946
CP	0.008488	0.080135	0.003573	0.001518	0.005578	0.0	0.003119	1.0	0.005138	0.0	0.057268	0.000757	0.0	0.000374	0.002931	0.005684	0.0	0.001749	0.093916	0.01318	0.0	0.0	0.0	0.0	0.0	0.000727	0.000574	0.0
CPA3	0.0	0.0	0.0	0.004153	0.93383	0.030721	0.088398	0.000813	0.040785	0.0	0.0	0.042079	0.022841	0.0	0.0	0.05021	1.0	0.064782	0.00133	0.084796	0.597636	0.0	0.20541	0.002552	0.0	0.0	0.003602	0.0
CPA6	0.341018	0.366672	0.0	0.01315	0.0	0.0	0.0	0.024823	0.0	0.19511	0.039845	0.009752	0.260639	0.016549	0.015219	0.0	0.0	0.184398	0.449519	0.063978	0.0	0.024527	0.0	0.0	0.0	0.0	0.0	0.0
CPEB1	0.0	0.002468	0.0	0.133021	0.00276	0.0	0.0	0.981563	0.001222	0.00442	0.099627	0.0	0.227466	0.105494	0.247846	1.0	0.012758	0.165401	0.658057	0.392075	0.003285	0.018287	0.0	0.082921	0.391391	0.725319	0.70428	0.153359
CPNE5	0.014108	0.003203	0.0	0.023417	0.511117	1.0	0.855315	0.022136	0.635342	0.022444	0.18047	0.524771	0.019298	0.036812	0.0	0.0	0.405011	0.0	0.009706	0.004897	0.370518	0.021795	0.244499	0.013654	0.017417	0.006487	0.002887	0.0048
CPXM1	0.0	0.000672	0.0	0.01361	0.008241	0.002528	0.091291	0.000694	0.007099	0.0	0.655507	0.00042	0.124387	1.0	0.028335	0.003006	0.003009	0.093686	0.013229	0.005464	0.001216	0.503215	0.008523	0.0	0.001446	0.0	0.07549	0.101258
CPXM2	0.0	0.008176	0.132439	0.005741	0.131791	0.035354	0.006337	1.0	0.018458	0.002323	0.01877	0.0	0.0	0.181813	0.002261	0.001455	0.037374	0.014309	0.898854	0.372509	0.125568	0.044027	0.08561	0.000894	0.00816	0.054689	0.041182	0.001297
CPZ	0.003445	0.004135	0.831116	0.815948	0.0	0.001266	0.007644	0.288425	0.0	0.0	0.945567	0.0	0.13636	0.017452	0.098572	1.0	0.0	0.037756	0.492436	0.566714	0.0	0.049855	0.0	0.829858	0.053132	0.0023	0.188667	0.510152
CRB3	0.464843	0.841651	0.004123	0.0	0.00167	0.0	0.003486	0.00097	9.9e-05	0.317954	0.0	0.049549	0.0	1.0	0.0	0.0	0.0	0.0	0.000264	0.0	0.0	0.72428	0.0	0.0	0.0	0.0	0.00054	0.001395
CREB3L1	0.034115	0.014727	0.712456	0.83123	0.023339	0.011753	0.183455	0.382438	0.006254	0.013624	0.853707	0.0	0.56767	0.039286	0.230444	0.427458	0.013736	0.653985	0.556278	0.869383	0.020537	0.018871	0.026942	0.133393	0.240559	0.002366	1.0	0.769672
CREG2	0.137028	0.046153	0.0	0.021525	0.078999	0.221869	1.0	0.001727	0.030737	0.044437	0.062712	0.0	0.043596	0.006274	0.013365	0.006183	0.055598	0.016582	0.034059	0.003319	0.036709	0.079021	0.030873	0.015638	0.04171	0.009263	0.02273	0.0
CRMP1	0.003325	0.000694	0.0	0.0	0.000245	0.0	0.16883	0.000215	0.014175	0.0	0.018035	0.0	0.012706	0.176236	0.0	0.0	0.0	0.046861	0.007638	0.001	0.002617	0.013742	0.003448	1.0	0.04441	0.0	0.01044	0.0
CRYM	0.0	0.201057	0.0	0.005162	0.0	0.0	0.4748	0.011165	0.002995	0.04373	0.085615	0.066872	0.0	0.123478	0.040135	0.414395	0.0	0.025461	0.120814	0.023895	0.0	1.0	0.0	0.0	0.029173	0.076296	0.084561	0.008584
