Bleh	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
PRF1	0.634857	0.689429	0.770743	1280.535714	0.713871	13.513	3.169633	259.913714
PRSS23	0.044857	0.029429	0.066714	43.943143	0.124229	0.124857	0.164367	6.609071
PRSS30P	0.0	0.081429	0.073029	50.717857	0.051886	0.064071	0.087388	2.7465
PRSS35	0.0	0.0	0.000971	0.009571	0.009586	0.0535	0.004286	0.510357
PRSS57	0.0	0.0	0.150486	5.352357	0.222	0.015286	0.07102	0.016571
PTPN13	0.021143	0.0	0.485714	0.0	0.026729	9.596929	0.10102	0.336929
RAPGEF5	6.815857	1.359714	0.010686	0.078143	0.026729	0.035143	0.094571	0.098357
RASGRF1	0.156286	1.651429	0.020857	0.0	0.009586	0.0	0.0	0.0
RCAN2	0.0	0.0	0.0056	0.305786	0.0153	0.134643	0.009388	0.904
RDM1	0.0	0.0	0.0	0.436714	0.009586	0.062214	0.031633	0.953929
RFPL2	0.0	0.0	0.142914	0.0	0.025029	1.537143	0.370429	0.106
RGS7	0.641857	2.077143	0.000971	0.0	0.155271	0.0	0.0	0.0
RNF165	0.0	0.0	0.023543	5.174357	0.146786	0.164214	0.084816	0.037857
RNF175	0.021143	0.0	0.180714	0.0	0.900814	0.0565	3.542918	0.0
RORC	0.0	0.0	0.006629	0.026714	0.032857	12.873786	0.225592	3.010357
S100P	0.044857	0.0	13.3524	0.345214	529.794857	0.621714	0.18098	0.229857
S1PR5	0.032857	0.105	0.119686	220.769143	0.112186	0.516429	0.249102	39.088071
SCGB3A1	0.0	0.0	0.124171	0.0	0.009586	5.482143	1.560551	0.242286
SCN3A	26.126571	0.698143	0.000286	0.021286	0.026729	0.0	0.066531	0.0
SEMA3A	0.0	0.0	0.042657	0.020286	0.026729	0.008429	0.731571	0.011
SEMA3D	0.731857	1.243714	0.001657	0.0	0.009586	0.0	0.004653	0.0
SERPINB2	0.283429	0.0	72.513086	0.045	0.386343	0.0	0.0	0.0
SGCD	0.0	0.0	0.001886	0.489214	0.0191	0.0	0.043184	0.903143
SH2D1B	0.189714	0.143429	0.064286	180.026286	0.615557	0.0	0.105367	0.009214
SHTN1	0.032857	0.0	13.089914	0.0	0.194486	0.081857	0.109286	0.0
SIGLEC6	0.814429	7.982286	0.010886	0.050143	0.009586	0.0	0.020571	0.049143
SIRPG	0.0	0.0	0.101029	0.112786	0.195729	17.397571	11.031102	8.564929
SLC16A10	0.333143	0.029429	0.035429	0.0	0.101329	1.943286	7.582388	0.552
SLC35G2	0.0	0.0	0.000743	0.034	0.037829	0.036786	0.020449	0.602714
SLC38A11	31.162857	6.457143	0.007943	0.037357	0.068243	0.0	0.000816	0.0
SLC4A10	0.0	0.0	0.004171	1.305857	0.036771	0.626571	0.090653	5.715
SORCS3	0.0	0.0	0.000857	0.0	0.021814	0.095714	2.033367	0.0
SOX5	0.62	4.188286	0.025086	0.028429	0.026729	0.0	0.012449	0.061286
SPIB	40.448286	112.14	0.253429	0.099429	0.265043	0.064857	0.012694	0.042571
SPON2	0.838857	0.643714	0.643571	363.847571	2.146529	2.339929	1.312388	31.273714
ST6GALNAC1	0.0	0.0	0.082343	0.017143	0.257714	10.8215	1.444633	0.032929
ST8SIA1	0.0	0.0	0.027343	0.044571	0.100071	5.347071	1.044878	3.616357
STAB1	0.179143	0.0	96.765371	0.0845	0.305343	0.0	0.218143	0.0
STEAP1B	12.028429	6.960571	0.0	0.028429	0.024029	0.015286	0.046184	0.0
STYK1	0.044857	0.0	0.006629	0.501357	0.300629	0.03	0.036245	3.052929
SYBU	1.475143	2.784857	0.000343	0.0	0.009586	0.038429	0.017102	0.028714
SYN3	12.102	0.091714	0.001143	0.045	0.009586	0.0	0.00951	0.0
SYT17	10.938	0.907714	0.515343	0.050143	0.031157	0.0	0.00302	0.0
TCEA3	0.032857	0.044286	0.203829	0.1495	0.049529	11.628286	25.22751	1.605214
TCL1A	418.368857	8.181143	0.0792	0.300143	0.028557	0.0	0.014082	0.0
TCL1B	6.246857	0.044286	0.0	0.0	0.009586	0.02	0.007265	0.034429
TCL6	50.852	0.333143	0.112943	0.061643	1.193714	0.265357	0.200939	0.726714
TEK	0.0	0.0	0.001543	0.0	2.436814	0.008429	0.073694	0.0
TFPI	0.0	0.056857	0.179057	0.021286	0.037357	0.059357	1.137469	0.0
TGFBI	0.132	2.042571	254.687257	0.265929	0.677371	1.858571	0.240633	2.520286
TGM3	0.021143	0.0	0.000286	0.0	6.935971	0.0	0.0	0.031
THBS1	0.574286	0.091714	495.584229	2.585286	1.026314	0.707357	6.022714	0.638929
THEMIS	0.021143	0.0	0.385286	0.373714	0.143071	50.894571	45.754673	78.525571
THRB	3.100143	0.056857	0.030914	0.0	0.009586	0.0	0.013041	0.0
TIGIT	0.315714	0.729286	0.206371	52.606857	0.441429	16.967857	2.161918	53.065429
TJP1	0.0	0.0	0.005257	0.0	0.009586	0.0	0.145082	0.009214
TMEM176A	0.099143	0.0	61.803943	0.0	0.420014	0.02	0.041918	0.0
TMEM176B	0.099143	0.056857	147.182514	0.016071	0.516971	0.0	0.006898	0.0
TNF	0.62	2.888857	428.122343	0.874429	8.643643	3.316786	0.459143	1.809
TNFRSF13B	1.360714	45.274714	0.014571	0.034	0.009586	0.0	0.089898	0.0
TNFRSF25	0.283429	0.179143	0.6666	6.378	0.195986	111.128429	74.113347	34.195286
TNFRSF4	0.088857	0.132857	0.103143	7.300857	1.475214	26.820071	0.559408	0.934929
TNIP3	0.0	0.0	0.299057	0.322286	0.009586	0.269929	0.482959	3.459786
TPO	0.0	0.0	0.0	0.0	0.051529	2.540643	0.015469	0.013
TPRG1	0.077714	0.105	0.603286	2.0	2.109686	6.123857	0.369571	34.367286
TSHZ2	0.750286	0.179143	0.043629	0.0	0.048814	4.214357	19.009592	0.163
TSPAN13	65.544857	13.544	0.067429	0.693357	4.122329	0.051714	0.103061	0.042
TSPAN15	0.0	0.0	0.153857	0.354857	0.104957	5.327	0.542143	1.2765
TTC16	0.021143	0.0	0.044514	2.944143	0.106257	1.657	1.984531	10.074143
TUSC3	0.0	0.0	0.0	0.009571	0.0634	3.573571	0.046776	0.0
UTS2B	0.344	2.101714	0.033029	0.062357	0.021043	0.033786	0.001265	0.053929
VCAM1	0.0	0.0	0.001257	0.017143	0.059943	0.03	0.01498	1.021929
VCAN	0.265429	0.0	1258.3044	0.203143	1.731314	0.025357	0.006898	0.0
VIT	0.0	0.0	0.002971	0.994571	0.029557	0.0	0.003592	0.055571
VNN3	0.474571	0.252714	8.979971	0.162571	313.221543	0.012643	0.178857	0.099857
VPREB3	71.282571	73.134857	0.021829	0.045	0.009586	0.0	0.045796	0.036143
WNT16	0.941714	3.683429	0.0016	0.010714	0.009586	0.0	0.000653	0.011
WNT7A	0.0	0.0	0.007486	0.0	0.088757	3.714571	2.708306	0.497
WSCD2	0.0	1.211714	0.0	0.020286	0.009586	0.0	0.01151	0.020214
XCL1	0.0	0.0	0.006286	4.387143	0.009586	0.151143	0.128061	6.232143
XCL2	0.0	0.0	0.046629	77.488571	0.075457	0.045571	0.135694	0.306286
ZBTB32	0.243714	9.738857	0.006657	0.022857	0.036071	0.226643	0.274959	0.606143
ZNF462	0.0	0.0	0.014571	0.010714	0.009586	0.993071	0.246939	0.066
ZNF662	0.044857	0.0	0.010314	0.225286	0.009586	0.111857	2.435327	0.177286
ZNF683	0.0	0.0	0.013257	0.977857	0.040771	0.138786	0.02949	6.036
ZNF860	10.938	11.104286	0.010943	0.026786	0.009586	0.010143	0.00651	0.0
