AGENE	CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT
MND1	0.0	0.000119	0.001071	0.000117	9.6e-05	0.0	0.000606	0.000433	8.4e-05
MNDA	0.133742	0.017052	0.0	0.000117	0.0	0.000132	0.0	0.000757	0.0
MS4A1	0.000409	1.100882	0.000714	0.001516	0.0	0.000661	0.000364	0.001731	0.000335
MS4A6A	0.586912	0.0	0.002678	0.002682	0.000766	0.00304	0.0	0.000866	8.4e-05
MSC	0.001227	0.0	0.002321	0.002449	9.6e-05	0.001983	0.0	0.003246	0.0
MT1E	0.001227	0.0	0.004641	0.00688	0.002776	0.001851	0.000849	0.013309	0.00452
MT3	0.0	0.0	0.000446	0.0007	0.001244	0.0	0.0	0.00422	0.00519
MTMR11	0.021677	0.0	0.0	0.000117	0.0	0.000132	0.000121	0.000325	8.4e-05
MTSS1L	0.001227	0.000358	0.0	0.000583	9.6e-05	0.0	0.000121	0.001298	0.001925
MTUS1	0.0	0.000596	0.002499	0.001516	0.004116	0.001454	0.000121	0.008223	0.004687
MXRA8	0.0	0.0	0.000803	0.000583	0.000383	0.000264	0.0	0.012876	0.018582
MYT1L	0.0	0.000119	0.000536	0.0	0.000766	0.000132	0.0	0.000325	0.000753
NBL1	0.0	0.0	0.014102	0.018192	0.006797	0.014673	0.001334	0.019693	0.013309
NCAPH	0.0	0.000119	0.000714	0.000583	0.0	0.000925	0.000243	0.00119	8.4e-05
NDUFA4L2	0.0	0.000835	0.00116	0.000466	0.000574	0.002908	0.0	0.000325	0.000167
NEFM	0.0	0.0	0.000625	0.000816	0.000191	0.001058	0.0	0.000108	0.0
NELL2	0.0	0.0	0.041325	0.03137	0.040685	0.023001	0.000364	0.133088	0.145057
NET1	0.000409	0.000119	0.008033	0.001983	0.010913	0.002512	0.001819	0.001948	0.004687
NKD1	0.0	0.000238	0.00116	0.000117	0.001532	0.000661	0.0	0.000866	0.000586
NKG7	0.027403	0.000358	0.037308	0.035335	0.010626	0.011897	15.355246	1.476412	0.029212
NOG	0.0	0.0	0.014727	0.0007	0.034463	0.00965	0.0	0.01082	0.021344
NOVA1	0.0	0.000238	0.000446	0.000233	0.000862	0.000132	0.000121	0.001515	0.001674
NPAS1	0.0	0.000954	0.000982	0.000117	0.000957	0.0	0.000121	0.001948	0.001507
NPAS2	0.0	0.0	0.000357	0.000117	0.000862	0.0	0.0	0.001623	0.003348
NPDC1	0.001636	0.0	0.067387	0.103324	0.002202	0.087905	0.000849	0.057239	0.024274
NRCAM	0.0	0.000119	8.9e-05	0.0	0.000957	0.0	0.0	0.005626	0.003516
NRGN	0.062986	0.000238	0.000357	0.000233	0.000191	0.000132	0.000121	0.000325	0.000335
NT5E	0.0	0.004412	0.001785	0.003499	0.000191	0.000925	0.0	0.020126	0.025948
NUSAP1	0.000409	0.002027	0.004106	0.001166	9.6e-05	0.000661	0.001941	0.002164	0.0
NXPH4	0.0	0.01264	0.000357	0.000117	0.000287	0.001454	0.0	0.0	0.0
OSBPL10	0.000818	0.030646	0.000179	0.0	9.6e-05	0.000132	0.000364	0.000325	0.000167
OSCAR	0.062986	0.0	0.000625	0.000466	0.000287	0.000264	0.000849	0.000974	8.4e-05
P2RX6	0.0	0.0	0.000357	0.0	0.000287	0.000397	0.00097	0.00119	0.000921
PADI4	0.030675	0.00322	0.003302	0.0	0.008137	0.002379	0.003153	0.039277	0.055746
PAK3	0.0	0.0	0.000982	0.001983	0.0	0.000529	0.000121	0.000108	0.0
PARVA	0.0	0.0	0.000714	0.00105	9.6e-05	0.0	0.0	0.000108	0.000251
PCDH9	0.0	0.028142	8.9e-05	0.0	9.6e-05	0.0	0.000728	0.000108	0.000167
PCSK1N	0.0	0.000119	0.025794	0.035918	0.015891	0.033179	0.000364	0.064705	0.066962
PDCD1	0.0	0.0	0.011067	0.015277	0.000957	0.010707	0.0	0.008656	0.000167
PDE3B	0.002863	0.000238	0.01794	0.016093	0.015891	0.013483	0.005579	0.047717	0.037164
PDGFB	0.0	0.0	0.003392	0.005481	0.001149	0.006477	0.00097	0.002813	0.001172
PDGFD	0.0	0.000238	8.9e-05	0.0	0.0	0.0	0.05191	0.003679	0.000167
PDGFRB	0.000409	0.000477	0.0	0.0	0.0	0.0	0.007277	0.000108	0.000167
PDZD2	0.0	0.0	0.000357	0.0	0.000287	0.000132	0.0	0.000974	0.000419
PERP	0.001636	0.000715	0.01678	0.028805	0.001149	0.026834	0.002062	0.010279	0.000921
PHGDH	0.000409	0.001789	0.005087	0.001399	0.009956	0.001983	0.001334	0.01742	0.022432
PI16	0.0	0.002385	0.028918	0.038717	0.008616	0.043886	0.002426	0.00844	0.004018
PIF1	0.0	0.000119	0.000268	0.0	9.6e-05	0.0	0.010552	0.000974	0.0
PILRA	0.179141	0.000596	0.000179	0.000233	9.6e-05	0.000397	0.000728	0.000325	0.000335
PKMYT1	0.0	0.0	0.000714	0.000117	0.0	0.000264	0.000243	0.000649	0.0
PLEK2	0.0	0.0	0.002678	0.001983	0.003638	0.001454	0.0	0.000757	0.000586
PLEKHG1	0.0	0.014667	8.9e-05	0.001283	9.6e-05	0.000529	0.000121	0.000108	0.0
PLEKHG5	0.0	0.0	0.001339	0.001749	0.001244	0.002776	0.000121	0.000649	0.000502
PLLP	0.0	0.0	0.008836	0.001866	0.015987	0.002908	0.0	0.004653	0.006194
PNMAL2	0.0	0.000119	0.000803	0.001166	0.002202	0.001322	0.0	0.000433	0.001088
POU2AF1	0.000409	0.125686	0.002053	0.000933	0.00201	0.00119	0.0	0.000108	0.000251
PRAM1	0.104703	0.0	0.000357	0.000233	9.6e-05	0.0	0.001819	0.000649	0.000586
PRF1	0.0	0.0	0.020261	0.012711	0.008329	0.016788	1.699576	0.071521	0.015987
PROK2	0.002045	0.0	0.001696	0.00105	0.0	0.000529	0.0	0.004653	0.0
PRSS1	0.0	0.000119	0.000982	0.000117	0.00067	0.000925	0.0	0.000216	0.0
PRSS23	0.000409	0.0	0.0	0.000117	9.6e-05	0.0	0.344572	0.022722	8.4e-05
PSAT1	0.0	0.000596	0.01071	0.003615	0.0112	0.007535	0.001092	0.004977	0.009291
PTAFR	0.058078	0.001073	0.000446	0.00035	0.0	0.0	0.0	0.000433	0.000251
PTGDR	0.000409	0.0	0.003302	0.005481	0.000191	0.00304	0.206671	0.022939	0.000586
PTGDS	0.0	0.0	0.005623	0.010612	0.0	0.008328	1.007641	0.018611	0.000921
PTK7	0.000409	0.000119	0.000357	0.000117	0.001436	0.000132	0.001334	0.005626	0.007115
PTPLA	0.000409	0.000119	0.005712	0.004898	0.001532	0.01692	0.004488	0.000866	0.000586
PTPRK	0.000409	0.010494	0.001696	0.000583	0.003063	0.001058	0.0	0.012443	0.010128
PTRF	0.0	0.000119	0.001071	0.001866	9.6e-05	0.00119	0.0	0.000108	0.0
QPCT	0.035174	0.000596	8.9e-05	0.000233	0.0	0.0	0.0	0.000108	0.0
RAB31	0.134969	0.007036	0.000179	0.0	9.6e-05	0.0	0.00279	0.000108	0.0
RAB32	0.140286	0.000119	8.9e-05	0.000117	0.0	0.0	0.001334	0.0	0.0
RAC3	0.0	0.0	0.001696	0.002332	0.000574	0.003305	0.0	0.000541	0.000167
RALGPS2	0.001636	0.249344	0.002231	0.001866	0.00268	0.001851	0.012614	0.006817	0.002344
RAPH1	0.0	0.0	0.000179	0.000466	0.00067	0.000925	0.0	0.000216	0.0
RASGRP4	0.035174	0.000238	0.000536	0.000233	0.0	0.000925	0.0	0.0	0.0
REG4	0.0	0.0	0.001607	0.000233	0.003638	0.000397	0.000121	0.034949	0.049301
RFPL2	0.000818	0.0	0.001874	0.003265	0.000287	0.001586	0.000121	0.000216	0.0
RGPD2	0.0	0.0	0.000714	0.001633	0.000191	0.001322	0.0	0.000216	0.0
RHBDL1	0.000818	0.000358	0.01196	0.020292	0.00201	0.018374	0.0	0.005951	0.001423
RHOBTB3	0.000818	0.002385	0.000625	0.000233	0.002393	0.000397	0.058702	0.00119	0.0
RNF165	0.0	0.000119	8.9e-05	0.000233	0.000191	0.000264	0.013827	0.000108	0.000167
RNF175	0.000409	0.0	0.002142	0.0	0.005361	0.003966	0.0	0.000325	0.000335
RNF207	0.000818	0.000596	0.000803	0.003149	0.0	0.000793	0.000121	0.0	0.0
RORC	0.0	0.0	0.00723	0.012128	0.000287	0.008328	0.000485	0.00119	0.0
RRM2	0.0	0.0	0.006962	0.000117	0.0	0.000397	0.005337	0.001407	0.0
RTKN2	0.0	0.000238	0.004373	0.005131	0.001532	0.017317	0.000849	0.003895	0.00067
RUNX2	0.001636	0.000119	0.005087	0.010845	0.001436	0.006213	0.007035	0.035598	0.044111
S100A8	8.132106	0.000358	0.000179	0.0	0.0	0.0	0.000364	0.0	0.000502
S100A9	8.512883	0.000954	0.008658	0.01516	0.002872	0.010443	0.000849	0.001623	0.002009
S100B	0.002863	0.0	0.009729	0.000816	0.01972	0.004362	0.219648	0.462346	0.647443
S1PR5	0.0	0.0	0.000536	0.000466	0.000479	0.000132	0.312674	0.022506	0.000167
SARDH	0.0	0.0	0.021242	0.010962	0.020008	0.01811	0.00097	0.004544	0.004018
SECTM1	0.057669	0.0	0.000803	0.002216	0.000287	0.000925	0.000606	0.000325	0.000167
SELP	0.000409	0.000715	0.000536	0.000466	0.000191	0.002908	0.0	0.000649	8.4e-05
SEPT10	0.001227	0.000238	0.00125	0.002216	0.0	0.001983	0.0	0.000108	0.0
SERPINE2	0.0	0.001908	0.018119	0.000466	0.03475	0.002644	0.023772	0.009955	0.016741
SH3BGRL2	0.0	0.0	0.000268	0.0	0.000287	0.000132	0.0	0.001839	0.003432
SIRPG	0.0	0.000119	0.12201	0.08688	0.104346	0.087376	0.002183	0.082666	0.093664
SLAMF7	0.004499	0.000715	0.00125	0.0007	0.000191	0.000132	0.134384	0.017312	0.000251
SLC16A10	0.0	0.000119	0.004284	0.004082	0.005744	0.004494	0.0	0.009197	0.007952
SLC22A17	0.0	0.000358	0.012853	0.00688	0.014168	0.008063	0.000364	0.007791	0.011718
SLC22A23	0.0	0.000119	0.000714	0.001749	0.000383	0.000132	0.0	0.000108	0.000335
SLC40A1	0.002863	0.000119	0.043913	0.027405	0.032836	0.032518	0.000728	0.009089	0.013895
SLC45A3	0.0	0.011567	8.9e-05	0.0	0.0	0.000132	0.0	0.000108	8.4e-05
SLC7A7	0.120654	0.016933	0.000536	0.0	0.000287	0.0	0.0	0.000108	8.4e-05
SLC7A8	0.000409	0.000119	0.000446	0.000233	0.000191	0.000397	0.0	0.001839	0.001507
SPIB	0.001227	0.244217	0.000179	0.0	9.6e-05	0.0	0.000364	0.000216	0.000251
SPON2	0.002454	0.003816	0.010889	0.010262	0.006605	0.010575	1.172226	0.056806	0.013476
SPSB1	0.0	0.000358	0.004106	0.003149	0.001723	0.002379	0.000485	0.001082	0.000167
SSTR3	0.0	0.000119	0.003035	0.001166	0.006414	0.003173	0.000121	0.002921	0.005943
ST3GAL6	0.026176	0.000119	8.9e-05	0.0	0.000479	0.000132	0.0	0.000108	0.0
ST6GALNAC1	0.0	0.0	0.016244	0.021341	0.005935	0.013219	0.0	0.000325	0.000167
ST8SIA1	0.0	0.0	0.004373	0.007347	0.000287	0.006081	0.0	0.002056	0.000167
STXBP1	0.0	0.0	0.002142	0.004082	0.001723	0.002908	0.000364	0.005302	0.004269
SUSD4	0.000409	0.0	0.011335	0.010962	0.011679	0.00965	0.000364	0.003787	0.003683
SVOPL	0.0	0.0	0.000803	0.000466	0.00134	0.000264	0.001092	0.005194	0.005692
SYDE1	0.0	0.0	0.000357	0.00035	9.6e-05	0.0	0.0	0.000866	0.000753
SYDE2	0.0	0.000596	0.001607	0.001283	0.001723	0.001322	0.000121	0.005626	0.002511
SYNM	0.0	0.0	0.000179	0.000466	0.000287	0.000132	0.000243	0.001082	0.0
TBX21	0.0	0.000596	0.004463	0.007347	0.000287	0.005816	0.20376	0.020234	0.000837
TBXA2R	0.0	0.004651	0.003392	0.00035	0.003829	0.000397	0.00849	0.010928	0.0113
TCEA3	0.000818	0.0	0.067565	0.042799	0.076489	0.056841	0.002183	0.050314	0.055746
TCF4	0.005317	0.072979	0.000536	0.0	0.000287	0.000132	0.009582	0.000108	0.000251
TET1	0.0	0.001312	0.000536	0.000233	0.000957	0.0	0.005337	0.006384	0.000837
TGFB1I1	0.0	0.000358	0.002588	0.003149	0.002585	0.006609	0.000243	0.00119	0.003264
TGFBI	0.101022	0.0	0.00116	0.001516	0.0	0.000397	0.000121	0.000757	0.0
TJP3	0.0	0.000954	0.009193	0.006414	0.005457	0.012293	0.000121	0.004544	0.004269
TK1	0.000409	0.001312	0.007408	0.001866	0.000383	0.002115	0.006792	0.00238	0.000251
TLR2	0.027812	0.000715	0.000446	0.000466	0.000191	0.000264	0.000243	0.000108	0.0
TM6SF1	0.002863	0.000715	0.0	0.0	9.6e-05	0.0	0.019527	0.000649	0.0
TMEM176A	0.346012	0.0	0.000179	0.000117	0.0	0.000132	0.0	0.000216	0.000251
TMEM200A	0.0	0.0	0.001696	0.001283	9.6e-05	0.001718	0.000364	0.000541	0.0
TMEM37	0.0	0.0	0.001517	0.000117	0.00268	0.000264	0.0	0.000325	0.0
TMEM45B	0.000409	0.0	0.004909	0.005248	0.000766	0.00304	0.0	0.000541	0.0
TMIE	0.0	0.0	0.006069	0.002799	0.00651	0.005948	0.000121	0.002272	0.001339
TNFRSF13C	0.0	0.088839	0.001071	0.001399	0.0	0.002247	0.0	0.002056	0.000335
TNFRSF17	0.001636	0.017291	0.000536	0.000117	9.6e-05	0.0	0.0	0.0	0.0
TNFRSF4	0.000818	0.000119	0.099429	0.165948	0.004212	0.133377	0.035173	0.003571	0.000837
TNIP3	0.0	0.0	0.000893	0.000466	0.00067	0.000397	0.00097	0.003138	0.000753
TPBG	0.0	0.0	0.001874	0.005481	0.0	0.002115	0.000121	0.000433	0.000335
TPRG1	0.0	0.0	0.004284	0.005015	0.002106	0.003173	0.001577	0.007899	0.000837
TRAT1	0.0	0.0	0.211175	0.148455	0.139575	0.133377	0.00752	0.069682	0.042103
TRIM47	0.0	0.000835	0.016512	0.018309	0.007467	0.019828	0.001092	0.008656	0.007868
TSHZ2	0.0	0.000954	0.02749	0.034286	0.01637	0.018506	0.000121	0.00119	0.000837
TSPAN13	0.0	0.198187	0.000357	0.00035	0.0	0.0	0.005579	0.0	0.000167
TSPAN15	0.000409	0.0	0.00839	0.013528	0.001915	0.010972	0.001455	0.001948	0.000586
TSPAN18	0.0	0.000119	0.006159	0.016676	0.003063	0.00542	0.000243	0.002272	0.001507
TSPAN6	0.0	0.0	0.00125	0.000933	0.002776	0.000925	0.0	0.000757	0.002344
TTC24	0.0	0.001192	0.000357	0.0	0.000574	0.0	0.000728	0.002597	0.002427
TTC38	0.005726	0.001431	0.003213	0.002682	0.00201	0.003173	0.281868	0.017637	0.001674
UBASH3A	0.0	0.0	0.068636	0.054344	0.069979	0.059484	0.000485	0.050314	0.053151
UBE2C	0.0	0.000119	0.002767	0.00035	0.0	0.000925	0.000728	0.00119	0.0
VPREB3	0.0	0.568924	0.000179	0.0	0.000191	0.0	0.0	0.000216	0.000335
VSIG1	0.0	0.000477	0.014102	0.009679	0.010052	0.013615	0.000243	0.007466	0.006613
WDR86	0.0	0.008824	0.01196	0.027638	0.00067	0.017317	0.002547	0.00422	0.000837
WNT7A	0.0	0.0	0.022581	0.019009	0.015796	0.019299	0.0	0.003787	0.003599
XCL1	0.0	0.0	0.000982	0.002332	0.00134	0.000397	0.377077	0.018611	0.000167
XCL2	0.0	0.0	8.9e-05	0.00035	0.000479	0.000397	0.425106	0.013201	0.000502
ZDHHC15	0.0	0.0	0.000536	0.000117	0.00067	0.0	0.000121	0.0	0.000502
ZDHHC19	0.0	0.031481	0.000714	0.000233	0.000862	0.0	0.0	0.000216	0.000502
ZNF233	0.0	0.000596	0.000179	0.0	0.0	0.000132	0.000121	0.000757	8.4e-05
ZNF280B	0.0	0.002146	0.001071	0.000933	0.000574	0.000132	0.001819	0.004544	0.000921
ZNF280C	0.0	0.001073	0.000625	0.001166	0.000191	0.000397	0.002547	0.003138	0.00067
ZNF365	0.0	0.0	0.00125	0.000933	0.0	0.001851	0.001334	0.001082	0.0
ZNF503	0.022904	0.0	8.9e-05	0.0	9.6e-05	0.000264	0.000364	0.0	8.4e-05
ZNF66	0.0	0.001312	0.000446	0.000816	0.000191	0.000661	0.002304	0.003354	0.000753
ZNF662	0.0	0.0	0.000357	0.0	0.000383	0.000397	0.000121	0.000541	0.001925
ZNF683	0.000409	0.000119	0.001696	0.00105	0.000574	0.000925	0.017344	0.072495	0.002344
ZNRF1	0.006544	0.0	0.002767	0.006764	0.000383	0.00304	0.000243	0.000325	0.000837
