Row	ascites7873R1	ascites7873R2	ascites7882R1	ascites7882R2	ascites7892R1	ascites7892R2
OAS2	53.9499	51.1158	25.6832	27.667	38.7796	24.536
RNASEH1	33.4159	31.9922	37.0249	40.0071	39.8803	39.355
GTF2E2	45.0643	38.0892	28.7536	32.6016	37.4653	39.6707
XPR1	33.7295	27.8856	47.6314	38.4998	39.9913	33.865
MKLN1	41.2242	39.4978	40.4755	26.5003	44.5008	29.3691
ARHGAP4	21.1167	39.4995	46.4411	39.5348	38.8724	36.0519
ERCC3	35.496	36.8165	37.1589	34.1607	38.9256	38.9531
CXorf40B	27.7963	25.1319	40.3192	43.3476	47.2869	37.5776
LRP10	18.5684	25.1183	42.904	44.0517	49.081	41.6752
AAMDC	30.885	38.0376	35.4695	40.7141	42.9349	33.3398
MPHOSPH9	41.0754	42.9176	28.2538	32.0777	36.6141	40.3574
CAAP1	32.759	32.2289	34.5144	41.4365	38.0684	42.284
PCID2	39.6666	36.7698	40.2074	35.0124	36.5765	33.0515
ANKRD40	39.0955	37.4283	38.8429	35.8325	37.1463	32.8902
GALNT7	35.0222	32.0383	38.0509	36.0162	45.6034	34.4097
CXXC5	29.5423	32.2281	36.6889	38.0537	42.485	42.1176
LYAR	41.8969	36.4069	34.3021	41.2043	31.5096	35.7924
DHCR7	16.8921	18.7098	45.1663	52.258	43.4993	44.578
LSM12	43.237	38.5265	36.5784	36.0163	35.6585	30.9621
HIST1H2AG	17.3449	22.3869	40.7972	47.1944	44.2947	48.9547
UBR1	32.331	42.9077	30.2775	31.2676	33.319	50.6436
COG5	41.2282	36.5964	33.1914	33.0178	38.0678	38.5895
SMAP1	41.7647	40.4086	35.3201	34.3222	34.3698	34.4904
GRAMD4	38.1909	39.548	48.404	36.9706	29.5661	27.779
OTUD6B	42.7645	32.6242	36.0535	38.6655	37.5735	32.7201
TRDC	38.7972	41.2399	27.6424	33.6541	37.3107	41.6956
TXN2	25.2845	35.7994	37.667	42.8225	43.2708	35.42
PTPN4	32.2264	32.032	32.2388	40.8255	40.4588	42.4599
AJUBA	20.6193	22.8156	50.479	45.8987	41.2784	39.1426
TMEM263	29.1531	27.1828	36.5599	39.3078	43.2686	44.6064
KLHL12	45.0637	37.7578	32.732	39.0632	33.5843	31.672
KIF13A	36.5605	35.1942	35.1982	34.8929	44.5017	33.4933
LSM14A	47.3147	39.9195	22.1587	28.1671	48.9133	33.2904
ZSWIM7	45.0266	39.5948	30.5062	39.0215	31.9779	33.5069
ARHGEF12	31.8637	28.8568	38.3938	35.071	47.5014	37.9218
CSTF1	33.3241	34.3474	35.7171	44.1314	35.6474	36.3836
PRPF18	42.4778	38.5866	34.7485	37.936	32.2385	33.5019
GOLM1	29.9626	26.219	43.4617	38.7724	44.4443	36.6046
NEDD4L	26.1755	25.3627	38.4576	30.6931	54.952	43.7214
PDE4B	29.2512	27.0846	30.0322	30.5286	56.481	45.8856
SNX27	45.844	37.5163	35.4146	30.6795	38.692	31.0898
MTRNR2L9	7.59658	6.09871	197.923	3.20788	1.14582	3.2429
RRP15	36.9561	33.7105	37.5302	36.1641	40.1329	34.6413
DTX3L	47.3282	44.2699	30.4141	33.2358	34.7096	29.158
ACTBP2	0.0487412	0.0519043	218.485	0.0972744	0.304638	0.106241
PRDM4	38.6743	37.275	38.1004	30.8409	41.3774	32.7823
SYS1	37.0287	35.5366	35.2992	34.2872	39.8797	36.9281
PTGER2	48.0255	46.3554	25.8495	32.0823	31.6771	34.9579
CCND1	20.5376	18.7242	66.0556	36.7668	42.8358	34.018
LIG1	27.7518	31.3619	36.218	39.9382	40.6956	42.9654
HOMER3	24.5213	31.007	45.808	45.8709	32.0617	39.6532
CLEC10A	37.6143	47.0836	33.5896	37.0074	29.5294	34.0245
ABLIM1	24.5115	25.7489	34.4848	36.323	60.3863	37.3451
IGBP1	38.5857	38.5509	36.782	34.4882	35.5832	34.7294
TM9SF1	27.0638	27.7783	44.1829	41.1236	46.4279	32.1393
PARP6	32.1262	36.2488	40.6446	29.2367	44.1545	36.292
MAP2K3	20.5515	24.4877	35.8697	32.8154	66.8974	38.0488
HIST1H3H	13.5873	21.4603	69.0376	40.1499	34.9743	39.4403
GPATCH4	40.9517	35.779	37.4142	38.6533	37.3526	28.4903
SVIP	33.8878	31.2268	32.5654	40.4247	38.5178	41.937
ENOSF1	43.1753	42.5613	39.1627	27.63	32.6284	33.3757
TMEM135	32.9354	18.2425	96.8282	18.485	24.6636	27.3597
VPS37A	48.6362	39.8889	29.2472	31.0427	35.0197	34.6715
GRK6	20.8529	34.2768	41.6726	36.9332	43.869	40.8358
USP5	25.8043	28.5535	53.0544	41.2481	36.21	33.4775
PYROXD1	43.6888	41.7736	31.3935	29.3354	34.9102	37.1821
NR1D2	36.1563	33.681	33.4812	35.2864	43.6714	35.9658
HDAC7	19.42	26.9766	43.029	38.2887	45.5608	44.9397
CDR2	26.0948	20.3628	38.1557	45.2825	49.0055	39.2635
PIGK	39.4057	36.5267	30.5852	40.0032	33.904	37.7294
RELL1	33.8648	36.2788	30.5311	37.0595	41.0862	39.1988
TCF3	20.7776	20.6919	47.4015	46.1465	44.6909	38.2609
TSSC1	22.4803	27.4295	39.7703	47.806	41.1241	39.3328
ING3	44.7399	38.7106	31.8932	34.1429	30.9127	37.4453
SLC2A5	58.7635	57.4445	25.1394	30.4475	19.226	26.8094
YIPF4	33.1248	29.0521	46.1004	37.3475	36.1977	36.0072
C11orf54	40.9223	39.2845	33.194	33.8636	35.3334	35.1941
TMEM69	42.8337	38.0991	33.9643	38.8297	31.5702	32.4495
ZNF880	30.2695	28.6702	39.9313	39.6849	39.3667	39.8199
ZCCHC6	37.9011	38.3599	32.0229	31.035	43.9175	34.447
TTK	34.1851	25.8559	33.076	40.6387	41.9144	41.9882
ZFYVE16	46.0228	46.2082	28.8907	30.3986	32.5657	33.5006
BTF3P9	0.409669	0	217.112	0	0	0
DCK	42.0332	36.5695	37.1291	34.3213	32.9486	34.3864
ZFAND2A	44.9639	42.3624	29.8013	27.9936	32.3	39.8572
ASNS	29.0336	24.717	45.9973	43.3648	39.4837	34.6619
ELMO2	40.1988	38.0681	32.5917	33.5875	41.5643	31.2459
PLXNB1	16.3268	29.214	57.3684	40.0244	37.1958	36.9336
FASTKD2	38.312	32.0878	35.0861	38.6977	34.9304	37.8405
ERCC5	31.0939	36.4292	36.3896	32.5795	44.2031	36.1902
IGSF6	52.8373	54.9773	25.1393	31.2462	20.8265	31.8393
UBE4B	32.2198	28.1718	34.9142	37.7923	50.4004	33.2857
SPOP	34.1675	31.6353	46.29	34.2313	37.9633	32.459
APTX	39.2702	34.9457	34.2565	37.6717	33.8466	36.7402
SEMA3C	35.6143	36.7051	28.1791	33.478	38.6285	44.0786
PGAM5	21.3612	23.5237	41.2876	46.4853	42.5929	41.3955
TAF12	39.0451	41.6026	32.7766	37.3306	29.0016	36.7421
PNPT1	36.606	36.628	33.5862	34.3859	34.1146	41.1185
MAFF	24.6197	25.7924	33.0016	38.6283	48.0152	46.3747
ZNF518A	39.0228	32.6499	39.2648	34.5503	36.5088	34.4288
PICK1	22.0189	28.9162	44.1579	43.188	39.7207	38.4098
TBC1D9	31.6058	26.8914	33.9688	38.8742	46.6545	38.32
RRP1	25.9446	27.4033	44.8464	39.3823	40.3626	38.3742
RNH1	22.2926	32.2405	42.228	43.5713	42.9618	32.9807
LYRM1	29.4464	30.7496	33.2927	43.7975	35.8907	43.0514
AVL9	39.2953	35.4409	34.9203	36.2695	38.9184	31.343
PRRC1	36.6133	32.2434	33.1926	36.0216	40.5492	37.4211
WBSCR16	30.1246	33.5703	36.5105	38.2533	39.2538	38.2672
PDE7A	40.0742	35.9435	30.3957	31.5815	42.6971	35.2693
ACSM3	29.1575	24.8352	35.3639	35.1455	41.0403	50.4013
RHNO1	39.4831	41.2239	32.4103	35.6939	35.527	31.6038
PIGG	32.7874	33.7844	36.2876	32.3318	46.0202	34.6574
TRIP11	34.4882	30.8231	34.6832	40.7935	41.3738	33.621
MAP4K3	34.9537	29.8035	36.1697	37.0523	43.5909	34.1898
IKBKB	31.6927	41.0935	33.3089	31.9894	42.1901	35.4435
OSBPL3	32.8385	31.56	38.0557	27.3639	50.0862	35.8007
TBK1	44.5919	38.976	31.0257	28.8339	35.6507	36.5523
SIAH1	31.1062	28.5363	37.3915	38.5766	43.0691	36.9079
PGS1	32.0235	35.4293	39.6426	32.3832	41.9829	34.0804
CASC3	38.9724	38.8474	36.3948	29.7112	38.4931	33.1147
C5orf22	31.713	26.2187	32.8644	38.6091	50.2921	35.7547
EMC6	27.5747	31.1361	38.4525	45.8506	33.2848	39.0656
ELP6	26.1815	33.4923	38.7595	43.4966	34.4476	38.9785
ICT1	41.8181	35.0636	34.0541	39.2386	33.3833	31.7684
DMXL1	52.8597	42.8546	32.5228	25.9095	30.9551	30.1713
ACTR6	39.0737	36.4371	33.9767	35.5351	38.3453	31.8885
SAP30L	39.6538	41.0442	32.1696	29.1853	36.8941	36.2996
C21orf59	34.1517	32.5404	40.287	41.0721	31.2488	35.8431
FOPNL	42.4355	35.7289	33.6758	32.3658	34.7004	36.2355
MCCC1	30.5604	27.7707	41.9778	42.8067	38.2103	33.8147
MYLIP	37.1491	38.3365	28.1869	27.9395	44.4624	39.0519
SYNJ2	18.0371	16.1129	33.2832	37.8171	58.2014	51.6022
GDI1	25.4825	33.0571	44.117	38.7077	38.2633	35.2724
RFWD3	31.4421	28.6608	36.0802	33.8884	46.3347	38.4924
KLF13	55.1309	43.0113	24.9094	28.5009	30.544	32.7194
HSPA13	39.1959	34.0845	32.6117	38.6383	30.5311	39.7088
IL2RG	23.2903	27.6005	23.7559	23.3398	77.3458	39.3306
SULF2	41.7993	38.0838	23.7867	23.8322	48.5534	38.3522
PPIL2	30.5273	37.2374	42.4521	31.7207	38.6248	33.8429
EPB41L2	53.9354	44.5108	31.2365	23.348	35.4306	25.9435
UBA5	35.322	33.9934	41.5158	30.4328	37.5123	35.5994
ATP6V0C	20.5395	28.7628	85.2257	30.0891	26.3181	23.3976
GADD45A	27.6164	22.1222	32.3721	32.881	48.4289	50.8402
CHIC2	30.3493	33.1542	46.5333	28.3967	36.3663	39.2896
CPNE2	29.7816	29.3253	42.3309	42.5164	38.6341	31.4956
MTMR6	47.0868	44.3104	30.7517	34.1316	28.1065	29.5536
ECD	31.5392	35.1314	33.6973	33.0877	45.0039	35.4471
MPHOSPH10	36.0525	31.9961	35.7033	35.8261	36.6668	37.6165
NUDT9	34.1614	33.3352	34.9499	39.5682	33.957	37.7334
NME6	29.9504	31.1292	37.2276	44.8776	35.3763	35.1145
CYB5R3	16.7039	21.5087	44.0995	41.144	54.9947	35.2041
KDM1B	32.2247	28.4467	32.8443	35.4732	51.5881	32.9839
CXXC1	22.9603	31.3206	41.8159	42.1125	40.904	34.4298
ROCK2	37.5801	29.1133	38.4432	34.1739	40.6852	33.5119
NFATC2IP	29.3883	32.3129	40.8921	34.653	41.403	34.8554
EIF1AD	25.7876	27.9822	44.5388	35.4542	43.4786	36.251
STRIP1	30.5816	37.7584	38.1443	29.3783	42.9261	34.6965
POLDIP3	29.0064	33.7786	37.1455	34.9726	41.8995	36.1886
TEX261	35.8056	29.2263	30.8658	36.2476	47.0265	33.8033
RBCK1	32.8464	34.2754	32.0151	40.7503	33.0658	40.0188
FCHSD2	45.224	42.686	36.8798	27.9927	35.2093	24.9735
SH3BP2	22.0887	34.3507	44.9177	36.546	36.5086	38.5037
CAV1	11.3051	8.90578	106.418	26.9651	31.4188	27.8672
AP1S1	34.191	32.68	43.658	40.2228	30.4061	31.6204
TAF2	39.8388	31.8867	33.8518	32.7083	43.7657	30.7173
HPS1	32.9992	42.4058	34.5999	33.4728	36.7721	32.5033
ZNF511	20.727	29.0969	40.315	40.7151	41.1414	40.7146
PTPN18	39.5657	42.1879	32.6379	33.8953	37.8362	26.5841
E2F5	29.3212	23.3094	40.105	45.1986	37.2166	37.5354
MYCBP2	38.9315	39.2236	33.303	27.2398	47.0507	26.823
PRPF4	35.6715	33.83	34.7022	39.9565	34.2039	34.2061
COMMD5	21.7943	26.5477	40.4947	45.6521	41.8243	36.1075
AGA	37.562	41.9839	28.6917	39.4003	31.5378	33.192
PTGES2	16.7514	21.7475	41.3742	49.4753	42.0125	40.9888
AMOTL2	16.9205	16.4096	40.8475	40.6141	49.8741	47.5761
IFIT1	48.8932	50.4265	23.9825	28.5	25.1827	35.21
MZT2B	23.6587	25.2576	45.8289	47.4046	38.4351	31.6075
TCN2	29.0535	42.2407	34.2177	36.9681	34.1099	35.3552
FRG1HP	38.625	40.9949	24.8472	28.5961	44.1448	34.7256
CENPA	29.5773	24.3281	40.2783	41.9723	36.6246	39.092
GPR65	51.1861	47.3979	28.1324	33.477	22.6976	28.8347
ZNF532	31.295	30.6581	39.2934	30.6506	47.2905	32.3816
ADAMTS9	17.6936	14.9585	33.8003	26.7672	72.9598	45.3683
GTF2F1	24.5336	34.3764	37.1938	40.2421	38.511	36.6577
SF3B4	32.0591	26.3745	35.3635	33.1676	54.1548	30.3102
GEMIN2	31.6271	31.3153	35.1084	35.6855	36.0204	41.5885
IBTK	46.395	39.5579	31.3434	32.5212	31.1677	30.2509
FAM13B	44.5473	40.6562	30.9649	28.2214	33.0868	33.7523
C2orf68	33.1316	38.5663	34.4015	38.5714	32.8653	33.6778
MRPS26	23.1309	25.8563	40.5536	49.848	35.7155	36.0242
SLC33A1	40.5303	35.0136	35.3967	39.0208	30.4384	30.7065
MRPL44	33.6417	31.3183	34.8446	38.8911	35.7547	36.6396
MRPL12	12.3852	18.89	40.9988	49.8218	48.13	40.8596
DDX50	39.312	39.5242	33.5744	31.0276	33.1996	34.4253
EARS2	34.0139	28.0944	32.3816	38.0757	42.8208	35.6633
TIMM9	34.1133	26.6951	36.6267	40.8451	38.5079	34.1949
HUS1	41.0382	39.9442	29.6459	31.5179	34.1564	34.6157
FBRS	25.081	25.9177	34.638	26.0283	56.3535	42.8927
CLASP2	38.691	36.9143	32.1062	33.0011	38.3178	31.8035
PLCB2	35.7196	49.9078	34.2719	30.1199	32.8723	27.8654
TNRC6B	37.1512	33.2297	30.1342	27.1283	45.8452	37.264
SDHAP1	31.311	34.6546	37.6564	29.801	42.9201	34.3813
TARS2	26.6876	27.483	38.4163	37.866	39.3239	40.8504
POMT2	29.4616	26.9175	41.9658	28.3842	40.1361	43.6524
ST3GAL5	40.8672	40.3075	26.2994	27.1021	37.2263	38.7056
CTR9	38.345	34.7444	31.171	34.1284	43.6571	28.3649
NFYB	40.0878	35.3081	34.3794	34.5895	32.8788	33.1635
CCBL2	37.0614	33.0633	31.6045	37.1959	34.7362	36.6217
SPOCK2	15.8827	23.7644	27.4279	32.4817	58.5405	52.1569
RABGEF1	31.2257	29.8045	34.1596	33.14	41.3754	40.5277
PYCARD	32.2435	47.0995	32.3986	38.6211	27.0269	32.8332
MYBBP1A	19.5813	23.5861	53.9803	37.7077	41.4045	33.8937
DPH1	36.8958	30.4808	33.172	35.6451	35.5404	38.2064
INO80C	30.1009	32.9754	33.2535	30.2384	48.3391	34.9789
AGRN	11.1546	19.2964	47.1345	45.5303	47.2014	39.5611
ZWINT	31.8312	28.8886	35.8139	43.4392	35.676	34.2164
LRCH3	40.357	36.4714	27.7894	30.675	40.9287	33.5345
ZC3H13	38.1571	31.8077	30.6976	33.4666	43.2039	32.3603
SMIM19	45.5277	44.8615	26.5638	31.8914	26.2514	34.5425
SHARPIN	14.7546	23.8829	48.6486	43.7524	40.6596	37.8534
USP19	28.4405	33.2203	35.6209	31.5995	42.6697	37.9249
SLC38A9	42.0167	38.3232	33.7826	31.8323	31.4994	31.9787
SLC25A51	40.7686	37.3054	31.595	33.9466	30.5543	35.0258
SGTB	52.2177	46.6848	28.231	31.0749	24.7658	26.1429
EXT2	40.3122	38.9949	29.1136	32.7122	33.465	34.4098
PMAIP1	26.4572	26.1887	27.697	35.4489	43.8305	49.3797
TATDN3	47.1837	39.3176	33.4301	28.3939	30.2833	30.3872
IL1RN	27.9638	25.7549	26.7247	28.5764	50.4877	49.4862
PIAS1	43.1687	40.0861	32.3985	24.5739	39.0737	29.6041
CRYZ	38.6198	28.7053	31.6409	40.7814	32.8823	36.2491
CSNK1G2	12.066	21.3209	39.6988	50.4792	38.85	46.442
FTH1P2	0.558718	0.29285	202.454	0.824988	1.67059	3.03731
ACAP1	22.5531	29.4509	40.684	32.2038	44.3198	39.6207
ZNF350	37.7681	33.7944	35.9688	32.9049	35.9527	32.4142
INCENP	32.6331	23.5802	33.8937	37.6657	48.4151	32.4742
MYO19	32.5363	32.7932	38.2778	30.7985	38.7968	35.4125
CCDC91	40.2488	35.0829	23.9503	28.8445	41.4085	39.0591
AGTRAP	14.6581	22.9538	37.7144	49.2956	40.21	43.7222
GRB10	26.2361	21.2899	38.3833	39.5632	46.9649	35.9501
PRKCB	43.1069	40.6146	26.1992	26.9414	39.8826	31.5501
PIGL	25.3837	28.7072	41.8036	31.9514	47.8846	32.5617
METTL13	25.6534	28.6347	39.0594	42.4186	45.8691	26.6561
ZKSCAN1	32.3952	42.1711	29.9893	29.503	39.5208	34.6438
CDC16	38.1057	35.7688	35.7706	29.8819	40.9463	27.7361
LIPG	16.4911	17.5304	37.3484	41.8363	49.3007	45.6826
OSBPL1A	32.6221	30.7183	34.5901	37.4165	41.4708	31.3558
SOS2	39.7002	36.1273	24.913	27.5982	43.1135	36.6569
TMEM222	11.9597	19.3028	44.5196	50.6785	41.217	40.2125
SEMA4D	24.5341	31.0567	25.0192	33.9411	59.7933	33.5152
STX10	27.6534	36.3385	35.9584	36.5235	32.7118	38.5684
SPPL3	31.8905	31.4426	33.4549	37.7737	41.7784	31.4115
AKR7A2	24.0666	28.4002	36.6337	45.3696	38.8573	34.4156
TBRG1	36.6089	41.1338	34.2267	29.9293	34.1308	31.6341
E2F6	34.14	27.869	36.1154	37.9365	37.0301	34.5427
RAB12	41.3648	34.5664	33.969	34.8953	30.9699	31.8099
HELZ	42.3421	43.628	26.6665	27.7084	39.9541	27.2318
AKAP10	41.0798	36.9788	39.5324	28.8115	27.7187	33.3222
CLEC2D	36.4787	33.5432	25.7977	27.7455	41.8037	42.0352
ASAP1	37.1583	30.573	26.1344	23.7022	60.8609	28.9733
NDUFA3	22.8247	26.5776	41.676	41.2139	45.2744	29.8235
GOLGA8B	35.5306	38.5327	28.7216	23.2485	48.5861	32.7439
PITPNC1	39.5714	44.1877	26.5072	30.7479	32.4846	33.7081
PMP22	60.1547	61.6882	22.8507	21.3795	18.9388	22.0388
ISOC2	8.14914	20.1793	43.8416	50.5495	44.0977	40.203
SPATA13	26.5789	32.4673	35.5198	32.9166	41.5	38.007
UGT2B7	23.6506	21.7015	36.3903	43.498	41.6077	40.0502
KIAA1109	42.0853	32.8756	28.1384	22.9755	45.413	35.4073
ATG101	16.5588	23.4097	42.1687	46.8858	41.1227	36.7269
TRMT6	35.5654	30.7933	35.03	37.6308	32.7154	35.1292
CNP	27.1659	33.1167	35.7197	36.9286	40.2486	33.6415
ZNF143	38.4083	31.8915	32.1493	31.8351	37.247	35.2317
UCK2	27.625	24.2733	42.9229	41.5394	35.7027	34.5473
VTI1A	35.1094	26.7263	37.5039	31.2883	36.8398	39.063
MTFP1	16.3507	18.0516	36.849	46.0022	46.6063	42.5265
MAGOHB	38.8759	36.0616	33.0541	34.5298	28.7636	35.0765
ZBED5	33.4467	35.1717	32.2026	34.078	37.0445	34.3616
GDAP2	38.1721	31.9998	37.7704	33.1746	33.4309	31.7293
BCAS3	37.4098	31.6259	29.957	27.8855	46.0304	33.3232
SNAPC5	44.7429	39.1047	28.1723	31.625	29.9691	32.6132
SERTAD3	32.2734	33.8435	36.0252	35.7318	32.4288	35.6401
CRELD2	21.3907	29.2343	41.2518	43.0578	34.7028	36.303
CEP250	26.9525	31.5434	38.0269	39.9467	38.1268	31.1766
SYPL1	36.8621	31.5285	29.2891	31.1008	46.4251	30.5376
FAM35A	41.3115	35.0009	30.0882	32.9338	32.4753	33.8777
ZNF766	30.7761	30.9041	30.1459	41.398	37.4136	34.9849
HMCES	24.4953	26.355	33.373	38.6101	44.3407	38.4177
CEBPB	22.7478	30.394	35.7673	36.6182	39.6017	40.3988
SPI1	19.8851	26.4439	67.2274	27.6715	39.6849	24.5584
RAPGEF5	32.8221	22.3822	33.4032	45.9077	36.5344	34.3958
TMX4	38.2488	34.8476	32.0253	29.2832	35.3035	35.6856
ACKR2	17.5002	19.6451	36.3912	40.0412	60.0765	31.5813
NFKBID	14.597	18.5598	46.7991	40.8978	43.8909	40.4469
METTL1	29.5691	27.2381	36.9457	34.2512	40.5012	36.6551
PBX1	26.3101	22.1394	38.8104	34.9489	48.5725	34.2747
MTR	38.4501	33.8439	32.8498	30.3509	38.4133	31.091
HIST1H2BM	21.3966	22.6053	116.387	21.2102	11.3802	12.0096
PRPF38A	33.9852	31.4324	33.4223	34.4285	39.0495	32.5732
C11orf1	29.4496	28.645	31.3198	41.9722	33.1166	40.3696
ARL4A	48.2658	45.1801	26.914	28.6831	23.1878	32.6161
GPT2	12.4601	18.4615	46.2199	59.0624	38.6633	29.8213
SYT14	22.5776	17.632	35.6528	41.8445	48.3951	38.5143
REST	37.2322	34.4802	26.5593	26.4458	46.7925	33.0821
ICE1	33.8955	30.9616	31.2196	33.3545	40.6978	34.2704
CDK10	20.9057	28.2109	49.4042	37.7345	34.7167	33.4219
CD69	30.2645	29.0786	25.442	30.2597	44.1321	45.202
INADL	29.8718	24.9775	31.527	35.2108	46.081	36.6973
PACS2	20.5248	29.4605	38.5438	36.3563	40.3226	39.1243
NCOA2	28.9171	28.8034	33.8218	32.0401	50.4642	30.2343
GPAA1	17.4865	25.6172	42.6173	47.8769	35.8268	34.8291
CELF2	43.7277	44.1791	30.5682	24.1553	34.7743	26.703
SBNO1	37.3938	30.2894	34.2715	32.997	38.0233	31.0878
YEATS4	35.9911	31.8972	30.9594	36.7736	33.3865	34.9389
CC2D1B	29.9533	33.9853	42.6212	37.0058	26.7064	33.6385
VPS39	36.9251	36.6543	38.8623	24.3332	37.8592	29.2552
IGLC3	24.5564	40.2669	30.9828	50.3024	29.492	28.212
TNFRSF11A	56.4311	54.575	29.0264	29.1485	17.1784	17.3898
FAM111A	43.7567	42.9566	28.6174	30.7017	29.3787	28.3021
BTAF1	41.2328	38.5853	32.1795	25.4816	33.4984	32.7074
AQP5	10.879	15.1459	45.6799	52.9597	40.0151	38.9551
GNPTG	26.6193	38.9421	34.1955	38.3344	32.2369	33.0891
EIF2B2	30.6668	29.9857	40.7084	38.4381	31.9745	31.634
KNSTRN	32.8624	26.6747	34.8491	36.1082	36.7823	36.1307
GAK	27.5672	34.4358	43.365	28.7223	36.8456	32.4517
PGLS	15.1007	23.5812	44.6031	46.776	38.9521	34.3525
ZNF561	35.3708	35.4933	32.2741	30.1875	36.9594	33.0642
NSMCE1	39.9694	41.1297	31.357	32.1913	27.9003	30.7984
LMBR1	35.8604	34.2374	29.5837	33.0485	37.4315	33.1844
PREPL	36.7634	30.1257	30.7647	33.3612	39.2307	33.0789
C15orf48	17.051	14.035	20.0199	22.1712	60.6264	69.257
CNEP1R1	46.4096	38.8741	32.4136	23.3974	29.8107	32.2168
IREB2	39.7127	33.1873	33.3229	29.1363	41.5802	26.1644
EDEM2	32.2367	36.3758	33.3118	36.1572	31.2287	33.7259
RPL24P4	1.43246	2.37854	194.641	1.32447	2.38905	0.85804
ANKRD36C	27.5407	26.5511	35.8877	29.0358	45.596	38.394
NOMO3	47.6414	32.8389	35.1235	22.9785	33.4003	30.9804
C7orf73	36.2801	33.6957	29.6877	33.0595	39.4968	30.7176
EXOC6	40.0503	33.6122	41.9594	28.7473	29.6399	28.8325
DUSP11	33.3251	34.1653	32.6981	31.3502	35.281	36.012
PPP1R12C	19.5981	30.0406	42.6108	41.3356	35.4372	33.6909
STX5	27.7876	29.4624	36.3772	34.8878	38.0921	35.991
SMIM4	26.2877	25.9944	43.3077	35.6146	34.5664	36.655
MTMR2	30.6824	24.7716	37.3638	34.2196	41.9356	33.4121
POLR2L	15.658	23.3422	42.8047	48.429	36.6995	35.391
SLC41A2	30.5877	25.1437	28.5867	34.3734	42.4389	41.1305
CCDC71L	34.2874	34.0534	25.5307	30.7801	38.2624	39.3286
DNAJC5	24.387	32.5268	36.961	40.4723	33.7494	34.0417
PPWD1	43.3423	37.2608	25.5195	26.9767	36.7052	32.2913
MRPL34	36.1392	35.0786	34.7479	33.3319	29.2098	33.5827
ARL2	20.3425	26.9471	38.5779	42.5824	34.9869	38.6481
CUEDC2	18.6222	26.2549	48.019	38.9658	35.6515	34.5581
BBIP1	36.9083	38.151	27.5055	36.4419	30.098	32.8156
BHLHE41	27.1884	28.7968	38.0012	39.5662	34.1558	34.17
PCGF3	23.6979	27.8853	40.52	36.5779	37.7189	35.4257
COL18A1	4.88059	9.02926	40.7225	44.7587	58.7086	43.684
ANKRD11	20.147	29.9318	33.9778	29.2207	54.8429	33.6563
HIBADH	36.0133	27.7059	31.6884	36.0665	33.2371	36.886
ZNF675	33.8653	31.3987	28.3203	30.5861	37.0606	40.3104
TRAF3IP3	34.9071	40.9067	25.3835	27.1919	38.0558	35.0644
PTAR1	39.3243	44.7589	28.5222	26.2479	31.7697	30.8259
DDX24	41.5035	33.1952	28.1619	19.2592	44.4173	34.8552
GOT1	24.8419	25.2192	36.1357	39.8945	37.4163	37.8346
PRPF38B	38.5594	32.81	36.7112	28.8583	31.5062	32.8818
PVR	23.7315	24.9389	38.6928	40.3295	38.4584	35.1451
MFHAS1	28.5126	28.3222	33.5579	36.9853	37.8691	36.0331
NHLRC3	56.1101	47.9245	24.9133	24.633	23.1742	24.5141
RGS1	33.7104	31.5651	39.5336	40.4601	22.1462	33.8297
SCO1	34.4378	27.073	32.5056	38.4841	36.4909	32.1274
HOXA10	23.0577	21.6846	41.362	48.0799	34.2767	32.5983
YRDC	26.682	25.2953	33.9395	38.7006	37.2886	39.1022
SNAP29	40.3029	41.8186	28.2929	31.5458	30.2757	28.7699
ANO10	32.7069	27.2474	34.1179	33.3848	38.5483	34.9337
AP1AR	38.354	29.9796	29.804	37.8158	35.6218	29.3116
SLC40A1	30.3452	31.2897	30.8776	39.7288	35.5869	32.9276
TBC1D23	37.7336	30.2472	34.5771	31.3091	33.3789	33.4134
PAN2	36.5616	35.2129	35.3805	30.6139	30.738	32.1471
CTNNAL1	23.5269	22.1081	33.7809	35.5937	42.5463	43.0914
COX5BP1	0	0	200.438	0	0	0
UBXN2B	40.3969	34.7391	27.2684	28.5828	37.8024	31.6266
H2AFJ	6.71065	17.9487	97.5973	29.0678	24.0647	24.9153
DOK2	23.1168	33.8882	40.9514	41.1842	28.8522	32.3063
TMEM214	27.3185	27.9001	37.3282	34.4522	40.926	32.3593
TIFA	30.0804	23.9606	28.6136	34.803	39.9511	42.8314
GALNT11	35.612	36.1728	31.1277	32.0249	32.4444	32.7381
KRAS	39.4667	36.4859	29.5474	25.8379	40.2587	28.5012
CCNK	25.7234	28.5634	20.5324	18.0091	81.8404	25.3705
TRNP1	21.4386	16.12	35.325	41.1425	41.3339	44.6679
PDCL3	36.5216	32.5511	31.4907	36.2465	34.2662	28.9421
OARD1	36.4069	32.8912	30.7773	32.8675	31.8447	35.2191
PLEKHG2	21.0689	26.4282	37.4586	31.1465	50.0822	33.7854
TBCC	21.6652	26.5915	34.9681	39.08	38.6876	38.8739
ZNF611	27.163	27.3001	32.7788	29.8918	49.3959	33.3155
HSPG2	19.5259	20.4564	38.2177	23.1494	56.5348	41.8563
TTC32	29.0797	27.4336	31.9363	33.2591	37.4418	40.5761
TSPAN31	43.1138	37.4254	31.7079	32.1544	25.4185	29.8118
