Gene symbol	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
CDH12	10.62581	18.147642	6.99477	7.907399	7.285694	8.592903	20.544731	9.729239	130.561151	197.454295	27.078939	9.729239	9.440421	12.707467	12.519708	9.085609	33.168571	23.205746	84.740349	38.349481	62.328534	24.732568
CDK6	30.698538	23.048747	15.944534	65.141217	25.780134	99.98687	45.351134	24.215072	69.539966	24.457149	27.058789	289.584703	21.06647	23.499236	16.711075	12.825795	75.8518	67.410879	47.968024	14.107514	64.389711	19.40987
CEACAM3	68.461406	61.801154	104.89154	69.089812	59.640081	55.447518	46.698693	65.120575	133.397401	120.635354	189.912654	109.575838	242.10177	156.08054	123.614986	113.835212	147.504214	210.180427	186.293569	166.523065	132.057906	2096.525977
CEACAM8	77.917158	86.886565	22.743785	143.82505	7.285694	73.731138	35.288498	4.767545	39.356351	15.775796	956.067675	162.104588	6.650645	5.093942	14.106733	11.657551	14.188625	19.050232	2385.025776	1835.208959	235.265465	149.867348
CEMP1	28.852996	26.056806	5.783505	9.51802	44.877164	8.245075	8.750532	66.9257	210.08156	135.659271	24.791455	47.378807	12.417738	13.434832	19.105328	44.645726	6.045329	7.792685	11.222698	40.314869	54.488698	30.294308
CFP	4.573719	4.64646	5.382741	14.386884	371.831974	50.46125	5.783505	13.946918	47.258719	471.129737	33.994436	6.982741	3702.502521	27.131042	219.1912	1971.112539	7.54856	451.250036	47.829096	214.906283	14.58477	2060.180409
CHI3L1	9.040054	10.111853	10.082345	13.160605	12.375332	7.285694	12.943644	9.949791	19.889006	16.324996	344.721706	59.676239	12.16797	8959.873277	3395.663462	2050.816822	89.880714	473.91503	477.054853	636.791652	89.330079	3791.328311
CHI3L2	574.73256	445.127934	320.506485	362.877913	662.906303	312.188204	166.181199	4770.057676	515.3473	404.136907	322.039063	170.220286	200.992736	181.814213	1765.552386	175.383593	184.10912	210.569957	148.963857	171.129512	317.47307	356.909455
CHST15	375.061796	380.454417	2248.878473	37.368269	56.31497	41.686024	34.126018	41.659769	82.84148	339.126187	43.296693	21.638343	3334.89402	1452.251166	103.487155	1051.6856	317.75447	99.791019	1121.27006	895.205497	1106.193591	4602.158626
CHST7	15.299851	17.075038	105.354315	26.289088	70.200928	367.404816	234.004909	401.838472	78.750586	56.034271	29.825234	23.038098	291.064177	314.64623	350.888374	421.234957	193.248924	3085.840231	152.218479	368.050649	27.241375	793.148113
CLC	317.013317	263.809958	158.272685	91.385093	21.546636	110.251992	184.583126	91.980538	38.524108	337.914753	509.915953	237.927569	86.565952	69.27116	226.713474	172.408926	98.812993	102.234107	3917.54615	3098.629915	26617.23891	4605.247829
CLEC10A	110.251992	95.487204	67.390682	80.054328	56.972141	77.309553	36.925291	66.466162	123.353051	154.085726	56.086384	61.702742	481.426471	159.597052	69.396554	5770.127086	5129.9883	145.475072	107.214688	150.297689	35.23355	145.628542
CLEC2D	1012.819733	595.044559	134.550329	1510.850313	1443.461253	1711.865828	1875.9525	1689.599596	2808.690677	332.236081	979.22394	344.410043	93.134516	78.640359	1465.741277	187.986571	66.490624	2002.179445	45.516341	41.110004	92.591231	68.777842
CLEC4A	270.684059	105.217325	19.483587	43.671693	94.87432	19.995556	35.566978	67.390682	75.54706	326.22282	66.202198	39.067985	2802.254283	1137.937654	51.678716	6742.94324	4209.628791	558.993472	321.217213	548.582899	234.914601	2814.377261
CLEC7A	148.855613	142.006217	58.642505	86.042411	106.670203	89.984042	50.524627	936.379225	94.165039	628.336507	143.149269	89.37299	6165.953009	3760.306028	283.203808	3071.447657	5359.771755	1178.503785	634.450191	1330.094243	159.527239	5247.49398
CLIC2	8.195551	7.671472	116.243811	6.339832	11.067623	4.799626	7.656177	5.412216	6.36193	14.631768	24.688825	30.385421	103.559093	437.046112	1393.382865	2233.164343	2244.054642	5239.88349	8.02945	36.79183	8.446043	10.418725
CMA1	77.956398	68.106093	75.638941	25.229545	42.095184	46.636523	76.316217	29.753135	40.08633	77.40399	57.33259	53.020637	58.768294	46.37301	65.762809	64.115137	44.777424	53.122394	1378.879998	1622.195863	164.681355	48.255389
COL8A2	135.22302	73.45099	23.487745	60.534871	79.430232	61.772151	55.344209	62.18441	122.181782	76.59826	88.025521	68.461406	275.874773	1233.715268	33.843537	151.562355	129.264378	109.198823	70.07667	59.733266	89.99988	186.421016
COLQ	28.852996	27.398124	23.55278	152.77409	66.850329	135.325645	36.187195	48.33459	163.753228	410.259499	406.567052	351.016303	33.831807	24.840893	86.181232	128.156293	31.599176	20.186792	51.67336	36.89215	27.505242	40.46415
CPA3	786.596744	653.570348	431.887077	147.695811	25.202654	243.299101	226.713474	148.183355	145.526535	271.50675	458.136307	308.127363	135.146519	139.386735	247.682837	206.908862	132.498707	149.419558	28290.30984	22328.97153	1091.417527	522.598894
CR2	1471.268235	559.634783	139.913521	245.270338	285.69747	67.247391	17.888376	25.499337	25.461616	22.262362	25.270126	64.406326	35.155777	27.251157	55.676882	39.482714	16.281835	51.359337	16.71082	16.326549	122.079554	33.062217
CREB5	30.974254	24.558208	32.020532	12.410115	43.395532	7.37046	10.978046	9.555359	9.36872	15.692919	13.038901	14.416667	360.910634	22.864101	11.762749	59.217662	227.549433	257.452408	23.960958	23.338304	15.158016	1385.315828
CRISP3	27.378189	16.547729	6.50815	3.235495	4.203532	7.582194	10.207179	5.210162	647.789543	34.449267	164.026228	41.738382	5.032005	11.298626	10.66334	5.556158	5.950387	5.355045	140.206518	33.507814	75.787793	15.937017
CRTAM	54.889088	66.107019	54.056284	1443.48038	308.561101	114.059424	661.276611	42.152946	47.769028	829.669269	261.161929	652.857526	212.041687	761.03216	38.222697	85.708983	128.640347	153.960905	15.549621	106.159266	78.330589	83.964911
CRYBB1	8.510879	9.160278	16.774794	8.789448	20.227984	10.639092	8.277096	10.184942	10.552589	7.618703	9.402358	7.972777	9.396148	9.706902	12.127181	166.955398	9.016747	8.79601	38.376893	16.789158	9.497994	9.876168
CSF1	22.107875	21.815217	14.626407	22.994185	21.940241	32.270979	235.559059	24.177621	159.729662	39.12355	21.720476	24.485187	24.568932	687.884458	35.288498	23.122173	112.582117	93.53462	28.217188	61.844464	73.593427	22.527505
CSF2	24.248744	18.244117	43.365812	24.419726	40.952364	25.871423	1283.451966	22.758799	16.262185	62.2696	47.278149	741.314624	27.094592	28.529892	18.824533	16.293608	34.064231	38.030342	29.737235	1722.887037	20.96429	19.596069
CSF3R	99.766287	29.613601	22.727817	24.385918	107.072461	36.165081	25.659425	38.93185	85.443365	338.841564	115.643711	45.233302	2331.948628	214.342764	860.337222	737.859904	92.484294	67.251933	186.095335	212.256188	248.396627	9175.361959
CST7	29.711657	21.334751	14.02146	5181.597893	197.854542	1470.064999	746.269501	322.062046	1323.231227	12102.63842	11514.68497	10179.78364	63.673226	254.880064	186.806109	292.561755	1490.444911	4059.440795	2285.360966	2487.597945	616.210188	2347.728878
CTLA4	19.391583	12.054839	12.39999	19.092659	282.309523	606.103683	1865.797683	2019.936149	4077.44587	22.984136	11.014698	18.712198	18.619765	14.316664	8.58076	18.036666	16.482467	12.493573	18.080441	14.80065	62.022437	38.693648
CTSG	247.77125	204.703385	205.375705	113.398047	134.495865	81.238961	73.694602	38.091844	224.973517	156.870298	309.078662	105.314406	88.126155	65.318524	88.660139	141.066017	69.982762	42.000167	5638.069687	5475.90797	137.176414	185.008201
CTSW	16.657906	14.105074	16.318126	4894.215252	487.068365	963.276774	23.087546	14.638242	12.833174	4144.004572	6980.778276	10811.41236	16.937312	15.949929	13.082024	26.763555	16.239543	15.871117	119.468882	272.465674	41.789793	20.491402
CXCL10	761.394419	395.638103	246.243826	157.22658	120.49877	152.975878	529.512254	127.922465	256.618368	488.545337	201.110931	1510.914551	500.930016	163.198189	31273.67963	278.343404	163.717636	11302.3948	112.808595	313.918731	332.722032	486.967129
CXCL11	90.262293	71.794831	44.790506	22.771243	6.633638	14.330613	52.005447	23.487745	42.513147	42.347291	28.538597	183.307943	38.418737	16.905102	9059.841342	29.35941	21.120347	3956.496269	27.847818	33.773554	33.866599	74.220605
CXCL13	50.180095	22.770836	17.247057	22.357435	6.024967	8.957138	280.52976	9578.936337	13.504291	7.577262	10.026441	16.125125	10.317836	11.753467	627.930517	16.760769	12.714104	20.931524	25.709393	10.945571	11.109285	29.790466
CXCL3	73.070398	28.306595	56.447531	26.711705	17.020621	30.027884	26.841831	27.697507	136.624248	45.906566	17.384413	30.218074	175.88262	1496.816	271.246673	233.330355	81.036793	157.021832	149.960561	7936.428599	44.001598	75.769172
CXCL5	94.164903	83.049029	43.365812	18.420188	7.759899	41.216004	24.940522	18.936543	73.85831	78.888882	25.080081	29.073886	32.934714	5315.265079	91.980538	46.38135	37.392841	387.403623	49.574064	621.747132	29.257479	69.613916
CXCL9	597.584192	438.208831	268.399206	125.836238	77.458845	151.504235	259.461239	143.577059	159.218274	220.911453	186.92421	590.361584	265.082513	168.497135	38944.01868	199.435917	179.981313	2918.819703	123.555583	99.760213	193.920943	403.054396
CXCR1	260.578043	187.059293	146.677884	214.684139	320.959773	253.820531	76.354899	71.485341	216.889518	691.731076	515.915984	417.18709	82.781412	72.005853	61.269826	53.221012	65.529913	64.122716	263.788667	267.967979	239.476482	5613.081304
CXCR5	368.781435	298.694373	10.147863	32.708011	29.792159	181.824537	207.126565	2508.080521	32.485177	31.939195	16.033808	15.131016	14.612461	17.363737	212.275007	14.431145	17.536264	26.909158	13.732086	18.885049	55.856449	19.292271
CXCR6	143.966553	137.922284	129.418493	239.577985	92.277017	190.124809	1140.294509	187.523269	914.30892	1037.795776	175.285103	139.150752	89.883762	60.504543	68.560187	56.084899	61.549068	93.764323	58.169054	53.145067	86.733372	166.601424
CXORF57	39.265425	19.444476	10.62581	102.172494	236.764472	111.243926	152.510823	14.242426	12.498899	284.271647	54.611254	77.387384	8.024896	11.297309	6.694465	10.445855	7.429375	5.419913	7.400067	6.598986	73.868235	12.159126
CYP27A1	28.170319	29.930109	40.809827	35.115596	57.080797	18.921077	20.989048	60.301069	55.897709	88.196985	36.915211	30.4051	761.596385	9212.241151	72.621008	75.710854	807.582125	1970.12216	731.425998	853.00003	71.578047	52.968438
CYP27B1	839.568697	393.123451	544.741891	123.385104	89.21509	112.605017	253.100747	62.71521	451.157092	198.915777	95.811908	117.911985	96.653062	1182.186949	6662.564771	145.701121	203.446888	2253.07628	88.738935	231.540167	179.37956	291.091966
DACH1	8.110269	6.614253	7.019306	6.072925	26.648466	6.33289	3.990986	4.929861	16.748797	14.247498	34.416524	18.556562	63.040817	7.182119	4.273622	8.232486	5.41845	6.024269	30.552823	11.695962	232.944802	80.624498
DAPK2	50.492331	52.661077	24.631263	36.778245	35.938805	53.087652	21.066335	20.199633	71.830508	55.811438	75.19082	65.982523	50.368796	36.295522	35.145174	76.658674	50.654324	57.825027	260.259387	126.56706	1104.766554	494.76415
DEFA4	364.831316	262.808578	213.241203	580.408161	61.908149	252.193346	165.640875	89.900113	42.806161	290.232336	3153.504694	224.784185	108.489886	59.811554	76.119593	88.376779	79.53418	104.171048	246.91273	174.087448	885.317202	453.705449
DENND5B	47.963256	82.497434	338.59487	4.937004	5.354735	6.171514	8.639431	2.140729	35.500905	5.928173	28.75548	4.929861	5.019654	14.58677	7.808324	36.715551	12.877395	28.448405	6.111046	12.888813	9.439454	11.069399
DEPDC5	23.003705	33.446832	30.00802	42.108266	192.017763	41.850913	38.53464	136.494806	91.685546	53.645033	74.534811	143.259785	40.177934	96.617394	168.283048	190.192431	106.052041	38.178178	110.334348	32.016709	572.545616	27.339163
DGKA	426.967722	460.009603	200.623699	2223.016764	3066.253514	2690.021108	845.849186	3860.541888	2953.650091	550.270933	393.429665	301.113803	300.954586	170.085714	169.024886	215.901362	198.328799	236.269756	148.513669	129.289544	429.599364	314.179567
DHRS11	53.989978	69.550724	70.167566	88.618121	123.95208	27.717544	149.366819	72.384975	59.332348	34.772762	61.62409	85.553425	46.959629	266.501336	18.600266	242.690661	1090.33834	299.290358	69.86702	69.596712	27.382673	54.330309
DHX58	13.86363	16.883617	12.838452	67.975059	298.28985	30.995876	14.480686	86.569133	85.150776	19.015479	126.714319	29.645381	66.427781	21.959805	1394.307066	233.583127	34.014975	1538.10279	27.394838	21.854902	18.059146	20.097808
DPEP2	695.456635	459.370538	11.180709	469.025478	1220.279156	631.280008	9.029404	327.60797	341.722211	496.445567	636.069817	22.156521	1471.477094	116.273582	16.216382	2410.189476	502.911029	37.703249	158.063577	131.444096	4131.564833	4347.71622
DPP4	19.451686	16.567196	15.781676	686.98687	689.949556	1042.227242	892.315076	22.531081	866.597345	383.705509	43.073033	391.964112	19.655065	17.52702	175.69752	32.809679	11.796472	138.211704	68.773323	25.769397	18.571676	19.576628
DSC1	82.262513	48.025913	44.790506	408.664347	788.019087	15.603544	10.218293	7.631831	23.332793	82.600971	21.219311	23.815861	18.850062	14.938856	11.669181	6.707736	45.603038	14.707936	34.512563	35.706811	71.065368	42.133225
DUSP2	13.298277	139.274893	32.340167	4083.939908	318.017011	2005.427058	2312.349458	2300.259226	319.738092	4596.059629	494.212987	307.916517	404.895379	490.424434	567.663633	261.494996	292.318678	536.691493	39.904447	758.670082	1013.317761	88.769047
EAF2	3181.18246	2020.339327	4989.763973	219.017631	240.986393	138.142275	265.17517	197.164908	208.076751	181.161803	198.016686	184.101577	683.961763	281.011954	284.130451	281.421647	230.817191	468.073816	401.726139	399.881676	742.53418	240.853971
EBI3	10.502671	16.936491	8.897759	12.21399	15.057142	11.532521	119.098613	11.634804	164.024998	8.368173	10.014317	16.855498	12.49473	13.188369	20437.69231	311.205868	16.816805	6496.243408	8.959876	134.973781	9.497299	11.626038
EFNA5	5.42766	9.117019	8.933068	12.032017	116.924652	24.299541	13.959302	76.658674	240.342344	77.731884	29.852224	43.796397	16.873925	14.680733	64.266247	56.807094	19.847963	35.53188	59.941845	12.072757	81.944766	38.587713
EGR2	122.340191	98.243197	54.471623	35.395831	35.244651	36.238355	2100.112826	1667.329269	131.119	151.241542	155.235478	1331.912221	466.592948	3919.367365	23.087546	2175.756551	4531.291492	1121.590168	293.456143	1906.729264	1430.716563	198.075305
ELANE	11.047298	8.908551	9.328635	103.486478	12.730612	12.436824	6.90617	9.857216	16.19604	18.504478	734.298894	167.922244	28.963365	15.086014	103.353302	206.315658	12.689325	13.017518	4503.039803	4464.6663	119.93754	31.878818
EMR1	499.011102	383.061212	194.3869	195.896457	428.064645	312.812165	400.21841	182.938925	335.835083	447.966743	348.078941	188.521317	1815.513906	203.312067	3528.214438	404.39355	178.678186	237.420847	287.379183	248.172983	16330.70798	1253.613443
EMR2	145.976625	106.053844	67.174862	43.059536	56.185735	83.263519	72.536855	21.249764	96.272306	165.095489	174.228595	87.438868	1319.424101	1045.041824	1516.793563	363.816444	863.002486	357.60211	829.240525	1558.475521	3871.759806	3956.252694
EMR3	55.170049	124.342031	135.325645	104.170405	89.37299	63.199607	89.537637	139.759155	112.601905	136.763141	63.869125	64.876999	379.623668	38.875134	13.536041	5.69071	17.831045	19.315443	185.982616	322.169171	4792.729376	3015.993844
EPB41	21.984169	67.009246	15.20962	235.335139	12.293551	385.630255	240.814185	89.942089	45.478757	9.639753	104.95052	97.802928	25.104569	51.915516	7.165488	25.556869	17.913412	73.209807	9.708024	7.155722	104.631791	16.474886
EPHA1	47.029368	46.768946	52.033677	400.048287	763.401071	292.883893	35.769992	57.883353	43.932454	61.830169	155.783049	99.211732	63.801698	58.118202	45.619641	38.903502	60.848169	58.647608	39.163814	38.694713	56.73556	71.420599
EPN2	46.908349	42.216783	109.432804	31.508349	64.621995	96.203924	50.118434	55.411581	17.848929	62.364216	31.976605	27.977054	32.435869	32.224022	30.74111	22.481266	59.137871	31.568702	43.973417	70.257984	554.806377	51.261143
ETS1	988.872669	792.252405	410.317119	613.49359	287.828383	1902.189462	1261.517205	701.541609	1031.179862	99.665867	759.718565	696.266917	85.669336	96.62991	130.120287	75.403886	120.622158	115.702142	147.130074	156.300461	230.763415	243.613171
ETV3	37.986623	36.846239	103.095218	49.08454	20.648687	455.211749	21.484279	32.155629	21.618923	14.30737	33.207163	38.009089	40.95676	24.471914	90.34411	33.768561	40.525502	2091.702661	17.830283	22.500281	60.820353	40.755889
FAIM3	11191.41447	8362.288551	254.090264	5723.984822	8841.004838	5134.615329	1145.360549	7380.970003	4680.731681	1866.749257	2548.903709	478.420162	117.871065	315.017553	53.69761	157.412963	147.28317	49.080293	58.684227	45.153253	488.4466	735.035371
FAM124B	21.670164	15.408033	18.921077	14.048167	17.180735	20.50089	16.267848	16.069281	13.180602	10.758697	20.025635	18.188607	29.159504	19.331448	9.129359	22.791472	16.615701	11.26463	473.094125	126.877955	96.550654	19.729834
FAM174B	117.722681	92.467187	82.29386	94.169374	137.020168	104.088192	92.909284	163.115358	160.616925	69.866976	40.336001	37.77736	39.850529	53.40512	57.848769	68.595616	42.797652	40.871149	866.81019	390.24982	73.789858	103.005002
FAM65B	4719.699579	5267.741473	237.587552	3376.093302	4454.485846	2808.159439	256.537997	665.207621	910.887582	2376.662113	1586.716996	696.531008	2428.861545	92.829354	193.026871	86.878902	136.208163	126.286419	187.470141	170.824976	2755.053484	8329.197426
FASLG	342.839055	274.608892	188.93844	169.216779	144.078778	140.849176	478.987494	126.742157	171.495347	600.258003	1537.723722	2218.049204	108.383093	101.15022	80.509526	85.782599	70.649601	101.066745	128.362777	147.267893	115.706838	250.192653
FBXL8	7.713639	3.515112	15.057142	91.193101	53.474788	313.059321	66.288667	53.281862	99.562566	47.425535	12.813446	32.608481	43.105593	14.500858	148.23198	114.734814	67.362587	55.646831	7.765887	6.318548	4.601188	8.576739
FCER1A	106.135117	80.999865	88.815897	111.301094	70.333366	129.667324	64.115137	29.854023	73.232501	286.901441	168.922198	98.188559	622.211902	45.657429	56.548697	801.886611	2215.373887	88.291155	4443.124585	4222.609307	2525.841586	106.898028
FCER2	990.307747	210.191334	26.373869	8.626142	19.376741	10.147863	17.850218	10.377261	30.974947	9.772859	12.554327	13.368126	12.665276	212.751618	10.526179	352.928032	1104.166801	98.255298	13.539828	16.263992	31.529122	11.250812
FCGR2B	3389.8606	4533.908058	2656.037745	65.973094	8.255798	30.698538	59.921265	108.557811	127.109792	121.011854	119.945116	181.482023	287.638837	991.96817	311.314882	1548.943526	1529.233028	137.203611	626.958997	1610.39688	645.92799	1302.127371
FCGR3B	434.68839	191.942383	121.109078	178.199361	61.46749	133.744822	106.498284	64.115137	203.850527	446.245016	494.756044	369.66069	402.445845	256.315677	154.082206	155.671784	158.620196	125.098335	290.471504	123.614968	321.047084	27546.9664
FCN1	160.548744	92.911236	109.931114	130.075464	144.588336	98.717658	63.372717	116.597906	122.271473	5094.70768	465.233605	121.808971	29800.42108	1401.079575	306.829655	593.095894	121.719403	120.963363	483.480427	562.677933	168.356824	5370.355855
FCRL2	4384.737162	3466.953007	714.637274	73.72215	34.174856	55.779475	79.241795	46.908349	24.534538	157.279048	54.326046	49.014585	47.656346	36.191374	30.949417	17.759004	61.149072	38.40732	42.548005	30.869694	82.339918	116.184454
FES	8.54443	8.676013	10.343923	9.520155	8.032047	6.024967	7.843078	7.262313	8.50406	97.099012	211.838797	258.841965	826.540949	41.657664	20.942158	982.200085	345.415859	10.721014	121.959141	76.899484	389.549962	534.582513
FFAR2	12.838452	15.543825	20.156902	11.775793	11.928702	15.893644	16.942621	14.981975	28.272854	24.458221	73.966151	13.441268	101.05938	31.012073	454.551327	87.816541	17.741657	16.519722	76.339483	89.366837	1048.091741	4025.755477
FLJ13197	129.512436	51.641033	16.111159	167.320062	260.39229	110.117105	19.891147	41.762879	30.507005	30.258918	147.067962	36.951075	15.248072	7.575082	15.195843	10.886845	10.091753	8.549571	22.401353	16.543343	76.458024	11.655185
FLT3LG	26.228454	56.335577	33.237255	1267.031752	2489.205564	1471.268235	234.491771	309.769851	644.61311	222.022152	226.784596	367.404816	69.278353	18.862336	18.188607	60.370564	18.330622	62.750491	22.875893	47.489167	156.402118	26.35814
FLVCR2	69.180492	86.594825	45.351134	83.373816	90.147196	145.871911	242.019367	256.922606	217.177762	144.810652	140.253142	88.340559	566.971203	1142.352389	1989.419532	951.222851	2317.021706	1056.886238	266.923161	198.762678	75.807297	108.460967
FOSB	200.009303	243.408258	2911.316126	41.652854	401.558396	59.708989	32.155629	5833.248925	24.994109	37.539542	32.228596	31.752648	3422.450435	29.340048	23.170426	22.497432	28.825417	45.830784	92.825318	644.558647	7325.609904	80.151252
FOXP3	135.978258	93.535314	41.246361	65.146942	129.512436	190.192431	478.810999	146.841228	2001.919746	103.972161	31.98561	56.579498	76.152953	62.165492	171.731211	63.790222	63.278395	64.02825	69.497169	23.272531	140.802032	164.674296
FPR1	361.321253	387.263915	343.921763	210.203414	161.98088	240.308394	161.244457	248.213136	222.46336	911.948381	397.263965	303.36691	9800.634834	880.921106	801.886611	408.541527	281.070729	222.401475	660.858878	716.995118	3809.534017	27644.58995
FPR2	227.45066	162.9188	101.107197	54.91749	60.78015	57.00755	24.317477	56.447531	97.930808	168.83947	88.155382	69.04044	964.241906	182.316312	274.936574	95.438646	62.802529	48.598959	195.167097	344.416765	150.792461	3797.403194
FPR3	325.667425	243.660501	84.161071	105.807962	97.298796	116.597906	99.98687	128.483593	153.046445	196.937773	112.657984	94.700412	203.421307	3004.448975	608.269253	2357.542622	5751.146697	4194.211448	200.083891	328.050227	211.11456	277.414904
FRK	138.3049	125.363058	59.604918	26.389361	11.249438	5.639101	6.171514	3.210668	6.588218	57.570678	3.655443	6.694465	7.432651	10.884533	3.762991	3.129846	13.421274	18.056896	2.434618	5.77539	6.416967	61.16828
FRMD4A	57.817507	73.558008	17.180735	49.319238	24.037973	71.894604	48.33459	211.245865	38.986122	23.154437	46.142008	43.217562	52.740259	161.857003	256.173231	1094.097795	229.183407	57.278494	43.956125	57.911605	76.092492	21.620644
FRMD8	197.373283	150.739595	80.200787	28.970242	14.61436	141.123741	249.296422	228.186585	1019.519496	70.749003	249.182222	162.813157	247.251689	125.823133	271.948357	170.772537	241.425437	290.69207	31.145257	134.486427	132.153413	172.263031
FZD2	40.203059	10.766835	25.202654	13.86981	23.749326	6.482478	10.899275	9.46357	14.546636	68.17805	21.522305	11.610802	455.291219	98.024184	409.555481	777.418888	831.751755	236.349863	210.017994	171.534545	40.472209	16.400478
FZD3	121.567497	138.350575	181.162786	50.265155	96.620448	39.041591	136.543286	449.178786	63.605988	59.009167	29.435026	38.827693	39.708355	31.336782	32.632427	195.35077	77.882339	24.306482	58.845811	68.235339	28.003461	73.008745
GAL3ST4	69.547068	72.933549	48.679126	335.593091	942.319375	238.011976	123.377248	256.268401	169.488552	50.305383	35.664322	36.415184	44.098984	84.21538	40.449956	141.066017	141.23401	57.363687	198.806141	98.799836	310.529845	77.371121
GALR1	2.661554	4.348941	5.903083	3.908161	41.01608	6.212037	3.847184	6.99477	4.835861	18.6354	4.22718	3.698981	4.179834	2.442423	4.897631	8.968861	2.49314	3.475112	4.223909	18.246013	15.43907	6.071752
GFI1	27.636803	25.203038	40.28604	293.640883	48.084232	132.97277	700.66081	561.178624	587.513476	337.367318	508.780078	394.320765	19.383526	29.033653	24.667001	26.608416	34.30719	53.268915	1114.642442	628.843221	40.276705	41.43882
GGT5	11.498233	9.101161	16.629514	12.999678	24.539399	9.261514	11.578233	10.137459	6.912134	14.8026	16.953868	13.680216	11.130188	10.60328	290.215074	407.794036	21.971009	12.629022	15.146466	52.377712	99.699971	16.792372
GIPR	8.245075	8.698901	5.570829	10.908839	20.287647	5.195085	9.251048	30.908205	32.747513	67.577309	13.453612	11.728149	8.506723	7.247773	31.730418	23.651444	8.587227	11.265338	17.060833	25.508999	110.913334	10.05277
GNG7	768.007847	1494.305763	2218.049204	133.55147	99.422101	104.256288	75.969559	63.646241	214.28188	51.824993	60.45334	53.087652	112.449475	82.410096	94.490578	243.486149	187.512446	70.79124	170.252446	115.350797	197.771592	455.413473
GNLY	9.016559	14.520255	19.253021	3732.536058	134.918639	1198.37505	233.421137	12.659874	24.366572	8201.567151	21760.60028	23235.35012	19.947433	16.577447	20.406933	15.742842	22.370569	21.450388	26.171068	18.372113	24.526068	118.260282
GPC4	126.690227	73.411706	105.523008	43.024436	59.399442	77.956398	53.758619	60.058303	60.955044	92.099471	77.48575	42.584452	56.144565	1153.718547	129.318831	145.871911	161.255036	86.473334	72.2339	79.654378	31.554762	111.27229
GPR1	3.129846	4.798501	2.49314	1.559284	44.356219	1.244202	0.453354	17.154815	52.084213	14.998471	17.250325	1.863695	5.245665	1.06416	0.972465	0.453354	1.025583	2.979127	37.479865	12.27884	1.869737	4.064089
GPR171	33.514951	22.982193	13.874978	924.371796	899.284613	969.236538	2693.556404	227.855726	6933.009161	4853.059657	443.077073	1041.132076	14.679221	12.0652	25.517684	54.794223	19.22969	560.403804	84.116312	46.416061	1086.272212	30.671794
GPR18	3056.84082	1822.014185	15.286749	1037.066376	1241.790015	678.257306	431.40754	1521.532591	215.752644	840.840726	1204.171373	2025.829576	109.666035	23.116138	51.614924	54.634974	21.834494	33.947344	52.301002	39.901362	266.001577	156.307228
GPR183	275.834811	2308.149818	296.607105	630.528004	854.080759	3012.768061	2265.096641	965.207037	454.372561	475.938941	216.235184	201.599655	196.979149	437.173351	1631.804333	2474.434424	437.846233	1945.433337	303.564154	795.551213	5121.174533	144.067193
GPR19	27.025372	36.08351	78.068754	40.612468	73.331962	71.860553	373.059453	336.968961	397.862654	29.766824	42.35494	65.655334	19.812023	19.668107	10.561548	11.001151	19.862902	14.747067	17.359089	16.010097	237.97155	49.986844
GPR25	4.292573	29.427355	141.066017	28.719138	10.778637	138.191902	12.754679	21.827785	41.743638	10.933455	11.167375	21.435332	14.045922	8.494155	27.360837	14.416667	11.762296	4.701007	22.817846	15.842159	18.263864	16.911857
GPR65	507.570928	490.270457	162.813157	1518.573945	572.306078	1499.931247	850.211608	252.279981	608.446358	2511.23381	2138.331722	2137.237334	1473.160908	702.029196	263.745062	993.554383	607.49181	155.075158	1700.97754	1507.86671	8034.40209	2530.19965
GPR97	154.410105	141.428644	207.651101	104.938931	57.151281	138.457377	94.405818	39.814976	136.010384	96.937049	295.164621	418.116942	71.263882	98.368359	137.549582	92.190655	119.263697	138.672551	261.461111	460.878198	4581.696353	2246.982554
GRAP2	12.627089	15.00203	11.634804	280.923411	318.910713	269.221949	151.959726	201.267209	189.810676	166.772216	200.763896	307.255822	11.825099	9.442033	15.994261	20.127851	7.973524	10.115003	234.88663	140.132156	13.680328	10.855701
GSTT1	6.958859	12.489823	12.114477	18.644109	43.102596	14.994035	14.0951	83.680917	24.667566	14.725585	15.931814	15.769453	17.311962	51.036531	82.525061	520.570406	634.225782	64.658998	349.367947	391.849168	40.408664	23.00206
GYPE	38.718166	61.402755	35.671507	26.879276	8.008517	3.698981	4.833494	6.90617	75.989824	61.892212	15.906059	24.752989	6.627732	7.194075	7.071639	13.092713	5.369616	8.38658	9.23576	3.745157	8.02246	14.236667
GZMA	204.958358	217.190324	91.851427	6301.839315	440.953474	4034.52042	1173.96483	130.74053	318.189355	14188.10221	13660.47953	22380.29444	132.043373	95.377112	109.708059	68.039032	93.293898	128.698456	50.074771	68.27006	150.588829	334.869613
GZMB	102.255299	68.32231	62.71521	2080.697741	85.361271	58.917758	21960.79819	64.035423	53.648768	6018.578754	15276.85279	23235.35012	61.719152	136.87295	159.297435	111.028194	30.678205	82.175633	947.076946	5600.547397	226.970686	154.330993
