gene_symbol	ACD	ACN	ALO	ATD	BCC	BU	CHA	DLE	ENL	ICD	LL	MEL	MF	NS	PS	RR	SAR	SCC	SJS	WA	WPO
DES	0.094926	0.040853	0.051006	0.096374	0.006553	0.016877	0.012793	0.081664	0.0143	0.021697	0.009068	0.007565	0.013615	0.068637	0.032692	0.011395	0.012853	0.010113	0.011413	0.090402	0.025829
DGKI	0.007768	0.005058	0.004726	0.007785	0.074577	0.009445	0.002448	0.001264	0.01248	0.021549	0.008276	0.212603	0.01599	0.010197	0.014631	0.025895	0.015196	0.015626	0.014892	0.015307	0.020962
DHDH	0.294453	0.347985	0.356745	0.19697	0.352635	0.371075	0.295428	0.409681	1.0	0.596693	0.870968	0.425089	0.534245	0.218928	0.355619	0.297601	0.147598	0.361269	0.689401	0.30415	0.286989
DHRS3	0.134242	0.128461	0.127723	0.098202	0.095296	0.092848	0.087483	0.085212	0.03663	0.113875	0.087929	0.091847	0.052945	0.138292	0.096768	0.09258	0.106772	0.120273	0.064901	0.194541	0.097959
DHX38	0.116686	0.069361	0.170644	0.112306	0.126735	0.160124	0.033551	0.225073	0.002162	0.107671	0.0	0.105459	0.084819	0.128557	0.135455	0.010622	0.034187	0.115192	0.101623	0.067856	0.040727
DIRAS1	0.265013	0.511774	0.866713	0.353273	0.526641	0.443299	0.393203	0.895726	0.756884	0.458366	0.584678	0.639562	0.4636	0.323979	0.25636	0.260575	0.375285	0.35445	0.368348	0.201377	0.204716
DLG3	0.356338	0.338556	0.613268	0.504442	0.590109	0.363016	0.523367	0.613453	0.368121	0.652431	0.341922	0.350124	0.349701	0.471122	0.534233	0.373718	0.509287	0.603681	0.586908	0.371559	0.303823
DLG5	0.45356	0.334446	1.0	0.68656	0.412962	0.343971	0.796715	0.754324	0.476385	0.645534	0.26528	0.189196	0.10437	0.491569	0.318747	0.444131	0.526067	0.3384	0.022414	0.220867	0.242023
DLGAP5	0.113737	0.229551	0.066029	0.3207	0.413747	0.445642	0.137846	0.109883	0.322758	0.296279	0.141691	0.30606	1.0	0.048249	0.383429	0.191158	0.274371	0.605653	0.751228	0.111823	0.902502
DLL1	0.575639	0.514628	0.523453	0.577712	0.310868	0.878383	0.541429	0.357749	0.052534	0.970048	0.098059	0.182109	0.15138	0.840512	0.510233	0.381019	0.287037	0.683717	0.041609	0.557554	0.703159
DMC1	0.014681	0.023002	0.020796	0.040404	0.018606	0.073483	0.007566	0.0	0.011982	0.039504	0.015422	0.010186	0.271932	0.026664	0.029951	0.021387	0.117418	0.034925	0.025283	0.065569	0.154275
DMKN	0.336259	0.223014	0.520249	0.22012	0.366019	0.277258	0.23798	0.520249	0.017955	1.0	0.01654	0.119658	0.06147	0.601081	0.442068	0.039344	0.138971	0.64817	0.000747	0.059469	0.07377
DMPK	0.073374	0.059512	0.132767	0.116421	0.086953	0.094009	0.056819	0.153903	0.076476	0.152169	0.051005	0.075519	0.092291	0.086953	0.073889	0.052521	0.095171	0.079677	0.089231	0.050685	0.03749
DMRTC2	0.00044	0.000289	7.7e-05	0.00044	0.000192	0.000289	0.001503	8.1e-05	8.5e-05	8.5e-05	0.000185	9.8e-05	0.000303	0.000185	0.000439	0.000303	0.000303	0.00044	0.000289	0.000471	0.000482
DNAI2	0.055893	0.024716	0.429317	0.099344	0.059064	0.059373	0.12709	0.411958	0.116187	0.059131	0.092433	0.101016	0.088188	0.073781	0.126552	0.184165	0.04167	0.118539	0.338795	0.037818	0.063845
DNAJB4	0.065111	0.069041	0.065203	0.055633	0.071816	0.072459	0.114477	0.039331	0.054568	0.06285	0.056188	0.049681	0.022957	0.142885	0.080159	0.073285	0.038832	0.05594	0.013308	0.136987	0.133363
DNAJC12	0.028681	0.153012	0.096672	0.020769	0.438367	0.114279	0.024856	0.187257	0.244351	0.036513	0.043739	0.079699	0.067448	0.033979	0.060861	0.035822	0.161686	0.078871	0.037922	0.114702	0.276633
DNAJC5B	0.052422	0.036281	0.015717	0.073138	0.121388	0.064174	0.066707	0.021985	0.452623	0.130027	1.0	0.149714	0.289544	0.068554	0.064418	0.440807	0.547849	0.130274	0.178757	0.022845	0.064682
DNASE2B	0.000549	0.000493	0.00098	0.000349	0.000857	0.000525	0.000313	0.000907	0.005598	0.001095	0.387405	0.007264	0.002325	0.000345	0.000357	0.084653	0.076117	0.001116	0.00051	0.000534	0.000618
DOCK3	0.037612	0.05553	0.190663	0.234253	0.175624	0.055848	0.115996	0.43359	0.023342	0.361803	0.069246	0.025983	0.051886	0.17436	0.062777	0.016606	0.52146	0.14262	0.0199	0.175721	0.052901
DOCK4	0.060343	0.08815	0.018401	0.055515	0.046406	0.114187	0.066368	0.044419	0.18317	0.031903	0.22667	0.08047	0.036072	0.069282	0.043208	0.139541	0.160785	0.042545	0.286688	0.100714	0.12463
DOCK6	0.155935	0.171749	0.217743	0.26246	0.167126	0.202167	0.164753	0.256185	0.090409	0.254608	0.076647	0.140639	0.087668	0.193261	0.212485	0.114163	0.111136	0.236371	0.086935	0.201061	0.150037
DOK1	0.192674	0.131533	0.607681	0.104024	0.092375	0.183381	0.155747	1.0	0.397015	0.110284	0.261337	0.175551	0.319612	0.114103	0.128121	0.173178	0.301153	0.107643	0.476674	0.142791	0.158827
DPEP3	0.058854	0.135784	0.395679	0.039446	0.07733	0.089099	0.079213	0.587888	0.129959	0.102516	0.104759	0.094849	0.083936	0.053109	0.084752	0.066194	0.137827	0.061293	0.275584	0.075073	0.079998
DPM3	0.191268	0.245332	0.341041	0.27249	0.158338	0.249983	0.104519	0.206431	0.464819	0.195518	0.164202	0.384116	0.396878	0.243707	0.211092	0.120788	0.035747	0.233435	0.300883	0.400734	0.241249
DPPA4	0.000629	0.000631	0.00676	0.000176	0.0004	0.001064	0.000967	0.014102	0.001064	0.0004	0.000664	0.000664	0.000631	0.000176	0.000631	0.000415	0.035855	0.000631	0.002852	0.0004	0.000415
DPYSL3	0.123324	0.136997	0.057775	0.108489	0.084342	0.110481	0.063723	0.037304	0.087804	0.02854	0.066428	0.080388	0.076871	0.152331	0.083587	0.083704	0.095928	0.070759	0.007105	0.152002	0.125101
DPYSL4	0.161048	0.16649	0.224418	0.120814	0.120717	0.181717	0.13042	0.243784	0.216004	0.183457	0.120065	0.212601	0.158707	0.114924	0.148944	0.096984	0.191666	0.12366	0.24462	0.159353	0.203018
DRAP1	0.090191	0.067955	0.033868	0.052765	0.081132	0.15792	0.029555	0.052343	0.01117	0.092609	0.003365	0.062021	0.110587	0.064068	0.093448	0.0	0.043074	0.115348	0.219574	0.010093	0.034166
DSC1	0.339353	0.248941	0.601421	0.370935	0.395421	0.127617	0.323194	1.0	0.077298	0.52793	0.097603	0.121204	0.029342	0.892253	0.978433	0.268595	0.105729	0.723328	2.5e-05	0.047542	0.042312
DSC2	0.145003	0.267492	0.265793	0.365604	0.658577	0.504911	0.38752	0.265118	0.090983	0.106379	0.102763	0.133878	0.093451	0.151888	0.6662	0.100094	0.089317	1.0	0.06143	0.166786	0.572655
DSEL	0.000925	0.039997	0.028144	0.004179	0.004706	0.03145	0.005866	0.003664	0.021094	0.000776	0.005446	0.005631	0.010051	0.032433	0.008843	0.002911	0.067866	0.00126	0.0	0.098837	0.080421
DSP	0.283357	0.283357	0.389912	0.622867	0.348235	0.240183	0.47709	0.371879	0.092307	1.0	0.121417	0.0856	0.039686	0.459557	0.258551	0.43341	0.061611	0.348235	0.000544	0.177424	0.196593
DSTN	0.508011	0.385931	0.243009	0.556598	0.552308	0.428674	0.351941	0.186043	0.210482	0.455345	0.202264	0.339294	0.202506	0.717667	0.560592	0.222586	0.260641	0.61729	0.044059	0.556598	0.414143
DTHD1	5e-06	5e-06	3e-06	4e-06	4e-06	6e-06	5e-06	5e-06	7e-06	5e-06	6e-06	5e-06	5e-06	4e-06	5e-06	5e-06	5e-06	5e-06	7e-06	4e-06	1e-06
DTL	0.280032	0.353355	0.018706	0.347736	0.577621	0.557688	0.258432	0.032271	0.318612	0.352894	0.150834	0.68454	1.0	0.155061	0.462149	0.320432	0.322783	0.454792	0.713452	0.168407	0.693676
DTNA	0.185214	0.106113	0.098999	0.11435	0.095697	0.086236	0.234333	0.100712	0.267752	0.085815	0.219528	0.079169	0.089231	0.146456	0.107239	0.158202	0.132671	0.065138	0.087943	0.297373	0.141492
DTWD1	0.098054	0.058783	0.004892	0.10168	0.072892	0.085291	0.098895	0.0	0.163887	0.090811	0.111906	0.06753	0.00633	0.106836	0.059941	0.0475	0.017743	0.047315	0.044115	0.134077	0.104398
DUSP2	0.024269	0.02372	0.063687	0.024587	0.038443	0.029414	0.04463	0.024551	0.207023	0.028728	0.296817	0.01966	0.149574	0.041457	0.030314	0.086528	0.020632	0.032696	0.149773	0.015967	0.025202
DUSP4	0.119813	0.262835	0.295415	0.119537	0.1103	0.143342	0.159333	0.190196	0.261076	0.081717	0.179862	0.660638	0.301913	0.108707	0.095873	0.106576	0.12599	0.10095	0.722331	0.250864	0.205797
DUSP7	0.658457	0.615196	0.925193	0.800955	0.558326	0.800955	0.666416	0.893963	0.226327	0.708301	0.195772	0.283584	0.311451	0.647773	0.793384	0.332151	0.354458	0.754681	0.242672	0.335068	0.562513
DUXAP10	0.0398	0.021771	0.048327	0.05846	0.289563	0.042949	0.079505	0.13463	0.096509	0.050915	0.064891	0.246849	0.097856	0.053683	0.034915	0.047364	0.063214	0.134307	0.045412	0.039182	0.028861
DYRK3	0.10079	0.123918	0.068521	0.133495	0.181199	0.169797	0.101986	0.056737	0.118498	0.147763	0.142061	0.1984	0.132317	0.122743	0.11134	0.170172	0.031927	0.181266	0.116016	0.138509	0.170389
E2F1	0.599382	0.546427	0.353907	0.604918	0.62555	0.759686	0.663784	0.396048	0.762112	0.923027	0.619393	0.661303	0.811297	0.474345	0.586885	0.660908	0.313608	0.649988	1.0	0.383148	0.457135
E2F5	0.011231	0.03846	0.039995	0.009121	0.108425	0.017056	0.02952	0.045436	0.008098	0.007357	0.036212	0.075202	0.036136	0.016314	0.009356	0.025198	0.063014	0.019248	0.000357	0.05747	0.056628
EAF2	0.002142	0.002934	0.000231	0.000324	0.001378	0.002995	0.001074	0.000507	0.007004	0.0	0.021014	0.001424	0.014381	0.000208	0.000546	0.002046	0.027571	0.008091	0.033663	0.006155	0.017015
EBF1	0.339033	0.536024	0.176959	0.323344	0.044713	0.161841	0.296702	0.111597	0.365022	0.008131	0.383885	0.15953	0.073593	0.470154	0.275767	0.327948	0.24682	0.037302	0.000765	1.0	0.368648
EBI3	0.294145	0.202562	0.609509	0.082357	0.088818	0.231224	0.293527	0.72204	0.886379	0.120846	0.498475	0.189535	0.714754	0.117806	0.257381	0.83365	0.434983	0.14382	1.0	0.097055	0.355203
ECE1	0.075691	0.057735	0.086611	0.051708	0.076626	0.058703	0.032768	0.079012	0.047729	0.039214	0.030559	0.03949	0.045404	0.040746	0.048562	0.034139	0.012046	0.044352	0.066531	0.05944	0.051933
ECM1	0.115588	0.221222	0.107886	0.110507	0.092497	0.190451	0.035358	0.268459	0.03756	1.0	0.035694	0.213998	0.0693	0.157546	0.131864	0.038074	0.171494	0.153987	0.050912	0.099707	0.123131
ECSCR	0.043813	0.058658	0.035447	0.029142	0.01192	0.041399	0.022567	0.032538	0.062378	0.013842	0.02201	0.026278	0.023297	0.029213	0.024602	0.030082	0.080296	0.015024	0.009413	0.09085	0.08001
EDAR	0.335161	0.29867	0.343364	0.506502	1.0	0.266071	0.336202	0.208279	0.402704	0.563966	0.327342	0.339979	0.367924	0.413361	0.276628	0.447223	0.133196	0.318804	0.314182	0.531981	0.381361
EDARADD	0.113726	0.14916	0.1434	0.169595	0.494183	0.122794	0.078904	0.088904	0.030528	0.268908	0.036332	0.152866	0.24939	0.187626	0.27088	0.046815	0.002301	0.373817	0.138073	0.010901	0.011898
EDEM3	0.218833	0.14892	0.232346	0.175148	0.160496	0.154643	0.137845	0.221477	0.0	0.036604	0.088337	0.147996	0.111144	0.154156	0.236689	0.190383	0.122997	0.173933	0.158658	0.15162	0.223997
EDN1	0.051484	0.054441	0.04629	0.062711	0.34113	0.080687	0.057751	0.023893	0.043068	0.047176	0.031266	0.035061	0.019967	0.087484	0.071516	0.056664	0.057091	0.063869	0.027485	0.062189	0.087255
EEF1A1	0.040898	0.02232	0.016052	0.040898	0.071238	0.014824	0.087955	0.011128	0.030287	0.020326	0.13337	0.055034	0.055034	0.024852	0.015367	0.13337	0.014824	0.017513	0.014131	0.01932	0.018392
EFEMP2	0.175339	0.138339	0.168842	0.147972	0.177355	0.182993	0.080246	0.16632	0.204115	0.036773	0.103489	0.179426	0.106611	0.156405	0.115017	0.128708	0.130605	0.078776	0.060086	0.272714	0.172625
EFHD1	0.268525	0.36993	0.392953	0.514787	0.210656	0.165404	0.275395	0.087695	0.361485	0.114074	0.373606	0.516357	0.169809	0.595163	0.297598	0.597268	0.254174	0.128232	0.054804	1.0	0.392639
EFNA1	0.355454	0.322921	0.311756	0.649603	1.0	0.374745	0.18762	0.114687	0.18573	0.479507	0.124186	0.239207	0.074685	0.787165	0.400678	0.170461	0.068826	0.419594	0.03192	0.382603	0.27118
EFNA5	0.208034	0.280424	0.469486	0.224887	0.142164	0.161406	0.34977	0.219321	0.233636	0.267553	0.234764	0.166683	0.099933	0.354355	0.246651	0.273583	0.24771	0.312341	0.039729	0.370776	0.187835
EFNB1	0.06643	0.047582	0.130351	0.058266	0.082697	0.06828	0.04485	0.128769	0.050213	0.096273	0.043951	0.046314	0.058899	0.062358	0.063185	0.04371	0.036568	0.08283	0.057283	0.038852	0.040363
EFR3B	0.133856	0.161266	0.294623	0.208692	0.222426	0.162507	0.203693	0.2871	0.226199	0.22957	0.170009	0.357598	0.159019	0.166436	0.186359	0.152695	0.10886	0.279097	0.22299	0.152162	0.132356
EGFL7	0.024983	0.019745	0.014726	0.021426	0.012611	0.024269	0.014022	0.015012	0.02048	0.013672	0.015788	0.018095	0.018154	0.01975	0.021343	0.015188	0.010968	0.014592	0.019315	0.028787	0.019922
EGLN3	0.552153	1.0	0.77882	0.352691	0.427515	0.250845	0.75171	0.568913	0.348768	0.964628	0.371371	0.249055	0.384545	0.669104	0.860101	0.303118	0.967488	0.849452	0.076499	0.235482	0.344144
EGR2	0.176477	0.45566	1.0	0.152865	0.248136	0.13049	0.265849	0.263934	0.262361	0.244038	0.593708	0.202262	0.249561	0.245273	0.114952	0.414234	0.353739	0.221814	0.296861	0.373207	0.250766
EHBP1	0.28598	0.297656	0.487674	0.233256	0.495026	0.249604	0.451183	0.324204	0.342405	0.146059	0.299723	0.441054	0.10595	0.361135	0.264625	0.286643	0.214246	0.262358	0.044393	0.454924	0.295565
EHD4	0.139917	0.167382	0.096824	0.089417	0.076261	0.171636	0.146022	0.171023	0.213907	0.068899	0.171502	0.143941	0.198529	0.098421	0.151957	0.157808	0.218228	0.140047	0.220733	0.17254	0.22743
EIF2B2	0.326433	0.364042	0.136718	0.195635	0.313929	0.585955	0.429419	0.129373	0.258742	0.141966	0.220344	0.525631	0.375771	0.288357	0.464237	0.343416	0.361938	0.414371	0.316913	0.225087	0.387672
EIF5A	0.081842	0.09995	0.256244	0.026439	0.060008	0.095463	0.06143	0.355108	0.026142	0.116388	0.007132	0.078932	0.115972	0.035383	0.120755	0.039688	0.140457	0.100998	0.027337	0.025681	0.081133
ELF3	0.041381	0.045488	0.092411	0.049064	0.049102	0.040084	0.07885	0.051678	0.057767	0.032602	0.037257	0.031093	0.028059	0.043195	0.066332	0.036026	0.031429	0.078869	0.027864	0.06734	0.061906
ELL2	0.048174	0.069229	0.172361	0.082543	0.109229	0.103094	0.100511	0.176492	0.053819	0.11668	0.076002	0.042004	0.045446	0.076497	0.101212	0.052637	0.078581	0.177005	0.047111	0.051235	0.092354
ELMO3	0.283879	0.30107	0.107998	0.8192	0.450524	0.555951	0.255634	0.058739	0.02056	1.0	0.035376	0.148642	0.125841	0.407186	0.494412	0.185772	0.253681	0.568748	0.157167	0.166698	0.207114
ELOVL7	0.151859	0.350799	0.115889	0.215494	0.332067	0.193154	0.677527	0.176315	0.133693	1.0	0.133637	0.144482	0.039066	0.354743	0.62908	0.268639	0.207315	0.556019	0.013086	0.139637	0.187563
EMCN	0.335728	0.45611	0.218862	0.36425	0.05646	0.21181	0.187135	0.123979	0.547233	0.027703	0.341049	0.24453	0.101031	0.429249	0.281242	0.290851	0.228039	0.080441	0.001132	1.0	0.498348
EMILIN1	0.039819	0.036682	0.004161	0.015658	0.011711	0.042617	0.013955	0.001651	0.00737	0.00218	0.01132	0.031216	0.02943	0.017366	0.021726	0.024206	0.010505	0.005581	0.010437	0.033367	0.044061
EMP1	0.166589	0.143378	0.179194	0.143378	0.08292	0.151106	0.171363	0.114204	0.099975	0.182693	0.091425	0.103037	0.049962	0.168853	0.125471	0.061228	0.101934	0.088145	0.062354	0.160236	0.2119
EMP3	0.227417	0.101524	0.040438	0.13636	0.066562	0.111783	0.047849	0.0667	0.025845	0.056265	0.077099	0.331324	0.511272	0.085097	0.068661	0.07923	0.309644	0.042698	1.0	0.033138	0.048273
ENAH	0.043756	0.062318	0.039992	0.079676	0.127207	0.072113	0.062451	0.038836	0.067851	0.046888	0.03355	0.067634	0.018177	0.05342	0.071314	0.03291	0.045447	0.12184	0.000609	0.080834	0.087133
ENG	0.126516	0.132492	0.106117	0.122843	0.054897	0.19349	0.055517	0.181237	0.057866	0.04648	0.05392	0.105505	0.110343	0.078232	0.082209	0.077251	0.082743	0.061741	0.232632	0.105973	0.165988
ENO2	0.102451	0.064302	0.142837	0.153627	0.105261	0.10819	0.190182	0.139843	0.125267	0.125568	0.14355	0.756154	0.214194	0.118965	0.04227	0.103051	0.489197	0.076502	0.247808	0.117176	0.093517
ENPP2	0.263413	0.276574	0.076955	0.162265	0.038121	0.229246	0.176595	0.168486	0.425858	0.082475	0.146774	0.301007	0.330042	0.20607	0.156212	0.172588	0.249617	0.044365	0.065909	0.338515	0.42961
ENTHD1	1.3e-05	1.7e-05	1.7e-05	1.5e-05	1.2e-05	1.2e-05	1.6e-05	3e-05	1.6e-05	6e-06	6.9e-05	0.889642	1.7e-05	6e-06	1.5e-05	3e-05	0.305625	1.2e-05	1.7e-05	1.3e-05	3e-05
ENTPD2	0.293292	0.347411	1.0	0.317836	0.385115	0.296973	0.326206	0.762803	0.40041	0.329009	0.283889	0.229796	0.248399	0.26808	0.262472	0.241343	0.126261	0.298949	0.331185	0.258652	0.168209
EPB41L1	0.019165	0.046689	0.309491	0.034658	0.079644	0.035221	0.032933	0.234258	0.043926	0.042012	0.045937	0.017873	0.014424	0.032076	0.032933	0.016488	0.134515	0.034054	0.004445	0.067437	0.028692
EPDR1	0.117663	0.188078	0.029903	0.206278	0.068233	0.134234	0.19647	0.027478	0.198578	0.120555	0.711184	0.339185	0.372	0.260852	0.133021	0.288266	0.313107	0.037369	0.086142	0.599745	0.344506
EPHB1	0.015463	0.019745	0.026602	0.01437	0.011151	0.008311	0.019366	0.016094	0.018505	0.037641	0.019489	0.008081	0.017908	0.028386	0.01411	0.021471	0.010453	0.012196	0.010901	0.017621	0.010323
EPHB6	0.246373	0.227712	0.322656	0.469224	0.336578	0.194186	0.112367	0.272456	0.038565	1.0	0.056109	0.108498	0.098822	0.400532	0.276939	0.123419	0.265372	0.341791	0.072805	0.141994	0.078293
EPHX1	0.200492	0.068448	0.062799	0.12671	0.096931	0.171294	0.011595	0.044656	0.018532	0.117543	0.075309	0.242057	0.18416	0.28496	0.168466	0.038656	0.137141	0.132565	0.049364	0.087397	0.033829
EPHX2	0.233232	0.229357	0.179088	0.225712	0.179704	0.219067	0.213693	0.074163	0.009653	0.404269	0.045383	0.103756	0.142275	0.406759	0.314685	0.125805	0.263045	0.183485	0.033737	0.357874	0.140708
EPHX4	0.00011	0.003165	0.064426	0.00819	0.017157	0.00011	0.000104	0.01062	0.001062	7.2e-05	0.000568	0.000373	0.001657	0.001657	0.000252	0.002351	0.072301	0.00024	0.000568	0.493079	0.068493
EPS8	0.473261	0.396854	0.237878	0.354052	0.141635	0.273705	0.275679	0.170923	0.212899	0.104991	0.417735	0.516627	0.118993	0.49373	0.320088	0.315945	0.411957	0.104656	0.03562	1.0	0.629892
EPS8L1	0.135344	0.178776	0.455634	0.317773	0.210049	0.21256	0.151538	0.619653	0.14868	1.0	0.107592	0.116381	0.074798	0.304044	0.249121	0.110774	0.157522	0.377531	0.097699	0.115083	0.169683
ERG	0.040761	0.095422	0.067361	0.058639	0.006452	0.057477	0.140065	0.069811	0.0992	0.002645	0.060169	0.021648	0.009855	0.056815	0.044487	0.063884	0.158502	0.020479	0.001896	0.183348	0.13107
ERH	0.284231	0.390638	0.212389	0.41987	0.488404	0.370501	0.282786	0.250399	1.0	0.41987	0.433263	0.448676	0.581093	0.316154	0.258404	0.286022	0.184309	0.321162	0.355734	0.382424	0.384495
ERLEC1	0.238572	0.356804	0.086925	0.14726	0.195209	0.200274	0.168412	0.079307	0.481108	0.219477	0.563044	0.312498	0.284929	0.241048	0.244725	0.314576	0.241048	0.182255	0.195209	0.408185	0.29886
ESAM	0.072991	0.083005	0.115105	0.111232	0.052285	0.115336	0.053435	0.112914	0.061884	0.038295	0.048338	0.097457	0.06169	0.09543	0.081732	0.071035	0.070827	0.065297	0.030942	0.092083	0.06997
ESM1	2e-06	1.3e-05	2e-06	1.3e-05	7.3e-05	4.2e-05	8e-06	5e-06	0.000161	8e-06	0.000116	0.003397	0.000127	5e-06	5e-06	2.9e-05	5.9e-05	7.9e-05	5e-06	3.6e-05	0.000474
ESPN	0.381074	0.394371	0.450615	0.495792	0.273003	0.393215	0.437194	0.500462	0.455394	1.0	0.302307	0.315865	0.260167	0.459906	0.33653	0.324021	0.402402	0.443788	0.302899	0.173111	0.184005
ESPNL	0.462928	0.321583	0.673402	0.455692	0.54627	0.385719	0.43178	1.0	0.530517	0.667645	0.494791	0.638847	0.631446	0.433572	0.483424	0.473999	0.082959	0.592339	0.530679	0.391062	0.386674
ESR1	0.695451	0.43109	0.757461	0.413399	0.31693	0.447674	0.936764	0.893693	0.906907	0.469293	1.0	0.492681	0.601786	0.601481	0.418581	0.765969	0.536497	0.456389	0.602592	0.656832	0.394587
ESR2	0.048546	0.027387	0.159975	0.021144	0.02447	0.037994	0.035346	0.25078	0.033111	0.042998	0.027	0.030607	0.048306	0.024306	0.035935	0.013668	0.0395	0.029107	0.078391	0.019323	0.018632
ETFB	0.207441	0.136773	0.248928	0.168242	0.249187	0.190772	0.219978	0.209582	0.239866	0.147905	0.138522	0.212085	0.23629	0.168739	0.190943	0.151126	0.06654	0.166983	0.444637	0.36338	0.185019
ETS2	0.631016	0.435525	0.55883	0.426525	0.409542	0.644228	0.633668	0.424653	0.42177	0.421374	0.273136	0.192385	0.152913	0.736389	0.469259	0.252383	0.387831	0.507202	0.433522	0.256821	0.358803
EVC2	0.095241	0.100629	0.236984	0.115436	0.132989	0.12013	0.071072	0.310099	0.016176	0.044745	0.019809	0.043786	0.252522	0.128864	0.09224	0.059127	0.178351	0.055303	0.06117	0.32624	0.142612
EXO1	0.250186	0.159799	0.082273	0.243589	0.436485	0.41822	0.127434	0.102141	0.238716	0.340005	0.136774	0.6409	1.0	0.103143	0.335664	0.157262	0.284272	0.487255	0.37253	0.03248	0.581783
EXOC6	0.04495	0.034103	0.017159	0.023537	0.023562	0.029584	0.066408	0.016038	0.048632	0.025121	0.070252	0.031647	0.049842	0.032896	0.033479	0.049934	0.033962	0.031287	0.051477	0.034196	0.044062
EXPH5	0.655179	0.28786	0.617354	0.491487	0.28923	0.282518	0.376061	0.40268	0.090074	0.753403	0.20727	0.108609	0.030966	1.0	0.747073	0.309742	0.250484	0.52244	0.006589	0.130797	0.077501
EXT1	0.107984	0.083507	0.079655	0.082971	0.104124	0.088892	0.087501	0.095425	0.118373	0.077323	0.049762	0.047265	0.027072	0.088777	0.118757	0.049899	0.078011	0.082907	0.042273	0.06549	0.077968
F13A1	0.996222	0.599237	0.416493	0.358346	0.09478	1.0	0.218435	0.172532	0.796799	0.041826	0.273468	0.416493	0.777373	0.459156	0.459156	0.376838	0.340038	0.08192	0.285752	0.581655	0.826212
F2R	0.035041	0.044997	0.036509	0.063716	0.218	0.043123	0.037709	0.018962	0.060741	0.078637	0.080654	0.11349	0.147298	0.104525	0.053232	0.069713	0.031583	0.083592	0.059894	0.064057	0.052345
F3	0.03465	0.029519	0.10626	0.026583	0.063086	0.07062	0.041711	0.114107	0.028251	0.083949	0.024536	0.026869	0.018181	0.075048	0.019785	0.033013	0.14194	0.083812	0.002274	0.039873	0.114792
FAAH2	0.648034	0.547937	0.657644	0.686656	0.651146	0.40277	1.0	0.567891	0.334451	0.845217	0.410351	0.407084	0.402441	0.60818	0.749013	0.604138	0.502461	0.880752	0.248199	0.354925	0.316675
FABP3	0.006313	0.017812	0.008349	0.003833	0.001755	0.006735	0.004327	0.007504	0.024381	0.003028	0.041544	0.010151	0.010281	0.005624	0.005665	0.011033	0.047335	0.002935	0.004914	0.021103	0.017932
FABP4	0.025637	0.034925	0.018307	0.026289	0.00041	0.01313	0.03014	0.014082	0.010703	0.000489	0.00478	0.012619	0.002567	0.063541	0.016164	0.004476	0.015547	0.00068	8e-05	0.185596	0.042418
FADS2	0.034696	0.130701	0.265707	0.019383	0.013644	0.015521	0.017195	0.091876	0.013866	0.056495	0.012265	0.050552	0.015511	0.077794	0.014564	0.022961	0.006648	0.034632	0.011567	0.068681	0.019787
FAH	0.080581	0.134692	0.093036	0.055428	0.046849	0.148544	0.060337	0.027571	0.026571	0.051425	0.032373	0.180011	0.070807	0.101814	0.066246	0.02231	0.157804	0.066725	0.203915	0.312956	0.146169
FAIM2	0.034013	0.028442	0.044838	0.031408	0.036329	0.035187	0.029564	0.066447	0.047182	0.039857	0.044265	0.038254	0.05733	0.037678	0.039944	0.048915	0.065719	0.063323	0.046943	0.023131	0.024272
FAM102B	0.321941	0.55961	0.13117	0.254895	0.264859	0.283483	0.578164	0.120815	0.353603	0.330308	0.642463	0.518578	0.441073	0.3056	0.35614	0.622953	0.437371	0.283083	1.0	0.805766	0.783602
FAM110B	0.312468	0.362906	0.199063	0.167038	0.206661	0.238914	0.209618	0.123931	0.528932	0.065773	0.308334	0.134478	0.17685	0.174591	0.148047	0.329103	0.385839	0.099091	0.118079	0.323914	0.366155
FAM114A1	0.133024	0.187304	0.103067	0.120312	0.119424	0.111007	0.091894	0.072773	0.168951	0.064954	0.114113	0.130025	0.04773	0.146276	0.122751	0.098054	0.091814	0.102854	0.025099	0.237872	0.153799
FAM124B	0.02754	0.027688	0.001401	0.124781	0.072309	0.042022	0.046695	0.001792	0.075056	0.016605	0.0451	0.041508	0.036997	0.048658	0.019705	0.054869	0.037117	0.064449	0.018428	0.049541	0.041969
FAM127B	0.289152	0.372075	0.559013	0.377873	0.433911	0.419248	0.167523	0.36913	0.338807	0.434345	0.201329	0.403458	0.209151	0.382704	0.379085	0.220272	0.231183	0.454806	0.219161	0.40747	0.308995
FAM150B	0.119028	1.0	0.08792	0.138998	0.002126	0.075653	0.145576	0.029211	0.072326	0.001173	0.53908	0.044047	0.006418	0.200139	0.094487	0.167301	0.218004	0.001959	0.000404	0.562824	0.192037
FAM153A	0.168373	0.095435	0.112917	0.094529	0.118119	0.130398	0.127323	0.108453	0.140482	0.14081	0.137847	0.126435	0.147851	0.127281	0.145136	0.127082	0.048405	0.14013	0.189804	0.07723	0.081278
FAM160A1	0.262636	0.2539	1.0	0.341687	0.396305	0.304558	0.381164	0.866785	0.204021	0.712422	0.194429	0.263341	0.226472	0.307237	0.48431	0.249982	0.512984	0.574462	0.191543	0.153817	0.232777
