gene_symbol	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
CD1D	1.506162	0.396229	1.008951	0.029131	0.07987	0.325197	0.082634	0.594436	2.28494	0.10707	0.799074	2.016642	0.867542	0.393705	0.349668	0.311477	0.143481	0.277246	0.0	0.040451	0.164243
CD1E	0.083795	0.157028	2.24647	0.044258	0.059261	0.037241	0.109567	0.32285	0.401129	0.0	0.106838	0.086042	0.286888	0.513781	0.105474	0.118236	0.078862	0.086492	0.065475	0.10502	0.015492
CD22	2.386999	0.189998	0.375614	0.316955	0.054145	0.050464	0.151381	0.450857	0.322053	0.033063	0.380816	0.269971	0.714068	0.594628	0.110984	0.334839	0.154736	0.211484	0.06985	0.233146	0.0
CD247	0.250176	0.160561	0.211958	0.147436	0.0	0.05195	0.027813	0.220214	0.416139	2.635587	0.535699	0.103206	0.350716	0.203178	0.174358	1.832996	1.99188	1.927417	2.43384	1.543375	0.016413
CD27	1.753019	0.144587	0.146	0.14954	0.057405	0.078363	0.046692	0.24881	0.370114	0.286075	0.530129	1.442688	0.292161	0.6846	0.133668	2.355199	2.155531	2.033937	0.711042	2.06877	0.042692
CD274	0.3706	0.388268	2.45423	0.329785	0.416254	0.620404	1.084489	1.909694	0.816867	0.653797	1.027556	0.595734	0.62439	0.350692	0.211911	0.743434	0.883841	0.604519	0.717212	0.60232	0.91981
CD28	0.091426	0.089917	0.125438	0.118284	0.007691	0.012998	0.04713	0.184623	0.164189	0.085897	0.237363	0.533053	0.884972	0.288043	0.101013	2.171795	2.152358	1.385512	0.467881	1.725574	0.0
CD300LF	0.208195	1.125646	0.96474	2.647977	0.135258	0.108188	0.083724	1.617307	1.820829	0.284876	1.921862	0.279869	0.31428	0.384884	0.201838	0.35113	0.261755	0.348241	0.164181	0.194114	0.115756
CD33	0.090268	1.453072	1.809474	0.498351	0.172015	0.064103	0.0	2.02064	2.349797	0.282812	1.013683	0.912251	0.718739	1.452379	0.612387	0.481999	0.353232	0.339212	0.352712	0.236527	0.136297
CD38	1.021071	1.020182	0.842713	0.562315	0.14236	0.153223	0.371768	0.687759	0.761329	1.727834	0.538477	2.56811	0.474205	0.514124	0.168552	0.709788	0.744587	0.640696	1.683055	0.88894	0.950198
CD3G	0.127502	0.063888	0.142705	0.162695	0.082658	0.0	0.009487	0.194181	0.245195	0.45005	0.428393	0.129615	1.090791	0.375695	0.064907	2.482491	2.071544	2.440414	2.069039	2.220631	0.024985
CD5	0.727392	0.337309	0.501443	0.645057	0.262972	0.320056	0.348061	0.467901	0.611551	0.365454	0.745246	0.714214	0.916856	1.399653	0.226412	2.073187	2.363066	1.92476	1.08792	2.204214	0.213166
CD6	0.440857	0.171652	0.359346	0.136958	0.10693	0.188651	0.031021	0.379832	0.422001	0.6108	0.707264	0.531384	0.550645	1.110015	0.091993	1.984628	2.094382	2.136983	1.455479	1.376567	0.081479
CD69	2.152379	2.083243	0.688274	2.080499	0.0	0.047283	0.19461	0.450874	0.776713	2.637176	1.340268	0.343264	1.218584	0.096059	0.10744	1.905597	2.03681	2.190135	1.594208	2.545249	0.080785
CD7	0.249099	0.216879	0.237062	0.150342	0.16867	0.179508	0.226329	0.267912	0.363116	1.47243	0.512003	0.295799	0.272535	0.470067	0.123561	1.499926	1.410113	1.660093	1.33741	0.838786	0.153914
CD72	2.432023	0.335948	0.329571	0.0	0.106994	0.098798	0.092599	0.563509	0.3997	0.589513	0.197696	0.197348	0.491608	0.548952	0.127849	0.232158	0.209924	0.349521	0.427021	0.227193	0.009469
CD79A	2.577125	0.416548	0.415817	0.330412	0.304877	0.266304	0.355545	0.419477	0.559791	0.250335	0.535846	1.179388	0.567174	0.741953	0.221115	0.630179	0.395425	0.520516	0.285155	0.390355	0.212467
CD86	1.072153	0.311251	2.510379	0.302437	0.010554	0.141184	0.001937	1.840035	2.038339	0.407774	0.266281	0.558311	0.416004	0.391412	0.273254	0.229233	0.247165	0.175317	1.394778	0.055407	0.0
CD8A	0.163232	0.161729	0.308324	0.117177	0.061591	0.053071	0.0	0.325528	0.384541	1.538605	0.669856	0.378493	0.836911	1.034586	0.18038	1.782466	0.382811	2.680812	0.185209	0.169763	0.102264
CD8B	0.112276	0.109773	0.125263	0.151066	0.037743	0.012624	0.091095	0.129892	0.168594	0.143842	0.275525	0.160453	0.378245	0.696915	0.01025	1.07506	0.20759	1.801532	0.032531	0.231773	0.0
CD93	0.066019	0.731748	1.24418	0.312516	0.0	0.015614	1.904463	0.633671	2.513995	0.57926	2.282884	0.246212	0.543867	0.567272	2.218679	0.39861	0.215629	0.352877	0.465791	0.192484	2.188994
CD96	0.254196	0.173403	0.063676	0.142573	0.00374	0.027749	0.0	0.107853	0.12507	2.064448	0.228524	0.056923	1.003549	0.172287	0.018396	1.070645	1.403791	1.407255	2.422185	0.795893	0.0007
CDC42EP5	0.030245	0.051918	0.097266	0.0	1.892371	1.034515	2.395428	0.066183	0.090901	0.015474	0.033054	0.042893	0.05677	0.080145	1.258438	0.036254	0.027447	0.046527	0.040609	0.042131	2.503223
CDC6	0.307898	1.004565	0.096821	0.506183	1.000381	0.878473	0.403276	0.201644	0.096481	0.703456	0.134049	0.547652	0.121527	0.135098	0.0	0.240167	0.364613	0.227842	2.311916	0.175886	0.792958
CDH13	0.125533	0.08334	0.124041	0.132419	1.619194	1.558794	1.866132	0.139043	0.115132	0.094902	0.149049	0.153014	0.118391	0.142975	0.944416	0.059179	0.079609	0.143884	0.0	0.06821	2.364057
CDH5	0.049875	0.04219	0.059541	0.019605	0.019244	0.051572	1.839812	0.039584	0.055736	0.0	0.040328	0.103023	0.111505	0.173171	1.537194	0.044806	0.026143	0.024503	0.022322	0.02797	2.641281
CDO1	0.078599	0.076704	0.014013	0.392486	0.602425	0.0	0.31955	0.057386	0.036281	0.121847	0.116815	0.129149	0.16597	0.175838	2.533549	0.019925	0.228914	0.082668	0.045468	0.105701	0.11877
CEP55	0.262946	0.956177	0.098822	0.223715	1.300814	0.833547	0.486636	0.415113	0.055838	0.699806	0.035689	0.366347	0.089863	0.027332	0.0	0.307382	0.488705	0.168527	2.418999	0.655316	1.474511
CFI	0.023867	0.255934	0.321206	0.093548	0.137804	0.012931	2.374039	0.074336	0.032751	0.060425	0.086792	0.225991	0.156918	0.191064	1.86978	0.013838	0.094193	0.062628	0.0	0.072113	2.166137
CFP	0.172095	0.683542	1.108167	0.202304	0.017311	0.0	0.009523	0.584926	2.488718	0.145364	2.157042	0.18982	0.272056	0.256982	0.378765	0.62219	0.453997	0.397796	0.02847	0.359906	0.090355
CHEK1	0.407326	1.268438	0.181756	0.259829	0.921502	0.578251	0.382017	0.342013	0.075816	0.781973	0.039652	0.304943	0.067951	0.124051	0.0	0.309726	0.43995	0.230257	2.407154	0.491318	1.136521
CHI3L1	0.014724	0.090979	0.54986	0.014029	0.1632	0.48383	0.012871	1.458249	0.25413	0.009407	1.709914	0.114909	0.093475	0.211747	0.414678	0.112875	0.086253	0.116437	0.0	0.019372	0.008024
CHIT1	0.099967	0.069644	0.167981	0.002764	0.088193	0.1365	0.065725	1.112626	0.124118	0.063039	0.219368	0.143778	0.113128	0.363013	0.109063	0.165594	0.087196	0.124118	0.104759	0.09695	0.041296
CHRDL1	0.038893	0.539686	0.032776	0.166224	0.252555	0.044654	1.594556	0.09336	0.044056	0.104977	0.105615	0.177531	0.124063	0.371339	2.674878	0.016419	0.031793	0.064809	0.0	0.014685	0.011612
CHSY3	0.154525	0.328612	0.285132	0.104854	1.716698	0.346328	0.871427	0.30776	0.250588	0.424385	0.270365	2.10712	0.518447	0.588205	1.697343	0.250588	0.230959	0.236011	0.098269	0.15269	0.83614
CLC	0.113602	1.058884	0.355479	2.898646	0.059586	0.0482	0.043864	0.189431	0.631276	0.217409	1.703429	0.323144	0.294399	0.246984	0.146198	0.904885	0.280318	0.296172	0.245466	0.071876	0.042849
CLCA2	0.004858	0.004483	0.029285	0.071812	0.110655	2.29233	0.229809	0.041224	0.025605	0.01945	0.053155	0.05657	0.064663	0.145678	0.13173	0.0	0.004483	0.017156	0.001118	0.000559	0.024833
CLDN5	0.203539	0.271904	0.21664	0.419532	0.10282	0.11037	2.645097	0.169453	0.279829	0.062615	0.190211	0.343633	1.339781	0.594711	1.603773	0.293436	0.13598	0.19496	0.109765	0.245708	2.085954
CLEC10A	0.110373	0.260491	2.447558	0.218479	0.0	0.012981	0.14155	0.624077	1.189382	0.101775	0.289215	0.194704	0.426416	0.393406	0.594385	0.22343	0.093603	0.178456	0.099826	0.169169	0.301572
CLEC1B	0.071151	0.395382	0.116148	0.202086	0.058931	0.061915	0.038736	0.12075	0.440556	0.079067	0.282492	0.164262	2.598361	0.168297	0.075334	0.156482	0.126102	0.150991	0.046403	0.05916	0.042787
CLEC2D	2.216181	0.229006	0.499805	0.206074	0.039076	0.006314	0.006314	0.426137	0.572312	1.485223	0.512962	0.139007	0.446946	0.209876	0.205652	2.223013	2.267234	2.08048	2.219216	1.433016	0.0
CLEC3B	0.0	0.179243	0.163806	0.330197	0.962529	0.013304	0.613892	0.169354	0.30188	0.042229	0.074946	0.08155	0.056041	0.296657	2.700478	0.126806	0.016208	0.045437	0.299129	0.044978	0.273491
CLEC4A	0.674998	0.42144	2.531962	0.200123	0.062649	0.092138	0.139296	1.525918	2.260569	0.273846	2.315081	0.137677	0.398822	0.163015	0.418191	0.344456	0.347881	0.309673	0.0	0.336387	0.020464
CLEC4E	0.103685	0.136052	0.428409	0.606635	0.055527	0.025054	0.058703	1.068579	1.793355	0.121137	2.479932	0.105181	0.259024	0.129641	0.098612	0.146185	0.107278	0.141263	0.070024	0.050349	0.034939
CLEC4G	0.200375	0.368006	2.14378	0.106237	0.109321	0.09639	0.0	0.349132	0.589728	0.036305	0.243493	0.248036	0.264973	0.940918	0.393805	0.243493	0.0689	0.124179	0.010656	0.118597	0.075592
CLEC5A	0.037078	0.314991	0.62878	0.088951	0.018092	0.042868	0.0	1.45255	1.750352	0.12238	0.656674	0.088951	0.180118	0.166665	0.010634	0.06647	0.085994	0.122616	0.040933	0.014975	0.012285
CLEC7A	0.086365	0.243283	1.316707	0.396171	0.004225	0.196371	0.030753	1.133065	1.651007	0.133688	2.446513	0.183112	0.218853	0.383242	0.194823	0.289716	0.120151	0.220427	0.137539	0.099826	0.0
CLGN	0.157416	2.196456	0.163483	1.914793	1.113815	0.062921	0.095771	0.206223	0.240328	0.116417	0.121134	0.69371	0.159031	0.101971	0.049783	0.065943	0.021715	0.127052	0.03974	0.022811	0.053898
CLIC2	0.055132	1.084425	2.411112	0.030115	0.346775	0.297373	1.357882	1.452492	0.867097	0.13292	0.231324	1.425798	0.199757	0.560724	1.910514	0.059099	0.131785	0.096612	0.048555	0.0	1.282365
CLLU1	2.064361	0.080505	0.188179	0.05035	0.062848	0.068378	0.09681	0.128842	0.169966	0.094252	0.17477	0.394125	0.880212	0.263341	0.014395	0.151399	0.085584	0.156685	0.100911	0.102964	0.035477
CMTM2	0.109577	0.243063	0.142228	0.566384	0.04963	0.075366	0.080426	0.168953	0.514698	0.165293	2.691442	0.12028	1.193904	0.12512	0.151895	0.134641	0.159825	0.159825	0.151895	0.241606	0.063867
CMTM8	0.021462	1.179518	1.00378	1.262364	0.105564	1.563107	1.928455	0.433598	0.434312	0.121869	0.536952	0.499059	0.184572	0.158027	1.336101	1.726634	2.249555	0.563392	0.026533	1.986555	2.04707
CNN3	0.218801	0.370917	0.094355	0.097908	2.215231	1.211126	2.019365	0.064488	0.073105	0.124762	0.063203	0.288435	0.162056	0.304915	2.246253	0.043737	0.125449	0.168723	0.0	0.019834	2.560512
CNTN3	0.028103	0.030434	0.019768	0.298691	2.392845	0.106442	0.008115	0.038177	0.029967	0.060411	0.06138	0.050055	0.051732	0.124225	1.059879	0.007662	0.018847	0.068446	0.025082	0.017698	0.0
COL12A1	0.053041	0.043113	0.050348	0.155478	2.421655	0.551315	0.322803	0.048736	0.049542	0.042579	0.075931	0.10241	0.143741	0.202006	1.338831	0.052502	0.049005	0.088674	0.0	0.090906	0.226052
COL15A1	0.017283	0.032946	0.056548	0.139728	1.354199	0.0	0.740191	0.199388	0.082643	0.199785	0.090543	0.014235	0.031845	0.041824	2.650575	0.011205	0.021118	0.064961	0.331104	0.012112	0.126891
COL19A1	0.305094	0.180659	0.281986	0.203556	0.175598	0.152946	0.132358	0.226009	0.223433	0.117491	0.359302	0.134223	0.300457	2.108165	0.111939	0.236337	0.149816	0.136089	0.288569	0.217005	0.057708
COL1A2	0.012837	0.041479	0.011858	0.247194	2.727852	0.076414	0.151489	0.051016	0.022089	0.04654	0.062707	0.183669	0.094549	0.236394	2.549768	0.010294	0.024268	0.067877	0.0	0.061676	0.349511
COL24A1	0.072631	1.985231	0.292543	0.246389	0.144376	0.027985	0.077212	0.091672	0.155198	0.092991	0.081146	0.485401	0.609839	0.114872	0.317013	0.023507	0.03504	0.116204	0.172891	0.056347	0.0
COL3A1	0.016031	0.024203	0.034482	0.088642	2.168392	0.027502	0.070137	0.060533	0.022725	0.032647	0.044751	0.058628	0.055348	0.318129	2.701019	0.028163	0.041367	0.064359	0.0	0.05621	0.11594
COL4A1	0.0	0.060068	0.061944	0.209368	1.421192	0.408952	1.954988	0.108924	0.054256	0.060902	0.133671	0.102607	0.238993	0.254675	2.290684	0.015339	0.06257	0.050537	0.041101	0.023912	2.683725
COL4A2	0.041316	0.047557	0.177196	0.069959	1.499598	0.495633	1.630392	0.175635	0.092926	0.01473	0.09005	0.107645	0.286452	0.276978	2.118235	0.061766	0.039181	0.049321	0.0	0.048732	2.682269
COL5A2	0.048837	0.050061	0.043557	0.237144	2.618584	0.677646	0.801253	0.057231	0.003459	0.032095	0.014515	0.077206	0.05682	0.225458	2.100911	0.00887	0.042747	0.078469	0.435419	0.0303	1.288782
COL6A3	0.010687	0.127534	0.051847	0.354992	2.749387	0.0	0.061589	0.275325	0.070883	0.082544	0.08767	0.104772	0.874274	0.189089	2.525663	0.379164	0.324631	0.279175	0.563831	0.570101	0.341154
COLEC12	0.000494	0.143481	0.965877	0.362304	2.250343	0.036993	2.475728	1.178511	0.25229	0.035968	0.100885	0.089798	0.144326	0.113176	2.138405	0.014181	0.028061	0.050148	0.012178	0.0	2.160373
CPA3	0.058498	2.471409	0.172501	0.244882	0.215952	0.0	0.348522	0.242637	0.687425	0.296398	0.498025	0.194066	0.177095	0.359822	1.788826	0.794324	0.309365	0.289127	0.057377	0.061024	0.117931
CPE	0.01151	0.047229	0.068894	0.10258	1.439573	0.726397	0.162893	0.678004	0.03929	0.019861	0.063547	0.087493	0.096326	0.214794	2.525994	0.034786	0.079445	0.05111	0.0	0.147436	0.122556
CPM	0.366429	0.161347	1.419134	0.115566	0.288497	1.018994	0.083067	1.948671	0.890018	0.051177	0.177003	0.194875	0.234528	0.406203	1.744387	0.23666	0.174935	0.075233	0.0	0.166277	0.012358
CPNE5	1.67141	0.099076	0.155401	0.11721	0.16353	0.06114	0.980475	0.179916	0.397907	0.128505	0.300699	2.514497	1.37243	0.943545	0.151663	0.225521	0.166982	0.166982	0.515006	0.13711	0.705621
CPVL	0.147297	1.421224	1.869113	0.037405	0.0	0.219536	0.356432	1.872617	2.569761	0.15623	0.42179	0.666892	0.678387	0.348184	1.269776	0.422404	0.190516	0.341732	0.053157	0.069395	0.015367
CPXM1	0.358568	2.360642	0.24738	0.053843	0.290788	0.06871	0.235385	0.216135	0.185756	0.295501	0.208389	0.170942	0.220246	0.525154	1.113682	0.233085	0.140284	0.195687	0.057232	0.181257	0.22895
CR2	2.042064	0.216561	0.146087	0.598928	0.050737	0.0	0.041664	0.146762	0.175961	0.101925	0.27473	0.421438	0.634468	0.49524	0.019136	0.508216	0.434865	0.442349	0.020417	0.24374	0.002542
CRCT1	0.01875	0.039151	0.068681	0.012197	0.020068	1.9475	0.024415	0.04614	0.037221	0.0	0.066879	0.081815	0.056146	0.170696	0.031843	0.064681	0.034527	0.027073	0.024983	0.054174	0.022711
CREB5	0.135506	0.273357	0.64004	0.350844	0.395899	0.389624	0.820697	0.370139	1.020957	0.098718	2.397486	0.163528	0.199453	0.500194	1.049551	0.073839	0.05323	0.121351	0.0	0.066074	0.270045
CRHBP	0.145758	2.203565	0.233908	0.404547	0.034381	0.009994	0.026399	0.292985	0.34732	0.208576	0.454758	0.320917	0.464147	1.27737	1.124358	0.156962	0.181787	0.206285	0.085592	0.217184	0.0
CRISPLD1	0.032041	2.086825	0.069166	0.305189	0.097401	0.110672	0.048743	0.046	0.054938	0.134309	0.100617	0.053214	0.245992	0.229467	0.952044	0.025628	0.062552	0.064637	0.008589	0.012575	0.201156
CRTAM	0.207609	0.234243	0.782881	0.009103	0.009103	0.07292	0.05245	1.861382	1.150278	1.920105	0.257692	0.055571	0.985026	0.072125	0.018804	1.568278	0.537454	2.391332	0.735616	0.119603	0.0
CSF1R	0.086599	0.465743	2.167307	0.36157	0.103291	0.066101	0.070422	2.053932	2.417384	0.17168	0.923005	0.30438	0.398414	0.163075	1.434394	0.332173	0.195602	0.306109	0.650633	0.120104	0.0
CSF2RA	0.074279	0.310957	2.313963	1.71386	0.018168	0.057132	0.050239	1.627511	2.084595	0.059979	2.085335	0.079621	0.185438	0.494634	0.533233	0.250861	0.105313	0.128408	0.030924	0.077564	0.0
CSF3R	0.167683	0.737397	0.591735	0.409315	0.200988	0.140055	0.136846	0.714444	1.414038	0.200988	2.696418	0.244087	0.339691	0.48965	0.409591	0.321234	0.217478	0.293182	0.194018	0.180664	0.159726
CST7	0.163306	0.856401	0.925003	0.235589	0.018666	0.032201	0.0	0.346751	0.645227	2.66516	1.660861	0.151841	0.858701	0.371167	0.20855	1.387193	0.924611	2.221905	2.637869	0.695427	0.008039
CTGF	0.097621	0.103874	0.058611	0.146575	2.719041	0.621153	2.071351	0.039465	0.032606	0.016088	0.059963	0.411322	0.153207	0.188293	1.518797	0.002471	0.005108	0.054571	0.002161	0.042096	2.525108
CTHRC1	0.097936	0.437738	0.06513	0.105738	2.64519	0.128816	2.595765	0.073152	0.042469	0.046518	0.080707	1.3651	0.234788	0.093969	2.025663	0.031154	0.056121	0.101542	0.0	0.009767	1.994987
CTLA4	0.520911	0.195537	0.482328	0.481756	0.132361	0.164763	0.245047	0.323012	0.324638	0.33768	0.436885	0.338224	0.56467	0.653986	0.069846	1.192271	1.479836	0.708115	1.525614	2.287601	0.319222
CTSG	0.013293	2.112397	0.257056	0.396457	0.099551	0.056082	0.090904	0.243657	0.385824	0.229782	0.575819	0.48962	0.479274	0.649593	1.385003	0.228185	0.144219	0.303045	0.268895	0.057587	0.0747
CWH43	0.01943	0.01892	0.024799	0.042653	0.0	2.42949	0.097612	0.014598	0.017647	0.006264	0.022494	0.081501	0.103404	0.179371	0.003252	0.040566	0.016375	0.015359	0.005761	0.03511	0.025312
CX3CR1	0.311893	0.358704	0.185595	0.115366	0.018484	0.052975	0.015918	0.257923	1.546391	2.334731	0.89084	0.40667	1.981883	0.57813	0.630272	1.269205	0.606514	1.666128	0.648808	0.518065	0.0
CXCL1	0.061674	0.426351	0.599614	0.01339	0.581093	0.513422	1.731001	0.873563	0.949966	0.142426	2.587439	0.114529	0.30317	0.094945	0.0	0.271138	0.130247	0.101435	0.028546	0.068431	0.856463
CXCL13	0.288583	0.052205	0.157959	0.127938	0.002909	0.01509	0.012131	0.131094	0.228715	0.04755	0.082314	0.062496	0.113271	0.15721	0.045123	0.501966	0.328977	0.145792	0.368825	0.113748	0.0
CXCL16	0.384935	0.227084	1.987585	0.724253	0.104505	1.103517	0.360115	2.597023	1.941281	0.175504	2.397506	0.190012	0.824015	1.200361	0.411918	0.141374	0.193828	0.188972	0.0	0.062489	0.241243
CXCL3	0.099612	1.361833	0.876223	0.038358	0.30261	0.405172	1.636101	1.702127	1.466356	0.165438	0.69479	0.11798	0.840442	0.141633	0.027365	0.325568	0.142517	0.188156	0.0	0.061243	0.243311
CXCR2	0.042611	0.147905	0.51616	0.442239	0.0	0.399522	0.012822	0.207357	0.537214	0.511002	2.715558	0.102972	1.040263	0.11744	0.307143	0.136686	0.030336	0.266413	0.050354	0.012662	0.019415
CXORF57	1.653545	1.211527	0.122931	0.234736	0.375817	1.002336	0.069289	0.527668	0.17845	1.402066	0.17845	0.54127	0.619915	0.167058	0.526433	1.014517	1.73793	1.436798	0.654008	1.422304	0.0
CXORF65	1.333348	0.57695	0.442841	0.200013	0.037541	0.062448	0.054444	0.355781	0.427796	1.570896	1.302149	0.163099	0.699058	0.308334	0.081416	1.354284	1.744757	1.691535	0.960534	2.346684	0.064543
CYBB	0.755271	0.329898	0.910745	1.288879	0.039615	0.042275	0.0	1.442919	1.562167	0.210191	0.952535	0.581611	0.443977	0.350608	0.432286	0.307054	0.143612	0.294954	0.028035	0.024416	0.050622
CYP1B1	0.155142	0.622023	2.487902	0.034986	2.103837	0.883357	0.506585	2.391422	2.3586	0.54402	0.632397	0.177536	0.328976	0.203347	1.047433	0.315115	0.442484	0.233362	0.0	0.074971	0.081953
CYP27A1	0.066007	0.117748	1.182019	0.1615	0.426831	0.081129	0.667537	2.610732	1.147013	0.093284	0.847734	0.276681	0.210411	0.705243	0.529612	0.213579	0.1615	0.133584	0.0	0.219017	0.447642
CYP4F3	0.034533	0.101981	0.058213	0.552786	0.006986	0.573185	0.03031	0.063602	0.262729	0.034918	2.556406	0.087812	0.096535	0.143301	0.051481	0.05385	0.05227	0.12326	0.185871	0.017983	0.0
CYP4X1	0.03341	0.07994	0.019919	0.035675	0.01546	0.230604	0.890483	0.180546	0.01292	0.027929	0.035999	0.0196	0.099634	0.028894	2.248607	0.005337	0.0	0.027286	0.032441	0.021197	0.208511
CYSLTR2	0.035397	0.133082	0.175703	2.276928	0.060671	0.091409	0.073238	0.179706	0.298856	0.244856	0.588655	0.148352	0.270291	0.385823	0.057335	0.115352	0.175259	0.277747	0.1949	0.07829	0.062759
CYTL1	0.078932	2.425471	0.428668	0.470187	0.453791	0.087377	2.309844	0.533002	0.257109	0.492245	0.201604	0.23586	0.592644	0.412977	0.792829	0.151898	0.174051	0.246625	0.068991	0.125547	1.606764
DACH1	0.03021	1.201847	0.069639	2.336414	0.024219	0.10274	0.199205	0.047159	0.268813	0.119468	0.826316	0.114297	0.254135	0.20678	0.88474	0.136746	0.085289	0.066223	0.0	0.034724	0.186554
DCLK1	0.008801	0.034844	0.00439	0.091104	0.53264	0.038539	0.322367	0.010737	0.011845	0.01852	0.036263	0.315974	0.116218	0.099213	2.33854	0.003016	0.002741	0.056062	0.0	0.019917	0.89175
DCN	0.0	0.022534	0.041302	0.160355	1.917598	0.355363	0.146256	0.068561	0.027967	0.039723	0.061874	0.089312	0.076522	0.210379	2.297541	0.016749	0.013679	0.039723	0.026023	0.01598	0.020022
DENND1C	2.029483	1.057623	1.352127	1.787027	0.15544	0.118967	0.0	1.328768	1.609295	2.143602	2.000733	1.316487	1.123822	1.199876	0.397254	2.224673	2.218576	2.363396	2.305238	2.30215	0.116735
DENND2D	1.428239	0.840714	1.198748	0.182749	0.251182	1.267394	0.118241	1.706385	0.912005	2.145682	0.943481	0.619388	1.666548	0.240851	0.512894	2.560316	2.428257	2.277586	2.099521	2.235983	0.0
DEPDC1B	0.288015	1.3923	0.1305	0.408612	0.364251	1.049486	0.269906	0.191075	0.096521	0.711673	0.070285	0.389916	0.099134	0.128612	0.0	0.206027	0.386933	0.172938	2.384394	0.310138	0.791754
DGKA	1.560853	0.414423	0.780425	0.529702	1.268645	1.667385	0.61165	0.437766	0.972825	0.579935	1.113581	0.357103	0.385113	0.805846	0.441413	2.39824	2.31781	1.942132	1.749719	1.541708	1.118582
DKK1	0.031215	0.08247	0.057495	0.00809	2.668008	1.155486	0.514752	0.113894	0.043789	0.067204	0.069235	1.133206	0.192331	0.25102	0.24209	0.0	0.04504	0.039158	0.029287	0.013712	1.127126
DKK3	0.034249	0.018016	0.047106	0.038121	1.874385	1.426749	1.882369	0.046505	0.049815	0.064067	0.079109	0.098097	0.274632	0.166026	0.562091	0.171319	0.094339	0.37673	0.0	0.116422	1.736508
DLGAP5	0.327068	1.291804	0.074292	0.07242	0.993591	0.747858	0.418535	0.278601	0.066624	0.609592	0.077214	0.397425	0.36496	0.188637	0.0	0.322242	0.428628	0.167028	2.505746	0.598	1.358185
DLK1	0.218139	2.102928	0.323267	0.453189	0.394262	0.307534	0.293766	0.294391	0.327057	0.458486	0.366539	0.396206	1.092135	0.969347	0.07771	0.229064	0.28691	0.300641	0.228455	0.443283	0.200039
DMKN	0.097198	0.031842	0.051494	0.043009	0.210685	2.329272	0.790979	0.010511	0.03723	0.049364	0.017437	0.085627	0.305172	0.155994	0.232849	0.078428	0.008161	0.080084	0.028559	0.066205	0.0
DMXL2	0.089969	0.685358	1.339336	1.048944	0.409154	0.335486	0.293099	2.199087	2.386891	0.25417	2.028205	0.180818	0.490871	0.115359	1.085739	0.194231	0.25463	0.367016	0.189751	0.0	0.329794
DNASE2B	0.067823	0.093802	0.338397	0.23379	0.020458	0.007135	0.052604	2.135473	0.103965	0.086346	0.216227	0.057839	0.060987	0.281469	0.014297	0.086346	0.062037	0.080506	0.109334	0.135841	0.028703
DNTT	0.1756	2.115204	0.150029	0.040454	0.095888	0.160866	0.191708	0.122186	0.131013	0.135437	0.123445	0.18332	0.160866	0.260416	0.0	0.217029	0.185898	0.162144	0.27037	0.176243	0.120299
DPPA4	0.446231	2.017163	0.205325	0.335321	0.106053	0.107332	0.116305	0.125958	0.187385	0.186061	0.165637	0.176157	0.359276	0.272241	0.0	0.203992	0.146039	0.239575	0.118875	0.155817	0.102221
DPT	0.027397	0.02691	0.08025	0.060265	1.352887	0.047298	0.065292	0.074396	0.05651	0.0	0.069835	0.10526	0.112051	0.379806	2.567915	0.070847	0.02959	0.033746	0.032522	0.047546	0.031788
DPY19L2P2	0.76181	2.171795	0.038347	1.360072	0.306787	0.118514	0.079872	0.072081	0.133692	0.942377	0.264889	0.250481	0.469902	0.429939	0.574481	0.632677	0.939867	1.063787	0.617445	0.641745	0.0
DSC1	0.04522	0.03612	0.05088	0.0	0.0179	2.148322	0.342274	0.033119	0.038819	0.01974	0.056267	0.042491	0.093086	0.102184	0.170628	0.36474	0.199261	0.318883	0.028727	0.210499	0.019587
DSC2	0.0	0.172231	0.632339	2.012434	0.02023	2.003883	0.137105	0.852001	0.577285	0.044748	1.252967	0.094111	0.087563	0.190994	0.410833	0.034199	0.03277	0.033246	0.012039	0.002995	0.018352
DSC3	0.023567	0.030435	0.04186	0.0	0.019898	2.213663	0.380605	0.034341	0.030612	0.025497	0.052562	0.036481	0.054941	0.163252	0.12477	0.031321	0.031676	0.030789	0.027785	0.037375	0.020072
DSG1	0.008698	0.015359	0.021001	0.038288	0.003796	2.143928	0.30954	0.00517	0.007622	0.003035	0.010703	0.009314	0.034723	0.075858	0.132613	0.030538	0.002578	0.013802	0.020529	0.013802	0.0
DSG3	0.006406	0.005549	0.035163	0.103022	0.0	2.50408	0.233277	0.050564	0.052817	0.034056	0.057113	0.061883	0.06029	0.222203	0.005121	0.04585	0.031407	0.038489	0.003838	0.032731	0.002984
DSP	0.367025	0.049532	0.10167	0.112474	1.312784	2.619194	1.585119	0.333099	0.063868	0.079316	0.074074	0.088514	0.132905	0.071928	0.635846	0.045561	0.044097	0.073307	0.0	0.052343	1.061113
