gene_symbol	ACD	ACN	ALO	ATD	BCC	BU	CHA	DLE	ENL	ICD	LL	MEL	MF	NS	PS	RR	SAR	SCC	SJS	WA	WPO
CUX2	0.007062	0.068808	0.039356	0.007234	0.155701	0.001033	0.004349	0.014296	0.005124	0.0	0.002928	0.019463	0.0062	0.019979	0.002928	0.014296	0.032036	0.006114	0.002928	0.075126	0.015157
CWH43	0.089444	0.136467	0.260076	0.168135	0.176337	0.163803	0.246894	0.250999	0.043112	0.145916	0.04926	0.044435	0.029152	0.220313	0.521996	0.061372	0.199524	0.448681	0.00322	0.111792	0.240194
CXCL1	0.008336	0.080558	0.008389	0.006661	0.010551	0.181645	0.008497	0.001523	0.046902	0.000361	0.008849	0.013514	0.00523	0.0	0.015379	0.002946	0.003487	0.025063	0.03179	0.000902	0.116172
CXCL10	0.021675	0.003531	0.00069	0.028493	0.015002	0.028925	0.831071	0.154671	0.25481	0.001352	0.17527	0.048586	0.158294	0.001956	0.026466	0.374412	0.245872	0.118254	0.110513	0.002455	0.121744
CXCL11	0.006217	0.000545	0.000654	0.011626	0.007798	0.007253	1.0	0.306249	0.20902	0.0	0.088058	0.015978	0.135129	0.000654	0.008725	0.43159	0.147909	0.188293	0.059139	0.006244	0.079098
CXCL14	0.440763	0.554171	0.333213	0.518724	0.467228	0.291819	0.259073	0.348851	0.291196	0.625824	0.274083	0.178332	0.167611	0.53492	0.412626	0.447704	0.333213	0.400853	0.000877	0.640751	0.333213
CXCL17	0.0	0.001111	0.001761	0.002845	0.004525	0.002845	0.001003	0.002574	0.000948	0.000406	0.001111	0.002168	0.002279	0.000583	0.003143	0.004012	0.000217	0.00859	0.001687	0.000298	0.004135
CXCL6	0.007047	0.041766	0.002422	0.007671	0.007536	0.396227	0.005652	0.002733	0.029606	0.002642	0.003523	0.004441	0.014937	0.001211	0.008882	0.003835	0.007401	0.096568	0.002153	0.000323	0.400081
CXCL9	0.019982	0.004331	0.004706	0.016919	0.04199	0.003408	0.777253	0.060332	0.31257	0.001385	0.542937	0.096883	0.275411	0.00274	0.032539	1.0	0.493404	0.10438	0.05163	0.003307	0.025362
CXCR1	0.013102	0.015951	0.001412	0.012899	0.013272	0.042257	0.018335	0.002132	0.02633	0.017957	0.012499	0.018295	0.017589	0.009754	0.0109	0.013784	0.0	0.016357	0.034006	0.008208	0.01567
CXCR2	0.001742	0.01082	0.004968	0.001614	0.002956	0.015208	0.019323	0.015433	0.002059	0.001547	0.000844	0.001181	0.001644	0.001327	0.00658	0.001937	0.004695	0.00561	0.009734	0.004094	0.017214
CXCR6	0.00324	0.002313	0.004626	0.001084	0.00109	0.002313	0.003634	0.01652	0.006856	0.000372	0.019421	0.002636	0.038223	0.0	0.005049	0.036241	0.04543	0.004646	0.122125	0.000186	0.002416
CYB5R2	0.142881	0.187441	0.240357	0.16511	0.139824	0.362431	0.169475	0.105648	0.055082	0.22317	0.018615	0.082853	0.034511	0.181351	0.461216	0.035052	0.141765	0.366558	0.013826	0.156043	0.445386
CYBB	0.006397	0.055027	0.006693	0.000911	0.001836	0.01084	0.050955	0.041297	0.048334	0.000578	0.085295	0.009655	0.062728	0.002665	0.006468	0.084046	0.063009	0.005775	0.16372	0.009515	0.068814
CYP27A1	0.018799	0.030248	0.107313	0.021956	0.020941	0.029825	0.007461	0.05726	0.2103	0.01939	0.431509	0.178605	0.051982	0.030316	0.011969	0.210806	0.05439	0.011289	0.015468	0.051506	0.051048
CYP27B1	0.010919	0.013469	0.000269	0.018039	0.040744	0.074819	0.033456	0.0	0.02839	0.012156	0.013662	0.011066	0.056531	0.007208	0.009467	0.115322	0.1975	0.031843	0.006005	0.005594	0.026718
CYP2E1	0.192211	0.284169	0.077894	0.392355	0.166967	0.186801	0.341868	0.078615	0.091073	0.440438	0.08132	0.065994	0.085828	0.261977	0.540932	0.063589	0.184834	0.338262	0.030292	0.051929	0.160356
CYP4F3	0.007076	0.023231	0.006764	0.01307	0.004579	0.014114	0.021983	0.001385	0.001561	0.025495	0.003267	0.003245	0.001287	0.01332	0.006476	0.005155	0.006452	0.011993	0.003662	0.01796	0.019615
CYR61	0.124139	0.058999	0.271973	0.0462	0.100735	0.288124	0.099129	0.02222	0.210537	0.010538	0.145601	0.106457	0.043085	0.151553	0.030865	0.037616	0.025824	0.035512	0.001887	0.048671	0.222862
CYYR1	0.151547	0.254126	0.110388	0.218083	0.536408	0.164563	0.242621	0.050971	0.491141	0.030825	0.249757	0.143325	0.05068	0.253689	0.202427	0.386408	0.135702	0.141792	0.007767	0.766505	0.384284
DACT1	0.018829	0.028983	0.01406	0.009879	0.034788	0.016892	0.017035	0.00269	0.021115	0.0	0.019367	0.024477	0.006993	0.022953	0.013987	0.028915	0.04153	0.004035	0.004548	0.089301	0.048416
DAPL1	0.136952	0.097654	0.474067	0.180313	0.540308	0.169207	0.007869	0.290822	0.043138	0.347479	0.052149	0.091	0.013986	0.404584	0.497611	0.072034	0.48123	0.308717	0.001106	0.218114	0.098191
DBF4	0.015166	0.019672	0.002157	0.020723	0.027849	0.022598	0.016921	0.0	0.035061	0.027568	0.042711	0.045165	0.137016	0.013909	0.0336	0.027052	0.032537	0.042477	0.043133	0.01866	0.068216
DCBLD2	0.015794	0.023308	0.055997	0.027855	0.016828	0.021154	0.017134	0.03915	0.018881	0.030221	0.014297	0.085977	0.010173	0.023739	0.016241	0.011112	0.057528	0.020644	0.006796	0.034811	0.033502
DCLK1	0.513643	0.599591	0.184381	0.190655	0.158595	0.162688	0.363512	0.205866	0.591405	0.007162	0.845669	0.323329	0.084925	0.424966	0.240962	0.672617	0.439333	0.028649	0.0	1.0	0.437182
DDAH1	0.035365	0.03651	0.04654	0.017934	0.02251	0.01915	0.02091	0.014033	0.075469	0.017449	0.020948	0.011758	0.009975	0.025297	0.011911	0.016739	0.011592	0.00707	0.002342	0.04238	0.036167
DDX3Y	0.0	0.021052	0.020005	0.036455	0.031139	0.035735	0.018461	0.098208	0.112243	0.016302	0.118504	0.031532	0.039549	0.017777	0.022871	0.089283	0.018302	0.026954	0.032136	0.080229	0.082122
DDX50	0.607927	0.462535	0.405038	0.606691	0.615341	0.475715	0.798213	0.359567	0.489554	0.511795	0.5515	0.431455	0.661059	0.541821	0.493508	0.568799	0.511548	0.467066	0.418382	0.547381	0.462685
DDX52	0.406386	0.503233	0.170295	0.455733	0.483309	0.38897	0.626028	0.159652	0.355588	0.647315	0.466618	0.242864	0.318336	0.362845	0.546202	0.444914	0.332366	0.547654	0.355878	0.342525	0.435897
DEFA4	0.012549	0.00843	0.008044	0.014479	0.006542	0.031854	0.009116	0.009009	0.008258	0.015123	0.0	0.004826	0.014265	0.008258	0.008687	0.005091	0.002896	0.006113	0.021129	0.005792	0.008687
DGAT2	0.144607	0.327504	0.360248	0.081291	0.103179	0.083696	0.09805	0.183443	0.017876	0.338956	0.020546	0.154739	0.012945	0.424046	0.168926	0.135409	0.040552	0.206779	0.016617	0.381647	0.054414
DGKA	0.158366	0.027135	0.108112	0.195789	0.061333	0.149942	0.027135	0.226084	0.0	0.265569	0.008997	0.036227	0.199852	0.148234	0.107204	0.038968	0.15997	0.122962	0.100003	0.006356	0.016395
DHRS11	0.022401	0.085363	0.056482	0.074722	0.058642	0.062766	0.022881	0.026913	0.00176	0.160933	0.004727	0.084163	0.020873	0.096323	0.063522	0.018961	0.028161	0.095075	0.00784	0.092963	0.034401
DIRAS3	0.014235	0.08673	0.03188	0.021202	0.031838	0.055338	0.00645	0.009675	0.005249	0.012454	0.000875	0.019015	0.044531	0.045732	0.019744	0.003857	0.019487	0.022574	0.000103	0.074516	0.049592
DISC1	0.033101	0.017585	0.02365	0.038066	0.043539	0.02255	0.037614	0.030515	0.031239	0.073442	0.034342	0.046349	0.047841	0.028446	0.024825	0.038066	0.0	0.042833	0.059995	0.01102	0.015516
DKK1	0.001389	0.004906	0.001173	0.003472	0.000992	0.00879	0.001532	0.00096	0.008167	0.0004	0.006451	0.015653	0.000613	0.004517	0.000701	0.009942	0.003452	0.002537	1.3e-05	0.016691	0.024303
DKK2	0.101004	0.167361	0.323539	0.084452	0.22907	0.030646	0.022926	0.05386	0.016329	0.006082	0.170542	0.079212	0.026435	0.279617	0.151484	0.107199	0.254176	0.010612	0.002573	0.658307	0.068672
DLGAP5	0.017381	0.032583	0.011895	0.047438	0.065833	0.072782	0.020229	0.016912	0.047811	0.043273	0.020714	0.044914	0.219549	0.009742	0.059372	0.027153	0.039582	0.111567	0.149918	0.017125	0.191961
DMKN	0.365089	0.283946	0.472469	0.28084	0.381652	0.322015	0.294257	0.472469	0.025959	0.68473	0.023284	0.185564	0.105403	0.516504	0.430368	0.066733	0.2073	0.534847	0.000558	0.101952	0.125426
DNAJC12	0.001811	0.015397	0.010491	0.0	0.032663	0.01202	0.000906	0.017662	0.02147	0.003132	0.004076	0.008604	0.007472	0.002661	0.006482	0.002944	0.015963	0.008604	0.003321	0.01219	0.023511
DNASE2B	0.001125	0.001048	0.001758	0.000808	0.001617	0.001125	0.000703	0.001687	0.005174	0.001969	0.109744	0.005906	0.00315	0.000787	0.000844	0.02306	0.021372	0.001969	0.001125	0.001125	0.00123
DNTT	0.000201	0.000146	0.000716	0.000201	7.2e-05	0.000169	0.00026	0.000886	0.000378	0.000403	8.9e-05	7.2e-05	0.000169	0.000128	0.000221	0.000185	0.000217	0.000153	0.000652	0.0	0.000185
DOCK3	0.009517	0.015524	0.047857	0.057646	0.044594	0.015771	0.031542	0.101697	0.003399	0.085382	0.019578	0.004623	0.014412	0.044594	0.017838	0.0	0.122906	0.037416	0.001631	0.044594	0.014931
DOK2	0.075284	0.042887	0.018784	0.055061	0.023887	0.069264	0.084205	0.068465	0.170434	0.033026	0.181476	0.07489	0.33015	0.026538	0.031819	0.171639	0.044608	0.038017	1.0	0.023435	0.068588
DPP4	0.054437	0.109296	0.041138	0.048905	0.085469	0.12643	0.082874	0.110825	0.11745	0.016455	0.048054	0.050182	0.177498	0.053307	0.069816	0.083163	0.063796	0.02979	0.034223	0.067382	0.097633
DPY19L2	0.126374	0.116484	0.066779	0.371429	0.145604	0.206044	0.108059	0.053114	0.093906	0.094406	0.092308	0.215201	0.087912	0.217949	0.103022	0.105769	0.205794	0.080304	0.038462	0.355145	0.258242
DPY19L2P2	0.048985	0.045675	0.042365	0.092674	0.1047	0.023831	0.039607	0.059817	0.041162	0.048985	0.062776	0.222198	0.121801	0.056708	0.029954	0.093116	0.12842	0.04593	0.073959	0.180549	0.067189
DSC1	0.365596	0.28845	0.529998	0.388521	0.4054	0.157167	0.352656	0.725109	0.092177	0.488081	0.119254	0.14925	0.027148	0.670954	0.713883	0.307296	0.129625	0.59134	0.000417	0.051194	0.044091
DSG1	0.512288	0.471982	0.781734	0.545995	0.568978	0.399348	0.640256	0.769648	0.109398	0.499822	0.149309	0.185772	0.044915	1.0	0.93531	0.50694	0.158385	0.952004	0.000678	0.159827	0.302734
DSG2	0.030217	0.071182	0.134972	0.059764	0.371406	0.034965	0.128378	0.020461	0.023742	0.025641	0.024346	0.058016	0.008115	0.084089	0.0338	0.055073	0.032202	0.110075	0.007252	0.274385	0.123975
DTL	0.043764	0.056343	0.006048	0.055306	0.104321	0.099444	0.040512	0.008599	0.050185	0.056282	0.024971	0.131682	0.22442	0.025556	0.077619	0.050429	0.050917	0.076083	0.13968	0.027385	0.134153
DUSP1	0.273732	0.192674	1.0	0.18702	0.282655	0.684483	0.342507	0.132443	0.403131	0.220829	0.62385	0.230822	0.117031	0.739111	0.241327	0.217964	0.087525	0.431994	0.855578	0.187119	0.207534
EBI3	0.015033	0.008608	0.040392	0.0	0.000547	0.010585	0.014981	0.05128	0.068982	0.002905	0.030659	0.007771	0.050619	0.002677	0.01241	0.063121	0.02564	0.004571	0.082918	0.001128	0.019405
ECSCR	0.049456	0.076775	0.035381	0.025898	0.006345	0.045226	0.017333	0.030885	0.083877	0.008114	0.016635	0.021966	0.018234	0.025992	0.01978	0.027279	0.119255	0.009177	0.004217	0.140524	0.118682
EDIL3	0.010247	0.017809	0.020079	0.008692	0.192078	0.004155	0.004413	0.002744	0.002858	0.014951	0.005957	0.012984	0.002744	0.022512	0.009017	0.005696	0.008041	0.010573	0.000877	0.030344	0.010341
EDNRB	0.03978	0.137551	0.16431	0.053439	0.033968	0.072577	0.121016	0.096861	0.104242	0.053439	0.051522	0.788515	0.012072	0.094656	0.086774	0.062046	0.05641	0.020529	0.031752	0.172011	0.142967
EFEMP1	0.067278	0.072738	0.049395	0.042839	0.030073	0.04443	0.050121	0.059978	0.067278	0.029859	0.046818	0.01721	0.018119	0.079823	0.044012	0.040863	0.048148	0.016002	0.000391	0.122659	0.10103
EGF	0.00398	0.009257	0.003773	0.007084	0.010189	0.003462	0.00905	0.001806	0.003726	0.006525	0.002117	0.003048	0.000278	0.011638	0.002738	0.003203	0.019606	0.004704	0.002303	0.021676	0.005739
EGFL6	0.045228	0.177529	0.009733	0.173803	0.038599	0.192089	0.375408	0.071138	0.33223	0.00579	0.175236	0.13213	0.110805	0.282316	0.092691	0.104041	0.228785	0.05761	0.0	0.424385	0.116308
EGR1	0.096033	0.045488	1.0	0.036495	0.06589	0.179785	0.053879	0.156962	0.150981	0.0609	0.160119	0.104056	0.02163	0.211599	0.138153	0.054853	0.164613	0.076535	0.078698	0.040194	0.046172
EGR2	0.042379	0.159232	0.379134	0.033524	0.070876	0.02574	0.078174	0.077396	0.076763	0.069232	0.219204	0.052244	0.07149	0.069694	0.020758	0.141403	0.115289	0.06016	0.091252	0.123779	0.071988
EHF	0.067166	0.10503	0.147564	0.137827	0.07293	0.045212	0.08946	0.100926	0.028744	0.099196	0.011581	0.016658	0.00686	0.053019	0.174925	0.016635	0.019939	0.107136	0.000677	0.064556	0.048855
ELANE	0.054163	0.103155	0.007263	0.019247	0.001404	0.011701	0.00582	0.004156	0.002159	0.000161	0.001582	0.003535	0.003416	0.039516	0.028457	0.009482	0.012508	0.0	0.019691	0.057151	0.009926
ELAVL4	0.08046	0.054934	0.093596	0.049918	0.050903	0.036125	0.159278	0.147783	0.089327	0.154351	0.068966	0.124795	0.077176	0.045977	0.034154	0.088968	0.118227	0.085386	0.06265	0.036125	0.026273
ELL2	0.204982	0.316355	0.908699	0.389971	0.541979	0.507257	0.492368	0.933567	0.233987	0.584699	0.354013	0.174174	0.191216	0.356962	0.496676	0.227941	0.367825	0.93674	0.199869	0.22062	0.445735
ELMOD1	0.017845	0.064989	0.035604	0.028562	0.084253	0.029047	0.014156	0.029683	0.003296	0.964682	0.037981	0.059886	0.003654	0.236416	0.077106	0.019457	0.018118	0.193907	0.000205	0.010194	0.008514
ELOVL7	0.10629	0.27169	0.075616	0.161659	0.256882	0.142258	0.494475	0.127573	0.090776	0.663577	0.090725	0.099945	0.017498	0.274461	0.466745	0.20641	0.154689	0.419241	0.006079	0.095768	0.137233
ELTD1	0.169971	0.191689	0.037666	0.126105	0.02814	0.139913	0.203709	0.03631	0.190949	0.004817	0.125057	0.074195	0.045618	0.138427	0.10618	0.264566	0.168147	0.038015	0.002464	0.400573	0.305327
EMCN	0.074325	0.113066	0.040741	0.083175	0.009406	0.038956	0.032883	0.019947	0.143516	0.005495	0.075921	0.047451	0.016006	0.104138	0.05786	0.060657	0.043062	0.012815	9.1e-05	0.300013	0.126977
EMR3	5.5e-05	0.001879	0.005246	0.000879	0.001373	0.003832	0.001088	0.00445	0.006647	0.001044	0.004327	0.001813	0.002637	0.000524	0.0	0.000879	0.002142	0.001593	0.014036	0.000275	0.003461
ENAH	0.045382	0.07391	0.039946	0.101891	0.179983	0.089538	0.074129	0.038305	0.082775	0.04996	0.030863	0.082472	0.013233	0.060011	0.088254	0.029987	0.047848	0.171058	0.0	0.103751	0.1139
ENHO	0.044155	0.037791	0.061798	0.022491	0.014688	0.014412	0.016616	0.070594	0.004865	0.050031	0.014229	0.013617	0.029376	0.036684	0.043146	0.023592	0.0	0.022992	0.052479	0.110159	0.014017
ENOX1	0.105456	0.13441	0.094407	0.039546	0.0	0.065834	0.077644	0.133267	0.125267	0.0064	0.04979	0.078025	0.100884	0.033831	0.016687	0.041146	0.065418	0.004115	0.047546	0.13441	0.134982
ENPP1	0.059093	0.090247	0.095875	0.05246	0.037988	0.050048	0.046656	0.071655	0.05055	0.021657	0.055475	0.053666	0.043641	0.059093	0.057083	0.064117	0.146799	0.023516	0.030451	0.103563	0.062107
EOMES	0.02037	0.005538	0.002517	0.009118	0.010899	0.006459	0.025547	0.014099	0.135351	0.004242	0.15491	0.021005	0.087142	0.006238	0.00905	0.192	0.096988	0.011698	0.213832	0.008699	0.011752
EPHA4	0.212168	0.147911	0.336068	0.144835	0.441701	0.079826	0.464607	0.10587	0.052892	0.117149	0.059728	0.119371	0.00094	0.250449	0.424763	0.193711	0.086798	0.338807	0.0	0.131505	0.09254
EPHB1	0.039142	0.051938	0.073579	0.036131	0.027098	0.018818	0.050809	0.041195	0.048175	0.112721	0.051186	0.018202	0.046481	0.079413	0.035378	0.057207	0.025028	0.030109	0.026345	0.045634	0.02469
EPHX1	0.08439	0.0195	0.017228	0.046752	0.032258	0.069273	0.002428	0.010716	0.003863	0.042172	0.022401	0.106098	0.075864	0.128512	0.067837	0.008901	0.051883	0.049623	0.012259	0.027855	0.00754
EPPK1	0.197769	0.135666	0.149757	0.249026	0.180849	0.12203	0.558904	0.23743	0.241865	0.315798	0.108948	0.031136	0.01015	0.253748	0.145043	0.194179	0.163777	0.181329	0.004201	0.020134	0.030632
EPSTI1	0.050906	0.017992	0.004729	0.029099	0.033842	0.0451	1.0	0.276405	0.205261	0.000171	0.265083	0.046208	0.185061	0.007128	0.069432	0.402109	0.202768	0.118576	0.524928	0.015536	0.161267
ERBB3	0.107737	0.189195	0.145746	0.282367	0.185069	0.116728	0.106905	0.064455	0.041554	0.46535	0.040691	0.56268	0.027744	0.289355	0.200473	0.065249	0.059649	0.209669	0.019427	0.14961	0.068742
EREG	0.011141	0.033677	0.017881	0.027766	0.073896	0.071958	0.05306	0.026021	0.012211	0.672918	0.013837	0.016427	0.004586	0.06091	0.105539	0.012744	0.026312	0.188254	0.063236	0.009255	0.055967
ERG	0.008913	0.017672	0.013084	0.011717	0.002113	0.011525	0.02574	0.013494	0.018364	0.00048	0.011932	0.005571	0.003073	0.011438	0.009489	0.012558	0.029438	0.005379	0.0	0.034768	0.024107
ERMN	0.049957	0.010165	0.027401	0.028214	0.014634	0.010803	0.026976	0.111029	0.030593	0.01591	0.026976	0.018464	0.024422	0.010803	0.00825	0.016762	0.267433	0.016762	0.155503	0.0	0.006548
ESAM	0.061281	0.074739	0.125193	0.118686	0.036732	0.125608	0.03799	0.121455	0.047622	0.022687	0.032579	0.09626	0.047253	0.093214	0.072951	0.058743	0.058466	0.051683	0.015966	0.087763	0.057442
ESM1	0.000996	0.002988	0.000498	0.002988	0.004481	0.003784	0.001992	0.001693	0.00571	0.002116	0.004979	0.018984	0.005228	0.001302	0.001618	0.003299	0.004232	0.004481	0.001494	0.003486	0.00853
ETV3	0.71294	0.440678	0.545584	0.565236	0.409422	0.570468	0.895623	0.39286	0.304048	0.896984	0.55541	0.50656	0.328754	1.0	0.652735	0.646808	0.356454	0.547018	0.269049	0.237231	0.324334
F13A1	0.203192	0.129875	0.089741	0.076677	0.013819	0.203498	0.042525	0.031508	0.168626	0.004531	0.056068	0.089676	0.164771	0.099201	0.099145	0.080784	0.07237	0.011167	0.059059	0.126017	0.173211
FABP3	0.02012	0.060484	0.02649	0.012464	0.00528	0.021405	0.014035	0.023849	0.090392	0.009815	0.193141	0.03229	0.032682	0.018059	0.018157	0.035283	0.233291	0.00952	0.01588	0.074767	0.061046
FABP4	0.079474	0.10866	0.055144	0.081393	0.00062	0.037022	0.093665	0.040335	0.028619	0.000733	0.009332	0.035196	0.003987	0.181542	0.047695	0.008492	0.045497	0.001003	7e-06	0.366963	0.130279
FABP7	0.107537	0.841812	1.0	0.056707	0.031673	0.020637	0.048452	0.033109	0.039569	0.215478	0.034724	0.542197	0.007806	0.387708	0.092275	0.101929	0.021983	0.057515	0.003338	0.485599	0.131629
FAIM2	0.092639	0.078768	0.121182	0.086149	0.098047	0.095403	0.081522	0.185628	0.127792	0.107962	0.119529	0.103418	0.156435	0.101765	0.107962	0.132241	0.182874	0.175163	0.126965	0.065824	0.068578
FAIM3	0.014772	0.00425	0.0	0.005504	0.012084	0.010988	0.014388	0.017307	0.01467	0.002023	0.042771	0.065104	0.190039	0.001715	0.008597	0.046891	0.010369	0.016359	0.104402	0.001162	0.009027
FAM102A	0.05379	0.02481	0.127829	0.062418	0.029067	0.034231	0.036576	0.13843	0.0	0.039181	0.003029	0.033691	0.076693	0.041527	0.068878	0.045844	0.073071	0.038786	0.07774	0.049817	0.021819
FAM105A	0.02758	0.03223	0.021069	0.015938	0.0052	0.022239	0.063016	0.044874	0.092687	0.009721	0.147197	0.009947	0.084209	0.015644	0.021589	0.070306	0.178139	0.015372	0.13044	0.028936	0.044399
FAM110A	0.041613	0.063927	0.141101	0.067862	0.056901	0.073956	0.110177	0.177907	0.030858	0.679475	0.035544	0.016453	0.057217	0.113828	0.080563	0.069347	0.039249	0.166544	0.112804	0.006914	0.020026
FAM113B	0.045484	0.028473	0.0	0.028857	0.022462	0.032886	0.051879	0.014948	0.127404	0.010032	0.311353	0.037011	0.106468	0.020224	0.019744	0.23989	0.068761	0.044844	0.693299	0.034133	0.055076
FAM129C	0.0092	0.005674	0.014048	0.004224	0.001504	0.004982	0.005895	0.04747	0.022963	0.012506	0.007437	0.006611	0.019007	0.000551	0.0	0.014461	0.048572	0.003856	0.012763	0.000689	0.003765
FAM169A	0.089905	0.099048	0.056762	0.131905	0.615238	0.095432	0.165476	0.067048	0.08381	0.05381	0.110476	0.059048	0.470476	0.080119	0.144762	0.17619	0.19119	0.199048	0.059048	0.184762	0.207619
FAM171B	0.017721	0.034272	0.020852	0.010313	0.019034	0.013541	0.002802	0.009906	0.006664	0.009845	0.003484	0.010269	0.005301	0.024689	0.010148	0.004392	0.019842	0.01237	0.000454	0.03158	0.023598
FAM19A5	0.051703	0.065917	0.027179	0.056232	0.035052	0.041862	0.025929	0.017807	0.024524	0.031553	0.023805	0.045582	0.022962	0.067564	0.041706	0.049672	0.039175	0.02507	0.016401	0.143861	0.067666
FAM20B	0.056714	0.039274	0.036091	0.017455	0.031895	0.03209	0.022905	0.022032	0.011775	0.022409	0.014773	0.024338	0.029695	0.038103	0.044415	0.018058	0.044454	0.031025	0.020542	0.03885	0.037607
FAM26F	0.02147	0.023247	0.012271	0.005526	0.009756	0.013948	0.586934	0.083766	0.514411	0.001667	0.247599	0.030107	0.157928	0.004351	0.017645	0.667899	0.534724	0.017988	0.613702	0.009756	0.048933
FAM49A	0.02878	0.053402	0.026414	0.014587	0.023605	0.044155	0.0548	0.037946	0.059303	0.000788	0.096984	0.010802	0.037453	0.023852	0.020106	0.059531	0.119555	0.016952	0.239306	0.049773	0.122363
FAM65B	0.010358	0.005026	0.00142	0.004376	0.001244	0.010052	0.027501	0.016621	0.012807	0.00011	0.009746	0.00715	0.020387	0.002476	0.002596	0.024855	0.010946	0.001677	0.056151	0.006886	0.011717
FAM69B	0.004957	0.004544	0.029052	0.00537	0.001239	0.004268	0.001039	0.030245	0.002478	0.00117	0.000413	0.013218	0.0	0.003809	0.005462	0.001147	0.014641	0.000188	0.005003	0.017837	0.00638
FAM70A	0.0199	0.026381	0.01128	0.011743	0.017967	0.005307	0.005276	0.005307	0.038042	0.214235	1.0	0.229821	0.004397	0.06186	0.009935	0.232202	0.115987	0.014555	0.001213	0.072321	0.040517
FAM81B	0.000648	0.000564	0.0	0.000815	0.00069	0.000731	0.000773	1.7e-05	0.001066	0.000815	0.001166	0.000773	0.000865	0.000765	0.000564	0.000648	0.000188	0.000857	0.000731	0.000104	0.000397
FAM83A	0.013151	0.031137	0.039712	0.01215	0.041116	0.048385	0.029474	0.023746	0.015212	0.013582	0.004527	0.011919	0.010348	0.008038	0.034217	0.007854	0.00061	0.109489	0.008839	0.008223	0.055973
FAP	0.03014	0.134631	0.015131	0.021878	0.039465	0.216926	0.011661	0.009097	0.058094	0.003381	0.065542	0.117507	0.088966	0.035463	0.046818	0.05201	0.169394	0.028623	0.003601	0.063404	0.263471
FARS2	0.087928	0.073182	0.088028	0.065574	0.092478	0.097419	0.188742	0.098596	0.225194	0.080948	0.184877	0.088595	0.242137	0.07177	0.094988	0.104536	0.063534	0.104243	0.107709	0.077888	0.089968
FASLG	0.026495	0.009977	0.0	0.008127	0.012213	0.011034	0.018117	0.010241	0.019029	0.013941	0.032071	0.013941	0.194979	0.007839	0.021077	0.026997	0.036274	0.020971	0.076577	0.004955	0.013016
FASN	0.023212	0.073587	0.080523	0.028288	0.01952	0.014798	0.006434	0.030814	0.0	0.052703	0.000471	0.065057	0.01159	0.060214	0.010104	0.011838	0.001454	0.031469	0.003387	0.061747	0.004959
FBLN1	0.344845	0.31791	0.274513	0.111352	0.101573	0.156057	0.051349	0.196757	0.040775	0.024475	0.05284	0.176452	0.047957	0.469767	0.19761	0.109368	0.224399	0.025792	0.009788	0.606837	0.124434
FBLN5	0.237212	0.139923	0.172838	0.091238	0.043266	0.152505	0.053611	0.087739	0.008198	0.008335	0.022707	0.140733	0.124029	0.305358	0.159701	0.053721	0.077758	0.025862	0.007992	0.338674	0.109314
FBN1	0.260375	0.32995	0.047617	0.116234	0.040014	0.172197	0.167262	0.08869	0.302197	0.002369	0.131178	0.131332	0.056542	0.172197	0.156108	0.147982	0.174566	0.030427	0.001373	0.189054	0.218837
FBN2	0.001206	0.005123	0.000829	0.004581	0.015747	0.017178	0.030834	0.001836	0.003164	0.001846	0.001808	0.003541	0.004219	0.001055	0.003767	0.009644	0.028028	0.013562	0.002411	0.0	0.013562
FBP1	0.006388	0.033627	0.015853	0.002037	0.000721	0.005346	0.009443	0.000565	0.03755	0.006686	0.163198	0.017048	0.060122	0.007705	0.002602	0.202388	0.394441	0.004013	0.147585	0.013284	0.014591
FBXL16	0.027248	0.094624	0.107352	0.056015	0.022026	0.024115	0.023292	0.035888	0.026647	0.18764	0.028545	0.032193	0.034507	0.120448	0.041584	0.03171	0.006266	0.062775	0.026267	0.043483	0.018703
FBXO6	0.045664	0.050712	0.0	0.067622	0.022373	0.054263	0.178772	0.01214	0.138122	0.028838	0.074624	0.034824	0.17746	0.025714	0.09238	0.133008	0.074358	0.095082	0.378035	0.044569	0.150344
FCAMR	0.003884	0.000136	0.00557	0.001635	0.007931	0.00557	0.007632	0.005724	0.000136	0.003134	0.006132	0.007819	0.007632	0.006132	0.010067	0.01063	0.0	0.00973	0.012878	0.00557	0.002385
FCAR	0.001486	0.003142	0.004457	0.000804	0.001123	0.013372	0.001291	0.00548	0.003862	0.001893	0.001681	0.001778	0.003201	0.001096	0.001973	0.001309	0.004019	0.001778	0.025283	0.000999	0.00665
FCER1A	0.094403	0.067835	0.058248	0.022158	0.012234	0.017448	0.005469	0.022143	0.013207	0.05877	0.012674	0.017213	0.055224	0.057547	0.048791	0.007247	0.047742	0.018465	0.002845	0.046166	0.021809
FCER1G	0.066069	0.126309	0.056108	0.017024	0.013245	0.273745	0.070795	0.143512	0.121113	0.007376	0.186052	0.287336	0.310709	0.025119	0.040358	0.162419	1.0	0.037599	0.860433	0.054303	0.248329
FCER2	0.01514	0.007109	0.032201	0.004062	0.001846	0.012038	0.012119	0.042421	0.012648	0.003323	0.007386	0.00517	0.020458	0.006832	0.009158	0.00658	0.014863	0.003416	0.024003	0.004339	0.00637
FCF1	0.137415	0.068707	0.025252	0.215665	0.057256	0.130148	0.23704	0.033877	0.097335	0.108787	0.072524	0.028628	0.025505	0.133836	0.09161	0.048668	0.211848	0.047887	0.140277	0.083021	0.097335
