AGENE	CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT
CPQ	0.022624	0.006601	0.032214	0.030321	0.026293	0.035037	0.04772	0.031234	0.028432
CPS1	0.000167	0.0	0.0	0.0	0.000264	0.0	0.0	0.0	0.0
CPSF1	0.036035	0.018833	0.01691	0.024719	0.019648	0.018814	0.011514	0.014548	0.018245
CPSF2	0.006696	0.009816	0.007771	0.006988	0.006678	0.004908	0.010732	0.01289	0.010348
CPSF3	0.013713	0.010046	0.016155	0.010851	0.013895	0.013761	0.016245	0.011133	0.016495
CPSF3L	0.065123	0.047578	0.073742	0.060935	0.065767	0.065767	0.048108	0.060336	0.062666
CPSF4	0.015951	0.01704	0.020172	0.022935	0.026366	0.024953	0.012768	0.020975	0.024813
CPSF6	0.015628	0.037113	0.042682	0.032536	0.04612	0.047341	0.032783	0.037011	0.033179
CPSF7	0.025864	0.036851	0.035406	0.029798	0.041163	0.031781	0.015569	0.023408	0.032677
CPT1A	0.007641	0.00097	0.001841	0.002678	0.001636	0.002668	0.006953	0.003615	0.001983
CPT1B	0.008589	0.00201	0.001436	0.003275	0.00201	0.002379	0.00067	0.002009	0.002454
CPT1C	0.000167	0.0	0.000325	0.000119	0.000191	0.000264	0.000238	0.000243	0.000216
CPT2	0.005337	0.008223	0.014667	0.010017	0.015987	0.011919	0.006742	0.00714	0.012496
CPVL	0.372421	0.0	0.000757	0.000191	0.000216	0.0	0.000238	0.000119	0.0
CPXM1	0.000167	0.0	9.6e-05	0.0	0.0	0.0	0.000409	0.000119	0.0
CPXM2	0.000167	0.0	0.0	0.000119	0.0	0.0	0.0	0.0	0.0
CR1	0.011335	0.016788	0.001227	0.002062	0.000596	0.000661	0.0	0.001627	0.000529
CR1L	0.000167	0.000117	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR2	0.000167	0.008007	0.000502	0.000191	0.001515	0.000409	0.0	0.000397	0.001851
CR769776.1	0.000167	0.0	0.000409	0.0	0.000216	0.0	0.00035	0.000119	0.0
CRABP2	0.002332	0.000446	0.000251	0.000397	0.000383	0.000586	0.000191	0.000397	0.000268
CRADD	0.008711	0.005684	0.009382	0.007765	0.011861	0.009121	0.012029	0.00678	0.009382
CRAMP1L	0.002776	0.002216	0.000921	0.002176	0.001428	0.001431	0.003697	0.001192	0.001819
CRAT	0.015403	0.003063	0.010243	0.009816	0.009659	0.009446	0.007533	0.007031	0.008586
CRB1	0.000541	0.000933	0.001164	0.001516	0.001334	0.000649	0.002705	0.001636	0.002454
CRB2	0.000167	0.000803	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRB3	0.000167	0.001454	0.004124	0.003838	0.008203	0.005361	0.000108	0.004531	0.007641
CRBN	0.028136	0.081633	0.160132	0.119427	0.180548	0.157644	0.133904	0.146894	0.121983
CRCP	0.010435	0.024455	0.008807	0.010443	0.008733	0.009407	0.020089	0.023134	0.008589
CREB1	0.011545	0.038601	0.033827	0.026234	0.03628	0.033031	0.026305	0.029715	0.030538
CREB3	0.014932	0.021208	0.033353	0.033947	0.02832	0.033111	0.034092	0.029006	0.027669
CREB3L1	0.000167	0.0	0.0	0.0	0.0	0.000119	0.000108	0.0	0.0
CREB3L2	0.019001	0.014144	0.010255	0.020199	0.005724	0.015604	0.023804	0.009639	0.00477
CREB3L3	0.000167	0.0	0.0	0.000119	0.0	0.000119	0.0	0.0	0.0
CREB3L4	0.005364	0.011522	0.003339	0.004531	0.004436	0.002379	0.011633	0.004362	0.005128
CREB5	0.021414	0.000606	0.0	0.0	0.000179	0.0	0.0	0.0	0.000233
CREBBP	0.024803	0.025638	0.008041	0.018405	0.006864	0.007408	0.017423	0.021226	0.013497
CREBL2	0.012856	0.011895	0.034408	0.033003	0.029631	0.03775	0.00946	0.024446	0.024358
CREBRF	0.017648	0.035174	0.021589	0.022923	0.023408	0.026994	0.02749	0.03475	0.017996
CREBZF	0.007697	0.027188	0.011157	0.010732	0.014276	0.01419	0.019475	0.018638	0.010147
CREG1	0.069788	0.00632	0.023166	0.014313	0.027267	0.023837	0.007497	0.016327	0.019433
CREG2	0.000132	0.0	9.6e-05	0.000119	0.000179	0.000409	0.0	0.0	0.0
CRELD1	0.014797	0.025423	0.022738	0.020526	0.027784	0.022398	0.028817	0.020619	0.028626
CRELD2	0.103281	0.036862	0.059477	0.069134	0.046626	0.061203	0.068926	0.052392	0.057715
CREM	0.004488	0.015891	0.026585	0.032019	0.021468	0.030137	0.053007	0.026122	0.023722
CRHBP	0.000606	0.0	0.000167	0.000264	0.000191	0.0	0.00035	0.0	0.0
CRHR1	0.000132	0.000409	0.000397	0.000818	0.000383	0.0	0.000446	0.000409	0.000264
CRIM1	0.000132	0.000793	9.6e-05	0.000477	0.0	0.000117	0.001515	0.000383	0.0
CRIP1	0.002045	0.0	0.0	0.0	0.0	0.000264	0.000485	0.0	0.0
CRIP2	0.002762	0.018841	0.168997	0.19448	0.110377	0.245734	0.00818	0.055212	0.038037
CRIP3	0.008854	0.01053	0.000167	0.000268	0.000757	0.000649	0.0	0.000132	0.000574
CRIPAK	0.005831	0.002062	0.001636	0.002767	0.001399	0.000649	0.001082	0.000818	0.00105
CRIPT	0.014927	0.014391	0.015202	0.015383	0.016958	0.012614	0.035077	0.01431	0.020012
CRISPLD2	0.024985	0.0	0.000251	0.001073	0.0	0.000264	0.0	0.000132	0.000117
CRK	0.018557	0.020497	0.016337	0.016122	0.023155	0.01905	0.011775	0.010978	0.01601
CRKL	0.006081	0.008233	0.007751	0.014797	0.007799	0.009375	0.005626	0.00919	0.011902
CRLF1	0.000132	0.000108	9.6e-05	0.0	0.000191	0.000117	0.000818	0.000364	0.000233
CRLF2	0.000625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRLF3	0.005816	0.024131	0.059066	0.0302	0.085815	0.048777	0.02454	0.041601	0.063207
CRLS1	0.019146	0.024609	0.037221	0.030946	0.035802	0.03256	0.026151	0.032309	0.03681
CRNDE	0.000649	0.0	0.000167	0.000119	0.000243	0.000264	0.000179	0.000132	0.0
CRNKL1	0.009461	0.011895	0.016561	0.013294	0.017137	0.015995	0.024237	0.01225	0.013958
CROCC	0.00942	0.004106	0.009582	0.010443	0.005273	0.013834	0.005951	0.00477	0.003965
CROCCP2	0.016992	0.031807	0.025644	0.02454	0.041242	0.02604	0.018164	0.024723	0.028467
CROT	0.001166	0.00226	0.006222	0.008369	0.00409	0.0057	0.010225	0.005288	0.005714
CRTAM	0.005831	0.0	0.003927	0.000121	0.00946	0.000862	0.009407	0.052245	0.061613
CRTAP	0.12111	0.016769	0.022438	0.035707	0.014906	0.030437	0.010634	0.010634	0.011966
CRTC1	0.015044	0.014797	0.01504	0.009522	0.018572	0.01601	0.004908	0.012228	0.014724
CRTC2	0.035583	0.015995	0.013748	0.017713	0.013948	0.016423	0.004002	0.012998	0.017853
CRTC3	0.020758	0.018659	0.021468	0.027653	0.028041	0.021941	0.017223	0.022581	0.029857
CRX	0.000167	0.000409	9.6e-05	0.0	0.0	0.0	0.0	0.0	0.0
CRY1	0.010295	0.002106	0.010713	0.009703	0.008873	0.012945	0.014932	0.006694	0.00785
CRY2	0.005364	0.005518	0.008332	0.006916	0.00965	0.007617	0.003272	0.005843	0.006069
CRYBA4	0.000167	0.0	0.0	0.000119	0.000179	0.000117	0.001749	0.000358	0.0
CRYBB1	0.002799	0.0	0.0	0.000119	0.0	0.0	0.000108	0.000132	0.0
CRYBB2	0.000167	0.000238	0.000383	0.0	0.000446	0.000287	0.000446	0.000233	0.000233
CRYBG3	0.000586	0.00125	0.000409	0.000866	0.0	0.000117	0.000485	0.000818	0.0
CRYGD	0.000167	0.0	0.000383	0.0	0.000179	0.0	0.000108	0.0	0.0
CRYGN	0.000167	0.0	0.000818	0.001407	0.000179	0.002062	0.000108	0.000117	0.000117
CRYGS	0.001092	0.001004	0.000167	0.000397	0.000925	0.000849	0.000485	0.00067	0.001082
CRYL1	0.039297	0.018309	0.036385	0.036326	0.029039	0.037409	0.021953	0.026566	0.024606
CRYM	0.000132	0.002247	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRYM-AS1	0.000606	0.000583	0.0	0.0	0.000179	0.000117	0.0	0.0	0.0
CRYZ	0.000132	0.006694	0.010839	0.007033	0.009913	0.007771	0.015277	0.006318	0.009816
CRYZL1	0.02414	0.036489	0.03926	0.034869	0.049487	0.038111	0.030155	0.039392	0.042121
CS	0.021574	0.01227	0.012945	0.017587	0.011043	0.013483	0.010175	0.009582	0.013958
CSAD	0.022224	0.013785	0.013497	0.016083	0.016259	0.014012	0.0108	0.011567	0.011775
CSDC2	0.000167	0.0	8.9e-05	0.0	0.0	0.0	0.0	0.0	0.000132
CSDE1	0.091342	0.122099	0.217939	0.145933	0.244613	0.225356	0.096216	0.163766	0.182517
CSE1L	0.006439	0.006064	0.011662	0.010171	0.013309	0.011871	0.005317	0.007667	0.013713
CSF1	0.000179	0.000108	0.003138	0.005831	0.000409	0.00473	0.000243	0.001082	0.000233
CSF1R	0.112756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSF2	0.000179	0.0	0.000661	0.001004	0.0	0.000409	0.000108	0.0	0.0
CSF2RA	0.075744	0.000117	0.0	0.0	0.000191	0.0	0.0	0.000117	0.000132
CSF2RB	0.017726	0.001623	0.000529	0.000119	0.0	0.001454	9.6e-05	0.0	0.0
CSF3R	0.342466	0.0	0.000397	0.0	0.000243	0.0	0.000108	0.0	0.0
CSGALNACT1	0.001092	0.009582	0.020342	0.010729	0.023262	0.016447	0.000757	0.003697	0.004436
CSGALNACT2	0.010839	0.00632	0.013476	0.009951	0.013881	0.012139	0.017404	0.012876	0.011236
CSK	0.143431	0.219155	0.136895	0.129527	0.130337	0.141916	0.141311	0.10523	0.128877
CSMD1	0.002062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSMD2	0.000179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000121
CSMD3	0.000179	0.000119	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSN1S1	0.000179	0.0	0.0	0.0	0.0	0.0	0.000446	0.0	0.0
CSNK1A1	0.061173	0.100928	0.089413	0.075197	0.086481	0.08454	0.077509	0.097645	0.078601
CSNK1A1L	0.000179	0.0	0.0	0.0	0.0	0.000117	0.000108	0.000119	0.0
CSNK1D	0.078097	0.040509	0.045967	0.04512	0.041166	0.04679	0.054183	0.037541	0.042128
CSNK1E	0.016066	0.016523	0.007156	0.015044	0.006477	0.00837	0.010146	0.009094	0.007751
CSNK1G1	0.001149	0.004016	0.002776	0.00452	0.00409	0.002202	0.003382	0.00357	0.003351
CSNK1G2	0.065707	0.020982	0.013307	0.030403	0.012049	0.012614	0.019636	0.019163	0.023557
CSNK1G3	0.01419	0.054209	0.006428	0.007931	0.00793	0.00598	0.028866	0.014433	0.00584
CSNK2A1	0.022851	0.03137	0.02344	0.018892	0.024603	0.025751	0.027666	0.024888	0.022402
CSNK2A2	0.007771	0.007114	0.00409	0.00839	0.004308	0.003925	0.00632	0.004362	0.006925
CSNK2A3	0.002272	0.000574	0.000397	0.000287	0.000233	0.000409	0.000835	0.000893	0.000121
CSNK2B	0.312345	0.299068	0.275336	0.268765	0.300044	0.278083	0.235759	0.23956	0.24124
CSPG4	0.000179	0.0	0.0	0.0	0.000179	0.0	0.000108	0.0	0.0
CSPG5	0.000179	0.0	0.0	0.000191	0.0	0.0	0.0	0.0	0.0
CSPP1	0.003382	0.010496	0.006159	0.005366	0.008063	0.007006	0.01227	0.012369	0.006297
CSRNP1	0.164915	0.04269	0.020707	0.049773	0.022299	0.061691	0.025757	0.055808	0.014315
CSRNP2	0.002776	0.00125	0.00322	0.00304	0.004315	0.003302	0.004116	0.001948	0.002862
CSRP1	0.023313	0.017961	0.038001	0.037526	0.035779	0.040491	0.021808	0.030437	0.024455
CSRP2BP	0.002945	0.004908	0.006031	0.003681	0.007393	0.004362	0.003638	0.005648	0.006544
CST3	9.261276	0.000574	0.004908	0.001192	0.005726	0.003275	0.022974	0.004021	0.000837
CST5	0.000179	0.0	0.0	0.0	0.0	0.0	0.0	0.000117	0.0
CST6	0.001149	0.0	0.0	0.0	0.000191	0.0	0.0	0.0	0.00119
CST7	0.003396	0.00035	0.054229	0.080505	0.005441	0.059009	2.224491	0.404366	0.006997
CSTA	0.173459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSTB	0.469991	0.265788	0.305087	0.417828	0.250272	0.312673	0.284241	0.291059	0.315237
CSTF1	0.002266	0.008033	0.022495	0.013309	0.020172	0.021654	0.010713	0.011368	0.015144
CSTF2	0.002266	0.004366	0.007813	0.004651	0.007771	0.005943	0.005248	0.003833	0.005085
CSTF2T	0.002266	0.009522	0.016244	0.011633	0.018763	0.014548	0.015025	0.01264	0.015317
CSTF3	0.008203	0.028221	0.031591	0.037477	0.033218	0.031063	0.01436	0.033354	0.047699
CSTF3-AS1	0.000167	0.00035	0.000132	0.0	0.000446	0.0	0.000243	0.000233	0.000167
CT45A5	0.000167	0.0	0.0	0.000119	0.0	0.0	0.0	0.0	0.0
CTA-14H9.5	0.000167	0.000649	0.000132	0.000793	0.00035	0.0	0.000243	0.000119	0.000121
CTA-204B4.2	0.002915	0.001516	0.000132	0.000409	0.000409	0.000287	0.000191	0.000409	0.000596
CTA-211A9.5	0.00942	0.019146	0.017581	0.019693	0.019696	0.017052	0.009458	0.016601	0.018506
CTA-212D2.2	0.000167	0.0	0.0	0.0	0.000191	0.0	0.000108	0.000119	0.000397
CTA-217C2.1	0.028026	0.003683	0.004362	0.005776	0.002454	0.004412	0.004651	0.003458	0.005008
CTA-221G9.11	0.000167	0.0	0.0	0.0	0.0	0.0	0.0	0.000119	0.0
CTA-223H9.9	0.000477	0.000661	0.000409	0.0	0.000606	0.000409	0.000179	0.000238	0.000264
CTA-228A9.3	0.000167	0.0	0.0	0.0	0.0	0.0	0.000108	0.0	0.0
CTA-250D10.23	0.000167	0.057055	8.4e-05	0.000191	0.0	0.001244	0.0	0.000818	0.000596
CTA-292E10.6	0.023772	0.005943	0.012426	0.020103	0.010146	0.010916	0.032393	0.017537	0.015133
CTA-293F17.1	0.000167	0.000119	8.4e-05	0.0	0.000179	0.0	0.0	0.000119	0.0
CTA-29F11.1	0.117269	0.048258	0.083033	0.117678	0.110321	0.118858	0.084109	0.130061	0.107552
CTA-331P3.1	0.002863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTA-339C12.1	0.000167	0.000119	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTA-342B11.1	0.000167	0.0	0.0	0.000119	0.0	0.0	0.0	0.0	0.0
CTA-342B11.2	0.000167	0.0	8.4e-05	0.0	0.0	0.0	0.0	0.0	0.0
CTA-363E19.2	0.000529	0.0	0.0	0.000191	0.0	0.000117	0.000167	0.000108	0.0
CTA-363E6.7	0.000529	0.0	0.0	0.000119	0.000179	0.000287	0.0	0.000119	0.000264
CTA-373H7.7	0.000167	0.0	0.000358	0.0	0.000191	0.0	0.000167	0.000119	0.000121
CTA-384D8.33	0.000167	0.0	8.4e-05	0.000409	0.0	0.0	0.000108	0.000119	0.000121
CTA-384D8.34	0.03408	0.000119	8.4e-05	0.000191	0.0	0.0	0.000108	0.0	0.0
CTA-384D8.35	0.005265	0.000866	0.000661	0.001227	0.000849	0.001227	0.000357	0.000893	0.000191
CTA-384D8.36	0.00542	0.001839	0.002427	0.001819	0.002776	0.002668	0.00067	0.00134	0.001839
CTA-407F11.8	0.000179	0.000586	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTA-445C9.14	0.001149	0.004124	0.002595	0.000818	0.003396	0.002872	0.000167	0.00105	0.0031
CTA-445C9.15	0.003542	0.001731	0.001577	0.001785	0.002344	0.002099	0.015906	0.007697	0.006135
CTA-797E19.2	0.000179	0.0	0.0	0.0	0.000179	0.0	0.0	0.0	0.0
CTA-85E5.10	0.000179	0.0	0.000167	0.0	0.0	0.000287	0.000243	0.0	0.0
CTA-989H11.1	0.000179	0.0	0.0	0.000119	0.000264	0.0	0.0	0.000121	0.000121
CTAGE1	0.000529	0.000119	0.000167	0.0	0.000179	0.0	0.0	0.000121	0.0
CTAGE5	0.004412	0.005518	0.002062	0.002566	0.00279	0.00134	0.008347	0.005074	0.002183
CTAGE9	0.000179	0.000119	8.4e-05	0.000216	0.000179	0.0	0.0	0.000119	0.0
CTB-102L5.4	0.000179	0.000803	0.001058	0.000803	0.001423	0.000287	0.0	0.00105	0.001636
CTB-113I20.2	0.006609	0.003382	0.007156	0.007899	0.008746	0.007006	0.004315	0.008063	0.007803
CTB-113P19.4	0.000179	0.0	0.0	0.000119	0.0	0.0	0.0	0.0	0.0
CTB-113P19.5	0.000502	0.000409	0.000364	0.000216	0.000287	0.0	0.000583	0.000287	0.000268
CTB-114C7.3	0.000536	0.0	0.000264	0.000409	0.000606	0.000325	0.000409	0.000119	0.000264
CTB-118N6.3	0.000502	0.000925	0.000466	0.000119	0.000466	0.000835	0.000485	0.000397	0.000536
CTB-119C2.1	0.000485	0.000119	8.4e-05	0.0	0.000179	0.000325	0.000179	0.000287	0.000121
CTB-11I22.1	0.001166	0.0	0.000167	0.000121	0.000325	0.000117	0.0	0.000121	0.000167
CTB-129O4.1	0.000179	0.001322	0.001908	0.003153	0.001627	0.001819	0.000933	0.002863	0.002915
CTB-129P6.11	0.000485	0.000818	0.000167	0.000119	0.000477	0.000117	0.0	0.000287	0.000179
CTB-129P6.4	0.000485	0.002426	0.000477	0.000661	0.000541	0.000835	0.000661	0.000574	0.001819
CTB-12A17.3	0.000179	0.000625	0.000167	0.0	0.000409	0.000325	0.0	0.000409	0.000264
CTB-12O2.1	0.000179	0.0	0.0	0.0	0.0	0.000117	0.0	0.0	0.0
CTB-131K11.1	0.000485	0.000117	8.4e-05	0.000661	0.000179	0.0	0.000167	0.000117	0.000264
CTB-133G6.1	0.00119	0.009877	0.005128	0.00482	0.007138	0.003881	0.002183	0.003848	0.00519
CTB-133G6.2	0.000167	0.000117	8.4e-05	0.000119	0.000191	0.000117	0.0	0.000121	0.000132
CTB-134H23.2	0.000167	0.0	8.4e-05	0.0	0.000191	0.0	0.0	0.0	0.0
CTB-138E5.1	0.000485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-13F3.1	0.000485	0.000268	0.0	0.000216	0.000268	0.000117	0.0	0.000287	0.0
CTB-152G17.6	0.000132	0.001516	0.000409	0.002304	0.001312	0.000409	0.001819	0.001339	0.001399
CTB-161C1.1	0.002427	0.0	0.0	0.0	0.0	0.000119	0.00035	0.0	0.0
CTB-161K23.1	0.000132	0.00116	0.000649	0.000835	0.000409	0.00067	0.001841	0.000541	0.000818
CTB-161M19.4	0.000132	0.0	0.0	0.000119	0.000409	0.0	0.0	0.000117	0.000541
CTB-167B5.1	0.000132	0.0	0.0	0.0	0.0	0.0	0.0	0.000117	0.0
CTB-171A8.1	0.000132	0.000117	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-175E5.7	0.000132	0.0	8.4e-05	0.0	0.000179	0.0	0.0	0.000121	0.000132
CTB-179K24.3	0.000132	0.000409	0.000264	0.0	0.000179	0.0	0.000409	0.000117	0.000364
CTB-17P3.4	0.000132	0.0	8.4e-05	0.0	0.0	0.0	9.6e-05	0.000117	0.0
CTB-180A7.3	0.000132	0.0	0.000264	0.000325	0.000446	0.0	0.0	0.000117	0.000264
CTB-186G2.1	0.000132	0.0	0.0	0.0	0.0	0.0	9.6e-05	0.0	0.0
CTB-186H2.3	0.000132	0.0	0.0	0.0	0.0	0.0	0.0	0.000117	0.0
CTB-191K22.6	0.000132	0.0	0.0	0.0	0.0	0.0	0.0	0.000117	0.0
CTB-25B13.9	0.000132	0.0	0.000167	0.000119	0.000446	0.000409	9.6e-05	0.000409	0.000364
CTB-27N1.1	0.000132	0.0	8.4e-05	0.0	0.0	0.0	0.0	0.0	0.000119
CTB-31O20.2	0.03008	0.026776	0.041349	0.037205	0.062391	0.049703	0.027475	0.060382	0.0538
CTB-31O20.3	0.000766	0.0	8.4e-05	0.0	0.0	0.0	0.0	0.0	0.0
CTB-31O20.6	0.000132	0.0	0.0	0.0	0.000132	0.000119	0.0	0.000117	0.0
CTB-31O20.8	0.000132	0.0	0.0	0.0	0.000132	0.0	0.0	0.0	0.0
CTB-31O20.9	0.000132	0.000117	0.000409	0.000409	0.000132	0.000325	0.000479	0.000409	0.000132
CTB-32O4.2	0.000793	0.000541	0.001607	0.002332	0.001322	0.002454	0.003097	0.00067	0.001149
CTB-33G10.11	0.000132	0.0	0.0	0.0	0.0	0.0	9.6e-05	0.0	0.0
CTB-35F21.1	0.000132	0.0	0.0	0.0	0.0	0.0	0.000243	0.0	0.000132
CTB-35F21.2	0.000132	0.0	0.0	0.0	0.0	0.0	9.6e-05	0.0	0.0
CTB-35F21.4	0.000132	0.0	0.0	0.0	0.0	0.0	9.6e-05	0.0	0.000132
CTB-35F21.5	0.000132	0.000117	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-37A13.1	0.000132	0.0	0.0	0.000119	0.0	0.0	0.0	0.0	0.000132
CTB-40H15.4	0.000753	0.0	8.4e-05	0.000216	0.0	0.000119	0.000335	0.000117	0.000132
CTB-41I6.1	0.002454	0.000536	0.000264	0.000121	0.000132	0.000409	0.000818	0.000287	0.000132
CTB-41I6.2	0.000132	0.000541	0.000409	0.0	0.000409	0.000325	0.000409	0.000117	0.000264
CTB-43E15.4	0.000132	0.000117	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-43P18.1	0.000132	0.000753	0.001674	0.000849	0.000954	0.001731	0.000728	0.000409	0.001718
CTB-46B19.2	0.000132	0.0	0.000179	0.00035	0.000268	0.000119	0.0	0.000132	0.0
CTB-47B11.3	0.000132	0.000325	0.0	0.000216	0.0	0.0	9.6e-05	0.0	0.000132
CTB-49A3.5	0.000132	0.000117	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-50L17.14	0.000757	0.0	8.4e-05	0.000119	0.0	0.000119	0.0	0.0	0.0
CTB-50L17.16	0.000757	0.000541	0.0	0.000793	0.000132	0.000119	0.000728	0.000287	0.000132
CTB-50L17.9	0.000132	0.0	0.0	0.0	0.0	0.0	0.0	0.000117	0.0
CTB-51J22.1	0.000121	0.0	0.0	0.000119	0.0	0.0	0.000728	0.0	0.0
CTB-55O6.10	0.001941	0.0	8.4e-05	0.0	0.0	0.0	9.6e-05	0.000117	0.0
CTB-55O6.12	0.035415	0.004018	0.004098	0.004269	0.004653	0.004124	0.004404	0.003816	0.005085
CTB-55O6.4	0.006082	0.000409	0.003396	0.004609	0.000583	0.00473	0.005605	0.002427	0.001517
CTB-58E17.1	0.013895	0.007617	0.011718	0.008301	0.012317	0.011775	0.017317	0.00785	0.013061
CTB-58E17.3	0.000818	0.000574	0.000835	0.001577	0.000479	0.000661	0.001623	0.000866	0.001166
CTB-58E17.5	0.000121	0.0	0.0	0.0	0.0	0.0	9.6e-05	0.0	0.0
CTB-58E17.9	0.000121	0.0	0.0	0.0	0.0	0.0	0.000485	0.0	0.0
CTB-59C6.3	0.000121	0.0	0.0	0.000119	0.000409	0.0	9.6e-05	0.000287	0.000121
CTB-5E10.3	0.000121	0.0	8.4e-05	0.000119	0.000268	0.000325	0.0	0.000132	0.000179
CTB-60E11.9	0.000121	0.0	8.4e-05	0.0	0.0	0.0	0.0	0.0	0.0
CTB-61M7.2	0.017959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-75G16.3	0.000816	0.001623	0.000383	0.000606	0.001407	0.000925	0.000409	0.000818	0.001172
CTB-83J4.1	0.000121	0.0	0.0	0.0	0.0	0.0	0.0	0.000119	0.0
CTB-83J4.2	0.00119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-91J4.1	0.000121	0.0	0.0	0.0	0.0	0.0	0.000167	0.000287	0.0
CTB-92J24.3	0.000121	0.0	0.0	0.0	0.0	0.0	9.6e-05	0.0	0.0
CTB-96E2.7	0.000121	0.0	8.4e-05	0.0	0.000132	0.0	9.6e-05	0.0	0.000179
CTBP1	0.044132	0.026328	0.01741	0.02757	0.017096	0.018309	0.049493	0.024345	0.024896
CTBP1-AS2	0.004436	0.014315	0.01431	0.016447	0.015736	0.015621	0.012049	0.013402	0.015069
CTBP2	0.019476	0.0	8.4e-05	0.0	0.0	0.0	0.065707	0.000529	0.0
CTBS	0.013948	0.028338	0.023287	0.016127	0.026076	0.022398	0.020033	0.024316	0.020753
CTC-1337H24.1	0.000132	0.000117	0.0	0.0	0.000132	0.0	0.000117	0.0	0.0
CTC-1337H24.2	0.000121	0.0	0.000179	0.000179	0.000132	0.0	0.0	0.0	0.000167
CTC-203F4.2	0.00067	0.000117	0.000364	0.0	0.000409	0.000119	0.000335	0.000409	0.000179
CTC-209H22.3	0.000121	0.000117	0.001674	0.002379	0.000803	0.001633	0.00116	0.00067	0.001172
CTC-228N24.1	0.000132	0.0	8.4e-05	0.000186	0.000132	0.0	0.000117	0.000132	0.000121
CTC-228N24.3	0.008656	0.037011	0.030634	0.029215	0.033717	0.03207	0.017829	0.031656	0.039049
CTC-232P5.1	0.003462	0.000849	0.000477	0.000818	0.000132	0.000586	0.000586	0.001227	0.000268
CTC-232P5.3	0.00303	0.0	0.0	0.0	0.0	0.0	0.0	0.000117	0.0
CTC-236F12.4	0.000121	0.0	0.0	0.000409	0.0	0.000119	0.0	0.0	0.0
CTC-241F20.3	0.006213	0.006874	0.003749	0.005963	0.004973	0.003272	0.004112	0.003272	0.002588
CTC-241F20.4	0.000121	0.000117	0.0	0.0	0.0	0.0	0.000117	0.0	0.0
CTC-241N9.1	0.000121	0.001839	0.001718	0.002202	0.002053	0.002249	0.001436	0.00134	0.003458
CTC-246B18.10	0.01264	0.000625	0.001298	0.003354	0.002863	0.001454	0.00105	0.000818	0.003458
CTC-248O19.1	0.000121	0.00035	0.000179	0.000119	0.000132	0.000287	0.000243	0.000132	0.000268
CTC-250I14.3	0.000121	0.0	0.0	0.0	0.0	0.0	0.000117	0.0	0.0
CTC-250I14.6	0.044547	0.00293	0.010928	0.011897	0.014344	0.021679	0.006988	0.006181	0.013525
CTC-251D13.1	0.00067	0.0	0.0	0.000179	0.000132	0.000119	0.000117	0.000132	0.000268
CTC-254B4.1	0.000132	0.0	0.0	0.0	0.0	0.0	0.000117	0.0	0.0
CTC-260E6.6	0.000132	0.001227	0.000264	0.000179	0.000862	0.000287	0.000933	0.00119	0.000264
CTC-265F19.3	0.000132	0.0	0.0	0.0	0.0	0.000119	0.0	0.0	0.000132
CTC-273B12.10	0.000132	0.001516	0.003599	0.006069	0.00598	0.004938	0.000167	0.004488	0.005169
CTC-273B12.6	0.00067	0.000446	0.0	0.000325	0.0	0.0	0.0	0.0	0.0
CTC-281F24.1	0.000132	8.9e-05	0.0	0.000179	0.000287	0.000119	0.0	0.0	0.0
CTC-297N7.1	0.000132	8.9e-05	8.4e-05	0.0	0.000132	0.0	0.0	0.000117	0.000121
CTC-297N7.5	0.000649	0.004021	0.000596	0.000606	0.003382	0.001172	0.001515	0.001516	0.004436
CTC-297N7.8	0.00119	0.001623	0.000586	0.001636	0.000409	0.000268	0.000728	0.000409	0.001088
CTC-301O7.4	0.00238	0.003272	0.001298	0.001073	0.000957	0.00119	0.001516	0.001227	0.001696
CTC-308K20.1	0.000132	8.9e-05	0.0	0.000119	0.0	0.000119	0.000167	0.000117	0.000264
CTC-308K20.2	0.000132	0.0	0.0	0.0	0.0	0.000119	0.0	0.0	0.0
CTC-325H20.2	0.000132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000132
