Gene symbol	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
CFP	0.0	0.000102	0.001132	0.013726	0.513703	0.064185	0.001692	0.013111	0.059706	0.652596	0.041152	0.00337	5.172483	0.031552	0.300196	2.750699	0.004161	0.624789	0.060504	0.294203	0.014003	2.875283
CHI3L1	0.00121	0.001949	0.001928	0.004051	0.003509	0.0	0.003901	0.001837	0.00869	0.006232	0.23265	0.036121	0.003366	6.17249	2.336166	1.408942	0.056946	0.321724	0.323889	0.434022	0.056567	2.608962
CHI3L2	0.501342	0.348732	0.201991	0.251883	0.605166	0.192196	0.020273	5.441326	0.431416	0.300466	0.203796	0.025029	0.061264	0.038681	1.903529	0.031109	0.041383	0.072541	0.0	0.0261	0.198419	0.244855
CHST15	0.416843	0.423204	2.626906	0.018553	0.040899	0.023645	0.014729	0.023614	0.072186	0.374459	0.025545	0.0	3.907801	1.687328	0.096536	1.214884	0.349253	0.092177	1.296955	1.030324	1.279173	5.402469
CHST7	0.0	0.002883	0.146273	0.01785	0.089175	0.571916	0.355237	0.627845	0.103062	0.066164	0.023593	0.012569	0.447917	0.486221	0.545088	0.659351	0.289038	4.987406	0.222394	0.572965	0.019396	1.26344
CLC	0.085257	0.069905	0.039452	0.020152	0.0	0.025596	0.047044	0.020324	0.004899	0.091288	0.140919	0.062437	0.018761	0.013771	0.059201	0.043531	0.022295	0.023282	1.124191	0.887893	7.674191	1.322628
CLEC10A	0.077642	0.063099	0.035424	0.047898	0.025162	0.045194	0.005417	0.034514	0.090546	0.120816	0.02429	0.029822	0.443238	0.126245	0.0374	5.652455	5.021936	0.112335	0.07465	0.117085	0.003751	0.112486
CLEC2D	0.520328	0.296619	0.050035	0.787011	0.750926	0.89465	0.982515	0.882727	1.481974	0.155891	0.502338	0.16241	0.027858	0.020097	0.762856	0.078649	0.013591	1.050106	0.002359	0.0	0.027567	0.014815
CLEC4A	0.201777	0.068866	0.0	0.019429	0.060558	0.000411	0.012919	0.038481	0.045033	0.246388	0.037527	0.015731	2.235261	0.898399	0.025861	5.400621	3.365735	0.433361	0.242368	0.424999	0.173045	2.244999
CLEC7A	0.127794	0.121419	0.043832	0.069333	0.088532	0.073002	0.036276	0.860749	0.076893	0.574051	0.122483	0.072433	5.727961	3.489004	0.252833	2.847877	4.977641	1.086097	0.579741	1.227183	0.137726	4.873143
CLIC2	0.003597	0.003042	0.118032	0.001631	0.006638	0.0	0.003025	0.000649	0.001655	0.010413	0.021065	0.027098	0.104597	0.457796	1.470661	2.360081	2.371615	5.544525	0.003421	0.033883	0.003862	0.005951
CMA1	0.175534	0.148679	0.169216	0.031787	0.077767	0.090148	0.171062	0.044119	0.07229	0.174028	0.119308	0.107552	0.123222	0.089429	0.142291	0.137799	0.085079	0.10783	3.722176	4.385516	0.411967	0.094561
COL8A2	0.383324	0.171406	0.0	0.127096	0.191919	0.13134	0.109288	0.132755	0.338584	0.182203	0.221406	0.154289	0.865851	4.151863	0.035527	0.439379	0.362882	0.294044	0.15983	0.124346	0.22818	0.558966
COLQ	0.022476	0.018702	0.00873	0.343861	0.121021	0.298609	0.041497	0.073001	0.372335	1.011642	1.002066	0.857997	0.035388	0.01207	0.171155	0.280016	0.029598	0.0	0.08166	0.043325	0.01898	0.052589
CPA3	0.20926	0.172699	0.111772	0.033666	0.0	0.059941	0.055383	0.0338	0.03307	0.067694	0.118987	0.077758	0.030217	0.031382	0.061146	0.04994	0.029489	0.03414	7.768328	6.129925	0.293036	0.136703
CR2	4.300692	1.606059	0.365434	0.676851	0.796347	0.150646	0.004749	0.027245	0.027134	0.017677	0.026568	0.142248	0.055788	0.032423	0.116445	0.068578	0.0	0.103683	0.001268	0.000132	0.31272	0.0496
CREB5	0.058039	0.042263	0.060611	0.012392	0.088581	0.0	0.008871	0.005372	0.004913	0.020464	0.013938	0.017326	0.869311	0.038097	0.0108	0.127486	0.541393	0.61492	0.040794	0.039263	0.019149	3.388197
CRISP3	0.136714	0.075384	0.018532	0.0	0.005482	0.024614	0.039479	0.011182	3.649949	0.176756	0.910518	0.218032	0.010173	0.04566	0.042062	0.013141	0.015374	0.012002	0.775633	0.171425	0.410846	0.071926
CRTAM	0.138469	0.171962	0.135983	4.284323	0.895846	0.315131	1.948933	0.100444	0.117211	2.451695	0.754329	1.923796	0.607673	2.246768	0.088709	0.230487	0.358665	0.434264	0.021015	0.291544	0.208458	0.22528
CRYBB1	0.046685	0.0579	0.189404	0.051496	0.249041	0.08344	0.042648	0.075596	0.081946	0.031277	0.062081	0.037392	0.061974	0.067341	0.109139	2.783044	0.055422	0.051609	0.562475	0.189652	0.063733	0.070264
CSF1	0.070809	0.069216	0.030094	0.075632	0.069897	0.126118	1.232438	0.082073	0.819765	0.163411	0.068701	0.083747	0.084202	3.694053	0.14254	0.076329	0.563182	0.459523	0.104057	0.287061	0.351	0.073093
CSF2	0.020772	0.005155	0.070492	0.021216	0.064215	0.024992	3.295755	0.016897	0.0	0.119658	0.080667	1.885744	0.028173	0.031906	0.006664	8.2e-05	0.0463	0.056615	0.035046	4.438655	0.012229	0.008671
CSF3R	0.047617	0.008	0.004111	0.005047	0.051743	0.011699	0.005766	0.013262	0.039528	0.182631	0.056584	0.01682	1.308205	0.112322	0.477137	0.40797	0.043505	0.029255	0.09637	0.111144	0.131554	5.172908
CST7	0.008508	0.003966	0.0	2.802117	0.099683	0.789539	0.397061	0.167035	0.709919	6.55505	6.236232	5.512382	0.026924	0.130606	0.093692	0.151038	0.80059	2.193628	1.231633	1.341296	0.326537	1.265452
CTLA4	0.013764	0.004423	0.004862	0.013383	0.348498	0.760737	2.364518	2.56076	5.180281	0.018338	0.003099	0.012899	0.012781	0.007303	0.0	0.012039	0.01006	0.004982	0.012095	0.007919	0.068039	0.038338
CTSG	0.210667	0.167396	0.168071	0.075661	0.096858	0.04335	0.03577	0.0	0.187761	0.119338	0.272263	0.067539	0.05027	0.027355	0.050806	0.103459	0.032041	0.003927	5.626341	5.463416	0.099551	0.147608
CTSW	0.00227	0.000755	0.002068	2.897028	0.281452	0.564074	0.006086	0.001071	0.0	2.451789	4.135372	6.408797	0.002436	0.00185	0.000148	0.008267	0.002022	0.001803	0.063287	0.154088	0.017185	0.004545
CXCL10	0.179799	0.086948	0.049023	0.026425	0.017101	0.025346	0.120933	0.018986	0.051656	0.110534	0.037565	0.370073	0.113678	0.027941	7.925667	0.057172	0.028073	2.855744	0.015149	0.066203	0.070976	0.110133
CXCL11	0.057145	0.044526	0.026073	0.011027	0.0	0.005259	0.031003	0.011517	0.024517	0.024404	0.014968	0.120724	0.021719	0.007019	6.186202	0.015529	0.009899	2.699005	0.014496	0.018545	0.018609	0.046183
CXCL13	0.028854	0.010943	0.007333	0.010673	0.0	0.001916	0.179378	6.255521	0.004887	0.001014	0.002615	0.0066	0.002805	0.003743	0.406391	0.007015	0.004371	0.009741	0.012863	0.003215	0.003322	0.01553
CXCL3	0.042639	0.008586	0.029993	0.007372	0.0	0.009895	0.007471	0.008122	0.090986	0.021974	0.000277	0.01004	0.120852	1.125729	0.193398	0.164554	0.048699	0.106504	0.101132	6.024556	0.020525	0.044692
CXCL5	0.090522	0.078876	0.037302	0.011168	0.0	0.03505	0.017999	0.011709	0.069248	0.074518	0.018145	0.02233	0.026374	5.560387	0.088233	0.040462	0.031045	0.397732	0.043806	0.643241	0.022522	0.064801
CXCL9	0.126133	0.092239	0.056127	0.025808	0.01552	0.031267	0.054226	0.029581	0.032908	0.046028	0.0388	0.124597	0.055421	0.034881	8.281102	0.041461	0.037323	0.61978	0.025323	0.020263	0.040288	0.084763
CXCR1	0.219083	0.144881	0.104124	0.172763	0.280026	0.212263	0.033147	0.028233	0.174988	0.654244	0.476795	0.377148	0.039634	0.028758	0.017922	0.009798	0.022222	0.020801	0.222324	0.226542	0.197785	5.621345
CXCR5	0.610131	0.490894	0.0	0.038381	0.03342	0.292068	0.335113	4.249647	0.038002	0.037073	0.010014	0.008478	0.007595	0.012276	0.343872	0.007287	0.01257	0.028515	0.006098	0.014864	0.077762	0.015557
CXCR6	0.482803	0.460938	0.430176	0.828674	0.295818	0.649779	4.086988	0.640368	3.269493	3.716202	0.596097	0.465382	0.28716	0.180882	0.210023	0.164894	0.18466	0.301198	0.172433	0.154259	0.275764	0.564684
CXORF57	0.302557	0.125371	0.046537	0.864906	2.068072	0.945999	1.314898	0.078868	0.063282	2.492755	0.439739	0.643343	0.023287	0.05254	0.011394	0.044929	0.017963	0.0	0.017701	0.01054	0.611884	0.060244
CYP27A1	0.006245	0.007433	0.014778	0.010934	0.025764	0.0	0.001396	0.027938	0.024965	0.046772	0.012149	0.007753	0.501418	6.206876	0.036256	0.038342	0.532465	1.317355	0.481048	0.563129	0.035551	0.022987
CYP27B1	0.725124	0.334704	0.467295	0.098815	0.068933	0.089388	0.212252	0.045758	0.385455	0.164867	0.074702	0.094028	0.075437	1.024747	5.817391	0.11833	0.16883	1.961251	0.068516	0.193397	0.147782	0.245476
DACH1	0.053521	0.034084	0.039346	0.02705	0.294384	0.030428	0.0	0.012199	0.16576	0.133261	0.395313	0.189248	0.767223	0.041462	0.003672	0.055109	0.018547	0.026418	0.345113	0.100109	2.974751	0.995684
DAPK2	0.117519	0.125631	0.020782	0.066219	0.063079	0.127227	0.007446	0.004204	0.197338	0.137416	0.209908	0.175462	0.117057	0.064414	0.06011	0.215398	0.118125	0.144948	0.902186	0.402088	4.061197	1.779388
DEFA4	0.498842	0.345589	0.271132	0.822671	0.043807	0.329644	0.199629	0.085855	0.015113	0.386784	4.687842	0.288471	0.11378	0.040658	0.065155	0.083567	0.070284	0.107292	0.321711	0.212317	1.280689	0.632344
DENND5B	0.436606	0.765654	3.205797	0.026643	0.030624	0.038406	0.061921	0.0	0.317862	0.036087	0.25359	0.026575	0.027431	0.118588	0.054002	0.329435	0.102301	0.250664	0.03783	0.10241	0.069544	0.085074
DEPDC5	0.0	0.067669	0.045387	0.123794	1.095176	0.122126	0.100637	0.735399	0.445044	0.198549	0.333911	0.779235	0.111285	0.477002	0.94138	1.083349	0.538136	0.098327	0.565885	0.058402	3.560918	0.028093
DGKA	0.333876	0.370936	0.080008	2.348327	3.294103	2.87212	0.803694	4.184978	3.167807	0.472173	0.29626	0.192718	0.19254	0.045757	0.044567	0.097144	0.077435	0.119989	0.021562	0.0	0.336828	0.207373
DHRS11	0.133752	0.192562	0.194894	0.264626	0.398167	0.034458	0.49422	0.203274	0.153943	0.061122	0.162605	0.253043	0.107182	0.936919	0.0	0.846929	4.050534	1.060842	0.193758	0.192736	0.033192	0.135038
DHX58	0.002916	0.011508	0.0	0.156853	0.812053	0.051654	0.004672	0.209749	0.205714	0.017572	0.323954	0.047812	0.152451	0.025948	3.930004	0.627975	0.060243	4.339074	0.04141	0.02565	0.014852	0.020651
DPEP2	0.845062	0.554416	0.002648	0.566302	1.491172	0.766054	0.0	0.392203	0.409579	0.600059	0.771951	0.016161	1.800422	0.132028	0.008848	2.956072	0.608019	0.0353	0.183476	0.150705	5.07526	5.341365
DPP4	0.029822	0.018585	0.015525	2.630268	2.641809	4.01414	3.430143	0.041818	3.329957	1.448807	0.121841	1.480979	0.030614	0.022324	0.638492	0.081859	0.0	0.492462	0.221959	0.054433	0.026393	0.030308
DSC1	0.367067	0.200736	0.185017	1.952821	3.795835	0.043218	0.017055	0.00449	0.080769	0.368711	0.070501	0.083116	0.058991	0.039989	0.024104	0.0	0.188965	0.038867	0.135084	0.140886	0.312668	0.172107
DUSP2	0.0	0.103798	0.01569	3.353994	0.251072	1.641409	1.894297	1.884335	0.25249	3.775954	0.396248	0.24275	0.322655	0.393127	0.456768	0.204501	0.229898	0.431248	0.021922	0.614147	0.823963	0.062184
EAF2	3.443791	2.130071	5.490552	0.091526	0.116388	0.0	0.143762	0.066796	0.079144	0.048685	0.06776	0.052012	0.617701	0.161685	0.165214	0.162148	0.10488	0.373382	0.298296	0.296209	0.683987	0.116238
EBI3	0.000761	0.003053	0.000189	0.00137	0.002383	0.001128	0.039455	0.001164	0.055463	0.0	0.000587	0.003024	0.00147	0.001718	7.279246	0.107905	0.00301	2.311718	0.000211	0.045111	0.000402	0.001161
EFNA5	0.0	0.047012	0.044668	0.084156	1.420755	0.240476	0.108715	0.907664	2.993409	0.921339	0.311231	0.488915	0.145854	0.117908	0.749753	0.654704	0.183751	0.383604	0.694649	0.084675	0.975022	0.422543
EGR2	0.118572	0.089785	0.037493	0.014704	0.014523	0.015711	2.481319	1.964294	0.12906	0.153099	0.157871	1.563588	0.529834	4.654692	0.0	2.571687	5.385728	1.312327	0.322996	2.250293	1.681625	0.209049
ELANE	0.004954	0.002396	0.002898	0.115545	0.006968	0.006617	0.0	0.003531	0.011114	0.013876	0.870224	0.192633	0.026388	0.009786	0.115386	0.238566	0.006919	0.007311	5.378995	5.333087	0.135226	0.029876
EMR1	0.187936	0.138339	0.057634	0.05828	0.157589	0.10829	0.145678	0.052737	0.118138	0.166102	0.123375	0.055125	0.751064	0.061452	1.483663	0.147464	0.050915	0.076042	0.097411	0.080641	6.959868	0.510713
EMR2	0.166139	0.112961	0.061173	0.029051	0.046536	0.082604	0.068316	0.0	0.099932	0.191606	0.203771	0.088165	1.729198	1.363715	1.992099	0.456307	1.121234	0.448029	1.076262	2.04762	5.128968	5.241515
EMR3	0.056295	0.134996	0.147493	0.112046	0.09521	0.065431	0.095397	0.152537	0.121639	0.149129	0.066193	0.06734	0.425445	0.037756	0.008926	0.0	0.013813	0.015502	0.205128	0.360076	5.446488	3.424994
EPB41	0.102918	0.415417	0.055899	1.583693	0.035659	2.626825	1.62172	0.574584	0.265983	0.017241	0.678751	0.629142	0.124575	0.310658	6.8e-05	0.127714	0.074664	0.458452	0.017714	0.0	0.676538	0.06468
EPHA1	0.058365	0.057015	0.084306	1.888307	3.771816	1.3328	0.0	0.114629	0.042312	0.135088	0.622111	0.328863	0.145308	0.115846	0.051058	0.016243	0.129998	0.118591	0.017593	0.015161	0.108679	0.184802
EPN2	0.191503	0.160585	0.603542	0.090016	0.308237	0.516363	0.212658	0.24754	0.0	0.293358	0.093102	0.066745	0.096129	0.094733	0.08496	0.030527	0.272096	0.090414	0.172162	0.345378	3.538574	0.220188
ETS1	0.505762	0.396899	0.185432	0.297925	0.117613	1.01144	0.656717	0.346675	0.529186	0.013433	0.378886	0.343754	0.005684	0.011752	0.030295	0.0	0.025036	0.022312	0.039713	0.04479	0.086018	0.093133
ETV3	0.052596	0.050063	0.197212	0.077246	0.014085	0.979321	0.015941	0.039644	0.01624	0.0	0.04198	0.052645	0.059193	0.022577	0.16889	0.043227	0.058235	4.614238	0.007825	0.018198	0.103313	0.058747
FAIM3	6.453228	4.81528	0.120966	3.28781	5.092437	2.94659	0.636975	4.247137	2.68381	1.054629	1.449569	0.250844	0.042101	0.15624	0.004947	0.064994	0.059129	0.002274	0.007834	0.0	0.256649	0.399413
FAM124B	0.10515	0.059061	0.084917	0.049052	0.072108	0.096544	0.065389	0.063928	0.042667	0.024842	0.093046	0.079526	0.160271	0.087937	0.01285	0.113402	0.067949	0.028566	3.427595	0.879471	0.656264	0.090869
FAM174B	0.472006	0.35748	0.311347	0.365199	0.559513	0.410178	0.359485	0.677847	0.666517	0.254995	0.121082	0.109479	0.11888	0.180346	0.200497	0.24923	0.132245	0.123509	3.868876	1.707828	0.272784	0.405266
FAM65B	3.265799	3.652128	0.106239	2.318655	3.078843	1.918303	0.119597	0.407679	0.580866	1.614129	1.057276	0.42976	1.650926	0.004195	0.074827	0.0	0.034774	0.027779	0.070909	0.059176	1.880868	5.81023
FASLG	0.683335	0.538327	0.356253	0.314339	0.260914	0.25405	0.972688	0.224068	0.319181	1.230422	3.222799	4.668681	0.18505	0.169678	0.125811	0.137018	0.104856	0.169501	0.227513	0.267691	0.200615	0.486435
FBXL8	0.038043	0.0	0.104584	0.794461	0.452691	2.804819	0.568799	0.450943	0.870298	0.397878	0.084253	0.263619	0.358734	0.099543	1.311298	1.007776	0.57853	0.472372	0.038517	0.025402	0.009841	0.045864
FCER1A	0.092724	0.062171	0.071672	0.099004	0.049205	0.121329	0.041647	0.0	0.052729	0.312457	0.169046	0.083065	0.720048	0.01921	0.032449	0.938454	2.656635	0.071034	5.364604	5.096554	3.034028	0.093652
FCER2	3.409537	0.700068	0.061641	0.0	0.037339	0.005285	0.032037	0.006082	0.077621	0.003983	0.013643	0.01647	0.014029	0.70896	0.006599	1.195815	3.804988	0.311296	0.017066	0.026527	0.079546	0.009116
FCGR2B	4.024725	5.38635	3.151342	0.068694	0.0	0.026711	0.061491	0.119378	0.141458	0.1342	0.132931	0.206171	0.332517	1.170797	0.360695	1.833699	1.81024	0.153471	0.736369	1.906839	0.758946	1.539943
FCGR3B	0.104925	0.036681	0.016767	0.032817	0.0	0.02032	0.01266	0.000744	0.040029	0.108173	0.121812	0.086643	0.09586	0.054778	0.026037	0.026484	0.027313	0.017889	0.06438	0.017472	0.072976	7.727068
FCN1	0.020697	0.006291	0.009916	0.014207	0.017298	0.007528	0.0	0.011336	0.012545	1.071613	0.085591	0.012446	6.333628	0.284915	0.051853	0.112825	0.012427	0.012266	0.089478	0.106346	0.02236	1.130323
FCRL2	5.35043	4.225959	0.853817	0.068566	0.020113	0.046583	0.075329	0.035714	0.008301	0.17094	0.044802	0.038294	0.03663	0.022583	0.016161	0.0	0.053162	0.025298	0.030372	0.016063	0.079125	0.120591
FES	0.003881	0.004084	0.006654	0.005384	0.003092	0.0	0.002801	0.001906	0.003819	0.140303	0.317065	0.389475	1.264039	0.054894	0.022981	1.503838	0.522846	0.007234	0.178601	0.109185	0.590836	0.814265
FFAR2	0.001392	0.004938	0.010982	0.0	0.0002	0.005396	0.00677	0.004201	0.021617	0.016619	0.081492	0.002182	0.116995	0.025207	0.5802	0.099642	0.007817	0.006216	0.084602	0.101673	1.357958	5.259803
FLJ13197	1.480793	0.55204	0.128284	1.931715	3.041765	1.24947	0.173367	0.434226	0.29998	0.297021	1.690173	0.376836	0.11799	0.026476	0.117367	0.065975	0.056492	0.038099	0.203305	0.133438	0.848026	0.075139
FLT3LG	0.00903	0.042844	0.016902	1.402611	2.77527	1.631995	0.242936	0.327483	0.703555	0.228931	0.23428	0.392215	0.05738	0.000757	0.0	0.047376	0.00016	0.050049	0.005264	0.032908	0.155232	0.009175
FLVCR2	0.049403	0.085506	0.0	0.078829	0.092871	0.208399	0.407732	0.438629	0.356231	0.206199	0.196751	0.089126	1.081421	2.2743	4.030438	1.878051	4.709622	2.097112	0.459363	0.318052	0.063142	0.130839
FOSB	0.102541	0.127611	1.668751	0.011065	0.218968	0.021496	0.005579	3.356631	0.001442	0.008689	0.005621	0.005346	1.964012	0.003953	0.000389	0.0	0.003655	0.013479	0.040626	0.359339	4.218706	0.033304
FOXP3	0.260536	0.162423	0.041549	0.096799	0.245589	0.385859	1.053043	0.285647	4.573928	0.186549	0.020142	0.076994	0.122241	0.089907	0.343184	0.093662	0.092479	0.094213	0.106855	0.0	0.271686	0.326871
FPR1	0.089292	0.09656	0.084418	0.046957	0.033448	0.055391	0.033242	0.057606	0.050392	0.243547	0.099361	0.073057	2.73366	0.234855	0.212714	0.102521	0.06681	0.050375	0.173206	0.188932	1.055288	7.732537
FPR2	0.300301	0.211755	0.126941	0.063563	0.071608	0.066431	0.021576	0.065663	0.122583	0.219879	0.10917	0.082942	1.311272	0.238371	0.365457	0.119163	0.074383	0.054893	0.256004	0.460793	0.195116	5.198731
FPR3	0.3186	0.238034	0.081338	0.102604	0.094244	0.113204	0.096885	0.124881	0.149012	0.192132	0.109334	0.091692	0.198502	2.950304	0.596235	2.314766	5.648731	4.119157	0.195223	0.320941	0.20606	0.271195
FRK	2.680202	2.424909	1.127752	0.472536	0.173883	0.063212	0.073715	0.015308	0.081935	1.087624	0.024082	0.084031	0.098592	0.166685	0.026204	0.013714	0.216725	0.308168	0.0	0.065901	0.078557	1.158591
FRMD4A	0.191212	0.249876	0.039763	0.15954	0.065319	0.243676	0.15587	0.763024	0.12103	0.062027	0.147699	0.1368	0.17229	0.578957	0.930464	4.053323	0.829876	0.189203	0.139552	0.191563	0.259321	0.05631
FRMD8	0.374579	0.278999	0.134425	0.029424	0.0	0.259291	0.480999	0.437733	2.059632	0.115052	0.480765	0.303745	0.476809	0.227931	0.527426	0.320058	0.464867	0.565843	0.033881	0.245687	0.240906	0.323113
FZD2	0.172341	0.036057	0.102892	0.050423	0.096163	0.016221	0.03667	0.030023	0.053557	0.30186	0.085853	0.039964	2.094121	0.440042	1.882373	3.585511	3.837061	1.080464	0.958552	0.780381	0.173587	0.06214
FZD3	0.776541	0.910538	1.252355	0.207256	0.577361	0.117646	0.896109	3.392219	0.313771	0.277069	0.040947	0.115939	0.12297	0.056131	0.066475	1.365633	0.427754	0.0	0.275765	0.350732	0.029517	0.388843
GAL3ST4	0.154485	0.16915	0.064116	1.306604	3.934048	0.884027	0.387598	0.963087	0.587284	0.071159	0.007755	0.011007	0.044282	0.218007	0.028479	0.4642	0.464927	0.101725	0.714245	0.281165	1.198067	0.188367
GALR1	0.006512	0.056658	0.102843	0.043559	1.146328	0.112025	0.041747	0.135286	0.071128	0.481221	0.053039	0.037342	0.051632	0.0	0.072964	0.193952	0.001507	0.030689	0.052942	0.469649	0.386233	0.107856
GFI1	0.026489	0.018678	0.067088	0.880244	0.092116	0.364571	2.186596	1.738921	1.823444	1.020586	1.570745	1.203381	0.0	0.030973	0.016958	0.023189	0.047898	0.108757	3.515293	1.956094	0.067058	0.070788
GGT5	0.049033	0.029204	0.09148	0.061453	0.156912	0.03053	0.049694	0.037776	0.011096	0.076367	0.094163	0.067082	0.045988	0.041629	2.354634	3.327271	0.135666	0.058387	0.079212	0.387196	0.778655	0.092827
GIPR	0.073985	0.084994	0.009115	0.138602	0.366108	0.0	0.098388	0.623737	0.668354	1.513239	0.200332	0.158476	0.080332	0.049793	0.643682	0.447706	0.082285	0.147249	0.287834	0.492766	2.564465	0.117835
GNG7	1.543529	3.108858	4.668681	0.176138	0.102582	0.113001	0.052037	0.025477	0.35013	0.0	0.018596	0.002721	0.130659	0.065918	0.091954	0.413071	0.292436	0.040876	0.255237	0.136912	0.314546	0.86982
GNLY	0.0	0.00139	0.002585	0.940248	0.031792	0.300332	0.056666	0.00092	0.003876	2.068749	5.492619	5.865017	0.00276	0.001909	0.002876	0.001698	0.003372	0.00314	0.004332	0.002362	0.003916	0.027586
GPC4	0.438966	0.249223	0.363582	0.141003	0.19932	0.265408	0.179231	0.201667	0.20486	0.315776	0.263732	0.139436	0.187729	4.096566	0.448327	0.507279	0.562063	0.29574	0.245028	0.271455	0.100156	0.384057
GPR1	0.012558	0.020388	0.009571	0.005189	0.205996	0.003711	0.0	0.078365	0.242257	0.068247	0.078813	0.006617	0.022486	0.002866	0.002436	0.0	0.002685	0.011851	0.173732	0.055486	0.006646	0.016942
GPR171	0.019188	0.010266	0.002551	0.773849	0.752597	0.811854	2.272556	0.183818	5.86387	4.101909	0.366135	0.872758	0.003232	0.001018	0.012414	0.037214	0.007087	0.465525	0.062053	0.030117	0.910997	0.01678
GPR18	4.977996	2.957002	0.0	1.672308	2.007371	1.085059	0.681049	2.465215	0.328095	1.351153	1.945802	3.290579	0.154467	0.012814	0.059457	0.0644	0.010716	0.030541	0.06058	0.040286	0.410335	0.230803
GPR183	0.181123	2.420098	0.204007	0.571884	0.818169	3.196367	2.372667	0.940595	0.377815	0.401575	0.115463	0.099339	0.094248	0.358867	1.674977	2.603292	0.359609	2.020498	0.211672	0.753688	5.519172	0.035956
GPR19	0.140744	0.218179	0.577096	0.256895	0.536603	0.524024	3.09887	2.790345	3.310904	0.164179	0.271791	0.470978	0.079079	0.077849	0.0	0.003758	0.079514	0.035781	0.05811	0.046578	1.94405	0.337033
GPR25	0.0	0.49449	2.690819	0.480557	0.127604	2.634275	0.16648	0.34498	0.736795	0.13065	0.135252	0.337259	0.191883	0.08266	0.453835	0.199177	0.146956	0.008035	0.364458	0.227221	0.274865	0.248266
GPR65	0.270181	0.256921	0.005931	1.045096	0.3198	1.030807	0.532809	0.074506	0.347501	1.805952	1.520129	1.51929	1.010288	0.41923	0.083293	0.642679	0.346769	0.0	1.184905	1.036889	6.039357	1.820489
GPR97	0.159902	0.144544	0.22289	0.101375	0.044839	0.141029	0.088913	0.024329	0.138134	0.091908	0.326424	0.471884	0.061535	0.093601	0.139955	0.086293	0.118322	0.141284	0.28655	0.522473	5.397657	2.635545
GRAP2	0.040225	0.060754	0.031648	2.359354	2.687713	2.258208	1.244604	1.670813	1.571784	1.372642	1.666463	2.586969	0.033293	0.012694	0.069331	0.105061	0.0	0.018511	1.961417	1.142367	0.049329	0.024913
GSTT1	0.0	0.032048	0.029873	0.067707	0.209425	0.046558	0.041349	0.444546	0.102608	0.045002	0.051991	0.051051	0.059988	0.255397	0.437849	2.975988	3.634534	0.334328	1.984	2.230146	0.193816	0.092958
GYPE	0.615223	1.013749	0.561699	0.407235	0.075711	0.0	0.019931	0.056344	1.270018	1.022348	0.214456	0.36988	0.051453	0.061402	0.059251	0.165031	0.02935	0.082353	0.097271	0.000811	0.075956	0.185128
GZMA	0.051414	0.055475	0.013868	2.075309	0.129754	1.32266	0.373082	0.026777	0.089002	4.693199	4.518052	7.412644	0.02721	0.015038	0.019796	0.005963	0.014347	0.0261	0.0	0.00604	0.033366	0.094539
GZMB	0.023037	0.012116	0.010311	0.6598	0.0176	0.009089	7.058224	0.010736	0.007393	1.92721	4.906991	7.468439	0.009991	0.034179	0.041396	0.025861	0.0	0.016574	0.294944	1.792666	0.063177	0.039798
GZMH	0.002854	0.008405	0.011616	3.763087	0.081092	0.271359	0.388529	0.005033	0.028388	4.588153	5.231669	3.262575	0.009702	0.00438	0.000446	0.0	0.001268	0.005051	0.001366	0.002085	0.016567	0.011886
GZMK	0.069485	0.110529	0.0332	3.832222	0.609944	1.613012	0.071089	0.041498	0.011853	6.923085	0.84692	0.091125	0.018517	0.019565	0.035928	0.0	0.023887	0.024992	0.005899	0.022443	0.055188	0.172889
GZMM	0.0	0.009666	0.005715	0.992947	1.151547	0.83584	0.497888	0.975069	0.607316	0.845138	3.585391	2.485578	0.006572	0.01066	0.021975	0.003835	0.003813	0.013756	0.004	0.024469	0.124967	0.056682
HAL	0.592353	0.476494	0.154106	0.114155	0.077698	0.100113	0.105205	0.863531	0.106993	0.287508	0.139072	0.133453	1.395033	0.144213	0.125114	0.101338	0.098974	0.065602	0.188686	0.125922	0.288433	4.993614
HCK	0.173739	0.334956	0.066905	0.048879	0.049498	0.029349	0.030455	0.002041	0.025442	0.520298	0.262003	0.10694	5.474403	2.641311	6.056129	3.564482	3.234864	2.787896	0.429694	0.593163	2.756879	5.53056
HDC	0.086253	0.106114	0.194055	0.070221	0.0	0.066963	0.042864	0.003311	0.04898	0.047931	0.121076	0.088138	0.074006	0.063839	0.121496	0.10242	0.087183	0.060885	6.170664	6.230581	0.732448	0.088009
HESX1	0.009071	0.006921	0.013544	0.009431	0.011715	0.007248	0.010087	0.012116	0.071947	0.010644	0.012259	0.013792	0.012106	0.009915	4.712577	0.198726	0.019612	2.175965	0.008265	0.018197	0.01623	0.009912
HHEX	5.375754	3.295515	0.045489	0.100791	0.033349	0.059549	0.03966	0.027868	0.0	0.251857	0.230358	0.178162	2.253118	0.5255	0.012848	0.618883	1.058996	0.046717	1.529569	0.704261	1.143948	1.079563
