Gene	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
C22ORF15	0.409394	0.226499	0.32317	0.001536	0.05611	0.206523	0.002251	0.209979	0.001631	0.000537	0.000284	0.002248	0.227881	1.067863	0.824302	0.313486	0.066798	0.006161	0.005342	0.165832	0.645961	0.278828	0.047124	0.165537	1.001375	0.508017	1.575455	0.409394	0.472614	0.620025	0.207123	0.9398	0.320067	0.466395
C2CD2	8.27461	3.915497	1.859627	4.196523	1.321548	12.424516	11.14473	14.084676	14.726611	7.418256	5.644865	16.603942	3.528908	7.684854	5.655939	6.931226	6.010843	5.677377	0.847532	4.778103	6.137251	13.561246	18.969007	30.688415	17.048713	7.574372	10.947537	9.648726	22.402541	6.718197	12.420395	4.266784	1.353048	1.402761
C3	2.881149	0.018049	0.192896	1.391971	0.226872	0.083349	0.383304	0.385175	7.416331	713.857791	20.330739	679.680444	1.806078	5.954984	367.970126	0.52087	33.355852	45.767543	3.974923	13.995636	2.580526	3.008894	5.787557	24.234032	0.289407	6.192224	7.025049	46.942908	75.491587	7.67954	0.080541	0.009365	0.023391	0.000604
C4BPA	0.000507	0.001096	0.001565	0.039617	0.000407	0.00031	0.002251	0.002473	0.001631	0.012127	0.000284	0.002248	0.000529	0.000465	0.001095	0.000455	0.002444	0.000254	10.073454	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.007915	0.016271	0.000529	0.000418	0.000701	0.000639	0.000254	0.000472	0.000604
C4BPB	0.000507	0.108269	0.056757	0.003963	0.000407	0.03236	0.21928	0.099253	0.001631	0.000537	0.000284	0.002248	0.000529	0.000465	0.001095	0.055082	0.002444	0.000254	0.004149	0.001126	0.006073	0.00062	0.000642	0.00062	0.007406	0.000485	0.042718	0.007695	0.000418	0.000701	0.000639	1.080544	0.089346	0.000604
C4ORF32	0.171492	0.754451	0.209853	1.688	0.151278	5.708032	10.932333	4.821901	1.823147	0.275272	1.269714	1.027369	2.510388	0.274796	0.70893	0.420401	1.869622	0.516737	2.320485	0.111996	1.207734	0.639228	2.060847	1.32019	0.554992	0.317937	0.364933	0.309085	0.518089	0.386808	0.800624	1.55399	2.903385	0.457196
C5ORF17	0.136039	0.123021	0.114433	0.024108	0.166851	0.090655	0.036718	0.097135	0.001631	0.236256	0.096911	0.002248	1.730454	0.089938	0.042655	0.2111	0.527681	0.032164	0.02062	0.236723	0.006073	0.304516	0.216093	0.055758	0.041252	0.023503	0.022171	0.068335	0.07996	0.24876	0.052718	0.540922	0.020599	0.093302
C7ORF34	0.000507	0.001096	0.001565	0.013271	0.000407	0.00031	0.002251	0.000333	0.001631	0.000537	0.000284	0.002248	0.000529	0.000465	0.001095	0.000455	0.002444	0.018012	4.231987	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.000639	0.000254	0.000472	0.000604
C8ORF31	0.437083	0.226499	0.114433	0.746565	0.560289	0.086437	0.19491	0.229514	0.001631	0.116699	0.116699	0.8673	1.370789	1.536353	0.272721	1.501485	0.002444	0.180654	0.030333	0.104981	0.666001	1.208987	1.273968	0.734428	1.405521	2.136371	1.672443	1.420709	1.8027	0.834965	0.136039	0.215115	0.704454	1.027369
CA4	0.000507	0.001096	0.001565	0.007489	0.000407	0.138249	0.072608	3.59447	0.001631	0.045959	0.000284	0.002248	0.000529	0.016819	0.016602	0.000455	0.002444	0.000254	35.72441	0.001126	0.006073	0.00062	0.000642	0.00062	0.064451	0.043807	0.034042	0.016819	0.024146	0.000701	0.000639	0.001125	0.000472	0.000604
CABLES1	6.576994	0.210536	0.042655	0.048885	0.176837	13.310046	4.561086	20.4231	0.92103	1.530002	0.22239	4.027672	1.41952	5.045633	4.445449	6.224385	0.591247	0.372548	0.005731	68.995842	0.32623	4.930391	0.622365	6.007003	7.766082	8.895195	6.177599	5.925825	5.598275	7.54356	0.672559	0.062335	0.000472	0.007754
CACHD1	5.862629	0.018049	0.001565	0.005347	0.000407	1.583532	3.14816	2.087	4.168914	1.054746	1.174325	3.813841	1.37378	1.656561	2.973695	9.236839	0.79899	0.006631	1.058504	0.516737	1.03853	1.814014	1.968187	1.032839	1.13333	0.864712	1.693557	2.170601	0.505845	1.346412	1.217409	2.552005	0.007392	0.000604
CACNA1E	0.008509	0.018049	0.02704	0.000664	0.000407	0.005304	0.0342	0.004311	0.001631	0.039253	0.02732	0.002248	0.010687	0.000465	0.001095	0.00625	0.002444	0.002034	9.169254	0.018087	0.006073	0.057415	0.000642	0.00062	0.000464	0.02094	0.000446	0.000529	0.005796	0.000701	0.000639	0.000254	0.006065	0.000604
CACNA1F	0.006741	1.639953	0.496267	0.07628	0.019184	0.002227	0.002251	0.029624	0.025567	0.007386	0.026358	0.002248	0.000529	0.071059	0.001095	0.005731	0.056757	0.031038	0.08166	0.001126	0.006073	0.00062	0.000642	0.039617	0.000464	0.000485	0.000446	0.000529	0.000418	0.022536	0.009778	0.377025	0.17556	0.052244
CACNA1H	0.006741	0.001096	0.001565	0.000404	0.183601	0.123492	0.077401	0.099362	0.001631	5.489986	0.015447	1.057419	0.030078	0.259735	0.428421	0.08166	0.041974	0.000254	0.002116	0.560667	4.479707	0.048107	0.253587	5.325885	1.23742	0.137275	0.731536	0.614815	5.881465	0.073175	15.91501	0.739568	0.638172	0.254687
CACNA1I	0.016856	0.018049	0.001565	0.002444	0.000407	0.00437	0.002251	0.000333	0.025567	0.01534	0.000284	0.002248	0.000529	0.000465	0.041509	0.025302	0.041974	0.000254	0.007296	0.026055	0.006073	0.033028	0.012069	0.00062	0.028129	0.01759	0.017795	0.015759	0.005796	0.011651	0.000639	5.065663	2.697157	0.899799
CACNB3	6.040329	0.123021	0.149062	1.434815	1.341426	7.394839	4.282898	4.163856	2.842614	7.637109	4.727238	7.931852	9.367095	9.036213	7.263919	6.194239	4.684599	1.595468	0.159174	2.068813	12.185946	4.25321	4.873131	3.549829	6.955749	15.818984	5.497112	3.811972	7.815077	18.336094	8.53206	0.594834	2.513638	2.387873
CACNB4	17.898917	0.094479	0.098299	0.612662	0.07996	0.052479	0.002251	0.025731	0.044704	0.060705	0.033604	0.36859	0.029714	0.253587	0.577957	0.556226	0.075863	0.010055	8.884607	0.24349	0.006073	0.403577	0.067416	1.828289	0.175919	0.221617	0.340696	1.404378	0.855809	0.082486	0.092394	0.041203	0.038996	0.037469
CACYBP	24.289623	10.60652	22.130812	16.311217	23.671197	97.359393	78.314264	119.34867	9.771237	67.55314	85.658127	28.683348	54.785174	206.139664	42.729645	27.017557	58.541908	33.747488	11.975046	92.951692	60.217522	46.883389	154.850525	105.660521	134.941988	57.409318	87.495173	50.360475	79.630497	123.99609	92.252133	24.837741	32.329741	27.306603
CADM1	6.4649	0.094479	0.549174	0.017882	1.360087	1.069217	0.587	0.408862	6.282111	11.218594	2.451476	4.856865	0.463684	22.969924	0.114791	4.034555	7.751572	2.32974	0.026317	10.04499	0.097869	27.349846	0.029133	4.818461	0.207841	0.999405	0.721923	1.633044	1.6169	1.029035	0.826104	0.236421	0.971344	1.971724
CALCRL	0.196389	0.226499	0.001565	2.609171	0.168774	139.730262	47.561807	158.17249	0.999008	6.259119	0.892362	8.919544	0.890431	0.871754	4.523616	0.716783	1.367947	1.163788	0.056516	0.072742	2.564351	1.991636	1.002219	3.58559	11.626141	0.594485	0.727244	8.775617	11.427876	0.797677	0.676358	0.824302	0.015882	0.009778
CAMK4	0.158293	0.289407	0.590508	0.455436	0.10885	0.795716	0.353964	0.213311	0.479451	0.255962	0.253587	0.320067	1.567797	0.244217	1.044508	0.838799	0.993158	0.000485	0.090344	0.063706	3.032353	0.181232	1.284581	1.808618	0.20341	2.701854	1.183563	0.454304	0.486002	1.369459	2.435434	91.468463	33.283575	22.652543
CAND2	1.8027	0.196142	0.455436	0.00031	0.116417	1.017768	0.692104	0.681764	0.531896	0.408862	0.806195	0.304516	0.228391	5.315811	2.746867	3.876491	0.451814	0.005738	0.002116	0.608169	3.116271	0.445334	0.292593	1.021228	1.247065	3.876491	1.407963	1.263652	1.593065	3.257695	1.975741	1.38304	0.450285	0.325517
CAPN3	0.50858	17.041743	14.716746	14.218335	1.712232	0.16164	0.287529	0.260135	0.906586	0.413606	1.088244	0.695948	1.467777	0.780278	0.43616	0.689213	0.692104	2.561186	6.433392	523.207027	0.789852	0.663465	0.391219	0.44451	0.827836	1.09632	0.686093	0.645257	0.64925	0.520131	0.35444	5.049638	2.928114	1.883004
CAPNS2	0.192896	0.001096	0.001565	0.960862	0.000407	0.691411	0.002251	0.209393	1.021228	0.073437	23.463165	0.151278	0.040682	0.192332	0.604492	0.39387	10.058642	0.244555	8.020663	0.097639	0.006073	0.466159	0.035396	0.105498	0.253168	0.576601	0.30736	0.188986	0.228823	0.382797	0.263966	0.000316	0.000472	0.000604
CARNS1	0.309085	3.493978	7.488347	0.026484	3.608739	0.060705	0.069644	0.082214	0.137833	0.029976	0.007695	0.100159	0.229514	0.035375	0.204384	0.04364	0.133213	0.072278	0.22239	0.001126	0.325784	0.040474	0.408862	0.047701	0.233244	0.155265	0.028862	0.109148	0.257559	0.210759	0.030764	1.710726	1.137495	2.81559
CASP5	0.032705	0.001096	0.001565	2.314904	0.015518	0.037714	0.002251	0.008603	0.066543	0.010147	0.695319	0.002248	0.015231	0.066123	0.029289	0.000455	0.002444	0.075704	22.412406	0.001126	0.006073	0.041471	0.000642	0.00062	0.007406	0.01534	0.056516	0.000529	0.005796	0.000701	0.000639	0.02355	0.081945	0.057292
CATSPERB	0.010835	0.226499	0.163804	0.038284	1.493905	0.00031	0.040044	0.405387	0.340906	0.082732	0.805104	0.039506	0.030078	0.019421	0.119856	0.021619	0.002444	0.00667	0.012301	0.018087	0.127813	0.011772	0.012069	0.008583	0.025272	0.000485	0.007358	0.04988	0.000418	0.000701	0.052718	2.44537	3.194096	2.224356
CBLB	25.610719	20.226454	19.159499	5.74205	27.462268	6.843929	2.725945	5.632947	18.379488	11.761044	11.376674	11.32142	14.342656	9.894857	30.079743	19.15585	3.668626	18.317661	3.335521	9.189511	6.364603	57.531753	16.11025	17.048713	16.939365	5.934813	7.831884	8.457913	15.807421	7.526453	12.900106	43.14597	12.017255	32.569874
CCDC102B	0.401991	2.234175	3.017273	0.180248	3.619895	0.850921	0.327237	12.297213	0.243898	0.484	0.509044	6.483527	0.640798	22.840196	5.717079	10.769192	0.59934	6.591536	0.20897	0.249115	1.763797	2.975221	2.853985	16.055676	15.996846	4.774088	25.134923	5.894881	14.450193	12.713197	4.205234	4.697987	2.198819	1.993066
CCDC136	1.548401	0.36785	0.690026	0.468925	2.432497	1.126749	0.21403	0.50858	0.492139	0.135097	0.113538	0.655393	1.457742	2.869776	4.116034	2.372754	0.186847	0.0078	0.017569	1.109739	2.072488	2.680279	3.175482	1.800247	2.439427	9.358443	3.804069	1.693557	2.242974	4.033396	5.114574	2.728688	2.505773	2.59484
CCDC141	0.098088	9.78987	15.405448	0.132876	0.726654	0.040496	0.118299	0.9398	0.001631	0.040858	0.011562	0.002248	0.025731	0.07358	0.664788	0.000455	0.053611	0.001096	0.075987	0.023166	0.006073	0.00062	0.294822	0.198692	2.832262	0.106481	0.009091	0.065256	0.322031	0.101952	0.023054	33.102479	3.493139	3.715279
CCDC65	0.328943	0.001096	0.098299	0.02078	13.69126	0.101214	0.413062	0.053438	0.055613	0.414073	0.012573	0.137901	0.123949	0.072967	0.254687	0.172645	0.053611	0.000254	0.052151	0.106843	0.50858	0.238127	0.116493	0.05836	0.120524	0.163421	0.082486	0.098792	0.01749	0.097135	0.084756	10.064162	17.381731	11.975046
CCDC89	1.184447	0.001096	0.001565	0.0003	1.309037	0.023166	0.144586	0.035486	0.544226	0.638172	0.012096	1.611363	1.575455	0.886249	1.435653	1.177445	0.369559	0.000254	0.009298	0.361296	1.183563	0.972315	1.38304	1.35741	1.722225	2.915514	1.280572	1.416791	0.775483	2.801042	1.498305	0.177884	0.158107	0.853451
CCL2	65.010789	0.067339	0.001565	1.354255	0.000407	77.829839	45.021509	49.868952	1.054746	28.513514	1.563002	81.894245	32.705073	12.470075	23.710205	10.829988	0.053611	5.394873	0.143827	25.601164	9.253066	23.095841	9.499401	135.309194	28.513514	1.509857	45.958164	80.650215	75.186264	8.844379	2.59484	0.147692	0.000472	0.000604
CCL20	0.018012	0.001096	0.001565	107.834829	0.000407	0.301385	1.410349	0.938002	0.110728	37.566931	13.232184	0.361859	0.031586	0.017984	0.001095	0.000455	4.462643	0.07822	0.658286	0.202105	0.401548	0.00062	1.722225	11.551061	0.000464	0.025302	0.06463	0.067579	0.041509	0.310077	0.000639	0.001125	1.291102	0.017961
CCL22	0.000507	0.001096	0.070325	0.000372	0.000407	0.00031	0.002251	0.000333	0.044704	0.000537	0.017144	0.002248	0.033084	0.000465	0.001095	0.000455	0.002444	90.694477	0.000284	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.000639	0.000379	0.000472	0.000604
CCL8	0.305772	0.001096	0.001565	0.022171	0.000407	0.017853	0.002251	0.042655	0.001631	0.000537	0.000284	0.312886	0.000529	0.147443	0.001095	0.039854	0.002444	0.203989	0.000284	0.305454	0.006073	0.041471	0.000642	0.062564	0.007406	0.011826	2.252456	0.225256	0.064792	0.166713	0.000639	0.000254	0.000472	0.000604
CCNA1	0.030962	0.108269	0.001565	0.000413	0.000407	22.953048	8.919544	2.412935	7.332594	0.661902	35.956619	0.310569	0.000529	0.463684	0.032783	0.011684	6.999201	11.975046	0.1066	0.188336	1.890173	0.00062	0.231266	4.22497	0.055082	0.371225	0.94292	5.729137	0.499459	0.581561	5.740396	0.000338	0.000472	0.000604
CCNB1	32.465918	1.073809	1.911602	1.303629	2.507773	59.963089	97.234427	29.982635	8.365523	32.347625	4.921097	5.033327	34.041359	15.893856	12.108373	9.386788	72.465664	10.226273	1.830471	48.846927	94.110342	7.048155	77.425941	76.338628	42.398967	11.915791	10.733541	11.335263	11.553991	61.801253	130.97386	1.029035	1.448041	2.418196
CCNB2	10.666524	0.137697	0.209853	0.129141	0.733102	14.195977	35.72441	8.000375	0.91658	3.567315	1.122444	1.927229	12.301855	3.645042	5.802888	2.660141	27.760915	4.607049	1.69234	11.5215	40.466567	2.237252	15.215096	11.35309	10.064162	3.073669	3.599106	2.74181	2.460494	13.714049	20.450312	0.154093	0.339246	0.471322
CCND1	68.852923	1.653414	2.14277	0.045162	0.21928	114.79387	165.129679	170.474934	438.537553	168.93235	121.508414	47.868897	534.065884	151.503023	243.988081	112.059213	39.541246	69.083003	0.062629	113.899919	54.48491	94.110342	217.110568	564.763682	349.358177	148.870281	70.500733	247.795681	513.545563	316.624497	383.947807	0.142473	0.316366	0.278448
CCND2	6.058329	3.493978	9.94447	5.422158	77.664422	26.481168	15.522075	58.944026	604.715867	22.167927	87.607245	28.765984	1.43249	14.607522	14.303004	1.380025	85.783358	32.329741	7.284743	0.341818	4.520465	0.640798	45.958164	17.099973	41.932694	12.551063	17.048713	16.372315	41.18448	34.816759	15.661334	32.299397	83.152374	69.226306
CCNE2	2.071376	0.108269	0.254943	0.287186	1.124311	8.277144	12.518703	4.668546	0.652704	1.858172	0.284039	0.380214	3.800215	0.16164	6.188832	0.306156	3.698305	2.826211	2.785844	2.183999	1.839013	1.2118	2.863023	2.819702	3.916386	0.184955	0.317937	0.610049	0.509044	0.476132	2.049339	0.285049	0.834692	0.90405
CCR10	0.293946	0.055441	0.392645	0.013994	0.063382	0.600983	2.181328	1.366011	0.025567	1.155714	0.206277	0.755746	0.982237	0.600983	1.32019	0.535097	0.091157	0.025444	0.289834	0.602306	10.071215	0.43616	1.614909	1.780161	0.861525	1.774921	0.658286	1.109739	1.366011	1.770215	1.424315	0.04988	2.991196	0.548135
CCR2	0.000507	0.137697	2.789409	68.801195	0.304516	0.00189	0.002251	0.000333	0.001631	0.000537	0.015993	0.002248	0.000529	0.01462	0.022508	0.000455	0.002444	0.010409	0.609638	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.014	0.000418	0.000701	0.000639	0.290487	27.331025	15.935768
CCR3	0.019696	0.029391	0.149062	0.046881	0.045901	0.00031	0.002251	0.000333	0.035396	0.000537	0.003435	0.002248	0.000529	0.063777	0.016602	0.000455	0.002444	0.016075	25.474853	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.023503	0.030298	0.187155	0.000418	0.051362	0.012096	0.008472	0.009063	0.233825
CCR4	0.000507	0.042871	0.056757	0.504396	0.000407	0.042965	1.41426	0.026457	0.001631	0.000537	0.000284	0.002248	0.000529	0.000465	0.016602	0.000455	0.002444	0.101684	0.064382	0.001126	0.006073	0.009289	0.014647	0.099471	0.000464	0.000485	0.026099	0.007695	0.008118	0.000701	0.009778	1.593065	76.705446	18.977614
CCR5	0.006741	0.001096	0.056757	1.919979	0.994741	0.00031	0.002251	0.004373	0.001631	0.000537	0.000284	0.002248	0.000529	0.01162	0.001095	0.000455	0.002444	8.664875	0.212672	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.026645	0.036718	0.05615	2.681363	22.953048
CCR6	0.000507	17.672623	21.515928	0.004299	0.120615	0.00031	0.002251	0.000333	0.001631	0.000537	0.000284	0.002248	0.000529	0.000465	0.001095	0.000455	0.002444	0.000254	0.195815	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.007695	0.000418	0.000701	0.000639	0.176837	35.810964	4.144104
CCR7	0.014005	93.364338	48.096887	0.419251	0.23143	0.007948	0.046711	0.028346	0.076052	0.000537	0.001126	0.117548	0.319067	0.01162	0.001095	0.011642	0.002444	0.021811	0.006036	0.001126	0.006073	0.009289	0.125138	0.037446	0.032868	0.000485	0.022171	0.000529	0.048511	0.000701	0.000639	175.492368	51.21129	26.627373
CCR8	0.000507	0.001096	0.001565	0.000266	0.000407	0.00031	0.002251	0.000333	0.001631	0.158622	0.000284	0.002248	0.013063	0.000465	0.001095	0.000455	0.002444	0.000254	0.000284	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.000639	0.08505	4.178287	1.278326
CCR9	0.000507	0.605588	1.490338	0.002229	0.023439	0.00031	0.002251	0.000333	0.001631	0.055978	0.001126	0.002248	0.000529	0.000465	0.001095	0.008335	0.002444	0.003111	0.003437	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.000639	0.285327	4.601208	0.635223
CD109	70.236418	0.018049	0.001565	0.260923	0.1066	10.518433	17.088957	4.240933	131.86802	7.766082	24.882403	12.241036	17.399628	12.268499	44.077831	132.417516	13.274759	20.372959	0.022723	16.359251	13.232184	36.21547	32.096832	3.065113	6.943142	21.265723	8.522144	5.55018	16.733328	23.806978	14.914142	0.319531	0.166989	0.089566
CD14	1.058504	0.081341	0.042655	312.851633	0.076681	0.192588	0.130488	1.230653	0.297917	0.544226	1.453127	0.344797	1.304813	2.536008	0.751291	1.01332	0.292219	71.791533	87.495173	0.808951	0.109492	0.907992	0.268979	5.241509	0.703778	0.08462	2.715877	24.915974	1.560284	0.154525	0.069776	0.047804	0.200311	0.06664
CD160	0.028978	0.123021	0.056757	0.095838	129.032175	0.00031	0.002251	0.000333	0.001631	0.02879	0.008979	0.002248	0.098582	0.000465	0.001095	0.006081	0.002444	0.00156	0.036371	0.001126	0.006073	0.009289	0.000642	0.057804	0.000464	0.000485	0.000446	0.023026	0.000418	0.011651	0.030172	0.026584	0.075105	22.989286
CD163	0.000507	0.123021	0.001565	64.635206	0.024863	0.001571	0.002251	0.005061	0.055613	0.000537	0.000284	0.002248	0.010687	0.040496	0.001095	0.055786	0.002444	27.363705	1.204958	0.001126	0.006073	0.033028	0.091234	0.008583	0.007406	0.000485	0.000446	0.000529	0.000418	0.000701	0.000639	0.001949	0.007392	0.000604
CD163L1	0.152862	0.001096	0.001565	0.254687	0.01169	1.468638	0.982237	5.873796	0.633588	0.01534	0.070143	0.002248	0.763498	0.049494	0.081134	0.527681	0.215783	0.572704	0.406386	0.078612	0.191728	0.193911	0.121874	1.107981	0.769847	0.030005	0.074446	1.76897	0.451814	0.018469	0.054409	0.015854	0.047194	0.062271
CD19	0.01536	107.834829	100.636101	0.070325	0.136923	0.024146	0.002251	0.017524	0.001631	0.000537	0.000284	0.002248	0.010687	0.039617	0.067098	0.043807	0.002444	0.037268	0.750292	0.141914	0.006073	0.011772	0.000642	0.00062	0.000464	0.000485	0.009298	0.000529	0.000418	0.021128	0.000639	0.053144	0.022666	0.000604
CD1C	0.000507	9.397392	127.763316	11.325657	0.085702	0.002158	0.002251	0.000333	0.001631	0.000537	0.000284	0.002248	0.009327	0.000465	0.001095	0.000455	0.002444	0.144342	0.02651	0.001126	0.006073	0.00062	0.000642	0.019449	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.027159	0.000254	0.065977	0.000604
CD1D	0.14235	4.732948	14.529614	53.283155	0.00708	0.01129	0.002251	0.04572	0.417649	0.272721	1.349433	0.528274	0.017961	0.199568	0.022508	0.00777	3.978091	0.601566	5.162331	0.067339	0.974357	0.030661	0.19769	0.184065	0.012076	0.08723	2.975221	0.089026	0.121939	0.08505	0.071675	0.000379	0.006065	0.000604
CD1E	0.000507	0.001096	0.001565	1.670341	0.000407	0.001523	0.002251	0.000333	0.001631	0.000537	0.000284	0.002248	0.000529	0.000465	0.001095	0.000455	0.002444	0.086142	0.000284	0.015701	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.005796	0.000701	0.000639	0.000254	0.01536	0.000604
CD2	0.000507	0.094479	0.084756	1.763797	75.944586	0.00031	0.002251	0.000333	0.001631	0.000537	0.001534	0.002248	0.000529	0.000465	0.101468	0.000455	0.002444	0.000828	0.512624	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.018469	0.000639	85.916293	133.462267	149.224416
CD200R1	0.018956	0.274535	3.091987	2.358434	0.24807	0.004334	0.002251	0.007695	0.100694	0.03562	0.013324	0.002248	0.089858	0.021386	0.016602	0.100808	0.341116	0.087968	1.699877	0.040638	0.006073	0.051195	0.032225	0.019449	0.030343	0.038316	0.017795	0.011511	0.01263	0.021128	0.000639	4.555323	12.424516	5.604516
CD244	0.000507	0.108269	0.209853	30.123579	112.236745	0.007465	0.002251	0.000333	0.001631	0.000537	0.008155	0.002248	0.000529	0.000465	0.06331	0.000455	0.002444	0.02732	0.922566	0.001126	0.006073	0.00062	0.000642	0.159478	0.000464	0.000485	0.026099	0.054873	0.031586	0.000701	0.000639	0.398436	0.679392	29.30215
CD27	0.046384	0.666001	68.140321	0.291211	0.834692	0.009308	0.002251	0.000333	0.044704	0.000537	0.002224	0.002248	0.109386	0.047945	0.040965	0.046152	0.002444	0.000485	0.0043	0.001126	0.006073	0.00062	0.015325	0.011529	0.070839	0.114945	0.044465	0.011511	0.008118	0.030461	0.022018	47.14711	54.48491	75.661535
CD28	0.018956	0.029391	0.02704	0.470798	0.03562	0.023462	0.05607	0.037714	0.001631	0.000537	0.003846	0.002248	0.077006	0.000465	0.001095	0.010776	0.002444	0.022666	0.146707	0.001126	0.11545	0.019328	0.000642	0.011529	0.007406	0.000485	0.007358	0.009778	0.020664	0.021128	0.000639	71.866513	67.136973	41.767019
CD300LB	0.000507	0.001096	0.001565	37.608737	1.884358	0.00031	0.002251	0.000333	0.001631	0.000537	0.000284	0.002248	0.000529	0.000465	0.001095	0.000455	0.002444	4.575338	16.070755	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.011651	0.000639	0.000543	0.006065	0.046152
CD33	0.000507	0.001096	0.001565	68.372328	0.000407	0.00031	0.002251	0.004096	0.001631	0.000537	0.000284	0.002248	0.055837	0.000465	0.001095	0.000455	0.002444	23.380557	11.530673	0.001126	0.006073	0.017853	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.046442	0.024672	0.000472	0.000604
CD34	0.131189	0.001096	0.001565	0.016819	0.00708	13.967707	12.77221	20.874034	0.001631	0.092222	0.027812	2.939587	0.104441	0.063027	1.06389	0.536833	0.041974	0.001107	0.000284	0.103206	0.398683	0.038435	0.08592	0.172071	0.378016	0.135531	0.097639	0.409957	0.081341	0.103555	0.045293	0.212672	0.000472	0.000604
CD36	0.032705	0.196142	0.042655	263.756721	0.040496	0.901545	1.420709	100.314042	0.170917	0.15114	9.295631	25.901522	0.289834	30.326387	120.773136	3.205194	0.158293	351.631947	2.738827	6.856925	0.259735	11.092032	13.35113	1111.550674	0.02765	0.946536	16.311217	29.655842	265.533003	1.806078	0.647283	0.048777	0.148377	0.011574
CD3D	0.000507	0.001096	0.001565	1.163788	11.785189	0.00031	0.002251	0.000333	0.001631	0.000537	0.000284	0.002248	0.000529	0.000465	0.001095	0.000455	0.002444	0.003529	0.205959	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.000639	194.164634	230.945144	265.533003
CD3E	0.000507	0.081341	0.042655	0.914208	30.951081	0.007835	0.002251	0.000333	0.001631	0.000537	0.001894	0.002248	0.000529	0.000465	0.001095	0.000455	0.002444	0.000254	0.270468	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.000639	88.639135	114.543297	123.99609
CD3G	0.000507	0.001096	0.001565	0.419251	5.279534	0.00031	0.002251	0.000333	0.001631	0.000537	0.000284	0.002248	0.000529	0.000465	0.001095	0.000455	0.002444	0.000254	0.084388	0.001126	0.006073	0.00062	0.00912	0.00062	0.000464	0.007915	0.000446	0.000529	0.000418	0.000701	0.022018	53.2486	74.53125	87.3933
CD4	0.847532	0.042871	0.001565	77.664422	0.02856	0.011696	0.002251	0.000333	0.066543	0.01534	0.014005	0.303395	0.040496	7.757348	0.25838	0.629741	0.002444	30.133955	7.142549	0.465321	0.103039	4.246693	0.078298	0.152261	1.960522	0.094313	0.167488	0.144914	2.337079	0.311473	0.05607	57.786268	83.942415	0.237679
CD40LG	0.000507	0.029391	0.001565	0.05836	0.043847	0.00031	0.002251	0.000333	0.001631	0.000537	0.000284	0.002248	0.000529	0.000465	0.001095	0.000455	0.002444	0.000254	0.038201	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.016075	8.722966	21.245682	1.604601
CD5	0.000507	1.159451	0.617822	0.618176	0.339786	0.00031	0.002251	0.000333	0.001631	0.000537	0.001894	0.002248	0.000529	0.000465	0.001095	0.000455	0.002444	0.002282	0.222681	0.001126	0.006073	0.00062	0.000642	0.00062	0.007406	0.000485	0.000446	0.000529	0.000418	0.000701	0.000639	48.669739	75.186264	36.010942
